"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","EXP","faeces_weight","HybridStatus","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","Strain","Wchange","weight","weight_dpi0"
"760","E88",-7.9625,-10.42,8,"LM_0273","neg","E7",2,"outbred hybrids",16.5237749733482,NA,-6.1625,"E64:E88",-3.4275,"E7bKQW",0,NA,"STRA_SCHUNT",100.5069124,21.81,21.7
"761","E88",NA,NA,2,"LM_0289",NA,"E7",1.81,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bKQZ",0,NA,"SCHUNT_SCHUNT",95.44504806,22.84,23.93
"762","E64",NA,NA,5,"LM_0294",NA,"E7",0.95,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bKTZ",334210.526315789,NA,"PWD_PWD",98.41363102,16.75,17.02
"763","E64",NA,NA,5,"LM_0287",NA,"E7",1.42,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bLMS",140845.070422535,NA,"BUSNA_PWD",102.4429102,19.29,18.83
"764","E88",NA,NA,1,"LM_0278",NA,"E7",1.67,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bLMV",0,NA,"SCHUNT_PWD",103.9750958,21.71,20.88
"765","E64",-4.88,-8.38,8,"LM_0263","neg","E7",1.56,"inter subsp. hybrids",15.5470128102051,NA,-6.165,"E64:E64",-12.735,"E7bLMZ",32051.2820512821,NA,"PWD_SCHUNT",100.0470588,21.26,21.25
"766","E64",NA,NA,0,"LM_0263",NA,"E7",1.45,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bLNO",0,NA,"PWD_SCHUNT",100,21.25,21.25
"767","E64",NA,NA,7,"LM_0279",NA,"E7",1.7,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bLNT",105882.352941176,NA,"BUSNA_BUSNA",95.5971897,20.41,21.35
"768","E64",NA,NA,0,"LM_0284",NA,"E7",1.27,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bLOR",0,NA,"STRA_BUSNA",100,22.39,22.39
"769","E64",-6.3075,-7.91,8,"LM_0269","pos","E7",1.22,"outbred hybrids",28.0476364972057,NA,-3.8175,"E64:E64",-13.0275,"E7bLOT",0,NA,"STRA_SCHUNT",98.10185185,21.19,21.6
"770","E64",NA,NA,4,"LM_0294",NA,"E7",0.54,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bLPQ",0,NA,"PWD_PWD",100.7050529,17.14,17.02
"771","E88",NA,NA,1,"LM_0288",NA,"E7",1.9,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bLPW",0,NA,"PWD_BUSNA",99.79736575,19.7,19.74
"772","E64",NA,NA,5,"LM_0284",NA,"E7",1.13,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bLPZ",163716.814159292,NA,"STRA_BUSNA",100.5806163,22.52,22.39
"773","E64",NA,NA,5,"LM_0280",NA,"E7",1.64,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bLQU",1524.39024390244,NA,"SCHUNT_SCHUNT",107.9112123,18.96,17.57
"774","E88",NA,NA,3,"LM_0272",NA,"E7",1.28,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bLQW",0,NA,"BUSNA_STRA",98.81422925,22.5,22.77
"775","E64",-8.2675,-6.19,8,"LM_0284","pos","E7",1.5,"inter subsp. hybrids",48.3675947493746,NA,-4.1425,"E64:E64",-2.3425,"E7bLRS",1666.66666666667,NA,"STRA_BUSNA",105.1808843,23.55,22.39
"776","E88",NA,NA,7,"LM_0272",NA,"E7",1.27,"inter subsp. hybrids",NA,3.15681996639047,NA,"E64:E88",NA,"E7bLVZ",0,NA,"BUSNA_STRA",100.4391744,22.87,22.77
"777","E88",-10.3775,-10.57,8,"LM_0283","neg","E7",1.49,"parental strains",33.822275433801,NA,-5.16249999999999,"E64:E88",-2.8525,"E7bLYZ",0,NA,"PWD_PWD",101.3089005,19.35,19.1
"778","E64",NA,NA,3,"LM_0269",NA,"E7",1.31,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bMNP",0,NA,"STRA_SCHUNT",99.53703704,21.5,21.6
"779","E88",-9.04,4.14,8,"LM_0275","neg","E7",1.19,"inter subsp. hybrids",6.05707055172943,NA,-5.23,"E64:E88",-3.14,"E7bMNW",0,NA,"SCHUNT_PWD",107.8732597,22.47,20.83
"780","E88",NA,-7.97,8,"LM_0292","neg","E7",1.29,"outbred hybrids",22.3339434737452,NA,NA,"E64:E88",NA,"E7bMOR",0,NA,"BUSNA_PWD",101.3995485,22.46,22.15
"781","E88",NA,NA,5,"LM_0273",NA,"E7",2.94,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bMPW",0,NA,"STRA_SCHUNT",96.58986175,20.96,21.7
"782","E88",NA,NA,7,"LM_0278",NA,"E7",1.26,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bMQS",0,NA,"SCHUNT_PWD",106.848659,22.31,20.88
"783","E64",-10.185,-7.12,8,"LM_0280","pos","E7",1.42,"parental strains",54.1465789028593,NA,-5.19,"E64:E64",-3.255,"E7bMRZ",0,NA,"SCHUNT_SCHUNT",105.2931133,18.5,17.57
"784","E64",NA,NA,3,"LM_0294",NA,"E7",0.84,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNOQ",0,NA,"PWD_PWD",98.76615746,16.81,17.02
"785","E88",NA,NA,5,"LM_0275",NA,"E7",1.27,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bNOU",0,NA,"SCHUNT_PWD",102.4483917,21.34,20.83
"786","E64",NA,NA,6,"LM_0279",NA,"E7",1.89,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNOY",108465.608465608,NA,"BUSNA_BUSNA",100.3278689,21.42,21.35
"787","E64",NA,NA,7,"LM_0263",NA,"E7",1.27,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bNPW",49212.5984251968,NA,"PWD_SCHUNT",103.6705882,22.03,21.25
"788","E88",NA,NA,5,"LM_0286",NA,"E7",2.61,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bNPX",0,NA,"PWD_BUSNA",98.32197168,18.75,19.07
"789","E64",NA,NA,6,"LM_0287",NA,"E7",1.7,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bNPY",80882.3529411765,NA,"BUSNA_PWD",107.1163038,20.17,18.83
"790","E64",NA,NA,6,"LM_0270",NA,"E7",1.38,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bNRU",57971.0144927536,NA,"SCHUNT_STRA",94.18166597,22.5,23.89
"791","E64",NA,NA,3,"LM_0262",NA,"E7",0.94,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNRV",0,NA,"BUSNA_BUSNA",104.7326077,22.13,21.13
"792","E64",NA,NA,6,"LM_0262",NA,"E7",1.79,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNSX",57262.5698324022,NA,"BUSNA_BUSNA",98.95882631,20.91,21.13
"793","E64",NA,NA,7,"LM_0260",NA,"E7",2.37,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNTU",0,NA,"SCHUNT_SCHUNT",94.48656099,27.42,29.02
"794","E88",NA,NA,6,"LM_0289",NA,"E7",1.8,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bNUW",0,NA,"SCHUNT_SCHUNT",94.52569996,22.62,23.93
"795",NA,NA,NA,NA,NA,NA,"E7",NA,NA,NA,3.62382335353016,NA,NA,NA,"E7bNUX",NA,NA,NA,NA,NA,NA
"796","E64",NA,NA,6,"LM_0295",NA,"E7",3.19,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bNUY",126175.548589342,NA,"SCHUNT_PWD",94.13420929,20.06,21.31
"797","E64",NA,NA,3,"LM_0280",NA,"E7",1.18,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bNXY",0,NA,"SCHUNT_SCHUNT",105.6915196,18.57,17.57
"798","E88",NA,NA,1,"LM_0273",NA,"E7",2.07,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bOSX",0,NA,"STRA_SCHUNT",96.17511521,20.87,21.7
"799","E64",NA,NA,1,"LM_0280",NA,"E7",2.67,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bOSY",0,NA,"SCHUNT_SCHUNT",100.6260672,17.68,17.57
"800","E64",NA,NA,1,"LM_0270",NA,"E7",1.62,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bOSZ",0,NA,"SCHUNT_STRA",95.93972373,22.92,23.89
"801","E88",NA,NA,0,"LM_0276",NA,"E7",1.74,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bPQT",0,NA,"STRA_STRA",100,29.59,29.59
"802","E64",NA,NA,1,"LM_0265",NA,"E7",2.34,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bPQY",0,NA,"BUSNA_STRA",98.78925463,26.11,26.43
"803","E64",NA,NA,7,"LM_0294",NA,"E7",1.97,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bPQZ",148477.157360406,NA,"PWD_PWD",97.82608696,16.65,17.02
"804","E64",7.7525,-6.34,8,"LM_0287","pos","E7",1.27,"outbred hybrids",52.366947921615,NA,NA,"E64:E64",19.7025,"E7bPRZ",1968.50393700787,NA,"BUSNA_PWD",110.7275624,20.85,18.83
"805","E88",-9.55,-9.18,8,"LM_0289","neg","E7",2.23,"parental strains",11.1755693464102,NA,-7.37,"E64:E88",-3.315,"E7bPSV",0,NA,"SCHUNT_SCHUNT",91.64229001,21.93,23.93
"806","E64",NA,NA,6,"LM_0291",NA,"E7",1.66,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bPVX",391566.265060241,NA,"PWD_BUSNA",97.54527163,24.24,24.85
"807","E88",NA,NA,4,"LM_0276",NA,"E7",1.17,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bPVZ",0,NA,"STRA_STRA",108.9895235,32.25,29.59
"808","E64",NA,NA,2,"LM_0291",NA,"E7",2.38,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bPXY",0,NA,"PWD_BUSNA",99.79879276,24.8,24.85
"809","E88",NA,NA,5,"LM_0283",NA,"E7",1.81,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bQRS",0,NA,"PWD_PWD",96.33507853,18.4,19.1
"810","E64",NA,NA,3,"LM_0263",NA,"E7",1.48,"inter subsp. hybrids",NA,NA,NA,"E64:E64",NA,"E7bQRT",0,NA,"PWD_SCHUNT",102.6823529,21.82,21.25
"811","E64",NA,NA,3,"LM_0279",NA,"E7",1.4,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bQSV",0,NA,"BUSNA_BUSNA",98.92271663,21.12,21.35
"812","E88",NA,NA,2,"LM_0278",NA,"E7",2.62,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bQVX",0,NA,"SCHUNT_PWD",103.256705,21.56,20.88
"813","E64",NA,NA,1,"LM_0260",NA,"E7",1.82,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bRSU",0,NA,"SCHUNT_SCHUNT",102.7567195,29.82,29.02
"814","E64",NA,NA,1,"LM_0294",NA,"E7",1,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bRSW",0,NA,"PWD_PWD",100.2350176,17.06,17.02
"815","E64",NA,NA,2,"LM_0260",NA,"E7",1.27,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bRTX",0,NA,"SCHUNT_SCHUNT",100.9993108,29.31,29.02
"816","E88",NA,NA,2,"LM_0282",NA,"E7",2.35,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bRWX",0,NA,"STRA_STRA",103.9880359,31.29,30.09
"817","E88",NA,NA,0,"LM_0282",NA,"E7",2.25,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bRWZ",0,NA,"STRA_STRA",100,30.09,30.09
"818","E88",NA,NA,6,"LM_0276",NA,"E7",1.79,"parental strains",NA,NA,NA,"E64:E88",NA,"E7bRXZ",0,NA,"STRA_STRA",106.8604258,31.62,29.59
"819","E64",NA,NA,2,"LM_0279",NA,"E7",1.67,"parental strains",NA,NA,NA,"E64:E64",NA,"E7bSTZ",0,NA,"BUSNA_BUSNA",100.6557377,21.49,21.35
"820","E64",NA,NA,4,"LM_0269",NA,"E7",0.94,"outbred hybrids",NA,NA,NA,"E64:E64",NA,"E7bSUZ",0,NA,"STRA_SCHUNT",99.58333333,21.51,21.6
"821","E88",NA,NA,4,"LM_0277",NA,"E7",1.48,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bSWZ",0,NA,"BUSNA_STRA",101.0469012,24.13,23.88
"822","E88",NA,NA,4,"LM_0292",NA,"E7",1.14,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bSXY",0,NA,"BUSNA_PWD",100.6772009,22.3,22.15
"823","E88",NA,NA,3,"LM_0292",NA,"E7",1.12,"outbred hybrids",NA,NA,NA,"E64:E88",NA,"E7bSYZ",0,NA,"BUSNA_PWD",99.59367946,22.06,22.15
"824","E88",NA,NA,3,"LM_0275",NA,"E7",1.56,"inter subsp. hybrids",NA,NA,NA,"E64:E88",NA,"E7bUWZ",0,NA,"SCHUNT_PWD",104.7047528,21.81,20.83
"825",NA,NA,NA,2,"LM_0179",NA,"5.1a",NA," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aHUY",NA,"E88"," PWD_BUSNA ",102.694136291601,19.44,18.93
"826",NA,NA,NA,6,"LM_0179",NA,"5.1a",0.85," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aRVX",0,"E88"," PWD_BUSNA ",102.16587427364,19.34,18.93
"827",NA,NA,NA,5,"LM_0179",NA,"5.1a",1.9," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aVXY",0,"E88"," PWD_BUSNA ",101.531959852087,19.22,18.93
"828",NA,NA,NA,3,"LM_0179",NA,"5.1a",NA," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aHKT",NA,"E88"," PWD_BUSNA ",100.528262017961,19.03,18.93
"829",NA,NA,NA,10,"LM_0179",NA,"5.1a",0.76," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aBLZ",82236.8421052632,"E88"," PWD_BUSNA ",96.4078182778658,18.25,18.93
"830",NA,NA,NA,4,"LM_0179",NA,"5.1a",1.71," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aELN",0,"E88"," PWD_BUSNA ",102.746962493397,19.45,18.93
"831",NA,NA,NA,0,"LM_0179",NA,"5.1a",2.31," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aACD",0,"E88"," PWD_BUSNA ",100,18.93,18.93
"832",NA,NA,NA,7,"LM_0179",NA,"5.1a",0.74," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aBEJ",104729.72972973,"E88"," PWD_BUSNA ",97.2530375066033,18.41,18.93
"833",NA,NA,NA,9,"LM_0179",NA,"5.1a",0.51," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aGTY",906862.745098039,"E88"," PWD_BUSNA ",93.0797675647121,17.62,18.93
"834",NA,NA,NA,8,"LM_0179",NA,"5.1a",0.23," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aOQZ",1119565.2173913,"E88"," PWD_BUSNA ",94.4004226096144,17.87,18.93
"835",NA,NA,NA,1,"LM_0179",NA,"5.1a",NA," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aMQS",NA,"E88"," PWD_BUSNA ",104.543053354464,19.79,18.93
"836",NA,NA,NA,11,"LM_0179",NA,"5.1a",0.87," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aCXY",5747.12643678161,"E88"," PWD_BUSNA ",99.7358689910195,18.88,18.93
"837",NA,NA,NA,11,"LM_0180",NA,"5.1a",1.25," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aIJY",4000,"E88"," STRA_BUSNA ",97.8838174273859,23.59,24.1
"838",NA,NA,NA,5,"LM_0180",NA,"5.1a",1.07," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aLMW",0,"E88"," STRA_BUSNA ",99.253112033195,23.92,24.1
"839",NA,NA,NA,6,"LM_0180",NA,"5.1a",0.88," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aKWY",0,"E88"," STRA_BUSNA ",98.1742738589212,23.66,24.1
"840",NA,NA,NA,4,"LM_0180",NA,"5.1a",0.96," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aGLV",0,"E88"," STRA_BUSNA ",99.6265560165975,24.01,24.1
"841",NA,NA,NA,0,"LM_0180",NA,"5.1a",1.51," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aBLX",0,"E88"," STRA_BUSNA ",100,24.1,24.1
"842",NA,NA,NA,9,"LM_0180",NA,"5.1a",0.65," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aQVZ",365384.615384615,"E88"," STRA_BUSNA ",90,21.69,24.1
"843",NA,NA,NA,8,"LM_0180",NA,"5.1a",0.75," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aCGI",6e+05,"E88"," STRA_BUSNA ",92.3236514522821,22.25,24.1
"844",NA,NA,NA,3,"LM_0180",NA,"5.1a",NA," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aCLZ",NA,"E88"," STRA_BUSNA ",98.7136929460581,23.79,24.1
"845",NA,NA,NA,7,"LM_0180",NA,"5.1a",1.01," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aQRU",0,"E88"," STRA_BUSNA ",96.7634854771784,23.32,24.1
"846",NA,NA,NA,10,"LM_0180",NA,"5.1a",1.08," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aDPT",127314.814814815,"E88"," STRA_BUSNA ",93.8174273858921,22.61,24.1
"847",NA,NA,NA,2,"LM_0180",NA,"5.1a",NA," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aMQT",NA,"E88"," STRA_BUSNA ",98.8381742738589,23.82,24.1
"848",NA,NA,NA,1,"LM_0180",NA,"5.1a",NA," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aDTY",NA,"E88"," STRA_BUSNA ",98.3402489626556,23.7,24.1
"849",NA,NA,NA,7,"LM_0181",NA,"5.1a",0.93," parental strains ",NA,NA,NA,NA,NA,"5.1aINV",8064.51612903226,"E88"," BUSNA_BUSNA ",91.6,16.03,17.5
"850",NA,NA,NA,11,"LM_0181",NA,"5.1a",0.21," parental strains ",NA,NA,NA,NA,NA,"5.1aCGH",59523.8095238095,"E88"," BUSNA_BUSNA ",82.3428571428571,14.41,17.5
"851",NA,NA,NA,10,"LM_0181",NA,"5.1a",0.34," parental strains ",NA,NA,NA,NA,NA,"5.1aBCS",301470.588235294,"E88"," BUSNA_BUSNA ",82.8571428571429,14.5,17.5
"852",NA,NA,NA,6,"LM_0181",NA,"5.1a",0.87," parental strains ",NA,NA,NA,NA,NA,"5.1aJLY",0,"E88"," BUSNA_BUSNA ",99.8857142857143,17.48,17.5
"853",NA,NA,NA,5,"LM_0181",NA,"5.1a",1.28," parental strains ",NA,NA,NA,NA,NA,"5.1aKMS",0,"E88"," BUSNA_BUSNA ",96.6285714285714,16.91,17.5
"854",NA,NA,NA,3,"LM_0181",NA,"5.1a",NA," parental strains ",NA,NA,NA,NA,NA,"5.1aQTW",NA,"E88"," BUSNA_BUSNA ",99.4857142857143,17.41,17.5
"855",NA,NA,NA,8,"LM_0181",NA,"5.1a",0.09," parental strains ",NA,NA,NA,NA,NA,"5.1aLPT",2388888.88888889,"E88"," BUSNA_BUSNA ",84.6285714285714,14.81,17.5
"856",NA,NA,NA,4,"LM_0181",NA,"5.1a",1.18," parental strains ",NA,NA,NA,NA,NA,"5.1aPSY",0,"E88"," BUSNA_BUSNA ",100.857142857143,17.65,17.5
"857",NA,NA,NA,0,"LM_0181",NA,"5.1a",0.93," parental strains ",NA,NA,NA,NA,NA,"5.1aAWY",0,"E88"," BUSNA_BUSNA ",100,17.5,17.5
"858",NA,NA,NA,1,"LM_0181",NA,"5.1a",NA," parental strains ",NA,NA,NA,NA,NA,"5.1aMQR",NA,"E88"," BUSNA_BUSNA ",104.114285714286,18.22,17.5
"859",NA,NA,NA,9,"LM_0181",NA,"5.1a",0.23," parental strains ",NA,NA,NA,NA,NA,"5.1aHPU",1130434.7826087,"E88"," BUSNA_BUSNA ",84.1714285714286,14.73,17.5
"860",NA,NA,NA,2,"LM_0181",NA,"5.1a",NA," parental strains ",NA,NA,NA,NA,NA,"5.1aIRX",NA,"E88"," BUSNA_BUSNA ",101.6,17.78,17.5
"861",NA,NA,NA,11,"LM_0182",NA,"5.1a",1.43," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aHNX",5244.75524475525,"E88"," SCHUNT_PWD ",106.788665879575,18.09,16.94
"862",NA,NA,NA,6,"LM_0182",NA,"5.1a",0.96," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aJRS",0,"E88"," SCHUNT_PWD ",104.604486422668,17.72,16.94
"863",NA,NA,NA,7,"LM_0182",NA,"5.1a",1.61," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aFSW",0,"E88"," SCHUNT_PWD ",102.538370720189,17.37,16.94
"864",NA,NA,NA,4,"LM_0182",NA,"5.1a",1.14," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aABD",0,"E88"," SCHUNT_PWD ",102.420306965762,17.35,16.94
"865",NA,NA,NA,10,"LM_0182",NA,"5.1a",1.32," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aDMZ",54924.2424242424,"E88"," SCHUNT_PWD ",103.955135773318,17.61,16.94
"866",NA,NA,NA,2,"LM_0182",NA,"5.1a",NA," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aBOR",NA,"E88"," SCHUNT_PWD ",103.010625737898,17.45,16.94
"867",NA,NA,NA,1,"LM_0182",NA,"5.1a",NA," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aESV",NA,"E88"," SCHUNT_PWD ",103.18772136954,17.48,16.94
"868",NA,NA,NA,9,"LM_0182",NA,"5.1a",1.52," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aJSW",243421.052631579,"E88"," SCHUNT_PWD ",106.139315230224,17.98,16.94
"869",NA,NA,NA,3,"LM_0182",NA,"5.1a",NA," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aHIS",NA,"E88"," SCHUNT_PWD ",105.253837072019,17.83,16.94
"870",NA,NA,NA,8,"LM_0182",NA,"5.1a",1.24," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aACW",102822.580645161,"E88"," SCHUNT_PWD ",107.319952774498,18.18,16.94
"871",NA,NA,NA,5,"LM_0182",NA,"5.1a",2.51," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aJMY",0,"E88"," SCHUNT_PWD ",102.538370720189,17.37,16.94
"872",NA,NA,NA,0,"LM_0182",NA,"5.1a",1.09," inter subsp. hybrids ",NA,NA,NA,NA,NA,"5.1aCLT",0,"E88"," SCHUNT_PWD ",100,16.94,16.94
"873",NA,NA,NA,2,"LM_0183",NA,"5.1a",NA," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aCLN",NA,"E88"," PWD_BUSNA ",98.0679156908665,16.75,17.08
"874",NA,NA,NA,6,"LM_0183",NA,"5.1a",0.8," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aDSY",0,"E88"," PWD_BUSNA ",97.9508196721312,16.73,17.08
"875",NA,NA,NA,3,"LM_0183",NA,"5.1a",NA," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aAVZ",NA,"E88"," PWD_BUSNA ",97.1896955503513,16.6,17.08
"876",NA,NA,NA,0,"LM_0183",NA,"5.1a",1.33," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aCEK",0,"E88"," PWD_BUSNA ",100,17.08,17.08
"877",NA,NA,NA,8,"LM_0183",NA,"5.1a",0.12," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aDIY",2375000,"E88"," PWD_BUSNA ",94.3208430913349,16.11,17.08
"878",NA,NA,NA,11,"LM_0183",NA,"5.1a",0.95," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aPWX",13157.8947368421,"E88"," PWD_BUSNA ",97.7751756440281,16.7,17.08
"879",NA,NA,NA,5,"LM_0183",NA,"5.1a",1.3," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aEKQ",0,"E88"," PWD_BUSNA ",98.7704918032787,16.87,17.08
"880",NA,NA,NA,7,"LM_0183",NA,"5.1a",1.03," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aHJV",211165.048543689,"E88"," PWD_BUSNA ",96.3700234192038,16.46,17.08
"881",NA,NA,NA,10,"LM_0183",NA,"5.1a",0.76," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aABT",55921.0526315789,"E88"," PWD_BUSNA ",97.0725995316159,16.58,17.08
"882",NA,NA,NA,4,"LM_0183",NA,"5.1a",0.93," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aDEO",0,"E88"," PWD_BUSNA ",100.117096018735,17.1,17.08
"883",NA,NA,NA,1,"LM_0183",NA,"5.1a",NA," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aPTZ",NA,"E88"," PWD_BUSNA ",96.9555035128806,16.56,17.08
"884",NA,NA,NA,9,"LM_0183",NA,"5.1a",0.82," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aCIX",329268.292682927,"E88"," PWD_BUSNA ",92.0374707259953,15.72,17.08
"885",NA,NA,NA,8,"LM_0184",NA,"5.1a",0.59," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aLSU",682203.389830509,"E88"," STRA_SCHUNT ",91.8859649122807,20.95,22.8
"886",NA,NA,NA,4,"LM_0184",NA,"5.1a",1.51," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aEHS",0,"E88"," STRA_SCHUNT ",95.8771929824561,21.86,22.8
"887",NA,NA,NA,5,"LM_0184",NA,"5.1a",1.44," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aOPZ",0,"E88"," STRA_SCHUNT ",96.3157894736842,21.96,22.8
"888",NA,NA,NA,6,"LM_0184",NA,"5.1a",0.85," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aSYZ",0,"E88"," STRA_SCHUNT ",93.5087719298246,21.32,22.8
"889",NA,NA,NA,10,"LM_0184",NA,"5.1a",1.37," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aBGM",113138.686131387,"E88"," STRA_SCHUNT ",90.1754385964912,20.56,22.8
"890",NA,NA,NA,1,"LM_0184",NA,"5.1a",NA," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aEKO",NA,"E88"," STRA_SCHUNT ",98.859649122807,22.54,22.8
"891",NA,NA,NA,2,"LM_0184",NA,"5.1a",NA," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aETU",NA,"E88"," STRA_SCHUNT ",99.1228070175439,22.6,22.8
"892",NA,NA,NA,0,"LM_0184",NA,"5.1a",1.14," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aCUX",0,"E88"," STRA_SCHUNT ",100,22.8,22.8
"893",NA,NA,NA,9,"LM_0184",NA,"5.1a",0.71," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aLSZ",250000,"E88"," STRA_SCHUNT ",89.4736842105263,20.4,22.8
"894",NA,NA,NA,11,"LM_0184",NA,"5.1a",1.8," outbred hybrids ",NA,NA,NA,NA,NA,"5.1aKNT",77777.7777777778,"E88"," STRA_SCHUNT ",88.859649122807,20.26,22.8
