"","dpi.diss","inf.strain","EH_ID","dpi_of_perc","perc_of_dpi1","name","value"
"1970","11dpi","Uninf","LM0053",6,107.142857142857,"Day.1_.g",30.8
"1971","11dpi","Uninf","LM0053",6,107.142857142857,"Day2_.g",31
"1972","11dpi","Uninf","LM0053",6,107.142857142857,"Day3_.g",32
"1973","11dpi","Uninf","LM0053",6,107.142857142857,"Day4_.g",32
"1974","11dpi","Uninf","LM0053",6,107.142857142857,"Day5_.g",32
"1975","11dpi","Uninf","LM0053",6,107.142857142857,"Day6_.g",33
"1976","11dpi","Uninf","LM0053",6,107.142857142857,"Day7_.g",33
"1977","11dpi","Uninf","LM0053",6,107.142857142857,"Day8_.g",34
"1978","11dpi","Uninf","LM0053",6,107.142857142857,"Day9_.g",34
"1979","11dpi","Uninf","LM0053",6,107.142857142857,"Day10_.g",34.2
"1980","11dpi","Uninf","LM0053",6,107.142857142857,"Day11_.g",34.5
"1981","7dip","Eflab","LM0075",7,NA,"Day.1_.g",40
"1982","7dip","Eflab","LM0075",7,NA,"Day2_.g",39
"1983","7dip","Eflab","LM0075",7,NA,"Day3_.g",39
"1984","7dip","Eflab","LM0075",7,NA,"Day4_.g",40
"1985","7dip","Eflab","LM0075",7,NA,"Day5_.g",40
"1986","7dip","Eflab","LM0075",7,NA,"Day6_.g",39
"1987","7dip","Eflab","LM0075",7,NA,"Day7_.g",NA
"1988","7dip","Eflab","LM0075",7,NA,"Day8_.g",NA
"1989","7dip","Eflab","LM0075",7,NA,"Day9_.g",NA
"1990","7dip","Eflab","LM0075",7,NA,"Day10_.g",NA
"1991","7dip","Eflab","LM0075",7,NA,"Day11_.g",NA
"1992","7dip","Efwild","LM0094",7,NA,"Day.1_.g",33.7
"1993","7dip","Efwild","LM0094",7,NA,"Day2_.g",32
"1994","7dip","Efwild","LM0094",7,NA,"Day3_.g",32
"1995","7dip","Efwild","LM0094",7,NA,"Day4_.g",32.3
"1996","7dip","Efwild","LM0094",7,NA,"Day5_.g",33
"1997","7dip","Efwild","LM0094",7,NA,"Day6_.g",32.9
"1998","7dip","Efwild","LM0094",7,NA,"Day7_.g",NA
"1999","7dip","Efwild","LM0094",7,NA,"Day8_.g",NA
"2000","7dip","Efwild","LM0094",7,NA,"Day9_.g",NA
"2001","7dip","Efwild","LM0094",7,NA,"Day10_.g",NA
"2002","7dip","Efwild","LM0094",7,NA,"Day11_.g",NA
"2003","7dip","EI64","LM0029",7,NA,"Day.1_.g",39.9
"2004","7dip","EI64","LM0029",7,NA,"Day2_.g",39.2
"2005","7dip","EI64","LM0029",7,NA,"Day3_.g",38
"2006","7dip","EI64","LM0029",7,NA,"Day4_.g",35
"2007","7dip","EI64","LM0029",7,NA,"Day5_.g",34.5
"2008","7dip","EI64","LM0029",7,NA,"Day6_.g",36.8
"2009","7dip","EI64","LM0029",7,NA,"Day7_.g",NA
"2010","7dip","EI64","LM0029",7,NA,"Day8_.g",NA
"2011","7dip","EI64","LM0029",7,NA,"Day9_.g",NA
"2012","7dip","EI64","LM0029",7,NA,"Day10_.g",NA
"2013","7dip","EI64","LM0029",7,NA,"Day11_.g",NA
"2014","7dip","Uninf","LM0085",7,NA,"Day.1_.g",37.4
"2015","7dip","Uninf","LM0085",7,NA,"Day2_.g",36.2
"2016","7dip","Uninf","LM0085",7,NA,"Day3_.g",35.2
"2017","7dip","Uninf","LM0085",7,NA,"Day4_.g",33.4
"2018","7dip","Uninf","LM0085",7,NA,"Day5_.g",36.8
"2019","7dip","Uninf","LM0085",7,NA,"Day6_.g",36.2
"2020","7dip","Uninf","LM0085",7,NA,"Day7_.g",NA
"2021","7dip","Uninf","LM0085",7,NA,"Day8_.g",NA
"2022","7dip","Uninf","LM0085",7,NA,"Day9_.g",NA
"2023","7dip","Uninf","LM0085",7,NA,"Day10_.g",NA
"2024","7dip","Uninf","LM0085",7,NA,"Day11_.g",NA
"2025","7dip","Eflab","LM0079",7,NA,"Day.1_.g",34.7
"2026","7dip","Eflab","LM0079",7,NA,"Day2_.g",34.6
"2027","7dip","Eflab","LM0079",7,NA,"Day3_.g",34.5
"2028","7dip","Eflab","LM0079",7,NA,"Day4_.g",36.6
"2029","7dip","Eflab","LM0079",7,NA,"Day5_.g",36.1
"2030","7dip","Eflab","LM0079",7,NA,"Day6_.g",34
"2031","7dip","Eflab","LM0079",7,NA,"Day7_.g",NA
"2032","7dip","Eflab","LM0079",7,NA,"Day8_.g",NA
"2033","7dip","Eflab","LM0079",7,NA,"Day9_.g",NA
"2034","7dip","Eflab","LM0079",7,NA,"Day10_.g",NA
"2035","7dip","Eflab","LM0079",7,NA,"Day11_.g",NA
"2036","7dip","Efwild","LM0024",7,NA,"Day.1_.g",40.9
"2037","7dip","Efwild","LM0024",7,NA,"Day2_.g",41.2
"2038","7dip","Efwild","LM0024",7,NA,"Day3_.g",40.9
"2039","7dip","Efwild","LM0024",7,NA,"Day4_.g",40.6
"2040","7dip","Efwild","LM0024",7,NA,"Day5_.g",40.7
"2041","7dip","Efwild","LM0024",7,NA,"Day6_.g",35
"2042","7dip","Efwild","LM0024",7,NA,"Day7_.g",NA
"2043","7dip","Efwild","LM0024",7,NA,"Day8_.g",NA
"2044","7dip","Efwild","LM0024",7,NA,"Day9_.g",NA
"2045","7dip","Efwild","LM0024",7,NA,"Day10_.g",NA
"2046","7dip","Efwild","LM0024",7,NA,"Day11_.g",NA
"2047","7dip","EI64","LM0084",7,NA,"Day.1_.g",35.8
"2048","7dip","EI64","LM0084",7,NA,"Day2_.g",33.2
"2049","7dip","EI64","LM0084",7,NA,"Day3_.g",32.7
"2050","7dip","EI64","LM0084",7,NA,"Day4_.g",32.9
"2051","7dip","EI64","LM0084",7,NA,"Day5_.g",32.1
"2052","7dip","EI64","LM0084",7,NA,"Day6_.g",40.1
"2053","7dip","EI64","LM0084",7,NA,"Day7_.g",NA
"2054","7dip","EI64","LM0084",7,NA,"Day8_.g",NA
"2055","7dip","EI64","LM0084",7,NA,"Day9_.g",NA
"2056","7dip","EI64","LM0084",7,NA,"Day10_.g",NA
"2057","7dip","EI64","LM0084",7,NA,"Day11_.g",NA
"2058","7dip","Uninf","LM0042",7,NA,"Day.1_.g",40
"2059","7dip","Uninf","LM0042",7,NA,"Day2_.g",40.6
"2060","7dip","Uninf","LM0042",7,NA,"Day3_.g",36.6
"2061","7dip","Uninf","LM0042",7,NA,"Day4_.g",37.5
"2062","7dip","Uninf","LM0042",7,NA,"Day5_.g",35.8
"2063","7dip","Uninf","LM0042",7,NA,"Day6_.g",34
"2064","7dip","Uninf","LM0042",7,NA,"Day7_.g",NA
"2065","7dip","Uninf","LM0042",7,NA,"Day8_.g",NA
"2066","7dip","Uninf","LM0042",7,NA,"Day9_.g",NA
"2067","7dip","Uninf","LM0042",7,NA,"Day10_.g",NA
"2068","7dip","Uninf","LM0042",7,NA,"Day11_.g",NA
"2069","7dip","Eflab","LM0059",7,NA,"Day.1_.g",38.8
"2070","7dip","Eflab","LM0059",7,NA,"Day2_.g",37.7
"2071","7dip","Eflab","LM0059",7,NA,"Day3_.g",37.3
"2072","7dip","Eflab","LM0059",7,NA,"Day4_.g",37.4
"2073","7dip","Eflab","LM0059",7,NA,"Day5_.g",38
"2074","7dip","Eflab","LM0059",7,NA,"Day6_.g",33.4
"2075","7dip","Eflab","LM0059",7,NA,"Day7_.g",NA
"2076","7dip","Eflab","LM0059",7,NA,"Day8_.g",NA
"2077","7dip","Eflab","LM0059",7,NA,"Day9_.g",NA
"2078","7dip","Eflab","LM0059",7,NA,"Day10_.g",NA
"2079","7dip","Eflab","LM0059",7,NA,"Day11_.g",NA
"2080","7dip","Efwild","LM0046",7,NA,"Day.1_.g",40.2
"2081","7dip","Efwild","LM0046",7,NA,"Day2_.g",40.3
"2082","7dip","Efwild","LM0046",7,NA,"Day3_.g",38.4
"2083","7dip","Efwild","LM0046",7,NA,"Day4_.g",38.5
"2084","7dip","Efwild","LM0046",7,NA,"Day5_.g",39.7
"2085","7dip","Efwild","LM0046",7,NA,"Day6_.g",37.6
"2086","7dip","Efwild","LM0046",7,NA,"Day7_.g",NA
"2087","7dip","Efwild","LM0046",7,NA,"Day8_.g",NA
"2088","7dip","Efwild","LM0046",7,NA,"Day9_.g",NA
"2089","7dip","Efwild","LM0046",7,NA,"Day10_.g",NA
"2090","7dip","Efwild","LM0046",7,NA,"Day11_.g",NA
"2091","7dip","EI64","LM0043",7,NA,"Day.1_.g",40.1
"2092","7dip","EI64","LM0043",7,NA,"Day2_.g",39.3
"2093","7dip","EI64","LM0043",7,NA,"Day3_.g",38
"2094","7dip","EI64","LM0043",7,NA,"Day4_.g",36.3
"2095","7dip","EI64","LM0043",7,NA,"Day5_.g",37.6
"2096","7dip","EI64","LM0043",7,NA,"Day6_.g",35.7
"2097","7dip","EI64","LM0043",7,NA,"Day7_.g",NA
"2098","7dip","EI64","LM0043",7,NA,"Day8_.g",NA
"2099","7dip","EI64","LM0043",7,NA,"Day9_.g",NA
"2100","7dip","EI64","LM0043",7,NA,"Day10_.g",NA
"2101","7dip","EI64","LM0043",7,NA,"Day11_.g",NA
"2102","7dip","Uninf","LM0065",7,NA,"Day.1_.g",41.3
"2103","7dip","Uninf","LM0065",7,NA,"Day2_.g",41.2
"2104","7dip","Uninf","LM0065",7,NA,"Day3_.g",40
"2105","7dip","Uninf","LM0065",7,NA,"Day4_.g",40
"2106","7dip","Uninf","LM0065",7,NA,"Day5_.g",40.5
"2107","7dip","Uninf","LM0065",7,NA,"Day6_.g",39
"2108","7dip","Uninf","LM0065",7,NA,"Day7_.g",NA
"2109","7dip","Uninf","LM0065",7,NA,"Day8_.g",NA
"2110","7dip","Uninf","LM0065",7,NA,"Day9_.g",NA
"2111","7dip","Uninf","LM0065",7,NA,"Day10_.g",NA
"2112","7dip","Uninf","LM0065",7,NA,"Day11_.g",NA
"2113","9dpi","Eflab","LM0033",7,95,"Day.1_.g",48
"2114","9dpi","Eflab","LM0033",7,95,"Day2_.g",47.8
"2115","9dpi","Eflab","LM0033",7,95,"Day3_.g",46.7
"2116","9dpi","Eflab","LM0033",7,95,"Day4_.g",46.7
"2117","9dpi","Eflab","LM0033",7,95,"Day5_.g",45
"2118","9dpi","Eflab","LM0033",7,95,"Day6_.g",45
"2119","9dpi","Eflab","LM0033",7,95,"Day7_.g",45.6
"2120","9dpi","Eflab","LM0033",7,95,"Day8_.g",42.6
"2121","9dpi","Eflab","LM0033",7,95,"Day9_.g",39.4
"2122","9dpi","Eflab","LM0033",7,95,"Day10_.g",NA
"2123","9dpi","Eflab","LM0033",7,95,"Day11_.g",NA
"2124","9dpi","Efwild","LM0045",7,96,"Day.1_.g",40
"2125","9dpi","Efwild","LM0045",7,96,"Day2_.g",39.9
"2126","9dpi","Efwild","LM0045",7,96,"Day3_.g",37.4
"2127","9dpi","Efwild","LM0045",7,96,"Day4_.g",37.8
"2128","9dpi","Efwild","LM0045",7,96,"Day5_.g",38.2
"2129","9dpi","Efwild","LM0045",7,96,"Day6_.g",38
"2130","9dpi","Efwild","LM0045",7,96,"Day7_.g",38.4
"2131","9dpi","Efwild","LM0045",7,96,"Day8_.g",35.8
"2132","9dpi","Efwild","LM0045",7,96,"Day9_.g",32.3
"2133","9dpi","Efwild","LM0045",7,96,"Day10_.g",NA
"2134","9dpi","Efwild","LM0045",7,96,"Day11_.g",NA
"2135","9dpi","EI64","LM0056",7,96.8674698795181,"Day.1_.g",41.5
"2136","9dpi","EI64","LM0056",7,96.8674698795181,"Day2_.g",41
"2137","9dpi","EI64","LM0056",7,96.8674698795181,"Day3_.g",34.3
"2138","9dpi","EI64","LM0056",7,96.8674698795181,"Day4_.g",34.8
"2139","9dpi","EI64","LM0056",7,96.8674698795181,"Day5_.g",39
"2140","9dpi","EI64","LM0056",7,96.8674698795181,"Day6_.g",41
"2141","9dpi","EI64","LM0056",7,96.8674698795181,"Day7_.g",40.2
"2142","9dpi","EI64","LM0056",7,96.8674698795181,"Day8_.g",42.2
"2143","9dpi","EI64","LM0056",7,96.8674698795181,"Day9_.g",48.8
"2144","9dpi","EI64","LM0056",7,96.8674698795181,"Day10_.g",NA
"2145","9dpi","EI64","LM0056",7,96.8674698795181,"Day11_.g",NA
"2146","9dpi","Uninf","LM0091",7,102.816901408451,"Day.1_.g",35.5
"2147","9dpi","Uninf","LM0091",7,102.816901408451,"Day2_.g",35.3
"2148","9dpi","Uninf","LM0091",7,102.816901408451,"Day3_.g",34.8
"2149","9dpi","Uninf","LM0091",7,102.816901408451,"Day4_.g",37
"2150","9dpi","Uninf","LM0091",7,102.816901408451,"Day5_.g",36
"2151","9dpi","Uninf","LM0091",7,102.816901408451,"Day6_.g",36
"2152","9dpi","Uninf","LM0091",7,102.816901408451,"Day7_.g",36.5
"2153","9dpi","Uninf","LM0091",7,102.816901408451,"Day8_.g",36.5
"2154","9dpi","Uninf","LM0091",7,102.816901408451,"Day9_.g",37
"2155","9dpi","Uninf","LM0091",7,102.816901408451,"Day10_.g",NA
"2156","9dpi","Uninf","LM0091",7,102.816901408451,"Day11_.g",NA
"2157","9dpi","Eflab","LM0073",7,94.4805194805195,"Day.1_.g",30.8
"2158","9dpi","Eflab","LM0073",7,94.4805194805195,"Day2_.g",30.6
"2159","9dpi","Eflab","LM0073",7,94.4805194805195,"Day3_.g",30.6
"2160","9dpi","Eflab","LM0073",7,94.4805194805195,"Day4_.g",30.6
"2161","9dpi","Eflab","LM0073",7,94.4805194805195,"Day5_.g",30.9
"2162","9dpi","Eflab","LM0073",7,94.4805194805195,"Day6_.g",30.4
"2163","9dpi","Eflab","LM0073",7,94.4805194805195,"Day7_.g",29.1
"2164","9dpi","Eflab","LM0073",7,94.4805194805195,"Day8_.g",26.8
"2165","9dpi","Eflab","LM0073",7,94.4805194805195,"Day9_.g",23.5
"2166","9dpi","Eflab","LM0073",7,94.4805194805195,"Day10_.g",NA
"2167","9dpi","Eflab","LM0073",7,94.4805194805195,"Day11_.g",NA
"2168","9dpi","Efwild","LM0028",7,98.314606741573,"Day.1_.g",35.6
"2169","9dpi","Efwild","LM0028",7,98.314606741573,"Day2_.g",35
"2170","9dpi","Efwild","LM0028",7,98.314606741573,"Day3_.g",35.8
"2171","9dpi","Efwild","LM0028",7,98.314606741573,"Day4_.g",35.8
"2172","9dpi","Efwild","LM0028",7,98.314606741573,"Day5_.g",35
"2173","9dpi","Efwild","LM0028",7,98.314606741573,"Day6_.g",35
"2174","9dpi","Efwild","LM0028",7,98.314606741573,"Day7_.g",35
"2175","9dpi","Efwild","LM0028",7,98.314606741573,"Day8_.g",32.2
"2176","9dpi","Efwild","LM0028",7,98.314606741573,"Day9_.g",32.3
"2177","9dpi","Efwild","LM0028",7,98.314606741573,"Day10_.g",NA
"2178","9dpi","Efwild","LM0028",7,98.314606741573,"Day11_.g",NA
"2179","9dpi","EI64","LM0035",7,94.1176470588235,"Day.1_.g",35.7
"2180","9dpi","EI64","LM0035",7,94.1176470588235,"Day2_.g",35.6
"2181","9dpi","EI64","LM0035",7,94.1176470588235,"Day3_.g",35.7
"2182","9dpi","EI64","LM0035",7,94.1176470588235,"Day4_.g",32.1
"2183","9dpi","EI64","LM0035",7,94.1176470588235,"Day5_.g",34.2
"2184","9dpi","EI64","LM0035",7,94.1176470588235,"Day6_.g",33
"2185","9dpi","EI64","LM0035",7,94.1176470588235,"Day7_.g",33.6
"2186","9dpi","EI64","LM0035",7,94.1176470588235,"Day8_.g",33.3
"2187","9dpi","EI64","LM0035",7,94.1176470588235,"Day9_.g",33.8
"2188","9dpi","EI64","LM0035",7,94.1176470588235,"Day10_.g",NA
"2189","9dpi","EI64","LM0035",7,94.1176470588235,"Day11_.g",NA
"2190","9dpi","Uninf","LM0023",7,106.603773584906,"Day.1_.g",31.8
"2191","9dpi","Uninf","LM0023",7,106.603773584906,"Day2_.g",32
"2192","9dpi","Uninf","LM0023",7,106.603773584906,"Day3_.g",33.3
"2193","9dpi","Uninf","LM0023",7,106.603773584906,"Day4_.g",33
"2194","9dpi","Uninf","LM0023",7,106.603773584906,"Day5_.g",34
"2195","9dpi","Uninf","LM0023",7,106.603773584906,"Day6_.g",34
"2196","9dpi","Uninf","LM0023",7,106.603773584906,"Day7_.g",33.9
"2197","9dpi","Uninf","LM0023",7,106.603773584906,"Day8_.g",33.5
"2198","9dpi","Uninf","LM0023",7,106.603773584906,"Day9_.g",34.6
"2199","9dpi","Uninf","LM0023",7,106.603773584906,"Day10_.g",NA
"2200","9dpi","Uninf","LM0023",7,106.603773584906,"Day11_.g",NA
"2201","9dpi","Eflab","LM0080",7,93.0946291560102,"Day.1_.g",39.1
"2202","9dpi","Eflab","LM0080",7,93.0946291560102,"Day2_.g",38.8
"2203","9dpi","Eflab","LM0080",7,93.0946291560102,"Day3_.g",38.3
"2204","9dpi","Eflab","LM0080",7,93.0946291560102,"Day4_.g",38.8
"2205","9dpi","Eflab","LM0080",7,93.0946291560102,"Day5_.g",39.1
"2206","9dpi","Eflab","LM0080",7,93.0946291560102,"Day6_.g",37.6
"2207","9dpi","Eflab","LM0080",7,93.0946291560102,"Day7_.g",36.4
"2208","9dpi","Eflab","LM0080",7,93.0946291560102,"Day8_.g",32.4
"2209","9dpi","Eflab","LM0080",7,93.0946291560102,"Day9_.g",30
"2210","9dpi","Eflab","LM0080",7,93.0946291560102,"Day10_.g",NA
"2211","9dpi","Eflab","LM0080",7,93.0946291560102,"Day11_.g",NA
"2212","9dpi","Efwild","LM0030",7,98.3695652173913,"Day.1_.g",36.8
"2213","9dpi","Efwild","LM0030",7,98.3695652173913,"Day2_.g",36.8
"2214","9dpi","Efwild","LM0030",7,98.3695652173913,"Day3_.g",36.1
"2215","9dpi","Efwild","LM0030",7,98.3695652173913,"Day4_.g",36.4
"2216","9dpi","Efwild","LM0030",7,98.3695652173913,"Day5_.g",35.9
"2217","9dpi","Efwild","LM0030",7,98.3695652173913,"Day6_.g",35.9
"2218","9dpi","Efwild","LM0030",7,98.3695652173913,"Day7_.g",36.2
"2219","9dpi","Efwild","LM0030",7,98.3695652173913,"Day8_.g",34
"2220","9dpi","Efwild","LM0030",7,98.3695652173913,"Day9_.g",31.9
"2221","9dpi","Efwild","LM0030",7,98.3695652173913,"Day10_.g",NA
"2222","9dpi","Efwild","LM0030",7,98.3695652173913,"Day11_.g",NA
"2223","9dpi","EI64","LM0066",7,98.2142857142857,"Day.1_.g",33.6
"2224","9dpi","EI64","LM0066",7,98.2142857142857,"Day2_.g",32.5
"2225","9dpi","EI64","LM0066",7,98.2142857142857,"Day3_.g",32.3
"2226","9dpi","EI64","LM0066",7,98.2142857142857,"Day4_.g",31.6
"2227","9dpi","EI64","LM0066",7,98.2142857142857,"Day5_.g",30.9
"2228","9dpi","EI64","LM0066",7,98.2142857142857,"Day6_.g",32.4
"2229","9dpi","EI64","LM0066",7,98.2142857142857,"Day7_.g",33
"2230","9dpi","EI64","LM0066",7,98.2142857142857,"Day8_.g",33.7
"2231","9dpi","EI64","LM0066",7,98.2142857142857,"Day9_.g",32.8
"2232","9dpi","EI64","LM0066",7,98.2142857142857,"Day10_.g",NA
"2233","9dpi","EI64","LM0066",7,98.2142857142857,"Day11_.g",NA
"2234","9dpi","Uninf","LM0089",7,87.5,"Day.1_.g",40
"2235","9dpi","Uninf","LM0089",7,87.5,"Day2_.g",40
"2236","9dpi","Uninf","LM0089",7,87.5,"Day3_.g",35.1
"2237","9dpi","Uninf","LM0089",7,87.5,"Day4_.g",36
"2238","9dpi","Uninf","LM0089",7,87.5,"Day5_.g",35
"2239","9dpi","Uninf","LM0089",7,87.5,"Day6_.g",34
"2240","9dpi","Uninf","LM0089",7,87.5,"Day7_.g",35
"2241","9dpi","Uninf","LM0089",7,87.5,"Day8_.g",36
"2242","9dpi","Uninf","LM0089",7,87.5,"Day9_.g",36.3
"2243","9dpi","Uninf","LM0089",7,87.5,"Day10_.g",NA
"2244","9dpi","Uninf","LM0089",7,87.5,"Day11_.g",NA
"2245","11dpi","Eflab","LM0021",7,88.8888888888889,"Day.1_.g",36
"2246","11dpi","Eflab","LM0021",7,88.8888888888889,"Day2_.g",35
"2247","11dpi","Eflab","LM0021",7,88.8888888888889,"Day3_.g",34.5
"2248","11dpi","Eflab","LM0021",7,88.8888888888889,"Day4_.g",35.2
"2249","11dpi","Eflab","LM0021",7,88.8888888888889,"Day5_.g",34.8
"2250","11dpi","Eflab","LM0021",7,88.8888888888889,"Day6_.g",35.4
"2251","11dpi","Eflab","LM0021",7,88.8888888888889,"Day7_.g",32
"2252","11dpi","Eflab","LM0021",7,88.8888888888889,"Day8_.g",27.7
"2253","11dpi","Eflab","LM0021",7,88.8888888888889,"Day9_.g",25
"2254","11dpi","Eflab","LM0021",7,88.8888888888889,"Day10_.g",33.5
"2255","11dpi","Eflab","LM0021",7,88.8888888888889,"Day11_.g",33.5
"2256","11dpi","Efwild","LM0048",7,98.0225988700565,"Day.1_.g",35.4
"2257","11dpi","Efwild","LM0048",7,98.0225988700565,"Day2_.g",35.6
"2258","11dpi","Efwild","LM0048",7,98.0225988700565,"Day3_.g",35.4
"2259","11dpi","Efwild","LM0048",7,98.0225988700565,"Day4_.g",35.8
"2260","11dpi","Efwild","LM0048",7,98.0225988700565,"Day5_.g",35.3
"2261","11dpi","Efwild","LM0048",7,98.0225988700565,"Day6_.g",35.4
"2262","11dpi","Efwild","LM0048",7,98.0225988700565,"Day7_.g",34.7
"2263","11dpi","Efwild","LM0048",7,98.0225988700565,"Day8_.g",30.2
"2264","11dpi","Efwild","LM0048",7,98.0225988700565,"Day9_.g",25
"2265","11dpi","Efwild","LM0048",7,98.0225988700565,"Day10_.g",24.5
"2266","11dpi","Efwild","LM0048",7,98.0225988700565,"Day11_.g",23.5
"2267","11dpi","EI64","LM0072",7,94.6107784431138,"Day.1_.g",33.4
"2268","11dpi","EI64","LM0072",7,94.6107784431138,"Day2_.g",31.6
"2269","11dpi","EI64","LM0072",7,94.6107784431138,"Day3_.g",35.4
"2270","11dpi","EI64","LM0072",7,94.6107784431138,"Day4_.g",30
"2271","11dpi","EI64","LM0072",7,94.6107784431138,"Day5_.g",28
"2272","11dpi","EI64","LM0072",7,94.6107784431138,"Day6_.g",30.5
"2273","11dpi","EI64","LM0072",7,94.6107784431138,"Day7_.g",31.6
"2274","11dpi","EI64","LM0072",7,94.6107784431138,"Day8_.g",32.6
"2275","11dpi","EI64","LM0072",7,94.6107784431138,"Day9_.g",33.8
"2276","11dpi","EI64","LM0072",7,94.6107784431138,"Day10_.g",34.3
"2277","11dpi","EI64","LM0072",7,94.6107784431138,"Day11_.g",34.4
"2278","11dpi","Uninf","LM0032",7,100,"Day.1_.g",34
"2279","11dpi","Uninf","LM0032",7,100,"Day2_.g",34.6
"2280","11dpi","Uninf","LM0032",7,100,"Day3_.g",35
"2281","11dpi","Uninf","LM0032",7,100,"Day4_.g",34
"2282","11dpi","Uninf","LM0032",7,100,"Day5_.g",34
"2283","11dpi","Uninf","LM0032",7,100,"Day6_.g",34
"2284","11dpi","Uninf","LM0032",7,100,"Day7_.g",34
"2285","11dpi","Uninf","LM0032",7,100,"Day8_.g",34
"2286","11dpi","Uninf","LM0032",7,100,"Day9_.g",34
"2287","11dpi","Uninf","LM0032",7,100,"Day10_.g",34
"2288","11dpi","Uninf","LM0032",7,100,"Day11_.g",34.5
"2289","11dpi","Eflab","LM0025",7,93.8095238095238,"Day.1_.g",42
"2290","11dpi","Eflab","LM0025",7,93.8095238095238,"Day2_.g",41.9
"2291","11dpi","Eflab","LM0025",7,93.8095238095238,"Day3_.g",40.5
"2292","11dpi","Eflab","LM0025",7,93.8095238095238,"Day4_.g",41
"2293","11dpi","Eflab","LM0025",7,93.8095238095238,"Day5_.g",41
"2294","11dpi","Eflab","LM0025",7,93.8095238095238,"Day6_.g",40
"2295","11dpi","Eflab","LM0025",7,93.8095238095238,"Day7_.g",39.4
"2296","11dpi","Eflab","LM0025",7,93.8095238095238,"Day8_.g",35.5
"2297","11dpi","Eflab","LM0025",7,93.8095238095238,"Day9_.g",32.3
"2298","11dpi","Eflab","LM0025",7,93.8095238095238,"Day10_.g",31.8
"2299","11dpi","Eflab","LM0025",7,93.8095238095238,"Day11_.g",33
"2300","11dpi","Efwild","LM0027",7,99.2753623188406,"Day.1_.g",27.6
"2301","11dpi","Efwild","LM0027",7,99.2753623188406,"Day2_.g",27.4
"2302","11dpi","Efwild","LM0027",7,99.2753623188406,"Day3_.g",28.3
"2303","11dpi","Efwild","LM0027",7,99.2753623188406,"Day4_.g",27
"2304","11dpi","Efwild","LM0027",7,99.2753623188406,"Day5_.g",28.4
"2305","11dpi","Efwild","LM0027",7,99.2753623188406,"Day6_.g",28.4
"2306","11dpi","Efwild","LM0027",7,99.2753623188406,"Day7_.g",27.4
"2307","11dpi","Efwild","LM0027",7,99.2753623188406,"Day8_.g",24.7
"2308","11dpi","Efwild","LM0027",7,99.2753623188406,"Day9_.g",22.8
"2309","11dpi","Efwild","LM0027",7,99.2753623188406,"Day10_.g",21.1
"2310","11dpi","Efwild","LM0027",7,99.2753623188406,"Day11_.g",24.7
"2311","11dpi","EI64","LM0078",7,98.5549132947977,"Day.1_.g",34.6
"2312","11dpi","EI64","LM0078",7,98.5549132947977,"Day2_.g",35.2
"2313","11dpi","EI64","LM0078",7,98.5549132947977,"Day3_.g",34.3
"2314","11dpi","EI64","LM0078",7,98.5549132947977,"Day4_.g",34
"2315","11dpi","EI64","LM0078",7,98.5549132947977,"Day5_.g",32.6
"2316","11dpi","EI64","LM0078",7,98.5549132947977,"Day6_.g",34.4
"2317","11dpi","EI64","LM0078",7,98.5549132947977,"Day7_.g",34.1
"2318","11dpi","EI64","LM0078",7,98.5549132947977,"Day8_.g",34.9
"2319","11dpi","EI64","LM0078",7,98.5549132947977,"Day9_.g",35
"2320","11dpi","EI64","LM0078",7,98.5549132947977,"Day10_.g",35
"2321","11dpi","EI64","LM0078",7,98.5549132947977,"Day11_.g",34.9
"2322","11dpi","Uninf","LM0049",7,100,"Day.1_.g",34
"2323","11dpi","Uninf","LM0049",7,100,"Day2_.g",33
"2324","11dpi","Uninf","LM0049",7,100,"Day3_.g",33.8
"2325","11dpi","Uninf","LM0049",7,100,"Day4_.g",34
"2326","11dpi","Uninf","LM0049",7,100,"Day5_.g",34
"2327","11dpi","Uninf","LM0049",7,100,"Day6_.g",34.6
"2328","11dpi","Uninf","LM0049",7,100,"Day7_.g",34
"2329","11dpi","Uninf","LM0049",7,100,"Day8_.g",34
"2330","11dpi","Uninf","LM0049",7,100,"Day9_.g",33.4
"2331","11dpi","Uninf","LM0049",7,100,"Day10_.g",34
"2332","11dpi","Uninf","LM0049",7,100,"Day11_.g",34
"2333","11dpi","Eflab","LM0031",7,96.0244648318043,"Day.1_.g",32.7
"2334","11dpi","Eflab","LM0031",7,96.0244648318043,"Day2_.g",32.8
"2335","11dpi","Eflab","LM0031",7,96.0244648318043,"Day3_.g",36.5
"2336","11dpi","Eflab","LM0031",7,96.0244648318043,"Day4_.g",32.1
"2337","11dpi","Eflab","LM0031",7,96.0244648318043,"Day5_.g",32.9
"2338","11dpi","Eflab","LM0031",7,96.0244648318043,"Day6_.g",32.6
"2339","11dpi","Eflab","LM0031",7,96.0244648318043,"Day7_.g",31.4
"2340","11dpi","Eflab","LM0031",7,96.0244648318043,"Day8_.g",28
"2341","11dpi","Eflab","LM0031",7,96.0244648318043,"Day9_.g",25
"2342","11dpi","Eflab","LM0031",7,96.0244648318043,"Day10_.g",23.2
"2343","11dpi","Eflab","LM0031",7,96.0244648318043,"Day11_.g",23.1
"2344","11dpi","Efwild","LM0054",7,96.7741935483871,"Day.1_.g",31
"2345","11dpi","Efwild","LM0054",7,96.7741935483871,"Day2_.g",31.2
