EH_ID,Target,Value,Quality,Call
LM0389,IDO1,22.39776244046,0.835372835889593,Pass
LM0390,IDO1,14.3533925452983,0.825064570663868,Pass
LM0391,IDO1,10.8669012103237,1,Pass
LM0395,IDO1,11.2322129224686,0.792475151172502,Pass
LM0394,IDO1,12.0701602275018,0.771007797058444,Pass
LM0393,IDO1,12.9780204090439,0.948033405728634,Pass
LM0389,IDO1,21.5974284266949,0.923208971721003,Pass
LM0390,IDO1,13.8912516835932,0.927218044196344,Pass
LM0391,IDO1,10.9531141855046,1,Pass
LM0395,IDO1,11.6427478293366,0.891178615312948,Pass
LM0394,IDO1,12.4786715109231,0.876317577017126,Pass
LM0393,IDO1,13.1450114159568,0.71976942694485,Pass
LM0402,IDO1,14.3866112549918,0.92108860188102,Pass
LM0403,IDO1,15.5233667114536,0.948575555459368,Pass
LM0404,IDO1,16.8518138905271,1,Pass
LM0407,IDO1,16.9437085740921,1,Pass
LM0406,IDO1,12.6749501361639,1,Pass
LM0405,IDO1,9.4684593879856,1,Pass
LM0402,IDO1,14.1175034191485,0.842591345977788,Pass
LM0403,IDO1,15.8462532905161,1,Pass
LM0404,IDO1,17.0890466275227,1,Pass
LM0407,IDO1,17.1322091735815,1,Pass
LM0406,IDO1,12.8526806015878,1,Pass
LM0405,IDO1,9.38430292950094,1,Pass
LM0414,IDO1,8.76197732522628,1,Pass
LM0416,IDO1,15.1642893216863,0.939521154173489,Pass
LM0417,IDO1,11.716757268948,1,Pass
LM0420,IDO1,11.5513173503877,1,Pass
LM0419,IDO1,14.4157856389277,0.996856251250718,Pass
LM0418,IDO1,17.4995152423332,1,Pass
LM0414,IDO1,8.70478599589876,1,Pass
LM0416,IDO1,14.6436738540075,0.936402563022742,Pass
LM0417,IDO1,11.6331711791525,1,Pass
LM0420,IDO1,11.7669761482706,1,Pass
LM0419,IDO1,14.336274753602,0.974577902902423,Pass
LM0418,IDO1,17.2794682626105,1,Pass
LM0430,IDO1,17.8020472235832,0.876207944212795,Pass
LM0431,IDO1,16.4207157285905,1,Pass
LM0427,IDO1,17.8826015668214,1,Pass
AA0770,IDO1,13.841599345257,0.501085920464354,Flag
AA0769,IDO1,11.699789594829,0.826636315501758,Pass
LM0425,IDO1,20.3508162998842,0.9561267844738,Pass
LM0430,IDO1,18.3017779519799,0.917927712403803,Pass
LM0431,IDO1,16.3124794434376,1,Pass
LM0427,IDO1,17.5681492311601,1,Pass
AA0770,IDO1,13.8450669927209,0.495536010249864,Flag
AA0769,IDO1,11.8431060278291,0.809638417103014,Pass
LM0425,IDO1,21.0274282690941,0.958393544369195,Pass
AA0079,IDO1,999,0,Flag
AA0082,IDO1,11.444019541173,0.804387922675746,Pass
AA0094,IDO1,13.3819608369991,1,Pass
AA0067,IDO1,16.4660948938631,0.599852016994404,Flag
AA0065,IDO1,28.3400534541985,0,Flag
AA0053,IDO1,12.5196705459057,0.566140090516326,Flag
AA0079,IDO1,999,0,Flag
AA0082,IDO1,10.9019006168329,0.843614631145607,Pass
AA0094,IDO1,13.3435641626439,1,Pass
