"","EH_ID","labels","dpi","experiment","OPG","relative_weight","mouse_strain","primary_infection","challenge_infection","infection_history","batch","delta","IFNy_CEWE","Eim_MC","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8"
"391","LM0213","CGQ",4,"E7a",11627.9069767442,95.7764782326186,"PWD_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","LM0213","DJW",3,"E7a",0,103.638726445744,"PWD_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","LM0213","DMY",7,"E7a",770833.333333333,100.259909031839,"PWD_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","LM0213","DPZ",5,"E7a",184782.608695652,87.5243664717349,"PWD_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","LM0213","DRT",9,"E7a",62500,108.317089018843,"PWD_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","LM0213","FHV",0,"E7a",0,100,"PWD_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","LM0213","NST",8,"E7a",38265.306122449,107.667316439246,"PWD_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","LM0213","ORX",1,"E7a",NA,99.6101364522417,"PWD_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","LM0213","TUW",10,"E7a",0,102.33918128655,"PWD_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","LM0214","ADQ",2,"E7a",NA,99.5625227852716,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","LM0214","CEY",9,"E7a",94488.1889763779,102.260298942763,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","LM0214","DES",0,"E7a",0,100,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","LM0214","DLQ",5,"E7a",0,92.6358002187386,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","LM0214","EIJ",10,"E7a",4347.82608695652,103.317535545024,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","LM0214","EUV",7,"E7a",456066.945606695,90.885891359825,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","LM0214","FLM",1,"E7a",NA,98.541742617572,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","LM0214","KPT",3,"E7a",0,103.171709806781,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","LM0214","NXZ",8,"E7a",62874.251497006,97.9948960991615,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","LM0214","OTZ",6,"E7a",1370689.65517241,88.7349617207437,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","LM0214","PRY",4,"E7a",0,96.7553773240977,"STRA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","LM0215","CPS",5,"E7a",53571.4285714286,93.3054393305439,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","LM0215","DGQ",3,"E7a",0,101.63179916318,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","LM0215","ELT",0,"E7a",0,100,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","LM0215","ENO",7,"E7a",234496.124031008,106.359832635983,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","LM0215","EQZ",9,"E7a",0,105.648535564854,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","LM0215","EWX",4,"E7a",17045.4545454545,96.0669456066946,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","LM0215","GMN",1,"E7a",NA,100.167364016736,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","LM0215","GMX",6,"E7a",2151515.15151515,98.7866108786611,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","LM0215","KNW",8,"E7a",34539.4736842105,103.849372384937,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","LM0215","KQY",10,"E7a",0,104.811715481172,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","LM0215","PRZ",2,"E7a",NA,101.129707112971,"BUSNA_STRA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","LM0216","ABJ",2,"E7a",NA,89.7659227000544,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","LM0216","ALW",8,"E7a",0,92.7599346761023,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","LM0216","AMT",10,"E7a",5376.34408602151,96.842678279804,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","LM0216","BDV",5,"E7a",288461.538461538,81.9814915623299,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","LM0216","BFX",6,"E7a",1680555.55555556,92.1066956995101,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","LM0216","GIQ",4,"E7a",4761.90476190476,88.6771910724006,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","LM0216","JMW",3,"E7a",0,91.6712030484485,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","LM0216","JOW",7,"E7a",140540.540540541,97.3326075122482,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","LM0216","NSU",0,"E7a",0,100,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","LM0216","NVW",9,"E7a",10135.1351351351,96.0805661404464,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","LM0216","SVY",1,"E7a",NA,93.1954273271639,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","LM0217","CDS",3,"E7a",0,98.1397970687711,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","LM0217","CEV",2,"E7a",NA,98.5907553551297,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","LM0217","DFN",6,"E7a",1585877.86259542,98.0834272829763,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","LM0217","FKY",0,"E7a",0,100,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","LM0217","HMZ",10,"E7a",0,109.639233370913,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","LM0217","LPV",8,"E7a",7281.55339805825,103.269447576099,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","LM0217","MQY",5,"E7a",557692.307692308,95.2649379932356,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","LM0217","MXY",4,"E7a",5376.34408602151,94.532130777903,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","LM0217","OPW",7,"E7a",252100.840336134,103.945885005637,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","LM0217","OTY",1,"E7a",NA,98.8726042841037,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","LM0217","OVW",9,"E7a",4934.21052631579,106.08793686584,"BUSNA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","LM0218","AEL",8,"E7a",44585.9872611465,102.897838899804,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","LM0218","AJX",9,"E7a",0,100.196463654224,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","LM0218","AKV",7,"E7a",214887.640449438,102.308447937132,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","LM0218","AOQ",2,"E7a",NA,101.915520628684,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","LM0218","BOS",5,"E7a",197916.666666667,97.7406679764244,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","LM0218","CGX",3,"E7a",0,99.2141453831041,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","LM0218","EFV",1,"E7a",NA,100.392927308448,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","LM0218","GKS",10,"E7a",5859.375,102.750491159136,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","LM0218","INU",6,"E7a",207627.118644068,98.8212180746562,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","LM0218","JLZ",0,"E7a",0,100,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","LM0218","MUW",4,"E7a",0,101.178781925344,"PWD_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","LM0219","ABG",3,"E7a",0,100.263157894737,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","LM0219","ACQ",2,"E7a",NA,107.315789473684,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","LM0219","ALS",1,"E7a",NA,105.842105263158,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","LM0219","CDZ",9,"E7a",0,108.736842105263,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","LM0219","CER",5,"E7a",14285.7142857143,100.157894736842,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","LM0219","CGL",6,"E7a",1675675.67567568,105.842105263158,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","LM0219","CHN",0,"E7a",0,100,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","LM0219","DFV",10,"E7a",0,102.105263157895,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","LM0219","EJL",7,"E7a",318597.56097561,107.631578947368,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","LM0219","OXY",4,"E7a",0,102.578947368421,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","LM0219","TUX",8,"E7a",14814.8148148148,109,"SCHUNT_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","LM0220","AGO",0,"E7a",0,100,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","LM0220","AKR",6,"E7a",2380165.2892562,97.3630831643002,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","LM0220","BDM",4,"E7a",6097.56097560976,98.2758620689655,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","LM0220","BLW",7,"E7a",343137.254901961,96.8559837728195,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","LM0220","BQS",10,"E7a",13888.8888888889,100,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","LM0220","CEJ",9,"E7a",6465.51724137931,99.6957403651116,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","LM0220","CIM",3,"E7a",0,96.3488843813387,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","LM0220","DFL",5,"E7a",297297.297297297,92.2413793103448,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","LM0220","DGN",1,"E7a",NA,101.369168356998,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","LM0220","EPS",2,"E7a",NA,102.991886409736,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","LM0220","MRU",8,"E7a",39062.5,99.8478701825558,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","LM0221","AQR",3,"E7a",0,97.1109984794729,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","LM0221","BFN",8,"E7a",22413.7931034483,94.4247339077547,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","LM0221","DEI",2,"E7a",NA,101.469842878865,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","LM0221","FQS",0,"E7a",0,100,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","LM0221","GTU",7,"E7a",553846.153846154,95.8438925494171,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","LM0221","HOZ",6,"E7a",230555.555555556,93.5124176381145,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","LM0221","KNV",10,"E7a",0,94.8808920425747,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","LM0221","LTV",9,"E7a",16826.9230769231,93.2589964521034,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","LM0221","OTW",1,"E7a",NA,99.2397364419665,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","LM0221","PQU",4,"E7a",0,100.861632032438,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","LM0221","QUX",5,"E7a",98958.3333333333,95.5397871262038,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","LM0222","AKQ",6,"E7a",264367.816091954,89.1204668611922,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","LM0222","BIN",3,"E7a",0,93.705710712797,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","LM0222","BQX",10,"E7a",0,99.4997915798249,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","LM0222","CRW",0,"E7a",0,100,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","LM0222","DGM",2,"E7a",NA,99.3330554397666,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","LM0222","FIU",5,"E7a",55555.5555555556,90.1208837015423,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","LM0222","FVX",8,"E7a",110000,97.45727386411,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","LM0222","HJN",7,"E7a",1238188.97637795,91.3297207169654,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","LM0222","IJU",4,"E7a",5434.78260869565,93.1638182576073,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","LM0222","JMZ",9,"E7a",49632.3529411765,98.8328470195915,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","LM0222","PQV",1,"E7a",NA,99.4581075448103,"STRA_BUSNA","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","LM0223","AGM",2,"E7a",NA,105.016883743367,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","LM0223","AIR",5,"E7a",53846.1538461538,103.232030873131,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","LM0223","ALQ",8,"E7a",5263.15789473684,102.46020260492,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","LM0223","AOU",3,"E7a",0,98.6975397973951,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","LM0223","BWY",6,"E7a",59829.0598290598,104.052098408104,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","LM0223","FGK",4,"E7a",9090.90909090909,103.328509406657,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","LM0223","JLW",7,"E7a",109154.929577465,105.643994211288,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","LM0223","KOQ",1,"E7a",NA,103.280270139894,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","LM0223","QVW",9,"E7a",0,106.415822479498,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","LM0223","RXY",0,"E7a",0,100,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","LM0223","UXY",10,"E7a",8064.51612903226,107.477086348288,"SCHUNT_SCHUNT","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","LM0224","AMW",9,"E7a",6377.55102040816,101.821967725143,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","LM0224","BNY",10,"E7a",4285.71428571429,102.186361270172,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","LM0224","EGN",3,"E7a",0,93.5450286309214,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","LM0224","EIL",5,"E7a",54487.1794871795,95.8355023425299,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","LM0224","EMQ",1,"E7a",NA,103.904216553878,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","LM0224","FMY",2,"E7a",NA,103.695991671005,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","LM0224","GTX",4,"E7a",12437.8109452736,98.3862571577303,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","LM0224","IMR",6,"E7a",174418.604651163,94.1697032795419,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","LM0224","KVZ",0,"E7a",0,100,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","LM0224","NOV",8,"E7a",13157.8947368421,108.172826652785,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","LM0224","OPS",7,"E7a",85483.8709677419,103.53982300885,"BUSNA_PWD","E64",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
