"","EH_ID","labels","dpi","experiment","OPG","relative_weight","mouse_strain","primary_infection","challenge_infection","infection_history","batch","delta","IFNy_CEWE","Eim_MC","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8"
"940","LM0249","E7aFMR",2,"E7b",0,100.38,"SCHUNT_STRA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","LM0249","E7aGWZ",5,"E7b",163235.294117647,93.33,"SCHUNT_STRA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","LM0249","E7aIMU",1,"E7b",0,99.96,"SCHUNT_STRA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","LM0249","E7aLNU",3,"E7b",0,99.31,"SCHUNT_STRA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","LM0249","E7aMPU",4,"E7b",0,97.82,"SCHUNT_STRA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","LM0249","E7aPSV",8,"E7b",2767.52767527675,93.49,"SCHUNT_STRA","NA","E64","E88:E64","b",-5.96,25.5475919853859,"pos","mLN",47.34,6.465,16.775,13.315,4.84,54.635,0.97,35.275,19.235,4.93,44.24,4.355,23.725
"946","LM0249","FGZ",0,"E7a",5882.35294117647,100,"SCHUNT_STRA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","LM0249","FVY",1,"E7a",NA,99.9101930848675,"SCHUNT_STRA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","LM0249","HLW",6,"E7a",0,97.9344409519533,"SCHUNT_STRA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","LM0249","KRZ",3,"E7a",NA,99.0121239335429,"SCHUNT_STRA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","LM0249","MPW",10,"E7a",264705.882352941,84.1939829366861,"SCHUNT_STRA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","LM0249","MRS",7,"E7a",6060.60606060606,95.1055231252806,"SCHUNT_STRA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","LM0249","RSX",9,"E7a",423611.111111111,89.1782667265379,"SCHUNT_STRA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","LM0249","SVX",8,"E7a",313829.787234043,89.9865289627301,"SCHUNT_STRA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","LM0250","AKN",7,"E7a",0,86.9354055366683,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","LM0250","CMV",9,"E7a",NA,NA,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","LM0250","CQW",0,"E7a",0,100,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","LM0250","DLM",5,"E7a",0,97.2316658572122,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","LM0250","DOQ",2,"E7a",NA,99.3200582807188,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","LM0250","DUZ",1,"E7a",NA,99.7085964060223,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","LM0250","EKP",8,"E7a",0,82.3215152986887,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","LM0250","GNV",10,"E7a",NA,NA,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","LM0250","GOY",11,"E7a",NA,NA,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","LM0250","JOV",4,"E7a",0,100.291403593978,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","LM0250","KOS",6,"E7a",0,96.3088878096163,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","LM0250","PVY",3,"E7a",NA,101.214181641574,"BUSNA_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","LM0251","ADK",1,"E7a",NA,98.9832231825114,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","LM0251","ADS",6,"E7a",0,105.338078291815,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","LM0251","BCK",0,"E7a",0,100,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","LM0251","BDH",7,"E7a",0,96.797153024911,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","LM0251","BEX",10,"E7a",525862.068965517,87.6970005083884,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","LM0251","BMS",11,"E7a",83333.3333333333,94.7127605490595,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","LM0251","BPR",4,"E7a",0,108.795119471276,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","LM0251","BQU",9,"E7a",875000,86.3243518047788,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","LM0251","CJN",5,"E7a",0,106.65988815455,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","LM0251","CTX",2,"E7a",NA,104.270462633452,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","LM0251","DIM",3,"E7a",NA,106.253177427555,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","LM0251","E7aADV",5,"E7b",0,101.12,"STRA_BUSNA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","LM0251","E7aAMS",4,"E7b",0,99.53,"STRA_BUSNA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","LM0251","E7aDOT",2,"E7b",0,94.52,"STRA_BUSNA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","LM0251","E7aEOT",8,"E7b",0,94.3,"STRA_BUSNA","NA","E88","E88:E88","b",-4.73,1.71942881541789,"pos","mLN",61.525,5.65,12.71,9.66,1.875,29.575,0.535,21.155,17.08,4.755,15.41,1.81,11.825
"981","LM0251","E7aGLO",3,"E7b",0,96.55,"STRA_BUSNA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","LM0251","E7aGSZ",0,"E7b",0,100,"STRA_BUSNA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","LM0251","E7aKNZ",1,"E7b",0,94.34,"STRA_BUSNA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","LM0251","E7aLNT",6,"E7b",0,99.7,"STRA_BUSNA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","LM0251","E7aMRZ",7,"E7b",0,97.84,"STRA_BUSNA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","LM0251","ISU",8,"E7a",1690000,88.5612608032537,"STRA_BUSNA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","LM0252","BHR",3,"E7a",NA,102.065289806795,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","LM0252","CDQ",11,"E7a",NA,NA,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","LM0252","CDX",10,"E7a",NA,NA,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","LM0252","DQY",6,"E7a",0,100.866089273817,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","LM0252","FHO",8,"E7a",125000,84.4770153231179,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","LM0252","GKN",2,"E7a",NA,104.130579613591,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","LM0252","GQW",9,"E7a",NA,NA,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","LM0252","HIR",5,"E7a",0,103.79746835443,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","LM0252","HPY",4,"E7a",0,103.331112591606,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","LM0252","LQW",0,"E7a",0,100,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","LM0252","MNY",7,"E7a",0,97.3351099267155,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","LM0252","OWX",1,"E7a",NA,100.999333777482,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","LM0253","BEW",7,"E7a",0,93.7725631768953,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","LM0253","BFS",11,"E7a",NA,NA,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","LM0253","CIY",4,"E7a",0,103.519855595668,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","LM0253","DEJ",1,"E7a",NA,98.826714801444,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","LM0253","DFZ",9,"E7a",NA,NA,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","LM0253","DKS",8,"E7a",0,86.5523465703971,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","LM0253","EUZ",3,"E7a",NA,104.061371841155,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","LM0253","INS",5,"E7a",0,102.075812274368,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","LM0253","ISX",2,"E7a",NA,101.534296028881,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","LM0253","KWZ",6,"E7a",0,99.0072202166065,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","LM0253","LMX",0,"E7a",0,100,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","LM0253","NUW",10,"E7a",NA,NA,"PWD_PWD","E88",NA,NA,"a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","LM0254","ACN",0,"E7a",0,100,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","LM0254","ADG",11,"E7a",10638.2978723404,102.728174603175,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","LM0254","ATW",1,"E7a",NA,105.902777777778,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1014","LM0254","BCM",10,"E7a",72413.7931034483,97.1230158730159,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","LM0254","BKZ",7,"E7a",0,98.015873015873,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","LM0254","BNX",5,"E7a",0,99.7023809523809,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","LM0254","BTZ",2,"E7a",NA,102.480158730159,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","LM0254","E7aBCD",8,"E7b",0,94.27,"SCHUNT_PWD","NA","E88","E88:E88","b",-8.48,23.1158022243411,"neg","mLN",51.475,6.69,12.11,7.535,1.455,21.435,0.55,22.92,28.36,5.64,6.335,1.65,16.1
"1019","LM0254","E7aBCP",0,"E7b",0,100,"SCHUNT_PWD","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","LM0254","E7aBQR",2,"E7b",0,100.72,"SCHUNT_PWD","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","LM0254","E7aCHI",3,"E7b",0,100.13,"SCHUNT_PWD","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022","LM0254","E7aDMP",4,"E7b",0,100.18,"SCHUNT_PWD","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","LM0254","E7aDVW",6,"E7b",0,99.73,"SCHUNT_PWD","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","LM0254","E7aIUV",1,"E7b",0,100.99,"SCHUNT_PWD","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","LM0254","E7aJRW",5,"E7b",0,101.03,"SCHUNT_PWD","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","LM0254","E7aLRS",7,"E7b",0,101.93,"SCHUNT_PWD","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","LM0254","EFT",8,"E7a",1725000,98.3630952380952,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","LM0254","FLV",3,"E7a",NA,101.785714285714,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","LM0254","GMQ",6,"E7a",0,100.14880952381,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","LM0254","JKL",4,"E7a",0,103.323412698413,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","LM0254","MNW",9,"E7a",107466.063348416,96.0813492063492,"SCHUNT_PWD","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","LM0255","AKT",0,"E7a",0,100,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","LM0255","BNV",6,"E7a",0,100.682593856655,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","LM0255","CMS",4,"E7a",0,104.846416382253,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","LM0255","DFM",2,"E7a",NA,106.621160409556,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036","LM0255","DGJ",10,"E7a",602272.727272727,83.5494880546075,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","LM0255","E7aAIR",1,"E7b",0,100.99,"BUSNA_BUSNA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038","LM0255","E7aBWZ",5,"E7b",452205.882352941,94.41,"BUSNA_BUSNA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","LM0255","E7aCHX",4,"E7b",4310.34482758621,96.88,"BUSNA_BUSNA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040","LM0255","E7aDFU",3,"E7b",0,98.47,"BUSNA_BUSNA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","LM0255","E7aDPW",0,"E7b",0,100,"BUSNA_BUSNA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","LM0255","E7aFGM",2,"E7b",0,101.75,"BUSNA_BUSNA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","LM0255","E7aGOW",6,"E7b",340116.279069767,95.02,"BUSNA_BUSNA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","LM0255","E7aMOR",8,"E7b",65602.8368794326,93.04,"BUSNA_BUSNA","NA","E64","E88:E64","b",-2.73,87.5850373523195,"pos","mLN",36.155,8.875,24.11,8.97,11.54,90.78,4.05,67.78,24.175,20.5,29.365,3.24,27.11
"1045","LM0255","E7aNPY",7,"E7b",248046.875,96.11,"BUSNA_BUSNA","NA","E64","E88:E64","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","LM0255","EIR",7,"E7a",60344.8275862069,95.0170648464164,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","LM0255","GMY",1,"E7a",NA,100.273037542662,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048","LM0255","GXY",8,"E7a",NA,88.122866894198,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","LM0255","HXY",11,"E7a",17857.1428571429,86.3481228668942,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050","LM0255","IMX",5,"E7a",0,105.529010238908,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","LM0255","JWY",3,"E7a",NA,107.713310580205,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052","LM0255","OQS",9,"E7a",NA,84.9829351535836,"BUSNA_BUSNA","E88",NA,"E88:E64","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","LM0256","ABE",8,"E7a",1074074.07407407,95.5130706203668,"STRA_STRA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054","LM0256","BKQ",5,"E7a",0,100.078033554428,"STRA_STRA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","LM0256","DSZ",2,"E7a",NA,98.6734295747171,"STRA_STRA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","LM0256","E7aAGS",1,"E7b",0,100.38,"STRA_STRA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","LM0256","E7aAOX",5,"E7b",0,105.35,"STRA_STRA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","LM0256","E7aBMX",7,"E7b",0,104.91,"STRA_STRA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","LM0256","E7aBSU",2,"E7b",0,102.61,"STRA_STRA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1060","LM0256","E7aIJY",0,"E7b",0,100,"STRA_STRA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","LM0256","E7aJRX",4,"E7b",0,103.09,"STRA_STRA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1062","LM0256","E7aJVZ",8,"E7b",0,102.3,"STRA_STRA","NA","E88","E88:E88","b",-8.9,14.6139889944201,"neg","mLN",54.575,5.11,13.005,9.13,1.835,22.3,1.075,30.89,11.41,4.455,12.675,2.58,22.56
"1063","LM0256","E7aKLQ",6,"E7b",0,103.81,"STRA_STRA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1064","LM0256","E7aKNQ",3,"E7b",0,106.07,"STRA_STRA","NA","E88","E88:E88","b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","LM0256","EFY",9,"E7a",974489.795918367,95.2789699570816,"STRA_STRA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1066","LM0256","FIM",0,"E7a",0,100,"STRA_STRA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1067","LM0256","FTY",3,"E7a",NA,102.262973078424,"STRA_STRA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","LM0256","GLZ",1,"E7a",NA,98.3222785797893,"STRA_STRA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","LM0256","HIU",10,"E7a",219696.96969697,93.8353492001561,"STRA_STRA","E88",NA,"E88:E88","a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
