"","EH_ID","dpi","label","delta","IFNy_CEWE","Eim_MC","total_oocysts","infection_history","weight_change","primary","challenge","Strain","EXP_type","OPG","weight","weight_dpi0","faeces_weight","batch","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","label.1","totalOocysts"
"658","LM_0340",1,"P3aQAG",NA,NA,NA,NA,"E64:UNI",97.4311926605505,"E64",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","LM_0340",1,"P3bZJZ",NA,NA,NA,NA,"E64:UNI",98.5074626865672,NA,"UNI","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","LM_0340",2,"P3aPJX",NA,NA,NA,NA,"E64:UNI",97.9816513761468,"E64",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","LM_0340",2,NA,NA,NA,NA,NA,"E64:UNI",97.0149253731343,NA,"UNI","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","LM_0340",3,"P3aUZT",NA,NA,NA,5000,"E64:UNI",96.697247706422,"E64",NA,"SWISS","CLS",4310.34482758621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","LM_0340",3,"P3bWVR",NA,NA,NA,NA,"E64:UNI",97.0149253731343,NA,"UNI","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","LM_0340",4,"P3aTVC",NA,NA,NA,0,"E64:UNI",92.1100917431193,"E64",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","LM_0340",4,"P3bQKK",NA,NA,NA,NA,"E64:UNI",95.7089552238806,NA,"UNI","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","LM_0340",5,"P3aSRE",NA,NA,NA,925000,"E64:UNI",89.5412844036697,"E64",NA,"SWISS","CLS",637931.034482759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","LM_0340",5,"P3bQOV",NA,NA,NA,0,"E64:UNI",98.5074626865672,NA,"UNI","SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","LM_0340",6,"P3aREI",NA,NA,NA,295000,"E64:UNI",89.908256880734,"E64",NA,"SWISS","CLS",258771.929824561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","LM_0340",6,"P3bLCA",NA,NA,NA,0,"E64:UNI",95.5223880597015,NA,"UNI","SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","LM_0340",7,"P3aMAO",NA,NA,NA,940000,"E64:UNI",92.6605504587156,"E64",NA,"SWISS","CLS",516483.516483516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","LM_0340",7,"P3bFPD",NA,NA,NA,10000,"E64:UNI",94.9626865671642,NA,"UNI","SWISS","CLS",5988.02395209581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","LM_0340",8,"P3aHYV",NA,NA,NA,NA,"E64:UNI",93.0275229357798,"E64",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","LM_0340",8,"P3bFLD",-10.49,50.9646675101204,"pos",0,"E64:UNI",92.7238805970149,NA,"UNI","SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","LM_0340",9,"P3aKYD",NA,NA,NA,NA,"E64:UNI",96.3302752293578,"E64",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","LM_0340",10,"P3aFRB",NA,NA,NA,NA,"E64:UNI",94.3119266055046,"E64",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","LM_0340",11,"P3aQJU",NA,NA,NA,NA,"E64:UNI",94.6788990825688,"E64",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","LM_0341",0,"P3aYKT",NA,NA,NA,NA,"E139:E88",100,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","LM_0341",0,"P3bOAH",NA,NA,NA,NA,"E139:E88",100,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","LM_0341",1,"P3aTLE",NA,NA,NA,NA,"E139:E88",91.8781725888325,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","LM_0341",1,"P3bYNS",NA,NA,NA,NA,"E139:E88",94.6643717728055,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","LM_0341",2,"P3aZGF",NA,NA,NA,NA,"E139:E88",91.7089678510998,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","LM_0341",2,NA,NA,NA,NA,NA,"E139:E88",94.3201376936317,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","LM_0341",3,"P3aOML",NA,NA,NA,0,"E139:E88",91.3705583756345,"E139",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","LM_0341",3,"P3bHPH",NA,NA,NA,NA,"E139:E88",94.3201376936317,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","LM_0341",4,"P3aSVZ",NA,NA,NA,0,"E139:E88",90.8629441624366,"E139",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","LM_0341",4,"P3bSWG",NA,NA,NA,NA,"E139:E88",94.4922547332186,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","LM_0341",5,"P3aJJH",NA,NA,NA,380000,"E139:E88",86.6328257191202,"E139",NA,"SWISS","CLS",194871.794871795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","LM_0341",5,"P3bLZC",NA,NA,NA,NA,"E139:E88",93.1153184165232,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","LM_0341",6,"P3aNYG",NA,NA,NA,540000,"E139:E88",85.1099830795262,"E139",NA,"SWISS","CLS",1038461.53846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","LM_0341",6,"P3bEWH",NA,NA,NA,NA,"E139:E88",94.1480206540448,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","LM_0341",7,"P3aLKM",NA,NA,NA,855000,"E139:E88",85.2791878172589,"E139",NA,"SWISS","CLS",298951.048951049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","LM_0341",7,"P3bBPO",NA,NA,NA,1070000,"E139:E88",93.8037865748709,NA,"E88","SWISS","CLS",540404.04040404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","LM_0341",8,"P3aDYV",NA,NA,NA,NA,"E139:E88",86.9712351945854,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","LM_0341",8,"P3bNQG",-1.78,300.31142053042,"pos",20000,"E139:E88",90.3614457831325,NA,"E88","SWISS","CLS",25316.4556962025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","LM_0341",9,"P3aCWN",NA,NA,NA,NA,"E139:E88",90.6937394247039,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","LM_0341",10,"P3aGPG",NA,NA,NA,NA,"E139:E88",89.8477157360406,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","LM_0341",11,"P3aAHL",NA,NA,NA,NA,"E139:E88",90.0169204737733,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","LM_0342",0,"P3aRIY",NA,NA,NA,NA,"E139:E64",100,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","LM_0342",0,"P3bOGG",NA,NA,NA,NA,"E139:E64",100,NA,"E64","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","LM_0342",1,"P3aOLI",NA,NA,NA,NA,"E139:E64",97.8947368421053,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","LM_0342",1,"P3bKLB",NA,NA,NA,NA,"E139:E64",97.3021582733813,NA,"E64","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","LM_0342",2,"P3aLTV",NA,NA,NA,NA,"E139:E64",94.0350877192983,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","LM_0342",2,NA,NA,NA,NA,NA,"E139:E64",94.2446043165468,NA,"E64","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","LM_0342",3,"P3aXYE",NA,NA,NA,0,"E139:E64",98.7719298245614,"E139",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","LM_0342",3,"P3bBPM",NA,NA,NA,15000,"E139:E64",94.2446043165468,NA,"E64","SWISS","CLS",8021.39037433155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","LM_0342",4,"P3aMVU",NA,NA,NA,5000,"E139:E64",97.5438596491228,"E139",NA,"SWISS","CLS",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","LM_0342",4,"P3bJAH",NA,NA,NA,5000,"E139:E64",92.0863309352518,NA,"E64","SWISS","CLS",1824.81751824818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","LM_0342",5,"P3aMNQ",NA,NA,NA,785000,"E139:E64",93.1578947368421,"E139",NA,"SWISS","CLS",212162.162162162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","LM_0342",5,"P3bZBW",NA,NA,NA,475000,"E139:E64",93.8848920863309,NA,"E64","SWISS","CLS",250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","LM_0342",6,"P3aYNS",NA,NA,NA,1230000,"E139:E64",92.4561403508772,"E139",NA,"SWISS","CLS",627551.020408163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","LM_0342",6,"P3bYVL",NA,NA,NA,180000,"E139:E64",87.2302158273381,NA,"E64","SWISS","CLS",148760.330578512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","LM_0342",7,"P3aKUB",NA,NA,NA,165000,"E139:E64",93.6842105263158,"E139",NA,"SWISS","CLS",75000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","LM_0342",7,"P3bXFC",-6.11,26.8867342101947,"pos",45000,"E139:E64",83.6330935251799,NA,"E64","SWISS","CLS",39473.6842105263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","LM_0342",8,"P3aCXB",NA,NA,NA,NA,"E139:E64",92.280701754386,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","LM_0342",8,"P3bEVY",NA,NA,NA,NA,"E139:E64",85.2517985611511,NA,"E64","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","LM_0342",9,"P3aSOX",NA,NA,NA,NA,"E139:E64",92.9824561403509,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","LM_0342",10,"P3aYUI",NA,NA,NA,NA,"E139:E64",89.8245614035088,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","LM_0342",11,"P3aXVS",NA,NA,NA,NA,"E139:E64",86.8421052631579,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","LM_0343",0,"P3aLTM",NA,NA,NA,NA,"E139:UNI",100,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","LM_0343",0,"P3bVAA",NA,NA,NA,NA,"E139:UNI",100,NA,"UNI","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","LM_0343",1,"P3aJRY",NA,NA,NA,NA,"E139:UNI",94.9832775919733,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","LM_0343",1,"P3bQJG",NA,NA,NA,NA,"E139:UNI",97.6991150442478,NA,"UNI","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","LM_0343",2,"P3aHAT",NA,NA,NA,NA,"E139:UNI",94.8160535117057,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","LM_0343",2,NA,NA,NA,NA,NA,"E139:UNI",97.5221238938053,NA,"UNI","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","LM_0343",3,"P3aKPZ",NA,NA,NA,0,"E139:UNI",95.819397993311,"E139",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","LM_0343",3,"P3bLNN",NA,NA,NA,NA,"E139:UNI",97.5221238938053,NA,"UNI","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","LM_0343",4,"P3aDTY",NA,NA,NA,0,"E139:UNI",93.9799331103679,"E139",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","LM_0343",4,"P3bCTS",NA,NA,NA,NA,"E139:UNI",95.929203539823,NA,"UNI","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","LM_0343",5,"P3aWMM",NA,NA,NA,410000,"E139:UNI",89.1304347826087,"E139",NA,"SWISS","CLS",227777.777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","LM_0343",5,"P3bLOR",NA,NA,NA,0,"E139:UNI",97.5221238938053,NA,"UNI","SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","LM_0343",6,"P3aTSY",NA,NA,NA,1295000,"E139:UNI",86.2876254180602,"E139",NA,"SWISS","CLS",1505813.95348837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","LM_0343",6,"P3bJVY",NA,NA,NA,0,"E139:UNI",96.1061946902655,NA,"UNI","SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","LM_0343",7,"P3aDJM",NA,NA,NA,90000,"E139:UNI",85.2842809364548,"E139",NA,"SWISS","CLS",79646.0176991151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","LM_0343",7,"P3bLAV",NA,NA,NA,0,"E139:UNI",95.5752212389381,NA,"UNI","SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","LM_0343",8,"P3aFUN",NA,NA,NA,NA,"E139:UNI",84.2809364548495,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","LM_0343",8,"P3bBQA",-8.44,19.2799309525011,"neg",0,"E139:UNI",93.6283185840708,NA,"UNI","SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","LM_0343",9,"P3aBVL",NA,NA,NA,NA,"E139:UNI",86.6220735785953,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","LM_0343",10,"P3aCNK",NA,NA,NA,NA,"E139:UNI",85.7859531772575,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","LM_0343",11,"P3aABJ",NA,NA,NA,NA,"E139:UNI",85.4515050167224,"E139",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","LM_0344",0,"P3aZPZ",NA,NA,NA,NA,"UNI:E88",100,"UNI",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","LM_0344",0,"P3bTIQ",NA,NA,NA,NA,"UNI:E88",100,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","LM_0344",1,"P3aKUI",NA,NA,NA,NA,"UNI:E88",100.583657587549,"UNI",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","LM_0344",1,"P3bNZA",NA,NA,NA,NA,"UNI:E88",98.3539094650206,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","LM_0344",2,"P3aWEK",NA,NA,NA,NA,"UNI:E88",101.167315175097,"UNI",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","LM_0344",2,NA,NA,NA,NA,NA,"UNI:E88",NA,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","LM_0344",3,"P3aZTL",NA,NA,NA,NA,"UNI:E88",100.389105058366,"UNI",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","LM_0344",3,"P3bXAK",-8.06,3.67231170010524,"pos",NA,"UNI:E88",NA,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","LM_0344",4,"P3aDNK",NA,NA,NA,NA,"UNI:E88",99.6108949416343,"UNI",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","LM_0344",4,"P3bPBP",NA,NA,NA,NA,"UNI:E88",NA,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","LM_0344",5,"P3aDAL",NA,NA,NA,0,"UNI:E88",98.6381322957199,"UNI",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","LM_0344",5,"P3bZIB",NA,NA,NA,NA,"UNI:E88",96.0905349794239,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","LM_0344",6,"P3aTOW",NA,NA,NA,0,"UNI:E88",97.6653696498055,"UNI",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","LM_0344",6,"P3bHSI",NA,NA,NA,NA,"UNI:E88",NA,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","LM_0344",7,"P3aKXD",NA,NA,NA,0,"UNI:E88",97.4708171206226,"UNI",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","LM_0344",7,"P3bECK",NA,NA,NA,NA,"UNI:E88",NA,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","LM_0344",8,"P3aQEO",NA,NA,NA,0,"UNI:E88",97.2762645914397,"UNI",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","LM_0344",8,"P3bWYF",NA,NA,NA,NA,"UNI:E88",NA,NA,"E88","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","LM_0344",9,"P3aIZU",NA,NA,NA,0,"UNI:E88",97.2762645914397,"UNI",NA,"SWISS","CLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","LM_0344",10,"P3aOTL",NA,NA,NA,NA,"UNI:E88",98.0544747081712,"UNI",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","LM_0344",11,"P3aVEB",NA,NA,NA,NA,"UNI:E88",97.2762645914397,"UNI",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","LM_0345",0,"P3aHHB",NA,NA,NA,NA,"UNI:E64",100,"UNI",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","LM_0345",0,"P3bMRS",NA,NA,NA,NA,"UNI:E64",100,NA,"E64","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","LM_0345",1,"P3aRWR",NA,NA,NA,NA,"UNI:E64",97.1993410214168,"UNI",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","LM_0345",1,"P3bERF",NA,NA,NA,NA,"UNI:E64",98.3108108108108,NA,"E64","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","LM_0345",2,"P3aQGP",NA,NA,NA,NA,"UNI:E64",96.8698517298188,"UNI",NA,"SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","LM_0345",2,NA,NA,NA,NA,NA,"UNI:E64",95.4391891891892,NA,"E64","SWISS","CLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
