"","EH_ID","dpi","label","delta","IFNy_CEWE","Eim_MC","total_oocysts","infection_history","weight_change","primary","challenge","Strain","EXP_type","OPG","weight","weight_dpi0","faeces_weight","batch","Position","CD4","Treg","Div_Treg","Treg17","Th1","Div_Th1","Th17","Div_Th17","CD8","Act_CD8","Div_Act_CD8","IFNy_CD4","IFNy_CD8","label.1","totalOocysts"
"313","LM_0273",5,"E7bMPW",NA,NA,NA,0,"E64:E88",96.58986175,"E64","E88","STRA_SCHUNT","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","LM_0273",6,"E7bKPZ",NA,NA,NA,0,"E64:E88",102.6267281,"E64","E88","STRA_SCHUNT","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","LM_0273",7,"E7bDIS",NA,NA,NA,0,"E64:E88",100.0921659,"E64","E88","STRA_SCHUNT","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","LM_0273",8,"E7bKQW",-10.42,16.5237749733482,"neg",0,"E64:E88",100.5069124,"E64","E88","STRA_SCHUNT","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","LM_0275",0,"E7bIJP",NA,NA,NA,0,"E64:E88",100,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","LM_0275",1,"E7bGPT",NA,NA,NA,0,"E64:E88",103.8406145,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","LM_0275",2,"E7bAFK",NA,NA,NA,0,"E64:E88",103.2645223,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","LM_0275",3,"E7bUWZ",NA,NA,NA,0,"E64:E88",104.7047528,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","LM_0275",4,"E7bABL",NA,NA,NA,0,"E64:E88",108.2093135,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","LM_0275",5,"E7bNOU",NA,NA,NA,0,"E64:E88",102.4483917,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","LM_0275",6,"E7bHLP",NA,NA,NA,0,"E64:E88",106.8170907,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","LM_0275",7,"E7bACH",NA,NA,NA,0,"E64:E88",110.0816131,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","LM_0275",8,"E7bMNW",4.14,6.05707055172943,"neg",0,"E64:E88",107.8732597,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","LM_0276",0,"E7bPQT",NA,NA,NA,0,"E64:E88",100,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","LM_0276",1,"E7bABW",NA,NA,NA,0,"E64:E88",103.8526529,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","LM_0276",2,"E7bBDP",NA,NA,NA,0,"E64:E88",102.6360257,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","LM_0276",3,"E7bESY",NA,NA,NA,0,"E64:E88",108.4825955,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","LM_0276",4,"E7bPVZ",NA,NA,NA,0,"E64:E88",108.9895235,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","LM_0276",5,"E7bEHR",NA,NA,NA,0,"E64:E88",102.9739777,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","LM_0276",6,"E7bRXZ",NA,NA,NA,0,"E64:E88",106.8604258,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","LM_0276",7,"E7bDTV",NA,NA,NA,0,"E64:E88",105.6775938,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","LM_0276",8,"E7bBGY",-10.61,37.2475522517456,"neg",0,"E64:E88",104.9003042,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","LM_0277",0,"E7bELQ",NA,NA,NA,0,"E64:E88",100,"E64","E88","BUSNA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","LM_0277",1,"E7bADS",NA,NA,NA,0,"E64:E88",100.7956449,"E64","E88","BUSNA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","LM_0277",2,"E7bBRZ",NA,NA,NA,0,"E64:E88",100.4606365,"E64","E88","BUSNA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","LM_0277",3,"E7bABP",NA,NA,NA,0,"E64:E88",102.5544389,"E64","E88","BUSNA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","LM_0277",4,"E7bSWZ",NA,NA,NA,0,"E64:E88",101.0469012,"E64","E88","BUSNA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","LM_0277",5,"E7bART",NA,NA,NA,0,"E64:E88",89.44723618,"E64","E88","BUSNA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","LM_0277",6,"E7bBIN",NA,NA,NA,0,"E64:E88",101.3819095,"E64","E88","BUSNA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","LM_0277",7,"E7bEFU",NA,NA,NA,0,"E64:E88",100.921273,"E64","E88","BUSNA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","LM_0277",8,"E7bCEK",-10.39,14.6670411958386,"neg",0,"E64:E88",98.91122278,"E64","E88","BUSNA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","LM_0278",0,"E7bILR",NA,NA,NA,0,"E64:E88",100,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","LM_0278",1,"E7bLMV",NA,NA,NA,0,"E64:E88",103.9750958,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","LM_0278",2,"E7bQVX",NA,NA,NA,0,"E64:E88",103.256705,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","LM_0278",3,"E7bKMP",NA,NA,NA,0,"E64:E88",103.591954,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","LM_0278",4,"E7bGVY",NA,NA,NA,0,"E64:E88",106.0823755,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","LM_0278",5,"E7bCIM",NA,NA,NA,0,"E64:E88",101.0057471,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","LM_0278",6,"E7bDHY",NA,NA,NA,0,"E64:E88",108.1896552,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","LM_0278",7,"E7bMQS",NA,NA,NA,0,"E64:E88",106.848659,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","LM_0278",8,"E7bDTU",-10.99,27.8926078147264,"neg",0,"E64:E88",106.51341,"E64","E88","SCHUNT_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","LM_0279",0,"E7bBNQ",NA,NA,NA,0,"E64:E64",100,"E64","E64","BUSNA_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","LM_0279",1,"E7bHIY",NA,NA,NA,0,"E64:E64",97.70491803,"E64","E64","BUSNA_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","LM_0279",2,"E7bSTZ",NA,NA,NA,0,"E64:E64",100.6557377,"E64","E64","BUSNA_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","LM_0279",3,"E7bQSV",NA,NA,NA,0,"E64:E64",98.92271663,"E64","E64","BUSNA_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","LM_0279",4,"E7bBHX",NA,NA,NA,0,"E64:E64",101.3583138,"E64","E64","BUSNA_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","LM_0279",5,"E7bBMS",NA,NA,NA,52500,"E64:E64",97.70491803,"E64","E64","BUSNA_BUSNA","WDS",39772.7272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","LM_0279",6,"E7bNOY",NA,NA,NA,205000,"E64:E64",100.3278689,"E64","E64","BUSNA_BUSNA","WDS",108465.608465608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","LM_0279",7,"E7bLNT",NA,NA,NA,180000,"E64:E64",95.5971897,"E64","E64","BUSNA_BUSNA","WDS",105882.352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","LM_0279",8,"E7bFPV",-9.18,8.41303699477307,"pos",5000,"E64:E64",99.62529274,"E64","E64","BUSNA_BUSNA","WDS",4545.45454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","LM_0280",0,"E7bIMP",NA,NA,NA,0,"E64:E64",100,"E64","E64","SCHUNT_SCHUNT","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","LM_0280",1,"E7bOSY",NA,NA,NA,0,"E64:E64",100.6260672,"E64","E64","SCHUNT_SCHUNT","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","LM_0280",2,"E7bFJY",NA,NA,NA,0,"E64:E64",109.0495162,"E64","E64","SCHUNT_SCHUNT","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","LM_0280",3,"E7bNXY",NA,NA,NA,0,"E64:E64",105.6915196,"E64","E64","SCHUNT_SCHUNT","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","LM_0280",4,"E7bHKN",NA,NA,NA,0,"E64:E64",103.1303358,"E64","E64","SCHUNT_SCHUNT","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","LM_0280",5,"E7bLQU",NA,NA,NA,2500,"E64:E64",107.9112123,"E64","E64","SCHUNT_SCHUNT","WDS",1524.39024390244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","LM_0280",6,"E7bAVW",NA,NA,NA,242500,"E64:E64",105.5776892,"E64","E64","SCHUNT_SCHUNT","WDS",89154.4117647059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","LM_0280",7,"E7bDVW",NA,NA,NA,27500,"E64:E64",106.089926,"E64","E64","SCHUNT_SCHUNT","WDS",23504.2735042735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","LM_0280",8,"E7bMRZ",-7.12,54.1465789028593,"pos",0,"E64:E64",105.2931133,"E64","E64","SCHUNT_SCHUNT","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","LM_0282",0,"E7bRWZ",NA,NA,NA,0,"E64:E88",100,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","LM_0282",1,"E7bGLS",NA,NA,NA,0,"E64:E88",101.7613825,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","LM_0282",2,"E7bRWX",NA,NA,NA,0,"E64:E88",103.9880359,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","LM_0282",3,"E7bAUW",NA,NA,NA,0,"E64:E88",109.1724826,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","LM_0282",4,"E7bFGZ",NA,NA,NA,0,"E64:E88",110.1694915,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","LM_0282",5,"E7bIOZ",NA,NA,NA,0,"E64:E88",107.9096045,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","LM_0282",6,"E7bHNO",NA,NA,NA,0,"E64:E88",113.3599202,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","LM_0282",7,"E7bABC",NA,NA,NA,0,"E64:E88",114.8886673,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","LM_0282",8,"E7bFRU",-12.69,23.307649530542,"neg",0,"E64:E88",116.4506481,"E64","E88","STRA_STRA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","LM_0283",0,"E7bJMO",NA,NA,NA,0,"E64:E88",100,"E64","E88","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","LM_0283",1,"E7bKPU",NA,NA,NA,0,"E64:E88",101.5706806,"E64","E88","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","LM_0283",2,"E7bFJN",NA,NA,NA,0,"E64:E88",96.43979058,"E64","E88","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","LM_0283",3,"E7bBMR",NA,NA,NA,0,"E64:E88",98.84816754,"E64","E88","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","LM_0283",4,"E7bCGR",NA,NA,NA,0,"E64:E88",102.3036649,"E64","E88","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","LM_0283",5,"E7bQRS",NA,NA,NA,0,"E64:E88",96.33507853,"E64","E88","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","LM_0283",6,"E7bAWX",NA,NA,NA,0,"E64:E88",101.0471204,"E64","E88","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","LM_0283",7,"E7bAJN",NA,NA,NA,0,"E64:E88",99.84293194,"E64","E88","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","LM_0283",8,"E7bLYZ",-10.57,33.822275433801,"neg",0,"E64:E88",101.3089005,"E64","E88","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","LM_0284",0,"E7bLOR",NA,NA,NA,0,"E64:E64",100,"E64","E64","STRA_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","LM_0284",1,"E7bFMN",NA,NA,NA,0,"E64:E64",97.72219741,"E64","E64","STRA_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","LM_0284",2,"E7bCRX",NA,NA,NA,0,"E64:E64",100.1786512,"E64","E64","STRA_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","LM_0284",3,"E7bFMV",NA,NA,NA,0,"E64:E64",101.6525234,"E64","E64","STRA_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","LM_0284",4,"E7bKLT",NA,NA,NA,0,"E64:E64",100.7592675,"E64","E64","STRA_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","LM_0284",5,"E7bLPZ",NA,NA,NA,185000,"E64:E64",100.5806163,"E64","E64","STRA_BUSNA","WDS",163716.814159292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","LM_0284",6,"E7bKOX",NA,NA,NA,242500,"E64:E64",103.3943725,"E64","E64","STRA_BUSNA","WDS",122474.747474747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","LM_0284",7,"E7bKLQ",NA,NA,NA,37500,"E64:E64",100.0446628,"E64","E64","STRA_BUSNA","WDS",29069.7674418605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","LM_0284",8,"E7bLRS",-6.19,48.3675947493746,"pos",2500,"E64:E64",105.1808843,"E64","E64","STRA_BUSNA","WDS",1666.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","LM_0285",0,"E7bCRV",NA,NA,NA,0,"E64:E64",100,"E64","E64","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","LM_0285",1,"E7bACW",NA,NA,NA,0,"E64:E64",99.12506433,"E64","E64","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","LM_0285",2,"E7bBIT",NA,NA,NA,0,"E64:E64",98.04426145,"E64","E64","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","LM_0285",3,"E7bCHZ",NA,NA,NA,0,"E64:E64",101.2866701,"E64","E64","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","LM_0285",4,"E7bCMQ",NA,NA,NA,0,"E64:E64",98.86773031,"E64","E64","PWD_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","LM_0285",5,"E7bIKL",NA,NA,NA,385000,"E64:E64",97.27225939,"E64","E64","PWD_PWD","WDS",281021.897810219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","LM_0285",6,"E7bCLV",NA,NA,NA,255000,"E64:E64",99.69119918,"E64","E64","PWD_PWD","WDS",255000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","LM_0285",7,"E7bBEV",NA,NA,NA,110000,"E64:E64",97.83839424,"E64","E64","PWD_PWD","WDS",103773.58490566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","LM_0285",8,"E7bBMX",-3.11,52.2081651889237,"pos",120000,"E64:E64",101.1837365,"E64","E64","PWD_PWD","WDS",85714.2857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","LM_0286",0,"E7bGXY",NA,NA,NA,0,"E64:E88",100,"E64","E88","PWD_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","LM_0286",1,"E7bDGQ",NA,NA,NA,0,"E64:E88",102.0975354,"E64","E88","PWD_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","LM_0286",2,"E7bDFQ",NA,NA,NA,0,"E64:E88",102.045097,"E64","E88","PWD_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","LM_0286",3,"E7bDKV",NA,NA,NA,0,"E64:E88",106.4499213,"E64","E88","PWD_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","LM_0286",4,"E7bBNT",NA,NA,NA,0,"E64:E88",101.5207132,"E64","E88","PWD_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","LM_0286",5,"E7bNPX",NA,NA,NA,0,"E64:E88",98.32197168,"E64","E88","PWD_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","LM_0286",6,"E7bBGI",NA,NA,NA,0,"E64:E88",104.9816466,"E64","E88","PWD_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","LM_0286",7,"E7bDUY",NA,NA,NA,0,"E64:E88",105.6109072,"E64","E88","PWD_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","LM_0286",8,"E7bCWZ",-9.21,19.5159265822312,"neg",0,"E64:E88",107.0267436,"E64","E88","PWD_BUSNA","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","LM_0287",0,"E7bHKV",NA,NA,NA,0,"E64:E64",100,"E64","E64","BUSNA_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","LM_0287",1,"E7bDFL",NA,NA,NA,0,"E64:E64",101.0090281,"E64","E64","BUSNA_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","LM_0287",2,"E7bELU",NA,NA,NA,0,"E64:E64",106.0010621,"E64","E64","BUSNA_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","LM_0287",3,"E7bAST",NA,NA,NA,0,"E64:E64",106.3728093,"E64","E64","BUSNA_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","LM_0287",4,"E7bEPQ",NA,NA,NA,0,"E64:E64",105.6293149,"E64","E64","BUSNA_PWD","WDS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
