"","labels","experiment","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","dilution"
"1051","RUV","E5",13,7,15,12,11.75,"1"
"1052","BGI","E5",10,6,7,8,7.75,"1"
"1053","KNY","E5",54,53,62,80,62.25,"1"
"1054","LTU","E5",30,30,37,33,32.5,"1"
"1055","IKS","E5",3,2,3,2,2.5,"1"
"1056","GIR","E5",7,8,9,12,9,"1"
"1057","DHM","E5",7,10,9,16,10.5,"1"
"1058","EPT","E5",2,5,3,3,3.25,"1"
"1059","CMU","E5",15,8,16,20,14.75,"1"
"1060","LQR","E5",20,8,14,26,17,"1"
"1061","FWY","E5",0,0,0,0,0,"1"
"1062","DHK","E5",0,0,0,0,0,"1"
"1063","ADP","E5",20,9,8,8,11.25,"1"
"1064","LOU","E5",25,15,16,16,18,"1"
"1065","GKL","E5",0,0,1,0,0.25,"1"
"1066","ALT","E5",1,0,0,0,0.25,"1"
"1067","APU","E5",3,0,4,3,2.5,"1"
"1068","BOX","E5",6,4,3,4,4.25,"1"
"1069","DRT","E5",2,4,11,6,5.75,"1"
"1070","CEY","E5",6,6,3,9,6,"2"
"1071","EQZ","E5",0,0,0,0,0,"1"
"1072","NVW","E5",0,1,1,1,0.75,"1"
"1073","OVW","E5",0,3,0,0,0.75,"1"
"1074","AJX","E5",0,0,0,0,0,"1"
"1075","CDZ","E5",0,0,1,0,0.25,"1"
"1076","CEJ","E5",0,2,0,1,0.75,"1"
"1077","LTV","E5",3,1,2,1,1.75,"1"
"1078","JMZ","E5",5,4,11,7,6.75,"1"
"1079","QVW","E5",0,0,0,0,0,"1"
"1080","AMW","E5",0,2,1,2,1.25,"1"
"1081","WXZ","E5",0,0,0,1,0.25,"1"
"1082","EFJ","E5",5,3,3,3,3.5,"1"
"1083","BIR","E5",33,90,62,82,66.75,"1"
"1084","IQU","E5",17,13,12,22,16,"1"
"1085","LRZ","E5",37,47,37,33,38.5,"1"
"1086","FMP","E5",NA,NA,NA,NA,NA,"1"
"1087","IWY","E5",13,48,16,24,25.25,"1"
"1088","NOT","E5",17,20,18,44,24.75,"1"
"1089","NPY","E5",15,16,13,24,17,"1"
"1090","HLX","E5",22,31,26,19,24.5,"1"
"1091","BFG","E5",118,126,83,104,107.75,"1"
"1092","GPS","E5",38,55,35,47,43.75,"1"
"1093","LOT","E5",NA,NA,NA,NA,NA,"1"
"1094","HOU","E5",8,12,13,23,14,"1"
"1095","CFW","E5",76,93,100,57,81.5,"1"
"1096","HJT","E5",57,37,44,51,47.25,"1"
"1097","ADF","E5",NA,NA,NA,NA,NA,"1"
"1098","ALN","E5",4,4,0,0,2,"1"
"1099","HUZ","E5",NA,NA,NA,NA,NA,"1"
"1100","BGL","E5",NA,NA,NA,NA,NA,"1"
"1101","BOV","E5",NA,NA,NA,NA,NA,"1"
"1102","ACY","E5",28,22,25,23,24.5,"1"
"1103","COW","E5",67,70,70,47,63.5,"1"
"1104","DEW","E5",83,87,82,89,85.25,"2"
"1105","RSX","E5",24,30,35,33,30.5,"1"
"1106","CMV","E5",NA,NA,NA,NA,NA,"1"
"1107","BQU","E5",15,8,13,13,12.25,"1"
"1108","GQW","E5",NA,NA,NA,NA,NA,"1"
"1109","DFZ","E5",NA,NA,NA,NA,NA,"1"
"1110","MNW","E5",17,20,21,37,23.75,"1"
"1111","OQS","E5",NA,NA,NA,NA,NA,"1"
"1112","EFY","E5",48,45,39,59,47.75,"1"
"1113","LNW","E5",66,60,61,86,68.25,"1"
"1114","HJO","E5",NA,NA,NA,NA,NA,"1"
"1115","ESW","E5",NA,NA,NA,NA,NA,"1"
"1116","MNZ","E5",NA,NA,NA,NA,NA,"1"
"1117","IMU","E5",NA,NA,NA,NA,NA,"1"
"1118","GHW","E5",NA,NA,NA,NA,NA,"1"
"1119","JUW","E5",NA,NA,NA,NA,NA,"1"
"1120","BPZ","E5",NA,NA,NA,NA,NA,"1"
"1121","BER","E5",NA,NA,NA,NA,NA,"1"
"1122","CEI","E5",NA,NA,NA,NA,NA,"1"
"1123","BFT","E5",NA,NA,NA,NA,NA,"1"
"1124","ARW","E5",NA,NA,NA,NA,NA,"1"
"1125","DHL","E5",NA,NA,NA,NA,NA,"1"
"1126","FKR","E5",NA,NA,NA,NA,NA,"1"
"1127","ADM","E5",NA,NA,NA,NA,NA,"1"
"1128","AMN","E5",NA,NA,NA,NA,NA,"1"
"1129","HWX","E5",NA,NA,NA,NA,NA,"1"
"1130","DJY","E5",NA,NA,NA,NA,NA,"1"
"1131","DHT","E5",NA,NA,NA,NA,NA,"1"
"1132","LVX","E5",NA,NA,NA,NA,NA,"1"
"1133","DVX","E5",NA,NA,NA,NA,NA,"1"
"1134","MUY","E5",NA,NA,NA,NA,NA,"1"
"1135","JXY","E5",NA,NA,NA,NA,NA,"1"
"1136","BKO","E5",NA,NA,NA,NA,NA,"1"
"1137","ABF","E5",NA,NA,NA,NA,NA,"1"
"1138","AQT","E5",NA,NA,NA,NA,NA,"1"
"1139","HOT","E5",NA,NA,NA,NA,NA,"1"
"1140","DHO","E5",NA,NA,NA,NA,NA,"1"
"1141","EIS","E5",NA,NA,NA,NA,NA,"1"
"1142","GMU","E5",NA,NA,NA,NA,NA,"1"
"1143","GKO","E5",NA,NA,NA,NA,NA,"1"
"1144","IPX","E5",NA,NA,NA,NA,NA,"1"
"1145","MNX","E5",NA,NA,NA,NA,NA,"1"
"1146","GTZ","E5",NA,NA,NA,NA,NA,"1"
"1147","EGK","E5",NA,NA,NA,NA,NA,"1"
"1148","EQX","E5",NA,NA,NA,NA,NA,"1"
"1149","NVY","E5",NA,NA,NA,NA,NA,"1"
"1150","AVW","E5",NA,NA,NA,NA,NA,"1"
"1151","BLZ","E5",10,4,4,7,6.25,"1"
"1152","DPT","E5",16,17,8,14,13.75,"1"
"1153","BCS","E5",13,5,8,15,10.25,"1"
"1154","DMZ","E5",4,7,7,11,7.25,"1"
"1155","ABT","E5",5,5,4,3,4.25,"1"
"1156","BGM","E5",8,6,8,9,7.75,"2"
"1157","CHR","E5",2,12,8,9,7.75,"1"
"1158","FJK","E5",4,3,11,3,5.25,"1"
"1159","AKP","E5",NA,NA,NA,NA,NA,"1"
"1160","CIP","E5",27,24,25,34,27.5,"1"
"1161","AOW","E5",NA,NA,NA,NA,NA,"1"
"1162","LUW","E5",4,4,1,11,5,"1"
"1163","BCY","E5",2,5,4,5,4,"1"
"1164","AGL","E5",0,0,0,0,0,"1"
"1165","RTY","E5",NA,NA,NA,NA,NA,"1"
"1166","EMX","E5",11,21,10,3,11.25,"1"
"1167","FTX","E5",12,17,8,8,11.25,"1"
"1168","ABN","E5",6,5,0,13,6,"1"
"1169","LYZ","E5",6,8,4,4,5.5,"1"
"1170","RXZ","E5",1,0,1,1,0.75,"1"
"1171","ACJ","E5",5,1,3,4,3.25,"2"
"1172","BDN","E5",2,1,7,10,5,"1"
"1173","ESZ","E5",3,3,4,3,3.25,"2"
"1174","DMQ","E5",8,9,6,12,8.75,"1"
"1175","LTY","E5",2,5,6,7,5,"1"
"1176","MTU","E5",0,0,0,0,0,"1"
"1177","FJL","E5",0,0,0,0,0,"1"
"1178","EHM","E5",0,0,0,0,0,"1"
"1179","MTZ","E5",0,0,1,0,0.25,"1"
"1180","ASY","E5",0,0,0,0,0,"1"
"1181","EKY","E5",0,0,0,1,0.25,"1"
"1182","DKM","E5",0,1,1,2,1,"1"
"1183","DIK","E5",2,0,2,0,1,"1"
"1184","TUW","E5",0,0,0,0,0,"1"
"1185","EIJ","E5",0,0,2,0,0.5,"1"
"1186","KQY","E5",0,0,0,0,0,"1"
"1187","AMT","E5",0,1,0,1,0.5,"1"
"1188","HMZ","E5",0,0,0,0,0,"1"
"1189","GKS","E5",1,1,1,0,0.75,"1"
"1190","DFV","E5",0,0,0,0,0,"1"
"1191","BQS","E5",2,2,0,1,1.25,"1"
"1192","KNV","E5",0,0,0,0,0,"1"
"1193","BQX","E5",0,0,0,0,0,"1"
"1194","UXY","E5",2,0,1,0,0.75,"1"
"1195","BNY","E5",2,1,0,0,0.75,"1"
"1196","BHY","E5",0,0,1,0,0.25,"1"
"1197","DER","E5",0,0,0,1,0.25,"1"
"1198","GPR","E5",10,16,9,12,11.75,"1"
"1199","ANO","E5",13,7,5,11,9,"1"
"1200","ORU","E5",9,4,4,9,6.5,"1"
"1201","CKO","E5",NA,NA,NA,NA,NA,"1"
"1202","AOR","E5",20,27,15,26,22,"1"
"1203","KRU","E5",8,8,8,14,9.5,"1"
"1204","OTX","E5",1,0,0,0,0.25,"1"
"1205","CNW","E5",7,4,8,13,8,"1"
"1206","FJX","E5",6,1,0,5,3,"1"
"1207","DKN","E5",3,3,1,2,2.25,"1"
"1208","CJT","E5",NA,NA,NA,NA,NA,"1"
"1209","IOX","E5",5,10,8,19,10.5,"1"
"1210","AJT","E5",31,37,13,25,26.5,"1"
"1211","ENX","E5",NA,NA,NA,NA,NA,"1"
"1212","JNU","E5",NA,NA,NA,NA,NA,"1"
"1213","JLO","E5",1,0,0,0,0.25,"1"
"1214","DQW","E5",NA,NA,NA,NA,NA,"1"
"1215","BFV","E5",NA,NA,NA,NA,NA,"1"
"1216","AOT","E5",NA,NA,NA,NA,NA,"1"
"1217","KUY","E5",4,9,6,7,6.5,"1"
"1218","OQY","E5",6,14,9,11,10,"1"
"1219","CJO","E5",13,9,16,10,12,"2"
"1220","MPW","E5",7,8,10,11,9,"1"
"1221","GNV","E5",NA,NA,NA,NA,NA,"1"
"1222","BEX","E5",10,17,12,22,15.25,"1"
"1223","CDX","E5",NA,NA,NA,NA,NA,"1"
"1224","NUW","E5",NA,NA,NA,NA,NA,"1"
"1225","BCM","E5",8,8,14,12,10.5,"1"
"1226","DGJ","E5",17,6,19,11,13.25,"1"
"1227","HIU","E5",8,8,5,8,7.25,"1"
"1228","FHI","E5",3,4,8,12,6.75,"1"
"1229","JPZ","E5",NA,NA,NA,NA,NA,"1"
"1230","JXZ","E5",NA,NA,NA,NA,NA,"1"
"1231","KNP","E5",NA,NA,NA,NA,NA,"1"
"1232","CIN","E5",NA,NA,NA,NA,NA,"1"
"1233","RTX","E5",NA,NA,NA,NA,NA,"1"
"1234","GMZ","E5",NA,NA,NA,NA,NA,"1"
"1235","QST","E5",NA,NA,NA,NA,NA,"1"
"1236","ENU","E5",NA,NA,NA,NA,NA,"1"
"1237","BVZ","E5",NA,NA,NA,NA,NA,"1"
"1238","GJP","E5",NA,NA,NA,NA,NA,"1"
"1239","KVX","E5",NA,NA,NA,NA,NA,"1"
"1240","EOW","E5",NA,NA,NA,NA,NA,"1"
"1241","BLO","E5",NA,NA,NA,NA,NA,"1"
"1242","HNO","E5",NA,NA,NA,NA,NA,"1"
"1243","KQV","E5",NA,NA,NA,NA,NA,"1"
"1244","ESU","E5",NA,NA,NA,NA,NA,"1"
"1245","TWX","E5",NA,NA,NA,NA,NA,"1"
"1246","PTY","E5",NA,NA,NA,NA,NA,"1"
"1247","IQT","E5",NA,NA,NA,NA,NA,"1"
"1248","ASW","E5",NA,NA,NA,NA,NA,"1"
"1249","QXY","E5",NA,NA,NA,NA,NA,"1"
"1250","BHW","E5",NA,NA,NA,NA,NA,"1"
"1251","APZ","E5",NA,NA,NA,NA,NA,"1"
"1252","FIJ","E5",NA,NA,NA,NA,NA,"1"
"1253","GLX","E5",NA,NA,NA,NA,NA,"1"
"1254","DFS","E5",NA,NA,NA,NA,NA,"1"
"1255","EIV","E5",NA,NA,NA,NA,NA,"1"
"1256","DEQ","E5",NA,NA,NA,NA,NA,"1"
"1257","AIY","E5",NA,NA,NA,NA,NA,"1"
"1258","FGU","E5",NA,NA,NA,NA,NA,"1"
"1259","EKX","E5",NA,NA,NA,NA,NA,"1"
"1260","HST","E5",NA,NA,NA,NA,NA,"1"
"1261","JQU","E5",NA,NA,NA,NA,NA,"1"
"1262","GJQ","E5",NA,NA,NA,NA,NA,"1"
"1263","ARS","E5",NA,NA,NA,NA,NA,"1"
"1264","NQU","E5",NA,NA,NA,NA,NA,"1"
"1265","MOQ","E5",NA,NA,NA,NA,NA,"1"
"1266","CXY","E5",0,0,0,2,0.5,"1"
"1267","IJY","E5",0,2,0,0,0.5,"1"
"1268","CGH","E5",3,1,1,0,1.25,"1"
"1269","HNX","E5",0,0,2,1,0.75,"1"
"1270","PWX","E5",2,1,2,0,1.25,"1"
"1271","KNT","E5",6,4,8,10,7,"2"
"1272","CKW","E5",0,0,0,0,0,"1"
"1273","HQT","E5",0,1,0,0,0.25,"1"
"1274","CIZ","E5",NA,NA,NA,NA,NA,"1"
"1275","IJT","E5",4,6,12,9,7.75,"1"
"1276","DGS","E5",NA,NA,NA,NA,NA,"1"
"1277","FJO","E5",0,1,1,1,0.75,"1"
"1278","JLN","E5",0,0,0,0,0,"1"
"1279","TWZ","E5",0,0,0,0,0,"1"
"1280","DGX","E5",NA,NA,NA,NA,NA,"1"
"1281","CTZ","E5",0,2,0,0,0.5,"1"
"1282","IJR","E5",2,4,2,1,2.25,"1"
"1283","BGT","E5",1,0,0,0,0.25,"1"
"1284","COV","E5",1,0,0,0,0.25,"1"
"1285","EHR","E5",1,2,2,2,1.75,"1"
"1286","HSZ","E5",0,0,0,0,0,"1"
"1287","CFH","E5",0,0,0,0,0,"2"
"1288","AGK","E5",0,0,2,1,0.75,"1"
"1289","HJY","E5",1,0,5,1,1.75,"1"
"1290","GJX","E5",2,0,2,3,1.75,"1"
"1291","KMO","E5",0,1,1,0,0.5,"2"
"1292","AIN","E5",2,5,3,2,3,"1"
"1293","HJK","E5",4,14,1,12,7.75,"1"
"1294","SUY","E5",NA,NA,NA,NA,NA,"1"
"1295","FLR","E5",10,6,8,10,8.5,"2"
"1296","BDY","E5",2,4,5,6,4.25,"2"
"1297","DHI","E5",4,1,4,2,2.75,"1"
"1298","DNO","E5",40,29,29,27,31.25,"1"
"1299","GMV","E5",13,8,7,9,9.25,"1,5"
"1300","BKL","E5",10,16,6,8,10,"1"
"1301","DKQ","E5",NA,NA,NA,NA,NA,"1"
"1302","DMT","E5",5,2,4,3,3.5,"1"
"1303","IJS","E5",11,11,15,20,14.25,"1"
"1304","ABL","E5",7,8,6,15,9,"1,5"
"1305","DHW","E5",NA,NA,NA,NA,NA,"1"
"1306","AHM","E5",NA,NA,NA,NA,NA,"1"
"1307","PUY","E5",NA,NA,NA,NA,NA,"1"
"1308","BNO","E5",NA,NA,NA,NA,NA,"1"
"1309","BLT","E5",NA,NA,NA,NA,NA,"1"
"1310","BGU","E5",4,2,2,1,2.25,"1"
"1311","LRS","E5",11,13,9,5,9.5,"1,5"
"1312","AHV","E5",0,0,2,0,0.5,"1,5"
"1313","AIP","E5",15,4,3,6,7,"1"
"1314","GOY","E5",NA,NA,NA,NA,NA,"1"
"1315","BMS","E5",3,3,1,4,2.75,"1"
"1316","CDQ","E5",NA,NA,NA,NA,NA,"1"
"1317","BFS","E5",NA,NA,NA,NA,NA,"1"
"1318","ADG","E5",2,0,1,1,1,"2"
"1319","HXY","E5",0,1,1,0,0.5,"1"
"1320","ILS","E5",8,3,9,4,6,"1"
"1321","IOU","E5",0,0,2,0,0.5,"1"
"1322","JQT","E5",NA,NA,NA,NA,NA,"1"
"1323","EHI","E5",NA,NA,NA,NA,NA,"1"
"1324","AKW","E5",NA,NA,NA,NA,NA,"1"
"1325","SVW","E5",NA,NA,NA,NA,NA,"1"
"1326","FQR","E5",NA,NA,NA,NA,NA,"1"
"1327","BWZ","E5",NA,NA,NA,NA,NA,"1"
"1328","BRT","E5",NA,NA,NA,NA,NA,"1"
"1329","KPS","E5",NA,NA,NA,NA,NA,"1"
"1330","ETV","E5",NA,NA,NA,NA,NA,"1"
"1331","CLW","E5",NA,NA,NA,NA,NA,"1"
"1332","HKS","E5",NA,NA,NA,NA,NA,"1"
"1333","ACM","E5",NA,NA,NA,NA,NA,"1"
"1334","KLX","E5",NA,NA,NA,NA,NA,"1"
"1335","DGW","E5",NA,NA,NA,NA,NA,"1"
"1336","BJY","E5",NA,NA,NA,NA,NA,"1"
"1337","GVY","E5",NA,NA,NA,NA,NA,"1"
"1338","OSX","E5",NA,NA,NA,NA,NA,"1"
"1339","FOS","E5",NA,NA,NA,NA,NA,"1"
"1340","KPU","E5",NA,NA,NA,NA,NA,"1"
"1341","EHO","E5",NA,NA,NA,NA,NA,"1"
"1342","AHW","E5",NA,NA,NA,NA,NA,"1"
"1343","DVY","E5",NA,NA,NA,NA,NA,"1"
"1344","AMX","E5",NA,NA,NA,NA,NA,"1"
"1345","PST","E5",NA,NA,NA,NA,NA,"1"
"1346","IJN","E5",NA,NA,NA,NA,NA,"1"
"1347","COU","E5",NA,NA,NA,NA,NA,"1"
"1348","PSX","E5",NA,NA,NA,NA,NA,"1"
"1349","LNO","E5",NA,NA,NA,NA,NA,"1"
"1350","KSY","E5",NA,NA,NA,NA,NA,"1"
"1351","GHK","E5",NA,NA,NA,NA,NA,"1"
"1352","DGI","E5",NA,NA,NA,NA,NA,"1"
"1353","ATV","E5",NA,NA,NA,NA,NA,"1"
"1354","JNT","E5",NA,NA,NA,NA,NA,"1"
"1355","BIM","E5",NA,NA,NA,NA,NA,"1"
"1356","BDU","E5",NA,NA,NA,NA,NA,"1"
"1357","FGX","E5",NA,NA,NA,NA,NA,"1"
"1358","ACS","E5",NA,NA,NA,NA,NA,"1"
"1359","E7aIPS","E7",0,0,0,0,0,"1"
"1360","E7aINO","E7",0,0,0,0,0,"1"
"1361","E7aMNW","E7",3,5,8,1,4.25,"1"
"1362","E7aRTY","E7",26,17,23,28,23.5,"1"
"1363","E7aLNW","E7",6,7,10,7,7.5,"1"
"1364","E7aELZ","E7",0,0,0,0,0,"1"
"1365","E7aAUZ","E7",21,32,19,26,24.5,"1"
"1366","E7aFJW","E7",0,0,0,0,0,"1"
"1367","E7aALV","E7",0,0,0,0,0,"1"
"1368","E7aBJR","E7",0,0,0,2,0.5,"1"
"1369","E7aCWZ","E7",0,0,0,0,0,"1"
"1370","E7aFHT","E7",0,0,0,0,0,"1"
"1371","E7aCRZ","E7",0,0,0,0,0,"1"
"1372","E7aEJN","E7",0,0,0,0,0,"1"
"1373","E7aLMZ","E7",74,92,97,87,87.5,"1"
"1374","E7aNSX","E7",66,63,62,70,65.25,"1"
"1375","E7aBGY","E7",13,6,11,6,9,"1"
"1376","E7aESW","E7",55,51,48,44,49.5,"1"
"1377","E7aFHK","E7",0,0,0,0,0,"1"
"1378","E7aAIO","E7",0,0,0,0,0,"1"
"1379","E7aBIO","E7",0,0,0,0,0,"1"
"1380","E7aCNT","E7",0,0,0,0,0,"1"
"1381","E7aDKR","E7",0,0,0,0,0,"1"
"1382","E7aLUV","E7",0,0,0,0,0,"1"
"1383","E7aABG","E7",0,0,0,0,0,"1"
"1384","E7aEMW","E7",0,0,0,0,0,"1"
"1385","E7aNTU","E7",0,0,0,0,0,"1"
"1386","E7aJRZ","E7",93,74,106,129,100.5,"1"
"1387","E7aCIK","E7",0,0,0,0,0,"1"
"1388","E7aBMW","E7",0,0,0,0,0,"1"
"1389","E7aCEK","E7",13,15,16,16,15,"1"
"1390","E7aGJT","E7",21,21,20,17,19.75,"1"
"1391","E7aANS","E7",0,0,0,0,0,"1"
"1392","E7aCOV","E7",144,134,117,108,125.75,"1"
"1393","E7aBOY","E7",0,0,0,0,0,"1"
"1394","E7aBCE","E7",2,3,3,6,3.5,"1"
"1395","E7aGIU","E7",0,0,0,0,0,"1"
"1396","E7aBFJ","E7",0,0,0,0,0,"1"
"1397","E7aAGP","E7",0,0,0,0,0,"1"
"1398","E7aFGH","E7",0,0,0,0,0,"1"
"1399","E7aGHN","E7",0,0,0,0,0,"1"
"1400","E7aNPW","E7",0,0,0,0,0,"1"
"1401","E7aHNS","E7",0,0,0,0,0,"1"
"1402","E7aCUY","E7",0,0,0,0,0,"1"
"1403","E7aDIW","E7",0,0,0,0,0,"1"
"1404","E7aDQW","E7",0,0,0,0,0,"1"
"1405","E7aSTU","E7",0,0,0,0,0,"1"
"1406","E7aGSV","E7",0,0,0,0,0,"1"
"1407","E7aIMQ","E7",0,0,0,0,0,"1"
"1408","E7aFKW","E7",0,0,0,0,0,"1"
"1409","E7aERY","E7",0,0,0,0,0,"1"
"1410","E7aFPQ","E7",0,0,0,0,0,"1"
"1411","E7aDUZ","E7",0,0,0,0,0,"1"
"1412","E7aIMR","E7",0,0,0,0,0,"1"
"1413","E7aJMZ","E7",0,0,0,0,0,"1"
"1414","E7aAGX","E7",90,111,114,108,105.75,"1"
"1415","E7aAHU","E7",64,68,72,67,67.75,"1"
"1416","E7aEKV","E7",0,0,0,0,0,"1"
"1417","E7aAEJ","E7",82,91,98,102,93.25,"1"
"1418","E7aCET","E7",0,1,0,0,0.25,"1"
"1419","E7aJPX","E7",0,0,0,0,0,"1"
"1420","E7aGHS","E7",0,0,0,0,0,"1"
"1421","E7aBLW","E7",4,10,7,6,6.75,"1"
"1422","E7aQUZ","E7",0,0,0,0,0,"1"
"1423","E7aDHL","E7",0,0,0,0,0,"1"
"1424","E7aFJS","E7",0,0,0,0,0,"1"
"1425","E7aEFL","E7",22,47,31,51,37.75,"1"
"1426","E7aHKM","E7",0,0,0,0,0,"1"
"1427","E7aAQY","E7",12,28,23,20,20.75,"1"
"1428","E7aEHM","E7",0,0,0,0,0,"1"
"1429","E7aDTU","E7",1,0,1,0,0.5,"1"
"1430","E7aCEO","E7",5,3,6,6,5,"1"
"1431","E7aTXZ","E7",0,0,0,0,0,"1"
"1432","E7aBHI","E7",0,0,0,0,0,"1"
"1433","E7aADG","E7",0,0,0,0,0,"1"
"1434","E7aEQV","E7",47,29,38,27,35.25,"1"
"1435","E7aHKN","E7",77,93,87,60,79.25,"1"
"1436","E7aFRU","E7",8,4,11,8,7.75,"1"
"1437","E7aAGN","E7",0,0,0,0,0,"1"
"1438","E7aPRV","E7",0,0,0,0,0,"1"
"1439","E7aNRU","E7",54,61,71,55,60.25,"1"
"1440","E7aGMW","E7",0,0,0,0,0,"1"
"1441","E7aKST","E7",49,36,45,45,43.75,"1"
"1442","E7aNOY","E7",19,22,24,15,20,"1"
"1443","E7aILM","E7",0,0,0,0,0,"1"
"1444","E7aKUZ","E7",0,0,0,0,0,"1"
"1445","E7aINU","E7",0,0,0,0,0,"1"
"1446","E7aEWY","E7",2,2,4,2,2.5,"1"
"1447","E7aGIQ","E7",0,0,0,0,0,"1"
"1448","E7aLYZ","E7",22,23,22,20,21.75,"1"
"1449","E7aHPY","E7",0,0,0,0,0,"1"
"1450","E7aLOT","E7",0,0,0,0,0,"1"
"1451","E7aJMR","E7",0,0,0,0,0,"1"
"1452","E7aGVW","E7",0,0,0,0,0,"1"
"1453","E7aIQW","E7",0,0,0,0,0,"1"
"1454","E7aMOX","E7",0,0,0,0,0,"1"
"1455","E7aEIQ","E7",0,0,0,0,0,"1"
"1456","E7aEFQ","E7",0,0,0,0,0,"1"
"1457","E7aKMO","E7",0,0,0,0,0,"1"
"1458","E7aMQW","E7",4,6,10,5,6.25,"1"
"1459","E7aKMQ","E7",0,0,0,0,0,"1"
"1460","E7aBDI","E7",0,0,0,0,0,"1"
"1461","E7aAVW","E7",7,3,11,6,6.75,"1"
"1462","E7aHKW","E7",0,0,0,0,0,"1"
"1463","E7aCIW","E7",0,0,0,1,0.25,"1"
"1464","E7aEKX","E7",0,0,0,0,0,"1"
"1465","E7aACZ","E7",0,0,0,0,0,"1"
"1466","E7aJKX","E7",19,24,26,58,31.75,"1"
"1467","E7aBKM","E7",0,0,0,0,0,"1"
"1468","E7aFHS","E7",0,0,0,0,0,"1"
"1469","E7aJMX","E7",0,1,0,0,0.25,"1"
"1470","E7aABO","E7",0,0,0,0,0,"1"
"1471","E7aHOY","E7",0,0,0,0,0,"1"
"1472","E7aGOV","E7",3,0,0,2,1.25,"1"
"1473","E7aBVZ","E7",0,0,0,0,0,"1"
"1474","E7aCGT","E7",0,0,0,0,0,"1"
"1475","E7aFPV","E7",0,0,0,0,0,"1"
"1476","E7aAQW","E7",1,2,0,2,1.25,"1"
"1477","E7aQTX","E7",0,0,0,0,0,"1"
"1478","E7aAPS","E7",0,2,0,2,1,"1"
"1479","E7aFQX","E7",122,97,146,144,127.25,"1"
"1480","E7aAFN","E7",0,0,0,0,0,"1"
"1481","E7aAFY","E7",0,0,0,0,0,"1"
"1482","E7aKOX","E7",15,16,13,21,16.25,"1"
"1483","E7aAMX","E7",64,58,60,62,61,"1"
"1484","E7aFJR","E7",0,0,0,0,0,"1"
"1485","E7aASZ","E7",0,0,0,0,0,"1"
"1486","E7aLNU","E7",0,0,0,0,0,"1"
"1487","E7aIMU","E7",0,0,0,0,0,"1"
"1488","E7aPSV","E7",1,0,1,1,0.75,"1"
"1489","E7aMPU","E7",0,0,0,0,0,"1"
"1490","E7aGWZ","E7",20,23,36,32,27.75,"1"
"1491","E7aFMR","E7",0,0,0,0,0,"1"
"1492","E7aCLV","E7",8,10,6,5,7.25,"1"
"1493","E7aANV","E7",27,39,39,43,37,"1"
"1494","E7aEOT","E7",0,0,0,0,0,"1"
"1495","E7aMRZ","E7",0,0,0,0,0,"1"
"1496","E7aAMS","E7",0,0,0,0,0,"1"
"1497","E7aGLO","E7",0,0,0,0,0,"1"
"1498","E7aDOT","E7",0,0,0,0,0,"1"
"1499","E7aGSZ","E7",0,0,0,0,0,"1"
"1500","E7aKNZ","E7",0,0,0,0,0,"1"
"1501","E7aLNT","E7",0,0,0,0,0,"1"
"1502","E7aADV","E7",0,0,0,0,0,"1"
"1503","E7aIUV","E7",0,0,0,0,0,"1"
"1504","E7aDMP","E7",0,0,0,0,0,"1"
"1505","E7aBCD","E7",0,0,0,0,0,"1"
"1506","E7aLRS","E7",0,0,0,0,0,"1"
"1507","E7aCHI","E7",0,0,0,0,0,"1"
"1508","E7aBQR","E7",0,0,0,0,0,"1"
"1509","E7aBCP","E7",0,0,0,0,0,"1"
"1510","E7aJRW","E7",0,0,0,0,0,"1"
"1511","E7aDVW","E7",0,0,0,0,0,"1"
"1512","E7aMOR","E7",5,11,13,8,9.25,"1"
"1513","E7aNPY","E7",30,27,32,38,31.75,"1"
"1514","E7aDPW","E7",0,0,0,0,0,"1"
"1515","E7aFGM","E7",0,0,0,0,0,"1"
"1516","E7aBWZ","E7",24,39,37,23,30.75,"1"
"1517","E7aGOW","E7",28,23,37,29,29.25,"1"
"1518","E7aAIR","E7",0,0,0,0,0,"1"
"1519","E7aCHX","E7",0,0,1,2,0.75,"1"
"1520","E7aDFU","E7",0,0,0,0,0,"1"
"1521","E7aAGS","E7",0,0,0,0,0,"1"
"1522","E7aJRX","E7",0,0,0,0,0,"1"
"1523","E7aIJY","E7",0,0,0,0,0,"1"
"1524","E7aBMX","E7",0,0,0,0,0,"1"
"1525","E7aKLQ","E7",0,0,0,0,0,"1"
"1526","E7aJVZ","E7",0,0,0,0,0,"1"
"1527","E7aAOX","E7",0,0,0,0,0,"1"
"1528","E7aKNQ","E7",0,0,0,0,0,"1"
"1529","E7aBSU","E7",0,0,0,0,0,"1"
"1530","E7aLOW","E7",0,0,0,0,0,"1"
"1531","E7aCJP","E7",0,0,0,0,0,"1"
"1532","E7aPVX","E7",25,29,28,23,26.25,"1"
"1533","E7aEJP","E7",0,0,0,0,0,"1"
"1534","E7aTUV","E7",28,23,24,38,28.25,"1"
"1535","E7aBEF","E7",0,0,0,0,0,"1"
"1536","E7aUVY","E7",14,14,11,15,13.5,"1"
"1537","E7aJQU","E7",4,1,1,1,1.75,"1"
"1538","E7aDHX","E7",0,0,0,0,0,"1"
"1539","E7aJXZ","E7",13,16,14,10,13.25,"1"
"1540","E7aCGS","E7",0,0,0,0,0,"1"
"1541","E7aAEQ","E7",0,0,0,0,0,"1"
