"","labels","experiment","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","dilution"
"502","PQU","E5",0,0,0,0,0,"2"
"503","IJU","E5",0,1,1,0,0.5,"1"
"504","FGK","E5",1,1,0,2,1,"1"
"505","GTX","E5",2,2,3,3,2.5,"1"
"506","NTY","E5",0,0,1,0,0.25,"1"
"507","ETX","E5",0,0,0,0,0,"1"
"508","PTU","E5",2,1,1,0,1,"1"
"509","BMX","E5",0,0,0,0,0,"1"
"510","HKV","E5",0,0,0,0,0,"1"
"511","HPX","E5",0,0,0,0,0,"1"
"512","SXZ","E5",0,0,0,0,0,"1"
"513","ANW","E5",0,0,0,0,0,"1"
"514","OPV","E5",1,1,8,6,4,"1"
"515","NUV","E5",0,0,0,0,0,"1"
"516","FHL","E5",0,0,0,0,0,"1"
"517","AOX","E5",0,0,0,0,0,"1"
"518","FLZ","E5",0,0,0,0,0,"1"
"519","ETZ","E5",0,0,0,0,0,"1"
"520","AEQ","E5",0,0,0,0,0,"1"
"521","UWY","E5",0,0,0,1,0.25,"1"
"522","PRS","E5",0,0,0,0,0,"1"
"523","MOX","E5",0,0,0,0,0,"1"
"524","JLT","E5",0,1,0,0,0.25,"2"
"525","HJW","E5",0,0,0,0,0,"1"
"526","ARV","E5",0,0,0,0,0,"1"
"527","RTV","E5",0,0,0,0,0,"1"
"528","KUX","E5",0,0,0,0,0,"1"
"529","HJM","E5",0,0,0,0,0,"2"
"530","AES","E5",0,0,0,0,0,"1"
"531","JOV","E5",0,0,0,0,0,"1"
"532","BPR","E5",0,0,0,0,0,"1"
"533","HPY","E5",0,0,0,0,0,"1"
"534","CIY","E5",0,0,0,0,0,"1"
"535","JKL","E5",0,0,0,0,0,"1"
"536","CMS","E5",0,0,0,0,0,"1"
"537","KLZ","E5",0,0,0,0,0,"1"
"538","ELP","E5",1,0,0,0,0.25,"1"
"539","OSV","E5",1,0,0,0,0.25,"1"
"540","MQU","E5",2,0,2,0,1,"1"
"541","NWY","E5",1,1,2,0,1,"1"
"542","DQS","E5",1,0,0,1,0.5,"1"
"543","GMO","E5",0,0,2,0,0.5,"1"
"544","JPS","E5",2,2,2,3,2.25,"1"
"545","HNW","E5",0,0,1,0,0.25,"1"
"546","DGZ","E5",0,1,0,0,0.25,"1"
"547","HRZ","E5",0,1,0,NA,0.333333333333333,"1"
"548","HIJ","E5",0,2,1,0,0.75,"1"
"549","MSX","E5",NA,NA,NA,NA,NA,"1"
"550","AGR","E5",0,0,0,1,0.25,"1"
"551","BMU","E5",0,1,1,0,0.5,"1"
"552","LRV","E5",1,0,3,1,1.25,"1"
"553","IKY","E5",0,0,0,0,0,"1"
"554","EYZ","E5",0,0,0,0,0,"1"
"555","TYZ","E5",2,1,0,0,0.75,"1"
"556","HMO","E5",0,0,0,2,0.5,"1"
"557","BGX","E5",0,0,0,0,0,"1"
"558","HMV","E5",1,1,1,2,1.25,"1"
"559","FGN","E5",0,0,2,1,0.75,"1"
"560","CPZ","E5",0,0,0,0,0,"1"
"561","FNT","E5",0,0,0,0,0,"1"
"562","DYZ","E5",1,2,1,0,1,"1"
"563","FKU","E5",6,8,7,5,6.5,"1"
"564","GUY","E5",0,0,0,0,0,"1"
"565","LMN","E5",4,6,7,10,6.75,"1"
"566","BDS","E5",0,0,0,0,0,"1"
"567","IPZ","E5",0,0,0,0,0,"1"
"568","JPT","E5",0,0,0,0,0,"1"
"569","BPW","E5",2,1,1,0,1,"1"
"570","JTU","E5",0,0,0,0,0,"1"
"571","JRY","E5",0,0,1,0,0.25,"1"
"572","BJO","E5",2,2,0,1,1.25,"1"
"573","EUY","E5",0,0,1,0,0.25,"1"
"574","LTX","E5",0,1,0,0,0.25,"1"
"575","AER","E5",0,1,2,0,0.75,"1"
"576","VXY","E5",0,0,0,0,0,"1"
"577","LMW","E5",0,0,0,0,0,"1"
"578","KMS","E5",0,0,0,0,0,"1"
"579","JMY","E5",0,0,0,0,0,"1"
"580","EKQ","E5",0,0,0,0,0,"1"
"581","OPZ","E5",0,0,0,0,0,"1"
"582","CKR","E5",0,0,0,0,0,"2"
"583","BQY","E5",0,0,0,0,0,"1"
"584","MOU","E5",0,0,0,0,0,"1"
"585","AOV","E5",0,0,0,0,0,"1"
"586","CKY","E5",0,0,0,0,0,"1"
"587","CEP","E5",0,0,0,0,0,"1"
"588","HLZ","E5",0,0,0,0,0,"1"
"589","EHX","E5",0,0,0,0,0,"1"
"590","AGS","E5",0,0,0,0,0,"1"
"591","JLQ","E5",0,0,0,0,0,"1"
"592","PTV","E5",0,0,0,0,0,"1"
"593","FGP","E5",0,0,0,0,0,"1"
"594","HJL","E5",0,0,0,0,0,"1"
"595","MTY","E5",0,0,0,0,0,"1"
"596","FOQ","E5",0,0,0,0,0,"1"
"597","ETW","E5",0,0,0,0,0,"1"
"598","AOZ","E5",0,0,0,0,0,"1"
"599","DFG","E5",0,0,0,0,0,"1"
"600","HTU","E5",0,0,0,0,0,"1"
"601","HLP","E5",3,4,4,4,3.75,"1"
"602","BUV","E5",0,0,0,1,0.25,"1"
"603","BHT","E5",7,15,13,13,12,"1"
"604","PSV","E5",0,24,10,4,9.5,"1"
"605","AFO","E5",3,5,6,9,5.75,"1"
"606","GRU","E5",5,17,8,20,12.5,"1"
"607","PVW","E5",12,10,12,12,11.5,"1"
"608","NOP","E5",8,4,11,5,7,"1"
"609","DPZ","E5",5,1,5,6,4.25,"1"
"610","DLQ","E5",0,1,0,0,0.25,"1"
"611","CPS","E5",2,4,3,6,3.75,"1"
"612","BDV","E5",9,12,16,8,11.25,"1"
"613","MQY","E5",19,27,16,25,21.75,"1"
"614","BOS","E5",14,22,9,12,14.25,"1"
"615","CER","E5",0,1,2,1,1,"1"
"616","DFL","E5",8,37,17,26,22,"1"
"617","QUX","E5",4,3,9,3,4.75,"1"
"618","FIU","E5",2,4,3,3,3,"1"
"619","AIR","E5",4,2,3,5,3.5,"1"
"620","EIL","E5",6,6,1,4,4.25,"1"
"621","OQX","E5",3,11,4,11,7.25,"1"
"622","IQW","E5",0,3,3,9,3.75,"1"
"623","NXY","E5",0,0,0,0,0,"1"
"624","CEH","E5",0,0,0,0,0,"1"
"625","MNT","E5",0,0,0,0,0,"1"
"626","FJN","E5",0,0,0,0,0,"1"
"627","BUY","E5",0,0,0,0,0,"1"
"628","EMO","E5",0,0,0,0,0,"1"
"629","HKX","E5",1,0,0,1,0.5,"1"
"630","FJY","E5",0,0,0,0,0,"1"
"631","AGI","E5",0,0,0,0,0,"1"
"632","GOT","E5",0,0,0,0,0,"1"
"633","EHK","E5",0,0,0,0,0,"1"
"634","ENR","E5",0,0,0,0,0,"1"
"635","LRX","E5",0,0,0,0,0,"1"
"636","HJR","E5",0,0,0,0,0,"2"
"637","DFX","E5",0,0,0,0,0,"1"
"638","OQV","E5",0,0,0,0,0,"1"
"639","IPR","E5",0,0,0,0,0,"1"
"640","MXZ","E5",0,0,0,0,0,"1"
"641","HIK","E5",0,0,0,0,0,"2"
"642","IKZ","E5",0,0,0,0,0,"1"
"643","HOY","E5",0,0,0,0,0,"1"
"644","DOU","E5",0,0,0,0,0,"2"
"645","DOS","E5",0,0,0,0,0,"2"
"646","DLM","E5",0,0,0,0,0,"2"
"647","CJN","E5",0,0,0,0,0,"1"
"648","HIR","E5",0,0,0,0,0,"1"
"649","INS","E5",0,0,0,0,0,"1"
"650","BNX","E5",0,0,0,0,0,"2"
"651","IMX","E5",0,0,0,0,0,"1"
"652","BKQ","E5",0,0,0,0,0,"1"
"653","JOQ","E5",0,0,0,0,0,"1"
"654","ILP","E5",53,40,61,59,53.25,"1"
"655","BUW","E5",45,40,59,45,47.25,"1"
"656","GUZ","E5",7,22,15,13,14.25,"1"
"657","IKN","E5",14,18,22,33,21.75,"1"
"658","PSW","E5",5,27,4,3,9.75,"1"
"659","APS","E5",8,6,6,3,5.75,"1"
"660","FPT","E5",6,2,6,10,6,"1"
"661","ENP","E5",25,40,15,36,29,"1"
"662","DIU","E5",7,8,6,10,7.75,"1"
"663","MOP","E5",27,25,23,24,24.75,"1"
"664","BGS","E5",5,3,0,0,2,"1"
"665","LNR","E5",7,8,9,8,8,"1"
"666","ILW","E5",24,20,30,40,28.5,"1"
"667","NVX","E5",3,5,1,2,2.75,"1"
"668","GPU","E5",5,4,15,1,6.25,"1"
"669","CFP","E5",19,15,26,42,25.5,"1"
"670","DIR","E5",18,21,25,24,22,"1"
"671","ILV","E5",25,30,17,16,22,"1"
"672","ADJ","E5",13,20,7,14,13.5,"2"
"673","IMZ","E5",10,11,8,3,8,"1"
"674","BLV","E5",21,28,25,19,23.25,"1"
"675","DNV","E5",1,2,2,1,1.5,"1"
"676","KLR","E5",2,2,2,2,2,"1"
"677","KRT","E5",7,7,3,3,5,"1"
"678","DST","E5",61,49,38,42,47.5,"1"
"679","BSV","E5",9,8,6,16,9.75,"1"
"680","AMP","E5",20,11,13,22,16.5,"1"
"681","LOZ","E5",11,5,4,2,5.5,"1"
"682","CDM","E5",18,21,15,21,18.75,"1"
"683","ADV","E5",0,2,0,3,1.25,"1"
"684","DNW","E5",12,8,10,3,8.25,"1"
"685","CRX","E5",0,0,0,0,0,"1"
"686","AFL","E5",7,11,7,11,9,"1"
"687","QRZ","E5",20,25,21,25,22.75,"1"
"688","LPR","E5",3,1,2,3,2.25,"1"
"689","FMR","E5",15,13,8,17,13.25,"1"
"690","CNV","E5",27,32,28,25,28,"1"
"691","RVX","E5",0,0,0,0,0,"1"
"692","KWY","E5",0,0,0,0,0,"1"
"693","JLY","E5",0,0,0,0,0,"1"
"694","JRS","E5",0,0,0,0,0,"1"
"695","DSY","E5",0,0,0,0,0,"1"
"696","SYZ","E5",0,0,0,0,0,"1"
"697","EFU","E5",0,0,0,0,0,"1"
"698","EJM","E5",0,0,0,0,0,"1"
"699","FPR","E5",0,0,0,0,0,"1"
"700","EOU","E5",0,0,0,0,0,"1"
"701","ABV","E5",0,0,0,0,0,"1"
"702","NSZ","E5",0,0,0,0,0,"1"
"703","AJO","E5",0,0,0,0,0,"1"
"704","DMO","E5",0,0,0,0,0,"1"
"705","DJP","E5",0,0,0,0,0,"1"
"706","AMY","E5",0,0,0,0,0,"1"
"707","DGU","E5",0,0,0,0,0,"1"
"708","INP","E5",0,0,0,0,0,"1"
"709","ABU","E5",0,0,0,0,0,"1"
"710","TXY","E5",0,0,0,0,0,"1"
"711","IMQ","E5",0,0,0,0,0,"1"
"712","LMV","E5",0,0,0,0,0,"2"
"713","BES","E5",0,0,0,0,0,"2"
"714","BIK","E5",0,0,0,0,0,"2"
"715","CPT","E5",0,0,0,0,0,"1"
"716","AKU","E5",388,342,414,380,381,"1"
"717","BEM","E5",519,396,575,455,486.25,"1"
"718","KTU","E5",95,109,145,124,118.25,"1"
"719","DPV","E5",59,48,72,54,58.25,"1"
"720","DHQ","E5",80,79,83,95,84.25,"1"
"721","CWX","E5",30,32,45,50,39.25,"1"
"722","DJU","E5",18,15,15,26,18.5,"1"
"723","ABY","E5",171,125,240,203,184.75,"1"
"724","ABM","E5",72,64,69,75,70,"1"
"725","OTZ","E5",50,40,30,39,39.75,"1"
"726","GMX","E5",265,291,312,268,284,"1"
"727","BFX","E5",208,204,224,211,211.75,"1"
"728","DFN","E5",187,184,182,278,207.75,"1"
"729","INU","E5",21,22,33,22,24.5,"1"
"730","CGL","E5",213,189,306,284,248,"1"
"731","AKR","E5",227,266,329,330,288,"1"
"732","HOZ","E5",14,14,26,29,20.75,"1"
"733","AKQ","E5",20,30,16,26,23,"1"
"734","BWY","E5",8,7,5,8,7,"1"
"735","IMR","E5",21,20,25,24,22.5,"1"
"736","GIL","E5",11,5,10,8,8.5,"2"
"737","JNR","E5",2,1,1,0,1,"1"
"738","BEH","E5",0,0,0,0,0,"1"
"739","EIY","E5",0,0,0,0,0,"1"
"740","KOU","E5",0,0,0,0,0,"1"
"741","GJS","E5",0,0,0,0,0,"1"
"742","FMT","E5",0,0,0,0,0,"1"
"743","EGZ","E5",0,0,0,0,0,"1"
"744","DVW","E5",0,0,0,0,0,"1"
"745","LNY","E5",0,0,0,0,0,"1,5"
"746","EMZ","E5",0,0,0,0,0,"1"
"747","KNZ","E5",0,0,0,0,0,"1"
"748","BFL","E5",0,0,0,0,0,"1"
"749","IOY","E5",0,0,0,0,0,"1,5"
"750","QVY","E5",0,0,0,0,0,"1"
"751","CKZ","E5",0,0,0,0,0,"2"
"752","EOZ","E5",0,0,0,0,0,"1"
"753","KTX","E5",0,0,0,0,0,"1"
"754","MPY","E5",0,0,0,0,0,"1"
"755","VWY","E5",0,0,0,0,0,"1"
"756","JOP","E5",0,0,0,0,0,"1"
"757","TUY","E5",0,0,0,0,0,"1,5"
"758","MNR","E5",0,0,0,0,0,"1"
"759","EFG","E5",0,0,0,0,0,"2"
"760","HLW","E5",0,0,0,0,0,"1"
"761","KOS","E5",0,0,0,0,0,"1"
"762","ADS","E5",0,0,0,0,0,"1"
"763","DQY","E5",0,0,0,0,0,"1"
"764","KWZ","E5",0,0,0,0,0,"1"
"765","GMQ","E5",0,0,0,0,0,"1,5"
"766","BNV","E5",0,0,0,0,0,"1"
"767","LPS","E5",0,0,0,0,0,"1"
"768","BKN","E5",0,0,0,0,0,"1"
"769","EJP","E5",30,25,41,30,31.5,"1"
"770","QSX","E5",36,49,32,56,43.25,"1"
"771","FQW","E5",12,9,3,7,7.75,"1"
"772","GOS","E5",65,39,61,64,57.25,"1"
"773","MUX","E5",0,0,5,6,2.75,"1"
"774","MNQ","E5",112,89,110,132,110.75,"1"
"775","BGP","E5",80,68,59,100,76.75,"1"
"776","MRW","E5",155,127,174,147,150.75,"1"
"777","BLS","E5",171,137,161,164,158.25,"1"
"778","GOR","E5",75,90,98,85,87,"1"
"779","DKL","E5",37,45,36,31,37.25,"1"
"780","GNS","E5",43,51,44,44,45.5,"1"
"781","KQS","E5",83,70,88,80,80.25,"1"
"782","GIN","E5",84,117,119,79,99.75,"1"
"783","BHL","E5",123,149,146,139,139.25,"1"
"784","ALO","E5",117,111,114,98,110,"1"
"785","CEL","E5",122,142,118,143,131.25,"1"
"786","KSW","E5",33,50,46,25,38.5,"1"
"787","DJK","E5",47,66,59,74,61.5,"1"
"788","JVW","E5",41,44,38,53,44,"1"
"789","KQU","E5",43,54,39,47,45.75,"1"
"790","OSU","E5",17,7,17,8,12.25,"1"
"791","EPX","E5",5,6,7,5,5.75,"1"
"792","JKX","E5",8,12,16,16,13,"1"
"793","JPU","E5",89,102,94,114,99.75,"1"
"794","ABC","E5",55,45,51,64,53.75,"1"
"795","DIO","E5",46,35,47,49,44.25,"1"
"796","BPV","E5",123,148,169,246,171.5,"1"
"797","CHJ","E5",154,139,135,101,132.25,"2"
"798","GLQ","E5",53,61,61,74,62.25,"1"
"799","HOQ","E5",103,87,95,89,93.5,"1"
"800","QUZ","E5",41,54,43,44,45.5,"1"
"801","KMT","E5",47,57,68,62,58.5,"1"
"802","AHK","E5",117,109,120,114,115,"2"
"803","GNY","E5",170,180,198,162,177.5,"1"
"804","AFS","E5",83,78,80,72,78.25,"1"
"805","ADL","E5",97,93,123,104,104.25,"1"
"806","BEJ","E5",5,5,8,13,7.75,"1"
"807","QRU","E5",0,0,0,0,0,"1"
"808","INV","E5",0,1,0,2,0.75,"1"
"809","FSW","E5",0,0,0,0,0,"1"
"810","HJV","E5",25,14,27,21,21.75,"1"
"811","NRW","E5",1,2,0,1,1,"1"
"812","BIL","E5",0,0,0,1,0.25,"1"
"813","BQZ","E5",0,0,0,1,0.25,"1"
"814","AOP","E5",1,0,0,0,0.25,"1"
"815","UVY","E5",9,8,6,10,8.25,"1"
"816","CHW","E5",1,3,6,5,3.75,"1"
"817","PWY","E5",6,3,4,9,5.5,"1"
"818","DOZ","E5",0,1,0,0,0.25,"1"
"819","EMT","E5",0,1,1,3,1.25,"1"
"820","BDL","E5",1,1,1,0,0.75,"1"
"821","AHU","E5",0,0,0,0,0,"1"
"822","KVY","E5",0,1,0,0,0.25,"1"
"823","ACH","E5",0,4,4,4,3,"1"
"824","CNP","E5",0,1,0,0,0.25,"1"
"825","JPV","E5",0,0,0,0,0,"1"
"826","CJY","E5",0,0,0,0,0,"1"
"827","CIV","E5",2,0,4,1,1.75,"1"
"828","CTW","E5",7,7,8,7,7.25,"1"
"829","CQU","E5",0,2,0,1,0.75,"1"
"830","CHO","E5",0,0,0,0,0,"1"
"831","KOT","E5",48,55,53,58,53.5,"2"
"832","BPU","E5",28,25,51,47,37.75,"1"
"833","BEP","E5",138,102,156,87,120.75,"1"
"834","FHX","E5",81,89,100,97,91.75,"2"
"835","NOQ","E5",18,22,22,19,20.25,"1"
"836","DRW","E5",77,73,99,82,82.75,"1"
"837","IOQ","E5",119,117,123,130,122.25,"1,5"
"838","DNY","E5",31,24,38,35,32,"1"
"839","DMY","E5",53,58,85,63,64.75,"1"
"840","EUV","E5",51,41,70,56,54.5,"2"
"841","ENO","E5",33,26,42,20,30.25,"1"
"842","JOW","E5",11,12,16,13,13,"2"
"843","OPW","E5",32,27,32,29,30,"1"
"844","AKV","E5",39,40,34,40,38.25,"1"
"845","EJL","E5",65,56,40,48,52.25,"1"
"846","BLW","E5",36,38,38,28,35,"1"
"847","GTU","E5",85,60,70,73,72,"1"
"848","HJN","E5",168,139,165,157,157.25,"1"
"849","JLW","E5",11,7,5,8,7.75,"2"
"850","OPS","E5",11,11,18,13,13.25,"1"
"851","MWX","E5",19,20,22,29,22.5,"1"
"852","CSV","E5",17,13,14,20,16,"1"
"853","FKN","E5",1,2,2,1,1.5,"1"
"854","FIY","E5",1,1,0,2,1,"1"
"855","HIO","E5",6,13,6,13,9.5,"1"
"856","JTV","E5",0,0,1,0,0.25,"1"
"857","BGQ","E5",2,4,0,2,2,"1"
"858","HKN","E5",10,5,14,9,9.5,"1"
"859","COR","E5",6,8,18,8,10,"1"
"860","BIS","E5",5,5,4,6,5,"1"
"861","AJU","E5",0,1,1,1,0.75,"2"
"862","DOP","E5",4,1,1,2,2,"1"
"863","CKV","E5",1,0,1,0,0.5,"1"
"864","CJQ","E5",4,1,1,0,1.5,"1"
"865","GNZ","E5",0,0,1,0,0.25,"1"
"866","KMX","E5",0,0,0,1,0.25,"1"
"867","ADE","E5",0,0,0,0,0,"1"
"868","AKX","E5",1,1,0,1,0.75,"1"
"869","QUW","E5",1,3,2,4,2.5,"1"
"870","LNX","E5",0,1,0,0,0.25,"1"
"871","OST","E5",3,3,3,1,2.5,"1"
"872","BOY","E5",2,0,1,0,0.75,"1"
"873","AIK","E5",NA,NA,NA,NA,NA,"1"
"874","JLX","E5",6,6,4,14,7.5,"1"
"875","MRS","E5",0,2,1,1,1,"1"
"876","AKN","E5",0,1,0,0,0.25,"1"
"877","BDH","E5",0,0,0,0,0,"1"
"878","MNY","E5",0,0,0,0,0,"1"
"879","BEW","E5",0,0,0,0,0,"1"
"880","BKZ","E5",0,0,0,0,0,"2"
"881","EIR","E5",0,5,1,1,1.75,"1"
"882","LRU","E5",1,1,1,0,0.75,"1"
"883","DIW","E5",0,0,0,0,0,"1"
"884","ACF","E5",12,3,2,10,6.75,"1"
"885","BFW","E5",10,9,17,14,12.5,"2"
"886","ACX","E5",11,2,13,6,8,"1"
"887","CJM","E5",18,18,16,12,16,"1"
"888","NOY","E5",2,0,0,1,0.75,"1"
"889","EGR","E5",14,22,23,13,18,"1"
"890","GIJ","E5",22,30,26,40,29.5,"1"
"891","GOX","E5",38,44,43,42,41.75,"1"
"892","BIV","E5",37,33,47,30,36.75,"1"
"893","CMR","E5",6,4,9,2,5.25,"1"
"894","FIQ","E5",4,3,4,6,4.25,"1"
"895","AKY","E5",21,21,14,17,18.25,"1"
"896","BNQ","E5",2,2,3,6,3.25,"1"
"897","AGP","E5",120,142,128,135,131.25,"1"
"898","DSV","E5",18,20,13,15,16.5,"1"
"899","AHN","E5",27,29,19,27,25.5,"1"
"900","FKL","E5",17,42,32,36,31.75,"1"
"901","IQV","E5",29,33,30,36,32,"1"
"902","HJP","E5",7,13,14,18,13,"1"
"903","IRW","E5",14,18,15,15,15.5,"1"
"904","COS","E5",58,45,28,52,45.75,"1"
"905","GRS","E5",4,1,3,2,2.5,"1"
"906","BIT","E5",4,5,2,2,3.25,"1"
"907","DMS","E5",4,6,5,4,4.75,"1"
"908","GVW","E5",14,14,20,17,16.25,"1"
"909","EFX","E5",2,30,10,9,12.75,"1"
"910","CRV","E5",40,37,30,39,36.5,"1"
"911","HKP","E5",24,21,39,30,28.5,"1"
"912","CDK","E5",18,19,19,18,18.5,"1"
"913","ADY","E5",28,19,22,22,22.75,"1"
"914","BTX","E5",12,18,13,17,15,"1"
"915","CDH","E5",61,50,54,56,55.25,"1"
"916","CGM","E5",23,29,33,33,29.5,"1"
"917","AJP","E5",10,9,10,10,9.75,"2"
"918","XYZ","E5",32,28,38,15,28.25,"1"
"919","EFP","E5",18,27,26,21,23,"1"
"920","LWY","E5",2,6,5,9,5.5,"1"
"921","OQZ","E5",25,21,34,23,25.75,"1"
"922","CGI","E5",30,44,58,48,45,"1"
"923","LPT","E5",22,20,25,19,21.5,"1"
"924","ACW","E5",7,12,20,12,12.75,"1"
"925","DIY","E5",28,24,30,32,28.5,"1"
"926","LSU","E5",43,33,43,42,40.25,"1"
"927","DMV","E5",54,56,73,57,60,"1"
"928","JPY","E5",6,13,10,14,10.75,"1"
"929","APW","E5",NA,NA,NA,NA,NA,"1"
"930","DET","E5",41,49,73,57,55,"1"
"931","AOY","E5",1,4,1,1,1.75,"1"
"932","AIZ","E5",15,25,45,29,28.5,"1"
"933","HOP","E5",57,73,60,62,63,"1"
"934","QSY","E5",35,39,62,43,44.75,"1"
"935","HNZ","E5",NA,NA,NA,NA,NA,"1"
"936","DEY","E5",18,20,13,19,17.5,"1"
"937","DPW","E5",22,21,30,41,28.5,"1"
"938","DLZ","E5",172,168,191,193,181,"1"
"939","JKZ","E5",69,48,67,61,61.25,"1"
"940","AJQ","E5",38,30,27,30,31.25,"1"
"941","FKS","E5",174,113,104,95,121.5,"1"
"942","IKW","E5",110,102,81,104,99.25,"2"
"943","DPR","E5",98,106,111,100,103.75,"2"
"944","BEO","E5",NA,NA,NA,NA,NA,"1"
"945","BCO","E5",74,75,59,77,71.25,"1"
"946","JMO","E5",1,0,1,5,1.75,"1"
"947","MWZ","E5",1,0,2,1,1,"1"
"948","BNW","E5",17,36,30,29,28,"1"
"949","FHR","E5",22,10,15,16,15.75,"1"
"950","LMY","E5",1,3,1,2,1.75,"1"
"951","LPX","E5",10,9,14,12,11.25,"1"
"952","FPS","E5",13,12,17,11,13.25,"1"
"953","CNR","E5",10,8,8,12,9.5,"1"
"954","NST","E5",5,2,5,3,3.75,"1"
"955","NXZ","E5",8,1,7,5,5.25,"2"
"956","KNW","E5",2,7,8,4,5.25,"1"
"957","ALW","E5",0,0,0,0,0,"1"
"958","LPV","E5",1,1,1,0,0.75,"1"
"959","AEL","E5",4,4,3,3,3.5,"2"
"960","TUX","E5",3,1,2,2,2,"1"
"961","MRU","E5",2,2,3,2,2.25,"2,5"
"962","BFN","E5",3,3,4,3,3.25,"1"
"963","FVX","E5",23,11,14,18,16.5,"1"
"964","ALQ","E5",1,1,0,0,0.5,"1"
"965","NOV","E5",1,3,3,1,2,"1"
"966","AGH","E5",0,2,2,0,1,"1"
"967","EFW","E5",4,1,1,2,2,"1"
"968","KQR","E5",74,53,73,83,70.75,"1"
"969","ATY","E5",65,91,98,59,78.25,"1"
"970","BHK","E5",29,25,27,25,26.5,"1"
"971","SUV","E5",NA,NA,NA,NA,NA,"1"
"972","NSW","E5",1,4,10,9,6,"1"
"973","BDG","E5",89,72,158,105,106,"1"
"974","NSY","E5",214,236,185,189,206,"1"
"975","EQW","E5",140,92,154,113,124.75,"1"
"976","DQZ","E5",136,147,114,172,142.25,"1"
"977","JTW","E5",50,62,69,95,69,"1"
"978","GMS","E5",0,0,0,0,0,"1"
"979","NQW","E5",35,31,32,24,30.5,"1"
"980","MPT","E5",32,24,22,47,31.25,"1"
"981","AGU","E5",35,70,65,54,56,"1"
"982","IUZ","E5",4,0,0,1,1.25,"1"
"983","IMS","E5",0,0,3,1,1,"1"
"984","ABH","E5",50,47,104,103,76,"1"
"985","JSU","E5",0,0,0,0,0,"1"
"986","DLX","E5",2,13,6,6,6.75,"1"
"987","AMS","E5",63,53,55,88,64.75,"1"
"988","GQS","E5",97,276,74,95,135.5,"1"
"989","AIV","E5",303,338,307,335,320.75,"2"
"990","SVX","E5",33,19,37,29,29.5,"1"
"991","EKP","E5",0,0,0,0,0,"1"
"992","ISU","E5",34,30,33,72,42.25,"1"
"993","FHO","E5",0,1,3,0,1,"1"
"994","DKS","E5",0,0,0,0,0,"1"
"995","EFT","E5",188,153,163,186,172.5,"1"
"996","GXY","E5",NA,NA,NA,NA,NA,"1"
"997","ABE","E5",20,37,28,31,29,"1"
"998","JKN","E5",160,185,119,175,159.75,"1"
"999","INY","E5",0,0,1,2,0.75,"1"
"1000","IWZ","E5",1,2,2,0,1.25,"1"
"1001","LOV","E5",5,4,7,7,5.75,"1"
"1002","HQS","E5",33,20,28,27,27,"1"
"1003","ORT","E5",0,3,2,0,1.25,"1"
"1004","BMZ","E5",1,4,5,8,4.5,"1"
"1005","EGT","E5",4,11,7,7,7.25,"1"
"1006","CFI","E5",1,5,5,5,4,"1"
"1007","LNV","E5",41,57,42,40,45,"1"
"1008","EQT","E5",0,1,1,1,0.75,"2"
"1009","IPV","E5",1,1,6,8,4,"1"
"1010","CDO","E5",4,6,4,3,4.25,"1"
"1011","RUZ","E5",0,1,0,0,0.25,"1"
"1012","ORS","E5",22,23,44,38,31.75,"2"
"1013","QRW","E5",10,14,6,7,9.25,"1"
"1014","IKV","E5",3,0,1,2,1.5,"1"
"1015","EFZ","E5",7,8,9,10,8.5,"1"
"1016","ISY","E5",12,4,9,8,8.25,"1"
"1017","GWZ","E5",14,19,11,16,15,"1"
"1018","CLP","E5",2,5,4,4,3.75,"1"
"1019","MUZ","E5",27,5,16,14,15.5,"1"
"1020","HLN","E5",NA,NA,NA,NA,NA,"1"
"1021","BCT","E5",4,6,7,3,5,"1"
"1022","BCP","E5",1,4,4,2,2.75,"1"
"1023","FXZ","E5",12,11,10,13,11.5,"1"
"1024","AFQ","E5",10,17,12,16,13.75,"1"
"1025","NUZ","E5",4,5,8,12,7.25,"1"
"1026","QSW","E5",10,6,6,14,9,"1"
"1027","GOW","E5",0,2,3,1,1.5,"1"
"1028","MPS","E5",3,1,4,3,2.75,"2"
"1029","CGK","E5",3,3,0,3,2.25,"1"
"1030","JST","E5",84,91,79,104,89.5,"1"
"1031","GLS","E5",0,0,1,0,0.25,"1"
"1032","JQV","E5",0,1,4,0,1.25,"1"
"1033","CPV","E5",5,5,6,5,5.25,"1"
"1034","FMW","E5",1,5,3,1,2.5,"1"
"1035","DQR","E5",1,0,1,1,0.75,"1"
"1036","GTY","E5",43,37,56,49,46.25,"1"
"1037","QVZ","E5",19,31,24,21,23.75,"1"
"1038","HPU","E5",25,21,32,26,26,"1"
"1039","JSW","E5",49,39,23,37,37,"1"
"1040","CIX","E5",19,25,28,36,27,"1"
"1041","LSZ","E5",13,22,12,24,17.75,"1"
"1042","IKO","E5",17,20,25,21,20.75,"1"
"1043","KQZ","E5",22,32,27,17,24.5,"1"
"1044","KPZ","E5",NA,NA,NA,NA,NA,"1"
"1045","TWY","E5",23,19,22,17,20.25,"1"
"1046","KWX","E5",7,15,12,14,12,"1"
"1047","JNS","E5",1,2,5,2,2.5,"1"
"1048","FUY","E5",7,17,11,11,11.5,"1"
"1049","KPV","E5",13,4,17,12,11.5,"1"
"1050","DTV","E5",NA,NA,NA,NA,NA,"1"
