EH_ID,Target,Value,Quality,Call
AA0686,IDO1,16.0308216701563,0.88856875126001,Pass
AA0373,IDO1,14.1773098281135,0.733350563355074,Pass
AA0687,IDO1,20.6948262005163,0.924494372191404,Pass
AA0453,IDO1,17.3082347385703,0.985203331232827,Pass
AA0688,IDO1,999,0,Flag
AA0424,IDO1,20.6711204016416,0.90458928666161,Pass
AA0686,IDO1,12.2684917623859,0.688015728803291,Pass
AA0373,IDO1,16.4032086582688,0.404341239160026,Flag
AA0687,IDO1,18.0286007293123,0.674621523514252,Pass
AA0453,IDO1,15.4840515594586,0.394072822777268,Flag
AA0688,IDO1,26.1187753678168,0,Flag
AA0424,IDO1,22.1555639316965,0.663150974792911,Pass
AA0695,IDO1,18.1876032753213,0.864114477241922,Pass
AA0455,IDO1,12.4458617676015,0.626168323470813,Flag
AA0696,IDO1,16.770542288087,0.945623455505258,Pass
AA0399,IDO1,999,0,Flag
AA0700,IDO1,15.1552342312071,0.847738428173412,Pass
AA0457,IDO1,999,0,Flag
AA0695,IDO1,999,0,Flag
AA0455,IDO1,999,0,Flag
AA0696,IDO1,999,0,Flag
AA0399,IDO1,999,0,Flag
AA0700,IDO1,999,0,Flag
AA0457,IDO1,999,0,Flag
AA0721,IDO1,999,0,Flag
AA0372,IDO1,999,0,Flag
AA0722,IDO1,999,0,Flag
AA0342,IDO1,999,0,Flag
AA0728,IDO1,999,0,Flag
AA0394,IDO1,999,0,Flag
AA0721,IDO1,999,0,Flag
AA0372,IDO1,20.7262858970592,0.495636923670743,Flag
AA0722,IDO1,13.2526959435432,0.581568450059338,Flag
AA0342,IDO1,999,0,Flag
AA0728,IDO1,999,0,Flag
AA0394,IDO1,19.8499454591199,0.919113305815487,Pass
AA0735,IDO1,19.035808802249,0.785321926049864,Pass
AA0287,IDO1,999,0,Flag
AA0736,IDO1,999,0,Flag
AA0441,IDO1,17.8179969157004,0.9078598342804,Pass
AA0737,IDO1,24.9538853749588,0.237416776569997,Flag
AA0720,IDO1,999,0,Flag
AA0735,IDO1,999,0,Flag
AA0287,IDO1,12.5,0.904650132490156,Pass
AA0736,IDO1,16.9780809411558,0.568171207807064,Flag
AA0441,IDO1,12.7442385484937,0.312854981961097,Flag
AA0737,IDO1,15.5060865917773,0.600552265900433,Flag
AA0720,IDO1,9.72123713143153,0.913039682508079,Pass
AA0727,IDO1,13.254113908556,0.996135306804941,Pass
AA0744,IDO1,12.122342102032,0.969774946861951,Pass
A0729,IDO1,14.0268869858021,0.979813859788518,Pass
AA0743,IDO1,21.5457523623364,0.990339027942411,Pass
AA0726,IDO1,18.0991955183194,0.97696894352997,Pass
AA0742,IDO1,9.9290972791293,0.570820951730161,Flag
AA0727,IDO1,9.95172481312528,0.880350399837747,Pass
AA0744,IDO1,10.3188421694253,0.808336815546853,Pass
A0729,IDO1,9.90877287414253,0.960738026785334,Pass
AA0743,IDO1,20.1918104254847,0.906846528607928,Pass
AA0726,IDO1,10.3085718624606,0.800050814209021,Pass
AA0742,IDO1,11.0447441280322,0.923756284803038,Pass
AA0747,IDO1,11.8784135411263,1,Pass
AA0758,IDO1,12.6445353137981,1,Pass
AA0748,IDO1,13.0803927752505,0.983727225593769,Pass
AA0755,IDO1,16.0112139334781,0.956406007185292,Pass
AA0745,IDO1,17.0296576658606,1,Pass
AA0754,IDO1,9.98121218912814,0.984896672283389,Pass
AA0747,IDO1,8.67402807055593,0.841240323151443,Pass
AA0758,IDO1,9.72608866852359,0.774448244384074,Pass
AA0748,IDO1,10.2339215301362,0.86202952573863,Pass
AA0755,IDO1,11.4540550408478,0.714750570325301,Pass
AA0745,IDO1,9.59905980438983,0.952262542472904,Pass
AA0754,IDO1,8.55664016518753,0.860289179732843,Pass
AA0798,IDO1,10.0179661170731,0.977163536921952,Pass
AA0785,IDO1,11.8375724907552,1,Pass
AA0759,IDO1,14.2598142416345,1,Pass
AA0757,IDO1,14.1311058561445,1,Pass
AA0756,IDO1,11.1172581370069,1,Pass
AA0784,IDO1,15.4458955378102,0.519789452618375,Flag
AA0798,IDO1,20.4407981430195,0.865448999494981,Pass
AA0785,IDO1,8.72502695542094,0.691764383784498,Pass
AA0759,IDO1,9.25263314092101,0.987037355080407,Pass
AA0757,IDO1,9.6062337171345,0.980506851502052,Pass
AA0756,IDO1,19.7766083130327,0.912955267121431,Pass
AA0784,IDO1,10.958250860631,1,Pass
AA0764,IDO1,11.7337279604789,1,Pass
AA0795,IDO1,13.7634625996681,1,Pass
AA0763,IDO1,15.2028039248128,1,Pass
AA0792,IDO1,9.66443840127205,1,Pass
AA0766,IDO1,14.2989520706162,1,Pass
AA0791,IDO1,10.6496243504106,0.911747848691471,Pass
AA0764,IDO1,11.9113701924965,0.614337323912071,Flag
AA0795,IDO1,9.20411459741781,0.913288219395301,Pass
AA0763,IDO1,9.37729233903533,1,Pass
