"","EH_ID","dpi","batch","labels","experiment","weight","weight_dpi0","feces_weight","relative_weight","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","OPG","dilution","primary_infection","challenge_infection","mouse_strain","delta","IFNy_CEWE","Eim_MC"
"158","LM_0339",5,"a","P3aNLI","P3",44.2,49.6,1.74,89.1129032258064,16,20,14,15,16.25,186781.609195402,1,"E64","E64","NMRI",NA,NA,NA
"159","LM_0339",5,"b","P3bBUX","P3",44.7,48.5,1.11,95.2577319587629,34,16,27,22,24.75,445945.945945946,1,"E64","E64","NMRI",NA,NA,NA
"160","LM_0339",6,"a","P3aSQC","P3",44.2,49.6,1.17,89.1129032258064,100,70,102,108,95,1623931.62393162,1,"E64","E64","NMRI",NA,NA,NA
"161","LM_0339",6,"b","P3bLBS","P3",44.1,48.5,0.88,90.9278350515464,10,11,6,8,8.75,198863.636363636,1,"E64","E64","NMRI",NA,NA,NA
"162","LM_0339",7,"a","P3aCXA","P3",46.6,49.6,1.93,93.9516129032258,112,104,109,101,106.5,1103626.94300518,1,"E64","E64","NMRI",NA,NA,NA
"163","LM_0339",7,"b","P3bUHH","P3",42,48.5,1.11,86.5979381443299,6,7,7,10,7.5,135135.135135135,1,"E64","E64","NMRI",NA,76.1230512085418,NA
"164","LM_0339",8,"a","P3aRZE","P3",47.3,49.6,NA,95.3629032258064,NA,NA,NA,NA,NA,NA,NA,"E64","E64","NMRI",NA,NA,NA
"165","LM_0339",8,"b","P3bJUN","P3",43.7,48.5,NA,90.1030927835052,NA,NA,NA,NA,NA,NA,NA,"E64","E64","NMRI",-8.94,NA,"pos"
"166","LM_0339",9,"a","P3aBEO","P3",46.4,49.6,NA,93.5483870967742,NA,NA,NA,NA,NA,NA,NA,"E64","E64","NMRI",NA,NA,NA
"167","LM_0339",10,"a","P3aJQD","P3",47,49.6,NA,94.758064516129,NA,NA,NA,NA,NA,NA,NA,"E64","E64","NMRI",NA,NA,NA
"168","LM_0339",11,"a","P3aTKS","P3",46.2,49.6,NA,93.1451612903226,NA,NA,NA,NA,NA,NA,NA,"E64","E64","NMRI",NA,NA,NA
"169","LM_0340",0,"a","P3aCES","P3",54.5,54.5,NA,100,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"170","LM_0340",0,"b","P3bJAT","P3",53.6,53.6,NA,100,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"171","LM_0340",1,"a","P3aQAG","P3",53.1,54.5,NA,97.4311926605505,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"172","LM_0340",1,"b","P3bZJZ","P3",52.8,53.6,NA,98.5074626865672,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"173","LM_0340",2,"a","P3aPJX","P3",53.4,54.5,NA,97.9816513761468,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"174","LM_0340",2,"b","P3bTEMP9","P3",52,53.6,NA,97.0149253731343,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"175","LM_0340",3,"a","P3aUZT","P3",52.7,54.5,1.16,96.697247706422,0,0,1,0,0.25,4310.34482758621,1,"E64","UNI","NMRI",NA,NA,NA
"176","LM_0340",3,"b","P3bWVR","P3",51.3,53.6,NA,97.0149253731343,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"177","LM_0340",4,"a","P3aTVC","P3",50.2,54.5,2.56,92.1100917431193,0,0,0,0,0,0,1,"E64","UNI","NMRI",NA,NA,NA
"178","LM_0340",4,"b","P3bQKK","P3",52.8,53.6,NA,95.7089552238806,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"179","LM_0340",5,"a","P3aSRE","P3",48.8,54.5,1.45,89.5412844036697,42,47,51,45,46.25,637931.034482759,1,"E64","UNI","NMRI",NA,NA,NA
"180","LM_0340",5,"b","P3bQOV","P3",52.3,53.6,1.37,98.5074626865672,0,0,0,0,0,0,1,"E64","UNI","NMRI",NA,NA,NA
"181","LM_0340",6,"a","P3aREI","P3",49,54.5,1.14,89.908256880734,16,15,14,14,14.75,258771.929824561,1,"E64","UNI","NMRI",NA,NA,NA
"182","LM_0340",6,"b","P3bLCA","P3",51.2,53.6,1.72,95.5223880597015,0,0,0,0,0,0,1,"E64","UNI","NMRI",NA,NA,NA
"183","LM_0340",7,"a","P3aMAO","P3",50.5,54.5,1.82,92.6605504587156,51,47,46,44,47,516483.516483516,1,"E64","UNI","NMRI",NA,NA,NA
"184","LM_0340",7,"b","P3bFPD","P3",50.9,53.6,1.67,94.9626865671642,2,0,0,0,0.5,5988.02395209581,1,"E64","UNI","NMRI",NA,NA,NA
"185","LM_0340",8,"a","P3aHYV","P3",50.7,54.5,NA,93.0275229357798,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"186","LM_0340",8,"b","P3bFLD","P3",49.7,53.6,2.44,92.7238805970149,0,0,0,0,0,0,1,"E64","UNI","NMRI",-10.49,50.9646675101204,"neg"
"187","LM_0340",9,"a","P3aKYD","P3",52.5,54.5,NA,96.3302752293578,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"188","LM_0340",10,"a","P3aFRB","P3",51.4,54.5,NA,94.3119266055046,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"189","LM_0340",11,"a","P3aQJU","P3",51.6,54.5,NA,94.6788990825688,NA,NA,NA,NA,NA,NA,NA,"E64","UNI","NMRI",NA,NA,NA
"190","LM_0341",0,"a","P3aYKT","P3",59.1,59.1,NA,100,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"191","LM_0341",0,"b","P3bOAH","P3",58.1,58.1,NA,100,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"192","LM_0341",1,"a","P3aTLE","P3",54.3,59.1,NA,91.8781725888325,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"193","LM_0341",1,"b","P3bYNS","P3",55,58.1,NA,94.6643717728055,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"194","LM_0341",2,"a","P3aZGF","P3",54.2,59.1,NA,91.7089678510998,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"195","LM_0341",2,"b","P3bTEMP10","P3",54.8,58.1,NA,94.3201376936317,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"196","LM_0341",3,"a","P3aOML","P3",54,59.1,0.85,91.3705583756345,0,0,0,0,0,0,1,"E139","E88","NMRI",NA,NA,NA
"197","LM_0341",3,"b","P3bHPH","P3",54.9,58.1,NA,94.3201376936317,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"198","LM_0341",4,"a","P3aSVZ","P3",53.7,59.1,1.68,90.8629441624366,0,0,0,0,0,0,1,"E139","E88","NMRI",NA,NA,NA
"199","LM_0341",4,"b","P3bSWG","P3",54.1,58.1,NA,94.4922547332186,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"200","LM_0341",5,"a","P3aJJH","P3",51.2,59.1,1.95,86.6328257191202,19,23,18,16,19,194871.794871795,1,"E139","E88","NMRI",NA,NA,NA
"201","LM_0341",5,"b","P3bLZC","P3",54.7,58.1,NA,93.1153184165232,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"202","LM_0341",6,"a","P3aNYG","P3",50.3,59.1,0.52,85.1099830795262,27,39,19,23,27,1038461.53846154,1,"E139","E88","NMRI",NA,NA,NA
"203","LM_0341",6,"b","P3bEWH","P3",54.7,58.1,NA,94.1480206540448,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"204","LM_0341",7,"a","P3aLKM","P3",50.4,59.1,2.86,85.2791878172589,44,41,39,47,42.75,298951.048951049,1,"E139","E88","NMRI",NA,NA,NA
"205","LM_0341",7,"b","P3bBPO","P3",54.5,58.1,1.98,93.8037865748709,48,54,53,59,53.5,540404.04040404,1,"E139","E88","NMRI",NA,NA,NA
"206","LM_0341",8,"a","P3aDYV","P3",51.4,59.1,NA,86.9712351945854,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"207","LM_0341",8,"b","P3bNQG","P3",52.5,58.1,0.79,90.3614457831325,0,0,1,3,1,25316.4556962025,1,"E139","E88","NMRI",-1.78,300.31142053042,"pos"
"208","LM_0341",9,"a","P3aCWN","P3",53.6,59.1,NA,90.6937394247039,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"209","LM_0341",10,"a","P3aGPG","P3",53.1,59.1,NA,89.8477157360406,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"210","LM_0341",11,"a","P3aAHL","P3",53.2,59.1,NA,90.0169204737733,NA,NA,NA,NA,NA,NA,NA,"E139","E88","NMRI",NA,NA,NA
"211","LM_0342",0,"a","P3aRIY","P3",57,57,NA,100,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",NA,NA,NA
"212","LM_0342",0,"b","P3bOGG","P3",55.6,55.6,NA,100,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",NA,NA,NA
"213","LM_0342",1,"a","P3aOLI","P3",55.8,57,NA,97.8947368421053,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",NA,NA,NA
"214","LM_0342",1,"b","P3bKLB","P3",54.1,55.6,NA,97.3021582733813,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",NA,NA,NA
"215","LM_0342",2,"a","P3aLTV","P3",53.6,57,NA,94.0350877192983,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",NA,NA,NA
"216","LM_0342",2,"b","P3bTEMP11","P3",52.4,55.6,NA,94.2446043165468,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",NA,NA,NA
"217","LM_0342",3,"a","P3aXYE","P3",56.3,57,1.8,98.7719298245614,0,0,0,0,0,0,1,"E139","E64","NMRI",NA,NA,NA
"218","LM_0342",3,"b","P3bBPM","P3",51.2,55.6,1.87,94.2446043165468,2,0,1,0,0.75,8021.39037433155,1,"E139","E64","NMRI",NA,NA,NA
"219","LM_0342",4,"a","P3aMVU","P3",55.6,57,2.5,97.5438596491228,0,1,0,0,0.25,2000,1,"E139","E64","NMRI",NA,NA,NA
"220","LM_0342",4,"b","P3bJAH","P3",52.2,55.6,2.74,92.0863309352518,1,0,0,0,0.25,1824.81751824818,1,"E139","E64","NMRI",NA,NA,NA
"221","LM_0342",5,"a","P3aMNQ","P3",53.1,57,3.7,93.1578947368421,44,41,38,34,39.25,212162.162162162,1,"E139","E64","NMRI",NA,NA,NA
"222","LM_0342",5,"b","P3bZBW","P3",50.1,55.6,1.9,93.8848920863309,16,24,28,27,23.75,250000,1,"E139","E64","NMRI",NA,NA,NA
"223","LM_0342",6,"a","P3aYNS","P3",52.7,57,1.96,92.4561403508772,62,63,70,51,61.5,627551.020408163,1,"E139","E64","NMRI",NA,NA,NA
"224","LM_0342",6,"b","P3bYVL","P3",48.5,55.6,1.21,87.2302158273381,9,9,11,7,9,148760.330578512,1,"E139","E64","NMRI",NA,NA,NA
"225","LM_0342",7,"a","P3aKUB","P3",53.4,57,2.2,93.6842105263158,6,10,11,6,8.25,75000,1,"E139","E64","NMRI",NA,NA,NA
"226","LM_0342",7,"b","P3bXFC","P3",46.5,55.6,1.14,83.6330935251799,3,1,2,3,2.25,39473.6842105263,1,"E139","E64","NMRI",NA,26.8867342101947,NA
"227","LM_0342",8,"a","P3aCXB","P3",52.6,57,NA,92.280701754386,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",NA,NA,NA
"228","LM_0342",8,"b","P3bEVY","P3",47.4,55.6,NA,85.2517985611511,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",-6.11,NA,"pos"
"229","LM_0342",9,"a","P3aSOX","P3",53,57,NA,92.9824561403509,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",NA,NA,NA
"230","LM_0342",10,"a","P3aYUI","P3",51.2,57,NA,89.8245614035088,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",NA,NA,NA
"231","LM_0342",11,"a","P3aXVS","P3",49.5,57,NA,86.8421052631579,NA,NA,NA,NA,NA,NA,NA,"E139","E64","NMRI",NA,NA,NA
"232","LM_0343",0,"a","P3aLTM","P3",59.8,59.8,NA,100,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"233","LM_0343",0,"b","P3bVAA","P3",56.5,56.5,NA,100,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"234","LM_0343",1,"a","P3aJRY","P3",56.8,59.8,NA,94.9832775919733,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"235","LM_0343",1,"b","P3bQJG","P3",55.2,56.5,NA,97.6991150442478,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"236","LM_0343",2,"a","P3aHAT","P3",56.7,59.8,NA,94.8160535117057,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"237","LM_0343",2,"b","P3bTEMP12","P3",55.1,56.5,NA,97.5221238938053,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"238","LM_0343",3,"a","P3aKPZ","P3",57.3,59.8,1.06,95.819397993311,0,0,0,0,0,0,1,"E139","UNI","NMRI",NA,NA,NA
"239","LM_0343",3,"b","P3bLNN","P3",54.2,56.5,NA,97.5221238938053,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"240","LM_0343",4,"a","P3aDTY","P3",56.2,59.8,2.77,93.9799331103679,0,0,0,0,0,0,1,"E139","UNI","NMRI",NA,NA,NA
"241","LM_0343",4,"b","P3bCTS","P3",55.1,56.5,NA,95.929203539823,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"242","LM_0343",5,"a","P3aWMM","P3",53.3,59.8,1.8,89.1304347826087,20,24,21,17,20.5,227777.777777778,1,"E139","UNI","NMRI",NA,NA,NA
"243","LM_0343",5,"b","P3bLOR","P3",54.6,56.5,1.8,97.5221238938053,0,0,0,0,0,0,1,"E139","UNI","NMRI",NA,NA,NA
"244","LM_0343",6,"a","P3aTSY","P3",51.6,59.8,0.86,86.2876254180602,66,68,64,61,64.75,1505813.95348837,1,"E139","UNI","NMRI",NA,NA,NA
"245","LM_0343",6,"b","P3bJVY","P3",54.3,56.5,2.02,96.1061946902655,0,0,0,0,0,0,1,"E139","UNI","NMRI",NA,NA,NA
"246","LM_0343",7,"a","P3aDJM","P3",51,59.8,1.13,85.2842809364548,6,5,4,3,4.5,79646.0176991151,1,"E139","UNI","NMRI",NA,NA,NA
"247","LM_0343",7,"b","P3bLAV","P3",54,56.5,2.25,95.5752212389381,0,0,0,0,0,0,1,"E139","UNI","NMRI",NA,NA,NA
"248","LM_0343",8,"a","P3aFUN","P3",50.4,59.8,NA,84.2809364548495,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"249","LM_0343",8,"b","P3bBQA","P3",52.9,56.5,1.62,93.6283185840708,0,0,0,0,0,0,1,"E139","UNI","NMRI",-8.44,19.2799309525011,"neg"
"250","LM_0343",9,"a","P3aBVL","P3",51.8,59.8,NA,86.6220735785953,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"251","LM_0343",10,"a","P3aCNK","P3",51.3,59.8,NA,85.7859531772575,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"252","LM_0343",10,"a","P3aCNK","P3",51.3,59.8,NA,85.7859531772575,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"253","LM_0343",11,"a","P3aABJ","P3",51.1,59.8,NA,85.4515050167224,NA,NA,NA,NA,NA,NA,NA,"E139","UNI","NMRI",NA,NA,NA
"254","LM_0344",0,"a","P3aZPZ","P3",51.4,51.4,NA,100,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"255","LM_0344",0,"b","P3bTIQ","P3",48.6,48.6,NA,100,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"256","LM_0344",1,"a","P3aKUI","P3",51.7,51.4,NA,100.583657587549,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"257","LM_0344",1,"b","P3bNZA","P3",47.8,48.6,NA,98.3539094650206,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"258","LM_0344",2,"a","P3aWEK","P3",52,51.4,NA,101.167315175097,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"259","LM_0344",2,"b","P3bTEMP13","P3",46.7,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"260","LM_0344",3,"a","P3aZTL","P3",51.6,51.4,NA,100.389105058366,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"261","LM_0344",3,"b","P3bXAK","P3",NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,3.67231170010524,NA
"262","LM_0344",4,"a","P3aDNK","P3",51.2,51.4,NA,99.6108949416343,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"263","LM_0344",4,"b","P3bPBP","P3",NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"264","LM_0344",5,"a","P3aDAL","P3",50.7,51.4,3.15,98.6381322957199,0,0,0,0,0,0,1,"UNI","E88","NMRI",NA,NA,NA
"265","LM_0344",5,"b","P3bZIB","P3",NA,48.6,NA,96.0905349794239,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"266","LM_0344",6,"a","P3aTOW","P3",50.2,51.4,1.4,97.6653696498055,0,0,0,0,0,0,1,"UNI","E88","NMRI",NA,NA,NA
"267","LM_0344",6,"b","P3bHSI","P3",NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"268","LM_0344",7,"a","P3aKXD","P3",50.1,51.4,1.35,97.4708171206226,0,0,0,0,0,0,1,"UNI","E88","NMRI",NA,NA,NA
"269","LM_0344",7,"b","P3bECK","P3",NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"270","LM_0344",8,"a","P3aQEO","P3",50,51.4,1.14,97.2762645914397,0,0,0,0,0,0,1,"UNI","E88","NMRI",NA,NA,NA
"271","LM_0344",8,"b","P3bWYF","P3",NA,48.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",-8.06,NA,"pos"
"272","LM_0344",9,"a","P3aIZU","P3",50,51.4,1.5,97.2762645914397,0,0,0,0,0,0,1,"UNI","E88","NMRI",NA,NA,NA
"273","LM_0344",10,"a","P3aOTL","P3",50.4,51.4,NA,98.0544747081712,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"274","LM_0344",11,"a","P3aVEB","P3",50,51.4,NA,97.2762645914397,NA,NA,NA,NA,NA,NA,NA,"UNI","E88","NMRI",NA,NA,NA
"275","LM_0345",0,"a","P3aHHB","P3",60.7,60.7,NA,100,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"276","LM_0345",0,"b","P3bMRS","P3",59.2,59.2,NA,100,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"277","LM_0345",1,"a","P3aRWR","P3",59,60.7,NA,97.1993410214168,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"278","LM_0345",1,"b","P3bERF","P3",58.2,59.2,NA,98.3108108108108,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"279","LM_0345",2,"a","P3aQGP","P3",58.8,60.7,NA,96.8698517298188,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"280","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"281","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"282","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"283","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"284","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"285","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"286","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"287","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"288","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"289","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"290","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"291","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"292","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"293","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"294","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"295","LM_0345",2,"b",NA,"P3",56.5,59.2,NA,95.4391891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"296","LM_0345",3,"a","P3aFKH","P3",58.5,60.7,NA,96.3756177924217,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"297","LM_0345",3,"b","P3bXXV","P3",57.9,59.2,3.55,95.4391891891892,0,0,0,0,0,0,1,"UNI","E64","NMRI",NA,NA,NA
"298","LM_0345",4,"a","P3aGFF","P3",58,60.7,NA,95.5518945634267,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"299","LM_0345",4,"b","P3bHYO","P3",56.7,59.2,2.13,97.8040540540541,2,2,2,4,2.5,23474.1784037559,1,"UNI","E64","NMRI",NA,NA,NA
"300","LM_0345",5,"a","P3aNMF","P3",57.3,60.7,4.04,94.3986820428336,0,0,0,0,0,0,1,"UNI","E64","NMRI",NA,NA,NA
"301","LM_0345",5,"b","P3bOKR","P3",57.9,59.2,2.02,95.777027027027,50,42,41,47,45,445544.554455446,1,"UNI","E64","NMRI",NA,NA,NA
"302","LM_0345",6,"a","P3aJGV","P3",56.7,60.7,2.58,93.4102141680395,0,0,0,0,0,0,1,"UNI","E64","NMRI",NA,NA,NA
"303","LM_0345",6,"b","P3bLFC","P3",55.3,59.2,1,93.4121621621621,56,64,49,57,56.5,1130000,1,"UNI","E64","NMRI",NA,NA,NA
"304","LM_0345",7,"a","P3aRJA","P3",56.7,60.7,4.4,93.4102141680395,0,0,0,0,0,0,1,"UNI","E64","NMRI",NA,NA,NA
"305","LM_0345",7,"b","P3bFYX","P3",54.8,59.2,1.96,92.5675675675675,98,92,82,79,87.75,895408.163265306,1,"UNI","E64","NMRI",NA,176.343595005784,NA
"306","LM_0345",8,"a","P3aPEE","P3",57.6,60.7,2.72,94.8929159802306,0,0,0,0,0,0,1,"UNI","E64","NMRI",NA,NA,NA
"307","LM_0345",8,"b","P3bIHD","P3",52.8,59.2,NA,89.1891891891892,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",-4.38,NA,"pos"
"308","LM_0345",9,"a","P3aCCY","P3",57.3,60.7,4.44,94.3986820428336,0,0,0,NA,0,NA,1,"UNI","E64","NMRI",NA,NA,NA
"309","LM_0345",10,"a","P3aYKY","P3",57.3,60.7,NA,94.3986820428336,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"310","LM_0345",11,"a","P3aCNK","P3",56.7,60.7,NA,93.4102141680395,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"311","LM_0345",11,"a","P3aCNK","P3",56.7,60.7,NA,93.4102141680395,NA,NA,NA,NA,NA,NA,NA,"UNI","E64","NMRI",NA,NA,NA
"312","LM_0346",0,"a","P3aANQ","P3",53.9,53.9,NA,100,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"313","LM_0346",0,"b","P3bIAU","P3",53.2,53.2,NA,100,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"314","LM_0346",1,"a","P3aDSK","P3",54.9,53.9,NA,101.855287569573,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"315","LM_0346",1,"b","P3bUYT","P3",52.7,53.2,NA,99.0601503759399,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"316","LM_0346",2,"a","P3aEXU","P3",53.5,53.9,NA,99.2578849721707,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"317","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"318","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"319","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"320","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"321","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
"322","LM_0346",2,"b",NA,"P3",51.7,53.2,NA,97.1804511278195,NA,NA,NA,NA,NA,NA,NA,"UNI","UNI","NMRI",NA,NA,NA
