"EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection"
"LM_0395","E10aETD","E10",14.65,15.38,95.2535760728219,0.56,3,"primary"
"LM_0395","E10aLQF","E10",14.47,15.38,94.0832249674902,0.6,4,"primary"
"LM_0395","E10aDGV","E10",14.58,15.38,94.7984395318596,0.62,5,"primary"
"LM_0395","E10aRFH","E10",14.94,15.38,97.1391417425228,0.66,6,"primary"
"LM_0395","E10aYFN","E10",15.29,15.38,99.4148244473342,0.89,7,"primary"
"LM_0395","E10aPON","E10",15.32,15.38,99.6098829648895,0.6,8,"primary"
"LM_0395","E10aPHT","E10",15.55,15.38,101.10533159948,0.66,9,"primary"
"LM_0395","E10aGEU","E10",15.62,15.38,101.560468140442,0.71,10,"primary"
"LM_0395","E10aMFX","E10",15.44,15.38,100.390117035111,0.49,11,"primary"
"LM_0396","E10aNJL","E10",17.64,17.64,100,NA,0,"primary"
"LM_0396","E10aVXC","E10",17.03,17.64,96.5419501133787,1.21,1,"primary"
"LM_0396","E10aNVX","E10",17.62,17.64,99.8866213151927,1.54,2,"primary"
"LM_0396","E10aYXX","E10",17.81,17.64,100.963718820862,1.71,3,"primary"
"LM_0396","E10aCQF","E10",17.44,17.64,98.8662131519275,1.98,4,"primary"
"LM_0396","E10aSLN","E10",17.95,17.64,101.757369614512,1.62,5,"primary"
"LM_0396","E10aUQM","E10",18.52,17.64,104.988662131519,1.46,6,"primary"
"LM_0396","E10aKJN","E10",17.69,17.64,100.283446712018,1.27,7,"primary"
"LM_0396","E10aLCS","E10",17.72,17.64,100.453514739229,0.8,8,"primary"
"LM_0396","E10aCWA","E10",18.17,17.64,103.004535147392,0.94,9,"primary"
"LM_0396","E10aEID","E10",17.56,17.64,99.546485260771,0.98,10,"primary"
"LM_0396","E10aPAU","E10",17.98,17.64,101.927437641723,0.98,11,"primary"
"LM_0397","E10aVNF","E10",18.45,18.45,100,NA,0,"primary"
"LM_0397","E10aTHK","E10",17.35,18.45,94.0379403794038,0.58,1,"primary"
"LM_0397","E10aERX","E10",17.36,18.45,94.0921409214092,0.7,2,"primary"
"LM_0397","E10aLYR","E10",17.38,18.45,94.2005420054201,0.65,3,"primary"
"LM_0397","E10aEVY","E10",17.47,18.45,94.6883468834688,0.92,4,"primary"
"LM_0397","E10aAHK","E10",17.81,18.45,96.5311653116531,1.35,5,"primary"
"LM_0397","E10aWQO","E10",17.95,18.45,97.289972899729,1.21,6,"primary"
"LM_0397","E10aXES","E10",18.15,18.45,98.3739837398374,1.25,7,"primary"
"LM_0397","E10aIFF","E10",18.04,18.45,97.7777777777778,1.12,8,"primary"
"LM_0397","E10aIKG","E10",18.67,18.45,101.192411924119,1.1,9,"primary"
"LM_0397","E10aBSE","E10",18.07,18.45,97.940379403794,0.83,10,"primary"
"LM_0397","E10aKWX","E10",18.02,18.45,97.6693766937669,0.69,11,"primary"
"LM_0398","E10aQRQ","E10",15.67,15.67,100,NA,0,"primary"
"LM_0398","E10aESZ","E10",16.35,15.67,104.339502233567,1.34,1,"primary"
"LM_0398","E10aLUW","E10",16.94,15.67,108.10465858328,1.33,2,"primary"
"LM_0398","E10aGMH","E10",16.93,15.67,108.040842373963,1.52,3,"primary"
"LM_0398","E10aZJS","E10",17.3,15.67,110.402042118698,1.44,4,"primary"
"LM_0398","E10aUZZ","E10",17.51,15.67,111.742182514359,1.25,5,"primary"
"LM_0398","E10aSOB","E10",17.46,15.67,111.423101467773,1.62,6,"primary"
"LM_0398","E10aRJY","E10",17.94,15.67,114.486279514997,1.98,7,"primary"
"LM_0398","E10aQSC.1","E10",17.91,15.67,114.294830887045,1.53,8,"primary"
"LM_0398","E10aIAU","E10",17.97,15.67,114.677728142948,1.67,9,"primary"
"LM_0398","E10aWCG","E10",17.81,15.67,113.656668793874,1.45,10,"primary"
"LM_0398","E10aQNV","E10",17.36,15.67,110.784939374601,1.55,11,"primary"
"LM_0399","E10aAQA","E10",15.27,15.27,100,NA,0,"primary"
"LM_0399","E10aGTL","E10",14.59,15.27,95.5468238375901,0.53,1,"primary"
"LM_0399","E10aRVA","E10",14.7,15.27,96.2671905697446,0.55,2,"primary"
"LM_0399","E10aQFC","E10",14.89,15.27,97.5114603798297,0.54,3,"primary"
"LM_0399","E10aSBP","E10",15.26,15.27,99.9345121152587,0.41,4,"primary"
"LM_0399","E10aIXJ","E10",15.03,15.27,98.4282907662083,0.94,5,"primary"
"LM_0399","E10aJFX","E10",15.26,15.27,99.9345121152587,0.9,6,"primary"
"LM_0399","E10aZAK","E10",15.45,15.27,101.178781925344,0.63,7,"primary"
"LM_0399","E10aPSW","E10",15.49,15.27,101.440733464309,0.7,8,"primary"
"LM_0399","E10aXCN","E10",15.86,15.27,103.863785199738,0.61,9,"primary"
"LM_0399","E10aUBS","E10",15.31,15.27,100.261951538965,0.6,10,"primary"
"LM_0399","E10aRHO","E10",15.36,15.27,100.589390962672,0.74,11,"primary"
"LM_0368","E10bSLC","E10",20.55,20.55,100,0.93,1,"challenge"
"LM_0368","E10bYQD","E10",19.93,20.55,96.9829683698297,2.03,3,"challenge"
"LM_0368","E10bZGP","E10",19.05,20.55,92.7007299270073,1.19,5,"challenge"
"LM_0368","E10bYFC","E10",19.66,20.55,95.669099756691,1.37,7,"challenge"
"LM_0368","E10bOZK","E10",19.92,20.55,96.9343065693431,1.17,4,"challenge"
"LM_0368","E10bDFW","E10",19.18,20.55,93.3333333333333,1.25,6,"challenge"
"LM_0368","E10bBWZ","E10",19.67,20.55,95.7177615571776,1.37,8,"challenge"
"LM_0368","E10bKVT","E10",20.26,20.55,98.5888077858881,1.88,2,"challenge"
"LM_0369","E10bVLS","E10",18.23,19.86,91.7925478348439,2.47,7,"challenge"
"LM_0369","E10bQJO","E10",19.21,19.86,96.7270896273918,1.24,2,"challenge"
"LM_0369","E10bSZL","E10",19.86,19.86,100,2.18,1,"challenge"
"LM_0369","E10bQBG","E10",18.14,19.86,91.3393756294058,1.13,8,"challenge"
"LM_0369","E10bKSO","E10",18.85,19.86,94.9144008056395,1.89,5,"challenge"
"LM_0369","E10bEDH","E10",18.34,19.86,92.3464249748238,1.36,4,"challenge"
"LM_0369","E10bZXG","E10",18.95,19.86,95.4179254783484,2.43,3,"challenge"
"LM_0369","E10bBAM","E10",18.5,19.86,93.1520644511581,1.9,6,"challenge"
"LM_0370","E10bRMO","E10",17.65,18.21,96.9247666117518,1.65,7,"challenge"
"LM_0370","E10bVIV","E10",18.05,18.21,99.1213618890719,1.18,8,"challenge"
"LM_0370","E10bCNW","E10",16.39,18.21,90.0054914881933,1.47,5,"challenge"
"LM_0370","E10bGSN","E10",17.49,18.21,96.0461285008237,1.14,6,"challenge"
"LM_0370","E10bZAD","E10",17.74,18.21,97.4190005491488,1.61,3,"challenge"
"LM_0370","E10bNJY","E10",18.22,18.21,100.054914881933,1.52,2,"challenge"
"LM_0370","E10bXTF","E10",18.21,18.21,100,1.43,1,"challenge"
"LM_0370","E10bAEM","E10",17.08,18.21,93.7946183415706,1.51,4,"challenge"
"LM_0372","E10bWMB","E10",21.54,24.73,87.1006874241812,1.09,7,"challenge"
"LM_0372","E10bFZA","E10",22.27,24.73,90.0525677315002,1.13,5,"challenge"
"LM_0372","E10bAHH","E10",21.3,24.73,86.1302062272543,0.8,8,"challenge"
"LM_0372","E10bDMH","E10",23.49,24.73,94.9858471492115,1.08,3,"challenge"
"LM_0372","E10bCBO","E10",23.77,24.73,96.1180752122928,1.68,6,"challenge"
"LM_0372","E10bUZM","E10",24.73,24.73,100,1.04,1,"challenge"
"LM_0372","E10bBKA","E10",23.13,24.73,93.5301253538213,0.9,4,"challenge"
"LM_0372","E10bZIH","E10",23.62,24.73,95.5115244642135,0.69,2,"challenge"
"LM_0373","E10bBXR","E10",23.91,27.22,87.8398236590742,0.7,5,"challenge"
"LM_0373","E10bEJZ","E10",21.75,27.22,79.9044819985305,0.13,8,"challenge"
"LM_0373","E10bIMN","E10",22.43,27.22,82.4026451138868,0.28,7,"challenge"
"LM_0373","E10bGYP","E10",22.74,27.22,83.5415135929464,0.8,6,"challenge"
"LM_0373","E10bIVO","E10",26.13,27.22,95.9955914768553,1.27,3,"challenge"
"LM_0373","E10bQUT","E10",25.99,27.22,95.4812637766348,1.25,4,"challenge"
"LM_0373","E10bSTP","E10",27.22,27.22,100,1.12,1,"challenge"
"LM_0373","E10bCZQ","E10",26.58,27.22,97.6487876561352,1.39,2,"challenge"
"LM_0375","E10bKZX","E10",15.51,15.77,98.3512999365885,1.15,3,"challenge"
"LM_0375","E10bZQX","E10",16.13,15.77,102.282815472416,1,6,"challenge"
"LM_0375","E10bLEJ","E10",15.29,15.77,96.9562460367787,1.01,5,"challenge"
"LM_0375","E10bFHY","E10",15.85,15.77,100.507292327204,0.84,4,"challenge"
"LM_0375","E10bVMB","E10",15.77,15.77,100,0.9,1,"challenge"
"LM_0375","E10bLFS","E10",12.66,15.77,80.2790107799619,0.26,8,"challenge"
"LM_0375","E10bFTF","E10",15.37,15.77,97.4635383639822,0.72,7,"challenge"
"LM_0375","E10bMFI","E10",16.12,15.77,102.219403931516,0.99,2,"challenge"
"LM_0376","E10bXZZ","E10",19.77,18.89,104.658549497088,1.17,7,"challenge"
"LM_0376","E10bNED","E10",18.89,18.89,100,1.3,1,"challenge"
"LM_0376","E10bUTC","E10",20.13,18.89,106.564319745897,1,3,"challenge"
"LM_0376","E10bGCI","E10",19.83,18.89,104.97617787189,1.45,5,"challenge"
"LM_0376","E10bERA","E10",19.55,18.89,103.493912122816,1.51,2,"challenge"
"LM_0376","E10bQSC","E10",19.96,18.89,105.66437268396,1.4,4,"challenge"
"LM_0376","E10bGFV","E10",19.99,18.89,105.823186871361,1.46,6,"challenge"
"LM_0376","E10bMVN","E10",19.66,18.89,104.076230809952,1.11,8,"challenge"
"LM_0377","E10bLQS","E10",17.77,18.51,96.0021609940572,1.63,8,"challenge"
"LM_0377","E10bVVZ","E10",18.67,18.51,100.864397622907,1.11,5,"challenge"
"LM_0377","E10bJLF","E10",18.28,18.51,98.7574284170718,1.32,7,"challenge"
"LM_0377","E10bWDE","E10",18.51,18.51,100,1.27,1,"challenge"
"LM_0377","E10bQPC","E10",18.85,18.51,101.836844948676,1.62,3,"challenge"
"LM_0377","E10bDBR","E10",18.22,18.51,98.4332793084819,1.22,2,"challenge"
"LM_0377","E10bVMF","E10",18.63,18.51,100.64829821718,1.59,4,"challenge"
"LM_0377","E10bUZY","E10",18.38,18.51,99.2976769313884,1.45,6,"challenge"
"LM_0379","E10bTSD","E10",17.21,16.59,103.737191078963,0.68,8,"challenge"
"LM_0379","E10bCYC","E10",16.33,16.59,98.4327908378541,1.13,6,"challenge"
"LM_0379","E10bJNY","E10",15.88,16.59,95.7203134418324,0.86,3,"challenge"
"LM_0379","E10bDEM","E10",16.07,16.59,96.8655816757083,1.02,7,"challenge"
"LM_0379","E10bKBF","E10",16.32,16.59,98.372513562387,1.01,2,"challenge"
"LM_0379","E10bDWZ","E10",16.59,16.59,100,1.13,1,"challenge"
"LM_0379","E10bBRI","E10",16.15,16.59,97.3477998794455,1.1,5,"challenge"
"LM_0379","E10bQYU","E10",16.29,16.59,98.1916817359855,0.75,4,"challenge"
"LM_0380","E10bVKF","E10",17.8,19.44,91.5637860082305,1.01,8,"challenge"
"LM_0380","E10bJVK","E10",18.05,19.44,92.8497942386831,1.06,7,"challenge"
"LM_0380","E10bSDV","E10",18.22,19.44,93.7242798353909,1.04,6,"challenge"
"LM_0380","E10bFPM","E10",19.44,19.44,100,1.36,1,"challenge"
"LM_0380","E10bAOU","E10",18.45,19.44,94.9074074074074,1.36,5,"challenge"
"LM_0380","E10bWFI","E10",19.09,19.44,98.1995884773663,1.21,4,"challenge"
"LM_0380","E10bKGF","E10",19.08,19.44,98.1481481481481,1.46,3,"challenge"
"LM_0380","E10bWPM","E10",19.16,19.44,98.559670781893,1.07,2,"challenge"
"LM_0385","E10bMTZ","E10",15.9,16.83,94.4741532976827,1.77,7,"challenge"
"LM_0385","E10bXOY","E10",15.57,16.83,92.5133689839572,1.75,6,"challenge"
"LM_0385","E10bTJP","E10",16.13,16.83,95.8407605466429,0.96,5,"challenge"
"LM_0385","E10bVSN","E10",16.33,16.83,97.0291146761735,1.76,4,"challenge"
"LM_0385","E10bPNK","E10",15.88,16.83,94.3553178847297,1.64,8,"challenge"
"LM_0385","E10bMHK","E10",16.7,16.83,99.2275698158051,2.07,3,"challenge"
"LM_0385","E10bOPZ","E10",16.51,16.83,98.0986333927511,1.76,2,"challenge"
"LM_0385","E10bBJK","E10",16.83,16.83,100,1.54,1,"challenge"
"LM_0389","E10bLQI","E10",19.97,18.91,105.60549973559,1.33,5,"challenge"
"LM_0389","E10bCTL","E10",20.06,18.91,106.081438392385,1.8,4,"challenge"
"LM_0389","E10bVXW","E10",19.64,18.91,103.86039132734,1.07,8,"challenge"
"LM_0389","E10bPZH","E10",19.57,18.91,103.490216816499,1.28,7,"challenge"
"LM_0389","E10bSZV","E10",19.42,18.91,102.69698572184,1.64,2,"challenge"
"LM_0389","E10bNPL","E10",19.64,18.91,103.86039132734,1.49,6,"challenge"
"LM_0389","E10bFDU","E10",19.52,18.91,103.225806451613,1.38,3,"challenge"
"LM_0389","E10bWMA","E10",18.91,18.91,100,1.49,1,"challenge"
"LM_0392","E10bWDE.1","E10",28.49,28.98,98.3091787439613,1.82,3,"challenge"
"LM_0392","E10bVWS","E10",28.44,28.98,98.1366459627329,1.76,5,"challenge"
"LM_0392","E10bOKS","E10",28.44,28.98,98.1366459627329,1.4,7,"challenge"
"LM_0392","E10bZNH","E10",28.58,28.98,98.6197377501725,1.55,6,"challenge"
"LM_0392","E10bYZU","E10",28.74,28.98,99.1718426501035,1.54,8,"challenge"
"LM_0392","E10bSZX","E10",28.39,28.98,97.9641131815045,1.88,2,"challenge"
"LM_0392","E10bCBB","E10",28.25,28.98,97.4810213940649,1.8,4,"challenge"
"LM_0392","E10bQUW","E10",28.98,28.98,100,1.63,1,"challenge"
"LM_0393","E10bXHF","E10",19.68,19.68,100,1.71,1,"challenge"
"LM_0393","E10bOVS","E10",19.49,19.68,99.0345528455284,1.26,3,"challenge"
"LM_0393","E10bYSJ","E10",19.1,19.68,97.0528455284553,1.37,5,"challenge"
"LM_0393","E10bEEB","E10",19.17,19.68,97.4085365853659,1.27,7,"challenge"
"LM_0393","E10bVKD.1","E10",19.1,19.68,97.0528455284553,1.26,4,"challenge"
"LM_0393","E10bQTG","E10",19.22,19.68,97.6626016260163,0.72,6,"challenge"
"LM_0393","E10bOET","E10",19.55,19.68,99.3394308943089,1.16,8,"challenge"
"LM_0393","E10bGBB","E10",19.48,19.68,98.9837398373984,1.42,2,"challenge"
"LM_0394","E10bCQA","E10",18.46,18.23,101.261656609984,1.14,7,"challenge"
"LM_0394","E10bABE","E10",18.29,18.23,100.3291278113,1.45,2,"challenge"
"LM_0394","E10bCWZ","E10",18.23,18.23,100,1.67,1,"challenge"
"LM_0394","E10bXCZ","E10",19.11,18.23,104.827207899067,1.08,8,"challenge"
"LM_0394","E10bMSM","E10",18.13,18.23,99.4514536478332,1.17,5,"challenge"
"LM_0394","E10bDFU","E10",18.37,18.23,100.767964893033,1.5,4,"challenge"
"LM_0394","E10bJTJ","E10",17.81,18.23,97.6961053208996,1.5,3,"challenge"
"LM_0394","E10bGDN","E10",18.25,18.23,100.109709270433,0.96,6,"challenge"
"LM_0395","E10bYFN","E10",17.18,16.91,101.596688350089,0.96,7,"challenge"
"LM_0395","E10bPON","E10",17.74,16.91,104.908338261384,0.91,8,"challenge"
"LM_0395","E10bDGV","E10",17.22,16.91,101.833234772324,1.26,5,"challenge"
"LM_0395","E10bRFH","E10",17.27,16.91,102.128917800118,0.98,6,"challenge"
"LM_0395","E10bETD","E10",17,16.91,100.53222945003,1.18,3,"challenge"
"LM_0395","E10bWYZ","E10",16.96,16.91,100.295683027794,1.19,2,"challenge"
"LM_0395","E10bZYB","E10",16.91,16.91,100,1.38,1,"challenge"
"LM_0395","E10bLQF","E10",17.42,16.91,103.015966883501,1.23,4,"challenge"
"LM_0396","E10bKJN","E10",19.54,19.59,99.7447677386421,1.4,7,"challenge"
"LM_0396","E10bSLN","E10",19.26,19.59,98.3154670750383,1.72,5,"challenge"
"LM_0396","E10bLCS","E10",19.85,19.59,101.327207759061,1.05,8,"challenge"
"LM_0396","E10bYXX","E10",19.8,19.59,101.071975497703,1.59,3,"challenge"
"LM_0396","E10bUQM","E10",18.86,19.59,96.2736089841756,1.69,6,"challenge"
"LM_0396","E10bVXC","E10",19.59,19.59,100,1.57,1,"challenge"
"LM_0396","E10bCQF","E10",19.36,19.59,98.825931597754,1.44,4,"challenge"
"LM_0396","E10bNVX","E10",19.25,19.59,98.2644206227667,1.94,2,"challenge"
"LM_0397","E10bAHK","E10",17.93,20.16,88.9384920634921,1.02,5,"challenge"
"LM_0397","E10bIFF","E10",20.45,20.16,101.438492063492,1.11,8,"challenge"
"LM_0397","E10bXES","E10",19.79,20.16,98.1646825396825,1.41,7,"challenge"
"LM_0397","E10bWQO","E10",18.91,20.16,93.7996031746032,1.27,6,"challenge"
"LM_0397","E10bLYR","E10",20.35,20.16,100.94246031746,1.3,3,"challenge"
"LM_0397","E10bEVY","E10",19.02,20.16,94.3452380952381,1.78,4,"challenge"
"LM_0397","E10bTHK","E10",20.16,20.16,100,1.81,1,"challenge"
"LM_0397","E10bERX","E10",20.51,20.16,101.736111111111,1.2,2,"challenge"
"LM_0398","E10bGMH","E10",19.45,18.42,105.591748099891,1.31,3,"challenge"
"LM_0398","E10bSOB","E10",18.6,18.42,100.977198697068,1.16,6,"challenge"
"LM_0398","E10bUZZ","E10",19.11,18.42,103.745928338762,1.09,5,"challenge"
"LM_0398","E10bZJS","E10",19.41,18.42,105.374592833876,1.32,4,"challenge"
"LM_0398","E10bESZ","E10",18.42,18.42,100,1.22,1,"challenge"
"LM_0398","E10bQSC.1","E10",18.48,18.42,100.325732899023,0.9,8,"challenge"
"LM_0398","E10bRJY","E10",19.06,18.42,103.474484256243,1.18,7,"challenge"
"LM_0398","E10bLUW","E10",18.97,18.42,102.985884907709,1.08,2,"challenge"
"LM_0399","E10bZAK","E10",15.78,17.67,89.3039049235993,0.86,7,"challenge"
"LM_0399","E10bGTL","E10",17.67,17.67,100,0.63,1,"challenge"
"LM_0399","E10bQFC","E10",17.07,17.67,96.6044142614601,0.75,3,"challenge"
"LM_0399","E10bIXJ","E10",16.84,17.67,95.3027730616865,0.56,5,"challenge"
"LM_0399","E10bRVA","E10",17.15,17.67,97.0571590265987,0.82,2,"challenge"
"LM_0399","E10bSBP","E10",17,17.67,96.2082625919638,1.09,4,"challenge"
"LM_0399","E10bJFX","E10",16.58,17.67,93.8313525749858,0.8,6,"challenge"
"LM_0399","E10bPSW","E10",14.35,17.67,81.2110922467459,0.26,8,"challenge"
