"","experiment","labels","EH_ID","dpi","weight","batch","relative_weight","weight_dpi0","feces_weight","infection_history","primary_infection","challenge_infection","mouse_strain","sex","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","OPG","dilution"
"312","E10","E10aVVZ","LM_0377",5,16.19,"a",89.8446170921199,18.02,1.19,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,106,104,111,112,108.25,909663.865546219,1
"313","E10","E10aVWS","LM_0392",5,24.97,"a",102.714932126697,24.31,1.25,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"314","E10","E10aVXC","LM_0396",1,17.03,"a",96.5419501133787,17.64,1.21,"UNI:E64","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"315","E10","E10aVXQ","LM_0374",4,14.91,"a",86.3346844238564,17.27,1,"E64:E88","E64",NA,"PWD_PWD",NA,7,12,7,7,8.25,82500,1
"316","E10","E10aVXW","LM_0389",8,17.29,"a",88.8032871083719,19.47,0.53,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,12,18,12,16,14.5,273584.905660377,1
"317","E10","E10aVYG","LM_0381",2,14.79,"a",99.9324324324324,14.8,1.19,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"318","E10","E10aWCG","LM_0398",10,17.81,"a",113.656668793874,15.67,1.45,"UNI:E88","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"319","E10","E10aWDE","LM_0377",1,17.98,"a",99.7780244173141,18.02,1.09,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"320","E10","E10aWDE.1","LM_0392",3,23.54,"a",96.8325791855204,24.31,1.19,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"321","E10","E10aWDM","LM_0378",7,NA,"a",NA,15.36,NA,"E64:UNI","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"322","E10","E10aWFI","LM_0380",4,20.86,"a",105.247225025227,19.82,1.54,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"323","E10","E10aWGZ","LM_0371",11,NA,"a",NA,16.15,NA,"E64:E64","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"324","E10","E10aWJG","LM_0370",0,16.25,"a",100,16.25,NA,"E64:E64","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"325","E10","E10aWMA","LM_0389",1,18.85,"a",96.8156137647663,19.47,0.97,"E88:UNI","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"326","E10","E10aWMB","LM_0372",7,20.89,"a",91.3423699169217,22.87,1.42,"E64:E88","E64",NA,"SCHUNT_SCHUNT",NA,9,7,18,12,11.5,80985.9154929577,1
"327","E10","E10aWOX","LM_0382",9,14.85,"a",82.6837416481069,17.96,0.14,"E88:E88","E88",NA,"PWD_PWD",NA,32,29,15,26,25.5,1821428.57142857,1
"328","E10","E10aWPM","LM_0380",2,20.88,"a",105.348133198789,19.82,1.82,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"329","E10","E10aWQA","LM_0370",9,17.93,"a",110.338461538462,16.25,1.44,"E64:E64","E64",NA,"PWD_PWD",NA,3,3,1,3,2.5,17361.1111111111,1
"330","E10","E10aWQO","LM_0397",6,17.95,"a",97.289972899729,18.45,1.21,"UNI:E64","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"331","E10","E10aWQO.1","LM_0373",10,22.99,"a",91.8130990415336,25.04,1.64,"E64:E88","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"332","E10","E10aWWH","LM_0384",8,16.19,"a",83.9730290456432,19.28,0.56,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,11,16,4,14,11.25,200892.857142857,1
"333","E10","E10aWYZ","LM_0395",2,14.52,"a",94.408322496749,15.38,0.65,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"334","E10","E10aXBI","LM_0384",6,18.48,"a",95.850622406639,19.28,1.18,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,2,1,1,6,2.5,21186.4406779661,1
"335","E10","E10aXCI","LM_0391",2,14.28,"a",90.7819453273999,15.73,1.26,"E88:UNI","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"336","E10","E10aXCN","LM_0399",9,15.86,"a",103.863785199738,15.27,0.61,"UNI:E88","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"337","E10","E10aXCZ","LM_0394",8,16.73,"a",115.538674033149,14.48,0.8,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"338","E10","E10aXES","LM_0397",7,18.15,"a",98.3739837398374,18.45,1.25,"UNI:E64","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"339","E10","E10aXHF","LM_0393",1,17.48,"a",103.005303476724,16.97,0.58,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"340","E10","E10aXIP","LM_0386",9,13.65,"a",80.7692307692308,16.9,NA,"E88:E64","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"341","E10","E10aXOY","LM_0385",6,16.17,"a",103.653846153846,15.6,0.84,"E88:E64","E88",NA,"SCHUNT_SCHUNT",NA,0,0,0,1,0.25,2976.19047619048,1
"342","E10","E10aXTF","LM_0370",1,16.49,"a",101.476923076923,16.25,1,"E64:E64","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"343","E10","E10aXVU","LM_0392",9,25.6,"a",105.306458247635,24.31,1.63,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"344","E10","E10aXZQ","LM_0382",8,14.97,"a",83.3518930957684,17.96,0.27,"E88:E88","E88",NA,"PWD_PWD",NA,25,22,33,39,29.75,1101851.85185185,1
"345","E10","E10aXZT","LM_0369",0,19.22,"a",100,19.22,NA,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,NA
"346","E10","E10aXZZ","LM_0376",7,16.26,"a",91.5025323579066,17.77,1.17,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,6,7,9,4,6.5,55555.5555555556,1
"347","E10","E10aYFC","LM_0368",7,19.89,"a",92.4686192468619,21.51,0.94,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,14,11,23,8,14,148936.170212766,1
"348","E10","E10aYFE","LM_0383",6,14.05,"a",100.071225071225,14.04,1,"E88:E88","E88",NA,"PWD_PWD",NA,9,2,4,10,6.25,62500,1
"349","E10","E10aYFE.1","LM_0371",10,NA,"a",NA,16.15,NA,"E64:E64","E64",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"350","E10","E10aYFN","LM_0395",7,15.29,"a",99.4148244473342,15.38,0.89,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"351","E10","E10aYFO","LM_0393",0,16.97,"a",100,16.97,NA,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,NA
"352","E10","E10aYHQ","LM_0387",2,12.41,"a",87.6412429378531,14.16,0.58,"E88:E64","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"353","E10","E10aYJX","LM_0376",11,16.87,"a",94.9352841868318,17.77,1.11,"E64:UNI","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"354","E10","E10aYKG","LM_0369",9,17.37,"a",90.3746097814776,19.22,1.93,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"355","E10","E10aYKI","LM_0390",4,16.23,"a",99.4485294117647,16.32,1.12,"E88:UNI","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"356","E10","E10aYOG","LM_0390",11,NA,"a",NA,16.32,NA,"E88:UNI","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"357","E10","E10aYOK","LM_0368",11,20.99,"a",97.582519758252,21.51,1.65,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"358","E10","E10aYQD","LM_0368",3,20.86,"a",96.978149697815,21.51,1.29,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"359","E10","E10aYQU","LM_0383",5,13.36,"a",95.1566951566952,14.04,0.86,"E88:E88","E88",NA,"PWD_PWD",NA,16,15,10,10,12.75,148255.813953488,1
"360","E10","E10aYRA","LM_0374",3,15.88,"a",91.9513607411697,17.27,0.86,"E64:E88","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"361","E10","E10aYSJ","LM_0393",5,17.8,"a",104.89098408957,16.97,1.51,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"362","E10","E10aYWJ","LM_0382",0,17.96,"a",100,17.96,NA,"E88:E88","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"363","E10","E10aYXX","LM_0396",3,17.81,"a",100.963718820862,17.64,1.71,"UNI:E64","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"364","E10","E10aYYC","LM_0382",4,17.19,"a",95.7126948775056,17.96,0.84,"E88:E88","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"365","E10","E10aYZU","LM_0392",8,25.42,"a",104.566022213081,24.31,1.8,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"366","E10","E10aZAD","LM_0370",3,16.62,"a",102.276923076923,16.25,1.09,"E64:E64","E64",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"367","E10","E10aZAK","LM_0399",7,15.45,"a",101.178781925344,15.27,0.63,"UNI:E88","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"368","E10","E10aZGP","LM_0368",5,18.37,"a",85.4021385402139,21.51,0.59,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,10,10,15,23,14.5,245762.711864407,1
"369","E10","E10aZIH","LM_0372",2,23.07,"a",100.8745080892,22.87,1.42,"E64:E88","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"370","E10","E10aZIW","LM_0395",0,15.38,"a",100,15.38,NA,"UNI:UNI","UNI",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,NA
"371","E10","E10aZJS","LM_0398",4,17.3,"a",110.402042118698,15.67,1.44,"UNI:E88","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"372","E10","E10aZKY","LM_0378",4,13.56,"a",88.28125,15.36,1.44,"E64:UNI","E64",NA,"PWD_PWD",NA,4,5,7,4,5,34722.2222222222,1
"373","E10","E10aZLC","LM_0381",11,NA,"a",NA,14.8,NA,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,1
"374","E10","E10aZNH","LM_0392",6,25.39,"a",104.442616207322,24.31,1.29,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"375","E10","E10aZQR","LM_0383",10,NA,"a",NA,14.04,NA,"E88:E88","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"376","E10","E10aZQX","LM_0375",6,12.87,"a",85.5149501661129,15.05,1.82,"E64:E88","E64",NA,"PWD_PWD",NA,247,202,254,192,223.75,1229395.6043956,1
"377","E10","E10aZSP","LM_0387",11,NA,"a",NA,14.16,NA,"E88:E64","E88",NA,"PWD_PWD",NA,NA,NA,NA,NA,NA,NA,1
"378","E10","E10aZTI","LM_0386",1,16.37,"a",96.8639053254438,16.9,0.99,"E88:E64","E88",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"379","E10","E10aZTV","LM_0394",10,16.83,"a",116.229281767956,14.48,0.76,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"380","E10","E10aZVP","LM_0392",11,26.01,"a",106.993006993007,24.31,1.42,"UNI:UNI","UNI",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"381","E10","E10aZWW","LM_0381",10,NA,"a",NA,14.8,NA,"E88:E88","E88",NA,"SCHUNT_SCHUNT",NA,NA,NA,NA,NA,NA,NA,1
"382","E10","E10aZXG","LM_0369",3,18.06,"a",93.9646201873049,19.22,2.3,"E64:E64","E64",NA,"SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"383","E10","E10aZYB","LM_0395",1,14.34,"a",93.2379713914174,15.38,1.04,"UNI:UNI","UNI",NA,"PWD_PWD",NA,0,0,0,0,0,0,1
"384","E10","E10aZYQ","LM_0391",5,13.27,"a",84.3610934520025,15.73,0.96,"E88:UNI","E88",NA,"PWD_PWD",NA,31,38,28,26,30.75,320312.5,1
"385","E10","E10bABE","LM_0394",2,18.29,"b",100.3291278113,18.23,1.45,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"386","E10","E10bAEM","LM_0370",4,17.08,"b",93.7946183415706,18.21,1.51,"E64:E64",NA,"E64","PWD_PWD",NA,0,0,0,0,0,0,1
"387","E10","E10bAHH","LM_0372",8,21.3,"b",86.1302062272543,24.73,0.8,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,35,55,50,35,43.75,546875,1
"388","E10","E10bAHK","LM_0397",5,17.93,"b",88.9384920634921,20.16,1.02,"UNI:E64",NA,"E64","PWD_PWD",NA,59,74,74,72,69.75,683823.529411765,1
"389","E10","E10bAOU","LM_0380",5,18.45,"b",94.9074074074074,19.44,1.36,"E88:E88",NA,"E88","SCHUNT_SCHUNT",NA,51,53,34,51,47.25,347426.470588235,1
"390","E10","E10bBAM","LM_0369",6,18.5,"b",93.1520644511581,19.86,1.9,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,6,3,4,6,4.75,25000,1
"391","E10","E10bBJK","LM_0385",1,16.83,"b",100,16.83,1.54,"E88:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"392","E10","E10bBKA","LM_0372",4,23.13,"b",93.5301253538213,24.73,0.9,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"393","E10","E10bBRI","LM_0379",5,16.15,"b",97.3477998794455,16.59,1.1,"E64:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"394","E10","E10bBWZ","LM_0368",8,19.67,"b",95.7177615571776,20.55,1.37,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"395","E10","E10bBXR","LM_0373",5,23.91,"b",87.8398236590742,27.22,0.7,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"396","E10","E10bCBB","LM_0392",4,28.25,"b",97.4810213940649,28.98,1.8,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"397","E10","E10bCBO","LM_0372",6,23.77,"b",96.1180752122928,24.73,1.68,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,76,104,118,145,110.75,659226.190476191,1
"398","E10","E10bCNW","LM_0370",5,16.39,"b",90.0054914881933,18.21,1.47,"E64:E64",NA,"E64","PWD_PWD",NA,96,96,59,97,87,591836.734693878,1
"399","E10","E10bCQA","LM_0394",7,18.46,"b",101.261656609984,18.23,1.14,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"400","E10","E10bCQF","LM_0396",4,19.36,"b",98.825931597754,19.59,1.44,"UNI:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"401","E10","E10bCTL","LM_0389",4,20.06,"b",106.081438392385,18.91,1.8,"E88:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"402","E10","E10bCWZ","LM_0394",1,18.23,"b",100,18.23,1.67,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"403","E10","E10bCYC","LM_0379",6,16.33,"b",98.4327908378541,16.59,1.13,"E64:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"404","E10","E10bCZQ","LM_0373",2,26.58,"b",97.6487876561352,27.22,1.39,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"405","E10","E10bDBR","LM_0377",2,18.22,"b",98.4332793084819,18.51,1.22,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"406","E10","E10bDEM","LM_0379",7,16.07,"b",96.8655816757083,16.59,1.02,"E64:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"407","E10","E10bDFU","LM_0394",4,18.37,"b",100.767964893033,18.23,1.5,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"408","E10","E10bDFW","LM_0368",6,19.18,"b",93.3333333333333,20.55,1.25,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,1,4,3,1,2.25,18000,1
"409","E10","E10bDGV","LM_0395",5,17.22,"b",101.833234772324,16.91,1.26,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"410","E10","E10bDMH","LM_0372",3,23.49,"b",94.9858471492115,24.73,1.08,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"411","E10","E10bDWZ","LM_0379",1,16.59,"b",100,16.59,1.13,"E64:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"412","E10","E10bEDH","LM_0369",4,18.34,"b",92.3464249748238,19.86,1.36,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"413","E10","E10bEEB","LM_0393",7,19.17,"b",97.4085365853659,19.68,1.27,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"414","E10","E10bEJZ","LM_0373",8,21.75,"b",79.9044819985305,27.22,0.13,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,2,3,5,4,3.5,269230.769230769,1
"415","E10","E10bERA","LM_0376",2,19.55,"b",103.493912122816,18.89,1.51,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"416","E10","E10bERX","LM_0397",2,20.51,"b",101.736111111111,20.16,1.2,"UNI:E64",NA,"E64","PWD_PWD",NA,0,0,0,0,0,0,1
"417","E10","E10bESZ","LM_0398",1,18.42,"b",100,18.42,1.22,"UNI:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"418","E10","E10bETD","LM_0395",3,17,"b",100.53222945003,16.91,1.18,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"419","E10","E10bEVY","LM_0397",4,19.02,"b",94.3452380952381,20.16,1.78,"UNI:E64",NA,"E64","PWD_PWD",NA,0,0,0,0,0,0,1
"420","E10","E10bFDU","LM_0389",3,19.52,"b",103.225806451613,18.91,1.38,"E88:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"421","E10","E10bFHY","LM_0375",4,15.85,"b",100.507292327204,15.77,0.84,"E64:E88",NA,"E88","PWD_PWD",NA,0,0,0,0,0,0,1
"422","E10","E10bFPM","LM_0380",1,19.44,"b",100,19.44,1.36,"E88:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"423","E10","E10bFTF","LM_0375",7,15.37,"b",97.4635383639822,15.77,0.72,"E64:E88",NA,"E88","PWD_PWD",NA,13,16,13,14,14,194444.444444444,1
"424","E10","E10bFZA","LM_0372",5,22.27,"b",90.0525677315002,24.73,1.13,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,44,31,43,54,43,380530.973451327,1
"425","E10","E10bGBB","LM_0393",2,19.48,"b",98.9837398373984,19.68,1.42,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"426","E10","E10bGCI","LM_0376",5,19.83,"b",104.97617787189,18.89,1.45,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"427","E10","E10bGDN","LM_0394",6,18.25,"b",100.109709270433,18.23,0.96,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"428","E10","E10bGFV","LM_0376",6,19.99,"b",105.823186871361,18.89,1.46,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"429","E10","E10bGMH","LM_0398",3,19.45,"b",105.591748099891,18.42,1.31,"UNI:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"430","E10","E10bGSN","LM_0370",6,17.49,"b",96.0461285008237,18.21,1.14,"E64:E64",NA,"E64","PWD_PWD",NA,75,80,83,56,73.5,644736.842105263,1
"431","E10","E10bGTL","LM_0399",1,17.67,"b",100,17.67,0.63,"UNI:E88",NA,"E88","PWD_PWD",NA,0,0,0,0,0,0,1
"432","E10","E10bGYP","LM_0373",6,22.74,"b",83.5415135929464,27.22,0.8,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,67,73,53,45,59.5,743750,1
"433","E10","E10bIFF","LM_0397",8,20.45,"b",101.438492063492,20.16,1.11,"UNI:E64",NA,"E64","PWD_PWD",NA,29,15,20,18,20.5,184684.684684685,1
"434","E10","E10bIMN","LM_0373",7,22.43,"b",82.4026451138868,27.22,0.28,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,1,2,3,1,1.75,62500,1
"435","E10","E10bIVO","LM_0373",3,26.13,"b",95.9955914768553,27.22,1.27,"E64:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"436","E10","E10bIXJ","LM_0399",5,16.84,"b",95.3027730616865,17.67,0.56,"UNI:E88",NA,"E88","PWD_PWD",NA,28,23,30,26,26.75,477678.571428571,1
"437","E10","E10bJFX","LM_0399",6,16.58,"b",93.8313525749858,17.67,0.8,"UNI:E88",NA,"E88","PWD_PWD",NA,0,0,0,0,0,0,1
"438","E10","E10bJLF","LM_0377",7,18.28,"b",98.7574284170718,18.51,1.32,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"439","E10","E10bJNY","LM_0379",3,15.88,"b",95.7203134418324,16.59,0.86,"E64:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"440","E10","E10bJTJ","LM_0394",3,17.81,"b",97.6961053208996,18.23,1.5,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"441","E10","E10bJVK","LM_0380",7,18.05,"b",92.8497942386831,19.44,1.06,"E88:E88",NA,"E88","SCHUNT_SCHUNT",NA,16,30,11,17,18.5,174528.301886792,1
"442","E10","E10bKBF","LM_0379",2,16.32,"b",98.372513562387,16.59,1.01,"E64:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"443","E10","E10bKGF","LM_0380",3,19.08,"b",98.1481481481481,19.44,1.46,"E88:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"444","E10","E10bKJN","LM_0396",7,19.54,"b",99.7447677386421,19.59,1.4,"UNI:E64",NA,"E64","SCHUNT_SCHUNT",NA,39,33,20,33,31.25,223214.285714286,1
"445","E10","E10bKSO","LM_0369",5,18.85,"b",94.9144008056395,19.86,1.89,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,21,24,28,28,25.25,133597.883597884,1
"446","E10","E10bKVT","LM_0368",2,20.26,"b",98.5888077858881,20.55,1.88,"E64:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"447","E10","E10bKZX","LM_0375",3,15.51,"b",98.3512999365885,15.77,1.15,"E64:E88",NA,"E88","PWD_PWD",NA,0,0,0,0,0,0,1
"448","E10","E10bLCS","LM_0396",8,19.85,"b",101.327207759061,19.59,1.05,"UNI:E64",NA,"E64","SCHUNT_SCHUNT",NA,2,1,0,1,1,9523.80952380952,1
"449","E10","E10bLEJ","LM_0375",5,15.29,"b",96.9562460367787,15.77,1.01,"E64:E88",NA,"E88","PWD_PWD",NA,0,0,0,0,0,0,1
"450","E10","E10bLFS","LM_0375",8,12.66,"b",80.2790107799619,15.77,0.26,"E64:E88",NA,"E88","PWD_PWD",NA,14,23,15,15,16.75,644230.769230769,1
"451","E10","E10bLQF","LM_0395",4,17.42,"b",103.015966883501,16.91,1.23,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"452","E10","E10bLQI","LM_0389",5,19.97,"b",105.60549973559,18.91,1.33,"E88:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"453","E10","E10bLQS","LM_0377",8,17.77,"b",96.0021609940572,18.51,1.63,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"454","E10","E10bLUW","LM_0398",2,18.97,"b",102.985884907709,18.42,1.08,"UNI:E88",NA,"E88","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"455","E10","E10bLYR","LM_0397",3,20.35,"b",100.94246031746,20.16,1.3,"UNI:E64",NA,"E64","PWD_PWD",NA,0,0,0,0,0,0,1
"456","E10","E10bMFI","LM_0375",2,16.12,"b",102.219403931516,15.77,0.99,"E64:E88",NA,"E88","PWD_PWD",NA,0,0,0,0,0,0,1
"457","E10","E10bMHK","LM_0385",3,16.7,"b",99.2275698158051,16.83,2.07,"E88:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"458","E10","E10bMSM","LM_0394",5,18.13,"b",99.4514536478332,18.23,1.17,"UNI:UNI",NA,"UNI","PWD_PWD",NA,0,0,0,0,0,0,1
"459","E10","E10bMTZ","LM_0385",7,15.9,"b",94.4741532976827,16.83,1.77,"E88:E64",NA,"E64","SCHUNT_SCHUNT",NA,4,4,3,3,3.5,19774.011299435,1
"460","E10","E10bMVN","LM_0376",8,19.66,"b",104.076230809952,18.89,1.11,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"461","E10","E10bNED","LM_0376",1,18.89,"b",100,18.89,1.3,"E64:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"462","E10","E10bNJY","LM_0370",2,18.22,"b",100.054914881933,18.21,1.52,"E64:E64",NA,"E64","PWD_PWD",NA,0,0,0,0,0,0,1
"463","E10","E10bNPL","LM_0389",6,19.64,"b",103.86039132734,18.91,1.49,"E88:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"464","E10","E10bNVX","LM_0396",2,19.25,"b",98.2644206227667,19.59,1.94,"UNI:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"465","E10","E10bOET","LM_0393",8,19.55,"b",99.3394308943089,19.68,1.16,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"466","E10","E10bOKS","LM_0392",7,28.44,"b",98.1366459627329,28.98,1.4,"UNI:UNI",NA,"UNI","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
"467","E10","E10bOPZ","LM_0385",2,16.51,"b",98.0986333927511,16.83,1.76,"E88:E64",NA,"E64","SCHUNT_SCHUNT",NA,0,0,0,0,0,0,1
