"EH_ID","IFNy","experiment"
"LM_0352",566.870157402793,"P4"
"LM_0353",459.582673472966,"P4"
"LM_0354",256.089697167021,"P4"
"LM_0355",275.954929080042,"P4"
"LM_0356",238.721489574293,"P4"
"LM_0357",179.401561539756,"P4"
"LM_0358",79.8828764448402,"P4"
"LM_0359",271.95186278651,"P4"
"LM_0361",243.699389206344,"P4"
"LM_0363",189.494373803639,"P4"
"LM_0364",493.723185018014,"P4"
"LM_0365",875.6170169286,"P4"
"LM_0367",651.114694297031,"P4"
