EH_ID,Target,Value,Quality,Call
AA0806,IDO1,17.1071006171314,0.683074022804418,Pass
AA0106,IDO1,24.2963422005585,1,Pass
AA0805,IDO1,19.6581725973707,1,Pass
AA0090,IDO1,999,0,Flag
AA0804,IDO1,17.4422509545266,1,Pass
AA0209,IDO1,22.0476576105574,1,Pass
AA0806,IDO1,13.123200982607,0.636432425404441,Flag
AA0106,IDO1,23.7270786685283,1,Pass
AA0805,IDO1,19.8119875841822,0.98690157789633,Pass
AA0090,IDO1,25.0565733330061,1,Pass
AA0804,IDO1,17.3362541618689,0.99104641463658,Pass
AA0209,IDO1,24.3743371846291,0.866309216623141,Pass
AA0549,IDO1,10.8835167050473,0.691071997333643,Pass
AA0130,IDO1,11.1913645664077,0.715907491297094,Pass
AA0550,IDO1,12.7525098562251,0.504524469106606,Flag
AA0437,IDO1,10.866519295593,0.928599413748693,Pass
AA0538,IDO1,12.5630364946415,0.964811385417274,Pass
AA0086,IDO1,12.3978304240755,0.850076890891786,Pass
AA0549,IDO1,11.5155959010727,0.590154937256545,Flag
AA0130,IDO1,11.316628738258,0.714614965883325,Pass
AA0550,IDO1,12.8884942339607,0.565611846812306,Flag
AA0437,IDO1,11.0807029473594,0.747680733933914,Pass
AA0538,IDO1,12.5450080982145,0.947941903989656,Pass
AA0086,IDO1,12.2518334854331,0.82928780841857,Pass
AA0838,IDO1,11.0165715547487,0.609025738594972,Flag
AA0208,IDO1,25.901725695219,1,Pass
AA0819,IDO1,17.2374296055666,0.631366200649097,Flag
AA0099,IDO1,11.8622521576038,0.921355049916055,Pass
AA0817,IDO1,12.2017382107068,0.977275116346237,Pass
AA0093,IDO1,11.520028585096,0.762689228236483,Pass
AA0838,IDO1,11.2945465631072,0.632138537888821,Flag
AA0208,IDO1,25.6123878471097,1,Pass
AA0819,IDO1,17.2842794253296,0.576471951808127,Flag
AA0099,IDO1,11.8950973041945,0.960415463787211,Pass
AA0817,IDO1,12.5355151841281,1,Pass
AA0093,IDO1,11.7494058876059,0.801257514576114,Pass
AA0311,IDO1,999,0,Flag
AA0061,IDO1,29.1835980148375,0,Flag
AA0347,IDO1,9.98876448380561,1,Pass
AA0129,IDO1,18.4093273231818,1,Pass
AA0240,IDO1,10.5597037457443,0.860317409878313,Pass
AA0352,IDO1,24.3997934938373,1,Pass
AA0311,IDO1,999,0,Flag
AA0061,IDO1,25.2981210113705,1,Pass
AA0347,IDO1,10.1410163666607,1,Pass
AA0129,IDO1,18.3841154365761,1,Pass
AA0240,IDO1,10.4317951485161,0.779693482722289,Pass
AA0352,IDO1,24.8373229886811,1,Pass
AA0530,IDO1,4.88038132923636,0.960127109745453,Pass
AA0531,IDO1,11.7259639723422,0.873359575709253,Pass
AA0690,IDO1,18.41668568302,1,Pass
AA0684,IDO1,11.2346556820281,0.5963615067678,Flag
AA0683,IDO1,11.8606079068386,0.584313887583906,Flag
AA0525,IDO1,16.8423599085743,0.791073802981272,Pass
AA0530,IDO1,4.97761380269114,0.99253793423038,Pass
AA0531,IDO1,11.7903008137343,0.935733311150396,Pass
AA0690,IDO1,18.5716177797955,1,Pass
AA0684,IDO1,11.1484701271323,0.556352339881273,Flag
AA0683,IDO1,11.8770190543779,0.57933809043755,Flag
AA0525,IDO1,16.3418061649176,0.778914300585353,Pass
AA0699,IDO1,11.9654376330407,0.467823952748145,Flag
AA0559,IDO1,14.953462043751,1,Pass
AA0561,IDO1,15.3569276539889,1,Pass
AA0556,IDO1,12.4303559530601,1,Pass
AA0698,IDO1,10.8688094018705,0.714922647322547,Pass
AA0702,IDO1,12.9640214965672,0.894656345055427,Pass
AA0699,IDO1,12.0835494744261,0.427109255191328,Flag
AA0559,IDO1,14.8844220782933,1,Pass
AA0561,IDO1,15.3545679038184,1,Pass
AA0556,IDO1,12.6293205264993,1,Pass
AA0698,IDO1,10.9995174303453,0.736829431288776,Pass
AA0702,IDO1,12.8317251728703,0.820337756246304,Pass
AA0709,IDO1,12.0380353698619,0.491500135564654,Flag
AA0631,IDO1,13.8473653626433,1,Pass
AA0708,IDO1,12.7785128348798,0.469499838475148,Flag
AA0635,IDO1,17.3398257738172,0.82425791429076,Pass
AA0710,IDO1,13.6279223322882,0.787139409880399,Pass
AA0636,IDO1,19.8180908844763,1,Pass
AA0709,IDO1,11.8978725086046,0.684186588647468,Pass
AA0631,IDO1,13.6355869379999,1,Pass
AA0708,IDO1,12.4428602240698,0.465644426829044,Flag
AA0635,IDO1,17.3266168888283,0.795806236778307,Pass
AA0710,IDO1,13.5618094631708,0.778051150322395,Pass
AA0636,IDO1,19.6715072880418,1,Pass
AA0661,IDO1,11.8657874978947,1,Pass
AA0714,IDO1,10.0311764905321,0.77193433857683,Pass
AA0715,IDO1,12.0978699055323,0.563156929489759,Flag
AA0650,IDO1,14.4157311315159,1,Pass
AA0713,IDO1,13.6901299326943,0.830475459440477,Pass
AA0646,IDO1,12.1504962391474,1,Pass
AA0661,IDO1,11.9545270799848,1,Pass
AA0714,IDO1,10.0855533645919,0.776589710310556,Pass
AA0715,IDO1,11.7103728416933,0.560120014989112,Flag
AA0650,IDO1,14.3673975613281,1,Pass
AA0713,IDO1,14.2893000529577,0.78148379074133,Pass
AA0646,IDO1,12.2362468886095,1,Pass
AA0806,PRF1,24.3178204806344,1,Pass
AA0106,PRF1,21.885093957097,1,Pass
AA0805,PRF1,23.3703046318041,0.94411189320838,Pass
AA0090,PRF1,25.8575460152247,1,Pass
AA0804,PRF1,27.7073943516551,0.918549319542339,Pass
AA0209,PRF1,22.3559804604564,1,Pass
AA0806,PRF1,23.5252119747288,1,Pass
AA0106,PRF1,22.4392195518908,1,Pass
AA0805,PRF1,22.883780722178,0.947544883725272,Pass
AA0090,PRF1,29.7425583860056,0,Flag
AA0804,PRF1,24.9558548314317,0.521507235854912,Flag
AA0209,PRF1,22.0535402817003,1,Pass
AA0549,PRF1,24.5902215228345,1,Pass
AA0130,PRF1,21.70218995594,1,Pass
AA0550,PRF1,22.3824705852736,1,Pass
AA0437,PRF1,25.1717135759498,1,Pass
AA0538,PRF1,28.0923766824206,0,Flag
AA0086,PRF1,999,0,Flag
AA0549,PRF1,25.0560531975768,1,Pass
AA0130,PRF1,20.9906718464576,1,Pass
AA0550,PRF1,21.5910323965962,1,Pass
AA0437,PRF1,23.7829671431814,1,Pass
AA0538,PRF1,23.5542769742209,1,Pass
AA0086,PRF1,999,0,Flag
AA0838,PRF1,24.7103919348368,1,Pass
AA0208,PRF1,23.2071908015394,1,Pass
AA0819,PRF1,21.28132516117,1,Pass
AA0099,PRF1,22.7909777322417,1,Pass
AA0817,PRF1,22.951712692552,1,Pass
AA0093,PRF1,23.4789407449758,1,Pass
AA0838,PRF1,25.2644885356384,0.652383399655983,Pass
AA0208,PRF1,23.5749250274179,1,Pass
AA0819,PRF1,21.5346921047754,1,Pass
AA0099,PRF1,22.6080274169778,1,Pass
AA0817,PRF1,23.7266548499663,1,Pass
AA0093,PRF1,22.7794557435091,1,Pass
AA0311,PRF1,24.4213574800106,1,Pass
AA0061,PRF1,22.5751240992153,1,Pass
AA0347,PRF1,18.4578114770374,1,Pass
AA0129,PRF1,21.9308874081355,1,Pass
AA0240,PRF1,22.4625349620718,1,Pass
AA0352,PRF1,999,0,Flag
AA0311,PRF1,23.0742649736381,1,Pass
AA0061,PRF1,21.8149608472011,1,Pass
AA0347,PRF1,18.0519682912833,1,Pass
AA0129,PRF1,22.2947738347641,1,Pass
AA0240,PRF1,22.6267728139946,1,Pass
AA0352,PRF1,999,0,Flag
AA0530,PRF1,13.339881043186,1,Pass
AA0531,PRF1,999,0,Flag
AA0690,PRF1,21.8125378755199,1,Pass
AA0684,PRF1,21.707241534507,1,Pass
AA0683,PRF1,27.5750578519073,0,Flag
AA0525,PRF1,22.3530767050787,0.942258700698883,Pass
AA0530,PRF1,13.3272350594631,1,Pass
AA0531,PRF1,999,0,Flag
AA0690,PRF1,22.6832752960357,1,Pass
AA0684,PRF1,21.3704449862723,1,Pass
AA0683,PRF1,23.0123036877749,1,Pass
AA0525,PRF1,23.3964706904022,1,Pass
AA0699,PRF1,27.2771945497272,0.645200410605223,Flag
AA0559,PRF1,999,0,Flag
AA0561,PRF1,25.4639689268061,0.885031593594897,Pass
AA0556,PRF1,19.3903804552277,1,Pass
AA0698,PRF1,23.0852966451112,1,Pass
AA0702,PRF1,23.2703176709589,1,Pass
AA0699,PRF1,999,0,Flag
AA0559,PRF1,999,0,Flag
AA0561,PRF1,999,0,Flag
AA0556,PRF1,19.1425545828826,1,Pass
AA0698,PRF1,22.4160482272228,1,Pass
AA0702,PRF1,23.2429569263024,1,Pass
AA0709,PRF1,24.7310136317001,1,Pass
AA0631,PRF1,21.5846448977194,1,Pass
AA0708,PRF1,27.8616744298314,0,Flag
AA0635,PRF1,22.5280318434266,1,Pass
AA0710,PRF1,999,0,Flag
AA0636,PRF1,23.3203738091124,1,Pass
AA0709,PRF1,23.2553519785857,1,Pass
AA0631,PRF1,23.7083374880782,1,Pass
AA0708,PRF1,25.678762944198,0.418536843195226,Flag
AA0635,PRF1,22.1394230023554,1,Pass
AA0710,PRF1,22.7768007224825,1,Pass
AA0636,PRF1,22.7691341071644,1,Pass
AA0661,PRF1,17.5148028570194,1,Pass
AA0714,PRF1,24.8204654000687,0.946103985857626,Pass
AA0715,PRF1,23.1121787129429,1,Pass
AA0650,PRF1,22.2355870131243,1,Pass
AA0713,PRF1,21.4973904818212,1,Pass
AA0646,PRF1,19.8685225220173,1,Pass
AA0661,PRF1,17.5549537241414,1,Pass
AA0714,PRF1,24.3685505874503,0,Flag
AA0715,PRF1,22.8402169259315,1,Pass
AA0650,PRF1,22.5414387804332,1,Pass
AA0713,PRF1,22.539281768054,1,Pass
AA0646,PRF1,19.9572592942242,1,Pass
AA0806,RETNLB,999,0,Flag
AA0106,RETNLB,999,0,Flag
AA0805,RETNLB,999,0,Flag
AA0090,RETNLB,999,0,Flag
AA0804,RETNLB,999,0,Flag
AA0209,RETNLB,999,0,Flag
AA0806,RETNLB,999,0,Flag
AA0106,RETNLB,999,0,Flag
AA0805,RETNLB,999,0,Flag
AA0090,RETNLB,999,0,Flag
AA0804,RETNLB,999,0,Flag
AA0209,RETNLB,999,0,Flag
AA0549,RETNLB,999,0,Flag
AA0130,RETNLB,999,0,Flag
AA0550,RETNLB,999,0,Flag
AA0437,RETNLB,999,0,Flag
AA0538,RETNLB,999,0,Flag
AA0086,RETNLB,999,0,Flag
AA0549,RETNLB,999,0,Flag
AA0130,RETNLB,999,0,Flag
AA0550,RETNLB,999,0,Flag
AA0437,RETNLB,999,0,Flag
AA0538,RETNLB,999,0,Flag
AA0086,RETNLB,999,0,Flag
AA0838,RETNLB,999,0,Flag
AA0208,RETNLB,999,0,Flag
AA0819,RETNLB,999,0,Flag
AA0099,RETNLB,999,0,Flag
AA0817,RETNLB,999,0,Flag
AA0093,RETNLB,999,0,Flag
AA0838,RETNLB,999,0,Flag
AA0208,RETNLB,999,0,Flag
AA0819,RETNLB,999,0,Flag
AA0099,RETNLB,999,0,Flag
AA0817,RETNLB,999,0,Flag
AA0093,RETNLB,999,0,Flag
AA0311,RETNLB,999,0,Flag
AA0061,RETNLB,999,0,Flag
AA0347,RETNLB,999,0,Flag
AA0129,RETNLB,999,0,Flag
AA0240,RETNLB,999,0,Flag
AA0352,RETNLB,999,0,Flag
AA0311,RETNLB,999,0,Flag
AA0061,RETNLB,999,0,Flag
AA0347,RETNLB,999,0,Flag
AA0129,RETNLB,999,0,Flag
AA0240,RETNLB,999,0,Flag
AA0352,RETNLB,999,0,Flag
AA0530,RETNLB,999,0,Flag
AA0531,RETNLB,999,0,Flag
AA0690,RETNLB,999,0,Flag
AA0684,RETNLB,999,0,Flag
AA0683,RETNLB,999,0,Flag
AA0525,RETNLB,999,0,Flag
AA0530,RETNLB,999,0,Flag
AA0531,RETNLB,999,0,Flag
AA0690,RETNLB,999,0,Flag
AA0684,RETNLB,999,0,Flag
AA0683,RETNLB,999,0,Flag
AA0525,RETNLB,999,0,Flag
AA0699,RETNLB,999,0,Flag
AA0559,RETNLB,999,0,Flag
AA0561,RETNLB,999,0,Flag
AA0556,RETNLB,999,0,Flag
AA0698,RETNLB,999,0,Flag
AA0702,RETNLB,999,0,Flag
AA0699,RETNLB,999,0,Flag
AA0559,RETNLB,999,0,Flag
AA0561,RETNLB,999,0,Flag
AA0556,RETNLB,999,0,Flag
AA0698,RETNLB,999,0,Flag
AA0702,RETNLB,999,0,Flag
AA0709,RETNLB,999,0,Flag
AA0631,RETNLB,999,0,Flag
AA0708,RETNLB,999,0,Flag
AA0635,RETNLB,999,0,Flag
AA0710,RETNLB,999,0,Flag
AA0636,RETNLB,999,0,Flag
AA0709,RETNLB,999,0,Flag
AA0631,RETNLB,999,0,Flag
AA0708,RETNLB,999,0,Flag
AA0635,RETNLB,999,0,Flag
AA0710,RETNLB,999,0,Flag
AA0636,RETNLB,999,0,Flag
AA0661,RETNLB,999,0,Flag
AA0714,RETNLB,999,0,Flag
AA0715,RETNLB,999,0,Flag
AA0650,RETNLB,999,0,Flag
AA0713,RETNLB,999,0,Flag
AA0646,RETNLB,999,0,Flag
AA0661,RETNLB,999,0,Flag
AA0714,RETNLB,999,0,Flag
AA0715,RETNLB,999,0,Flag
AA0650,RETNLB,999,0,Flag
AA0713,RETNLB,999,0,Flag
AA0646,RETNLB,999,0,Flag
AA0806,GAPDH,4.7691761944281,0.923058731476034,Pass
AA0106,GAPDH,5.00817401914254,1,Pass
AA0805,GAPDH,2.5,0.166666666666667,Flag
AA0090,GAPDH,5.16058595966314,1,Pass
AA0804,GAPDH,2.5,0.166666666666667,Flag
AA0209,GAPDH,3.69005921267291,0.56335307089097,Flag
AA0806,GAPDH,4.30681324864172,0.768937749547241,Pass
AA0106,GAPDH,5.11033359723518,1,Pass
AA0805,GAPDH,2.98922839314885,0.329742797716283,Flag
AA0090,GAPDH,5.319622805937,1,Pass
AA0804,GAPDH,3.25982283040942,0.419940943469806,Flag
AA0209,GAPDH,3.76509872308388,0.58836624102796,Flag
AA0549,GAPDH,4.31278867264971,0.770929557549902,Pass
AA0130,GAPDH,4.91210208668256,0.970700695560854,Pass
AA0550,GAPDH,4.52754041199802,0.842513470666005,Pass
AA0437,GAPDH,5.1012309805573,1,Pass
AA0538,GAPDH,7.00658941146812,1,Pass
AA0086,GAPDH,5.80027469566017,1,Pass
AA0549,GAPDH,4.2679733639975,0.755991121332501,Pass
AA0130,GAPDH,4.90052054459294,0.966840181530981,Pass
AA0550,GAPDH,4.41830240407163,0.806100801357212,Pass
AA0437,GAPDH,5.04539672458883,1,Pass
AA0538,GAPDH,6.96662035456918,1,Pass
AA0086,GAPDH,5.82070367296187,1,Pass
AA0838,GAPDH,5.04495512466523,1,Pass
AA0208,GAPDH,4.16064087810211,0.720213626034036,Pass
AA0819,GAPDH,4.0877443660323,0.695914788677433,Pass
AA0099,GAPDH,5.77302878858808,1,Pass
AA0817,GAPDH,3.71985148291031,0.573283827636768,Flag
AA0093,GAPDH,4.73500539219188,0.911668464063959,Pass
AA0838,GAPDH,4.93621053553787,0.978736845179291,Pass
AA0208,GAPDH,4.36744263852804,0.789147546176014,Pass
AA0819,GAPDH,3.99225143703343,0.664083812344476,Pass
AA0099,GAPDH,5.80228147694867,1,Pass
AA0817,GAPDH,3.86572123712854,0.621907079042848,Flag
AA0093,GAPDH,4.5145480157317,0.838182671910565,Pass
AA0311,GAPDH,8.96229335943235,1,Pass
AA0061,GAPDH,4.78369582516455,0.927898608388184,Pass
AA0347,GAPDH,4.60903711649489,0.869679038831631,Pass
AA0129,GAPDH,4.41005216989331,0.80335072329777,Pass
AA0240,GAPDH,4.55878485932964,0.852928286443212,Pass
AA0352,GAPDH,8.95839231016459,1,Pass
AA0311,GAPDH,9.02376959515023,1,Pass
AA0061,GAPDH,4.31650322536064,0.772167741786879,Pass
AA0347,GAPDH,4.48164441917345,0.827214806391149,Pass
AA0129,GAPDH,4.25049423342734,0.750164744475778,Pass
AA0240,GAPDH,4.69678718858475,0.898929062861582,Pass
AA0352,GAPDH,8.89684751767747,1,Pass
AA0530,GAPDH,3.42035771525536,0.473452571751785,Flag
AA0531,GAPDH,6.33304316710733,1,Pass
AA0690,GAPDH,3.4161431161569,0.472047705385634,Flag
AA0684,GAPDH,4.46658239658115,0.822194132193718,Pass
AA0683,GAPDH,3.96875580918234,0.656251936394112,Pass
AA0525,GAPDH,4.18564237560006,0.728547458533352,Pass
AA0530,GAPDH,3.28075253255889,0.426917510852963,Flag
AA0531,GAPDH,6.27157937181723,1,Pass
AA0690,GAPDH,3.45457774699856,0.48485924899952,Flag
AA0684,GAPDH,4.52462537550196,0.841541791833988,Pass
AA0683,GAPDH,4.17636016820133,0.725453389400445,Pass
AA0525,GAPDH,4.54777816912249,0.849259389707496,Pass
AA0699,GAPDH,3.68439727651559,0.561465758838529,Flag
AA0559,GAPDH,6.15470960226722,1,Pass
AA0561,GAPDH,12.4243959107961,1,Pass
AA0556,GAPDH,4.79738481526731,0.932461605089104,Pass
AA0698,GAPDH,4.22906104373966,0.743020347913219,Pass
AA0702,GAPDH,6.21032119555292,1,Pass
AA0699,GAPDH,3.77933664147775,0.593112213825916,Flag
AA0559,GAPDH,5.89455689282881,1,Pass
AA0561,GAPDH,12.352738029342,1,Pass
AA0556,GAPDH,4.75938936108607,0.919796453695355,Pass
AA0698,GAPDH,4.18420530388975,0.728068434629918,Pass
AA0702,GAPDH,5.99791295857592,1,Pass
AA0709,GAPDH,3.44407662942231,0.481358876474104,Flag
AA0631,GAPDH,5.66314157693889,1,Pass
AA0708,GAPDH,3.72783864944818,0.575946216482725,Flag
AA0635,GAPDH,6.72625118701479,1,Pass
AA0710,GAPDH,4.42817829389106,0.809392764630352,Pass
AA0636,GAPDH,11.4869700468129,1,Pass
AA0709,GAPDH,3.44780890934818,0.482602969782726,Flag
AA0631,GAPDH,5.48230066471789,1,Pass
AA0708,GAPDH,3.87916065526629,0.626386885088764,Flag
AA0635,GAPDH,6.78220721806968,1,Pass
AA0710,GAPDH,4.27535364283296,0.758451214277652,Pass
AA0636,GAPDH,11.4704595380021,1,Pass
AA0661,GAPDH,4.16676364647119,0.722254548823731,Pass
AA0714,GAPDH,4.52040072359342,0.84013357453114,Pass
AA0715,GAPDH,3.17417518082777,0.391391726942592,Flag
AA0650,GAPDH,8.26949152309576,1,Pass
AA0713,GAPDH,5.66929926889685,1,Pass
AA0646,GAPDH,5.89601517386095,1,Pass
AA0661,GAPDH,4.24233085168625,0.747443617228751,Pass
AA0714,GAPDH,4.50610627358016,0.835368757860052,Pass
