"EH_id","dpi","mouse_id","name","ear","sex","born","age","age_weeks","strain","line","room.rack","cage","comment","Inf_strain","num.inf","Infection_date","weight","rel.weight","label","oocysts.per.g","oocysts.per.tube","fec.weight"
"LM0120","4",50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22,"11_May_17",18.66,95.1070336391437,"DN",0,0,1.99
"LM0120","5",50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22,"11_May_17",19.05,97.0948012232416,"OT",0,0,1.24
"LM0120","6",50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22,"11_May_17",18.49,94.2405708460754,"IZ",0,0,2.1
"LM0120","7",50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22,"11_May_17",18.77,95.6676860346585,"FT",3597.12230215827,5000,1.39
"LM0120","8",50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22,"11_May_17",17.31,88.2262996941896,"BE",163793.103448276,47500,0.29
"LM0120","9",50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22,"11_May_17",16.08,81.9571865443425,"ES",421052.631578947,80000,0.19
"LM0121","0",50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21,"11_May_17",15.65,96.3669950738916,"DT",0,0,2.77
"LM0121","1",50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21,"11_May_17",16.24,100,"QV",0,0,1.5
"LM0121","2",50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21,"11_May_17",15.98,98.3990147783251,"FH",0,0,1.26
"LM0121","3",50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21,"11_May_17",16.13,99.3226600985222,"NP",0,0,1.09
"LM0121","4",50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21,"11_May_17",15.03,92.5492610837438,"JM",0,0,0.84
"LM0121","5",50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21,"11_May_17",15.03,92.5492610837438,"BD",0,0,0.69
"LM0121","6",50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21,"11_May_17",15.34,94.4581280788177,"FK",0,0,1.42
"LM0121","7",50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21,"11_May_17",14.9,91.7487684729064,"IX",19480.5194805195,15000,0.77
"LM0121","8",50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21,"11_May_17",13.63,83.9285714285714,"MU",419642857.142857,58750000,0.14
"LM0121","9",50033536,"WPD107.1.B.1F",0,"f","03.03.2016",397,57,"WP","WPD","WM1.12/4.4",632,"(in mating 7335)","Eflab",21,"11_May_17",12.21,75.1847290640394,"QX",421875000,33750000,0.08
