EH_ID,dpi,weight,weight_dpi0,faeces_weight,wloss,labels,day_change
LM_0367,2,48.14,48.55,2.76,99.1555097837281,PWT,NA
LM_0352,3,39.94,42.12,1.33,94.8243114909782,IMU,NA
LM_0353,3,43.01,43.86,1.91,98.062015503876,MLG,NA
LM_0354,3,41.81,41.65,1.18,100.384153661465,DJM,NA
LM_0355,3,46.23,45.85,2.01,100.82878953108,KHA,NA
LM_0356,3,39.95,39.94,1.43,100.025037556335,UXA,NA
LM_0357,3,41.63,42.76,1.7,97.3573433115061,LZA,NA
LM_0358,3,46.32,46.92,1.15,98.7212276214834,WXG,NA
LM_0359,3,40.99,42.12,1.44,97.3171889838557,YZQ,NA
LM_0361,3,41.36,43.11,1.28,95.940617026212,WGQ,NA
LM_0363,3,42.08,43.11,2.01,97.6107631639991,RBY,NA
LM_0364,3,44.88,46.82,1.01,95.8564715933362,OYK,NA
LM_0365,3,63.64,67.21,1.44,94.6882904329713,MCM,NA
LM_0366,3,44.81,47.77,1.11,93.8036424534227,ZLQ,NA
LM_0367,3,47.86,48.55,1.96,98.5787847579815,JAT,NA
LM_0352,4,40.15,42.12,1.95,95.3228869895537,SMO,
LM_0353,4,43.25,43.86,2.01,98.609211126311,JZP,
LM_0354,4,39.66,41.65,1.52,95.2220888355342,GEE,NA
LM_0355,4,46.35,45.85,1.91,101.090512540894,QNF,NA
LM_0356,4,40.01,39.94,1.79,100.175262894342,CES,NA
LM_0357,4,40.81,42.76,1.77,95.4396632366698,RIY,NA
LM_0358,4,44.39,46.92,1.73,94.6078431372549,JWS,NA
LM_0359,4,41.22,42.12,1.66,97.8632478632479,BUU,NA
LM_0361,4,41.68,43.11,2.61,96.6829041985618,TXK,NA
LM_0363,4,42.11,43.11,2.51,97.6803525864069,LHZ,NA
LM_0364,4,44.56,46.82,1.52,95.1730029901752,VDY,NA
LM_0365,4,62.88,67.21,3.38,93.5575063234638,OSQ,NA
LM_0366,4,42.61,47.77,2.26,89.1982415742097,STL,NA
LM_0367,4,47.38,48.55,1.93,97.5901132852729,ICV,NA
LM_0352,5,40.24,42.12,2.32,95.5365622032289,VYO,NA
LM_0353,5,42.52,43.86,2.25,96.9448244414045,LUN,NA
LM_0354,5,39.81,41.65,1.91,95.5822328931573,UMZ,NA
LM_0355,5,46.51,45.85,2.74,101.43947655398,YFR,NA
LM_0356,5,39.26,39.94,2.18,98.2974461692539,UNW,NA
LM_0357,5,39.58,42.76,1.89,92.5631431244153,EWJ,NA
LM_0358,5,42.3,46.92,1.8,90.153452685422,DGJ,NA
LM_0359,5,41.58,42.12,1.49,98.7179487179487,WAH,NA
LM_0361,5,39.93,43.11,2.29,92.6235212247738,IOZ,NA
LM_0363,5,42.38,43.11,2.17,98.306657388077,IYG,NA
LM_0364,5,43.51,46.82,1.5,92.930371636053,EES,NA
LM_0365,5,61.05,67.21,2.84,90.8346972176759,ZCF,NA
LM_0366,5,40.23,47.77,0.47,84.2160351685158,PBN,NA
LM_0367,5,47.37,48.55,2.38,97.5695159629248,KDS,NA
LM_0352,6,39.05,42.12,1.44,92.7113010446344,NRH,NA
LM_0353,6,40.94,43.86,1.62,93.3424532603739,KBF,NA
LM_0354,6,40.19,41.65,1.67,96.4945978391357,SLQ,NA
LM_0355,6,46.84,45.85,2.58,102.159214830971,KAB,NA
LM_0356,6,37.94,39.94,1.81,94.9924887330996,SLR,NA
LM_0357,6,37.45,42.76,1.24,87.5818521983162,XFH,NA
LM_0358,6,41.14,46.92,1.32,87.6811594202899,NZN,NA
LM_0359,6,41.64,42.12,1.48,98.8603988603989,BBB,NA
LM_0361,6,38.36,43.11,0.98,88.9816747854326,OOO,NA
LM_0363,6,42.03,43.11,3.1,97.4947807933194,RAP,NA
LM_0364,6,42.56,46.82,1.23,90.9013242204186,YPF,NA
LM_0365,6,58.94,67.21,1.42,87.6952834399643,OKV,NA
LM_0366,6,NA,47.77,NA,#VALUE!,UCC,NA
LM_0367,6,46.52,48.55,2.79,95.8187435633368,WKZ,NA
LM_0352,7,39.9,42.12,2.79,94.7293447293447,JEY,NA
LM_0353,7,40.74,43.86,1.57,92.8864569083448,JIL,NA
LM_0354,7,40.1,41.65,1.75,96.2785114045618,LVS,NA
LM_0355,7,47.55,45.85,2.97,103.70774263904,WWU,NA
LM_0356,7,38.72,39.94,2.2,96.9454181271908,VUW,NA
LM_0357,7,36.1,42.76,1.51,84.4246959775491,VVV,NA
LM_0358,7,41.45,46.92,2.91,88.3418584825234,OIR,NA
LM_0359,7,41.58,42.12,0.9,98.7179487179487,IAM,NA
LM_0361,7,35.36,43.11,0.8,82.0227325446532,HHA,NA
LM_0363,7,42.17,43.11,2.44,97.8195314312225,KGL,NA
LM_0364,7,41.83,46.82,0.99,89.3421614694575,EJB,NA
LM_0365,7,55.52,67.21,0.44,82.6067549471805,YNP,NA
LM_0366,7,NA,47.77,NA,#VALUE!,TEV,NA
LM_0367,7,47.38,48.55,3.23,97.5901132852729,POY,NA
LM_0352,8,38.93,42.12,2.53,92.4264007597341,RXD,NA
LM_0353,8,40.5,43.86,1.93,92.3392612859097,IFU,NA
LM_0354,8,40.49,41.65,3.03,97.2148859543818,MOP,NA
LM_0355,8,48.37,45.85,2.87,105.496183206107,KJY,NA
LM_0356,8,38.55,39.94,3.24,96.5197796695043,QSH,NA
LM_0357,8,38.07,42.76,1.46,89.0318054256314,XUM,NA
LM_0358,8,43.53,46.92,4.61,92.7749360613811,GAB,NA
LM_0359,8,41.19,42.12,2.21,97.7920227920228,YNV,NA
LM_0361,8,37.51,43.11,2.6,87.0099744838785,RLM,NA
LM_0363,8,41.55,43.11,2.05,96.3813500347947,PQS,NA
LM_0364,8,38.35,46.82,0.77,81.9094404100812,SMQ,NA
LM_0365,8,52.38,67.21,0.24,77.9348311263205,GXY,NA
LM_0366,8,NA,47.77,NA,#VALUE!,DXC,NA
LM_0367,8,45.6,48.55,2.31,93.9237899073121,XOQ,NA
