"EH_ID";"labels";"Expe";"Neubauer1";"Neubauer2";"Neubauer3";"Neubauer4";"oocyst_mean";"dilution_ml";"OPG";"dpi";"weight";"weight_dpi0";"weightloss";"fecweight";"Eimeria";"X";"X.1";"X.2";"X.3";"X.4";"Locality";"Genome";"Strain";"IDD";"Dam";"Gen";"Sir";"IDS";"Sir.1";"Gen.1";"Born";"Fpar";"LS";"MM";"FF";"ID";"PIN";"Sex";"Gen.2";"Wean";"BW10";"BW20";"Clip";"Departure";"NOTE";"Parent1";"Parent2";"HybridStatus";"ageAtdpi0expe1a";"Batch";"InfectionStrain";"Mouse_subspecies";"Mouse_strain";"infection_isolate";"Eimeria_species";"mean_Neubauer";"OPGstatus"
"LM0210";"LPX";"Expe005_1b";10;9;14;12;NA;1;106132,075471698;8;16,9;15,65;-1,25;1,06;"E64";"";"";NA;NA;NA;"PWD x SCHUNT";"mus x dom";"PWD_SCHUNT";"SY";5681;42;"SCHUNT";"SY";8172;37;"2018-05-07";5;8;"4";"4";"EX";978;"M";"F1";"1M";"5.42";9,25;"L4";NA;NA;"PWD";"SCHUNT";"hybrids";9;1;"E64";"Hybrid";"Hybrid 
(PWD_SCHUNT)";"E64";"E.ferrisi";11,25;"positive"
"LM0210";"BOU";"Expe005_1b";0;0;0;0;NA;1;0;0;15,65;15,65;0;1,43;"E64";"";"";NA;NA;NA;"PWD x SCHUNT";"mus x dom";"PWD_SCHUNT";"SY";5681;42;"SCHUNT";"SY";8172;37;"2018-05-07";5;8;"4";"4";"EX";978;"M";"F1";"1M";"5.42";9,25;"L4";NA;NA;"PWD";"SCHUNT";"hybrids";9;1;"E64";"Hybrid";"Hybrid 
(PWD_SCHUNT)";"E64";"E.ferrisi";0;"negative"
"LM0210";"HQY";"Expe005_1b";NA;NA;NA;NA;NA;1;NA;2;15,53;15,65;0,120000000000001;0;"E64";"";"";NA;NA;NA;"PWD x SCHUNT";"mus x dom";"PWD_SCHUNT";"SY";5681;42;"SCHUNT";"SY";8172;37;"2018-05-07";5;8;"4";"4";"EX";978;"M";"F1";"1M";"5.42";9,25;"L4";NA;NA;"PWD";"SCHUNT";"hybrids";9;1;"E64";"Hybrid";"Hybrid 
(PWD_SCHUNT)";"E64";"E.ferrisi";NA;"na"
"LM0210";"EKY";"Expe005_1b";0;0;0;1;NA;1;2016,12903225806;10;17,84;15,65;-2,19;1,24;"E64";"";"";NA;NA;NA;"PWD x SCHUNT";"mus x dom";"PWD_SCHUNT";"SY";5681;42;"SCHUNT";"SY";8172;37;"2018-05-07";5;8;"4";"4";"EX";978;"M";"F1";"1M";"5.42";9,25;"L4";NA;NA;"PWD";"SCHUNT";"hybrids";9;1;"E64";"Hybrid";"Hybrid 
(PWD_SCHUNT)";"E64";"E.ferrisi";0,25;"positive"
"LM0210";"DRW";"Expe005_1b";77;73;99;82;NA;1;719565,217391304;7;16,85;15,65;-1,2;1,15;"E64";"";"";NA;NA;NA;"PWD x SCHUNT";"mus x dom";"PWD_SCHUNT";"SY";5681;42;"SCHUNT";"SY";8172;37;"2018-05-07";5;8;"4";"4";"EX";978;"M";"F1";"1M";"5.42";9,25;"L4";NA;NA;"PWD";"SCHUNT";"hybrids";9;1;"E64";"Hybrid";"Hybrid 
(PWD_SCHUNT)";"E64";"E.ferrisi";82,75;"positive"
"LM0210";"BKM";"Expe005_1b";0;0;0;0;NA;1;0;3;16,08;15,65;-0,429999999999998;1;"E64";"";"";NA;NA;NA;"PWD x SCHUNT";"mus x dom";"PWD_SCHUNT";"SY";5681;42;"SCHUNT";"SY";8172;37;"2018-05-07";5;8;"4";"4";"EX";978;"M";"F1";"1M";"5.42";9,25;"L4";NA;NA;"PWD";"SCHUNT";"hybrids";9;1;"E64";"Hybrid";"Hybrid 
(PWD_SCHUNT)";"E64";"E.ferrisi";0;"negative"
"LM0210";"GRU";"Expe005_1b";5;17;8;20;NA;1;195312,5;5;15,94;15,65;-0,289999999999999;0,64;"E64";"";"";NA;NA;NA;"PWD x SCHUNT";"mus x dom";"PWD_SCHUNT";"SY";5681;42;"SCHUNT";"SY";8172;37;"2018-05-07";5;8;"4";"4";"EX";978;"M";"F1";"1M";"5.42";9,25;"L4";NA;NA;"PWD";"SCHUNT";"hybrids";9;1;"E64";"Hybrid";"Hybrid 
(PWD_SCHUNT)";"E64";"E.ferrisi";12,5;"positive"
"LM0211";"APU";"Expe005_1b";3;0;4;3;NA;1;26595,7446808511;9;17,73;17,42;-0,309999999999999;0,94;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";2,5;"positive"
"LM0211";"FNP";"Expe005_1b";0;0;0;0;NA;1;0;4;17,05;17,42;0,370000000000001;0,8;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";0;"negative"
"LM0211";"OUW";"Expe005_1b";NA;NA;NA;NA;NA;1;NA;2;17,76;17,42;-0,34;0;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";NA;"na"
"LM0211";"DKM";"Expe005_1b";0;1;1;2;NA;1;11235,9550561798;10;17,94;17,42;-0,52;0,89;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";1;"positive"
"LM0211";"PVW";"Expe005_1b";12;10;12;12;NA;1;328571,428571429;5;15,65;17,42;1,77;0,35;"E64";"diarrhea, really little poo";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";11,5;"positive"
"LM0211";"DJU";"Expe005_1b";18;15;15;26;NA;1;925000;6;14,26;17,42;3,16;0,2;"E64";"calm, tiny bit shaggy,but grooming ,nearly no feaces,looks not that bad";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";18,5;"positive"
"LM0211";"IOQ";"Expe005_1b";119;117;123;130;NA;1,5;947674,418604651;7;15,05;17,42;2,37;0,86;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";122,25;"positive"
"LM0211";"GHI";"Expe005_1b";0;0;0;0;NA;1;0;3;17,4;17,42;0,0200000000000031;1,04;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";0;"negative"
"LM0211";"FPY";"Expe005_1b";NA;NA;NA;NA;NA;1;NA;1;17,7;17,42;-0,279999999999998;0;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";NA;"na"
"LM0211";"BKT";"Expe005_1b";0;0;0;0;NA;1;0;0;17,42;17,42;0;1,38;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";0;"negative"
"LM0211";"FPS";"Expe005_1b";13;12;17;11;NA;1;119369,369369369;8;17,26;17,42;0,16;1,11;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-04-01";4;4;"2";"2";"EX";757;"M";"43";"1M";"5.02";6,72;"L3";NA;NA;"PWD";"PWD";"parents";14,1428571428571;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";13,25;"positive"
"LM0212";"CNR";"Expe005_1b";10;8;8;12;NA;1;55555,5555555556;8;20,18;21,58;1,4;1,71;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";9,5;"positive"
"LM0212";"GKV";"Expe005_1b";0;0;0;0;NA;1;0;3;21,06;21,58;0,52;1,22;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";0;"negative"
"LM0212";"HLO";"Expe005_1b";0;0;0;1;NA;1;1572,32704402516;4;19,42;21,58;2,16;1,59;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";0,25;"positive"
"LM0212";"BOX";"Expe005_1b";6;4;3;4;NA;1;20531,4009661836;9;20,71;21,58;0,869999999999997;2,07;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";4,25;"positive"
"LM0212";"DNY";"Expe005_1b";31;24;38;35;NA;1;213333,333333333;7;19,67;21,58;1,91;1,5;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";32;"positive"
"LM0212";"NOP";"Expe005_1b";8;4;11;5;NA;1;152173,913043478;5;19,1;21,58;2,48;0,46;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";7;"positive"
"LM0212";"GHT";"Expe005_1b";NA;NA;NA;NA;NA;1;NA;1;21,55;21,58;0,0299999999999976;0;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";NA;"na"
"LM0212";"ABY";"Expe005_1b";171;125;240;203;NA;1;2173529,41176471;6;18,68;21,58;2,9;0,85;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";184,75;"positive"
"LM0212";"HJQ";"Expe005_1b";0;0;0;0;NA;1;0;0;21,58;21,58;0;1,29;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";0;"negative"
"LM0212";"DIK";"Expe005_1b";2;0;2;0;NA;1;7462,68656716418;10;20,68;21,58;0,899999999999999;1,34;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";1;"positive"
"LM0212";"HTY";"Expe005_1b";NA;NA;NA;NA;NA;1;NA;2;21,11;21,58;0,469999999999999;0;"E64";"";"";NA;NA;NA;"SCHUNT x STRA";"dom";"SCHUNT_STRA";"SY";3472;36;"STRA";"SY";7281;56;"2018-04-10";4;7;"5";"2";"EX";813;"M";"F1";"1M";"5.52";9,89;"L3";NA;NA;"SCHUNT";"STRA";"outbred";12,8571428571429;1;"E64";"M.m.domesticus F1";"M.m.domesticus F1 
(SCHUNT_STRA)";"E64";"E.ferrisi";NA;"na"
"LM0213";"DMY";"Expe005_1b";53;58;85;63;NA;1;770833,333333333;7;15,43;15,39;-0,0399999999999991;0,84;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";64,75;"positive"
"LM0213";"ABM";"Expe005_1b";72;64;69;75;NA;1;1428571,42857143;6;14,03;15,39;1,36;0,49;"E64";"bit soft shit";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";70;"positive"
"LM0213";"ORX";"Expe005_1b";NA;NA;NA;NA;NA;1;NA;1;15,33;15,39;0,0600000000000005;0;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";NA;"na"
"LM0213";"TUW";"Expe005_1b";0;0;0;0;NA;1;0;10;15,75;15,39;-0,359999999999999;0,56;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";0;"negative"
"LM0213";"FHV";"Expe005_1b";0;0;0;0;NA;1;0;0;15,39;15,39;0;1,4;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";0;"negative"
"LM0213";"DRT";"Expe005_1b";2;4;11;6;NA;1;62500;9;16,67;15,39;-1,28;0,92;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";5,75;"positive"
"LM0213";"DPZ";"Expe005_1b";5;1;5;6;NA;1;184782,608695652;5;13,47;15,39;1,92;0,23;"E64";"diarrhea, really little poo";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";4,25;"positive"
"LM0213";"DJW";"Expe005_1b";0;0;0;0;NA;1;0;3;15,95;15,39;-0,559999999999999;0,93;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";0;"negative"
"LM0213";"CGQ";"Expe005_1b";2;1;1;0;NA;1;11627,9069767442;4;14,74;15,39;0,65;0,86;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";1;"positive"
"LM0213";"CFO";"Expe005_1b";NA;NA;NA;NA;NA;1;NA;2;15,58;15,39;-0,19;0;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";NA;"na"
"LM0213";"NST";"Expe005_1b";5;2;5;3;NA;1;38265,306122449;8;16,57;15,39;-1,18;0,98;"E64";"";"";NA;NA;NA;"Prague";"mus";"PWD_PWD";"SY";5343;42;"PWD";"SY";5340;42;"2018-03-07";3;9;"5";"4";"EX";667;"F";"43";"1F";"4.34";4,99;"L4";NA;NA;"PWD";"PWD";"parents";17,7142857142857;1;"E64";"M.m.musculus P";"M.m.musculus P 
(PWD_PWD)";"E64";"E.ferrisi";3,75;"positive"
"LM0214";"EIJ";"Expe005_1b";0;0;2;0;NA;1;4347,82608695652;10;28,34;27,43;-0,91;1,15;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";0,5;"positive"
"LM0214";"NXZ";"Expe005_1b";8;1;7;5;NA;2;15718,5628742515;8;26,88;27,43;0,550000000000001;1,67;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";5,25;"positive"
"LM0214";"KPT";"Expe005_1b";0;0;0;0;NA;1,5;0;3;28,3;27,43;-0,870000000000001;1,73;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";0;"negative"
"LM0214";"DES";"Expe005_1b";0;0;0;0;NA;1;0;0;27,43;27,43;0;1,12;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";0;"negative"
"LM0214";"FLM";"Expe005_1b";NA;NA;NA;NA;NA;1;NA;1;27,03;27,43;0,399999999999999;0;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";NA;"na"
"LM0214";"PRY";"Expe005_1b";0;0;0;0;NA;2;0;4;26,54;27,43;0,890000000000001;2,14;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";0;"negative"
"LM0214";"ADQ";"Expe005_1b";NA;NA;NA;NA;NA;1;NA;2;27,31;27,43;0,120000000000001;0;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";NA;"na"
"LM0214";"OTZ";"Expe005_1b";50;40;30;39;NA;1;1370689,65517241;6;24,34;27,43;3,09;0,29;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";39,75;"positive"
"LM0214";"EUV";"Expe005_1b";51;41;70;56;NA;2;114016,736401674;7;24,93;27,43;2,5;2,39;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";54,5;"positive"
"LM0214";"DLQ";"Expe005_1b";0;1;0;0;NA;1;2717,39130434783;5;25,41;27,43;2,02;0,92;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";0,25;"positive"
"LM0214";"CEY";"Expe005_1b";6;6;3;9;NA;2;23622,0472440945;9;28,05;27,43;-0,620000000000001;1,27;"E64";"";"";NA;NA;NA;"Straas2";"dom";"STRA_STRA";"SY";4827;55;"STRA";"SY";4823;55;"2018-04-03";3;7;"2";"5";"EX";773;"M";"56";"1M";"7.05";11,98;"P2";NA;NA;"STRA";"STRA";"parents";13,8571428571429;1;"E64";"M.m.domesticus P";"M.m.domesticus P 
(STRA_STRA)";"E64";"E.ferrisi";6;"positive"
"LM0215";"KNW";"Expe005_1b";2;7;8;4;NA;1;34539,4736842105;8;24,82;23,9;-0,920000000000002;1,52;"E64";"";"";NA;NA;NA;"BUSNA x STRA";"mus x dom";"BUSNA_STRA";"SY";6114;60;"STRA";"SY";6345;55;"2018-02-23";2;3;"0";"3";"EX";622;"F";"F1";"1F";"7.76";13,35;"L4";NA;NA;"BUSNA";"STRA";"hybrids";19,4285714285714;1;"E64";"Hybrid";"Hybrid 
(BUSNA_STRA)";"E64";"E.ferrisi";5,25;"positive"
