"","EH_ID","labels","experiment","OPG","dpi","relative_weight","Mouse_strain","primary_infection"
"321","LM0206","DHK","E6",0,9,98.7035945786682,"BUSNA_BUSNA","E64"
"322","LM0206","FJL","E6",0,10,95.5804360636417,"BUSNA_BUSNA","E64"
"323","LM0207","CPY","E6",0,0,100,"PWD_PWD","E64"
"324","LM0207","FNU","E6",NA,1,103.068905616676,"PWD_PWD","E64"
"325","LM0207","FOX","E6",NA,2,96.8152866242038,"PWD_PWD","E64"
"326","LM0207","ANQ","E6",0,3,99.8841922408801,"PWD_PWD","E64"
"327","LM0207","JKO","E6",0,4,97.2206137811233,"PWD_PWD","E64"
"328","LM0207","BHT","E6",480000,5,92.6462072958888,"PWD_PWD","E64"
"329","LM0207","KTU","E6",2231132.0754717,6,90.4458598726115,"PWD_PWD","E64"
"330","LM0207","BEP","E6",1326923.07692308,7,96.7573827446439,"PWD_PWD","E64"
"331","LM0207","BNW","E6",337349.397590361,8,99.5946728430805,"PWD_PWD","E64"
"332","LM0207","ADP","E6",148026.315789474,9,100.694846554719,"PWD_PWD","E64"
"333","LM0207","EHM","E6",0,10,101.968731905038,"PWD_PWD","E64"
"334","LM0208","GQU","E6",0,0,100,"STRA_SCHUNT","E64"
"335","LM0208","DIT","E6",NA,1,101.446099912358,"STRA_SCHUNT","E64"
"336","LM0208","IOV","E6",NA,2,102.497808939527,"STRA_SCHUNT","E64"
"337","LM0208","LOX","E6",0,3,105.828220858896,"STRA_SCHUNT","E64"
"338","LM0208","AFV","E6",0,4,99.6494303242769,"STRA_SCHUNT","E64"
"339","LM0208","PSV","E6",98958.3333333333,5,96.669588080631,"STRA_SCHUNT","E64"
"340","LM0208","DPV","E6",856617.647058823,6,95.6617002629273,"STRA_SCHUNT","E64"
"341","LM0208","FHX","E6",1118902.43902439,7,99.2988606485539,"STRA_SCHUNT","E64"
"342","LM0208","FHR","E6",88483.1460674157,8,102.716914986854,"STRA_SCHUNT","E64"
"343","LM0208","LOU","E6",150000,9,101.840490797546,"STRA_SCHUNT","E64"
"344","LM0208","MTZ","E6",0,10,100.219106047327,"STRA_SCHUNT","E64"
"345","LM0209","HPQ","E6",0,0,100,"STRA_STRA","E64"
"346","LM0209","FOZ","E6",NA,1,99.4114984155727,"STRA_STRA","E64"
"347","LM0209","IUY","E6",NA,2,102.263467632413,"STRA_STRA","E64"
"348","LM0209","HIM","E6",0,3,100.588501584427,"STRA_STRA","E64"
"349","LM0209","GNX","E6",0,4,97.5101856043458,"STRA_STRA","E64"
"350","LM0209","AFO","E6",51801.8018018018,5,91.9873245812585,"STRA_STRA","E64"
"351","LM0209","DHQ","E6",610507.246376812,6,98.2797645993662,"STRA_STRA","E64"
"352","LM0209","NOQ","E6",156976.744186047,7,102.172928927116,"STRA_STRA","E64"
"353","LM0209","LMY","E6",13888.8888888889,8,103.847894975102,"STRA_STRA","E64"
"354","LM0209","GKL","E6",0,9,104.617473970122,"STRA_STRA","E64"
"355","LM0209","ASY","E6",0,10,102.08239022182,"STRA_STRA","E64"
"356","LM0210","BOU","E6",0,0,100,"PWD_SCHUNT","E64"
"357","LM0210","BTY","E6",NA,1,101.916932907348,"PWD_SCHUNT","E64"
"358","LM0210","HQY","E6",NA,2,99.2332268370607,"PWD_SCHUNT","E64"
"359","LM0210","BKM","E6",0,3,102.747603833866,"PWD_SCHUNT","E64"
"360","LM0210","FGI","E6",0,4,102.683706070288,"PWD_SCHUNT","E64"
"361","LM0210","GRU","E6",195312.5,5,101.85303514377,"PWD_SCHUNT","E64"
"362","LM0210","CWX","E6",431318.681318681,6,103.194888178914,"PWD_SCHUNT","E64"
"363","LM0210","DRW","E6",719565.217391304,7,107.667731629393,"PWD_SCHUNT","E64"
"364","LM0210","LPX","E6",106132.075471698,8,107.987220447284,"PWD_SCHUNT","E64"
"365","LM0210","ALT","E6",0,9,111.693290734824,"PWD_SCHUNT","E64"
"366","LM0210","EKY","E6",0,10,113.993610223642,"PWD_SCHUNT","E64"
"367","LM0211","BKT","E6",0,0,100,"PWD_PWD","E64"
"368","LM0211","FPY","E6",NA,1,101.607347876005,"PWD_PWD","E64"
"369","LM0211","OUW","E6",NA,2,101.95177956372,"PWD_PWD","E64"
"370","LM0211","GHI","E6",0,3,99.8851894374282,"PWD_PWD","E64"
"371","LM0211","FNP","E6",0,4,97.8760045924225,"PWD_PWD","E64"
"372","LM0211","PVW","E6",328571.428571429,5,89.8392652123995,"PWD_PWD","E64"
"373","LM0211","DJU","E6",925000,6,81.8599311136624,"PWD_PWD","E64"
"374","LM0211","IOQ","E6",2132267.44186047,7,86.3949483352468,"PWD_PWD","E64"
"375","LM0211","FPS","E6",119369.369369369,8,99.0815154994259,"PWD_PWD","E64"
"376","LM0211","APU","E6",26595.7446808511,9,101.779563719862,"PWD_PWD","E64"
"377","LM0211","DKM","E6",11235.9550561798,10,102.985074626866,"PWD_PWD","E64"
"378","LM0212","HJQ","E6",0,0,100,"SCHUNT_STRA","E64"
"379","LM0212","GHT","E6",NA,1,99.8609823911029,"SCHUNT_STRA","E64"
"380","LM0212","HTY","E6",NA,2,97.8220574606117,"SCHUNT_STRA","E64"
"381","LM0212","GKV","E6",0,3,97.5903614457831,"SCHUNT_STRA","E64"
"382","LM0212","HLO","E6",0,4,89.9907321594069,"SCHUNT_STRA","E64"
"383","LM0212","NOP","E6",152173.913043478,5,88.5078776645042,"SCHUNT_STRA","E64"
"384","LM0212","ABY","E6",2173529.41176471,6,86.5616311399444,"SCHUNT_STRA","E64"
"385","LM0212","DNY","E6",213333.333333333,7,91.1492122335496,"SCHUNT_STRA","E64"
"386","LM0212","CNR","E6",55555.5555555556,8,93.5125115848007,"SCHUNT_STRA","E64"
"387","LM0212","BOX","E6",20531.4009661836,9,95.9684893419833,"SCHUNT_STRA","E64"
"388","LM0212","DIK","E6",7462.68656716418,10,95.8294717330862,"SCHUNT_STRA","E64"
"389","LM0213","FHV","E6",0,0,100,"PWD_PWD","E64"
"390","LM0213","ORX","E6",NA,1,99.6101364522417,"PWD_PWD","E64"
"391","LM0213","CFO","E6",NA,2,101.234567901235,"PWD_PWD","E64"
"392","LM0213","DJW","E6",0,3,103.638726445744,"PWD_PWD","E64"
"393","LM0213","CGQ","E6",11627.9069767442,4,95.7764782326186,"PWD_PWD","E64"
"394","LM0213","DPZ","E6",184782.608695652,5,87.5243664717349,"PWD_PWD","E64"
"395","LM0213","ABM","E6",1428571.42857143,6,91.1630929174789,"PWD_PWD","E64"
"396","LM0213","DMY","E6",770833.333333333,7,100.259909031839,"PWD_PWD","E64"
"397","LM0213","NST","E6",38265.306122449,8,107.667316439246,"PWD_PWD","E64"
"398","LM0213","DRT","E6",62500,9,108.317089018843,"PWD_PWD","E64"
"399","LM0213","TUW","E6",0,10,102.33918128655,"PWD_PWD","E64"
"400","LM0214","DES","E6",0,0,100,"STRA_STRA","E64"
"401","LM0214","FLM","E6",NA,1,98.541742617572,"STRA_STRA","E64"
"402","LM0214","ADQ","E6",NA,2,99.5625227852716,"STRA_STRA","E64"
"403","LM0214","KPT","E6",0,3,103.171709806781,"STRA_STRA","E64"
"404","LM0214","PRY","E6",0,4,96.7553773240977,"STRA_STRA","E64"
"405","LM0214","DLQ","E6",0,5,92.6358002187386,"STRA_STRA","E64"
"406","LM0214","OTZ","E6",1370689.65517241,6,88.7349617207437,"STRA_STRA","E64"
"407","LM0214","EUV","E6",456066.945606695,7,90.885891359825,"STRA_STRA","E64"
"408","LM0214","NXZ","E6",62874.251497006,8,97.9948960991615,"STRA_STRA","E64"
"409","LM0214","CEY","E6",94488.1889763779,9,102.260298942763,"STRA_STRA","E64"
"410","LM0214","EIJ","E6",4347.82608695652,10,103.317535545024,"STRA_STRA","E64"
"411","LM0215","ELT","E6",0,0,100,"BUSNA_STRA","E64"
"412","LM0215","GMN","E6",NA,1,100.167364016736,"BUSNA_STRA","E64"
"413","LM0215","PRZ","E6",NA,2,101.129707112971,"BUSNA_STRA","E64"
"414","LM0215","DGQ","E6",0,3,101.63179916318,"BUSNA_STRA","E64"
"415","LM0215","EWX","E6",17045.4545454545,4,96.0669456066946,"BUSNA_STRA","E64"
"416","LM0215","CPS","E6",53571.4285714286,5,93.3054393305439,"BUSNA_STRA","E64"
"417","LM0215","GMX","E6",2151515.15151515,6,98.7866108786611,"BUSNA_STRA","E64"
"418","LM0215","ENO","E6",234496.124031008,7,106.359832635983,"BUSNA_STRA","E64"
"419","LM0215","KNW","E6",34539.4736842105,8,103.849372384937,"BUSNA_STRA","E64"
"420","LM0215","EQZ","E6",0,9,105.648535564854,"BUSNA_STRA","E64"
"421","LM0215","KQY","E6",0,10,104.811715481172,"BUSNA_STRA","E64"
"422","LM0216","NSU","E6",0,0,100,"BUSNA_BUSNA","E64"
"423","LM0216","SVY","E6",NA,1,93.1954273271639,"BUSNA_BUSNA","E64"
"424","LM0216","ABJ","E6",NA,2,89.7659227000544,"BUSNA_BUSNA","E64"
"425","LM0216","JMW","E6",0,3,91.6712030484485,"BUSNA_BUSNA","E64"
"426","LM0216","GIQ","E6",4761.90476190476,4,88.6771910724006,"BUSNA_BUSNA","E64"
"427","LM0216","BDV","E6",288461.538461538,5,81.9814915623299,"BUSNA_BUSNA","E64"
"428","LM0216","BFX","E6",1680555.55555556,6,92.1066956995101,"BUSNA_BUSNA","E64"
"429","LM0216","JOW","E6",140540.540540541,7,97.3326075122482,"BUSNA_BUSNA","E64"
"430","LM0216","ALW","E6",0,8,92.7599346761023,"BUSNA_BUSNA","E64"
"431","LM0216","NVW","E6",10135.1351351351,9,96.0805661404464,"BUSNA_BUSNA","E64"
"432","LM0216","AMT","E6",5376.34408602151,10,96.842678279804,"BUSNA_BUSNA","E64"
"433","LM0217","FKY","E6",0,0,100,"BUSNA_BUSNA","E64"
"434","LM0217","OTY","E6",NA,1,98.8726042841037,"BUSNA_BUSNA","E64"
"435","LM0217","CEV","E6",NA,2,98.5907553551297,"BUSNA_BUSNA","E64"
"436","LM0217","CDS","E6",0,3,98.1397970687711,"BUSNA_BUSNA","E64"
"437","LM0217","MXY","E6",5376.34408602151,4,94.532130777903,"BUSNA_BUSNA","E64"
"438","LM0217","MQY","E6",557692.307692308,5,95.2649379932356,"BUSNA_BUSNA","E64"
"439","LM0217","DFN","E6",1585877.86259542,6,98.0834272829763,"BUSNA_BUSNA","E64"
"440","LM0217","OPW","E6",252100.840336134,7,103.945885005637,"BUSNA_BUSNA","E64"
"441","LM0217","LPV","E6",7281.55339805825,8,103.269447576099,"BUSNA_BUSNA","E64"
"442","LM0217","OVW","E6",4934.21052631579,9,106.08793686584,"BUSNA_BUSNA","E64"
"443","LM0217","HMZ","E6",0,10,109.639233370913,"BUSNA_BUSNA","E64"
"444","LM0218","JLZ","E6",0,0,100,"PWD_SCHUNT","E64"
"445","LM0218","EFV","E6",NA,1,100.392927308448,"PWD_SCHUNT","E64"
"446","LM0218","AOQ","E6",NA,2,101.915520628684,"PWD_SCHUNT","E64"
"447","LM0218","CGX","E6",0,3,99.2141453831041,"PWD_SCHUNT","E64"
"448","LM0218","MUW","E6",0,4,101.178781925344,"PWD_SCHUNT","E64"
"449","LM0218","BOS","E6",197916.666666667,5,97.7406679764244,"PWD_SCHUNT","E64"
"450","LM0218","INU","E6",207627.118644068,6,98.8212180746562,"PWD_SCHUNT","E64"
"451","LM0218","AKV","E6",214887.640449438,7,102.308447937132,"PWD_SCHUNT","E64"
"452","LM0218","AEL","E6",44585.9872611465,8,102.897838899804,"PWD_SCHUNT","E64"
"453","LM0218","AJX","E6",0,9,100.196463654224,"PWD_SCHUNT","E64"
"454","LM0218","GKS","E6",5859.375,10,102.750491159136,"PWD_SCHUNT","E64"
"455","LM0219","CHN","E6",0,0,100,"SCHUNT_PWD","E64"
"456","LM0219","ALS","E6",NA,1,105.842105263158,"SCHUNT_PWD","E64"
"457","LM0219","ACQ","E6",NA,2,107.315789473684,"SCHUNT_PWD","E64"
"458","LM0219","ABG","E6",0,3,100.263157894737,"SCHUNT_PWD","E64"
"459","LM0219","OXY","E6",0,4,102.578947368421,"SCHUNT_PWD","E64"
"460","LM0219","CER","E6",14285.7142857143,5,100.157894736842,"SCHUNT_PWD","E64"
"461","LM0219","CGL","E6",1675675.67567568,6,105.842105263158,"SCHUNT_PWD","E64"
"462","LM0219","EJL","E6",318597.56097561,7,107.631578947368,"SCHUNT_PWD","E64"
"463","LM0219","TUX","E6",14814.8148148148,8,109,"SCHUNT_PWD","E64"
"464","LM0219","CDZ","E6",0,9,108.736842105263,"SCHUNT_PWD","E64"
"465","LM0219","DFV","E6",0,10,102.105263157895,"SCHUNT_PWD","E64"
"466","LM0220","AGO","E6",0,0,100,"BUSNA_PWD","E64"
"467","LM0220","DGN","E6",NA,1,101.369168356998,"BUSNA_PWD","E64"
"468","LM0220","EPS","E6",NA,2,102.991886409736,"BUSNA_PWD","E64"
"469","LM0220","CIM","E6",0,3,96.3488843813387,"BUSNA_PWD","E64"
"470","LM0220","BDM","E6",6097.56097560976,4,98.2758620689655,"BUSNA_PWD","E64"
"471","LM0220","DFL","E6",297297.297297297,5,92.2413793103448,"BUSNA_PWD","E64"
"472","LM0220","AKR","E6",2380165.2892562,6,97.3630831643002,"BUSNA_PWD","E64"
"473","LM0220","BLW","E6",343137.254901961,7,96.8559837728195,"BUSNA_PWD","E64"
"474","LM0220","MRU","E6",39062.5,8,99.8478701825558,"BUSNA_PWD","E64"
"475","LM0220","CEJ","E6",6465.51724137931,9,99.6957403651116,"BUSNA_PWD","E64"
"476","LM0220","BQS","E6",13888.8888888889,10,100,"BUSNA_PWD","E64"
"477","LM0221","FQS","E6",0,0,100,"SCHUNT_SCHUNT","E64"
"478","LM0221","OTW","E6",NA,1,99.2397364419665,"SCHUNT_SCHUNT","E64"
"479","LM0221","DEI","E6",NA,2,101.469842878865,"SCHUNT_SCHUNT","E64"
"480","LM0221","AQR","E6",0,3,97.1109984794729,"SCHUNT_SCHUNT","E64"
"481","LM0221","PQU","E6",0,4,100.861632032438,"SCHUNT_SCHUNT","E64"
"482","LM0221","QUX","E6",98958.3333333333,5,95.5397871262038,"SCHUNT_SCHUNT","E64"
"483","LM0221","HOZ","E6",230555.555555556,6,93.5124176381145,"SCHUNT_SCHUNT","E64"
"484","LM0221","GTU","E6",553846.153846154,7,95.8438925494171,"SCHUNT_SCHUNT","E64"
"485","LM0221","BFN","E6",22413.7931034483,8,94.4247339077547,"SCHUNT_SCHUNT","E64"
"486","LM0221","LTV","E6",16826.9230769231,9,93.2589964521034,"SCHUNT_SCHUNT","E64"
"487","LM0221","KNV","E6",0,10,94.8808920425747,"SCHUNT_SCHUNT","E64"
"488","LM0222","CRW","E6",0,0,100,"STRA_BUSNA","E64"
"489","LM0222","PQV","E6",NA,1,99.4581075448103,"STRA_BUSNA","E64"
"490","LM0222","DGM","E6",NA,2,99.3330554397666,"STRA_BUSNA","E64"
"491","LM0222","BIN","E6",0,3,93.705710712797,"STRA_BUSNA","E64"
"492","LM0222","IJU","E6",5434.78260869565,4,93.1638182576073,"STRA_BUSNA","E64"
"493","LM0222","FIU","E6",55555.5555555556,5,90.1208837015423,"STRA_BUSNA","E64"
"494","LM0222","AKQ","E6",264367.816091954,6,89.1204668611922,"STRA_BUSNA","E64"
"495","LM0222","HJN","E6",1238188.97637795,7,91.3297207169654,"STRA_BUSNA","E64"
"496","LM0222","FVX","E6",110000,8,97.45727386411,"STRA_BUSNA","E64"
"497","LM0222","JMZ","E6",49632.3529411765,9,98.8328470195915,"STRA_BUSNA","E64"
"498","LM0222","BQX","E6",0,10,99.4997915798249,"STRA_BUSNA","E64"
"499","LM0223","RXY","E6",0,0,100,"SCHUNT_SCHUNT","E64"
"500","LM0223","KOQ","E6",NA,1,103.280270139894,"SCHUNT_SCHUNT","E64"
"501","LM0223","AGM","E6",NA,2,105.016883743367,"SCHUNT_SCHUNT","E64"
"502","LM0223","AOU","E6",0,3,98.6975397973951,"SCHUNT_SCHUNT","E64"
"503","LM0223","FGK","E6",9090.90909090909,4,103.328509406657,"SCHUNT_SCHUNT","E64"
"504","LM0223","AIR","E6",53846.1538461538,5,103.232030873131,"SCHUNT_SCHUNT","E64"
"505","LM0223","BWY","E6",59829.0598290598,6,104.052098408104,"SCHUNT_SCHUNT","E64"
"506","LM0223","JLW","E6",109154.929577465,7,105.643994211288,"SCHUNT_SCHUNT","E64"
"507","LM0223","ALQ","E6",5263.15789473684,8,102.46020260492,"SCHUNT_SCHUNT","E64"
"508","LM0223","QVW","E6",0,9,106.415822479498,"SCHUNT_SCHUNT","E64"
"509","LM0223","UXY","E6",8064.51612903226,10,107.477086348288,"SCHUNT_SCHUNT","E64"
"510","LM0224","KVZ","E6",0,0,100,"BUSNA_PWD","E64"
"511","LM0224","EMQ","E6",NA,1,103.904216553878,"BUSNA_PWD","E64"
"512","LM0224","FMY","E6",NA,2,103.695991671005,"BUSNA_PWD","E64"
"513","LM0224","EGN","E6",0,3,93.5450286309214,"BUSNA_PWD","E64"
"514","LM0224","GTX","E6",12437.8109452736,4,98.3862571577303,"BUSNA_PWD","E64"
"515","LM0224","EIL","E6",54487.1794871795,5,95.8355023425299,"BUSNA_PWD","E64"
"516","LM0224","IMR","E6",174418.604651163,6,94.1697032795419,"BUSNA_PWD","E64"
"517","LM0224","OPS","E6",85483.8709677419,7,103.53982300885,"BUSNA_PWD","E64"
"518","LM0224","NOV","E6",13157.8947368421,8,108.172826652785,"BUSNA_PWD","E64"
"519","LM0224","AMW","E6",6377.55102040816,9,101.821967725143,"BUSNA_PWD","E64"
"520","LM0224","BNY","E6",4285.71428571429,10,102.186361270172,"BUSNA_PWD","E64"
"521","LM0225","FGT","E6",0,0,100,"STRA_STRA","E64"
"522","LM0225","DUX","E6",NA,1,98.9304812834225,"STRA_STRA","E64"
"523","LM0225","ELY","E6",NA,2,102.103386809269,"STRA_STRA","E64"
"524","LM0225","GLO","E6",0,3,107.664884135472,"STRA_STRA","E64"
"525","LM0225","NTY","E6",0,4,99.144385026738,"STRA_STRA","E64"
"526","LM0225","OQX","E6",64732.1428571428,5,96.2566844919786,"STRA_STRA","E64"
"527","LM0225","GIL","E6",93406.5934065934,6,98.3244206773618,"STRA_STRA","E64"
"528","LM0225","MWX","E6",180000,7,101.853832442068,"STRA_STRA","E64"
"529","LM0225","AGH","E6",8333.33333333333,8,103.529411764706,"STRA_STRA","E64"
"530","LM0225","WXZ","E6",0,9,103.279857397504,"STRA_STRA","E64"
"531","LM0225","BHY","E6",0,10,102.103386809269,"STRA_STRA","E64"
"532","LM0226","KNO","E6",0,0,100,"SCHUNT_SCHUNT","E64"
"533","LM0226","BXY","E6",NA,1,100.527704485488,"SCHUNT_SCHUNT","E64"
"534","LM0226","HQU","E6",NA,2,103.496042216359,"SCHUNT_SCHUNT","E64"
"535","LM0226","BLR","E6",0,3,103.298153034301,"SCHUNT_SCHUNT","E64"
"536","LM0226","ETX","E6",0,4,99.4722955145119,"SCHUNT_SCHUNT","E64"
"537","LM0226","IQW","E6",104166.666666667,5,94.5250659630607,"SCHUNT_SCHUNT","E64"
"538","LM0226","JNR","E6",15151.5151515152,6,104.155672823219,"SCHUNT_SCHUNT","E64"
"539","LM0226","CSV","E6",164948.453608247,7,105.936675461741,"SCHUNT_SCHUNT","E64"
"540","LM0226","EFW","E6",13157.8947368421,8,105.277044854881,"SCHUNT_SCHUNT","E64"
"541","LM0226","EFJ","E6",21084.3373493976,9,104.023746701847,"SCHUNT_SCHUNT","E64"
"542","LM0226","DER","E6",0,10,104.155672823219,"SCHUNT_SCHUNT","E64"
"543","LM0227","FGW","E6",110119.047619048,0,100,"BUSNA_STRA","E88"
"544","LM0227","JMP","E6",NA,1,106.739890164753,"BUSNA_STRA","E88"
"545","LM0227","ILO","E6",NA,2,108.487269096355,"BUSNA_STRA","E88"
"546","LM0227","ACU","E6",NA,3,110.883674488268,"BUSNA_STRA","E88"
"547","LM0227","PTU","E6",8264.46280991736,4,109.835247129306,"BUSNA_STRA","E88"
"548","LM0227","NXY","E6",0,5,110.434348477284,"BUSNA_STRA","E88"
"549","LM0227","BEH","E6",0,6,107.438841737394,"BUSNA_STRA","E88"
"550","LM0227","FKN","E6",10489.5104895105,7,103.195207189216,"BUSNA_STRA","E88"
"551","LM0227","KQR","E6",2282258.06451613,8,101.497753369945,"BUSNA_STRA","E88"
"552","LM0227","BIR","E6",1259433.96226415,9,95.5067398901647,"BUSNA_STRA","E88"
"553","LM0227","GPR","E6",152597.402597403,10,104.792810783824,"BUSNA_STRA","E88"
"554","LM0227","KMO","E6",7092.19858156028,11,112.181727408887,"BUSNA_STRA","E88"
"555","LM0228","FRW","E6",46875,0,100,"STRA_BUSNA","E88"
"556","LM0228","MWY","E6",NA,1,105.010775862069,"STRA_BUSNA","E88"
"557","LM0228","CKN","E6",NA,2,108.189655172414,"STRA_BUSNA","E88"
"558","LM0228","ISW","E6",NA,3,112.446120689655,"STRA_BUSNA","E88"
"559","LM0228","BMX","E6",0,4,111.691810344828,"STRA_BUSNA","E88"
"560","LM0228","CEH","E6",0,5,110.82974137931,"STRA_BUSNA","E88"
"561","LM0228","EIY","E6",0,6,107.058189655172,"STRA_BUSNA","E88"
"562","LM0228","FIY","E6",9803.92156862745,7,99.8922413793103,"STRA_BUSNA","E88"
"563","LM0228","ATY","E6",2235714.28571429,8,98.5991379310345,"STRA_BUSNA","E88"
"564","LM0228","IQU","E6",4e+05,9,98.3836206896552,"STRA_BUSNA","E88"
"565","LM0228","ANO","E6",150000,10,100.538793103448,"STRA_BUSNA","E88"
"566","LM0228","AIN","E6",29126.213592233,11,109.644396551724,"STRA_BUSNA","E88"
"567","LM0229","IJQ","E6",0,0,100,"SCHUNT_SCHUNT","E88"
"568","LM0229","EKT","E6",NA,1,102.654867256637,"SCHUNT_SCHUNT","E88"
"569","LM0229","HQZ","E6",NA,2,102.149178255373,"SCHUNT_SCHUNT","E88"
"570","LM0229","HMU","E6",NA,3,98.9886219974716,"SCHUNT_SCHUNT","E88"
"571","LM0229","HKV","E6",0,4,97.661188369153,"SCHUNT_SCHUNT","E88"
"572","LM0229","MNT","E6",0,5,100.126422250316,"SCHUNT_SCHUNT","E88"
"573","LM0229","KOU","E6",0,6,96.1441213653603,"SCHUNT_SCHUNT","E88"
"574","LM0229","HIO","E6",96938.7755102041,7,91.8457648546144,"SCHUNT_SCHUNT","E88"
"575","LM0229","BHK","E6",981481.481481481,8,83.8811630847029,"SCHUNT_SCHUNT","E88"
"576","LM0229","LRZ","E6",281021.897810219,9,82.6169405815424,"SCHUNT_SCHUNT","E88"
"577","LM0229","ORU","E6",81250,10,87.4209860935525,"SCHUNT_SCHUNT","E88"
"578","LM0229","HJK","E6",72429.9065420561,11,97.2187104930468,"SCHUNT_SCHUNT","E88"
"579","LM0230","ERW","E6",0,0,100,"BUSNA_BUSNA","E88"
"580","LM0230","DWX","E6",NA,1,95.3371140516698,"BUSNA_BUSNA","E88"
"581","LM0230","EWY","E6",NA,2,105.229993698803,"BUSNA_BUSNA","E88"
"582","LM0230","WYZ","E6",NA,3,101.008191556396,"BUSNA_BUSNA","E88"
"583","LM0230","HPX","E6",0,4,99.8109640831758,"BUSNA_BUSNA","E88"
"584","LM0230","FJN","E6",0,5,99.2438563327032,"BUSNA_BUSNA","E88"
"585","LM0230","GJS","E6",0,6,94.3919344675489,"BUSNA_BUSNA","E88"
"586","LM0230","JTV","E6",0,7,85.5072463768116,"BUSNA_BUSNA","E88"
"587","LM0230","SUV","E6",NA,8,76.3705103969754,"BUSNA_BUSNA","E88"
"588","LM0230","FMP","E6",NA,9,NA,"BUSNA_BUSNA","E88"
"589","LM0230","CKO","E6",NA,10,NA,"BUSNA_BUSNA","E88"
"590","LM0230","SUY","E6",NA,11,NA,"BUSNA_BUSNA","E88"
"591","LM0231","AFW","E6",0,0,100,"PWD_SCHUNT","E88"
"592","LM0231","DRV","E6",NA,1,100.587920897916,"PWD_SCHUNT","E88"
"593","LM0231","DKZ","E6",NA,2,104.061998931053,"PWD_SCHUNT","E88"
"594","LM0231","LQX","E6",NA,3,105.8257616248,"PWD_SCHUNT","E88"
"595","LM0231","SXZ","E6",0,4,101.97755211117,"PWD_SCHUNT","E88"
"596","LM0231","BUY","E6",0,5,98.5569214323891,"PWD_SCHUNT","E88"
"597","LM0231","FMT","E6",0,6,99.3051843933725,"PWD_SCHUNT","E88"
"598","LM0231","BGQ","E6",25000,7,91.9294494922501,"PWD_SCHUNT","E88"
"599","LM0231","NSW","E6",3e+05,8,84.8209513629075,"PWD_SCHUNT","E88"
"600","LM0231","IWY","E6",631250,9,82.2554783538215,"PWD_SCHUNT","E88"
"601","LM0231","AOR","E6",431372.549019608,10,88.9363976483164,"PWD_SCHUNT","E88"
"602","LM0231","FLR","E6",142857.142857143,11,94.4414751469802,"PWD_SCHUNT","E88"
"603","LM0232","BGK","E6",0,0,100,"BUSNA_STRA","E88"
"604","LM0232","CQX","E6",NA,1,100.49710024855,"BUSNA_STRA","E88"
"605","LM0232","HNQ","E6",NA,2,99.7514498757249,"BUSNA_STRA","E88"
"606","LM0232","CSY","E6",NA,3,99.7514498757249,"BUSNA_STRA","E88"
"607","LM0232","ANW","E6",0,4,98.8400994200497,"BUSNA_STRA","E88"
"608","LM0232","EMO","E6",0,5,98.4258492129246,"BUSNA_STRA","E88"
"609","LM0232","EGZ","E6",0,6,97.5559237779619,"BUSNA_STRA","E88"
"610","LM0232","HKN","E6",61688.3116883117,7,95.6917978458989,"BUSNA_STRA","E88"
"611","LM0232","BDG","E6",1859649.12280702,8,93.6205468102734,"BUSNA_STRA","E88"
"612","LM0232","NOT","E6",466981.132075472,9,90.3893951946976,"BUSNA_STRA","E88"
"613","LM0232","KRU","E6",117283.950617284,10,90.182270091135,"BUSNA_STRA","E88"
"614","LM0232","BDY","E6",61594.2028985507,11,96.7274233637117,"BUSNA_STRA","E88"
"615","LM0233","AJW","E6",0,0,100,"STRA_STRA","E88"
"616","LM0233","BCL","E6",NA,1,100.896130346232,"STRA_STRA","E88"
"617","LM0233","MQV","E6",NA,2,101.710794297352,"STRA_STRA","E88"
"618","LM0233","CMZ","E6",NA,3,104.765784114053,"STRA_STRA","E88"
"619","LM0233","OPV","E6",22857.1428571429,4,106.354378818737,"STRA_STRA","E88"
"620","LM0233","HKX","E6",4854.36893203883,5,108.26883910387,"STRA_STRA","E88"
"621","LM0233","DVW","E6",0,6,106.720977596741,"STRA_STRA","E88"
"622","LM0233","COR","E6",119047.619047619,7,104.928716904277,"STRA_STRA","E88"
"623","LM0233","NSY","E6",4382978.72340426,8,98.0855397148676,"STRA_STRA","E88"
"624","LM0233","NPY","E6",447368.421052632,9,96.1303462321792,"STRA_STRA","E88"
"625","LM0233","OTX","E6",0,10,92.8309572301426,"STRA_STRA","E88"
"626","LM0233","DHI","E6",35256.4102564103,11,102.932790224033,"STRA_STRA","E88"
"627","LM0234","DMN","E6",0,0,100,"STRA_STRA","E88"
"628","LM0234","OQR","E6",NA,1,100.45534150613,"STRA_STRA","E88"
"629","LM0234","BIX","E6",NA,2,103.047285464098,"STRA_STRA","E88"
"630","LM0234","QRS","E6",NA,3,98.4938704028021,"STRA_STRA","E88"
"631","LM0234","NUV","E6",0,4,104.553415061296,"STRA_STRA","E88"
"632","LM0234","FJY","E6",0,5,108.686514886165,"STRA_STRA","E88"
"633","LM0234","LNY","E6",0,6,110.15761821366,"STRA_STRA","E88"
"634","LM0234","BIS","E6",31645.5696202532,7,109.632224168126,"STRA_STRA","E88"
"635","LM0234","EQW","E6",2772222.22222222,8,99.7197898423818,"STRA_STRA","E88"
"636","LM0234","HLX","E6",1020833.33333333,9,96.3222416812609,"STRA_STRA","E88"
