"","EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi"
"1","LM0179","ACD","E5",18.93,18.93,"100",0,0
"2","LM0180","BLX","E5",24.1,24.1,"100",0.76,0
"3","LM0181","AWY","E5",17.5,17.5,"100",0.51,0
"4","LM0182","CLT","E5",16.94,16.94,"100",1.9,0
"5","LM0183","CEK","E5",17.08,17.08,"100",0,0
"6","LM0184","CUX","E5",22.8,22.8,"100",0.85,0
"7","LM0185","CEG","E5",20.1,20.1,"100",0.23,0
"8","LM0186","FPV","E5",18.1,18.1,"100",0.87,0
"9","LM0187","FJS","E5",16.71,16.71,"100",0.74,0
"10","LM0188","CIW","E5",20.6,20.6,"100",2.31,0
"11","LM0189","IJW","E5",17.03,17.03,"100",1.71,0
"12","LM0190","HOX","E5",15.55,15.55,"100",0,0
"13","LM0191","HJX","E5",21.97,21.97,"100",0,0
"14","LM0192","GUX","E5",21.06,21.06,"100",1.51,0
"15","LM0193","GUW","E5",16.4,16.4,"100",1.07,0
"16","LM0194","LNU","E5",20.37,20.37,"100",0,0
"17","LM0195","OPY","E5",16.88,16.88,"100",0.96,0
"18","LM0196","CPW","E5",22.5,22.5,"100",1.08,0
"19","LM0197","LXZ","E5",21.35,21.35,"100",1.25,0
"20","LM0198","CNS","E5",17.65,17.65,"100",0.88,0
"21","LM0199","BHN","E5",26.85,26.85,"100",0.75,0
"22","LM0200","AFT","E5",22.32,22.32,"100",1.01,0
"23","LM0201","BUX","E5",21.75,21.75,"100",0.65,0
"24","LM0202","GPW","E5",17.68,17.68,"100",0,0
"25","LM0203","CMO","E5",20.26,20.26,"100",0.09,0
"26","LM0204","CIO","E5",19.26,19.26,"100",0.93,0
"27","LM0206","KOX","E5",16.97,16.97,"100",0,0
"28","LM0207","CPY","E5",17.27,17.27,"100",0.23,0
"29","LM0208","GQU","E5",22.82,22.82,"100",0.21,0
"30","LM0209","HPQ","E5",22.09,22.09,"100",0.93,0
"31","LM0210","BOU","E5",15.65,15.65,"100",0.34,0
"32","LM0211","BKT","E5",17.42,17.42,"100",1.28,0
"33","LM0212","HJQ","E5",21.58,21.58,"100",0.87,0
"34","LM0213","FHV","E5",15.39,15.39,"100",0,0
"35","LM0214","DES","E5",27.43,27.43,"100",0,0
"36","LM0215","ELT","E5",23.9,23.9,"100",1.18,0
"37","LM0216","NSU","E5",18.37,18.37,"100",0,0
"38","LM0217","FKY","E5",17.74,17.74,"100",1.09,0
"39","LM0218","JLZ","E5",20.36,20.36,"100",2.51,0
"40","LM0219","CHN","E5",19,19,"100",1.24,0
"41","LM0220","AGO","E5",19.72,19.72,"100",1.32,0
"42","LM0221","FQS","E5",19.73,19.73,"100",1.14,0
"43","LM0222","CRW","E5",23.99,23.99,"100",1.61,0
"44","LM0223","RXY","E5",20.73,20.73,"100",1.43,0
"45","LM0224","KVZ","E5",19.21,19.21,"100",0,0
"46","LM0225","FGT","E5",28.05,28.05,"100",1.52,0
"47","LM0226","KNO","E5",15.16,15.16,"100",0.96,0
"48","LM0227","FGW","E5",20.03,20.03,"100",0,0
"49","LM0228","FRW","E5",18.56,18.56,"100",1.3,0
"50","LM0229","IJQ","E5",15.82,15.82,"100",0,0
"51","LM0230","ERW","E5",15.87,15.87,"100",1.03,0
"52","LM0231","AFW","E5",18.71,18.71,"100",0.12,0
"53","LM0232","BGK","E5",24.14,24.14,"100",0,0
"54","LM0233","AJW","E5",24.55,24.55,"100",0.82,0
"55","LM0234","DMN","E5",28.55,28.55,"100",0.76,0
"56","LM0235","MOY","E5",17.03,17.03,"100",0.8,0
"57","LM0236","ANT","E5",23.64,23.64,"100",0.93,0
"58","LM0237","BJN","E5",11.02,11.02,"100",0,0
"59","LM0238","EUW","E5",15.31,15.31,"100",0.95,0
"60","LM0239","TXZ","E5",16.84,16.84,"100",1.33,0
"61","LM0240","CSX","E5",16.19,16.19,"100",1.14,0
"62","LM0241","IVW","E5",14.51,14.51,"100",0,0
"63","LM0242","SUZ","E5",15.65,15.65,"100",0.71,0
"64","LM0243","ILY","E5",18.58,18.58,"100",1.44,0
"65","LM0244","JMQ","E5",12.33,12.33,"100",1.51,0
"66","LM0245","CFJ","E5",16.71,16.71,"100",0,0
"67","LM0246","AHJ","E5",17.95,17.95,"100",1.33,0
"68","LM0247","ACP","E5",25.21,25.21,"100",0,0
"69","LM0248","JOT","E5",17.99,17.99,"100",1.37,0
"70","LM0249","FGZ","E5",22.27,22.27,"100",0.59,0
"71","LM0250","CQW","E5",20.59,20.59,"100",0.85,0
"72","LM0251","BCK","E5",19.67,19.67,"100",1.8,0
"73","LM0252","LQW","E5",15.01,15.01,"100",1.19,0
"74","LM0253","LMX","E5",11.08,11.08,"100",0.62,0
"75","LM0254","ACN","E5",20.16,20.16,"100",0.94,0
"76","LM0255","AKT","E5",14.65,14.65,"100",0,0
"77","LM0256","FIM","E5",25.63,25.63,"100",0,0
"78","LM0257","CEN","E5",19.57,19.57,"100",0,0
"79","LM0258","BMV","E5",17.53,17.53,"100",0.5,0
"80","LM0259","EGM","E5",24.62,24.62,"100",1.73,0
"81","LM0260","AEY","E5",20.11,20.11,"100",0.84,0
"82","LM0261","CNO","E5",15.38,15.38,"100",1.32,0
"83","LM0262","CTU","E5",15.24,15.24,"100",0.81,0
"84","LM0263","FGS","E5",18.47,18.47,"100",0.82,0
"85","LM0264","AQZ","E5",17.69,17.69,"100",0.94,0
"86","LM0265","MPQ","E5",23.29,23.29,"100",0,0
"87","LM0266","CTY","E5",18.04,18.04,"100",0,0
"88","LM0267","APV","E5",26.73,26.73,"100",1.65,0
"89","LM0268","BNZ","E5",18.01,18.01,"100",0,0
"90","LM0269","AFM","E5",20.09,20.09,"100",0.59,0
"91","LM0270","BDO","E5",19.14,19.14,"100",1.28,0
"92","LM0271","BDE","E5",21.28,21.28,"100",0.83,0
"93","LM0272","CPX","E5",16.13,16.13,"100",1.27,0
"94","LM0273","HVY","E5",18.66,18.66,"100",0.91,0
"95","LM0274","BRY","E5",24.65,24.65,"100",1.06,0
"96","LM0275","IOR","E5",19.4,19.4,"100",0.16,0
"97","LM0276","NTZ","E5",24.31,24.31,"100",0,0
"98","LM0277","DMX","E5",19.36,19.36,"100",0.81,0
"99","LM0278","CPQ","E5",17.54,17.54,"100",1.24,0
"100","LM0279","NPZ","E5",13.43,13.43,"100",0,0
"101","LM0280","CJR","E5",16.32,16.32,"100",0,0
"102","LM0281","HLS","E5",14.41,14.41,"100",0.35,0
"103","LM0282","BCF","E5",24.32,24.32,"100",0,0
"104","LM0283","BDR","E5",15.15,15.15,"100",0,0
"105","LM0284","BGH","E5",21.53,21.53,"100",0.64,0
"106","LM0285","BDK","E5",15.92,15.92,"100",0.89,0
"107","LM0286","MOR","E5",15.42,15.42,"100",0,0
"108","LM0287","BET","E5",19.81,19.81,"100",0,0
"109","LM0288","BHU","E5",17.29,17.29,"100",1.44,0
"110","LM0289","FPX","E5",19.44,19.44,"100",1.33,0
"111","LM0291","BGW","E5",16.53,16.53,"100",0.61,0
"112","LM0292","FMN","E5",20.56,20.56,"100",2.42,0
"113","LM0293","EMW","E5",16.94,16.94,"100",0.54,0
"114","LM0294","QXZ","E5",13.66,13.66,"100",0,0
"115","LM0295","ADX","E5",17.12,17.12,"100",0.64,0
"116","LM0179","MQS","E5",19.79,18.93,"104.543053354464",0,1
"117","LM0180","DTY","E5",23.7,24.1,"98.3402489626556",0.73,1
"118","LM0181","MQR","E5",18.22,17.5,"104.114285714286",0,1
"119","LM0182","ESV","E5",17.48,16.94,"103.18772136954",0.9,1
"120","LM0183","PTZ","E5",16.56,17.08,"96.9555035128806",1.34,1
"121","LM0184","EKO","E5",22.54,22.8,"98.859649122807",0,1
"122","LM0185","MOV","E5",20.33,20.1,"101.144278606965",0.67,1
"123","LM0186","SUW","E5",17.71,18.1,"97.8453038674033",0.17,1
"124","LM0187","ENZ","E5",16.73,16.71,"100.119688809096",0,1
"125","LM0188","BCR","E5",20.27,20.6,"98.3980582524272",0.6,1
"126","LM0189","CJS","E5",16.35,17.03,"96.0070463887258",0,1
"127","LM0190","RSW","E5",15.9,15.55,"102.250803858521",0,1
"128","LM0191","INR","E5",21.74,21.97,"98.9531178880291",1.02,1
"129","LM0192","BCJ","E5",21.17,21.06,"100.522317188984",0.91,1
"130","LM0193","NRX","E5",16.75,16.4,"102.134146341463",0.1,1
"131","LM0194","NWZ","E5",20.55,20.37,"100.883652430044",0,1
"132","LM0195","EQU","E5",16.96,16.88,"100.473933649289",0.88,1
"133","LM0196","MNP","E5",22,22.5,"97.7777777777778",0,1
"134","LM0197","JOS","E5",20.96,21.35,"98.1733021077283",1.05,1
"135","LM0198","CQT","E5",17.53,17.65,"99.3201133144476",0.4,1
"136","LM0199","GHU","E5",26.62,26.85,"99.1433891992551",0.93,1
"137","LM0200","GNQ","E5",22.8,22.32,"102.150537634409",0.74,1
"138","LM0201","TVX","E5",21.72,21.75,"99.8620689655172",0,1
"139","LM0202","CJK","E5",18.57,17.68,"105.033936651584",0.83,1
"140","LM0203","GOP","E5",20.11,20.26,"99.2596248766041",0.42,1
"141","LM0204","ILQ","E5",19.08,19.26,"99.0654205607476",1.15,1
"142","LM0206","ERU","E5",17.39,16.97,"102.474955804361",0.43,1
"143","LM0207","FNU","E5",17.8,17.27,"103.068905616676",0,1
"144","LM0208","DIT","E5",23.15,22.82,"101.446099912358",0.31,1
"145","LM0209","FOZ","E5",21.96,22.09,"99.4114984155727",0.75,1
"146","LM0210","BTY","E5",15.95,15.65,"101.916932907348",1.17,1
"147","LM0211","FPY","E5",17.7,17.42,"101.607347876005",0,1
"148","LM0212","GHT","E5",21.55,21.58,"99.8609823911029",0,1
"149","LM0213","ORX","E5",15.33,15.39,"99.6101364522417",0.54,1
"150","LM0214","FLM","E5",27.03,27.43,"98.541742617572",0.58,1
"151","LM0215","GMN","E5",23.94,23.9,"100.167364016736",1.17,1
"152","LM0216","SVY","E5",17.12,18.37,"93.1954273271639",0.77,1
"153","LM0217","OTY","E5",17.54,17.74,"98.8726042841037",1.59,1
"154","LM0218","EFV","E5",20.44,20.36,"100.392927308448",0.37,1
"155","LM0219","ALS","E5",20.11,19,"105.842105263158",0.94,1
"156","LM0220","DGN","E5",19.99,19.72,"101.369168356998",0,1
"157","LM0221","OTW","E5",19.58,19.73,"99.2397364419665",0.85,1
"158","LM0222","PQV","E5",23.86,23.99,"99.4581075448103",0,1
"159","LM0223","KOQ","E5",21.41,20.73,"103.280270139894",0,1
"160","LM0224","EMQ","E5",19.96,19.21,"103.904216553878",1.08,1
"161","LM0225","DUX","E5",27.75,28.05,"98.9304812834225",2.07,1
"162","LM0226","BXY","E5",15.24,15.16,"100.527704485488",0.98,1
"163","LM0227","JMP","E5",21.38,20.03,"106.739890164753",0.75,1
"164","LM0228","MWY","E5",19.49,18.56,"105.010775862069",0.64,1
"165","LM0229","EKT","E5",16.24,15.82,"102.654867256637",0,1
"166","LM0230","DWX","E5",15.13,15.87,"95.3371140516698",1.07,1
"167","LM0231","DRV","E5",18.82,18.71,"100.587920897916",1.37,1
"168","LM0232","CQX","E5",24.26,24.14,"100.49710024855",0.68,1
"169","LM0233","BCL","E5",24.77,24.55,"100.896130346232",0,1
"170","LM0234","OQR","E5",28.68,28.55,"100.45534150613",0.97,1
"171","LM0235","JVX","E5",17.89,17.03,"105.049911920141",0,1
"172","LM0236","RVW","E5",23.97,23.64,"101.395939086294",1.39,1
"173","LM0237","DSX","E5",12.12,11.02,"109.981851179673",0.58,1
"174","LM0238","FQV","E5",17.43,15.31,"113.847158719791",0.43,1
"175","LM0239","DEK","E5",17.38,16.84,"103.206650831354",0,1
"176","LM0240","FLQ","E5",18.39,16.19,"113.588634959852",0,1
"177","LM0241","HOS","E5",15.77,14.51,"108.68366643694",0,1
"178","LM0242","IMY","E5",18.05,15.65,"115.335463258786",0,1
"179","LM0243","RSZ","E5",19.71,18.58,"106.081808396125",0.83,1
"180","LM0244","ALY","E5",13.44,12.33,"109.002433090024",0,1
"181","LM0245","BRZ","E5",16.93,16.71,"101.31657690006",0,1
"182","LM0246","AKO","E5",18.64,17.95,"103.844011142061",0.65,1
"183","LM0247","GLM","E5",24.7,25.21,"97.9769932566442",1.16,1
"184","LM0248","CMW","E5",19.04,17.99,"105.836575875486",0.95,1
"185","LM0249","FVY","E5",22.25,22.27,"99.9101930848675",0,1
"186","LM0250","DUZ","E5",20.53,20.59,"99.7085964060223",1.21,1
"187","LM0251","ADK","E5",19.47,19.67,"98.9832231825114",0,1
"188","LM0252","OWX","E5",15.16,15.01,"100.999333777482",0.41,1
"189","LM0253","DEJ","E5",10.95,11.08,"98.826714801444",0.17,1
"190","LM0254","ATW","E5",21.35,20.16,"105.902777777778",0.86,1
"191","LM0255","GMY","E5",14.69,14.65,"100.273037542662",1.02,1
"192","LM0256","GLZ","E5",25.2,25.63,"98.3222785797893",1.19,1
"193","LM0257","CLV","E5",20.19,19.57,"103.16811446091",0,1
"194","LM0258","GLU","E5",17.24,17.53,"98.3456930975471",0.81,1
"195","LM0259","CRU","E5",24.71,24.62,"100.365556458164",0,1
"196","LM0260","LUX","E5",19.93,20.11,"99.1049229239185",1.65,1
"197","LM0261","CHT","E5",15.79,15.38,"102.665799739922",1.03,1
"198","LM0262","KTV","E5",14.89,15.24,"97.7034120734908",0,1
"199","LM0263","TVZ","E5",18.96,18.47,"102.652950730915",1.17,1
"200","LM0264","NSX","E5",14.68,17.69,"82.9847371396269",1.08,1
"201","LM0265","GPZ","E5",23.78,23.29,"102.103907256333",1.41,1
"202","LM0266","DPQ","E5",18.7,18.04,"103.658536585366",1.15,1
"203","LM0267","ITZ","E5",26.72,26.73,"99.9625888514777",1.12,1
"204","LM0268","EJR","E5",18.15,18.01,"100.777345918934",1.18,1
"205","LM0269","BCU","E5",20.91,20.09,"104.081632653061",1.14,1
"206","LM0270","JTZ","E5",19.88,19.14,"103.866248693835",0,1
"207","LM0271","CEU","E5",20.92,21.28,"98.3082706766917",1.45,1
"208","LM0272","CNY","E5",16.16,16.13,"100.18598884067",2.05,1
"209","LM0273","EMU","E5",18.6,18.66,"99.6784565916399",0,1
"210","LM0274","TUZ","E5",22.59,24.65,"91.6430020283976",0,1
"211","LM0275","FKX","E5",17.92,19.4,"92.3711340206186",1.89,1
"212","LM0276","CRZ","E5",24.3,24.31,"99.958864664747",3.02,1
"213","LM0277","EXY","E5",19.45,19.36,"100.464876033058",1.95,1
"214","LM0278","IKU","E5",17.35,17.54,"98.9167616875713",1.71,1
"215","LM0279","JOR","E5",13.13,13.43,"97.7661950856292",1.85,1
"216","LM0280","HKQ","E5",16.23,16.32,"99.4485294117647",1.69,1
"217","LM0281","JMN","E5",13.99,14.41,"97.0853573907009",1.4,1
"218","LM0282","EOS","E5",23.8,24.32,"97.8618421052632",1.38,1
"219","LM0283","DLY","E5",14.56,15.15,"96.1056105610561",0.76,1
"220","LM0284","AEK","E5",21.88,21.53,"101.625638643753",0,1
"221","LM0285","BMQ","E5",15.28,15.92,"95.9798994974874",2.49,1
"222","LM0286","EVX","E5",15.38,15.42,"99.7405966277562",1.83,1
"223","LM0287","HSX","E5",19.16,19.81,"96.7188288743059",1.14,1
"224","LM0288","HRX","E5",16.81,17.29,"97.2238288027762",0,1
"225","LM0289","GKW","E5",18.93,19.44,"97.3765432098765",0.79,1
"226","LM0291","OUZ","E5",16.39,16.53,"99.1530550514217",1.03,1
"227","LM0292","NTW","E5",20.57,20.56,"100.048638132296",1.82,1
"228","LM0293","JRU","E5",16.89,16.94,"99.7048406139315",0,1
"229","LM0294","CLY","E5",13.63,13.66,"99.7803806734993",0,1
"230","LM0295","BJL","E5",17.4,17.12,"101.635514018692",0.43,1
"231","LM0179","HUY","E5",19.44,18.93,"102.694136291601",1.62,2
"232","LM0180","MQT","E5",23.82,24.1,"98.8381742738589",1.21,2
"233","LM0181","IRX","E5",17.78,17.5,"101.6",0.47,2
"234","LM0182","BOR","E5",17.45,16.94,"103.010625737898",0.63,2
"235","LM0183","CLN","E5",16.75,17.08,"98.0679156908665",0,2
"236","LM0184","ETU","E5",22.6,22.8,"99.1228070175439",1.36,2
"237","LM0185","IPY","E5",20.64,20.1,"102.686567164179",2.01,2
"238","LM0186","CDE","E5",17.72,18.1,"97.9005524861878",0.27,2
"239","LM0187","NQS","E5",16.11,16.71,"96.4093357271095",2.08,2
"240","LM0188","FKW","E5",20.55,20.6,"99.7572815533981",0,2
"241","LM0189","DOV","E5",16.89,17.03,"99.1779213153259",0,2
"242","LM0190","EKR","E5",15.65,15.55,"100.64308681672",0.95,2
"243","LM0191","BNR","E5",21.53,21.97,"97.9972690031862",0,2
"244","LM0192","IVX","E5",21.45,21.06,"101.851851851852",0.83,2
"245","LM0193","FKO","E5",15.88,16.4,"96.8292682926829",0.96,2
"246","LM0194","EIP","E5",20.07,20.37,"98.5272459499264",1.85,2
"247","LM0195","GVZ","E5",17.16,16.88,"101.658767772512",1.08,2
"248","LM0196","FOW","E5",21.27,22.5,"94.5333333333333",1.87,2
"249","LM0197","FKM","E5",20.67,21.35,"96.8149882903981",1.22,2
"250","LM0198","OTV","E5",17.73,17.65,"100.453257790368",0,2
"251","LM0199","CFG","E5",26.95,26.85,"100.372439478585",0.84,2
"252","LM0200","CGY","E5",23.82,22.32,"106.720430107527",1.55,2
"253","LM0201","AIO","E5",22.01,21.75,"101.195402298851",1.28,2
"254","LM0202","APX","E5",18.23,17.68,"103.110859728507",0.97,2
"255","LM0203","ILR","E5",20.02,20.26,"98.8153998025666",0,2
"256","LM0204","AEF","E5",19.36,19.26,"100.519210799585",3.19,2
"257","LM0206","FIW","E5",16.21,16.97,"95.5215085444903",1.47,2
"258","LM0207","FOX","E5",16.72,17.27,"96.8152866242038",4.53,2
"259","LM0208","IOV","E5",23.39,22.82,"102.497808939527",0,2
"260","LM0209","IUY","E5",22.59,22.09,"102.263467632413",0,2
"261","LM0210","HQY","E5",15.53,15.65,"99.2332268370607",1.67,2
"262","LM0211","OUW","E5",17.76,17.42,"101.95177956372",2.16,2
"263","LM0212","HTY","E5",21.11,21.58,"97.8220574606117",1.67,2
"264","LM0213","CFO","E5",15.58,15.39,"101.234567901235",3.38,2
"265","LM0214","ADQ","E5",27.31,27.43,"99.5625227852716",1.16,2
"266","LM0215","PRZ","E5",24.17,23.9,"101.129707112971",2.04,2
"267","LM0216","ABJ","E5",16.49,18.37,"89.7659227000544",0.97,2
"268","LM0217","CEV","E5",17.49,17.74,"98.5907553551297",1.67,2
"269","LM0218","AOQ","E5",20.75,20.36,"101.915520628684",1.31,2
"270","LM0219","ACQ","E5",20.39,19,"107.315789473684",1.61,2
"271","LM0220","EPS","E5",20.31,19.72,"102.991886409736",0,2
"272","LM0221","DEI","E5",20.02,19.73,"101.469842878865",1.32,2
"273","LM0222","DGM","E5",23.83,23.99,"99.3330554397666",1.52,2
"274","LM0223","AGM","E5",21.77,20.73,"105.016883743367",0,2
"275","LM0224","FMY","E5",19.92,19.21,"103.695991671005",0,2
"276","LM0225","ELY","E5",28.64,28.05,"102.103386809269",2.64,2
"277","LM0226","HQU","E5",15.69,15.16,"103.496042216359",1.49,2
"278","LM0227","ILO","E5",21.73,20.03,"108.487269096355",0,2
"279","LM0228","CKN","E5",20.08,18.56,"108.189655172414",2.19,2
"280","LM0229","HQZ","E5",16.16,15.82,"102.149178255373",2.98,2
"281","LM0230","EWY","E5",16.7,15.87,"105.229993698803",0.27,2
"282","LM0231","DKZ","E5",19.47,18.71,"104.061998931053",0.74,2
"283","LM0232","HNQ","E5",24.08,24.14,"99.7514498757249",0,2
"284","LM0233","MQV","E5",24.97,24.55,"101.710794297352",0,2
"285","LM0234","BIX","E5",29.42,28.55,"103.047285464098",0,2
"286","LM0235","MOW","E5",18.73,17.03,"109.982384028186",1.09,2
"287","LM0236","LOY","E5",23.44,23.64,"99.1539763113367",0.42,2
"288","LM0237","GSZ","E5",12.73,11.02,"115.51724137931",1.85,2
"289","LM0238","DXY","E5",17.17,15.31,"112.148922273024",0,2
"290","LM0239","GRV","E5",18.3,16.84,"108.669833729216",1.48,2
"291","LM0240","RWY","E5",17.35,16.19,"107.164916615195",0.84,2
"292","LM0241","CHP","E5",16.27,14.51,"112.129565816678",0,2
"293","LM0242","CGR","E5",18.03,15.65,"115.207667731629",1.02,2
"294","LM0243","KTZ","E5",19.23,18.58,"103.498385360603",0.89,2
"295","LM0244","CRY","E5",15.33,12.33,"124.330900243309",0,2
"296","LM0245","NRV","E5",17.4,16.71,"104.129263913824",0.83,2
"297","LM0246","GHL","E5",18.96,17.95,"105.626740947075",1.38,2
"298","LM0247","SUX","E5",24.43,25.21,"96.9059896866323",1.21,2
"299","LM0248","DQV","E5",18.21,17.99,"101.222901612007",0.7,2
"300","LM0249","ART","E5",22.16,22.27,"99.5060619667714",1.58,2
"301","LM0250","DOQ","E5",20.45,20.59,"99.3200582807188",1.38,2
"302","LM0251","CTX","E5",20.51,19.67,"104.270462633452",1.05,2
"303","LM0252","GKN","E5",15.63,15.01,"104.130579613591",1.5,2
"304","LM0253","ISX","E5",11.25,11.08,"101.534296028881",0,2
"305","LM0254","BTZ","E5",20.66,20.16,"102.480158730159",0.79,2
"306","LM0255","DFM","E5",15.62,14.65,"106.621160409556",1.75,2
"307","LM0256","DSZ","E5",25.29,25.63,"98.6734295747171",0,2
"308","LM0257","FOY","E5",20.2,19.57,"103.219213081247",1.76,2
"309","LM0258","QTU","E5",17.35,17.53,"98.9731888191671",2.15,2
"310","LM0259","KQT","E5",25.13,24.62,"102.071486596263",1.64,2
"311","LM0260","HKM","E5",19.46,20.11,"96.7677772252611",1.43,2
"312","LM0261","DMP","E5",15.41,15.38,"100.195058517555",0.69,2
"313","LM0262","EUX","E5",16.1,15.24,"105.643044619423",0.6,2
"314","LM0263","DEL","E5",18.25,18.47,"98.8088792636708",0,2
"315","LM0264","COY","E5",16.73,17.69,"94.5732052006784",0.9,2
"316","LM0265","BJT","E5",24.85,23.29,"106.69815371404",0.68,2
"317","LM0266","DGL","E5",18.85,18.04,"104.490022172949",1.47,2
"318","LM0267","NQZ","E5",27.08,26.73,"101.309390198279",0.88,2
"319","LM0268","OPX","E5",18.21,18.01,"101.110494169906",0,2
"320","LM0269","DJO","E5",20.46,20.09,"101.841712294674",1.33,2
"321","LM0270","EFQ","E5",20.06,19.14,"104.806687565308",1.26,2
"322","LM0271","ADU","E5",21.61,21.28,"101.550751879699",1.35,2
"323","LM0272","MST","E5",15.92,16.13,"98.6980781153131",0.83,2
"324","LM0273","LNQ","E5",18.66,18.66,"100",0,2
"325","LM0274","PSZ","E5",21.03,24.65,"85.3144016227181",0.85,2
"326","LM0275","KPQ","E5",19.53,19.4,"100.670103092784",0.76,2
"327","LM0276","ELO","E5",24.61,24.31,"101.234060057589",0.91,2
"328","LM0277","BIZ","E5",18.55,19.36,"95.8161157024793",1.03,2
"329","LM0278","GJK","E5",17.55,17.54,"100.057012542759",0.25,2
"330","LM0279","KPR","E5",13.42,13.43,"99.9255398361876",0.53,2
"331","LM0280","LNS","E5",16.46,16.32,"100.857843137255",0.96,2
"332","LM0281","HSY","E5",14.08,14.41,"97.7099236641221",0,2
"333","LM0282","LST","E5",20.36,24.32,"83.7171052631579",0.53,2
"334","LM0283","DHX","E5",14.5,15.15,"95.7095709570957",0,2
"335","LM0284","DEX","E5",20.02,21.53,"92.986530422666",1.2,2
"336","LM0285","BEI","E5",15.28,15.92,"95.9798994974874",1.64,2
"337","LM0286","ITY","E5",15.42,15.42,"100",1.28,2
"338","LM0287","DJR","E5",19.16,19.81,"96.7188288743059",0,2
"339","LM0288","BJW","E5",16.88,17.29,"97.6286871023713",1.97,2
"340","LM0289","JQX","E5",19.13,19.44,"98.4053497942387",0.96,2
"341","LM0291","CRT","E5",16.96,16.53,"102.601330913491",1.94,2
"342","LM0292","DJS","E5",21.11,20.56,"102.675097276265",1.78,2
"343","LM0293","GNW","E5",17.66,16.94,"104.250295159386",0.68,2
"344","LM0294","JNQ","E5",13.22,13.66,"96.7789165446559",1.31,2
"345","LM0295","BIJ","E5",18.01,17.12,"105.198598130841",1.24,2
"346","LM0179","HKT","E5",19.03,18.93,"100.528262017961",1.26,3
"347","LM0180","CLZ","E5",23.79,24.1,"98.7136929460581",1.38,3
"348","LM0181","QTW","E5",17.41,17.5,"99.4857142857143",1.72,3
"349","LM0182","HIS","E5",17.83,16.94,"105.253837072019",0,3
"350","LM0183","AVZ","E5",16.6,17.08,"97.1896955503513",1.11,3
"351","LM0184","LPU","E5",22.19,22.8,"97.3245614035088",1.14,3
"352","LM0185","IPT","E5",20.13,20.1,"100.149253731343",1.26,3
"353","LM0186","FJQ","E5",17.82,18.1,"98.4530386740331",1.29,3
"354","LM0187","MNV","E5",16.18,16.71,"96.8282465589467",0,3
"355","LM0188","DRY","E5",20.15,20.6,"97.8155339805825",1.08,3
"356","LM0189","KSV","E5",16.14,17.03,"94.7739283617146",0.91,3
"357","LM0190","GQX","E5",15.49,15.55,"99.6141479099678",0.96,3
"358","LM0191","MRT","E5",21.49,21.97,"97.8152025489304",1,3
"359","LM0192","KNU","E5",21.82,21.06,"103.60873694207",0,3
"360","LM0193","AEN","E5",16.48,16.4,"100.487804878049",1.06,3
"361","LM0194","NQY","E5",19.69,20.37,"96.6617574864998",1.43,3
"362","LM0195","EGS","E5",17.22,16.88,"102.014218009479",0,3
"363","LM0196","GHX","E5",21.6,22.5,"96",1.24,3
"364","LM0197","AFR","E5",20.99,21.35,"98.3138173302108",1.15,3
"365","LM0198","OVY","E5",17.3,17.65,"98.0169971671388",1,3
"366","LM0199","BPQ","E5",27.06,26.85,"100.782122905028",0.64,3
"367","LM0200","ILZ","E5",24.58,22.32,"110.125448028674",0.94,3
"368","LM0201","GUV","E5",21.23,21.75,"97.6091954022989",0.8,3
"369","LM0202","GJT","E5",18.37,17.68,"103.902714932127",0,3
"370","LM0203","QRV","E5",20.64,20.26,"101.87561697927",0.89,3
"371","LM0204","HLV","E5",19.99,19.26,"103.790238836968",0.35,3
"372","LM0206","LOW","E5",17.4,16.97,"102.533883323512",0.2,3
"373","LM0207","ANQ","E5",17.25,17.27,"99.8841922408801",0.86,3
"374","LM0208","LOX","E5",24.15,22.82,"105.828220858896",1.04,3
"375","LM0209","HIM","E5",22.22,22.09,"100.588501584427",0,3
"376","LM0210","BKM","E5",16.08,15.65,"102.747603833866",1.38,3
"377","LM0211","GHI","E5",17.4,17.42,"99.8851894374282",1.11,3
"378","LM0212","GKV","E5",21.06,21.58,"97.5903614457831",1.71,3
"379","LM0213","DJW","E5",15.95,15.39,"103.638726445744",1.22,3
"380","LM0214","KPT","E5",28.3,27.43,"103.171709806781",1.59,3
"381","LM0215","DGQ","E5",24.29,23.9,"101.63179916318",2.07,3
"382","LM0216","JMW","E5",16.84,18.37,"91.6712030484485",1.5,3
"383","LM0217","CDS","E5",17.41,17.74,"98.1397970687712",0.46,3
"384","LM0218","CGX","E5",20.2,20.36,"99.2141453831041",0,3
"385","LM0219","ABG","E5",19.05,19,"100.263157894737",0.85,3
"386","LM0220","CIM","E5",19,19.72,"96.3488843813387",1.29,3
"387","LM0221","AQR","E5",19.16,19.73,"97.1109984794729",1.34,3
"388","LM0222","BIN","E5",22.48,23.99,"93.705710712797",0,3
"389","LM0223","AOU","E5",20.46,20.73,"98.6975397973951",0.84,3
"390","LM0224","EGN","E5",17.97,19.21,"93.5450286309214",0.49,3
"391","LM0225","GLO","E5",30.2,28.05,"107.664884135472",0,3
"392","LM0226","BLR","E5",15.66,15.16,"103.298153034301",0.56,3
"393","LM0227","ACU","E5",22.21,20.03,"110.883674488268",1.4,3
"394","LM0228","ISW","E5",20.87,18.56,"112.446120689655",0.92,3
