"","EH_ID","labels","experiment","weight","weight_dpi0","relative_weight","feces_weight","dpi"
"1300","LM0236","BKL","E5",21.08,23.64,"89.17089678511",0.94,11
"1301","LM0237","DKQ","E5",NA,11.02,"#VALUE!",0.67,11
"1302","LM0238","DMT","E5",16.44,15.31,"107.380796864794",1.03,11
"1303","LM0239","IJS","E5",17.33,16.84,"102.90973871734",0.3,11
"1304","LM0240","ABL","E5",17.56,16.19,"108.462013588635",0,11
"1305","LM0241","DHW","E5",NA,14.51,"#VALUE!",0,11
"1306","LM0242","AHM","E5",NA,15.65,"#VALUE!",0,11
"1307","LM0243","PUY","E5",NA,18.58,"#VALUE!",0.95,11
"1308","LM0244","BNO","E5",NA,12.33,"#VALUE!",0.68,11
"1309","LM0245","BLT","E5",NA,16.71,"#VALUE!",0,11
"1310","LM0246","BGU","E5",18.96,17.95,"105.626740947075",0.46,11
"1311","LM0247","LRS","E5",22.95,25.21,"91.0353034510115",0,11
"1312","LM0248","AHV","E5",20.15,17.99,"112.006670372429",1.31,11
"1313","LM0249","AIP","E5",19.88,22.27,"89.2680736416704",0,11
"1314","LM0250","GOY","E5",NA,20.59,"#VALUE!",1.53,11
"1315","LM0251","BMS","E5",18.63,19.67,"94.7127605490595",1.69,11
"1316","LM0252","CDQ","E5",NA,15.01,"#VALUE!",0.83,11
"1317","LM0253","BFS","E5",NA,11.08,"#VALUE!",0,11
"1318","LM0254","ADG","E5",20.71,20.16,"102.728174603175",1.38,11
"1319","LM0255","HXY","E5",12.65,14.65,"86.3481228668942",0,11
"1320","LM0256","ILS","E5",24.04,25.63,"93.7963324229419",1.69,11
"1321","LM0257","IOU","E5",20.23,19.57,"103.372508942259",0,11
"1322","LM0258","JQT","E5",NA,17.53,"#VALUE!",1.43,11
"1323","LM0259","EHI","E5",NA,24.62,"#VALUE!",0,11
"1324","LM0260","AKW","E5",NA,20.11,"#VALUE!",1.63,11
"1325","LM0261","SVW","E5",NA,15.38,"#VALUE!",1.36,11
"1326","LM0262","FQR","E5",NA,15.24,"#VALUE!",0,11
"1327","LM0263","BWZ","E5",NA,18.47,"#VALUE!",0.39,11
"1328","LM0264","BRT","E5",NA,17.69,"#VALUE!",1.56,11
"1329","LM0265","KPS","E5",NA,23.29,"#VALUE!",0,11
"1330","LM0266","ETV","E5",NA,18.04,"#VALUE!",0.58,11
"1331","LM0267","CLW","E5",NA,26.73,"#VALUE!",0,11
"1332","LM0268","HKS","E5",NA,18.01,"#VALUE!",0.53,11
"1333","LM0269","ACM","E5",NA,20.09,"#VALUE!",0,11
"1334","LM0270","KLX","E5",NA,19.14,"#VALUE!",1.63,11
"1335","LM0271","DGW","E5",NA,21.28,"#VALUE!",1.58,11
"1336","LM0272","BJY","E5",NA,16.13,"#VALUE!",0.52,11
"1337","LM0273","GVY","E5",NA,18.66,"#VALUE!",0,11
"1338","LM0274","OSX","E5",NA,24.65,"#VALUE!",0,11
"1339","LM0275","FOS","E5",NA,19.4,"#VALUE!",0.86,11
"1340","LM0276","KPU","E5",NA,24.31,"#VALUE!",0.71,11
"1341","LM0277","EHO","E5",NA,19.36,"#VALUE!",0.58,11
"1342","LM0278","AHW","E5",NA,17.54,"#VALUE!",0,11
"1343","LM0279","DVY","E5",NA,13.43,"#VALUE!",0.89,11
"1344","LM0280","AMX","E5",NA,16.32,"#VALUE!",0.35,11
"1345","LM0281","PST","E5",NA,14.41,"#VALUE!",0,11
"1346","LM0282","IJN","E5",NA,24.32,"#VALUE!",0,11
"1347","LM0283","COU","E5",NA,15.15,"#VALUE!",2,11
"1348","LM0284","PSX","E5",NA,21.53,"#VALUE!",1.65,11
"1349","LM0285","LNO","E5",NA,15.92,"#VALUE!",0,11
"1350","LM0286","KSY","E5",NA,15.42,"#VALUE!",0,11
"1351","LM0287","GHK","E5",NA,19.81,"#VALUE!",0,11
"1352","LM0288","DGI","E5",NA,17.29,"#VALUE!",1.56,11
"1353","LM0289","ATV","E5",NA,19.44,"#VALUE!",0.97,11
"1354","LM0291","JNT","E5",NA,16.53,"#VALUE!",0,11
"1355","LM0292","BIM","E5",NA,20.56,"#VALUE!",1.07,11
"1356","LM0293","BDU","E5",NA,16.94,"#VALUE!",1.06,11
"1357","LM0294","FGX","E5",NA,13.66,"#VALUE!",1.38,11
"1358","LM0295","ACS","E5",NA,17.12,"#VALUE!",0,11
"1359","LM0227","E7aINO","E7",23.86,23.86,"100",2.11,0
"1360","LM0228","E7aEJN","E7",21.23,21.23,"100",1.24,0
"1361","LM0229","E7aDKR","E7",19.06,19.06,"100",1.4,0
"1362","LM0231","E7aBOY","E7",20.69,20.69,"100",2.11,0
"1363","LM0232","E7aDIW","E7",26.37,26.37,"100",1.1,0
"1364","LM0233","E7aDUZ","E7",29.77,29.77,"100",2.85,0
"1365","LM0234","E7aJPX","E7",32.76,32.76,"100",1.36,0
"1366","LM0235","E7aFJS","E7",19.58,19.58,"100",0.99,0
"1367","LM0236","E7aAGN","E7",26.25,26.25,"100",1.21,0
"1368","LM0238","E7aILM","E7",27.39,27.39,"100",3.28,0
"1369","LM0239","E7aEIQ","E7",19.41,19.41,"100",1.94,0
"1370","LM0240","E7aHKW","E7",20.45,20.45,"100",1.03,0
"1371","LM0247","E7aBVZ","E7",27.13,27.13,"100",3.22,0
"1372","LM0248","E7aAFY","E7",23.46,23.46,"100",0.67,0
"1373","LM0249","E7aASZ","E7",26.1,26.1,"100",0.74,0
"1374","LM0251","E7aGSZ","E7",23.16,23.16,"100",0.69,0
"1375","LM0254","E7aBCP","E7",22.32,22.32,"100",3.26,0
"1376","LM0255","E7aDPW","E7",18.26,18.26,"100",1.07,0
"1377","LM0256","E7aIJY","E7",29.15,29.15,"100",1.77,0
"1378","LM0257","E7aCJP","E7",22.75,22.75,"100",2.32,0
"1379","LM0258","E7aHJU","E7",19.74,19.74,"100",1.25,0
"1380","LM0259","E7aALR","E7",28.89,28.89,"100",1.64,0
"1381","LM0260","E7bCKT","E7",29.02,29.02,"100",1.21,0
"1382","LM0261","E7aDLN","E7",20.09,20.09,"100",0.77,0
"1383","LM0262","E7bHQZ","E7",21.13,21.13,"100",1.08,0
"1384","LM0263","E7bLNO","E7",21.25,21.25,"100",1.45,0
"1385","LM0264","E7aELV","E7",17.88,17.88,"100",0.66,0
"1386","LM0265","E7bDKM","E7",26.43,26.43,"100",1.39,0
"1387","LM0266","E7aDJP","E7",23.94,23.94,"100",1.67,0
"1388","LM0268","E7aKWX","E7",20.84,20.84,"100",2.33,0
"1389","LM0269","E7bBIW","E7",21.6,21.6,"100",1,0
"1390","LM0270","E7bGQU","E7",23.89,23.89,"100",1.91,0
"1391","LM0271","E7aCKO","E7",24.25,24.25,"100",1.39,0
"1392","LM0272","E7bAOT","E7",22.77,22.77,"100",0.83,0
"1393","LM0273","E7bAHV","E7",21.7,21.7,"100",1.82,0
"1394","LM0275","E7bIJP","E7",20.83,20.83,"100",1.2,0
"1395","LM0276","E7bPQT","E7",29.59,29.59,"100",1.74,0
"1396","LM0277","E7bELQ","E7",23.88,23.88,"100",0.78,0
"1397","LM0278","E7bILR","E7",20.88,20.88,"100",2,0
"1398","LM0279","E7bBNQ","E7",21.35,21.35,"100",1.09,0
"1399","LM0280","E7bIMP","E7",17.57,17.57,"100",1.28,0
"1400","LM0282","E7bRWZ","E7",30.09,30.09,"100",2.25,0
"1401","LM0283","E7bJMO","E7",19.1,19.1,"100",1.31,0
"1402","LM0284","E7bLOR","E7",22.39,22.39,"100",1.27,0
"1403","LM0285","E7bCRV","E7",19.43,19.43,"100",1.49,0
"1404","LM0286","E7bGXY","E7",19.07,19.07,"100",2.27,0
"1405","LM0287","E7bHKV","E7",18.83,18.83,"100",0.95,0
"1406","LM0288","E7bCOP","E7",19.74,19.74,"100",2.29,0
"1407","LM0289","E7bDIP","E7",23.93,23.93,"100",1.61,0
"1408","LM0291","E7bGIR","E7",24.85,24.85,"100",1.76,0
"1409","LM0292","E7bEGK","E7",22.15,22.15,"100",1.24,0
"1410","LM0293","E7bILQ","E7",20.74,20.74,"100",1.38,0
"1411","LM0294","E7bCHL","E7",17.02,17.02,"100",0.92,0
"1412","LM0295","E7bDEK","E7",21.31,21.31,"100",1.14,0
"1413","LM0293","E7bATW","E7",19.85,20.74,"95.7087753134041",1.39,1
"1414","LM0236","E7aTXZ","E7",23.35,26.25,"88.95",1.7,1
"1415","LM0251","E7aKNZ","E7",21.85,23.16,"94.34",0.93,1
"1416","LM0266","E7aJTV","E7",22.67,23.94,"94.7",1.28,1
"1417","LM0268","E7aCPW","E7",19.76,20.84,"94.82",1.96,1
"1418","LM0295","E7bADF","E7",20.37,21.31,"95.58892539",1.47,1
"1419","LM0270","E7bOSZ","E7",22.92,23.89,"95.93972373",1.62,1
"1420","LM0273","E7bOSX","E7",20.87,21.7,"96.17511521",2.07,1
"1421","LM0229","E7aABG","E7",18.38,19.06,"96.43",1.63,1
"1422","LM0258","E7aOPZ","E7",19.18,19.74,"97.16",1.55,1
"1423","LM0279","E7bHIY","E7",20.86,21.35,"97.70491803",1.46,1
"1424","LM0284","E7bFMN","E7",21.88,22.39,"97.72219741",1.86,1
"1425","LM0234","E7aGHS","E7",32.07,32.76,"97.89",1.93,1
"1426","LM0257","E7aBEF","E7",22.37,22.75,"98.33",1.53,1
"1427","LM0247","E7aHOY","E7",26.69,27.13,"98.38",3.74,1
"1428","LM0261","E7aCLZ","E7",19.81,20.09,"98.61",1.16,1
"1429","LM0289","E7bAKL","E7",23.6,23.93,"98.62097785",1.75,1
"1430","LM0248","E7aAFN","E7",23.14,23.46,"98.64",0.92,1
"1431","LM0265","E7bPQY","E7",26.11,26.43,"98.78925463",2.34,1
"1432","LM0292","E7bBLW","E7",21.89,22.15,"98.8261851",1.26,1
"1433","LM0285","E7bACW","E7",19.26,19.43,"99.12506433",1.67,1
"1434","LM0235","E7aHKM","E7",19.41,19.58,"99.13",0.86,1
"1435","LM0272","E7bEWX","E7",22.6,22.77,"99.2534036",1.83,1
"1436","LM0227","E7aFJW","E7",23.8,23.86,"99.75",0.76,1
"1437","LM0288","E7bLPW","E7",19.7,19.74,"99.79736575",1.9,1
"1438","LM0291","E7bEMP","E7",24.8,24.85,"99.79879276",1.69,1
"1439","LM0233","E7aFKW","E7",29.75,29.77,"99.93",1.92,1
"1440","LM0249","E7aIMU","E7",26.09,26.1,"99.96",1.62,1
"1441","LM0271","E7aHKT","E7",24.24,24.25,"99.96",2.07,1
"1442","LM0294","E7bRSW","E7",17.06,17.02,"100.2350176",1,1
"1443","LM0256","E7aAGS","E7",29.26,29.15,"100.38",1.74,1
"1444","LM0280","E7bOSY","E7",17.68,17.57,"100.6260672",2.67,1
"1445","LM0238","E7aGIQ","E7",21.56,21.39,"100.79",1.58,1
"1446","LM0277","E7bADS","E7",24.07,23.88,"100.7956449",1.69,1
"1447","LM0254","E7aIUV","E7",22.54,22.32,"100.99",2.5,1
"1448","LM0255","E7aAIR","E7",18.44,18.26,"100.99",1.41,1
"1449","LM0287","E7bDFL","E7",19.02,18.83,"101.0090281",1.46,1
"1450","LM0283","E7bKPU","E7",19.4,19.1,"101.5706806",1.5,1
"1451","LM0282","E7bGLS","E7",30.62,30.09,"101.7613825",2.34,1
"1452","LM0262","E7bHKS","E7",21.53,21.13,"101.8930431",1.38,1
"1453","LM0286","E7bDGQ","E7",19.47,19.07,"102.0975354",2.2,1
"1454","LM0240","E7aBDI","E7",20.89,20.45,"102.15",2.3,1
"1455","LM0239","E7aGVW","E7",19.84,19.41,"102.22",1.82,1
"1456","LM0264","E7aAJT","E7",18.3,17.88,"102.35",0.82,1
"1457","LM0263","E7bAKS","E7",21.82,21.25,"102.6823529",2.22,1
"1458","LM0232","E7aHNS","E7",27.09,26.37,"102.73",2.18,1
"1459","LM0259","E7aFGV","E7",29.68,28.89,"102.73",2.19,1
"1460","LM0260","E7bRSU","E7",29.82,29.02,"102.7567195",1.82,1
"1461","LM0269","E7bHJW","E7",22.21,21.6,"102.8240741",1.05,1
"1462","LM0231","E7aCIK","E7",21.41,20.69,"103.48",1.13,1
"1463","LM0275","E7bGPT","E7",21.63,20.83,"103.8406145",1.01,1
"1464","LM0276","E7bABW","E7",30.73,29.59,"103.8526529",2.22,1
"1465","LM0278","E7bLMV","E7",21.71,20.88,"103.9750958",1.67,1
"1466","LM0228","E7aFHT","E7",23.4,21.23,"110.22",1.28,1
"1467","LM0268","E7aEIU","E7",19.69,20.84,"94.48",1.14,2
"1468","LM0251","E7aDOT","E7",21.89,23.16,"94.52",1.18,2
"1469","LM0248","E7aFJR","E7",22.28,23.46,"94.97",1,2
"1470","LM0273","E7bGTV","E7",20.67,21.7,"95.25345622",1.82,2
"1471","LM0289","E7bKQZ","E7",22.84,23.93,"95.44504806",1.81,2
"1472","LM0266","E7aJUV","E7",23.01,23.94,"96.12",1.18,2
"1473","LM0295","E7bCGI","E7",20.51,21.31,"96.24589395",2.07,2
"1474","LM0293","E7bJNY","E7",19.98,20.74,"96.33558341",1.39,2
"1475","LM0283","E7bFJN","E7",18.42,19.1,"96.43979058",1.7,2
"1476","LM0247","E7aFHS","E7",26.45,27.13,"97.49",1.73,2
"1477","LM0292","E7bEHI","E7",21.63,22.15,"97.6523702",2.58,2
"1478","LM0271","E7aBEW","E7",23.76,24.25,"97.98",2.44,2
"1479","LM0285","E7bBIT","E7",19.05,19.43,"98.04426145",1.33,2
"1480","LM0261","E7aDMN","E7",19.79,20.09,"98.51",0.95,2
"1481","LM0258","E7aCGS","E7",19.47,19.74,"98.63",1.3,2
"1482","LM0235","E7aEHM","E7",19.35,19.58,"98.83",1.11,2
"1483","LM0257","E7aEJP","E7",22.51,22.75,"98.95",1.14,2
"1484","LM0229","E7aBIO","E7",18.88,19.06,"99.06",1.23,2
"1485","LM0265","E7bBKY","E7",26.3,26.43,"99.5081347",2.54,2
"1486","LM0227","E7aALV","E7",23.75,23.86,"99.54",1.09,2
"1487","LM0234","E7aJMZ","E7",32.68,32.76,"99.76",1.26,2
"1488","LM0291","E7bPXY","E7",24.8,24.85,"99.79879276",2.38,2
"1489","LM0284","E7bCRX","E7",22.43,22.39,"100.1786512",2.2,2
"1490","LM0269","E7bEIV","E7",21.65,21.6,"100.2314815",1.61,2
"1491","LM0249","E7aFMR","E7",26.2,26.1,"100.38",1.15,2
"1492","LM0294","E7bBGP","E7",17.09,17.02,"100.4112808",0.82,2
"1493","LM0277","E7bBRZ","E7",23.99,23.88,"100.4606365",1.54,2
"1494","LM0279","E7bSTZ","E7",21.49,21.35,"100.6557377",1.67,2
"1495","LM0254","E7aBQR","E7",22.48,22.32,"100.72",2.33,2
"1496","LM0239","E7aHPY","E7",19.56,19.41,"100.77",1.14,2
"1497","LM0260","E7bRTX","E7",29.31,29.02,"100.9993108",1.27,2
"1498","LM0259","E7aAFV","E7",29.25,28.89,"101.25",1.14,2
"1499","LM0272","E7bCKS","E7",23.14,22.77,"101.6249451",1.68,2
"1500","LM0255","E7aFGM","E7",18.58,18.26,"101.75",0.96,2
"1501","LM0286","E7bDFQ","E7",19.46,19.07,"102.045097",2.42,2
"1502","LM0264","E7aOQT","E7",18.31,17.88,"102.4",1.05,2
"1503","LM0236","E7aPRV","E7",26.92,26.25,"102.55",1.15,2
"1504","LM0256","E7aBSU","E7",29.91,29.15,"102.61",1.12,2
"1505","LM0276","E7bBDP","E7",30.37,29.59,"102.6360257",1.87,2
"1506","LM0270","E7bAOZ","E7",24.55,23.89,"102.7626622",2.23,2
"1507","LM0240","E7aACZ","E7",21.09,20.45,"103.13",1.56,2
"1508","LM0278","E7bQVX","E7",21.56,20.88,"103.256705",2.62,2
"1509","LM0275","E7bAFK","E7",21.51,20.83,"103.2645223",1.3,2
"1510","LM0233","E7aDQW","E7",30.76,29.77,"103.33",1.21,2
"1511","LM0288","E7bDHV","E7",20.41,19.74,"103.3941236",3.54,2
"1512","LM0238","E7aGMW","E7",22.14,21.39,"103.51",1.36,2
"1513","LM0232","E7aAGP","E7",27.32,26.37,"103.6",1.21,2
"1514","LM0262","E7bCFV","E7",21.95,21.13,"103.8807383",1.65,2
"1515","LM0282","E7bRWX","E7",31.29,30.09,"103.9880359",2.35,2
"1516","LM0263","E7bDHI","E7",22.28,21.25,"104.8470588",1.67,2
"1517","LM0287","E7bELU","E7",19.96,18.83,"106.0010621",1.43,2
"1518","LM0280","E7bFJY","E7",19.16,17.57,"109.0495162",3.1,2
"1519","LM0231","E7aANS","E7",22.57,20.69,"109.09",1.4,2
"1520","LM0228","E7aCRZ","E7",24.14,21.23,"113.71",1.2,2
"1521","LM0248","E7aQTX","E7",22.06,23.46,"94.03",1.57,3
"1522","LM0266","E7aGRV","E7",22.57,23.94,"94.28",0.96,3
"1523","LM0268","E7aAWZ","E7",19.66,20.84,"94.34",1.27,3
"1524","LM0289","E7bCER","E7",22.66,23.93,"94.69285416",2.22,3
"1525","LM0295","E7bDMR","E7",20.29,21.31,"95.21351478",1.82,3
"1526","LM0257","E7aLOW","E7",21.7,22.75,"95.38",1.79,3
"1527","LM0270","E7bARS","E7",22.9,23.89,"95.8560067",1.18,3
"1528","LM0247","E7aBKM","E7",26.04,27.13,"95.98",2.77,3
"1529","LM0271","E7aACO","E7",23.33,24.25,"96.21",1.8,3
"1530","LM0251","E7aGLO","E7",22.36,23.16,"96.55",1.98,3
"1531","LM0261","E7aDTW","E7",19.56,20.09,"97.36",1.25,3
"1532","LM0235","E7aQUZ","E7",19.13,19.58,"97.7",1.12,3
"1533","LM0255","E7aDFU","E7",17.98,18.26,"98.47",1.49,3
"1534","LM0258","E7aFYZ","E7",19.44,19.74,"98.48",1.92,3
"1535","LM0294","E7bNOQ","E7",16.81,17.02,"98.76615746",0.84,3
"1536","LM0272","E7bLQW","E7",22.5,22.77,"98.81422925",1.28,3
"1537","LM0283","E7bBMR","E7",18.88,19.1,"98.84816754",1.12,3
"1538","LM0229","E7aAIO","E7",18.85,19.06,"98.9",2.07,3
"1539","LM0279","E7bQSV","E7",21.12,21.35,"98.92271663",1.4,3
"1540","LM0273","E7bCLX","E7",21.47,21.7,"98.94009217",1.82,3
"1541","LM0249","E7aLNU","E7",25.92,26.1,"99.31",1.86,3
"1542","LM0269","E7bMNP","E7",21.5,21.6,"99.53703704",1.31,3
"1543","LM0239","E7aEFQ","E7",19.33,19.41,"99.59",1.99,3
"1544","LM0292","E7bSYZ","E7",22.06,22.15,"99.59367946",1.12,3
"1545","LM0227","E7aIPS","E7",23.8,23.86,"99.75",1.5,3
"1546","LM0265","E7bEIS","E7",26.41,26.43,"99.92432841",1.47,3
"1547","LM0293","E7bAHT","E7",20.74,20.74,"100",1.35,3
"1548","LM0254","E7aCHI","E7",22.35,22.32,"100.13",2.15,3
"1549","LM0238","E7aKUZ","E7",21.42,21.39,"100.14",1.46,3
"1550","LM0234","E7aEKV","E7",33,32.76,"100.73",1.46,3
"1551","LM0288","E7bAEG","E7",19.93,19.74,"100.9625127",1.3,3
"1552","LM0260","E7bITX","E7",29.36,29.02,"101.1716058",1.61,3
"1553","LM0285","E7bCHZ","E7",19.68,19.43,"101.2866701",2.01,3
"1554","LM0284","E7bFMV","E7",22.76,22.39,"101.6525234",1.95,3
"1555","LM0259","E7aGTW","E7",29.46,28.89,"101.97",1.68,3
"1556","LM0264","E7aENV","E7",18.27,17.88,"102.18",0.89,3
"1557","LM0232","E7aGIU","E7",27,26.37,"102.39",1.35,3
"1558","LM0277","E7bABP","E7",24.49,23.88,"102.5544389",1.62,3
"1559","LM0263","E7bQRT","E7",21.82,21.25,"102.6823529",1.48,3
"1560","LM0233","E7aERY","E7",30.71,29.77,"103.16",1.66,3
"1561","LM0278","E7bKMP","E7",21.63,20.88,"103.591954",1.11,3
"1562","LM0240","E7aEKX","E7",21.24,20.45,"103.86",1.6,3
"1563","LM0236","E7aADG","E7",27.45,26.25,"104.57",2.11,3
"1564","LM0275","E7bUWZ","E7",21.81,20.83,"104.7047528",1.56,3
"1565","LM0262","E7bNRV","E7",22.13,21.13,"104.7326077",0.94,3
"1566","LM0291","E7bHLV","E7",26.09,24.85,"104.9899396",1.45,3
"1567","LM0280","E7bNXY","E7",18.57,17.57,"105.6915196",1.18,3
"1568","LM0256","E7aKNQ","E7",30.92,29.15,"106.07",1.93,3
"1569","LM0231","E7aBMW","E7",22,20.69,"106.33",2.09,3
"1570","LM0287","E7bAST","E7",20.03,18.83,"106.3728093",1.27,3
"1571","LM0286","E7bDKV","E7",20.3,19.07,"106.4499213",1.57,3
"1572","LM0276","E7bESY","E7",32.1,29.59,"108.4825955",2.38,3
"1573","LM0282","E7bAUW","E7",32.85,30.09,"109.1724826",1.65,3
"1574","LM0228","E7aCWZ","E7",24.85,21.23,"117.05",1.69,3
"1575","LM0266","E7aFLN","E7",21.47,23.94,"89.68",1.36,4
"1576","LM0248","E7aAQW","E7",21.73,23.46,"92.63",2.33,4
"1577","LM0289","E7bIRU","E7",22.44,23.93,"93.77350606",2.03,4
"1578","LM0271","E7aAGI","E7",22.8,24.25,"94.02",4.02,4
"1579","LM0270","E7bBTZ","E7",22.6,23.89,"94.60025115",1.75,4
"1580","LM0261","E7aCFZ","E7",19.01,20.09,"94.62",2.52,4
"1581","LM0295","E7bDRT","E7",20.2,21.31,"94.79117785",1.07,4
"1582","LM0268","E7aDGZ","E7",19.79,20.84,"94.96",2.21,4
"1583","LM0227","E7aELZ","E7",22.88,23.86,"95.89",2.23,4
"1584","LM0255","E7aCHX","E7",17.69,18.26,"96.88",1.74,4
"1585","LM0260","E7bGIT","E7",28.15,29.02,"97.00206754",1.03,4
"1586","LM0249","E7aMPU","E7",25.53,26.1,"97.82",3.25,4
"1587","LM0247","E7aGOV","E7",26.54,27.13,"97.83",3.97,4
"1588","LM0235","E7aDHL","E7",19.17,19.58,"97.91",1.9,4
"1589","LM0265","E7bFGW","E7",25.91,26.43,"98.03253878",1.09,4
"1590","LM0257","E7aDHX","E7",22.35,22.75,"98.24",3.66,4
"1591","LM0258","E7aAEQ","E7",19.42,19.74,"98.38",1.24,4
"1592","LM0229","E7aLUV","E7",18.78,19.06,"98.53",2.35,4
"1593","LM0238","E7aINU","E7",21.13,21.39,"98.78",1.32,4
"1594","LM0259","E7aDKW","E7",28.54,28.89,"98.79",1.86,4
"1595","LM0285","E7bCMQ","E7",19.21,19.43,"98.86773031",0.77,4
"1596","LM0239","E7aKMO","E7",19.28,19.41,"99.33",3.74,4
"1597","LM0251","E7aAMS","E7",23.05,23.16,"99.53",2.01,4
"1598","LM0269","E7bSUZ","E7",21.51,21.6,"99.58333333",0.94,4
"1599","LM0293","E7bBNW","E7",20.76,20.74,"100.096432",0.81,4
"1600","LM0254","E7aDMP","E7",22.36,22.32,"100.18",3.93,4
"1601","LM0292","E7bSXY","E7",22.3,22.15,"100.6772009",1.14,4
"1602","LM0294","E7bLPQ","E7",17.14,17.02,"100.7050529",0.54,4
"1603","LM0284","E7bKLT","E7",22.56,22.39,"100.7592675",1.26,4
"1604","LM0234","E7aCET","E7",33.03,32.76,"100.82",2.3,4
"1605","LM0277","E7bSWZ","E7",24.13,23.88,"101.0469012",1.48,4
"1606","LM0232","E7aBFJ","E7",26.65,26.37,"101.06",1.92,4
"1607","LM0279","E7bBHX","E7",21.64,21.35,"101.3583138",0.68,4
"1608","LM0286","E7bBNT","E7",19.36,19.07,"101.5207132",1.36,4
"1609","LM0272","E7bCTU","E7",23.14,22.77,"101.6249451",1.17,4
"1610","LM0273","E7bBQV","E7",22.17,21.7,"102.1658986",1.43,4
"1611","LM0283","E7bCGR","E7",19.54,19.1,"102.3036649",1.05,4
"1612","LM0236","E7aBHI","E7",26.94,26.25,"102.63",2.32,4
"1613","LM0288","E7bJOZ","E7",20.33,19.74,"102.9888551",0.94,4
"1614","LM0256","E7aJRX","E7",30.05,29.15,"103.09",2.22,4
"1615","LM0280","E7bHKN","E7",18.12,17.57,"103.1303358",1.07,4
"1616","LM0240","E7aKMQ","E7",21.14,20.45,"103.37",2.41,4
"1617","LM0231","E7aBCE","E7",21.45,20.69,"103.67",2.39,4
"1618","LM0264","E7aIJR","E7",18.55,17.88,"103.75",1.06,4
"1619","LM0233","E7aIMR","E7",31.02,29.77,"104.2",3.05,4
"1620","LM0291","E7bFXZ","E7",25.96,24.85,"104.4668008",1.03,4
"1621","LM0263","E7bBIJ","E7",22.37,21.25,"105.2705882",0.98,4
"1622","LM0287","E7bEPQ","E7",19.89,18.83,"105.6293149",0.88,4
"1623","LM0278","E7bGVY","E7",22.15,20.88,"106.0823755",1.12,4
"1624","LM0275","E7bABL","E7",22.54,20.83,"108.2093135",0.84,4
"1625","LM0262","E7bBKV","E7",22.96,21.13,"108.660672",1.04,4
"1626","LM0276","E7bPVZ","E7",32.25,29.59,"108.9895235",1.17,4
"1627","LM0282","E7bFGZ","E7",33.15,30.09,"110.1694915",1.75,4
"1628","LM0228","E7aBJR","E7",24.01,21.23,"113.09",1.96,4
"1629","LM0266","E7aDKO","E7",21.39,23.94,"89.35",2.18,5
"1630","LM0277","E7bART","E7",21.36,23.88,"89.44723618",1.61,5
"1631","LM0289","E7bAGL","E7",21.73,23.93,"90.80651901",2.85,5
"1632","LM0249","E7aGWZ","E7",24.36,26.1,"93.33",1.7,5
"1633","LM0257","E7aTUV","E7",21.3,22.75,"93.63",2.89,5
"1634","LM0268","E7aERS","E7",19.55,20.84,"93.81",2.5,5
"1635","LM0258","E7aJXZ","E7",18.53,19.74,"93.87",1.08,5
"1636","LM0255","E7aBWZ","E7",17.24,18.26,"94.41",0.68,5
"1637","LM0292","E7bBTV","E7",20.95,22.15,"94.58239278",1.41,5
"1638","LM0270","E7bBGV","E7",22.61,23.89,"94.64210967",2.08,5
"1639","LM0248","E7aAMX","E7",22.23,23.46,"94.76",2.06,5
"1640","LM0293","E7bAIZ","E7",19.76,20.74,"95.27483124",1.18,5
"1641","LM0295","E7bANY","E7",20.33,21.31,"95.40122008",2.98,5
"1642","LM0265","E7bAFP","E7",25.3,26.43,"95.72455543",2.51,5
"1643","LM0271","E7aFHQ","E7",23.3,24.25,"96.08",0.88,5
"1644","LM0288","E7bBCF","E7",18.99,19.74,"96.2006079",1.45,5
"1645","LM0261","E7aCNO","E7",19.34,20.09,"96.27",1.09,5
"1646","LM0283","E7bQRS","E7",18.4,19.1,"96.33507853",1.81,5
"1647","LM0273","E7bMPW","E7",20.96,21.7,"96.58986175",2.94,5
"1648","LM0227","E7aRTY","E7",23.12,23.86,"96.9",2.01,5
"1649","LM0285","E7bIKL","E7",18.9,19.43,"97.27225939",1.37,5
"1650","LM0238","E7aKST","E7",20.84,21.39,"97.43",0.82,5
"1651","LM0279","E7bBMS","E7",20.86,21.35,"97.70491803",1.32,5
"1652","LM0236","E7aEQV","E7",25.72,26.25,"97.98",1.96,5
"1653","LM0234","E7aAEJ","E7",32.15,32.76,"98.14",2.29,5
"1654","LM0286","E7bNPX","E7",18.75,19.07,"98.32197168",2.61,5
"1655","LM0294","E7bKTZ","E7",16.75,17.02,"98.41363102",0.95,5
"1656","LM0247","E7aCGT","E7",26.78,27.13,"98.71",2.86,5
"1657","LM0264","E7aDIJ","E7",17.65,17.88,"98.71",1.05,5
"1658","LM0269","E7bGPR","E7",21.34,21.6,"98.7962963",1.9,5
"1659","LM0259","E7aCLS","E7",28.55,28.89,"98.82",1.5,5
"1660","LM0272","E7bJQZ","E7",22.53,22.77,"98.94598155",2.28,5
"1661","LM0260","E7bJKZ","E7",28.75,29.02,"99.06960717",2.65,5
"1662","LM0291","E7bDMZ","E7",24.71,24.85,"99.43661972",2.3,5
"1663","LM0284","E7bLPZ","E7",22.52,22.39,"100.5806163",1.13,5
"1664","LM0239","E7aMOX","E7",19.6,19.41,"100.98",2.81,5
