;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;CXCL9;Unkn;LM75;;30,8521909840333;30,8521909840333;0;n. def.;n. def.;n. def.;0;60;
;A02;SYBR;IL-10;Unkn;LM75;;n. def.;0;0;n. def.;n. def.;0;0;60;
;A03;SYBR;IL-12;Unkn;LM75;;32,0796859007835;32,0796859007835;0;n. def.;n. def.;n. def.;0;60;
;A04;SYBR;IL-6;Unkn;LM75;;27,0199571776306;27,0199571776306;0;n. def.;n. def.;n. def.;0;60;
;A05;SYBR;IFN-g;Unkn;LM75;;29,0645492025592;29,0645492025592;0;n. def.;n. def.;n. def.;0;60;
;A06;SYBR;STAT6;Unkn;LM75;;23,1646173485736;23,1646173485736;0;n. def.;n. def.;n. def.;0;60;
;A07;SYBR;TGF-b;Unkn;LM75;;28,518567162233;28,518567162233;0;n. def.;n. def.;n. def.;0;60;
;A08;SYBR;Ppia;Unkn;LM75;;18,3178897774861;18,3178897774861;0;n. def.;n. def.;n. def.;0;60;
;A09;SYBR;Ppib;Pos Ctrl;LM75;;21,8000278423907;21,8000278423907;0;n. def.;n. def.;n. def.;0;60;
;A10;SYBR;CDC42;Pos Ctrl;LM75;;23,2548106972078;23,2548106972078;0;n. def.;n. def.;n. def.;0;60;
;A11;SYBR;;Neg Ctrl;LM75;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B01;SYBR;CXCL9;Unkn;LM75;;30,6551402989194;30,6551402989194;0;n. def.;n. def.;n. def.;0;60;
;B02;SYBR;IL-10;Unkn;LM75;;38,3884765925825;38,3884765925825;0;n. def.;n. def.;n. def.;0;60;
;B03;SYBR;IL-12;Unkn;LM75;;32,3935787886509;32,3935787886509;0;n. def.;n. def.;n. def.;0;60;
;B04;SYBR;IL-6;Unkn;LM75;;27,302948340587;27,302948340587;0;n. def.;n. def.;n. def.;0;60;
;B05;SYBR;IFN-g;Unkn;LM75;;28,2390825302479;28,2390825302479;0;n. def.;n. def.;n. def.;0;60;
;B06;SYBR;STAT6;Unkn;LM75;;23,9260169427001;23,9260169427001;0;n. def.;n. def.;n. def.;0;60;
;B07;SYBR;TGF-b;Unkn;LM75;;26,9364771220921;26,9364771220921;0;n. def.;n. def.;n. def.;0;60;
;B08;SYBR;Ppia;Unkn;LM75;;18,1618688913556;18,1618688913556;0;n. def.;n. def.;n. def.;0;60;
;B09;SYBR;Ppib;Pos Ctrl;LM75;;22,8613905900976;22,8613905900976;0;n. def.;n. def.;n. def.;0;60;
