;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;A01;Texas Red;;Unkn;;-0,608554232919414;;Unknown;Unassigned;False
;A02;Texas Red;;Unkn;;-0,776919611921828;;Unknown;Unassigned;False
;A03;Texas Red;;Unkn;;2,56977683259538;;Unknown;Unassigned;False
;A04;Texas Red;;Unkn;;0,414509267467838;;Unknown;Unassigned;False
;A05;Texas Red;;Unkn;;-1,8787680130927;;Unknown;Unassigned;False
;A06;Texas Red;;Unkn;;-0,30502283691103;;Unknown;Unassigned;False
;A07;Texas Red;;Unkn;;0,109595011497822;;Unknown;Unassigned;False
;A08;Texas Red;;Unkn;;-0,406545095735449;;Unknown;Unassigned;False
;A09;Texas Red;;Unkn;;-0,709158294519299;;Unknown;Unassigned;False
;A10;Texas Red;;Unkn;;-2,60946030546193;;Unknown;Unassigned;False
;A11;Texas Red;;Unkn;;21,5772709410738;;Unknown;Unassigned;False
;A12;Texas Red;;Unkn;;30,4314034027332;;Unknown;Unassigned;False
;B01;Texas Red;;Unkn;;0,55773228754133;;Unknown;Unassigned;False
;B02;Texas Red;;Unkn;;-1,81115294677177;;Unknown;Unassigned;False
;B03;Texas Red;;Unkn;;0,188998296331495;;Unknown;Unassigned;False
;B04;Texas Red;;Unkn;;-1,8968301267957;;Unknown;Unassigned;False
;B05;Texas Red;;Unkn;;-0,294754666740603;;Unknown;Unassigned;False
;B06;Texas Red;;Unkn;;-8,40887357881074;;Unknown;Unassigned;False
;B07;Texas Red;;Unkn;;-8,29232835357731;;Unknown;Unassigned;False
;B08;Texas Red;;Unkn;;-0,223008905729845;;Unknown;Unassigned;False
;B09;Texas Red;;Unkn;;-5,42721821489546;;Unknown;Unassigned;False
;B10;Texas Red;;Unkn;;-0,105567189757251;;Unknown;Unassigned;False
;B11;Texas Red;;Unkn;;-3,00935837238667;;Unknown;Unassigned;False
;B12;Texas Red;;Unkn;;365,039859734108;;Unknown;Unassigned;False
;C01;Texas Red;;Unkn;;0,291740823822996;;Unknown;Unassigned;False
;C02;Texas Red;;Unkn;;-1,22150875246889;;Unknown;Unassigned;False
;C03;Texas Red;;Unkn;;-0,460558978346732;;Unknown;Unassigned;False
;C04;Texas Red;;Unkn;;1,15223986155985;;Unknown;Unassigned;False
;C05;Texas Red;;Unkn;;1,47608233931566;;Unknown;Unassigned;False
;C06;Texas Red;;Unkn;;0,767045366268364;;Unknown;Unassigned;False
;C07;Texas Red;;Unkn;;0,316694756550623;;Unknown;Unassigned;False
;C08;Texas Red;;Unkn;;-1,68271360882742;;Unknown;Unassigned;False
;C09;Texas Red;;Unkn;;0,103378152824856;;Unknown;Unassigned;False
;C10;Texas Red;;Unkn;;-1,68151152086624;;Unknown;Unassigned;False
;C11;Texas Red;;Unkn;;88,715777655107;;Unknown;Unassigned;False
;C12;Texas Red;;Unkn;;36,8593176924959;;Unknown;Unassigned;False
;D01;Texas Red;;Unkn;;-0,748287044033714;;Unknown;Unassigned;False
;D02;Texas Red;;Unkn;;-0,0592386186170794;;Unknown;Unassigned;False
;D03;Texas Red;;Unkn;;-1,26093581540069;;Unknown;Unassigned;False
;D04;Texas Red;;Unkn;;1,67165930852919;;Unknown;Unassigned;False
;D05;Texas Red;;Unkn;;0,469502892353194;;Unknown;Unassigned;False
;D06;Texas Red;;Unkn;;-5,52668880174721;;Unknown;Unassigned;False
;D07;Texas Red;;Unkn;;1,59677409877404;;Unknown;Unassigned;False
;D08;Texas Red;;Unkn;;7,16296556651144;;Unknown;Unassigned;False
;D09;Texas Red;;Unkn;;0,180484421954983;;Unknown;Unassigned;False
;D10;Texas Red;;Unkn;;0,733480981244793;;Unknown;Unassigned;False
;D11;Texas Red;;Unkn;;-5,11539851039885;;Unknown;Unassigned;False
;D12;Texas Red;;Unkn;;2,49521975660518;;Unknown;Unassigned;False
;E01;Texas Red;;Unkn;;-1,0644923032664;;Unknown;Unassigned;False
;E02;Texas Red;;Unkn;;0,273506184343933;;Unknown;Unassigned;False
;E03;Texas Red;;Unkn;;3,84239220721596;;Unknown;Unassigned;False
;E04;Texas Red;;Unkn;;1,16841120050143;;Unknown;Unassigned;False
;E05;Texas Red;;Unkn;;0,0148438425731001;;Unknown;Unassigned;False
;E06;Texas Red;;Unkn;;-1,33663133696491;;Unknown;Unassigned;False
;E07;Texas Red;;Unkn;;2,25917092560818;;Unknown;Unassigned;False
;E08;Texas Red;;Unkn;;2,30966452038983;;Unknown;Unassigned;False
;E09;Texas Red;;Unkn;;-0,849782119552462;;Unknown;Unassigned;False
;E10;Texas Red;;Unkn;;4,64612034169592;;Unknown;Unassigned;False
;E11;Texas Red;;Unkn;;-1,45314907446561;;Unknown;Unassigned;False
;E12;Texas Red;;Unkn;;0,273591782046757;;Unknown;Unassigned;False
;F01;Texas Red;;Unkn;;1,4006684457075;;Unknown;Unassigned;False
;F02;Texas Red;;Unkn;;0,599032543938423;;Unknown;Unassigned;False
;F03;Texas Red;;Unkn;;0,859247777450552;;Unknown;Unassigned;False
;F04;Texas Red;;Unkn;;0,722932136934529;;Unknown;Unassigned;False
;F05;Texas Red;;Unkn;;-0,300248510847632;;Unknown;Unassigned;False
;F06;Texas Red;;Unkn;;-1,02633168303722;;Unknown;Unassigned;False
;F07;Texas Red;;Unkn;;2,39875926877297;;Unknown;Unassigned;False
;F08;Texas Red;;Unkn;;1,6171429555349;;Unknown;Unassigned;False
;F09;Texas Red;;Unkn;;1,09058531559582;;Unknown;Unassigned;False
;F10;Texas Red;;Unkn;;-0,214113083381168;;Unknown;Unassigned;False
;F11;Texas Red;;Unkn;;0,203776575609269;;Unknown;Unassigned;False
;F12;Texas Red;;Unkn;;-1,74109760002436;;Unknown;Unassigned;False
;G01;Texas Red;;Unkn;;-1,45225828988017;;Unknown;Unassigned;False
;G02;Texas Red;;Unkn;;2,51264476457627;;Unknown;Unassigned;False
;G03;Texas Red;;Unkn;;0,66984240623924;;Unknown;Unassigned;False
;G04;Texas Red;;Unkn;;2,63172611760759;;Unknown;Unassigned;False
;G05;Texas Red;;Unkn;;-11,2207335942072;;Unknown;Unassigned;False
;G06;Texas Red;;Unkn;;0,746804027159518;;Unknown;Unassigned;False
;G07;Texas Red;;Unkn;;0,860042148618443;;Unknown;Unassigned;False
;G08;Texas Red;;Unkn;;1,50852089508159;;Unknown;Unassigned;False
;G09;Texas Red;;Unkn;;0,396271739463585;;Unknown;Unassigned;False
;G10;Texas Red;;Unkn;;0,126314068457486;;Unknown;Unassigned;False
;G11;Texas Red;;Unkn;;-0,0306323058013429;;Unknown;Unassigned;False
;G12;Texas Red;;Unkn;;-1,72007090003299;;Unknown;Unassigned;False
;H01;Texas Red;;Unkn;;-2,57405286749963;;Unknown;Unassigned;False
;H02;Texas Red;;Unkn;;-1,20320888863068;;Unknown;Unassigned;False
;H03;Texas Red;;Unkn;;-0,562831236627729;;Unknown;Unassigned;False
;H04;Texas Red;;Unkn;;-0,691606121142831;;Unknown;Unassigned;False
;H05;Texas Red;;Unkn;;-0,705543404347827;;Unknown;Unassigned;False
;H06;Texas Red;;Unkn;;2,31810541609166;;Unknown;Unassigned;False
;H07;Texas Red;;Unkn;;5,65002135514969;;Unknown;Unassigned;False
;H08;Texas Red;;Unkn;;-1,43659093317215;;Unknown;Unassigned;False
;H09;Texas Red;;Unkn;;-1,31686050421308;;Unknown;Unassigned;False
;H10;Texas Red;;Unkn;;-2,47975066645092;;Unknown;Unassigned;False
;H11;Texas Red;;Unkn;;-2,4698478429363;;Unknown;Unassigned;False
;H12;Texas Red;;Unkn;;-2,12664460508161;;Unknown;Unassigned;False
