;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;A01;Cy5;;Unkn;;-0,808391194752721;;Unknown;Unassigned;False
;A02;Cy5;;Unkn;;-1,49947126396987;;Unknown;Unassigned;False
;A03;Cy5;;Unkn;;-0,795465354708222;;Unknown;Unassigned;False
;A04;Cy5;;Unkn;;-0,559347846999708;;Unknown;Unassigned;False
;A05;Cy5;;Unkn;;-0,995936265400496;;Unknown;Unassigned;False
;A06;Cy5;;Unkn;;-0,123254490672662;;Unknown;Unassigned;False
;A07;Cy5;;Unkn;;-0,338039371489549;;Unknown;Unassigned;False
;A08;Cy5;;Unkn;;-0,852774551430093;;Unknown;Unassigned;False
;A09;Cy5;;Unkn;;0,270956405831021;;Unknown;Unassigned;False
;A10;Cy5;;Unkn;;0,344177314700892;;Unknown;Unassigned;False
;A11;Cy5;;Unkn;;-2,12811274328747;;Unknown;Unassigned;False
;A12;Cy5;;Unkn;;-1,77469566311288;;Unknown;Unassigned;False
;B01;Cy5;;Unkn;;-0,319628544259058;;Unknown;Unassigned;False
;B02;Cy5;;Unkn;;0,716534075834852;;Unknown;Unassigned;False
;B03;Cy5;;Unkn;;-0,348050889175011;;Unknown;Unassigned;False
;B04;Cy5;;Unkn;;0,259269549419969;;Unknown;Unassigned;False
;B05;Cy5;;Unkn;;-0,559350912521177;;Unknown;Unassigned;False
;B06;Cy5;;Unkn;;-0,324305013766661;;Unknown;Unassigned;False
;B07;Cy5;;Unkn;;-0,377904844398154;;Unknown;Unassigned;False
;B08;Cy5;;Unkn;;-0,100426362049348;;Unknown;Unassigned;False
;B09;Cy5;;Unkn;;-1,18280349643533;;Unknown;Unassigned;False
;B10;Cy5;;Unkn;;-0,823849266693378;;Unknown;Unassigned;False
;B11;Cy5;;Unkn;;0,548823243279003;;Unknown;Unassigned;False
;B12;Cy5;;Unkn;;-0,85301200145268;;Unknown;Unassigned;False
;C01;Cy5;;Unkn;;-1,40982727522041;;Unknown;Unassigned;False
;C02;Cy5;;Unkn;;-1,15280949231819;;Unknown;Unassigned;False
;C03;Cy5;;Unkn;;-0,519277426056988;;Unknown;Unassigned;False
;C04;Cy5;;Unkn;;-2,02925367042262;;Unknown;Unassigned;False
;C05;Cy5;;Unkn;;-1,4688898018589;;Unknown;Unassigned;False
;C06;Cy5;;Unkn;;-0,831680193361262;;Unknown;Unassigned;False
;C07;Cy5;;Unkn;;-1,22266276081646;;Unknown;Unassigned;False
;C08;Cy5;;Unkn;;-0,400207879175696;;Unknown;Unassigned;False
;C09;Cy5;;Unkn;;-0,405016349357493;;Unknown;Unassigned;False
;C10;Cy5;;Unkn;;0,140615964449671;;Unknown;Unassigned;False
;C11;Cy5;;Unkn;;0,485628715223675;;Unknown;Unassigned;False
;C12;Cy5;;Unkn;;-1,30215535576685;;Unknown;Unassigned;False
;D01;Cy5;;Unkn;;-0,878639747504894;;Unknown;Unassigned;False
;D02;Cy5;;Unkn;;-1,46542790811623;;Unknown;Unassigned;False
;D03;Cy5;;Unkn;;0,0398146163207457;;Unknown;Unassigned;False
;D04;Cy5;;Unkn;;0,222619885502445;;Unknown;Unassigned;False
;D05;Cy5;;Unkn;;-0,962969388589681;;Unknown;Unassigned;False
;D06;Cy5;;Unkn;;-0,538200803398422;;Unknown;Unassigned;False
;D07;Cy5;;Unkn;;0,00749370281719166;;Unknown;Unassigned;False
;D08;Cy5;;Unkn;;-1,81038061227014;;Unknown;Unassigned;False
;D09;Cy5;;Unkn;;0,718663473159086;;Unknown;Unassigned;False
;D10;Cy5;;Unkn;;0,225668977610303;;Unknown;Unassigned;False
;D11;Cy5;;Unkn;;1,50502709922735;;Unknown;Unassigned;False
;D12;Cy5;;Unkn;;1,1168789908736;;Unknown;Unassigned;False
;E01;Cy5;;Unkn;;-0,0860128299051666;;Unknown;Unassigned;False
;E02;Cy5;;Unkn;;-1,208696491623;;Unknown;Unassigned;False
;E03;Cy5;;Unkn;;0,422445251855515;;Unknown;Unassigned;False
;E04;Cy5;;Unkn;;0,199730509708024;;Unknown;Unassigned;False
;E05;Cy5;;Unkn;;-1,02445995155408;;Unknown;Unassigned;False
;E06;Cy5;;Unkn;;-2,23201037276958;;Unknown;Unassigned;False
;E07;Cy5;;Unkn;;-1,09211329002137;;Unknown;Unassigned;False
;E08;Cy5;;Unkn;;-0,635063960466687;;Unknown;Unassigned;False
;E09;Cy5;;Unkn;;-0,204045519966849;;Unknown;Unassigned;False
;E10;Cy5;;Unkn;;0,416047106003907;;Unknown;Unassigned;False
;E11;Cy5;;Unkn;;0,0917945656849952;;Unknown;Unassigned;False
;E12;Cy5;;Unkn;;0,724917593794908;;Unknown;Unassigned;False
;F01;Cy5;;Unkn;;0,39541998153295;;Unknown;Unassigned;False
;F02;Cy5;;Unkn;;-1,07598372338098;;Unknown;Unassigned;False
;F03;Cy5;;Unkn;;-0,339023399556163;;Unknown;Unassigned;False
;F04;Cy5;;Unkn;;-1,12559508857321;;Unknown;Unassigned;False
;F05;Cy5;;Unkn;;-0,697855743532728;;Unknown;Unassigned;False
;F06;Cy5;;Unkn;;-0,951451779220724;;Unknown;Unassigned;False
;F07;Cy5;;Unkn;;-1,50124266999737;;Unknown;Unassigned;False
;F08;Cy5;;Unkn;;-1,54903192576121;;Unknown;Unassigned;False
;F09;Cy5;;Unkn;;-1,12374297152296;;Unknown;Unassigned;False
;F10;Cy5;;Unkn;;-1,14912772307439;;Unknown;Unassigned;False
;F11;Cy5;;Unkn;;-0,850749336878562;;Unknown;Unassigned;False
;F12;Cy5;;Unkn;;-0,840488937963892;;Unknown;Unassigned;False
;G01;Cy5;;Unkn;;-0,105211790021212;;Unknown;Unassigned;False
;G02;Cy5;;Unkn;;-0,259550816179262;;Unknown;Unassigned;False
;G03;Cy5;;Unkn;;-1,01546035474857;;Unknown;Unassigned;False
;G04;Cy5;;Unkn;;-1,34179688404647;;Unknown;Unassigned;False
;G05;Cy5;;Unkn;;-0,358608319511814;;Unknown;Unassigned;False
;G06;Cy5;;Unkn;;-0,722034887759401;;Unknown;Unassigned;False
;G07;Cy5;;Unkn;;-0,528840503700121;;Unknown;Unassigned;False
;G08;Cy5;;Unkn;;-1,05996815086237;;Unknown;Unassigned;False
;G09;Cy5;;Unkn;;-0,900654503689293;;Unknown;Unassigned;False
;G10;Cy5;;Unkn;;-1,09982227033292;;Unknown;Unassigned;False
;G11;Cy5;;Unkn;;-1,64427466062953;;Unknown;Unassigned;False
;G12;Cy5;;Unkn;;-0,127345854328405;;Unknown;Unassigned;False
;H01;Cy5;;Unkn;;0,0767228107888059;;Unknown;Unassigned;False
;H02;Cy5;;Unkn;;-0,714690132750411;;Unknown;Unassigned;False
;H03;Cy5;;Unkn;;-1,62027291145973;;Unknown;Unassigned;False
;H04;Cy5;;Unkn;;0,0933046840872521;;Unknown;Unassigned;False
;H05;Cy5;;Unkn;;0,320547019249671;;Unknown;Unassigned;False
;H06;Cy5;;Unkn;;-0,0452702333656816;;Unknown;Unassigned;False
;H07;Cy5;;Unkn;;0,147512591559916;;Unknown;Unassigned;False
;H08;Cy5;;Unkn;;0,263369082644886;;Unknown;Unassigned;False
;H09;Cy5;;Unkn;;-0,346507171238818;;Unknown;Unassigned;False
;H10;Cy5;;Unkn;;-0,548792336205133;;Unknown;Unassigned;False
;H11;Cy5;;Unkn;;1,07956336036532;;Unknown;Unassigned;False
;H12;Cy5;;Unkn;;1,00796756151835;;Unknown;Unassigned;False
