;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;A01;HEX;;Unkn;;5,23860592612576;;Unknown;Unassigned;False
;A02;HEX;;Unkn;;4,52546457611794;;Unknown;Unassigned;False
;A03;HEX;;Unkn;;4,4724338166061;;Unknown;Unassigned;False
;A04;HEX;;Unkn;;0,747099834460429;;Unknown;Unassigned;False
;A05;HEX;;Unkn;;-1,62154869319208;;Unknown;Unassigned;False
;A06;HEX;;Unkn;;2,60845322597367;;Unknown;Unassigned;False
;A07;HEX;;Unkn;;3,6929382143061;;Unknown;Unassigned;False
;A08;HEX;;Unkn;;4,89502704222371;;Unknown;Unassigned;False
;A09;HEX;;Unkn;;3,88082646728659;;Unknown;Unassigned;False
;A10;HEX;;Unkn;;6,27407667442809;;Unknown;Unassigned;False
;A11;HEX;;Unkn;;0,656724315103262;;Unknown;Unassigned;False
;A12;HEX;;Unkn;;-15,6117390721523;;Unknown;Unassigned;False
;B01;HEX;;Unkn;;3,41856419893099;;Unknown;Unassigned;False
;B02;HEX;;Unkn;;2,28316931957734;;Unknown;Unassigned;False
;B03;HEX;;Unkn;;5,46905453569428;;Unknown;Unassigned;False
;B04;HEX;;Unkn;;8,0546409006949;;Unknown;Unassigned;False
;B05;HEX;;Unkn;;12,8107166787278;;Unknown;Unassigned;False
;B06;HEX;;Unkn;;9,24608159689821;;Unknown;Unassigned;False
;B07;HEX;;Unkn;;6,4419937958919;;Unknown;Unassigned;False
;B08;HEX;;Unkn;;10,9443092872065;;Unknown;Unassigned;False
;B09;HEX;;Unkn;;13,4081927214603;;Unknown;Unassigned;False
;B10;HEX;;Unkn;;6,46457786668974;;Unknown;Unassigned;False
;B11;HEX;;Unkn;;5,24518350453642;;Unknown;Unassigned;False
;B12;HEX;;Unkn;;7,63642404016955;;Unknown;Unassigned;False
;C01;HEX;;Unkn;;16,9127818860082;;Unknown;Unassigned;False
;C02;HEX;;Unkn;;7,60839473024313;;Unknown;Unassigned;False
;C03;HEX;;Unkn;;6,34043463620104;;Unknown;Unassigned;False
;C04;HEX;;Unkn;;13,6816994762138;;Unknown;Unassigned;False
;C05;HEX;;Unkn;;16,4226837984381;;Unknown;Unassigned;False
;C06;HEX;;Unkn;;32,3954158038476;;Unknown;Unassigned;False
;C07;HEX;;Unkn;;9,33073364828754;;Unknown;Unassigned;False
;C08;HEX;;Unkn;;8,47778777325533;;Unknown;Unassigned;False
;C09;HEX;;Unkn;;4,85004618926808;;Unknown;Unassigned;False
;C10;HEX;;Unkn;;4,42490403127334;;Unknown;Unassigned;False
;C11;HEX;;Unkn;;84,0062400710604;;Unknown;Unassigned;False
;C12;HEX;;Unkn;;-10,2226958332501;;Unknown;Unassigned;False
