"","LM_id","dpi","Infection_date","weight","rel.weight","mouse_id","name","ear","sex","born","age","age_weeks","strain","line","room.rack","cage","comment","Inf_strain","num.inf"
"146","LM0109","dpi1","11_May_17",19.42,100,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"147","LM0109","dpi10","11_May_17",19.62,101.029866117405,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"148","LM0109","dpi11","11_May_17",18.5,95.2626158599382,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"149","LM0109","dpi2","11_May_17",19.52,100.514933058702,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"150","LM0109","dpi3","11_May_17",19.61,100.978372811534,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"151","LM0109","dpi4","11_May_17",18.64,95.9835221421215,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"152","LM0109","dpi5","11_May_17",18.3,94.2327497425335,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"153","LM0109","dpi6","11_May_17",18.11,93.254376930999,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"154","LM0109","dpi7","11_May_17",18.63,95.9320288362513,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"155","LM0109","dpi8","11_May_17",20.21,104.067971163749,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"156","LM0109","dpi9","11_May_17",19.71,101.493305870237,50036364,"PWD157.1.C.2M",0,"m","27.04.2016",342,49,"PWD","PWD","WM1.12/4.3",599,"(in mating 7333)","EI64",23
"157","LM0110","dpi0","11_May_17",19.56,95.7415565345081,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"158","LM0110","dpi1","11_May_17",20.43,100,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"159","LM0110","dpi10","11_May_17",NA,NA,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"160","LM0110","dpi11","11_May_17",NA,NA,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"161","LM0110","dpi2","11_May_17",19.89,97.3568281938326,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"162","LM0110","dpi3","11_May_17",19.88,97.3078805677925,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"163","LM0110","dpi4","11_May_17",18.22,89.1825746451297,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"164","LM0110","dpi5","11_May_17",18.42,90.1615271659325,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"165","LM0110","dpi6","11_May_17",18.34,89.7699461576114,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"166","LM0110","dpi7","11_May_17",18.22,89.1825746451297,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"167","LM0110","dpi8","11_May_17",16.87,82.5746451297112,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"168","LM0110","dpi9","11_May_17",15.12,74.0088105726872,50032508,"WPD107.1.A.2M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.1",52,"","Eflab",15
"169","LM0111","dpi0","8_May_17",NA,NA,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"170","LM0111","dpi1","8_May_17",19.27,100,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"171","LM0111","dpi10","8_May_17",NA,NA,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"172","LM0111","dpi11","8_May_17",NA,NA,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"173","LM0111","dpi2","8_May_17",19.03,98.7545407368967,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"174","LM0111","dpi3","8_May_17",19.01,98.6507524649715,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"175","LM0111","dpi4","8_May_17",19.87,103.113648157758,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"176","LM0111","dpi5","8_May_17",19.65,101.97197716658,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"177","LM0111","dpi6","8_May_17",19.41,100.726517903477,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"178","LM0111","dpi7","8_May_17",18.93,98.2355993772704,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"179","LM0111","dpi8","8_May_17",18.33,95.1219512195122,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"180","LM0111","dpi9","8_May_17",17.59,91.2817851582771,50032513,"WPD108.1.A.1F",0,"f","06.02.2016",423,60,"WP","WPD","WM1.12/4.3",903,"(in mating 6844)","Eflab",2
"181","LM0112","dpi0","11_May_17",14.5,102.401129943503,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"182","LM0112","dpi1","11_May_17",14.16,100,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"183","LM0112","dpi10","11_May_17",14.65,103.460451977401,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"184","LM0112","dpi11","11_May_17",14.58,102.966101694915,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"185","LM0112","dpi2","11_May_17",14.71,103.88418079096,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"186","LM0112","dpi3","11_May_17",13.81,97.5282485875706,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"187","LM0112","dpi4","11_May_17",13.18,93.0790960451977,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"188","LM0112","dpi5","11_May_17",13.07,92.3022598870057,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"189","LM0112","dpi6","11_May_17",12.82,90.5367231638418,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"190","LM0112","dpi7","11_May_17",13.34,94.2090395480226,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"191","LM0112","dpi8","11_May_17",14.32,101.129943502825,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"192","LM0112","dpi9","11_May_17",15.06,106.35593220339,50035524,"PWD158.1.D.4F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/5.1",2164,"","EI64",12
"193","LM0113","dpi0","8_May_17",NA,NA,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"194","LM0113","dpi1","8_May_17",19.34,100,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"195","LM0113","dpi10","8_May_17",17.33,89.6070320579111,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"196","LM0113","dpi11","8_May_17",18.57,96.0186142709411,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"197","LM0113","dpi2","8_May_17",18.04,93.2781799379524,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"198","LM0113","dpi3","8_May_17",19.14,98.9658738366081,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"199","LM0113","dpi4","8_May_17",18.11,93.6401240951396,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"200","LM0113","dpi5","8_May_17",16.35,84.5398138572906,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"201","LM0113","dpi6","8_May_17",17.18,88.8314374353671,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"202","LM0113","dpi7","8_May_17",16.9,87.3836608066184,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"203","LM0113","dpi8","8_May_17",18.37,94.9844881075491,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"204","LM0113","dpi9","8_May_17",17.77,91.8821096173733,50033501,"WSB144.2.A.1F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.2",1716,"(in mating 6840)","EI64",1
"205","LM0114","dpi0","11_May_17",18.58,97.3794549266247,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"206","LM0114","dpi1","11_May_17",19.08,100,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"207","LM0114","dpi10","11_May_17",NA,NA,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"208","LM0114","dpi11","11_May_17",NA,NA,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"209","LM0114","dpi2","11_May_17",18.56,97.2746331236897,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"210","LM0114","dpi3","11_May_17",16.72,87.6310272536688,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"211","LM0114","dpi4","11_May_17",17.24,90.356394129979,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"212","LM0114","dpi5","11_May_17",17.78,93.1865828092243,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"213","LM0114","dpi6","11_May_17",17.17,89.9895178197065,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"214","LM0114","dpi7","11_May_17",16.71,87.5786163522013,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"215","LM0114","dpi8","11_May_17",15.25,79.9266247379455,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"216","LM0114","dpi9","11_May_17",13.16,68.9727463312369,50033502,"WSB144.2.A.2F",0,"f","28.02.2016",401,57,"WSB","WSB","WM1.12/4.1",23,"(in mating 7330)","Eflab",17
"217","LM0115","dpi0","11_May_17",15.74,99.620253164557,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"218","LM0115","dpi1","11_May_17",15.8,100,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"219","LM0115","dpi10","11_May_17",15.71,99.4303797468354,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"220","LM0115","dpi11","11_May_17",15.02,95.0632911392405,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"221","LM0115","dpi2","11_May_17",15.64,98.9873417721519,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"222","LM0115","dpi3","11_May_17",15.55,98.4177215189873,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"223","LM0115","dpi4","11_May_17",15.06,95.3164556962025,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"224","LM0115","dpi5","11_May_17",13.88,87.8481012658228,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"225","LM0115","dpi6","11_May_17",14.19,89.8101265822785,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"226","LM0115","dpi7","11_May_17",14.65,92.7215189873418,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"227","LM0115","dpi8","11_May_17",15.33,97.0253164556962,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"228","LM0115","dpi9","11_May_17",15.47,97.9113924050633,50034794,"PWD157.1.B.1F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","EI64",24
"229","LM0116","dpi0","11_May_17",16.57,98.3382789317507,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"230","LM0116","dpi1","11_May_17",16.85,100,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"231","LM0116","dpi10","11_May_17",NA,NA,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"232","LM0116","dpi11","11_May_17",NA,NA,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"233","LM0116","dpi2","11_May_17",16.77,99.5252225519288,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"234","LM0116","dpi3","11_May_17",16.55,98.2195845697329,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"235","LM0116","dpi4","11_May_17",16.04,95.1928783382789,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"236","LM0116","dpi5","11_May_17",16.09,95.4896142433234,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"237","LM0116","dpi6","11_May_17",15.61,92.6409495548961,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"238","LM0116","dpi7","11_May_17",15.46,91.7507418397626,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"239","LM0116","dpi8","11_May_17",14.17,84.0949554896142,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"240","LM0116","dpi9","11_May_17",12.62,74.8961424332344,50034796,"PWD157.1.B.3F",0,"f","31.03.2016",369,53,"PWD","PWD","WM1.12/5.1",2006,"","Eflab",18
"241","LM0117","dpi0","8_May_17",NA,NA,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"242","LM0117","dpi1","8_May_17",17.49,100,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"243","LM0117","dpi10","8_May_17",17.35,99.199542595769,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"244","LM0117","dpi11","8_May_17",17.4,99.4854202401372,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"245","LM0117","dpi2","8_May_17",16.77,95.8833619210978,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"246","LM0117","dpi3","8_May_17",17.01,97.2555746140652,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"247","LM0117","dpi4","8_May_17",17.76,101.543739279588,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"248","LM0117","dpi5","8_May_17",17.03,97.3699256718125,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"249","LM0117","dpi6","8_May_17",17.4,99.4854202401372,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"250","LM0117","dpi7","8_May_17",16.75,95.7690108633505,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"251","LM0117","dpi8","8_May_17",17.43,99.6569468267582,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"252","LM0117","dpi9","8_May_17",17.54,100.285877644368,50034112,"WPC103.1.A.2M",0,"m","27.02.2016",402,57,"WP","WPC","WM1.12/4.1",189,"(in mating 7331)","EI64",4
"253","LM0118","dpi0","11_May_17",18.63,101.525885558583,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"254","LM0118","dpi1","11_May_17",18.35,100,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"255","LM0118","dpi10","11_May_17",18.56,101.144414168937,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"256","LM0118","dpi11","11_May_17",17.75,96.7302452316076,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"257","LM0118","dpi2","11_May_17",18.8,102.452316076294,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"258","LM0118","dpi3","11_May_17",18.82,102.561307901907,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"259","LM0118","dpi4","11_May_17",17.72,96.566757493188,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"260","LM0118","dpi5","11_May_17",17.25,94.0054495912806,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"261","LM0118","dpi6","11_May_17",17.43,94.9863760217984,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"262","LM0118","dpi7","11_May_17",17.67,96.2942779291553,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"263","LM0118","dpi8","11_May_17",18.45,100.544959128065,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"264","LM0118","dpi9","11_May_17",18.57,101.198910081744,50035521,"PWD158.1.D.1F",0,"f","16.04.2016",353,50,"PWD","PWD","WM1.12/4.1",2582,"(in mating 6838)","EI64",13
"265","LM0119","dpi0","11_May_17",18.23,98.4341252699784,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"266","LM0119","dpi1","11_May_17",18.52,100,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"267","LM0119","dpi10","11_May_17",18.45,99.622030237581,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"268","LM0119","dpi11","11_May_17",17.9,96.6522678185745,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"269","LM0119","dpi2","11_May_17",18.82,101.619870410367,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"270","LM0119","dpi3","11_May_17",18.62,100.539956803456,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"271","LM0119","dpi4","11_May_17",17.45,94.2224622030238,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"272","LM0119","dpi5","11_May_17",17.84,96.3282937365011,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"273","LM0119","dpi6","11_May_17",17.81,96.1663066954644,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"274","LM0119","dpi7","11_May_17",18.75,101.241900647948,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"275","LM0119","dpi8","11_May_17",19.18,103.563714902808,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"276","LM0119","dpi9","11_May_17",19.21,103.725701943844,50032510,"WPD107.1.A.1F",0,"f","05.02.2016",424,61,"WP","WPD","WM1.12/4.3",50,"(in mating 6843)","EI64",19
"277","LM0120","dpi0","11_May_17",19.12,97.4515800203874,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"278","LM0120","dpi1","11_May_17",19.62,100,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"279","LM0120","dpi10","11_May_17",14.29,72.8338430173292,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"280","LM0120","dpi11","11_May_17",NA,NA,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"281","LM0120","dpi2","11_May_17",19.92,101.529051987768,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"282","LM0120","dpi3","11_May_17",19.32,98.4709480122324,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"283","LM0120","dpi4","11_May_17",18.66,95.1070336391437,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"284","LM0120","dpi5","11_May_17",19.05,97.0948012232416,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"285","LM0120","dpi6","11_May_17",18.49,94.2405708460754,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"286","LM0120","dpi7","11_May_17",18.77,95.6676860346585,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
"287","LM0120","dpi8","11_May_17",17.31,88.2262996941896,50032507,"WPD107.1.A.1M",0,"m","05.02.2016",424,61,"WP","WPD","WM1.12/8.6",413,"(in mating 6843)","Eflab",22
