,EH_ID,Strain,HybridStatus,primary,challenge,labels,dpi,weight,weight_dpi0,Wchange,fecweight,average,volume_PBS_mL,totalOocysts,OPG,infHistory
12,LM0228,STRA_BUSNA,inter subsp. hybrids,E88,E64,1FHT,1,23.4,21.23,110.22,1.28,0,1,0,0,E88:E64
13,LM0228,STRA_BUSNA,inter subsp. hybrids,E88,E64,1CRZ,2,24.14,21.23,113.71,1.2,0,1,0,0,E88:E64
14,LM0228,STRA_BUSNA,inter subsp. hybrids,E88,E64,1EJN,0,21.23,21.23,100,1.24,0,1,0,0,E88:E64
15,LM0228,STRA_BUSNA,inter subsp. hybrids,E88,E64,1LMZ,6,22.29,21.23,104.99,1.05,87.5,1,875000,833333.333333333,E88:E64
16,LM0228,STRA_BUSNA,inter subsp. hybrids,E88,E64,1NSX,7,22.92,21.23,107.96,1.18,65.25,1,652500,552966.101694915,E88:E64
17,LM0228,STRA_BUSNA,inter subsp. hybrids,E88,E64,1BGY,8,23.5,21.23,110.69,1.13,9,1,90000,79646.0176991151,E88:E64
18,LM0228,STRA_BUSNA,inter subsp. hybrids,E88,E64,1ESW,5,23.47,21.23,110.55,1.32,49.5,1,495000,375000,E88:E64
19,LM0229,SCHUNT_SCHUNT,parental strains,E88,E88,1FHK,6,19.55,19.06,102.57,1.48,0,1,0,0,E88:E88
20,LM0229,SCHUNT_SCHUNT,parental strains,E88,E88,1AIO,3,18.85,19.06,98.9,2.07,0,1,0,0,E88:E88
21,LM0229,SCHUNT_SCHUNT,parental strains,E88,E88,1BIO,2,18.88,19.06,99.06,1.23,0,1,0,0,E88:E88
22,LM0229,SCHUNT_SCHUNT,parental strains,E88,E88,1CNT,5,19.88,19.06,104.3,3.34,0,1,0,0,E88:E88
23,LM0229,SCHUNT_SCHUNT,parental strains,E88,E88,1DKR,0,19.06,19.06,100,1.4,0,1,0,0,E88:E88
24,LM0229,SCHUNT_SCHUNT,parental strains,E88,E88,1LUV,4,18.78,19.06,98.53,2.35,0,1,0,0,E88:E88
25,LM0229,SCHUNT_SCHUNT,parental strains,E88,E88,1ABG,1,18.38,19.06,96.43,1.63,0,1,0,0,E88:E88
26,LM0229,SCHUNT_SCHUNT,parental strains,E88,E88,1EMW,8,19.01,19.06,99.74,2.36,0,1,0,0,E88:E88
27,LM0229,SCHUNT_SCHUNT,parental strains,E88,E88,1NTU,7,18.67,19.06,97.95,1.98,0,1,0,0,E88:E88
28,LM0231,PWD_SCHUNT,inter subsp. hybrids,E88,E64,1JRZ,7,20.66,20.69,99.86,1.53,100.5,1,1005000,656862.745098039,E88:E64
29,LM0231,PWD_SCHUNT,inter subsp. hybrids,E88,E64,1CIK,1,21.41,20.69,103.48,1.13,0,1,0,0,E88:E64
30,LM0231,PWD_SCHUNT,inter subsp. hybrids,E88,E64,1BMW,3,22,20.69,106.33,2.09,0,1,0,0,E88:E64
31,LM0231,PWD_SCHUNT,inter subsp. hybrids,E88,E64,1CEK,8,20.43,20.69,98.74,2.81,15,1,150000,53380.7829181495,E88:E64
32,LM0231,PWD_SCHUNT,inter subsp. hybrids,E88,E64,1GJT,6,20.52,20.69,99.18,0.95,19.75,1,197500,207894.736842105,E88:E64
33,LM0231,PWD_SCHUNT,inter subsp. hybrids,E88,E64,1ANS,2,22.57,20.69,109.09,1.4,0,1,0,0,E88:E64
34,LM0231,PWD_SCHUNT,inter subsp. hybrids,E88,E64,1COV,5,20.95,20.69,101.26,1.53,125.75,1,1257500,821895.424836601,E88:E64
35,LM0231,PWD_SCHUNT,inter subsp. hybrids,E88,E64,1BOY,0,20.69,20.69,100,2.11,0,1,0,0,E88:E64
36,LM0231,PWD_SCHUNT,inter subsp. hybrids,E88,E64,1BCE,4,21.45,20.69,103.67,2.39,3.5,1,35000,14644.3514644351,E88:E64
37,LM0232,BUSNA_STRA,inter subsp. hybrids,E88,E88,1GIU,3,27,26.37,102.39,1.35,0,1,0,0,E88:E88
38,LM0232,BUSNA_STRA,inter subsp. hybrids,E88,E88,1BFJ,4,26.65,26.37,101.06,1.92,0,1,0,0,E88:E88
39,LM0232,BUSNA_STRA,inter subsp. hybrids,E88,E88,1AGP,2,27.32,26.37,103.6,1.21,0,1,0,0,E88:E88
40,LM0232,BUSNA_STRA,inter subsp. hybrids,E88,E88,1FGH,7,27.02,26.37,102.46,1.67,0,1,0,0,E88:E88
41,LM0232,BUSNA_STRA,inter subsp. hybrids,E88,E88,1GHN,5,27.26,26.37,103.38,2.07,0,1,0,0,E88:E88
42,LM0232,BUSNA_STRA,inter subsp. hybrids,E88,E88,1NPW,6,26.56,26.37,100.72,1.11,0,1,0,0,E88:E88
43,LM0232,BUSNA_STRA,inter subsp. hybrids,E88,E88,1HNS,1,27.09,26.37,102.73,2.18,0,1,0,0,E88:E88
44,LM0232,BUSNA_STRA,inter subsp. hybrids,E88,E88,1CUY,8,26.98,26.37,102.31,2.15,0,1,0,0,E88:E88
45,LM0232,BUSNA_STRA,inter subsp. hybrids,E88,E88,1DIW,0,26.37,26.37,100,1.1,0,1,0,0,E88:E88
46,LM0233,STRA_STRA,parental strains,E88,E88,1DQW,2,30.76,29.77,103.33,1.21,0,1,0,0,E88:E88
47,LM0233,STRA_STRA,parental strains,E88,E88,1STU,8,29.96,29.77,100.64,1.75,0,1,0,0,E88:E88
48,LM0233,STRA_STRA,parental strains,E88,E88,1GSV,6,30.61,29.77,102.82,1.19,0,1,0,0,E88:E88
49,LM0233,STRA_STRA,parental strains,E88,E88,1IMQ,7,31.24,29.77,104.94,1.51,0,1,0,0,E88:E88
50,LM0233,STRA_STRA,parental strains,E88,E88,1FKW,1,29.75,29.77,99.93,1.92,0,1,0,0,E88:E88
51,LM0233,STRA_STRA,parental strains,E88,E88,1ERY,3,30.71,29.77,103.16,1.66,0,1,0,0,E88:E88
52,LM0233,STRA_STRA,parental strains,E88,E88,1FPQ,5,31.52,29.77,105.88,2.16,0,1,0,0,E88:E88
53,LM0233,STRA_STRA,parental strains,E88,E88,1DUZ,0,29.77,29.77,100,2.85,0,1,0,0,E88:E88
54,LM0233,STRA_STRA,parental strains,E88,E88,1IMR,4,31.02,29.77,104.2,3.05,0,1,0,0,E88:E88
55,LM0234,STRA_STRA,parental strains,E88,E64,1JMZ,2,32.68,32.76,99.76,1.26,0,1,0,0,E88:E64
56,LM0234,STRA_STRA,parental strains,E88,E64,1AGX,6,32.61,32.76,99.54,1.35,105.75,1,1057500,783333.333333333,E88:E64
57,LM0234,STRA_STRA,parental strains,E88,E64,1AHU,7,33.04,32.76,100.85,1.71,67.75,1,677500,396198.830409357,E88:E64
58,LM0234,STRA_STRA,parental strains,E88,E64,1EKV,3,33,32.76,100.73,1.46,0,1,0,0,E88:E64
59,LM0234,STRA_STRA,parental strains,E88,E64,1AEJ,5,32.15,32.76,98.14,2.29,93.25,1,932500,407205.240174673,E88:E64
60,LM0234,STRA_STRA,parental strains,E88,E64,1CET,4,33.03,32.76,100.82,2.3,0.25,1,2500,1086.95652173913,E88:E64
61,LM0234,STRA_STRA,parental strains,E88,E64,1JPX,0,32.76,32.76,100,1.36,0,1,0,0,E88:E64
62,LM0234,STRA_STRA,parental strains,E88,E64,1GHS,1,32.07,32.76,97.89,1.93,0,1,0,0,E88:E64
63,LM0234,STRA_STRA,parental strains,E88,E64,1BLW,8,32.64,32.76,99.63,1.63,6.75,1,67500,41411.0429447853,E88:E64
64,LM0235,STRA_SCHUNT,outbred hybrids,E88,E64,1QUZ,3,19.13,19.58,97.7,1.12,0,1,0,0,E88:E64
65,LM0235,STRA_SCHUNT,outbred hybrids,E88,E64,1DHL,4,19.17,19.58,97.91,1.9,0,1,0,0,E88:E64
66,LM0235,STRA_SCHUNT,outbred hybrids,E88,E64,1FJS,0,19.58,19.58,100,0.99,0,1,0,0,E88:E64
67,LM0235,STRA_SCHUNT,outbred hybrids,E88,E64,1EFL,5,19.81,19.58,101.17,1.49,37.75,1,377500,253355.704697987,E88:E64
68,LM0235,STRA_SCHUNT,outbred hybrids,E88,E64,1HKM,1,19.41,19.58,99.13,0.86,0,1,0,0,E88:E64
69,LM0235,STRA_SCHUNT,outbred hybrids,E88,E64,1AQY,7,19.43,19.58,99.23,1.16,20.75,1,207500,178879.310344828,E88:E64
70,LM0235,STRA_SCHUNT,outbred hybrids,E88,E64,1EHM,2,19.35,19.58,98.83,1.11,0,1,0,0,E88:E64
71,LM0235,STRA_SCHUNT,outbred hybrids,E88,E64,1DTU,8,19.51,19.58,99.64,0.95,0.5,1,5000,5263.15789473684,E88:E64
72,LM0235,STRA_SCHUNT,outbred hybrids,E88,E64,1CEO,6,19.5,19.58,99.59,0.95,5,1,50000,52631.5789473684,E88:E64
73,LM0236,STRA_STRA,parental strains,E88,E64,1TXZ,1,23.35,26.25,88.95,1.7,0,1,0,0,E88:E64
74,LM0236,STRA_STRA,parental strains,E88,E64,1BHI,4,26.94,26.25,102.63,2.32,0,1,0,0,E88:E64
75,LM0236,STRA_STRA,parental strains,E88,E64,1ADG,3,27.45,26.25,104.57,2.11,0,1,0,0,E88:E64
76,LM0236,STRA_STRA,parental strains,E88,E64,1EQV,5,25.72,26.25,97.98,1.96,35.25,1,352500,179846.93877551,E88:E64
77,LM0236,STRA_STRA,parental strains,E88,E64,1HKN,6,27.05,26.25,103.05,1.4,79.25,1,792500,566071.428571429,E88:E64
78,LM0236,STRA_STRA,parental strains,E88,E64,1FRU,8,27.05,26.25,103.05,2.33,7.75,1,77500,33261.8025751073,E88:E64
79,LM0236,STRA_STRA,parental strains,E88,E64,1AGN,0,26.25,26.25,100,1.21,0,1,0,0,E88:E64
80,LM0236,STRA_STRA,parental strains,E88,E64,1PRV,2,26.92,26.25,102.55,1.15,0,1,0,0,E88:E64
81,LM0236,STRA_STRA,parental strains,E88,E64,1NRU,7,28.03,26.25,106.78,1.42,60.25,1,602500,424295.774647887,E88:E64
82,LM0238,PWD_BUSNA,outbred hybrids,E88,E64,1GMW,2,22.14,21.39,103.51,1.36,0,1,0,0,E88:E64
83,LM0238,PWD_BUSNA,outbred hybrids,E88,E64,1KST,5,20.84,21.39,97.43,0.82,43.75,1,437500,533536.585365854,E88:E64
84,LM0238,PWD_BUSNA,outbred hybrids,E88,E64,1NOY,7,20.09,21.39,93.92,0.79,20,1,2e+05,253164.556962025,E88:E64
85,LM0238,PWD_BUSNA,outbred hybrids,E88,E64,1ILM,0,27.39,27.39,100,3.28,0,1,0,0,E88:E64
86,LM0238,PWD_BUSNA,outbred hybrids,E88,E64,1KUZ,3,21.42,21.39,100.14,1.46,0,1,0,0,E88:E64
87,LM0238,PWD_BUSNA,outbred hybrids,E88,E64,1INU,4,21.13,21.39,98.78,1.32,0,1,0,0,E88:E64
88,LM0238,PWD_BUSNA,outbred hybrids,E88,E64,1EWY,6,20.47,21.39,95.7,0.47,2.5,1,25000,53191.4893617021,E88:E64
89,LM0238,PWD_BUSNA,outbred hybrids,E88,E64,1GIQ,1,21.56,21.39,100.79,1.58,0,1,0,0,E88:E64
90,LM0238,PWD_BUSNA,outbred hybrids,E88,E64,1LYZ,8,20.41,21.39,95.42,1.38,21.75,1,217500,157608.695652174,E88:E64
91,LM0239,SCHUNT_SCHUNT,parental strains,E88,E88,1HPY,2,19.56,19.41,100.77,1.14,0,1,0,0,E88:E88
92,LM0239,SCHUNT_SCHUNT,parental strains,E88,E88,1LOT,7,19.04,19.41,98.09,1.84,0,1,0,0,E88:E88
93,LM0239,SCHUNT_SCHUNT,parental strains,E88,E88,1JMR,8,18.47,19.41,95.16,2.87,0,1,0,0,E88:E88
94,LM0239,SCHUNT_SCHUNT,parental strains,E88,E88,1GVW,1,19.84,19.41,102.22,1.82,0,1,0,0,E88:E88
95,LM0239,SCHUNT_SCHUNT,parental strains,E88,E88,1IQW,6,18.8,19.41,96.86,3.15,0,1,0,0,E88:E88
96,LM0239,SCHUNT_SCHUNT,parental strains,E88,E88,1MOX,5,19.6,19.41,100.98,2.81,0,1,0,0,E88:E88
97,LM0239,SCHUNT_SCHUNT,parental strains,E88,E88,1EIQ,0,19.41,19.41,100,1.94,0,1,0,0,E88:E88
98,LM0239,SCHUNT_SCHUNT,parental strains,E88,E88,1EFQ,3,19.33,19.41,99.59,1.99,0,1,0,0,E88:E88
99,LM0239,SCHUNT_SCHUNT,parental strains,E88,E88,1KMO,4,19.28,19.41,99.33,3.74,0,1,0,0,E88:E88
100,LM0240,SCHUNT_PWD,inter subsp. hybrids,E88,E64,1MQW,5,21.48,20.45,105.04,1.53,6.25,1,62500,40849.6732026144,E88:E64
101,LM0240,SCHUNT_PWD,inter subsp. hybrids,E88,E64,1KMQ,4,21.14,20.45,103.37,2.41,0,1,0,0,E88:E64
102,LM0240,SCHUNT_PWD,inter subsp. hybrids,E88,E64,1BDI,1,20.89,20.45,102.15,2.3,0,1,0,0,E88:E64
103,LM0240,SCHUNT_PWD,inter subsp. hybrids,E88,E64,1AVW,7,22.16,20.45,108.36,1.04,6.75,1,67500,64903.8461538461,E88:E64
104,LM0240,SCHUNT_PWD,inter subsp. hybrids,E88,E64,1HKW,0,20.45,20.45,100,1.03,0,1,0,0,E88:E64
105,LM0240,SCHUNT_PWD,inter subsp. hybrids,E88,E64,1CIW,8,20.45,20.45,100,1.39,0.25,1,2500,1798.56115107914,E88:E64
106,LM0240,SCHUNT_PWD,inter subsp. hybrids,E88,E64,1EKX,3,21.24,20.45,103.86,1.6,0,1,0,0,E88:E64
107,LM0240,SCHUNT_PWD,inter subsp. hybrids,E88,E64,1ACZ,2,21.09,20.45,103.13,1.56,0,1,0,0,E88:E64
108,LM0240,SCHUNT_PWD,inter subsp. hybrids,E88,E64,1JKX,6,21.6,20.45,105.62,1.89,31.75,1,317500,167989.417989418,E88:E64
109,LM0247,STRA_SCHUNT,outbred hybrids,E88,E88,1BKM,3,26.04,27.13,95.98,2.77,0,1,0,0,E88:E88
110,LM0247,STRA_SCHUNT,outbred hybrids,E88,E88,1FHS,2,26.45,27.13,97.49,1.73,0,1,0,0,E88:E88
111,LM0247,STRA_SCHUNT,outbred hybrids,E88,E88,1JMX,8,25.93,27.13,95.58,7.14,0.25,1,2500,350.140056022409,E88:E88
112,LM0247,STRA_SCHUNT,outbred hybrids,E88,E88,1ABO,6,26.18,27.13,96.5,2.61,0,1,0,0,E88:E88
113,LM0247,STRA_SCHUNT,outbred hybrids,E88,E88,1HOY,1,26.69,27.13,98.38,3.74,0,1,0,0,E88:E88
114,LM0247,STRA_SCHUNT,outbred hybrids,E88,E88,1GOV,4,26.54,27.13,97.83,3.97,1.25,1,12500,3148.61460957179,E88:E88
115,LM0247,STRA_SCHUNT,outbred hybrids,E88,E88,1BVZ,0,27.13,27.13,100,3.22,0,1,0,0,E88:E88
116,LM0247,STRA_SCHUNT,outbred hybrids,E88,E88,1CGT,5,26.78,27.13,98.71,2.86,0,1,0,0,E88:E88
117,LM0247,STRA_SCHUNT,outbred hybrids,E88,E88,1FPV,7,26.75,27.13,98.6,2.88,0,1,0,0,E88:E88
118,LM0248,STRA_SCHUNT,outbred hybrids,E88,E64,1AQW,4,21.73,23.46,92.63,2.33,1.25,1,12500,5364.80686695279,E88:E64
119,LM0248,STRA_SCHUNT,outbred hybrids,E88,E64,1QTX,3,22.06,23.46,94.03,1.57,0,1,0,0,E88:E64
120,LM0248,STRA_SCHUNT,outbred hybrids,E88,E64,1APS,8,20.58,23.46,87.72,2.5,1,1,10000,4000,E88:E64
121,LM0248,STRA_SCHUNT,outbred hybrids,E88,E64,1FQX,6,20.95,23.46,89.3,1.74,127.25,1,1272500,731321.83908046,E88:E64
122,LM0248,STRA_SCHUNT,outbred hybrids,E88,E64,1AFN,1,23.14,23.46,98.64,0.92,0,1,0,0,E88:E64
123,LM0248,STRA_SCHUNT,outbred hybrids,E88,E64,1AFY,0,23.46,23.46,100,0.67,0,1,0,0,E88:E64
124,LM0248,STRA_SCHUNT,outbred hybrids,E88,E64,1KOX,7,21.72,23.46,92.58,1.32,16.25,1,162500,123106.060606061,E88:E64
125,LM0248,STRA_SCHUNT,outbred hybrids,E88,E64,1AMX,5,22.23,23.46,94.76,2.06,61,1,610000,296116.504854369,E88:E64
126,LM0248,STRA_SCHUNT,outbred hybrids,E88,E64,1FJR,2,22.28,23.46,94.97,1,0,1,0,0,E88:E64
127,LM0249,SCHUNT_STRA,outbred hybrids,E88,E64,1ASZ,0,26.1,26.1,100,0.74,0,1,0,0,E88:E64
128,LM0249,SCHUNT_STRA,outbred hybrids,E88,E64,1LNU,3,25.92,26.1,99.31,1.86,0,1,0,0,E88:E64
129,LM0249,SCHUNT_STRA,outbred hybrids,E88,E64,1IMU,1,26.09,26.1,99.96,1.62,0,1,0,0,E88:E64
130,LM0249,SCHUNT_STRA,outbred hybrids,E88,E64,1PSV,8,24.4,26.1,93.49,2.71,0.75,1,7500,2767.52767527675,E88:E64
131,LM0249,SCHUNT_STRA,outbred hybrids,E88,E64,1MPU,4,25.53,26.1,97.82,3.25,0,1,0,0,E88:E64
132,LM0249,SCHUNT_STRA,outbred hybrids,E88,E64,1GWZ,5,24.36,26.1,93.33,1.7,27.75,1,277500,163235.294117647,E88:E64
133,LM0249,SCHUNT_STRA,outbred hybrids,E88,E64,1FMR,2,26.2,26.1,100.38,1.15,0,1,0,0,E88:E64
134,LM0249,SCHUNT_STRA,outbred hybrids,E88,E64,1CLV,7,24.55,26.1,94.06,1.12,7.25,1,72500,64732.1428571428,E88:E64
135,LM0249,SCHUNT_STRA,outbred hybrids,E88,E64,1ANV,6,23.77,26.1,91.07,1.3,37,1,370000,284615.384615385,E88:E64
136,LM0251,STRA_BUSNA,inter subsp. hybrids,E88,E88,1EOT,8,21.84,23.16,94.3,1.32,0,1,0,0,E88:E88
137,LM0251,STRA_BUSNA,inter subsp. hybrids,E88,E88,1MRZ,7,22.66,23.16,97.84,1.12,0,1,0,0,E88:E88
138,LM0251,STRA_BUSNA,inter subsp. hybrids,E88,E88,1AMS,4,23.05,23.16,99.53,2.01,0,1,0,0,E88:E88
139,LM0251,STRA_BUSNA,inter subsp. hybrids,E88,E88,1GLO,3,22.36,23.16,96.55,1.98,0,1,0,0,E88:E88
140,LM0251,STRA_BUSNA,inter subsp. hybrids,E88,E88,1DOT,2,21.89,23.16,94.52,1.18,0,1,0,0,E88:E88
141,LM0251,STRA_BUSNA,inter subsp. hybrids,E88,E88,1GSZ,0,23.16,23.16,100,0.69,0,1,0,0,E88:E88
142,LM0251,STRA_BUSNA,inter subsp. hybrids,E88,E88,1KNZ,1,21.85,23.16,94.34,0.93,0,1,0,0,E88:E88
143,LM0251,STRA_BUSNA,inter subsp. hybrids,E88,E88,1LNT,6,23.09,23.16,99.7,1.06,0,1,0,0,E88:E88
144,LM0251,STRA_BUSNA,inter subsp. hybrids,E88,E88,1ADV,5,23.42,23.16,101.12,1.34,0,1,0,0,E88:E88
145,LM0254,SCHUNT_PWD,inter subsp. hybrids,E88,E88,1IUV,1,22.54,22.32,100.99,2.5,0,1,0,0,E88:E88
146,LM0254,SCHUNT_PWD,inter subsp. hybrids,E88,E88,1DMP,4,22.36,22.32,100.18,3.93,0,1,0,0,E88:E88
147,LM0254,SCHUNT_PWD,inter subsp. hybrids,E88,E88,1BCD,8,21.04,22.32,94.27,3.97,0,1,0,0,E88:E88
148,LM0254,SCHUNT_PWD,inter subsp. hybrids,E88,E88,1LRS,7,22.75,22.32,101.93,1.71,0,1,0,0,E88:E88
149,LM0254,SCHUNT_PWD,inter subsp. hybrids,E88,E88,1CHI,3,22.35,22.32,100.13,2.15,0,1,0,0,E88:E88
150,LM0254,SCHUNT_PWD,inter subsp. hybrids,E88,E88,1BQR,2,22.48,22.32,100.72,2.33,0,1,0,0,E88:E88
151,LM0254,SCHUNT_PWD,inter subsp. hybrids,E88,E88,1BCP,0,22.32,22.32,100,3.26,0,1,0,0,E88:E88
152,LM0254,SCHUNT_PWD,inter subsp. hybrids,E88,E88,1JRW,5,22.55,22.32,101.03,2.61,0,1,0,0,E88:E88
153,LM0254,SCHUNT_PWD,inter subsp. hybrids,E88,E88,1DVW,6,22.26,22.32,99.73,2.39,0,1,0,0,E88:E88
154,LM0255,BUSNA_BUSNA,parental strains,E88,E64,1MOR,8,16.99,18.26,93.04,1.41,9.25,1,92500,65602.8368794326,E88:E64
155,LM0255,BUSNA_BUSNA,parental strains,E88,E64,1NPY,7,17.55,18.26,96.11,1.28,31.75,1,317500,248046.875,E88:E64
156,LM0255,BUSNA_BUSNA,parental strains,E88,E64,1DPW,0,18.26,18.26,100,1.07,0,1,0,0,E88:E64
157,LM0255,BUSNA_BUSNA,parental strains,E88,E64,1FGM,2,18.58,18.26,101.75,0.96,0,1,0,0,E88:E64
158,LM0255,BUSNA_BUSNA,parental strains,E88,E64,1BWZ,5,17.24,18.26,94.41,0.68,30.75,1,307500,452205.882352941,E88:E64
159,LM0255,BUSNA_BUSNA,parental strains,E88,E64,1GOW,6,17.35,18.26,95.02,0.86,29.25,1,292500,340116.279069767,E88:E64
160,LM0255,BUSNA_BUSNA,parental strains,E88,E64,1AIR,1,18.44,18.26,100.99,1.41,0,1,0,0,E88:E64
161,LM0255,BUSNA_BUSNA,parental strains,E88,E64,1CHX,4,17.69,18.26,96.88,1.74,0.75,1,7500,4310.34482758621,E88:E64
162,LM0255,BUSNA_BUSNA,parental strains,E88,E64,1DFU,3,17.98,18.26,98.47,1.49,0,1,0,0,E88:E64
163,LM0256,STRA_STRA,parental strains,E88,E88,1AGS,1,29.26,29.15,100.38,1.74,0,1,0,0,E88:E88
164,LM0256,STRA_STRA,parental strains,E88,E88,1JRX,4,30.05,29.15,103.09,2.22,0,1,0,0,E88:E88
165,LM0256,STRA_STRA,parental strains,E88,E88,1IJY,0,29.15,29.15,100,1.77,0,1,0,0,E88:E88
166,LM0256,STRA_STRA,parental strains,E88,E88,1BMX,7,30.58,29.15,104.91,1.59,0,1,0,0,E88:E88
167,LM0256,STRA_STRA,parental strains,E88,E88,1KLQ,6,30.26,29.15,103.81,1.91,0,1,0,0,E88:E88
168,LM0256,STRA_STRA,parental strains,E88,E88,1JVZ,8,29.82,29.15,102.3,2.16,0,1,0,0,E88:E88
169,LM0256,STRA_STRA,parental strains,E88,E88,1AOX,5,30.71,29.15,105.35,2.27,0,1,0,0,E88:E88
170,LM0256,STRA_STRA,parental strains,E88,E88,1KNQ,3,30.92,29.15,106.07,1.93,0,1,0,0,E88:E88
171,LM0256,STRA_STRA,parental strains,E88,E88,1BSU,2,29.91,29.15,102.61,1.12,0,1,0,0,E88:E88
172,LM0257,SCHUNT_SCHUNT,parental strains,E88,E64,1LOW,3,21.7,22.75,95.38,1.79,0,1,0,0,E88:E64
173,LM0257,SCHUNT_SCHUNT,parental strains,E88,E64,1CJP,0,22.75,22.75,100,2.32,0,1,0,0,E88:E64
174,LM0257,SCHUNT_SCHUNT,parental strains,E88,E64,1PVX,7,21.77,22.75,95.69,1.11,26.25,1,262500,236486.486486486,E88:E64
175,LM0257,SCHUNT_SCHUNT,parental strains,E88,E64,1EJP,2,22.51,22.75,98.95,1.14,0,1,0,0,E88:E64
176,LM0257,SCHUNT_SCHUNT,parental strains,E88,E64,1TUV,5,21.3,22.75,93.63,2.89,28.25,1,282500,97750.8650519031,E88:E64
177,LM0257,SCHUNT_SCHUNT,parental strains,E88,E64,1BEF,1,22.37,22.75,98.33,1.53,0,1,0,0,E88:E64
178,LM0257,SCHUNT_SCHUNT,parental strains,E88,E64,1UVY,6,21.03,22.75,92.44,0.96,13.5,1,135000,140625,E88:E64
179,LM0257,SCHUNT_SCHUNT,parental strains,E88,E64,1JQU,8,20.44,22.75,89.85,1.46,1.75,1,17500,11986.301369863,E88:E64
180,LM0257,SCHUNT_SCHUNT,parental strains,E88,E64,1DHX,4,22.35,22.75,98.24,3.66,0,1,0,0,E88:E64
181,LM0258,BUSNA_PWD,outbred hybrids,E64,E64,1JXZ,5,18.53,19.74,93.87,1.08,13.25,1,132500,122685.185185185,E64:E64
182,LM0258,BUSNA_PWD,outbred hybrids,E64,E64,1CGS,2,19.47,19.74,98.63,1.3,0,1,0,0,E64:E64
183,LM0258,BUSNA_PWD,outbred hybrids,E64,E64,1AEQ,4,19.42,19.74,98.38,1.24,0,1,0,0,E64:E64
184,LM0258,BUSNA_PWD,outbred hybrids,E64,E64,1OPZ,1,19.18,19.74,97.16,1.55,0,1,0,0,E64:E64
185,LM0258,BUSNA_PWD,outbred hybrids,E64,E64,1KMS,6,18.7,19.74,94.73,0.84,8.25,1,82500,98214.2857142857,E64:E64
186,LM0258,BUSNA_PWD,outbred hybrids,E64,E64,1HKX,7,18.14,19.74,91.89,0.87,60.5,1,605000,695402.298850575,E64:E64
187,LM0258,BUSNA_PWD,outbred hybrids,E64,E64,1FYZ,3,19.44,19.74,98.48,1.92,0,1,0,0,E64:E64
188,LM0258,BUSNA_PWD,outbred hybrids,E64,E64,1HJU,0,19.74,19.74,100,1.25,0,1,0,0,E64:E64
189,LM0258,BUSNA_PWD,outbred hybrids,E64,E64,1HVW,8,18.28,19.74,92.6,1.22,4.25,1,42500,34836.0655737705,E64:E64
190,LM0259,STRA_BUSNA,inter subsp. hybrids,E64,E64,1ALR,0,28.89,28.89,100,1.64,0,1,0,0,E64:E64
191,LM0259,STRA_BUSNA,inter subsp. hybrids,E64,E64,1AFV,2,29.25,28.89,101.25,1.14,0,1,0,0,E64:E64
192,LM0259,STRA_BUSNA,inter subsp. hybrids,E64,E64,1GHL,6,28.77,28.89,99.58,1.57,64.5,1,645000,410828.025477707,E64:E64
193,LM0259,STRA_BUSNA,inter subsp. hybrids,E64,E64,1CLS,5,28.55,28.89,98.82,1.5,33.75,1,337500,225000,E64:E64
194,LM0259,STRA_BUSNA,inter subsp. hybrids,E64,E64,1NUY,7,29.44,28.89,101.9,1.38,6.75,1,67500,48913.0434782609,E64:E64
195,LM0259,STRA_BUSNA,inter subsp. hybrids,E64,E64,1GTW,3,29.46,28.89,101.97,1.68,0,1,0,0,E64:E64
196,LM0259,STRA_BUSNA,inter subsp. hybrids,E64,E64,1GHI,8,28.32,28.89,98.03,2.58,0.75,1,7500,2906.97674418605,E64:E64
197,LM0259,STRA_BUSNA,inter subsp. hybrids,E64,E64,1FGV,1,29.68,28.89,102.73,2.19,0,1,0,0,E64:E64
198,LM0259,STRA_BUSNA,inter subsp. hybrids,E64,E64,1DKW,4,28.54,28.89,98.79,1.86,0,1,0,0,E64:E64
199,LM0260,SCHUNT_SCHUNT,parental strains,E64,E64,2CKT,0,29.02,29.02,100,1.21,0,1,0,0,E64:E64
200,LM0260,SCHUNT_SCHUNT,parental strains,E64,E64,2JKZ,5,28.75,29.02,99.06960717,2.65,29,1,290000,109433.962264151,E64:E64
201,LM0260,SCHUNT_SCHUNT,parental strains,E64,E64,2ITX,3,29.36,29.02,101.1716058,1.61,0,1,0,0,E64:E64
202,LM0260,SCHUNT_SCHUNT,parental strains,E64,E64,2GIT,4,28.15,29.02,97.00206754,1.03,0,1,0,0,E64:E64
203,LM0260,SCHUNT_SCHUNT,parental strains,E64,E64,2GHV,8,27.06,29.02,93.24603722,3.14,0,1,0,0,E64:E64
204,LM0260,SCHUNT_SCHUNT,parental strains,E64,E64,2NTU,7,27.42,29.02,94.48656099,2.37,0,1,0,0,E64:E64
205,LM0260,SCHUNT_SCHUNT,parental strains,E64,E64,2RSU,1,29.82,29.02,102.7567195,1.82,0,1,0,0,E64:E64
206,LM0260,SCHUNT_SCHUNT,parental strains,E64,E64,2RTX,2,29.31,29.02,100.9993108,1.27,0,1,0,0,E64:E64
207,LM0260,SCHUNT_SCHUNT,parental strains,E64,E64,2AUZ,6,26,29.02,89.59338387,2.76,12.5,1,125000,45289.8550724638,E64:E64
