,EH_ID,Strain,HybridStatus,primary,challenge,labels,dpi,weight,weight_dpi0,Wchange,fecweight,average,volume_PBS_mL,totalOocysts,OPG,infHistory
208,LM0261,PWD_SCHUNT,inter subsp. hybrids,E64,E88,1DLN,0,20.09,20.09,100,0.77,0,1,0,0,E64:E88
209,LM0261,PWD_SCHUNT,inter subsp. hybrids,E64,E88,1DMN,2,19.79,20.09,98.51,0.95,0,1,0,0,E64:E88
210,LM0261,PWD_SCHUNT,inter subsp. hybrids,E64,E88,1DTW,3,19.56,20.09,97.36,1.25,0,1,0,0,E64:E88
211,LM0261,PWD_SCHUNT,inter subsp. hybrids,E64,E88,1CLZ,1,19.81,20.09,98.61,1.16,0,1,0,0,E64:E88
212,LM0261,PWD_SCHUNT,inter subsp. hybrids,E64,E88,1KOP,8,18.69,20.09,93.03,1.36,0,1,0,0,E64:E88
213,LM0261,PWD_SCHUNT,inter subsp. hybrids,E64,E88,1CFZ,4,19.01,20.09,94.62,2.52,0,1,0,0,E64:E88
214,LM0261,PWD_SCHUNT,inter subsp. hybrids,E64,E88,1FGZ,6,19.57,20.09,97.41,1.51,0,1,0,0,E64:E88
215,LM0261,PWD_SCHUNT,inter subsp. hybrids,E64,E88,1PRZ,7,19.74,20.09,98.26,1.21,0,1,0,0,E64:E88
216,LM0261,PWD_SCHUNT,inter subsp. hybrids,E64,E88,1CNO,5,19.34,20.09,96.27,1.09,0,1,0,0,E64:E88
217,LM0262,BUSNA_BUSNA,parental strains,E64,E64,2BKV,4,22.96,21.13,108.660672,1.04,0,1,0,0,E64:E64
218,LM0262,BUSNA_BUSNA,parental strains,E64,E64,2ABO,8,22.95,21.13,108.613346,1.42,0.25,1,2500,1760.56338028169,E64:E64
219,LM0262,BUSNA_BUSNA,parental strains,E64,E64,2AMV,5,21.94,21.13,103.8334122,1.72,10,1,1e+05,58139.5348837209,E64:E64
220,LM0262,BUSNA_BUSNA,parental strains,E64,E64,2FHK,7,22.27,21.13,105.3951727,1.58,1,1,10000,6329.11392405063,E64:E64
221,LM0262,BUSNA_BUSNA,parental strains,E64,E64,2HKS,1,21.53,21.13,101.8930431,1.38,0,1,0,0,E64:E64
222,LM0262,BUSNA_BUSNA,parental strains,E64,E64,2HQZ,0,21.13,21.13,100,1.08,0,1,0,0,E64:E64
223,LM0262,BUSNA_BUSNA,parental strains,E64,E64,2NSX,6,20.91,21.13,98.95882631,1.79,10.25,1,102500,57262.5698324022,E64:E64
224,LM0262,BUSNA_BUSNA,parental strains,E64,E64,2CFV,2,21.95,21.13,103.8807383,1.65,0,1,0,0,E64:E64
225,LM0262,BUSNA_BUSNA,parental strains,E64,E64,2NRV,3,22.13,21.13,104.7326077,0.94,0,1,0,0,E64:E64
226,LM0263,PWD_SCHUNT,inter subsp. hybrids,E64,E64,2LMZ,8,21.26,21.25,100.0470588,1.56,5,1,50000,32051.2820512821,E64:E64
227,LM0263,PWD_SCHUNT,inter subsp. hybrids,E64,E64,2BIJ,4,22.37,21.25,105.2705882,0.98,0,1,0,0,E64:E64
228,LM0263,PWD_SCHUNT,inter subsp. hybrids,E64,E64,2CHM,5,22.05,21.25,103.7647059,1.66,31.75,1,317500,191265.060240964,E64:E64
229,LM0263,PWD_SCHUNT,inter subsp. hybrids,E64,E64,2LNO,0,21.25,21.25,100,1.45,0,1,0,0,E64:E64
230,LM0263,PWD_SCHUNT,inter subsp. hybrids,E64,E64,2QRT,3,21.82,21.25,102.6823529,1.48,0,1,0,0,E64:E64
231,LM0263,PWD_SCHUNT,inter subsp. hybrids,E64,E64,2NPW,7,22.03,21.25,103.6705882,1.27,6.25,1,62500,49212.5984251968,E64:E64
232,LM0263,PWD_SCHUNT,inter subsp. hybrids,E64,E64,2DHI,2,22.28,21.25,104.8470588,1.67,0,1,0,0,E64:E64
233,LM0263,PWD_SCHUNT,inter subsp. hybrids,E64,E64,2JRZ,6,20.33,21.25,95.67058824,1.82,32.25,1,322500,177197.802197802,E64:E64
234,LM0263,PWD_SCHUNT,inter subsp. hybrids,E64,E64,2AKS,1,21.82,21.25,102.6823529,2.22,0,1,0,0,E64:E64
235,LM0264,PWD_PWD,parental strains,E64,E88,1ELV,0,17.88,17.88,100,0.66,0,1,0,0,E64:E88
236,LM0264,PWD_PWD,parental strains,E64,E88,1OQT,2,18.31,17.88,102.4,1.05,0,1,0,0,E64:E88
237,LM0264,PWD_PWD,parental strains,E64,E88,1ADL,8,17.81,17.88,99.61,1.01,0,1,0,0,E64:E88
238,LM0264,PWD_PWD,parental strains,E64,E88,1BQY,7,18.4,17.88,102.91,1.08,0,1,0,0,E64:E88
239,LM0264,PWD_PWD,parental strains,E64,E88,1BEV,6,18.08,17.88,101.12,0.95,0,1,0,0,E64:E88
240,LM0264,PWD_PWD,parental strains,E64,E88,1IJR,4,18.55,17.88,103.75,1.06,0,1,0,0,E64:E88
241,LM0264,PWD_PWD,parental strains,E64,E88,1AJT,1,18.3,17.88,102.35,0.82,0,1,0,0,E64:E88
242,LM0264,PWD_PWD,parental strains,E64,E88,1ENV,3,18.27,17.88,102.18,0.89,0,1,0,0,E64:E88
243,LM0264,PWD_PWD,parental strains,E64,E88,1DIJ,5,17.65,17.88,98.71,1.05,0,1,0,0,E64:E88
244,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,E64,2AHU,6,23.73,26.43,89.78433598,2.06,13.5,1,135000,65533.9805825243,E64:E64
245,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,E64,2AFP,5,25.3,26.43,95.72455543,2.51,26.25,2,525000,209163.346613546,E64:E64
246,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,E64,2BKY,2,26.3,26.43,99.5081347,2.54,0,1,0,0,E64:E64
247,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,E64,2PQY,1,26.11,26.43,98.78925463,2.34,0,2,0,0,E64:E64
248,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,E64,2EIS,3,26.41,26.43,99.92432841,1.47,0,1,0,0,E64:E64
249,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,E64,2DKM,0,26.43,26.43,100,1.39,0,1,0,0,E64:E64
250,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,E64,2FGW,4,25.91,26.43,98.03253878,1.09,0,1,0,0,E64:E64
251,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,E64,2IMQ,8,26.37,26.43,99.77298524,2.45,0.25,1,2500,1020.40816326531,E64:E64
252,LM0265,BUSNA_STRA,inter subsp. hybrids,E64,E64,2GSV,7,25.95,26.43,98.18388195,1.35,2.75,1,27500,20370.3703703704,E64:E64
253,LM0266,SCHUNT_STRA,outbred hybrids,E64,E88,1JUV,2,23.01,23.94,96.12,1.18,0,1,0,0,E64:E88
254,LM0266,SCHUNT_STRA,outbred hybrids,E64,E88,1GRV,3,22.57,23.94,94.28,0.96,0,1,0,0,E64:E88
255,LM0266,SCHUNT_STRA,outbred hybrids,E64,E88,1DKO,5,21.39,23.94,89.35,2.18,0,1,0,0,E64:E88
256,LM0266,SCHUNT_STRA,outbred hybrids,E64,E88,1FLY,6,20.36,23.94,85.05,2.12,0,1,0,0,E64:E88
257,LM0266,SCHUNT_STRA,outbred hybrids,E64,E88,1IOS,8,19.59,23.94,81.83,2.79,0,1,0,0,E64:E88
258,LM0266,SCHUNT_STRA,outbred hybrids,E64,E88,1FLN,4,21.47,23.94,89.68,1.36,0,1,0,0,E64:E88
259,LM0266,SCHUNT_STRA,outbred hybrids,E64,E88,1COW,7,20.44,23.94,85.38,2.17,0,1,0,0,E64:E88
260,LM0266,SCHUNT_STRA,outbred hybrids,E64,E88,1DJP,0,23.94,23.94,100,1.67,0,1,0,0,E64:E88
261,LM0266,SCHUNT_STRA,outbred hybrids,E64,E88,1JTV,1,22.67,23.94,94.7,1.28,0,1,0,0,E64:E88
262,LM0268,SCHUNT_SCHUNT,parental strains,E64,E88,1CPW,1,19.76,20.84,94.82,1.96,0,1,0,0,E64:E88
263,LM0268,SCHUNT_SCHUNT,parental strains,E64,E88,1KWX,0,20.84,20.84,100,2.33,0,1,0,0,E64:E88
264,LM0268,SCHUNT_SCHUNT,parental strains,E64,E88,1DGZ,4,19.79,20.84,94.96,2.21,0,1,0,0,E64:E88
265,LM0268,SCHUNT_SCHUNT,parental strains,E64,E88,1GHV,6,18.85,20.84,90.45,1.53,0,1,0,0,E64:E88
266,LM0268,SCHUNT_SCHUNT,parental strains,E64,E88,1GSW,8,19.11,20.84,91.7,2.11,0,1,0,0,E64:E88
267,LM0268,SCHUNT_SCHUNT,parental strains,E64,E88,1AYZ,7,19.2,20.84,92.13,1.58,0,1,0,0,E64:E88
268,LM0268,SCHUNT_SCHUNT,parental strains,E64,E88,1ERS,5,19.55,20.84,93.81,2.5,0,1,0,0,E64:E88
269,LM0268,SCHUNT_SCHUNT,parental strains,E64,E88,1AWZ,3,19.66,20.84,94.34,1.27,0,1,0,0,E64:E88
270,LM0268,SCHUNT_SCHUNT,parental strains,E64,E88,1EIU,2,19.69,20.84,94.48,1.14,0,1,0,0,E64:E88
271,LM0269,STRA_SCHUNT,outbred hybrids,E64,E64,2GPR,5,21.34,21.6,98.7962963,1.9,4.75,1,47500,25000,E64:E64
272,LM0269,STRA_SCHUNT,outbred hybrids,E64,E64,2AQY,6,19.71,21.6,91.25,1.31,1.5,1,15000,11450.3816793893,E64:E64
273,LM0269,STRA_SCHUNT,outbred hybrids,E64,E64,2IQW,7,20.85,21.6,96.52777778,1.78,1.25,1,12500,7022.47191011236,E64:E64
274,LM0269,STRA_SCHUNT,outbred hybrids,E64,E64,2HJW,1,22.21,21.6,102.8240741,1.05,0,1,0,0,E64:E64
275,LM0269,STRA_SCHUNT,outbred hybrids,E64,E64,2MNP,3,21.5,21.6,99.53703704,1.31,0,1,0,0,E64:E64
276,LM0269,STRA_SCHUNT,outbred hybrids,E64,E64,2LOT,8,21.19,21.6,98.10185185,1.22,0,1,0,0,E64:E64
277,LM0269,STRA_SCHUNT,outbred hybrids,E64,E64,2BIW,0,21.6,21.6,100,1,0,1,0,0,E64:E64
278,LM0269,STRA_SCHUNT,outbred hybrids,E64,E64,2EIV,2,21.65,21.6,100.2314815,1.61,0,1,0,0,E64:E64
279,LM0269,STRA_SCHUNT,outbred hybrids,E64,E64,2SUZ,4,21.51,21.6,99.58333333,0.94,0,1,0,0,E64:E64
280,LM0270,SCHUNT_STRA,outbred hybrids,E64,E64,2ARS,3,22.9,23.89,95.8560067,1.18,0,1,0,0,E64:E64
281,LM0270,SCHUNT_STRA,outbred hybrids,E64,E64,2GQU,0,23.89,23.89,100,1.91,0,1,0,0,E64:E64
282,LM0270,SCHUNT_STRA,outbred hybrids,E64,E64,2NRU,6,22.5,23.89,94.18166597,1.38,8,1,80000,57971.0144927536,E64:E64
283,LM0270,SCHUNT_STRA,outbred hybrids,E64,E64,2OSZ,1,22.92,23.89,95.93972373,1.62,0,1,0,0,E64:E64
284,LM0270,SCHUNT_STRA,outbred hybrids,E64,E64,2AOZ,2,24.55,23.89,102.7626622,2.23,0,1,0,0,E64:E64
285,LM0270,SCHUNT_STRA,outbred hybrids,E64,E64,2KMQ,8,23.01,23.89,96.3164504,1.58,0,1,0,0,E64:E64
286,LM0270,SCHUNT_STRA,outbred hybrids,E64,E64,2EKV,7,22.62,23.89,94.68396819,1.4,3.25,1,32500,23214.2857142857,E64:E64
287,LM0270,SCHUNT_STRA,outbred hybrids,E64,E64,2BGV,5,22.61,23.89,94.64210967,2.08,18,1,180000,86538.4615384615,E64:E64
288,LM0270,SCHUNT_STRA,outbred hybrids,E64,E64,2BTZ,4,22.6,23.89,94.60025115,1.75,0,1,0,0,E64:E64
289,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,E88,1BEW,2,23.76,24.25,97.98,2.44,0.25,1,2500,1024.59016393443,E64:E88
290,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,E88,1FHQ,5,23.3,24.25,96.08,0.88,0,1,0,0,E64:E88
291,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,E88,1PSU,8,23.34,24.25,96.25,2.08,0,1,0,0,E64:E88
292,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,E88,1KQW,7,23.28,24.25,96,1.79,0,1,0,0,E64:E88
293,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,E88,1PQZ,6,22.66,24.25,93.44,3.69,0,1,0,0,E64:E88
294,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,E88,1ACO,3,23.33,24.25,96.21,1.8,0,1,0,0,E64:E88
295,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,E88,1AGI,4,22.8,24.25,94.02,4.02,0,1,0,0,E64:E88
296,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,E88,1CKO,0,24.25,24.25,100,1.39,0,1,0,0,E64:E88
297,LM0271,STRA_BUSNA,inter subsp. hybrids,E64,E88,1HKT,1,24.24,24.25,99.96,2.07,0,1,0,0,E64:E88
298,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,E88,2EWX,1,22.6,22.77,99.2534036,1.83,0,1,0,0,E64:E88
299,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,E88,2LVZ,7,22.87,22.77,100.4391744,1.27,0,1,0,0,E64:E88
300,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,E88,2AYZ,8,22.78,22.77,100.0439174,1.48,0,1,0,0,E64:E88
301,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,E88,2JQZ,5,22.53,22.77,98.94598155,2.28,0,1,0,0,E64:E88
302,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,E88,2CKS,2,23.14,22.77,101.6249451,1.68,0,1,0,0,E64:E88
303,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,E88,2CTU,4,23.14,22.77,101.6249451,1.17,0,1,0,0,E64:E88
304,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,E88,2LQW,3,22.5,22.77,98.81422925,1.28,0,1,0,0,E64:E88
305,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,E88,2HWY,6,23.26,22.77,102.1519543,1.92,0,1,0,0,E64:E88
306,LM0272,BUSNA_STRA,inter subsp. hybrids,E64,E88,2AOT,0,22.77,22.77,100,0.83,0,1,0,0,E64:E88
307,LM0273,STRA_SCHUNT,outbred hybrids,E64,E88,2BQV,4,22.17,21.7,102.1658986,1.43,0,1,0,0,E64:E88
308,LM0273,STRA_SCHUNT,outbred hybrids,E64,E88,2CLX,3,21.47,21.7,98.94009217,1.82,0,1,0,0,E64:E88
