Conc,OD
2000,3904
2000,3868
2000,3874
2000,3766
2000,3795
1000,3568
1000,3726
1000,3550
1000,3666
1000,3469
1000,3599
500,2786
500,3000
500,2805
500,2992
500,2789
500,2984
250,2110
250,1901
250,2120
250,1928
250,2108
250,1947
125,1192
125,1116
125,1210
125,1138
125,1216
125,1139
62.5,649
62.5,645
62.5,665
62.5,656
62.5,673
62.5,663
31.25,303
31.25,339
31.25,306
31.25,344
31.25,308
31.25,347
0,0
0,0
0,0
0,0
0,-1
0,1
