"","EH_ID","Strain","HybridStatus","Batch","InfectionStrain","labels","EXP","oocyst_mean","OPG","dpi","weight_dpi0","weightloss","primary","fecweight","challenge"
"941","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bMNZ","5.2b",NA,NA,9,20.11,"100","E64",NA,NA
"942","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bLUX","5.2b",NA,NA,1,20.11,"0.89507707608155","E64",NA,NA
"943","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bKNP","5.2b",NA,NA,10,20.11,"100","E64",NA,NA
"944","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bAKW","5.2b",NA,NA,11,20.11,"100","E64",NA,NA
"945","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bACX","5.2b",80000,88888.8888888889,7,20.11,"13.1277971158628","E64",0.9,NA
"946","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bNWY","5.2b",10000,9523.80952380952,4,20.11,"3.77921432123321","E64",1.05,NA
"947","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bHKM","5.2b",NA,NA,2,20.11,"3.23222277473893","E64",NA,NA
"948","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bLOV","5.2b",57500,43233.0827067669,8,20.11,"9.44803580308304","E64",1.33,NA
"949","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bFQW","5.2b",77500,146226.41509434,6,20.11,"7.7076081551467","E64",0.53,NA
"950","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bGUZ","5.2b",142500,259090.909090909,5,20.11,"7.65788165091994","E64",0.55,NA
"951","LM_0260","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bENS","5.2b",5000,2403.84615384615,3,20.11,"3.5803083043262","E64",2.08,NA
"952","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bSVW","5.2b",NA,NA,11,15.38,"100","E64",NA,NA
"953","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bCHT","5.2b",NA,NA,1,15.38,"-2.66579973992197","E64",NA,NA
"954","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bCJM","5.2b",160000,142857.142857143,7,15.38,"-2.4707412223667","E64",1.12,NA
"955","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bDQS","5.2b",5000,5050.50505050505,4,15.38,"2.08062418725618","E64",0.99,NA
"956","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bGOS","5.2b",572500,784246.575342466,6,15.38,"1.36540962288687","E64",0.73,NA
"957","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bIKN","5.2b",217500,262048.192771084,5,15.38,"4.22626788036411","E64",0.83,NA
"958","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bIUV","5.2b",0,0,3,15.38,"-3.38101430429128","E64",1.69,NA
"959","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bDMP","5.2b",NA,NA,2,15.38,"-0.195058517555262","E64",NA,NA
"960","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bIMU","5.2b",NA,NA,9,15.38,"100","E64",NA,NA
"961","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bCNO","5.2b",0,0,0,15.38,"0","E64",1.7,NA
"962","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bHQS","5.2b",270000,142857.142857143,8,15.38,"-7.15214564369311","E64",1.89,NA
"963","LM_0261","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bCIN","5.2b",NA,NA,10,15.38,"100","E64",NA,NA
"964","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bMUX","5.2b",27500,31250,6,15.24,"-7.67716535433071","E64",0.88,NA
"965","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bFQR","5.2b",NA,NA,11,15.24,"100","E64",NA,NA
"966","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bEUX","5.2b",NA,NA,2,15.24,"-5.64304461942258","E64",NA,NA
"967","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bGHW","5.2b",NA,NA,9,15.24,"100","E64",NA,NA
"968","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bRTX","5.2b",NA,NA,10,15.24,"100","E64",NA,NA
"969","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bCTU","5.2b",255000,92727.2727272727,0,15.24,"0","E64",2.75,NA
"970","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bKTV","5.2b",NA,NA,1,15.24,"2.29658792650918","E64",NA,NA
"971","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bPSW","5.2b",97500,112068.965517241,5,15.24,"-1.90288713910761","E64",0.87,NA
"972","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bNOY","5.2b",7500,7425.74257425743,7,15.24,"-8.33333333333334","E64",1.01,NA
"973","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bORT","5.2b",12500,12886.5979381443,8,15.24,"-6.29921259842519","E64",0.97,NA
"974","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bANV","5.2b",10000,6993.00699300699,3,15.24,"-5.44619422572179","E64",1.43,NA
"975","LM_0262","BUSNA_BUSNA","parental strains",2,"E64","5.2bGMO","5.2b",5000,3225.8064516129,4,15.24,"-1.37795275590551","E64",1.55,NA
"976","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bDEL","5.2b",NA,NA,2,18.47,"1.19112073632918","E64",NA,NA
"977","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bJUW","5.2b",NA,NA,9,18.47,"100","E64",NA,NA
"978","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bTVZ","5.2b",NA,NA,1,18.47,"-2.65295073091501","E64",NA,NA
"979","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bJPS","5.2b",22500,27108.4337349398,4,18.47,"7.796426637791","E64",0.83,NA
"980","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bBMZ","5.2b",45000,36290.3225806452,8,18.47,"0.649702219815904","E64",1.24,NA
"981","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bFGS","5.2b",2500,1785.71428571429,0,18.47,"0","E64",1.4,NA
"982","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bBWZ","5.2b",NA,NA,11,18.47,"100","E64",NA,NA
"983","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bEGR","5.2b",180000,153846.153846154,7,18.47,"-2.59880887926367","E64",1.17,NA
"984","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bGMZ","5.2b",NA,NA,10,18.47,"100","E64",NA,NA
"985","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bAPS","5.2b",57500,95833.3333333333,5,18.47,"6.76773145641581","E64",0.6,NA
"986","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bMNQ","5.2b",1107500,1605072.46376812,6,18.47,"3.03194369247428","E64",0.69,NA
"987","LM_0263","PWD_SCHUNT","inter subsp. hybrids",2,"E64","5.2bHSW","5.2b",0,0,3,18.47,"3.19436924742826","E64",1.86,NA
"988","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bBPZ","5.2b",NA,NA,9,17.69,"100","E64",NA,NA
"989","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bHNW","5.2b",2500,1984.12698412698,4,17.69,"8.59242509892594","E64",1.26,NA
"990","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bCOY","5.2b",NA,NA,2,17.69,"5.42679479932166","E64",NA,NA
"991","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bGIJ","5.2b",295000,602040.816326531,7,17.69,"10.8535895986433","E64",0.49,NA
"992","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bEGT","5.2b",72500,77956.9892473118,8,17.69,"6.61390616167327","E64",0.93,NA
"993","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bNSX","5.2b",NA,NA,1,17.69,"17.0152628603731","E64",NA,NA
"994","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bFGM","5.2b",0,0,3,17.69,"6.44431882419446","E64",1.37,NA
"995","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bBGP","5.2b",767500,2646551.72413793,6,17.69,"19.2764273600905","E64",0.29,NA
"996","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bQST","5.2b",NA,NA,10,17.69,"100","E64",NA,NA
"997","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bBRT","5.2b",NA,NA,11,17.69,"100","E64",NA,NA
"998","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bAQZ","5.2b",0,0,0,17.69,"0","E64",1.45,NA
"999","LM_0264","PWD_PWD","parental strains",2,"E64","5.2bFPT","5.2b",60000,666666.666666667,5,17.69,"19.1068400226116","E64",0.09,NA
"1000","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bBER","5.2b",NA,NA,9,23.29,"100","E64",NA,NA
"1001","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bCFI","5.2b",40000,26666.6666666667,8,23.29,"3.95019321597251","E64",1.5,NA
"1002","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bENP","5.2b",290000,426470.588235294,5,23.29,"1.3310433662516","E64",0.68,NA
"1003","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bKPS","5.2b",NA,NA,11,23.29,"100","E64",NA,NA
"1004","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bFTU","5.2b",0,0,3,23.29,"-6.26878488621726","E64",1.29,NA
"1005","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bGPZ","5.2b",NA,NA,1,23.29,"-2.1039072563332","E64",NA,NA
"1006","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bMRW","5.2b",1507500,1395833.33333333,6,23.29,"1.76041219407471","E64",1.08,NA
"1007","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bDGZ","5.2b",2500,2066.11570247934,4,23.29,"2.10390725633318","E64",1.21,NA
"1008","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bENU","5.2b",NA,NA,10,23.29,"100","E64",NA,NA
"1009","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bMPQ","5.2b",0,0,0,23.29,"0","E64",1.48,NA
"1010","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bBJT","5.2b",NA,NA,2,23.29,"-6.69815371404037","E64",NA,NA
"1011","LM_0265","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bGOX","5.2b",417500,347916.666666667,7,23.29,"3.04851867754401","E64",1.2,NA
"1012","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bBLS","5.2b",1582500,2082236.84210526,6,18.04,"-2.71618625277163","E64",0.76,NA
"1013","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bBVZ","5.2b",NA,NA,10,18.04,"100","E64",NA,NA
"1014","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bETV","5.2b",NA,NA,11,18.04,"100","E64",NA,NA
"1015","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bLNV","5.2b",450000,548780.487804878,8,18.04,"-6.65188470066519","E64",0.82,NA
"1016","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bDPQ","5.2b",NA,NA,1,18.04,"-3.65853658536585","E64",NA,NA
"1017","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bBIV","5.2b",367500,750000,7,18.04,"-4.54545454545455","E64",0.49,NA
"1018","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bPQS","5.2b",0,0,3,18.04,"-6.1529933481153","E64",1.68,NA
"1019","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bHRZ","5.2b",NA,NA,4,18.04,"-7.59423503325943","E64",0.97,NA
"1020","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bCTY","5.2b",7500,7075.47169811321,0,18.04,"0","E64",1.06,NA
"1021","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bDIU","5.2b",77500,149038.461538462,5,18.04,"-3.3259423503326","E64",0.52,NA
"1022","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bDGL","5.2b",NA,NA,2,18.04,"-4.49002217294902","E64",NA,NA
"1023","LM_0266","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bCEI","5.2b",NA,NA,9,18.04,"100","E64",NA,NA
"1024","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bEQT","5.2b",15000,9375,8,26.73,"-10.9614665170221","E64",1.6,NA
"1025","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bNQZ","5.2b",NA,NA,2,26.73,"-1.30939019827908","E64",NA,NA
"1026","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bGOR","5.2b",870000,769911.504424779,6,26.73,"-10.512532734755","E64",1.13,NA
"1027","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bGJP","5.2b",NA,NA,10,26.73,"100","E64",NA,NA
"1028","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bHIJ","5.2b",7500,3826.5306122449,4,26.73,"-2.95548073325851","E64",1.96,NA
"1029","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bCMR","5.2b",52500,56451.6129032258,7,26.73,"-10.4002992891882","E64",0.93,NA
"1030","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bAPV","5.2b",240000,205128.205128205,0,26.73,"0","E64",1.17,NA
"1031","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bMOP","5.2b",247500,240291.262135922,5,26.73,"-5.91096146651702","E64",1.03,NA
"1032","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bBPY","5.2b",12500,4752.85171102662,3,26.73,"-6.09801720912832","E64",2.63,NA
"1033","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bITZ","5.2b",NA,NA,1,26.73,"0.037411148522266","E64",NA,NA
"1034","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bBFT","5.2b",NA,NA,9,26.73,"100","E64",NA,NA
"1035","LM_0267","STRA_STRA","parental strains",2,"E64","5.2bCLW","5.2b",NA,NA,11,26.73,"100","E64",NA,NA
"1036","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bBGS","5.2b",20000,41666.6666666667,5,18.01,"4.33092726263188","E64",0.48,NA
"1037","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bHKS","5.2b",NA,NA,11,18.01,"100","E64",NA,NA
"1038","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bEJR","5.2b",NA,NA,1,18.01,"-0.777345918933909","E64",NA,NA
"1039","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bARW","5.2b",NA,NA,9,18.01,"100","E64",NA,NA
"1040","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bIPV","5.2b",40000,56338.0281690141,8,18.01,"0.111049416990578","E64",0.71,NA
"1041","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bFIQ","5.2b",42500,94444.4444444444,7,18.01,"2.05441421432538","E64",0.45,NA
"1042","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bMSX","5.2b",NA,NA,4,18.01,"8.32870627429206","E64",0.91,NA
"1043","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bKVX","5.2b",NA,NA,10,18.01,"100","E64",NA,NA
"1044","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bDKL","5.2b",372500,483766.233766234,6,18.01,"6.88506385341478","E64",0.77,NA
"1045","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bOPX","5.2b",NA,NA,2,18.01,"-1.1104941699056","E64",NA,NA
"1046","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bBNZ","5.2b",NA,NA,0,18.01,"0","E64",1.6,NA
"1047","LM_0268","SCHUNT_SCHUNT","parental strains",2,"E64","5.2bFIV","5.2b",40000,48192.7710843373,3,18.01,"1.27706829539145","E64",0.83,NA
"1048","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bLNR","5.2b",80000,131147.540983607,5,20.09,"2.33947237431557","E64",0.61,NA
"1049","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bAKY","5.2b",182500,331818.181818182,7,20.09,"-1.19462419113986","E64",0.55,NA
"1050","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bCDO","5.2b",42500,48850.5747126437,8,20.09,"-0.84619213539075","E64",0.87,NA
"1051","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bDJO","5.2b",NA,NA,2,20.09,"-1.84171229467397","E64",NA,NA
"1052","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bGTV","5.2b",25000,17730.4964539007,3,20.09,"-3.18566450970632","E64",1.41,NA
"1053","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bAGR","5.2b",2500,2427.18446601942,4,20.09,"-0.746640119462412","E64",1.03,NA
"1054","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bBCU","5.2b",NA,NA,1,20.09,"-4.08163265306123","E64",NA,NA
"1055","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bGNS","5.2b",455000,875000,6,20.09,"1.59283225485316","E64",0.52,NA
"1056","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bACM","5.2b",NA,NA,11,20.09,"100","E64",NA,NA
"1057","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bEOW","5.2b",NA,NA,10,20.09,"100","E64",NA,NA
"1058","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bAFM","5.2b",1695000,727467.811158798,0,20.09,"0","E64",2.33,NA
"1059","LM_0269","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bDHL","5.2b",NA,NA,9,20.09,"100","E64",NA,NA
"1060","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bBDO","5.2b",347500,236394.557823129,0,19.14,"0","E64",1.47,NA
"1061","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bJTZ","5.2b",NA,NA,1,19.14,"-3.86624869383489","E64",NA,NA
"1062","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bRUZ","5.2b",2500,2314.81481481481,8,19.14,"-11.8599791013584","E64",1.08,NA
"1063","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bBMU","5.2b",5000,2857.14285714286,4,19.14,"-6.63531870428422","E64",1.75,NA
"1064","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bFKR","5.2b",NA,NA,9,19.14,"100","E64",NA,NA
"1065","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bKQS","5.2b",802500,757075.471698113,6,19.14,"-8.51619644723092","E64",1.06,NA
"1066","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bBNQ","5.2b",32500,48507.4626865672,7,19.14,"-10.9195402298851","E64",0.67,NA
"1067","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bEFQ","5.2b",NA,NA,2,19.14,"-4.80668756530825","E64",NA,NA
"1068","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bILW","5.2b",285000,309782.608695652,5,19.14,"-7.78474399164054","E64",0.92,NA
"1069","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bAEI","5.2b",0,0,3,19.14,"-6.84430512016718","E64",1.47,NA
"1070","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bBLO","5.2b",NA,NA,10,19.14,"100","E64",NA,NA
"1071","LM_0270","SCHUNT_STRA","outbred hybrids",2,"E64","5.2bKLX","5.2b",NA,NA,11,19.14,"100","E64",NA,NA
"1072","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bDGW","5.2b",NA,NA,11,21.28,"100","E64",NA,NA
"1073","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bCEU","5.2b",NA,NA,1,21.28,"1.69172932330827","E64",NA,NA
"1074","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bNVX","5.2b",27500,72368.4210526316,5,21.28,"1.69172932330827","E64",0.38,NA
"1075","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bADM","5.2b",NA,NA,9,21.28,"100","E64",NA,NA
"1076","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bADU","5.2b",NA,NA,2,21.28,"-1.55075187969924","E64",NA,NA
"1077","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bORS","5.2b",635000,440972.222222222,8,21.28,"-4.13533834586466","E64",1.44,NA
"1078","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bGIN","5.2b",997500,1583333.33333333,6,21.28,"0.51691729323308","E64",0.63,NA
"1079","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bKYZ","5.2b",0,0,3,21.28,"-0.093984962406013","E64",1.61,NA
"1080","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bBDE","5.2b",0,0,0,21.28,"0","E64",1.85,NA
"1081","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bAGP","5.2b",1312500,1704545.45454545,7,21.28,"-6.24999999999999","E64",0.77,NA
"1082","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bLRV","5.2b",12500,8928.57142857143,4,21.28,"1.2218045112782","E64",1.4,NA
"1083","LM_0271","STRA_BUSNA","inter subsp. hybrids",2,"E64","5.2bHNO","5.2b",NA,NA,10,21.28,"100","E64",NA,NA
"1084","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bKQV","5.2b",NA,NA,10,16.13,"100","E64",NA,NA
"1085","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bAMN","5.2b",NA,NA,9,16.13,"100","E64",NA,NA
"1086","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bDSV","5.2b",165000,270491.803278689,7,16.13,"-7.25356478611284","E64",0.61,NA
"1087","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bQRW","5.2b",92500,82589.2857142857,8,16.13,"-7.8735275883447","E64",1.12,NA
"1088","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bMST","5.2b",NA,NA,2,16.13,"1.30192188468691","E64",NA,NA
"1089","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bBJY","5.2b",NA,NA,11,16.13,"100","E64",NA,NA
"1090","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bDKY","5.2b",0,0,3,16.13,"-0.743955362678246","E64",1.31,NA
"1091","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bBHL","5.2b",1392500,2078358.20895522,6,16.13,"-4.58772473651582","E64",0.67,NA
"1092","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bIKY","5.2b",0,0,4,16.13,"2.04587724736515","E64",1.01,NA
"1093","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bGPU","5.2b",62500,130208.333333333,5,16.13,"2.60384376937383","E64",0.48,NA
"1094","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bCNY","5.2b",NA,NA,1,16.13,"-0.185988840669567","E64",NA,NA
"1095","LM_0272","BUSNA_STRA","inter subsp. hybrids",2,"E64","5.2bCPX","5.2b",0,0,0,16.13,"0","E64",1.3,NA
"1096","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bAHN","5.2b",255000,386363.636363636,7,18.66,"-6.37727759914256","E64",0.66,NA
"1097","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bLNQ","5.2b",NA,NA,2,18.66,"0","E64",NA,NA
"1098","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bHVY","5.2b",220000,99099.0990990991,0,18.66,"0","E64",2.22,NA
"1099","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bESU","5.2b",NA,NA,10,18.66,"100","E64",NA,NA
"1100","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bFYZ","5.2b",0,0,3,18.66,"-0.696677384780273","E64",1.25,NA
"1101","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bGVY","5.2b",NA,NA,11,18.66,"100","E64",NA,NA
"1102","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bEMU","5.2b",NA,NA,1,18.66,"0.321543408360122","E64",NA,NA
"1103","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bIKV","5.2b",15000,23809.5238095238,8,18.66,"-6.00214362272241","E64",0.63,NA
"1104","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bHWX","5.2b",NA,NA,9,18.66,"100","E64",NA,NA
"1105","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bEYZ","5.2b",0,0,4,18.66,"-0.857449088960344","E64",1.01,NA
"1106","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bALO","5.2b",1100000,1617647.05882353,6,18.66,"-2.46516613076099","E64",0.68,NA
"1107","LM_0273","STRA_SCHUNT","outbred hybrids",2,"E64","5.2bCFP","5.2b",255000,455357.142857143,5,18.66,"1.33976420150054","E64",0.56,NA
"1108","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bRWX","5.2b",0,0,3,24.65,"-5.88235294117648","E64",2.14,NA
"1109","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bFKL","5.2b",317500,302380.952380952,7,24.65,"-5.11156186612577","E64",1.05,NA
"1110","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bTWX","5.2b",NA,NA,10,24.65,"100","E64",NA,NA
"1111","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bTYZ","5.2b",7500,3205.12820512821,4,24.65,"0.081135902636915","E64",2.34,NA
"1112","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bOSX","5.2b",NA,NA,11,24.65,"100","E64",NA,NA
"1113","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bPSZ","5.2b",NA,NA,2,24.65,"14.6855983772819","E64",NA,NA
"1114","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bTUZ","5.2b",NA,NA,1,24.65,"8.35699797160243","E64",NA,NA
"1115","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bDIR","5.2b",220000,207547.169811321,5,24.65,"4.34077079107505","E64",1.06,NA
"1116","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bDJY","5.2b",NA,NA,9,24.65,"100","E64",NA,NA
"1117","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bBRY","5.2b",0,0,0,24.65,"0","E64",1.85,NA
"1118","LM_0274","STRA_STRA","parental strains",2,"E64","5.2bCEL","5.2b",1312500,965073.529411765,6,24.65,"-3.08316430020285","E64",1.36,NA
