"Well","Fluor","Target","Content","Sample","Cq.Mean","Set.Point"
"E10","SYBR","CDC42","Pos Ctrl","LM0079",22.3767307555876,60
"F01","SYBR","CXCL9","Cecum","LM0079",22.7822862704267,60
"F02","SYBR","IL-10","Cecum","LM0079",28.407083812531,60
"F03","SYBR","IL-12","Cecum","LM0079",30.7374079609829,60
"F04","SYBR","IL-6","Cecum","LM0079",26.1150158935891,60
"F05","SYBR","IFN-g","Cecum","LM0079",24.7550895001012,60
"F06","SYBR","STAT6","Cecum","LM0079",24.2372503188248,60
"F07","SYBR","TGF-b","Cecum","LM0079",22.5234637754481,60
"F08","SYBR","Ppia","Pos Ctrl","LM0079",14.6216853501178,60
"F09","SYBR","Ppib","Pos Ctrl","LM0079",16.2019777740957,60
"F10","SYBR","CDC42","Pos Ctrl","LM0079",22.2365588949761,60
"G01","SYBR","CXCL9","Cecum","LM0080",28.1552193435317,60
"G02","SYBR","IL-10","Cecum","LM0080",35.0320703511158,60
"G03","SYBR","IL-12","Cecum","LM0080",31.5416267635801,60
"G04","SYBR","IL-6","Cecum","LM0080",26.5595697066534,60
"G05","SYBR","IFN-g","Cecum","LM0080",30.4086102667377,60
"G06","SYBR","STAT6","Cecum","LM0080",23.6016295280085,60
"G07","SYBR","TGF-b","Cecum","LM0080",26.7798316201413,60
"G08","SYBR","Ppia","Pos Ctrl","LM0080",17.8214966178557,60
"G09","SYBR","Ppib","Pos Ctrl","LM0080",20.4068919806534,60
"G10","SYBR","CDC42","Pos Ctrl","LM0080",21.8395877212542,60
"H01","SYBR","CXCL9","Cecum","LM0080",28.8463908481713,60
"H02","SYBR","IL-10","Cecum","LM0080",35.0517823896724,60
"H03","SYBR","IL-12","Cecum","LM0080",31.3605712575436,60
"H04","SYBR","IL-6","Cecum","LM0080",26.7800596118451,60
"H05","SYBR","IFN-g","Cecum","LM0080",31.3873378361724,60
"H06","SYBR","STAT6","Cecum","LM0080",24.6886283304864,60
"H07","SYBR","TGF-b","Cecum","LM0080",28.0668926468336,60
"H08","SYBR","Ppia","Pos Ctrl","LM0080",18.2876583493011,60
"H09","SYBR","Ppib","Pos Ctrl","LM0080",20.6034919814113,60
"H10","SYBR","CDC42","Pos Ctrl","LM0080",22.23151779306,60
"A01","SYBR","CXCL9","Cecum","LM0045",21.8245376484792,60
"A02","SYBR","IL-10","Cecum","LM0045",27.1289930007305,60
"A03","SYBR","IL-12","Cecum","LM0045",27.3082825944466,60
"A04","SYBR","IL-6","Cecum","LM0045",25.524666493714,60
"A05","SYBR","IFN-g","Cecum","LM0045",25.1702322611754,60
"A06","SYBR","STAT6","Cecum","LM0045",24.5933658230434,60
"A07","SYBR","TGF-b","Cecum","LM0045",23.385720003381,60
"A08","SYBR","Ppia","Pos Ctrl","LM0045",16.6553734186645,60
"A09","SYBR","Ppib","Pos Ctrl","LM0045",18.2140738348322,60
"A10","SYBR","CDC42","Pos Ctrl","LM0045",26.0382054140054,60
"B01","SYBR","CXCL9","Cecum","LM0045",23.3246412512388,60
"B02","SYBR","IL-10","Cecum","LM0045",28.0132392543046,60
"B03","SYBR","IL-12","Cecum","LM0045",27.4521913883681,60
"B04","SYBR","IL-6","Cecum","LM0045",25.4310749120052,60
"B05","SYBR","IFN-g","Cecum","LM0045",25.0981678288685,60
"B06","SYBR","STAT6","Cecum","LM0045",24.1991077707572,60
"B07","SYBR","TGF-b","Cecum","LM0045",22.7173984521714,60
"B08","SYBR","Ppia","Pos Ctrl","LM0045",16.324402739266,60
"B09","SYBR","Ppib","Pos Ctrl","LM0045",18.0245503642634,60
"B10","SYBR","CDC42","Pos Ctrl","LM0045",25.3889784325669,60
"C01","SYBR","CXCL9","Cecum","LM0071",30.0757096095373,60
"C02","SYBR","IL-10","Cecum","LM0071",34.5071455255784,60
"C03","SYBR","IL-12","Cecum","LM0071",33.3975206959683,60
"C04","SYBR","IL-6","Cecum","LM0071",28.0209386341859,60
"C05","SYBR","IFN-g","Cecum","LM0071",31.1143247094579,60
"C06","SYBR","STAT6","Cecum","LM0071",26.9516713500608,60
"C07","SYBR","TGF-b","Cecum","LM0071",28.3531888180867,60
"C08","SYBR","Ppia","Pos Ctrl","LM0071",20.9930264668068,60
"C09","SYBR","Ppib","Pos Ctrl","LM0071",21.3393711151683,60
"C10","SYBR","CDC42","Pos Ctrl","LM0071",25.8259164024569,60
"D01","SYBR","CXCL9","Cecum","LM0071",30.2635820519625,60
"D02","SYBR","IL-10","Cecum","LM0071",36.0776174659608,60
"D03","SYBR","IL-12","Cecum","LM0071",33.0948062182951,60
"D04","SYBR","IL-6","Cecum","LM0071",28.2132111187472,60
"D05","SYBR","IFN-g","Cecum","LM0071",32.6535559315684,60
"D06","SYBR","STAT6","Cecum","LM0071",27.3688952543528,60
"D07","SYBR","TGF-b","Cecum","LM0071",28.8479580426979,60
"D08","SYBR","Ppia","Pos Ctrl","LM0071",20.9856392513386,60
"D09","SYBR","Ppib","Pos Ctrl","LM0071",21.348904919613,60
"D10","SYBR","CDC42","Pos Ctrl","LM0071",25.496564655039,60
"E01","SYBR","CXCL9","Cecum","LM0072",32.5972556949543,60
"E02","SYBR","IL-10","Cecum","LM0072",35.1971513647406,60
"E03","SYBR","IL-12","Cecum","LM0072",33.2484071741369,60
"E04","SYBR","IL-6","Cecum","LM0072",27.7206420585647,60
"E05","SYBR","IFN-g","Cecum","LM0072",32.1434551035206,60
"E06","SYBR","STAT6","Cecum","LM0072",27.1738805111276,60
"E07","SYBR","TGF-b","Cecum","LM0072",30.5339131276802,60
"E08","SYBR","Ppia","Pos Ctrl","LM0072",21.4182151799508,60
"E09","SYBR","Ppib","Pos Ctrl","LM0072",23.4519123944712,60
"E10","SYBR","CDC42","Pos Ctrl","LM0072",25.3507288007821,60
"F01","SYBR","CXCL9","Cecum","LM0072",32.0942135187301,60
"F02","SYBR","IL-10","Cecum","LM0072",35.8634562395319,60
"F03","SYBR","IL-12","Cecum","LM0072",32.5508048502098,60
"F04","SYBR","IL-6","Cecum","LM0072",27.9888695515916,60
"F05","SYBR","IFN-g","Cecum","LM0072",31.8469278166471,60
"F06","SYBR","STAT6","Cecum","LM0072",27.5912650470556,60
"F07","SYBR","TGF-b","Cecum","LM0072",30.719355955312,60
"F08","SYBR","Ppia","Pos Ctrl","LM0072",21.8741055637351,60
"F09","SYBR","Ppib","Pos Ctrl","LM0072",23.7542178064969,60
"F10","SYBR","CDC42","Pos Ctrl","LM0072",25.5768346453194,60
"G01","SYBR","CXCL9","Cecum","LM0078",31.0204908559589,60
"G02","SYBR","IL-10","Cecum","LM0078",34.8957464302788,60
"G03","SYBR","IL-12","Cecum","LM0078",36.128595723322,60
"G04","SYBR","IL-6","Cecum","LM0078",30.0820529624613,60
"G05","SYBR","IFN-g","Cecum","LM0078",32.3015293478177,60
"G06","SYBR","STAT6","Cecum","LM0078",28.2903837523709,60
"G07","SYBR","TGF-b","Cecum","LM0078",26.9387316762863,60
"G08","SYBR","Ppia","Pos Ctrl","LM0078",20.2666580972416,60
"G09","SYBR","Ppib","Pos Ctrl","LM0078",20.8008789276456,60
"G10","SYBR","CDC42","Pos Ctrl","LM0078",26.5081463979938,60
"H01","SYBR","CXCL9","Cecum","LM0078",32.2103251270168,60
"H02","SYBR","IL-10","Cecum","LM0078",32.8401434567169,60
"H03","SYBR","IL-12","Cecum","LM0078",35.1568872976926,60
"H04","SYBR","IL-6","Cecum","LM0078",30.5011111906203,60
"H05","SYBR","IFN-g","Cecum","LM0078",33.8956387477775,60
"H06","SYBR","STAT6","Cecum","LM0078",29.3647273158477,60
"H07","SYBR","TGF-b","Cecum","LM0078",27.5868453578082,60
"H08","SYBR","Ppia","Pos Ctrl","LM0078",21.0698903172219,60
"H09","SYBR","Ppib","Pos Ctrl","LM0078",21.5341876418339,60
"H10","SYBR","CDC42","Pos Ctrl","LM0078",27.2868188725881,60
"A01","SYBR","CXCL9","Cecum","LM0067",29.356630552174,60
"A02","SYBR","IL-10","Cecum","LM0067",35.8365070907224,60
"A03","SYBR","IL-12","Cecum","LM0067",36.8474459589566,60
"A04","SYBR","IL-6","Cecum","LM0067",33.8634111984067,60
"A05","SYBR","IFN-g","Cecum","LM0067",32.8219637052083,60
"A06","SYBR","STAT6","Cecum","LM0067",28.6753663219096,60
"A07","SYBR","TGF-b","Cecum","LM0067",26.664404255229,60
"A08","SYBR","Ppia","Pos Ctrl","LM0067",16.9393145543405,60
"A09","SYBR","Ppib","Pos Ctrl","LM0067",21.3524501113838,60
"A10","SYBR","CDC42","Pos Ctrl","LM0067",36.1949797846297,60
"B01","SYBR","CXCL9","Cecum","LM0067",27.6272495907291,60
"B03","SYBR","IL-12","Cecum","LM0067",35.6771291499716,60
"B04","SYBR","IL-6","Cecum","LM0067",33.4432776653583,60
"B05","SYBR","IFN-g","Cecum","LM0067",30.0301821667227,60
"B06","SYBR","STAT6","Cecum","LM0067",28.0549424465264,60
"B07","SYBR","TGF-b","Cecum","LM0067",26.1264584543822,60
"B08","SYBR","Ppia","Pos Ctrl","LM0067",16.7259425545527,60
"B09","SYBR","Ppib","Pos Ctrl","LM0067",21.8172790806418,60
"B10","SYBR","CDC42","Pos Ctrl","LM0067",32.2779221719957,60
"C01","SYBR","CXCL9","Cecum","LM0068",30.1867621266837,60
"C04","SYBR","IL-6","Cecum","LM0068",32.8292352366833,60
"C05","SYBR","IFN-g","Cecum","LM0068",33.3023911100091,60
"C06","SYBR","STAT6","Cecum","LM0068",31.19875669426,60
"C07","SYBR","TGF-b","Cecum","LM0068",34.9955732307599,60
"C08","SYBR","Ppia","Pos Ctrl","LM0068",23.0664684426172,60
"C09","SYBR","Ppib","Pos Ctrl","LM0068",29.5087766590048,60
"C10","SYBR","CDC42","Pos Ctrl","LM0068",33.3086237329562,60
"D01","SYBR","CXCL9","Cecum","LM0068",30.6363224876025,60
"D04","SYBR","IL-6","Cecum","LM0068",33.5422880435394,60
"D05","SYBR","IFN-g","Cecum","LM0068",33.9175926302552,60
"D06","SYBR","STAT6","Cecum","LM0068",30.6363675272996,60
"D07","SYBR","TGF-b","Cecum","LM0068",31.9922321211699,60
"D08","SYBR","Ppia","Pos Ctrl","LM0068",23.2045111255277,60
"D09","SYBR","Ppib","Pos Ctrl","LM0068",30.7901044591547,60
"E01","SYBR","CXCL9","Cecum","LM0069",24.1933117409702,60
"E02","SYBR","IL-10","Cecum","LM0069",31.5899221312268,60
"E03","SYBR","IL-12","Cecum","LM0069",34.6099408103387,60
"E04","SYBR","IL-6","Cecum","LM0069",32.0710606209044,60
"E05","SYBR","IFN-g","Cecum","LM0069",24.0667429030004,60
"E06","SYBR","STAT6","Cecum","LM0069",24.8145500644499,60
"E07","SYBR","TGF-b","Cecum","LM0069",23.2655488235565,60
"E08","SYBR","Ppia","Pos Ctrl","LM0069",13.7599726436972,60
"E09","SYBR","Ppib","Pos Ctrl","LM0069",22.1979845637578,60
"F01","SYBR","CXCL9","Cecum","LM0069",24.0797449803932,60
"F02","SYBR","IL-10","Cecum","LM0069",31.2371374772379,60
"F03","SYBR","IL-12","Cecum","LM0069",34.852214256926,60
"F04","SYBR","IL-6","Cecum","LM0069",31.7450065139603,60
"F05","SYBR","IFN-g","Cecum","LM0069",37.8508863091456,60
"F06","SYBR","STAT6","Cecum","LM0069",24.7618786431659,60
"F07","SYBR","TGF-b","Cecum","LM0069",23.5619922150366,60
"F08","SYBR","Ppia","Pos Ctrl","LM0069",13.8266151233194,60
"F09","SYBR","Ppib","Pos Ctrl","LM0069",17.5652191824621,60
"F10","SYBR","CDC42","Pos Ctrl","LM0069",31.9858951865549,60
"G01","SYBR","CXCL9","Cecum","LM0073",25.7364568689725,60
"G02","SYBR","IL-10","Cecum","LM0073",32.813442180503,60
"G04","SYBR","IL-6","Cecum","LM0073",27.5763642646681,60
"G05","SYBR","IFN-g","Cecum","LM0073",28.8401821916291,60
"G06","SYBR","STAT6","Cecum","LM0073",23.1226191674527,60
"G07","SYBR","TGF-b","Cecum","LM0073",22.8217586925604,60
"G08","SYBR","Ppia","Pos Ctrl","LM0073",14.4780651990858,60
"G09","SYBR","Ppib","Pos Ctrl","LM0073",20.8746975064588,60
"H01","SYBR","CXCL9","Cecum","LM0073",28.1060300966103,60
"H02","SYBR","IL-10","Cecum","LM0073",34.174135760651,60
"H03","SYBR","IL-12","Cecum","LM0073",34.7620578938154,60
"H04","SYBR","IL-6","Cecum","LM0073",25.5177986585089,60
"H05","SYBR","IFN-g","Cecum","LM0073",29.9606370434557,60
"H06","SYBR","STAT6","Cecum","LM0073",25.1850510011746,60
"H07","SYBR","TGF-b","Cecum","LM0073",24.3280103777027,60
"H08","SYBR","Ppia","Pos Ctrl","LM0073",14.6163297092229,60
"H09","SYBR","Ppib","Pos Ctrl","LM0073",23.3508185606132,60
"A01","SYBR","CXCL9","Cecum","LM0063",25.4050758648905,60
"A02","SYBR","IL-10","Cecum","LM0063",31.9157833992858,60
"A03","SYBR","IL-12","Cecum","LM0063",34.3644207218854,60
"A04","SYBR","IL-6","Cecum","LM0063",33.112325985349,60
"A05","SYBR","IFN-y","Cecum","LM0063",26.6088513910857,60
"A06","SYBR","STAT6","Cecum","LM0063",30.9201822063725,60
"A07","SYBR","TGF-b","Cecum","LM0063",25.4521013318744,60
"A08","SYBR","Ppia","Pos Ctrl","LM0063",15.5173238839814,60
"A09","SYBR","Ppip","Pos Ctrl","LM0063",17.7076758304542,60
"A10","SYBR","CDC42","Pos Ctrl","LM0063",27.241204435748,60
"B01","SYBR","CXCL9","Cecum","LM0063",24.9025228751035,60
"B02","SYBR","IL-10","Cecum","LM0063",31.2033223967132,60
"B03","SYBR","IL-12","Cecum","LM0063",34.9471525763013,60
"B04","SYBR","IL-6","Cecum","LM0063",33.1831445700605,60
"B05","SYBR","IFN-y","Cecum","LM0063",26.9447008848409,60
"B06","SYBR","STAT6","Cecum","LM0063",30.3011457284157,60
"B07","SYBR","TGF-b","Cecum","LM0063",25.5797084018292,60
"B08","SYBR","Ppia","Pos Ctrl","LM0063",15.5622916374767,60
"B09","SYBR","Ppip","Pos Ctrl","LM0063",17.2020933847365,60
"B10","SYBR","CDC42","Pos Ctrl","LM0063",26.2254652319659,60
"C01","SYBR","CXCL9","Cecum","LM0064",24.572252645414,60
"C02","SYBR","IL-10","Cecum","LM0064",32.219359548275,60
"C03","SYBR","IL-12","Cecum","LM0064",32.5177587106926,60
"C04","SYBR","IL-6","Cecum","LM0064",32.1394575132789,60
"C05","SYBR","IFN-y","Cecum","LM0064",29.1508097662203,60
"C06","SYBR","STAT6","Cecum","LM0064",28.2200308065103,60
"C07","SYBR","TGF-b","Cecum","LM0064",25.8618969276885,60
"C08","SYBR","Ppia","Pos Ctrl","LM0064",15.5754271932731,60
"C09","SYBR","Ppip","Pos Ctrl","LM0064",17.2454543687624,60
"C10","SYBR","CDC42","Pos Ctrl","LM0064",26.1444769988362,60
"D01","SYBR","CXCL9","Cecum","LM0064",24.2845144249754,60
"D02","SYBR","IL-10","Cecum","LM0064",32.3828551263388,60
"D03","SYBR","IL-12","Cecum","LM0064",32.1911703083843,60
"D04","SYBR","IL-6","Cecum","LM0064",31.6244682179536,60
"D05","SYBR","IFN-y","Cecum","LM0064",28.1075299455033,60
"D06","SYBR","STAT6","Cecum","LM0064",27.4486993246351,60
"D07","SYBR","TGF-b","Cecum","LM0064",25.7688446001203,60
"D08","SYBR","Ppia","Pos Ctrl","LM0064",15.4064828125168,60
"D09","SYBR","Ppip","Pos Ctrl","LM0064",17.0160909077222,60
"D10","SYBR","CDC42","Pos Ctrl","LM0064",26.0448320830001,60
"E01","SYBR","CXCL9","Cecum","LM0065",30.2568599226476,60
"E02","SYBR","IL-10","Cecum","LM0065",32.8300068745324,60
"E03","SYBR","IL-12","Cecum","LM0065",33.7061233795196,60
"E04","SYBR","IL-6","Cecum","LM0065",28.0806231599852,60
"E05","SYBR","IFN-y","Cecum","LM0065",32.3260877172052,60
"E06","SYBR","STAT6","Cecum","LM0065",26.8295360070238,60
"E07","SYBR","TGF-b","Cecum","LM0065",25.2258191510843,60
"E08","SYBR","Ppia","Pos Ctrl","LM0065",15.112146846895,60
"E09","SYBR","Ppip","Pos Ctrl","LM0065",16.8894512651928,60
"E10","SYBR","CDC42","Pos Ctrl","LM0065",22.3980033782493,60
"F01","SYBR","CXCL9","Cecum","LM0065",30.6858944549873,60
"F02","SYBR","IL-10","Cecum","LM0065",33.1843747015429,60
"F03","SYBR","IL-12","Cecum","LM0065",34.3365018003519,60
"F04","SYBR","IL-6","Cecum","LM0065",28.030584113169,60
"F05","SYBR","IFN-y","Cecum","LM0065",28.1871780145185,60
"F06","SYBR","STAT6","Cecum","LM0065",26.1723105054727,60
"F07","SYBR","TGF-b","Cecum","LM0065",25.0229194371607,60
"F08","SYBR","Ppia","Pos Ctrl","LM0065",14.9254547033014,60
"F09","SYBR","Ppip","Pos Ctrl","LM0065",16.4430032865041,60
"F10","SYBR","CDC42","Pos Ctrl","LM0065",21.8632865935858,60
"G01","SYBR","CXCL9","Cecum","LM0066",25.2175646018656,60
"G02","SYBR","IL-10","Cecum","LM0066",30.1123382272342,60
"G03","SYBR","IL-12","Cecum","LM0066",29.4628511803,60
"G04","SYBR","IL-6","Cecum","LM0066",28.2296903922748,60
"G05","SYBR","IFN-y","Cecum","LM0066",27.1101287056777,60
"G06","SYBR","STAT6","Cecum","LM0066",26.6870357677822,60
"G07","SYBR","TGF-b","Cecum","LM0066",24.4539415092184,60
"G08","SYBR","Ppia","Pos Ctrl","LM0066",14.5994555816717,60
"G09","SYBR","Ppip","Pos Ctrl","LM0066",16.3894797855222,60
"G10","SYBR","CDC42","Pos Ctrl","LM0066",22.5593269702016,60
"H01","SYBR","CXCL9","Cecum","LM0066",25.0401868231513,60
"H02","SYBR","IL-10","Cecum","LM0066",30.0772296770661,60
"H03","SYBR","IL-12","Cecum","LM0066",30.9326348430263,60
"H04","SYBR","IL-6","Cecum","LM0066",27.9210807432493,60
"H05","SYBR","IFN-y","Cecum","LM0066",27.7495730133785,60
"H06","SYBR","STAT6","Cecum","LM0066",27.0679308269427,60
"H07","SYBR","TGF-b","Cecum","LM0066",24.2784438032697,60
"H08","SYBR","Ppia","Pos Ctrl","LM0066",14.8179548626773,60
"H09","SYBR","Ppip","Pos Ctrl","LM0066",16.2716129232871,60
"H10","SYBR","CDC42","Pos Ctrl","LM0066",22.8036283991973,60
"A01","SYBR","CXCL9","Cecum","LM0057",20.2184128763528,60
"A02","SYBR","IL-10","Cecum","LM0057",25.8626551728501,60
"A03","SYBR","IL-12","Cecum","LM0057",27.5502843039108,60
"A04","SYBR","IL-6","Cecum","LM0057",27.6713534952696,60
"A05","SYBR","IFN-g","Cecum","LM0057",21.6298373289853,60
"A06","SYBR","STAT6","Cecum","LM0057",24.6357912722268,60
"A07","SYBR","TGF-b","Cecum","LM0057",23.7305887034417,60
"A08","SYBR","Ppia","Pos Ctrl","LM0057",15.3514695363472,60
"A09","SYBR","Ppib","Pos Ctrl","LM0057",17.875335355036,60
"A10","SYBR","CDC42","Pos Ctrl","LM0057",25.986119620339,60
"B01","SYBR","CXCL9","Cecum","LM0057",22.2413308998715,60
"B02","SYBR","IL-10","Cecum","LM0057",27.3383686709384,60
"B03","SYBR","IL-12","Cecum","LM0057",28.4491159150635,60
"B04","SYBR","IL-6","Cecum","LM0057",27.343346649508,60
"B05","SYBR","IFN-g","Cecum","LM0057",21.1890588264121,60
"B06","SYBR","STAT6","Cecum","LM0057",24.243138539582,60
"B07","SYBR","TGF-b","Cecum","LM0057",23.0987885108485,60
"B08","SYBR","Ppia","Pos Ctrl","LM0057",14.8388526226305,60
"B09","SYBR","Ppib","Pos Ctrl","LM0057",17.3879401404958,60
"B10","SYBR","CDC42","Pos Ctrl","LM0057",25.4964677385428,60
"C01","SYBR","CXCL9","Cecum","LM0094",29.3263773944061,60
"C02","SYBR","IL-10","Cecum","LM0094",32.4101215292176,60
"C03","SYBR","IL-12","Cecum","LM0094",33.1594455225694,60
"C04","SYBR","IL-6","Cecum","LM0094",28.7024708048505,60
"C05","SYBR","IFN-g","Cecum","LM0094",32.2628739091422,60
"C06","SYBR","STAT6","Cecum","LM0094",25.3144778753428,60
"C07","SYBR","TGF-b","Cecum","LM0094",25.7443023039682,60
"C08","SYBR","Ppia","Pos Ctrl","LM0094",16.0894945785607,60
"C09","SYBR","Ppib","Pos Ctrl","LM0094",17.7307778742585,60
"C10","SYBR","CDC42","Pos Ctrl","LM0094",25.8170439665065,60
"D01","SYBR","CXCL9","Cecum","LM0094",29.7451987421674,60
"D02","SYBR","IL-10","Cecum","LM0094",33.2476669578961,60
"D04","SYBR","IL-6","Cecum","LM0094",30.3988199922466,60
"D05","SYBR","IFN-g","Cecum","LM0094",32.6433470567657,60
"D06","SYBR","STAT6","Cecum","LM0094",25.8912406401132,60
"D07","SYBR","TGF-b","Cecum","LM0094",25.7287739950185,60
"D08","SYBR","Ppia","Pos Ctrl","LM0094",16.0647794696002,60
"D09","SYBR","Ppib","Pos Ctrl","LM0094",17.670537791522,60
"D10","SYBR","CDC42","Pos Ctrl","LM0094",26.7004118630108,60
"E01","SYBR","CXCL9","Cecum","LM0070",25.9624609245844,60
"E02","SYBR","IL-10","Cecum","LM0070",31.9040703873353,60
"E03","SYBR","IL-12","Cecum","LM0070",33.3316252759389,60
"E04","SYBR","IL-6","Cecum","LM0070",30.8649824200465,60
"E05","SYBR","IFN-g","Cecum","LM0070",26.0792953069867,60
"E06","SYBR","STAT6","Cecum","LM0070",26.0890569251079,60
"E07","SYBR","TGF-b","Cecum","LM0070",24.4279899836726,60
"E08","SYBR","Ppia","Pos Ctrl","LM0070",15.162512127698,60
"E09","SYBR","Ppib","Pos Ctrl","LM0070",17.277224967737,60
"E10","SYBR","CDC42","Pos Ctrl","LM0070",25.1596673061906,60
"F01","SYBR","CXCL9","Cecum","LM0070",25.3274828045731,60
"F02","SYBR","IL-10","Cecum","LM0070",32.477520539199,60
"F03","SYBR","IL-12","Cecum","LM0070",33.7828442364279,60
"F04","SYBR","IL-6","Cecum","LM0070",33.0757415356524,60
"F05","SYBR","IFN-g","Cecum","LM0070",27.0444340684455,60
"F06","SYBR","STAT6","Cecum","LM0070",26.5121695520896,60
"F07","SYBR","TGF-b","Cecum","LM0070",24.2068175803329,60
"F08","SYBR","Ppia","Pos Ctrl","LM0070",15.0478702191157,60
"F09","SYBR","Ppib","Pos Ctrl","LM0070",17.2163151039097,60
"F10","SYBR","CDC42","Pos Ctrl","LM0070",25.0936332838129,60
"G01","SYBR","CXCL9","Cecum","LM0076",23.323599911231,60
"G02","SYBR","IL-10","Cecum","LM0076",29.4600080552365,60
"G03","SYBR","IL-12","Cecum","LM0076",31.2385402498066,60
"G04","SYBR","IL-6","Cecum","LM0076",27.1817933122541,60
"G05","SYBR","IFN-g","Cecum","LM0076",23.2610940949802,60
"G06","SYBR","STAT6","Cecum","LM0076",24.3894080405958,60
"G07","SYBR","TGF-b","Cecum","LM0076",23.1301205143652,60
"G08","SYBR","Ppia","Pos Ctrl","LM0076",14.2639657433857,60
"G09","SYBR","Ppib","Pos Ctrl","LM0076",16.4966398696274,60
"G10","SYBR","CDC42","Pos Ctrl","LM0076",25.151436392781,60
"H01","SYBR","CXCL9","Cecum","LM0076",22.6572184034069,60
"H02","SYBR","IL-10","Cecum","LM0076",30.0724899064286,60
"H03","SYBR","IL-12","Cecum","LM0076",30.521601145415,60
"H04","SYBR","IL-6","Cecum","LM0076",26.5927525909159,60
"H05","SYBR","IFN-g","Cecum","LM0076",23.0664463634218,60
"H06","SYBR","STAT6","Cecum","LM0076",24.5048588101779,60
"H07","SYBR","TGF-b","Cecum","LM0076",23.5111887404029,60
"H08","SYBR","Ppia","Pos Ctrl","LM0076",14.9578805258267,60
"H09","SYBR","Ppib","Pos Ctrl","LM0076",17.0270448581539,60
"H10","SYBR","CDC42","Pos Ctrl","LM0076",25.5559916508107,60
"A01","SYBR","CXCL9","Cecum","LM0059",38.3733343918266,60
"A02","SYBR","IL-10","Cecum","LM0059",27.5487814152196,60
"A03","SYBR","IL-12","Cecum","LM0059",29.8711512246046,60
"A04","SYBR","IL-6","Cecum","LM0059",24.9363869097319,60
"A05","SYBR","IFN-g","Cecum","LM0059",23.4672783290584,60
"A06","SYBR","STAT6","Cecum","LM0059",26.9135220791318,60
"A07","SYBR","TGF-b","Cecum","LM0059",21.6399657650663,60
"A08","SYBR","Ppia","Pos Ctrl","LM0059",14.6020292728358,60
"A09","SYBR","Ppib","Pos Ctrl","LM0059",18.762807289624,60
"B01","SYBR","CXCL9","Cecum","LM0059",23.1145247082076,60
"B02","SYBR","IL-10","Cecum","LM0059",28.3458522955164,60
"B03","SYBR","IL-12","Cecum","LM0059",30.7382391271242,60
"B04","SYBR","IL-6","Cecum","LM0059",25.0286322957184,60
"B05","SYBR","IFN-g","Cecum","LM0059",23.7728411918953,60
"B06","SYBR","STAT6","Cecum","LM0059",26.8161913292787,60
"B07","SYBR","TGF-b","Cecum","LM0059",21.4190213246827,60
"B09","SYBR","Ppib","Pos Ctrl","LM0059",16.9165162265675,60
"B11","SYBR","Nothing","Neg Ctrl","LM0059",27.7465291223436,60
"C01","SYBR","CXCL9","Cecum","LM0060",26.0131765473997,60
"C02","SYBR","IL-10","Cecum","LM0060",34.3042871591339,60
"C03","SYBR","IL-12","Cecum","LM0060",34.2267271863844,60
"C04","SYBR","IL-6","Cecum","LM0060",26.7988713542254,60
"C05","SYBR","IFN-g","Cecum","LM0060",28.9679066303387,60
"C06","SYBR","STAT6","Cecum","LM0060",24.5121682766676,60
"C07","SYBR","TGF-b","Cecum","LM0060",24.6555436519732,60
"C08","SYBR","Ppia","Pos Ctrl","LM0060",16.0744945564171,60
"C09","SYBR","Ppib","Pos Ctrl","LM0060",18.817589778741,60
"C10","SYBR","CDC42","Pos Ctrl","LM0060",25.5378904655668,60
"D01","SYBR","CXCL9","Cecum","LM0060",26.626927261145,60
"D02","SYBR","IL-10","Cecum","LM0060",34.4560132217116,60
"D03","SYBR","IL-12","Cecum","LM0060",34.1388973980806,60
"D04","SYBR","IL-6","Cecum","LM0060",27.0161205752424,60
"D05","SYBR","IFN-g","Cecum","LM0060",29.0695711630419,60
"D06","SYBR","STAT6","Cecum","LM0060",25.8371132820874,60
"D07","SYBR","TGF-b","Cecum","LM0060",25.1517871799435,60
"D08","SYBR","Ppia","Pos Ctrl","LM0060",15.8622434624928,60
"D09","SYBR","Ppib","Pos Ctrl","LM0060",18.2000642739286,60
"D10","SYBR","CDC42","Pos Ctrl","LM0060",23.0688114854508,60
"E01","SYBR","CXCL9","Cecum","LM0061",27.6415879800952,60
"E04","SYBR","IL-6","Cecum","LM0061",32.0210249073882,60
"E05","SYBR","IFN-g","Cecum","LM0061",37.852092056867,60
"E06","SYBR","STAT6","Cecum","LM0061",33.7949512261678,60
"E07","SYBR","TGF-b","Cecum","LM0061",34.6879140225006,60
"E08","SYBR","Ppia","Pos Ctrl","LM0061",24.1392104936293,60
"E09","SYBR","Ppib","Pos Ctrl","LM0061",28.42312833086,60
"E10","SYBR","CDC42","Pos Ctrl","LM0061",28.7516883156731,60
"F01","SYBR","CXCL9","Cecum","LM0061",29.9547603381657,60
"F03","SYBR","IL-12","Cecum","LM0061",38.5471108937641,60
"F04","SYBR","IL-6","Cecum","LM0061",32.3244228239916,60
"F05","SYBR","IFN-g","Cecum","LM0061",39.9225034134073,60
"F06","SYBR","STAT6","Cecum","LM0061",32.2994074931609,60
"F07","SYBR","TGF-b","Cecum","LM0061",34.0251444227113,60
"F08","SYBR","Ppia","Pos Ctrl","LM0061",24.0609496361514,60
"F09","SYBR","Ppib","Pos Ctrl","LM0061",27.9591213592932,60
