"","EH_ID","pop","infHistory","counts"
"69","LM_0229","weight","E88:E88",NA
"70","LM_0229","Wchange","E88:E88",NA
"71","LM_0229","OPG","E88:E88",NA
"72","LM_0229","IFNy_FEC","E88:E88",NA
"73","LM_0229","IFNy_CEWE","E88:E88",NA
"74","LM_0229","Caecum","E88:E88",NA
"75","LM_0229","delta","E88:E88",NA
"76","LM_0229","CXCR3","E88:E88",NA
"77","LM_0229","IRG6","E88:E88",NA
"78","LM_0229","IL.12","E88:E88",NA
"79","LM_0229","CD4","E88:E88",NA
"80","LM_0229","Treg","E88:E88",NA
"81","LM_0229","Div_Treg","E88:E88",NA
"82","LM_0229","Treg17","E88:E88",NA
"83","LM_0229","Treg_prop","E88:E88",NA
"84","LM_0229","Th1","E88:E88",NA
"85","LM_0229","Div_Th1","E88:E88",NA
"86","LM_0229","Th17","E88:E88",NA
"87","LM_0229","Div_Th17","E88:E88",NA
"88","LM_0229","CD8","E88:E88",NA
"89","LM_0229","Act_CD8","E88:E88",NA
"90","LM_0229","Div_Act_CD8","E88:E88",NA
"91","LM_0229","IFNy_CD4","E88:E88",NA
"92","LM_0229","IL17A_CD4","E88:E88",NA
"93","LM_0229","IFNy_CD8","E88:E88",NA
"94","LM_0231","labels","E88:E64",NA
"95","LM_0231","dpi","E88:E64",NA
"96","LM_0231","Strain","E88:E64",NA
"97","LM_0231","HybridStatus","E88:E64",NA
"98","LM_0231","primary","E88:E64",NA
"99","LM_0231","challenge","E88:E64",NA
"100","LM_0231","weight","E88:E64",NA
"101","LM_0231","Wchange","E88:E64",NA
"102","LM_0231","OPG","E88:E64",NA
"103","LM_0231","IFNy_FEC","E88:E64",NA
"104","LM_0231","IFNy_CEWE","E88:E64",NA
"105","LM_0231","Caecum","E88:E64",NA
"106","LM_0231","delta","E88:E64",NA
"107","LM_0231","CXCR3","E88:E64",NA
"108","LM_0231","IRG6","E88:E64",NA
"109","LM_0231","IL.12","E88:E64",NA
"110","LM_0231","CD4","E88:E64",NA
"111","LM_0231","Treg","E88:E64",NA
"112","LM_0231","Div_Treg","E88:E64",NA
"113","LM_0231","Treg17","E88:E64",NA
"114","LM_0231","Treg_prop","E88:E64",NA
"115","LM_0231","Th1","E88:E64",NA
"116","LM_0231","Div_Th1","E88:E64",NA
"117","LM_0231","Th17","E88:E64",NA
"118","LM_0231","Div_Th17","E88:E64",NA
"119","LM_0231","CD8","E88:E64",NA
"120","LM_0231","Act_CD8","E88:E64",NA
"121","LM_0231","Div_Act_CD8","E88:E64",NA
"122","LM_0231","IFNy_CD4","E88:E64",NA
"123","LM_0231","IL17A_CD4","E88:E64",NA
"124","LM_0231","IFNy_CD8","E88:E64",NA
"125","LM_0232","labels","E88:E88",NA
"126","LM_0232","dpi","E88:E88",NA
"127","LM_0232","Strain","E88:E88",NA
"128","LM_0232","HybridStatus","E88:E88",NA
"129","LM_0232","primary","E88:E88",NA
"130","LM_0232","challenge","E88:E88",NA
"131","LM_0232","weight","E88:E88",NA
"132","LM_0232","Wchange","E88:E88",NA
"133","LM_0232","OPG","E88:E88",NA
"134","LM_0232","IFNy_FEC","E88:E88",NA
"135","LM_0232","IFNy_CEWE","E88:E88",NA
"136","LM_0232","Caecum","E88:E88",NA
"137","LM_0232","delta","E88:E88",NA
"138","LM_0232","CXCR3","E88:E88",NA
"139","LM_0232","IRG6","E88:E88",NA
"140","LM_0232","IL.12","E88:E88",NA
"141","LM_0232","CD4","E88:E88",NA
"142","LM_0232","Treg","E88:E88",NA
"143","LM_0232","Div_Treg","E88:E88",NA
"144","LM_0232","Treg17","E88:E88",NA
"145","LM_0232","Treg_prop","E88:E88",NA
"146","LM_0232","Th1","E88:E88",NA
"147","LM_0232","Div_Th1","E88:E88",NA
"148","LM_0232","Th17","E88:E88",NA
"149","LM_0232","Div_Th17","E88:E88",NA
"150","LM_0232","CD8","E88:E88",NA
"151","LM_0232","Act_CD8","E88:E88",NA
"152","LM_0232","Div_Act_CD8","E88:E88",NA
"153","LM_0232","IFNy_CD4","E88:E88",NA
"154","LM_0232","IL17A_CD4","E88:E88",NA
"155","LM_0232","IFNy_CD8","E88:E88",NA
"156","LM_0233","labels","E88:E88",NA
"157","LM_0233","dpi","E88:E88",NA
"158","LM_0233","Strain","E88:E88",NA
"159","LM_0233","HybridStatus","E88:E88",NA
"160","LM_0233","primary","E88:E88",NA
"161","LM_0233","challenge","E88:E88",NA
"162","LM_0233","weight","E88:E88",NA
"163","LM_0233","Wchange","E88:E88",NA
"164","LM_0233","OPG","E88:E88",NA
"165","LM_0233","IFNy_FEC","E88:E88",NA
"166","LM_0233","IFNy_CEWE","E88:E88",NA
"167","LM_0233","Caecum","E88:E88",NA
"168","LM_0233","delta","E88:E88",NA
"169","LM_0233","CXCR3","E88:E88",NA
"170","LM_0233","IL.12","E88:E88",NA
"171","LM_0233","CD4","E88:E88",NA
"172","LM_0233","Treg","E88:E88",NA
"173","LM_0233","Div_Treg","E88:E88",NA
"174","LM_0233","Treg17","E88:E88",NA
"175","LM_0233","Treg_prop","E88:E88",NA
"176","LM_0233","Th1","E88:E88",NA
"177","LM_0233","Div_Th1","E88:E88",NA
"178","LM_0233","Th17","E88:E88",NA
"179","LM_0233","Div_Th17","E88:E88",NA
"180","LM_0233","CD8","E88:E88",NA
"181","LM_0233","Act_CD8","E88:E88",NA
"182","LM_0233","Div_Act_CD8","E88:E88",NA
"183","LM_0233","IFNy_CD4","E88:E88",NA
"184","LM_0233","IL17A_CD4","E88:E88",NA
"185","LM_0233","IFNy_CD8","E88:E88",NA
"186","LM_0234","labels","E88:E64",NA
"187","LM_0234","dpi","E88:E64",NA
"188","LM_0234","Strain","E88:E64",NA
"189","LM_0234","HybridStatus","E88:E64",NA
"190","LM_0234","primary","E88:E64",NA
"191","LM_0234","challenge","E88:E64",NA
"192","LM_0234","weight","E88:E64",NA
"193","LM_0234","Wchange","E88:E64",NA
"194","LM_0234","OPG","E88:E64",NA
"195","LM_0234","IFNy_FEC","E88:E64",NA
"196","LM_0234","IFNy_CEWE","E88:E64",NA
"197","LM_0234","Caecum","E88:E64",NA
"198","LM_0234","delta","E88:E64",NA
"199","LM_0234","CD4","E88:E64",NA
"200","LM_0234","Treg","E88:E64",NA
"201","LM_0234","Div_Treg","E88:E64",NA
"202","LM_0234","Treg17","E88:E64",NA
"203","LM_0234","Treg_prop","E88:E64",NA
"204","LM_0234","Th1","E88:E64",NA
"205","LM_0234","Div_Th1","E88:E64",NA
"206","LM_0234","Th17","E88:E64",NA
"207","LM_0234","Div_Th17","E88:E64",NA
"208","LM_0234","CD8","E88:E64",NA
"209","LM_0234","Act_CD8","E88:E64",NA
"210","LM_0234","Div_Act_CD8","E88:E64",NA
"211","LM_0234","IFNy_CD4","E88:E64",NA
"212","LM_0234","IL17A_CD4","E88:E64",NA
"213","LM_0234","IFNy_CD8","E88:E64",NA
"214","LM_0235","labels","E88:E64",NA
"215","LM_0235","dpi","E88:E64",NA
"216","LM_0235","Strain","E88:E64",NA
"217","LM_0235","HybridStatus","E88:E64",NA
"218","LM_0235","primary","E88:E64",NA
"219","LM_0235","challenge","E88:E64",NA
"220","LM_0235","weight","E88:E64",NA
"221","LM_0235","Wchange","E88:E64",NA
"222","LM_0235","OPG","E88:E64",NA
"223","LM_0235","IFNy_FEC","E88:E64",NA
"224","LM_0235","IFNy_CEWE","E88:E64",NA
"225","LM_0235","Caecum","E88:E64",NA
"226","LM_0235","delta","E88:E64",NA
"227","LM_0235","CXCR3","E88:E64",NA
"228","LM_0235","IRG6","E88:E64",NA
"229","LM_0235","IL.12","E88:E64",NA
"230","LM_0235","CD4","E88:E64",NA
"231","LM_0235","Treg","E88:E64",NA
"232","LM_0235","Div_Treg","E88:E64",NA
"233","LM_0235","Treg17","E88:E64",NA
"234","LM_0235","Treg_prop","E88:E64",NA
"235","LM_0235","Th1","E88:E64",NA
"236","LM_0235","Div_Th1","E88:E64",NA
"237","LM_0235","Th17","E88:E64",NA
"238","LM_0235","Div_Th17","E88:E64",NA
"239","LM_0235","CD8","E88:E64",NA
"240","LM_0235","Act_CD8","E88:E64",NA
"241","LM_0235","Div_Act_CD8","E88:E64",NA
"242","LM_0235","IFNy_CD4","E88:E64",NA
"243","LM_0235","IL17A_CD4","E88:E64",NA
"244","LM_0235","IFNy_CD8","E88:E64",NA
"245","LM_0236","labels","E88:E64",NA
"246","LM_0236","dpi","E88:E64",NA
"247","LM_0236","Strain","E88:E64",NA
"248","LM_0236","HybridStatus","E88:E64",NA
"249","LM_0236","primary","E88:E64",NA
"250","LM_0236","challenge","E88:E64",NA
"251","LM_0236","weight","E88:E64",NA
"252","LM_0236","Wchange","E88:E64",NA
"253","LM_0236","OPG","E88:E64",NA
"254","LM_0236","IFNy_FEC","E88:E64",NA
"255","LM_0236","IFNy_CEWE","E88:E64",NA
"256","LM_0236","Caecum","E88:E64",NA
"257","LM_0236","delta","E88:E64",NA
"258","LM_0236","CD4","E88:E64",NA
"259","LM_0236","Treg","E88:E64",NA
"260","LM_0236","Div_Treg","E88:E64",NA
"261","LM_0236","Treg17","E88:E64",NA
"262","LM_0236","Treg_prop","E88:E64",NA
"263","LM_0236","Th1","E88:E64",NA
"264","LM_0236","Div_Th1","E88:E64",NA
"265","LM_0236","Th17","E88:E64",NA
"266","LM_0236","Div_Th17","E88:E64",NA
"267","LM_0236","CD8","E88:E64",NA
"268","LM_0236","Act_CD8","E88:E64",NA
"269","LM_0236","Div_Act_CD8","E88:E64",NA
"270","LM_0236","IFNy_CD4","E88:E64",NA
"271","LM_0236","IL17A_CD4","E88:E64",NA
"272","LM_0236","IFNy_CD8","E88:E64",NA
"273","LM_0238","labels","E88:E64",NA
"274","LM_0238","dpi","E88:E64",NA
"275","LM_0238","Strain","E88:E64",NA
"276","LM_0238","HybridStatus","E88:E64",NA
"277","LM_0238","primary","E88:E64",NA
"278","LM_0238","challenge","E88:E64",NA
"279","LM_0238","weight","E88:E64",NA
"280","LM_0238","Wchange","E88:E64",NA
"281","LM_0238","OPG","E88:E64",NA
"282","LM_0238","IFNy_FEC","E88:E64",NA
"283","LM_0238","IFNy_CEWE","E88:E64",NA
"284","LM_0238","Caecum","E88:E64",NA
"285","LM_0238","delta","E88:E64",NA
"286","LM_0238","CXCR3","E88:E64",NA
"287","LM_0238","IRG6","E88:E64",NA
"288","LM_0238","IL.12","E88:E64",NA
"289","LM_0238","CD4","E88:E64",NA
"290","LM_0238","Treg","E88:E64",NA
"291","LM_0238","Div_Treg","E88:E64",NA
"292","LM_0238","Treg17","E88:E64",NA
"293","LM_0238","Treg_prop","E88:E64",NA
"294","LM_0238","Th1","E88:E64",NA
"295","LM_0238","Div_Th1","E88:E64",NA
"296","LM_0238","Th17","E88:E64",NA
"297","LM_0238","Div_Th17","E88:E64",NA
"298","LM_0238","CD8","E88:E64",NA
"299","LM_0238","Act_CD8","E88:E64",NA
"300","LM_0238","Div_Act_CD8","E88:E64",NA
"301","LM_0238","IFNy_CD4","E88:E64",NA
"302","LM_0238","IL17A_CD4","E88:E64",NA
"303","LM_0238","IFNy_CD8","E88:E64",NA
"304","LM_0239","labels","E88:E88",NA
"305","LM_0239","dpi","E88:E88",NA
"306","LM_0239","Strain","E88:E88",NA
"307","LM_0239","HybridStatus","E88:E88",NA
"308","LM_0239","primary","E88:E88",NA
"309","LM_0239","challenge","E88:E88",NA
"310","LM_0239","weight","E88:E88",NA
"311","LM_0239","Wchange","E88:E88",NA
"312","LM_0239","OPG","E88:E88",NA
"313","LM_0239","IFNy_FEC","E88:E88",NA
"314","LM_0239","IFNy_CEWE","E88:E88",NA
"315","LM_0239","Caecum","E88:E88",NA
"316","LM_0239","delta","E88:E88",NA
"317","LM_0239","CD4","E88:E88",NA
"318","LM_0239","Treg","E88:E88",NA
"319","LM_0239","Div_Treg","E88:E88",NA
"320","LM_0239","Treg17","E88:E88",NA
"321","LM_0239","Treg_prop","E88:E88",NA
"322","LM_0239","Th1","E88:E88",NA
"323","LM_0239","Div_Th1","E88:E88",NA
"324","LM_0239","Th17","E88:E88",NA
"325","LM_0239","Div_Th17","E88:E88",NA
"326","LM_0239","CD8","E88:E88",NA
"327","LM_0239","Act_CD8","E88:E88",NA
"328","LM_0239","Div_Act_CD8","E88:E88",NA
"329","LM_0239","IFNy_CD4","E88:E88",NA
"330","LM_0239","IL17A_CD4","E88:E88",NA
"331","LM_0239","IFNy_CD8","E88:E88",NA
"332","LM_0240","labels","E88:E64",NA
"333","LM_0240","dpi","E88:E64",NA
"334","LM_0240","Strain","E88:E64",NA
"335","LM_0240","HybridStatus","E88:E64",NA
"336","LM_0240","primary","E88:E64",NA
"337","LM_0240","challenge","E88:E64",NA
"338","LM_0240","weight","E88:E64",NA
"339","LM_0240","Wchange","E88:E64",NA
"340","LM_0240","OPG","E88:E64",NA
"341","LM_0240","IFNy_FEC","E88:E64",NA
"342","LM_0240","IFNy_CEWE","E88:E64",NA
"343","LM_0240","Caecum","E88:E64",NA
"344","LM_0240","delta","E88:E64",NA
"345","LM_0240","CXCR3","E88:E64",NA
"346","LM_0240","IRG6","E88:E64",NA
"347","LM_0240","IL.12","E88:E64",NA
"348","LM_0240","CD4","E88:E64",NA
"349","LM_0240","Treg","E88:E64",NA
"350","LM_0240","Div_Treg","E88:E64",NA
"351","LM_0240","Treg17","E88:E64",NA
"352","LM_0240","Treg_prop","E88:E64",NA
"353","LM_0240","Th1","E88:E64",NA
"354","LM_0240","Div_Th1","E88:E64",NA
"355","LM_0240","Th17","E88:E64",NA
"356","LM_0240","Div_Th17","E88:E64",NA
"357","LM_0240","CD8","E88:E64",NA
"358","LM_0240","Act_CD8","E88:E64",NA
"359","LM_0240","Div_Act_CD8","E88:E64",NA
"360","LM_0240","IFNy_CD4","E88:E64",NA
"361","LM_0240","IL17A_CD4","E88:E64",NA
"362","LM_0240","IFNy_CD8","E88:E64",NA
"363","LM_0247","labels","E88:E88",NA
"364","LM_0247","dpi","E88:E88",NA
"365","LM_0247","Strain","E88:E88",NA
"366","LM_0247","HybridStatus","E88:E88",NA
"367","LM_0247","primary","E88:E88",NA
"368","LM_0247","challenge","E88:E88",NA
"369","LM_0247","weight","E88:E88",NA
"370","LM_0247","Wchange","E88:E88",NA
"371","LM_0247","OPG","E88:E88",NA
"372","LM_0247","IFNy_FEC","E88:E88",NA
"373","LM_0247","IFNy_CEWE","E88:E88",NA
"374","LM_0247","Caecum","E88:E88",NA
"375","LM_0247","delta","E88:E88",NA
"376","LM_0247","CXCR3","E88:E88",NA
"377","LM_0247","IRG6","E88:E88",NA
"378","LM_0247","IL.12","E88:E88",NA
"379","LM_0247","CD4","E88:E88",NA
"380","LM_0247","Treg","E88:E88",NA
"381","LM_0247","Div_Treg","E88:E88",NA
"382","LM_0247","Treg17","E88:E88",NA
"383","LM_0247","Treg_prop","E88:E88",NA
"384","LM_0247","Th1","E88:E88",NA
"385","LM_0247","Div_Th1","E88:E88",NA
"386","LM_0247","Th17","E88:E88",NA
"387","LM_0247","Div_Th17","E88:E88",NA
"388","LM_0247","CD8","E88:E88",NA
"389","LM_0247","Act_CD8","E88:E88",NA
"390","LM_0247","Div_Act_CD8","E88:E88",NA
"391","LM_0247","IFNy_CD4","E88:E88",NA
"392","LM_0247","IL17A_CD4","E88:E88",NA
"393","LM_0247","IFNy_CD8","E88:E88",NA
"394","LM_0248","labels","E88:E64",NA
"395","LM_0248","dpi","E88:E64",NA
"396","LM_0248","Strain","E88:E64",NA
"397","LM_0248","HybridStatus","E88:E64",NA
"398","LM_0248","primary","E88:E64",NA
"399","LM_0248","challenge","E88:E64",NA
"400","LM_0248","weight","E88:E64",NA
"401","LM_0248","Wchange","E88:E64",NA
"402","LM_0248","OPG","E88:E64",NA
"403","LM_0248","IFNy_FEC","E88:E64",NA
"404","LM_0248","IFNy_CEWE","E88:E64",NA
"405","LM_0248","Caecum","E88:E64",NA
"406","LM_0248","delta","E88:E64",NA
"407","LM_0248","CD4","E88:E64",NA
"408","LM_0248","Treg","E88:E64",NA
"409","LM_0248","Div_Treg","E88:E64",NA
"410","LM_0248","Treg17","E88:E64",NA
"411","LM_0248","Treg_prop","E88:E64",NA
"412","LM_0248","Th1","E88:E64",NA
"413","LM_0248","Div_Th1","E88:E64",NA
"414","LM_0248","Th17","E88:E64",NA
"415","LM_0248","Div_Th17","E88:E64",NA
"416","LM_0248","CD8","E88:E64",NA
"417","LM_0248","Act_CD8","E88:E64",NA
"418","LM_0248","Div_Act_CD8","E88:E64",NA
"419","LM_0248","IFNy_CD4","E88:E64",NA
"420","LM_0248","IL17A_CD4","E88:E64",NA
"421","LM_0248","IFNy_CD8","E88:E64",NA
"422","LM_0249","labels","E88:E64",NA
"423","LM_0249","dpi","E88:E64",NA
"424","LM_0249","Strain","E88:E64",NA
"425","LM_0249","HybridStatus","E88:E64",NA
"426","LM_0249","primary","E88:E64",NA
"427","LM_0249","challenge","E88:E64",NA
"428","LM_0249","weight","E88:E64",NA
"429","LM_0249","Wchange","E88:E64",NA
"430","LM_0249","OPG","E88:E64",NA
"431","LM_0249","IFNy_FEC","E88:E64",NA
"432","LM_0249","IFNy_CEWE","E88:E64",NA
"433","LM_0249","Caecum","E88:E64",NA
"434","LM_0249","delta","E88:E64",NA
"435","LM_0249","CXCR3","E88:E64",NA
"436","LM_0249","IRG6","E88:E64",NA
"437","LM_0249","IL.12","E88:E64",NA
"438","LM_0249","CD4","E88:E64",NA
"439","LM_0249","Treg","E88:E64",NA
"440","LM_0249","Div_Treg","E88:E64",NA
"441","LM_0249","Treg17","E88:E64",NA
"442","LM_0249","Treg_prop","E88:E64",NA
"443","LM_0249","Th1","E88:E64",NA
"444","LM_0249","Div_Th1","E88:E64",NA
"445","LM_0249","Th17","E88:E64",NA
"446","LM_0249","Div_Th17","E88:E64",NA
"447","LM_0249","CD8","E88:E64",NA
"448","LM_0249","Act_CD8","E88:E64",NA
"449","LM_0249","Div_Act_CD8","E88:E64",NA
"450","LM_0249","IFNy_CD4","E88:E64",NA
"451","LM_0249","IL17A_CD4","E88:E64",NA
"452","LM_0249","IFNy_CD8","E88:E64",NA
"453","LM_0251","labels","E88:E88",NA
"454","LM_0251","dpi","E88:E88",NA
"455","LM_0251","Strain","E88:E88",NA
"456","LM_0251","HybridStatus","E88:E88",NA
"457","LM_0251","primary","E88:E88",NA
"458","LM_0251","challenge","E88:E88",NA
"459","LM_0251","weight","E88:E88",NA
"460","LM_0251","Wchange","E88:E88",NA
"461","LM_0251","OPG","E88:E88",NA
"462","LM_0251","IFNy_FEC","E88:E88",NA
"463","LM_0251","IFNy_CEWE","E88:E88",NA
"464","LM_0251","Caecum","E88:E88",NA
"465","LM_0251","delta","E88:E88",NA
"466","LM_0251","CXCR3","E88:E88",NA
"467","LM_0251","IRG6","E88:E88",NA
"468","LM_0251","IL.12","E88:E88",NA
"469","LM_0251","CD4","E88:E88",NA
"470","LM_0251","Treg","E88:E88",NA
"471","LM_0251","Div_Treg","E88:E88",NA
"472","LM_0251","Treg17","E88:E88",NA
"473","LM_0251","Treg_prop","E88:E88",NA
"474","LM_0251","Th1","E88:E88",NA
"475","LM_0251","Div_Th1","E88:E88",NA
"476","LM_0251","Th17","E88:E88",NA
"477","LM_0251","Div_Th17","E88:E88",NA
"478","LM_0251","CD8","E88:E88",NA
"479","LM_0251","Act_CD8","E88:E88",NA
"480","LM_0251","Div_Act_CD8","E88:E88",NA
"481","LM_0251","IFNy_CD4","E88:E88",NA
"482","LM_0251","IL17A_CD4","E88:E88",NA
"483","LM_0251","IFNy_CD8","E88:E88",NA
"484","LM_0254","labels","E88:E88",NA
"485","LM_0254","dpi","E88:E88",NA
"486","LM_0254","Strain","E88:E88",NA
"487","LM_0254","HybridStatus","E88:E88",NA
"488","LM_0254","primary","E88:E88",NA
"489","LM_0254","challenge","E88:E88",NA
"490","LM_0254","weight","E88:E88",NA
"491","LM_0254","Wchange","E88:E88",NA
"492","LM_0254","OPG","E88:E88",NA
"493","LM_0254","IFNy_FEC","E88:E88",NA
"494","LM_0254","IFNy_CEWE","E88:E88",NA
"495","LM_0254","Caecum","E88:E88",NA
"496","LM_0254","delta","E88:E88",NA
"497","LM_0254","CD4","E88:E88",NA
"498","LM_0254","Treg","E88:E88",NA
"499","LM_0254","Div_Treg","E88:E88",NA
"500","LM_0254","Treg17","E88:E88",NA
"501","LM_0254","Treg_prop","E88:E88",NA
"502","LM_0254","Th1","E88:E88",NA
"503","LM_0254","Div_Th1","E88:E88",NA
"504","LM_0254","Th17","E88:E88",NA
"505","LM_0254","Div_Th17","E88:E88",NA
"506","LM_0254","CD8","E88:E88",NA
"507","LM_0254","Act_CD8","E88:E88",NA
"508","LM_0254","Div_Act_CD8","E88:E88",NA
"509","LM_0254","IFNy_CD4","E88:E88",NA
"510","LM_0254","IL17A_CD4","E88:E88",NA
"511","LM_0254","IFNy_CD8","E88:E88",NA
"512","LM_0255","labels","E88:E64",NA
"513","LM_0255","dpi","E88:E64",NA
"514","LM_0255","Strain","E88:E64",NA
"515","LM_0255","HybridStatus","E88:E64",NA
"516","LM_0255","primary","E88:E64",NA
"517","LM_0255","challenge","E88:E64",NA
"518","LM_0255","weight","E88:E64",NA
"519","LM_0255","Wchange","E88:E64",NA
"520","LM_0255","OPG","E88:E64",NA
"521","LM_0255","IFNy_FEC","E88:E64",NA
"522","LM_0255","IFNy_CEWE","E88:E64",NA
"523","LM_0255","Caecum","E88:E64",NA
"524","LM_0255","delta","E88:E64",NA
"525","LM_0255","CXCR3","E88:E64",NA
"526","LM_0255","IRG6","E88:E64",NA
"527","LM_0255","IL.12","E88:E64",NA
"528","LM_0255","CD4","E88:E64",NA
"529","LM_0255","Treg","E88:E64",NA
"530","LM_0255","Div_Treg","E88:E64",NA
"531","LM_0255","Treg17","E88:E64",NA
"532","LM_0255","Treg_prop","E88:E64",NA
"533","LM_0255","Th1","E88:E64",NA
"534","LM_0255","Div_Th1","E88:E64",NA
"535","LM_0255","Th17","E88:E64",NA
"536","LM_0255","Div_Th17","E88:E64",NA
"537","LM_0255","CD8","E88:E64",NA
"538","LM_0255","Act_CD8","E88:E64",NA
"539","LM_0255","Div_Act_CD8","E88:E64",NA
"540","LM_0255","IFNy_CD4","E88:E64",NA
"541","LM_0255","IL17A_CD4","E88:E64",NA
"542","LM_0255","IFNy_CD8","E88:E64",NA
"543","LM_0256","labels","E88:E88",NA
"544","LM_0256","dpi","E88:E88",NA
"545","LM_0256","Strain","E88:E88",NA
"546","LM_0256","HybridStatus","E88:E88",NA
"547","LM_0256","primary","E88:E88",NA
"548","LM_0256","challenge","E88:E88",NA
"549","LM_0256","weight","E88:E88",NA
"550","LM_0256","Wchange","E88:E88",NA
"551","LM_0256","OPG","E88:E88",NA
"552","LM_0256","IFNy_FEC","E88:E88",NA
"553","LM_0256","IFNy_CEWE","E88:E88",NA
"554","LM_0256","Caecum","E88:E88",NA
"555","LM_0256","delta","E88:E88",NA
"556","LM_0256","CXCR3","E88:E88",NA
"557","LM_0256","IRG6","E88:E88",NA
"558","LM_0256","IL.12","E88:E88",NA
"559","LM_0256","CD4","E88:E88",NA
"560","LM_0256","Treg","E88:E88",NA
"561","LM_0256","Div_Treg","E88:E88",NA
"562","LM_0256","Treg17","E88:E88",NA
"563","LM_0256","Treg_prop","E88:E88",NA
"564","LM_0256","Th1","E88:E88",NA
"565","LM_0256","Div_Th1","E88:E88",NA
"566","LM_0256","Th17","E88:E88",NA
"567","LM_0256","Div_Th17","E88:E88",NA
"568","LM_0256","CD8","E88:E88",NA
"569","LM_0256","Act_CD8","E88:E88",NA
"570","LM_0256","Div_Act_CD8","E88:E88",NA
"571","LM_0256","IFNy_CD4","E88:E88",NA
"572","LM_0256","IL17A_CD4","E88:E88",NA
"573","LM_0256","IFNy_CD8","E88:E88",NA
"574","LM_0257","labels","E88:E64",NA
"575","LM_0257","dpi","E88:E64",NA
"576","LM_0257","Strain","E88:E64",NA
"577","LM_0257","HybridStatus","E88:E64",NA
"578","LM_0257","primary","E88:E64",NA
"579","LM_0257","challenge","E88:E64",NA
"580","LM_0257","weight","E88:E64",NA
"581","LM_0257","Wchange","E88:E64",NA
"582","LM_0257","OPG","E88:E64",NA
"583","LM_0257","IFNy_FEC","E88:E64",NA
"584","LM_0257","IFNy_CEWE","E88:E64",NA
"585","LM_0257","Caecum","E88:E64",NA
"586","LM_0257","delta","E88:E64",NA
"587","LM_0257","CXCR3","E88:E64",NA
"588","LM_0257","IRG6","E88:E64",NA
"589","LM_0257","IL.12","E88:E64",NA
