EH_ID,labels,Expe,Neubauer1,Neubauer2,Neubauer3,Neubauer4,oocyst_mean,dilution_ml,OPG,dpi,weight,weight_dpi0,weightloss,Wchange,fecweight,Eimeria,X,X.1,X.2,X.3,X.4,Locality,Genome,Strain,IDD,Dam,Gen,Sir,IDS,Sir.1,Gen.1,Born,Fpar,LS,MM,FF,ID,PIN,Sex,Gen.2,Wean,BW10,BW20,Clip,Departure,NOTE,Parent1,Parent2,HybridStatus,ageAtdpi0expe1a,Batch,InfectionStrain,Mouse_subspecies,Mouse_strain,infection_isolate,Eimeria_species,mean_Neubauer,OPGstatus
LM0284,DIO,Expe005_2b,46,35,47,49,NA,1,"776315,789473684",6,19.11,21.53,"2,42",88.7598699489085,"1,97",E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,12,positive
LM0285,BPV,Expe005_2b,123,148,169,246,NA,1,"2559701,49253731",6,14.57,15.92,"1,35",91.5201005025126,"2,6",E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,"7,5",positive
LM0286,CHJ,Expe005_2b,154,139,135,101,NA,2,"512596,899224806",6,14.80,15.42,"0,619999999999999",95.9792477302205,"2,33",E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,0,negative
LM0287,GLQ,Expe005_2b,53,61,61,74,NA,1,"988095,238095238",6,18.18,19.81,"1,63",91.7718324078748,0,E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,NA,na
LM0288,HOQ,Expe005_2b,103,87,95,89,NA,1,"1416666,66666667",6,16.69,17.29,"0,599999999999998",96.5297860034702,"3,09",E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,"85,25",positive
LM0289,QUZ,Expe005_2b,41,54,43,44,NA,1,"344696,96969697",6,17.89,19.44,"1,55",92.0267489711934,"1,56",E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,"0,5",positive
LM0291,KMT,Expe005_2b,47,57,68,62,NA,1,"1271739,13043478",6,16.39,16.53,"0,140000000000001",99.1530550514217,"2,47",E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,0,negative
LM0292,AHK,Expe005_2b,117,109,120,114,NA,2,"438931,297709924",6,21.20,20.56,"-0,640000000000001",103.112840466926,0,E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,NA,na
LM0293,GNY,Expe005_2b,170,180,198,162,NA,1,"3060344,82758621",6,16.40,16.94,"0,540000000000003",96.8122786304604,"2,41",E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,0,negative
LM0294,AFS,Expe005_2b,83,78,80,72,NA,1,"1349137,93103448",6,12.88,13.66,"0,779999999999999",94.289897510981,"2,29",E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,"320,75",positive
LM0295,ADL,Expe005_2b,97,93,123,104,NA,1,"974299,065420561",6,16.79,17.12,"0,330000000000002",98.072429906542,"1,26",E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,"6,75",positive
LM0179,BEJ,Expe005_1a,5,5,8,13,NA,1,"104729,72972973",7,18.41,18.93,"0,52",97.2530375066033,0,E88,,,NA,NA,NA,STRA x SCHUNT,dom,STRA_SCHUNT,SY,5825,55,SCHUNT,SY,3470,36,2018-05-02,4,10,6,4,EX,936,F,F1,1F,7.62,"12,83",P5,NA,REZERVA,STRA,SCHUNT,outbred,"9,71428571428571",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(STRA_SCHUNT)",E88,E.falciformis,NA,na
LM0180,QRU,Expe005_1a,0,0,0,0,NA,1,0,7,23.32,24.10,"0,780000000000001",96.7634854771784,"2,53",E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,0,negative
LM0181,INV,Expe005_1a,0,1,0,2,NA,1,"8064,51612903226",7,16.03,17.50,"1,47",91.6,"0,85",E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,"0,5",positive
LM0182,FSW,Expe005_1a,0,0,0,0,NA,1,0,7,17.37,16.94,"-0,43",102.538370720189,0,E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,NA,na
LM0183,HJV,Expe005_1a,25,14,27,21,NA,1,"211165,048543689",7,16.46,17.08,"0,619999999999997",96.3700234192038,"2,22",E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,0,negative
LM0184,NRW,Expe005_1a,1,2,0,1,NA,1,"7518,7969924812",7,21.55,22.80,"1,25",94.5175438596491,"1,65",E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,1,positive
LM0185,BIL,Expe005_1a,0,0,0,1,NA,1,"3048,78048780488",7,20.06,20.10,"0,0400000000000027",99.8009950248756,"0,72",E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,"30,5",positive
LM0186,BQZ,Expe005_1a,0,0,0,1,NA,1,"4237,28813559322",7,17.85,18.10,"0,25",98.6187845303867,0,E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,NA,na
LM0187,AOP,Expe005_1a,1,0,0,0,NA,1,"7142,85714285714",7,15.13,16.71,"1,58",90.5445840813884,"0,34",E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,9,positive
LM0188,UVY,Expe005_1a,9,8,6,10,NA,1,"57291,6666666667",7,20.07,20.60,"0,530000000000001",97.4271844660194,"0,94",E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,"29,5",positive
LM0189,CHW,Expe005_1a,1,3,6,5,NA,1,62500,7,15.50,17.03,"1,53",91.015854374633,"2,4",E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,0,negative
LM0190,PWY,Expe005_1a,6,3,4,9,NA,1,"74324,3243243243",7,14.66,15.55,"0,890000000000001",94.2765273311897,"0,14",E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,7,positive
LM0191,DOZ,Expe005_1a,0,1,0,0,NA,1,"3246,75324675325",7,21.89,21.97,"0,0799999999999983",99.6358670914884,0,E88,,,NA,NA,NA,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-05-06,5,5,3,2,EX,968,M,F1,1M,7.31,"12,85",L4,NA,REZERVA,SCHUNT,STRA,outbred,"9,14285714285714",2,E88,M.m.domesticus F1,"M.m.domesticus F1 
(SCHUNT_STRA)",E88,E.falciformis,NA,na
LM0192,EMT,Expe005_1a,0,1,1,3,NA,1,"11682,2429906542",7,20.74,21.06,"0,32",98.4805318138652,"0,34",E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,"0,25",positive
LM0193,BDL,Expe005_1a,1,1,1,0,NA,1,"17441,8604651163",7,14.39,16.40,"2,01",87.7439024390244,0,E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,NA,na
LM0194,AHU,Expe005_1a,0,0,0,0,NA,1,0,7,18.63,20.37,"1,74",91.4580265095729,0,E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,NA,na
LM0195,KVY,Expe005_1a,0,1,0,0,NA,1,"2314,81481481481",7,16.77,16.88,"0,109999999999999",99.3483412322275,0,E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,NA,na
LM0196,ACH,Expe005_1a,0,4,4,4,NA,1,"20689,6551724138",7,20.72,22.50,"1,78",92.0888888888889,0,E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,NA,na
LM0197,CNP,Expe005_1a,0,1,0,0,NA,1,"2192,98245614035",7,22.63,21.35,"-1,28",105.995316159251,"0,9",E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,0,negative
LM0198,JPV,Expe005_1a,0,0,0,0,NA,1,0,7,17.19,17.65,"0,459999999999997",97.3937677053825,"2,08",E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,0,negative
LM0199,CJY,Expe005_1a,0,0,0,0,NA,1,0,7,27.15,26.85,"-0,299999999999997",101.117318435754,"2,66",E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,0,negative
LM0200,CIV,Expe005_1a,2,0,4,1,NA,1,"10479,0419161677",7,25.72,22.32,"-3,4",115.232974910394,0,E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,NA,na
LM0201,CTW,Expe005_1a,7,7,8,7,NA,1,"43413,1736526946",7,22.10,21.75,"-0,350000000000001",101.609195402299,"0,13",E88,found dead,eye infection,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,0,negative
LM0202,CQU,Expe005_1a,0,2,0,1,NA,1,"17857,1428571429",7,16.94,17.68,"0,739999999999998",95.8144796380091,0,E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,NA,na
LM0203,CHO,Expe005_1a,0,0,0,0,NA,1,0,7,21.93,20.26,"-1,67",108.242843040474,"2,12",E88,,,NA,NA,NA,BUSNA x PWD,mus x mus,BUSNA_PWD,SY,6115,60,PWD,SY,7040,43,2018-04-28,4,4,2+?,1+?,EX,913,M,F1,1M,7.21,"12,28",P2,NA,,BUSNA,PWD,outbred,"10,2857142857143",2,E88,M.m.musculus F1,"M.m.musculus F1 
(BUSNA_PWD)",E88,E.falciformis,0,negative
LM0204,KOT,Expe005_1b,48,55,53,58,NA,2,"187062,937062937",7,20.19,19.26,"-0,93",104.828660436137,"0,29",E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,"15,25",positive
LM0206,BPU,Expe005_1b,28,25,51,47,NA,1,"419444,444444444",7,16.89,16.97,"0,0799999999999983",99.5285798467885,0,E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,NA,na
LM0207,BEP,Expe005_1b,138,102,156,87,NA,1,"1326923,07692308",7,16.71,17.27,"0,559999999999999",96.7573827446439,"0,33",E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,"2,75",positive
LM0208,FHX,Expe005_1b,81,89,100,97,NA,2,"279725,609756098",7,22.66,22.82,"0,16",99.2988606485539,"1,77",E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0,negative
LM0209,NOQ,Expe005_1b,18,22,22,19,NA,1,"156976,744186047",7,22.57,22.09,"-0,48",102.172928927116,0,E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,NA,na
LM0210,DRW,Expe005_1b,77,73,99,82,NA,1,"719565,217391304",7,16.85,15.65,"-1,2",107.667731629393,"0,14",E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,"12,25",positive
LM0211,IOQ,Expe005_1b,119,117,123,130,NA,"1,5","947674,418604651",7,15.05,17.42,"2,37",86.3949483352468,"0,84",E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0,negative
LM0212,DNY,Expe005_1b,31,24,38,35,NA,1,"213333,333333333",7,19.67,21.58,"1,91",91.1492122335496,"3,13",E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0,negative
LM0213,DMY,Expe005_1b,53,58,85,63,NA,1,"770833,333333333",7,15.43,15.39,"-0,0399999999999991",100.259909031839,0,E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,NA,na
LM0214,EUV,Expe005_1b,51,41,70,56,NA,2,"114016,736401674",7,24.93,27.43,"2,5",90.885891359825,"0,25",E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,"42,25",positive
LM0215,ENO,Expe005_1b,33,26,42,20,NA,1,"234496,124031008",7,25.42,23.90,"-1,52",106.359832635983,"0,53",E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0,negative
LM0216,JOW,Expe005_1b,11,12,16,13,NA,2,"35135,1351351351",7,17.88,18.37,"0,490000000000002",97.3326075122482,"1,05",E88,,,NA,NA,NA,STRA x BUSNA,dom x mus,STRA_BUSNA,SY,6346,55,BUSNA,SY,6111,60,2018-04-20,3,7,2,5,EX,869,F,F1,1F,7.32,"12,31",P2,NA,REZERVA,STRA,BUSNA,hybrids,"11,4285714285714",2,E88,Hybrid,"Hybrid 
(STRA_BUSNA)",E88,E.falciformis,0,negative
LM0217,OPW,Expe005_1b,32,27,32,29,NA,1,"252100,840336134",7,18.44,17.74,"-0,700000000000003",103.945885005637,"0,56",E88,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,7076,42,PWD,SY,7073,42,2018-05-01,3,6,3,3,EX,926,M,43,1M,5.1,"7,41",L2,NA,REZERVA,PWD,PWD,parents,"9,85714285714286",2,E88,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E88,E.falciformis,0,negative
LM0218,AKV,Expe005_1b,39,40,34,40,NA,1,"214887,640449438",7,20.83,20.36,"-0,469999999999999",102.308447937132,0,E88,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,7076,42,PWD,SY,7073,42,2018-05-01,3,6,3,3,EX,926,M,43,1M,5.1,"7,41",L2,NA,REZERVA,PWD,PWD,parents,"9,85714285714286",2,E88,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E88,E.falciformis,NA,na
LM0219,EJL,Expe005_1b,65,56,40,48,NA,1,"318597,56097561",7,20.45,19.00,"-1,45",107.631578947368,0,E88,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,7076,42,PWD,SY,7073,42,2018-05-01,3,6,3,3,EX,926,M,43,1M,5.1,"7,41",L2,NA,REZERVA,PWD,PWD,parents,"9,85714285714286",2,E88,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E88,E.falciformis,NA,na
LM0220,BLW,Expe005_1b,36,38,38,28,NA,1,"343137,254901961",7,19.10,19.72,"0,619999999999997",96.8559837728195,"0,08",E88,found dead,eye infection,NA,NA,NA,Prague,mus,PWD_PWD,SY,7076,42,PWD,SY,7073,42,2018-05-01,3,6,3,3,EX,926,M,43,1M,5.1,"7,41",L2,NA,REZERVA,PWD,PWD,parents,"9,85714285714286",2,E88,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E88,E.falciformis,1,positive
LM0221,GTU,Expe005_1b,85,60,70,73,NA,1,"553846,153846154",7,18.91,19.73,"0,82",95.8438925494171,0,E88,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,7076,42,PWD,SY,7073,42,2018-05-01,3,6,3,3,EX,926,M,43,1M,5.1,"7,41",L2,NA,REZERVA,PWD,PWD,parents,"9,85714285714286",2,E88,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E88,E.falciformis,NA,na
LM0222,HJN,Expe005_1b,168,139,165,157,NA,1,"1238188,97637795",7,21.91,23.99,"2,08",91.3297207169654,0,E88,,,NA,NA,NA,Prague,mus,PWD_PWD,SY,7076,42,PWD,SY,7073,42,2018-05-01,3,6,3,3,EX,926,M,43,1M,5.1,"7,41",L2,NA,REZERVA,PWD,PWD,parents,"9,85714285714286",2,E88,M.m.musculus P,"M.m.musculus P 
(PWD_PWD)",E88,E.falciformis,NA,na
