"","EH_ID","Strain","HybridStatus","primary","challenge","labels","dpi","weight","weight_dpi0","Wchange","fecweight","oocyst_1","oocyst_2","oocyst_3","oocyst_4","average","OPG","comment","volume_PBS_mL","totalOocysts","infHistory"
"311","LM_0273","STRA_SCHUNT","outbred hybrids","E64","E88","E7bAHV",0,21.7,21.7,100,1.82,0,0,0,0,0,0,"",1,0,"E64:E88"
"312","LM_0273","STRA_SCHUNT","outbred hybrids","E64","E88","E7bKPZ",6,22.27,21.7,102.6267281,1.49,0,0,0,0,0,0,"",1,0,"E64:E88"
"313","LM_0273","STRA_SCHUNT","outbred hybrids","E64","E88","E7bGTV",2,20.67,21.7,95.25345622,1.82,0,0,0,0,0,0,"",1,0,"E64:E88"
"314","LM_0273","STRA_SCHUNT","outbred hybrids","E64","E88","E7bOSX",1,20.87,21.7,96.17511521,2.07,0,0,0,0,0,0,"",1,0,"E64:E88"
"315","LM_0273","STRA_SCHUNT","outbred hybrids","E64","E88","E7bKQW",8,21.81,21.7,100.5069124,2,0,0,0,0,0,0,"",1,0,"E64:E88"
"316","LM_0275","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bNOU",5,21.34,20.83,102.4483917,1.27,0,0,0,0,0,0,"",1,0,"E64:E88"
"317","LM_0275","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bGPT",1,21.63,20.83,103.8406145,1.01,0,0,0,0,0,0,"",1,0,"E64:E88"
"318","LM_0275","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bIJP",0,20.83,20.83,100,1.2,0,0,0,0,0,0,"",1,0,"E64:E88"
"319","LM_0275","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bUWZ",3,21.81,20.83,104.7047528,1.56,0,0,0,0,0,0,"",1,0,"E64:E88"
"320","LM_0275","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bABL",4,22.54,20.83,108.2093135,0.84,0,0,0,0,0,0,"",1,0,"E64:E88"
"321","LM_0275","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bHLP",6,22.25,20.83,106.8170907,1.24,0,0,0,0,0,0,"",1,0,"E64:E88"
"322","LM_0275","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bAFK",2,21.51,20.83,103.2645223,1.3,0,0,0,0,0,0,"",1,0,"E64:E88"
"323","LM_0275","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bMNW",8,22.47,20.83,107.8732597,1.19,0,0,0,0,0,0,"",1,0,"E64:E88"
"324","LM_0275","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bACH",7,22.93,20.83,110.0816131,1.13,0,0,0,0,0,0,"",1,0,"E64:E88"
"325","LM_0276","STRA_STRA","parental strains","E64","E88","E7bESY",3,32.1,29.59,108.4825955,2.38,0,0,0,0,0,0,"",1,0,"E64:E88"
"326","LM_0276","STRA_STRA","parental strains","E64","E88","E7bPQT",0,29.59,29.59,100,1.74,0,0,0,0,0,0,"",1,0,"E64:E88"
"327","LM_0276","STRA_STRA","parental strains","E64","E88","E7bBDP",2,30.37,29.59,102.6360257,1.87,0,0,0,0,0,0,"",1,0,"E64:E88"
"328","LM_0276","STRA_STRA","parental strains","E64","E88","E7bBGY",8,31.04,29.59,104.9003042,1,0,0,0,0,0,0,"",1,0,"E64:E88"
"329","LM_0276","STRA_STRA","parental strains","E64","E88","E7bDTV",7,31.27,29.59,105.6775938,2.6,0,0,0,0,0,0,"",1,0,"E64:E88"
"330","LM_0276","STRA_STRA","parental strains","E64","E88","E7bABW",1,30.73,29.59,103.8526529,2.22,0,0,0,0,0,0,"",1,0,"E64:E88"
"331","LM_0276","STRA_STRA","parental strains","E64","E88","E7bEHR",5,30.47,29.59,102.9739777,3.5,0,0,0,0,0,0,"plus 1ml PBS",2,0,"E64:E88"
"332","LM_0276","STRA_STRA","parental strains","E64","E88","E7bRXZ",6,31.62,29.59,106.8604258,1.79,0,0,0,0,0,0,"plus 1ml PBS",2,0,"E64:E88"
"333","LM_0276","STRA_STRA","parental strains","E64","E88","E7bPVZ",4,32.25,29.59,108.9895235,1.17,0,0,0,0,0,0,"",1,0,"E64:E88"
"334","LM_0277","BUSNA_STRA","inter subsp. hybrids","E64","E88","E7bEFU",7,24.1,23.88,100.921273,1.13,0,0,0,0,0,0,"",1,0,"E64:E88"
"335","LM_0277","BUSNA_STRA","inter subsp. hybrids","E64","E88","E7bELQ",0,23.88,23.88,100,0.78,0,0,0,0,0,0,"",1,0,"E64:E88"
"336","LM_0277","BUSNA_STRA","inter subsp. hybrids","E64","E88","E7bADS",1,24.07,23.88,100.7956449,1.69,0,0,0,0,0,0,"",1,0,"E64:E88"
"337","LM_0277","BUSNA_STRA","inter subsp. hybrids","E64","E88","E7bABP",3,24.49,23.88,102.5544389,1.62,0,0,0,0,0,0,"",1,0,"E64:E88"
"338","LM_0277","BUSNA_STRA","inter subsp. hybrids","E64","E88","E7bSWZ",4,24.13,23.88,101.0469012,1.48,0,0,0,0,0,0,"plus 1ml PBS",2,0,"E64:E88"
"339","LM_0277","BUSNA_STRA","inter subsp. hybrids","E64","E88","E7bCEK",8,23.62,23.88,98.91122278,1.52,0,0,0,0,0,0,"",1,0,"E64:E88"
"340","LM_0277","BUSNA_STRA","inter subsp. hybrids","E64","E88","E7bBRZ",2,23.99,23.88,100.4606365,1.54,0,0,0,0,0,0,"",1,0,"E64:E88"
"341","LM_0277","BUSNA_STRA","inter subsp. hybrids","E64","E88","E7bBIN",6,24.21,23.88,101.3819095,1.9,0,0,0,0,0,0,"",1,0,"E64:E88"
"342","LM_0277","BUSNA_STRA","inter subsp. hybrids","E64","E88","E7bART",5,21.36,23.88,89.44723618,1.61,0,0,0,0,0,0,"",1,0,"E64:E88"
"343","LM_0278","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bCIM",5,21.09,20.88,101.0057471,2.53,0,0,0,0,0,0,"plus 1ml PBS",2,0,"E64:E88"
"344","LM_0278","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bKMP",3,21.63,20.88,103.591954,1.11,0,0,0,0,0,0,"",1,0,"E64:E88"
"345","LM_0278","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bLMV",1,21.71,20.88,103.9750958,1.67,0,0,0,0,0,0,"",1,0,"E64:E88"
"346","LM_0278","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bQVX",2,21.56,20.88,103.256705,2.62,0,0,0,0,0,0,"plus 1ml PBS",2,0,"E64:E88"
"347","LM_0278","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bMQS",7,22.31,20.88,106.848659,1.26,0,0,0,0,0,0,"",1,0,"E64:E88"
"348","LM_0278","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bGVY",4,22.15,20.88,106.0823755,1.12,0,0,0,0,0,0,"",1,0,"E64:E88"
"349","LM_0278","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bDTU",8,22.24,20.88,106.51341,1.17,0,0,0,0,0,0,"",1,0,"E64:E88"
"350","LM_0278","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bILR",0,20.88,20.88,100,2,0,0,0,0,0,0,"",1,0,"E64:E88"
"351","LM_0278","SCHUNT_PWD","inter subsp. hybrids","E64","E88","E7bDHY",6,22.59,20.88,108.1896552,1.77,0,0,0,0,0,0,"",1,0,"E64:E88"
"352","LM_0279","BUSNA_BUSNA","parental strains","E64","E64","E7bFPV",8,21.27,21.35,99.62529274,1.1,0,2,0,0,0.5,4545.45454545455,"",1,5000,"E64:E64"
"353","LM_0279","BUSNA_BUSNA","parental strains","E64","E64","E7bBHX",4,21.64,21.35,101.3583138,0.68,0,0,0,0,0,0,"",1,0,"E64:E64"
"354","LM_0279","BUSNA_BUSNA","parental strains","E64","E64","E7bBMS",5,20.86,21.35,97.70491803,1.32,4,9,7,1,5.25,39772.7272727273,"",1,52500,"E64:E64"
"355","LM_0279","BUSNA_BUSNA","parental strains","E64","E64","E7bNOY",6,21.42,21.35,100.3278689,1.89,28,22,12,20,20.5,108465.608465608,"",1,205000,"E64:E64"
"356","LM_0279","BUSNA_BUSNA","parental strains","E64","E64","E7bLNT",7,20.41,21.35,95.5971897,1.7,20,18,18,16,18,105882.352941176,"",1,180000,"E64:E64"
"357","LM_0279","BUSNA_BUSNA","parental strains","E64","E64","E7bQSV",3,21.12,21.35,98.92271663,1.4,0,0,0,0,0,0,"",1,0,"E64:E64"
"358","LM_0279","BUSNA_BUSNA","parental strains","E64","E64","E7bHIY",1,20.86,21.35,97.70491803,1.46,0,0,0,0,0,0,"plus 1ml PBS",2,0,"E64:E64"
"359","LM_0279","BUSNA_BUSNA","parental strains","E64","E64","E7bBNQ",0,21.35,21.35,100,1.09,0,0,0,0,0,0,"",1,0,"E64:E64"
"360","LM_0279","BUSNA_BUSNA","parental strains","E64","E64","E7bSTZ",2,21.49,21.35,100.6557377,1.67,0,0,0,0,0,0,"plus 1ml PBS",2,0,"E64:E64"
"361","LM_0280","SCHUNT_SCHUNT","parental strains","E64","E64","E7bFJY",2,19.16,17.57,109.0495162,3.1,0,0,0,0,0,0,"",1,0,"E64:E64"
"362","LM_0280","SCHUNT_SCHUNT","parental strains","E64","E64","E7bDVW",7,18.64,17.57,106.089926,1.17,0,7,1,3,2.75,23504.2735042735,"",1,27500,"E64:E64"
"363","LM_0280","SCHUNT_SCHUNT","parental strains","E64","E64","E7bOSY",1,17.68,17.57,100.6260672,2.67,0,0,0,0,0,0,"",1,0,"E64:E64"
"364","LM_0280","SCHUNT_SCHUNT","parental strains","E64","E64","E7bAVW",6,18.55,17.57,105.5776892,2.72,30,23,20,24,24.25,89154.4117647059,"",1,242500,"E64:E64"
"365","LM_0280","SCHUNT_SCHUNT","parental strains","E64","E64","E7bNXY",3,18.57,17.57,105.6915196,1.18,0,0,0,0,0,0,"",1,0,"E64:E64"
"366","LM_0280","SCHUNT_SCHUNT","parental strains","E64","E64","E7bIMP",0,17.57,17.57,100,1.28,0,0,0,0,0,0,"",1,0,"E64:E64"
"367","LM_0280","SCHUNT_SCHUNT","parental strains","E64","E64","E7bMRZ",8,18.5,17.57,105.2931133,1.42,0,0,0,0,0,0,"",1,0,"E64:E64"
"368","LM_0280","SCHUNT_SCHUNT","parental strains","E64","E64","E7bHKN",4,18.12,17.57,103.1303358,1.07,0,0,0,0,0,0,"",1,0,"E64:E64"
"369","LM_0280","SCHUNT_SCHUNT","parental strains","E64","E64","E7bLQU",5,18.96,17.57,107.9112123,1.64,0,1,0,0,0.25,1524.39024390244,"",1,2500,"E64:E64"
"370","LM_0282","STRA_STRA","parental strains","E64","E88","E7bHNO",6,34.11,30.09,113.3599202,2.13,0,0,0,0,0,0,"",1,0,"E64:E88"
"371","LM_0282","STRA_STRA","parental strains","E64","E88","E7bRWX",2,31.29,30.09,103.9880359,2.35,0,0,0,0,0,0,"",1,0,"E64:E88"
"372","LM_0282","STRA_STRA","parental strains","E64","E88","E7bRWZ",0,30.09,30.09,100,2.25,0,0,0,0,0,0,"",1,0,"E64:E88"
"373","LM_0282","STRA_STRA","parental strains","E64","E88","E7bFGZ",4,33.15,30.09,110.1694915,1.75,0,0,0,0,0,0,"",1,0,"E64:E88"
"374","LM_0282","STRA_STRA","parental strains","E64","E88","E7bAUW",3,32.85,30.09,109.1724826,1.65,0,0,0,0,0,0,"",1,0,"E64:E88"
"375","LM_0282","STRA_STRA","parental strains","E64","E88","E7bABC",7,34.57,30.09,114.8886673,1.64,0,0,0,0,0,0,"",1,0,"E64:E88"
"376","LM_0282","STRA_STRA","parental strains","E64","E88","E7bGLS",1,30.62,30.09,101.7613825,2.34,0,0,0,0,0,0,"",1,0,"E64:E88"
"377","LM_0282","STRA_STRA","parental strains","E64","E88","E7bIOZ",5,32.47,30.09,107.9096045,2.84,0,0,0,0,0,0,"",1,0,"E64:E88"
"378","LM_0282","STRA_STRA","parental strains","E64","E88","E7bFRU",8,35.04,30.09,116.4506481,1.96,0,0,0,0,0,0,"",1,0,"E64:E88"
"379","LM_0283","PWD_PWD","parental strains","E64","E88","E7bAWX",6,19.3,19.1,101.0471204,1.59,0,0,0,0,0,0,"",1,0,"E64:E88"
"380","LM_0283","PWD_PWD","parental strains","E64","E88","E7bQRS",5,18.4,19.1,96.33507853,1.81,0,0,0,0,0,0,"",1,0,"E64:E88"
"381","LM_0283","PWD_PWD","parental strains","E64","E88","E7bFJN",2,18.42,19.1,96.43979058,1.7,0,0,0,0,0,0,"",1,0,"E64:E88"
"382","LM_0283","PWD_PWD","parental strains","E64","E88","E7bAJN",7,19.07,19.1,99.84293194,1.13,0,0,0,0,0,0,"",1,0,"E64:E88"
"383","LM_0283","PWD_PWD","parental strains","E64","E88","E7bJMO",0,19.1,19.1,100,1.31,0,0,0,0,0,0,"",1,0,"E64:E88"
"384","LM_0283","PWD_PWD","parental strains","E64","E88","E7bBMR",3,18.88,19.1,98.84816754,1.12,0,0,0,0,0,0,"",1,0,"E64:E88"
"385","LM_0283","PWD_PWD","parental strains","E64","E88","E7bLYZ",8,19.35,19.1,101.3089005,1.49,0,0,0,0,0,0,"",1,0,"E64:E88"
"386","LM_0283","PWD_PWD","parental strains","E64","E88","E7bCGR",4,19.54,19.1,102.3036649,1.05,0,0,0,0,0,0,"",1,0,"E64:E88"
"387","LM_0283","PWD_PWD","parental strains","E64","E88","E7bKPU",1,19.4,19.1,101.5706806,1.5,0,0,0,0,0,0,"",1,0,"E64:E88"
"388","LM_0284","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7bFMV",3,22.76,22.39,101.6525234,1.95,0,0,0,0,0,0,"",1,0,"E64:E64"
"389","LM_0284","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7bLRS",8,23.55,22.39,105.1808843,1.5,0,0,1,0,0.25,1666.66666666667,"",1,2500,"E64:E64"
"390","LM_0284","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7bLOR",0,22.39,22.39,100,1.27,0,0,0,0,0,0,"",1,0,"E64:E64"
"391","LM_0284","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7bFMN",1,21.88,22.39,97.72219741,1.86,0,0,0,0,0,0,"",1,0,"E64:E64"
"392","LM_0284","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7bLPZ",5,22.52,22.39,100.5806163,1.13,22,30,6,16,18.5,163716.814159292,"",1,185000,"E64:E64"
"393","LM_0284","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7bKOX",6,23.15,22.39,103.3943725,1.98,22,24,28,23,24.25,122474.747474747,"",1,242500,"E64:E64"
"394","LM_0284","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7bKLQ",7,22.4,22.39,100.0446628,1.29,1,4,6,4,3.75,29069.7674418605,"",1,37500,"E64:E64"
"395","LM_0284","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7bKLT",4,22.56,22.39,100.7592675,1.26,0,0,0,0,0,0,"",1,0,"E64:E64"
"396","LM_0284","STRA_BUSNA","inter subsp. hybrids","E64","E64","E7bCRX",2,22.43,22.39,100.1786512,2.2,0,0,0,0,0,0,"",1,0,"E64:E64"
"397","LM_0285","PWD_PWD","parental strains","E64","E64","E7bBEV",7,19.01,19.43,97.83839424,1.06,13,5,11,15,11,103773.58490566,"",1,110000,"E64:E64"
"398","LM_0285","PWD_PWD","parental strains","E64","E64","E7bACW",1,19.26,19.43,99.12506433,1.67,0,0,0,0,0,0,"",1,0,"E64:E64"
"399","LM_0285","PWD_PWD","parental strains","E64","E64","E7bCRV",0,19.43,19.43,100,1.49,0,0,0,0,0,0,"",1,0,"E64:E64"
"400","LM_0285","PWD_PWD","parental strains","E64","E64","E7bCHZ",3,19.68,19.43,101.2866701,2.01,0,0,0,0,0,0,"",1,0,"E64:E64"
"401","LM_0285","PWD_PWD","parental strains","E64","E64","E7bCMQ",4,19.21,19.43,98.86773031,0.77,0,0,0,0,0,0,"",1,0,"E64:E64"
"402","LM_0285","PWD_PWD","parental strains","E64","E64","E7bBIT",2,19.05,19.43,98.04426145,1.33,0,0,0,0,0,0,"",1,0,"E64:E64"
"403","LM_0285","PWD_PWD","parental strains","E64","E64","E7bBMX",8,19.66,19.43,101.1837365,1.4,14,13,8,13,12,85714.2857142857,"",1,120000,"E64:E64"
"404","LM_0285","PWD_PWD","parental strains","E64","E64","E7bCLV",6,19.37,19.43,99.69119918,1,30,23,28,21,25.5,255000,"",1,255000,"E64:E64"
"405","LM_0285","PWD_PWD","parental strains","E64","E64","E7bIKL",5,18.9,19.43,97.27225939,1.37,31,46,43,34,38.5,281021.897810219,"",1,385000,"E64:E64"
"406","LM_0286","PWD_BUSNA","outbred hybrids","E64","E88","E7bNPX",5,18.75,19.07,98.32197168,2.61,0,0,0,0,0,0,"plus 1ml PBS",2,0,"E64:E88"
"407","LM_0286","PWD_BUSNA","outbred hybrids","E64","E88","E7bCWZ",8,20.41,19.07,107.0267436,1.44,0,0,0,0,0,0,"",1,0,"E64:E88"
"408","LM_0286","PWD_BUSNA","outbred hybrids","E64","E88","E7bBNT",4,19.36,19.07,101.5207132,1.36,0,0,0,0,0,0,"",1,0,"E64:E88"
"409","LM_0286","PWD_BUSNA","outbred hybrids","E64","E88","E7bDUY",7,20.14,19.07,105.6109072,1.14,0,0,0,0,0,0,"",1,0,"E64:E88"
"410","LM_0286","PWD_BUSNA","outbred hybrids","E64","E88","E7bDFQ",2,19.46,19.07,102.045097,2.42,0,0,0,0,0,0,"",1,0,"E64:E88"
"411","LM_0286","PWD_BUSNA","outbred hybrids","E64","E88","E7bDKV",3,20.3,19.07,106.4499213,1.57,0,0,0,0,0,0,"",1,0,"E64:E88"
"412","LM_0286","PWD_BUSNA","outbred hybrids","E64","E88","E7bGXY",0,19.07,19.07,100,2.27,0,0,0,0,0,0,"",1,0,"E64:E88"
"413","LM_0286","PWD_BUSNA","outbred hybrids","E64","E88","E7bDGQ",1,19.47,19.07,102.0975354,2.2,0,0,0,0,0,0,"",1,0,"E64:E88"
"414","LM_0286","PWD_BUSNA","outbred hybrids","E64","E88","E7bBGI",6,20.02,19.07,104.9816466,1.74,0,0,0,0,0,0,"",1,0,"E64:E88"
"415","LM_0287","BUSNA_PWD","outbred hybrids","E64","E64","E7bEPQ",4,19.89,18.83,105.6293149,0.88,0,0,0,0,0,0,"",1,0,"E64:E64"
"416","LM_0287","BUSNA_PWD","outbred hybrids","E64","E64","E7bLMS",5,19.29,18.83,102.4429102,1.42,18,17,16,29,20,140845.070422535,"",1,2e+05,"E64:E64"
"417","LM_0287","BUSNA_PWD","outbred hybrids","E64","E64","E7bHKV",0,18.83,18.83,100,0.95,0,0,0,0,0,0,"",1,0,"E64:E64"
"418","LM_0287","BUSNA_PWD","outbred hybrids","E64","E64","E7bPRZ",8,20.85,18.83,110.7275624,1.27,0,0,0,1,0.25,1968.50393700787,"",1,2500,"E64:E64"
"419","LM_0287","BUSNA_PWD","outbred hybrids","E64","E64","E7bFLY",7,20.3,18.83,107.8066914,1.27,0,3,3,4,2.5,19685.0393700787,"",1,25000,"E64:E64"
"420","LM_0287","BUSNA_PWD","outbred hybrids","E64","E64","E7bDFL",1,19.02,18.83,101.0090281,1.46,0,0,0,0,0,0,"",1,0,"E64:E64"
"421","LM_0287","BUSNA_PWD","outbred hybrids","E64","E64","E7bELU",2,19.96,18.83,106.0010621,1.43,0,0,0,0,0,0,"",1,0,"E64:E64"
"422","LM_0287","BUSNA_PWD","outbred hybrids","E64","E64","E7bAST",3,20.03,18.83,106.3728093,1.27,0,0,0,0,0,0,"",1,0,"E64:E64"
"423","LM_0287","BUSNA_PWD","outbred hybrids","E64","E64","E7bNPY",6,20.17,18.83,107.1163038,1.7,8,13,11,23,13.75,80882.3529411765,"",1,137500,"E64:E64"
"424","LM_0288","PWD_BUSNA","outbred hybrids","E64","E88","E7bDHV",2,20.41,19.74,103.3941236,3.54,0,0,0,0,0,0,"plus 1ml PBS",2,0,"E64:E88"
"425","LM_0288","PWD_BUSNA","outbred hybrids","E64","E88","E7bFIJ",6,19.9,19.74,100.810537,1.51,0,0,0,0,0,0,"",1,0,"E64:E88"
"426","LM_0288","PWD_BUSNA","outbred hybrids","E64","E88","E7bIKT",7,19.89,19.74,100.7598784,1.49,0,0,0,0,0,0,"",1,0,"E64:E88"
"427","LM_0288","PWD_BUSNA","outbred hybrids","E64","E88","E7bAEG",3,19.93,19.74,100.9625127,1.3,0,0,0,0,0,0,"",1,0,"E64:E88"
"428","LM_0288","PWD_BUSNA","outbred hybrids","E64","E88","E7bJOZ",4,20.33,19.74,102.9888551,0.94,0,0,0,0,0,0,"",1,0,"E64:E88"
"429","LM_0288","PWD_BUSNA","outbred hybrids","E64","E88","E7bCIW",8,19.97,19.74,101.1651469,1.37,0,0,0,0,0,0,"",1,0,"E64:E88"
"430","LM_0288","PWD_BUSNA","outbred hybrids","E64","E88","E7bBCF",5,18.99,19.74,96.2006079,1.45,0,0,0,0,0,0,"",1,0,"E64:E88"
"431","LM_0288","PWD_BUSNA","outbred hybrids","E64","E88","E7bCOP",0,19.74,19.74,100,2.29,0,0,0,0,0,0,"",1,0,"E64:E88"
"432","LM_0288","PWD_BUSNA","outbred hybrids","E64","E88","E7bLPW",1,19.7,19.74,99.79736575,1.9,0,0,0,0,0,0,"",1,0,"E64:E88"
"433","LM_0289","SCHUNT_SCHUNT","parental strains","E64","E88","E7bCER",3,22.66,23.93,94.69285416,2.22,0,0,0,0,0,0,"",1,0,"E64:E88"
"434","LM_0289","SCHUNT_SCHUNT","parental strains","E64","E88","E7bAGL",5,21.73,23.93,90.80651901,2.85,0,0,0,0,0,0,"",1,0,"E64:E88"
"435","LM_0289","SCHUNT_SCHUNT","parental strains","E64","E88","E7bKQZ",2,22.84,23.93,95.44504806,1.81,0,0,0,0,0,0,"",1,0,"E64:E88"
"436","LM_0289","SCHUNT_SCHUNT","parental strains","E64","E88","E7bNUW",6,22.62,23.93,94.52569996,1.8,0,0,0,0,0,0,"",1,0,"E64:E88"
"437","LM_0289","SCHUNT_SCHUNT","parental strains","E64","E88","E7bPSV",8,21.93,23.93,91.64229001,2.23,0,0,0,0,0,0,"",1,0,"E64:E88"
"438","LM_0289","SCHUNT_SCHUNT","parental strains","E64","E88","E7bDIP",0,23.93,23.93,100,1.61,0,0,0,0,0,0,"",1,0,"E64:E88"
"439","LM_0289","SCHUNT_SCHUNT","parental strains","E64","E88","E7bIRU",4,22.44,23.93,93.77350606,2.03,0,0,0,0,0,0,"",1,0,"E64:E88"
"440","LM_0289","SCHUNT_SCHUNT","parental strains","E64","E88","E7bAKL",1,23.6,23.93,98.62097785,1.75,0,0,0,0,0,0,"",1,0,"E64:E88"
"441","LM_0289","SCHUNT_SCHUNT","parental strains","E64","E88","E7bFNS",7,21.57,23.93,90.13790221,1.93,0,0,0,0,0,0,"",1,0,"E64:E88"
"442","LM_0291","PWD_BUSNA","outbred hybrids","E64","E64","E7bPVX",6,24.24,24.85,97.54527163,1.66,53,49,78,80,65,391566.265060241,"",1,650000,"E64:E64"
"443","LM_0291","PWD_BUSNA","outbred hybrids","E64","E64","E7bGIR",0,24.85,24.85,100,1.76,0,0,0,0,0,0,"",1,0,"E64:E64"
"444","LM_0291","PWD_BUSNA","outbred hybrids","E64","E64","E7bHLV",3,26.09,24.85,104.9899396,1.45,0,0,0,0,0,0,"",1,0,"E64:E64"
"445","LM_0291","PWD_BUSNA","outbred hybrids","E64","E64","E7bBQY",8,NA,24.85,NA,1.04,2,9,9,2,5.5,52884.6153846154,"",1,55000,"E64:E64"
"446","LM_0291","PWD_BUSNA","outbred hybrids","E64","E64","E7bDMZ",5,24.71,24.85,99.43661972,2.3,30,42,52,42,41.5,180434.782608696,"",1,415000,"E64:E64"
"447","LM_0291","PWD_BUSNA","outbred hybrids","E64","E64","E7bCPW",7,24.16,24.85,97.22334004,1.95,33,25,20,22,25,128205.128205128,"",1,250000,"E64:E64"
"448","LM_0291","PWD_BUSNA","outbred hybrids","E64","E64","E7bPXY",2,24.8,24.85,99.79879276,2.38,0,0,0,0,0,0,"",1,0,"E64:E64"
"449","LM_0291","PWD_BUSNA","outbred hybrids","E64","E64","E7bEMP",1,24.8,24.85,99.79879276,1.69,0,0,0,0,0,0,"",1,0,"E64:E64"
"450","LM_0291","PWD_BUSNA","outbred hybrids","E64","E64","E7bFXZ",4,25.96,24.85,104.4668008,1.03,0,0,0,0,0,0,"",1,0,"E64:E64"
"451","LM_0292","BUSNA_PWD","outbred hybrids","E64","E88","E7bSXY",4,22.3,22.15,100.6772009,1.14,0,0,0,0,0,0,"",1,0,"E64:E88"
"452","LM_0292","BUSNA_PWD","outbred hybrids","E64","E88","E7bBLW",1,21.89,22.15,98.8261851,1.26,0,0,0,0,0,0,"",1,0,"E64:E88"
"453","LM_0292","BUSNA_PWD","outbred hybrids","E64","E88","E7bEGK",0,22.15,22.15,100,1.24,0,0,0,0,0,0,"",1,0,"E64:E88"
"454","LM_0292","BUSNA_PWD","outbred hybrids","E64","E88","E7bEJO",6,22.1,22.15,99.77426637,1.24,0,0,0,0,0,0,"",1,0,"E64:E88"
"455","LM_0292","BUSNA_PWD","outbred hybrids","E64","E88","E7bSYZ",3,22.06,22.15,99.59367946,1.12,0,0,0,0,0,0,"",1,0,"E64:E88"
"456","LM_0292","BUSNA_PWD","outbred hybrids","E64","E88","E7bMOR",8,22.46,22.15,101.3995485,1.29,0,0,0,0,0,0,"",1,0,"E64:E88"
"457","LM_0292","BUSNA_PWD","outbred hybrids","E64","E88","E7bGHL",7,22.04,22.15,99.503386,1.67,0,0,0,0,0,0,"",1,0,"E64:E88"
"458","LM_0292","BUSNA_PWD","outbred hybrids","E64","E88","E7bBTV",5,20.95,22.15,94.58239278,1.41,0,0,0,0,0,0,"",1,0,"E64:E88"
"459","LM_0292","BUSNA_PWD","outbred hybrids","E64","E88","E7bEHI",2,21.63,22.15,97.6523702,2.58,0,0,0,0,0,0,"",1,0,"E64:E88"
"460","LM_0293","BUSNA_BUSNA","parental strains","E64","E88","E7bAHT",3,20.74,20.74,100,1.35,0,0,0,0,0,0,"",1,0,"E64:E88"
"461","LM_0293","BUSNA_BUSNA","parental strains","E64","E88","E7bILQ",0,20.74,20.74,100,1.38,0,0,0,0,0,0,"",1,0,"E64:E88"
"462","LM_0293","BUSNA_BUSNA","parental strains","E64","E88","E7bBNW",4,20.76,20.74,100.096432,0.81,0,0,0,0,0,0,"",1,0,"E64:E88"
"463","LM_0293","BUSNA_BUSNA","parental strains","E64","E88","E7bAIZ",5,19.76,20.74,95.27483124,1.18,0,0,0,0,0,0,"",1,0,"E64:E88"
"464","LM_0293","BUSNA_BUSNA","parental strains","E64","E88","E7bJNY",2,19.98,20.74,96.33558341,1.39,0,0,0,0,0,0,"",1,0,"E64:E88"
"465","LM_0293","BUSNA_BUSNA","parental strains","E64","E88","E7bJQU",8,19.86,20.74,95.75699132,1.24,0,0,0,0,0,0,"",1,0,"E64:E88"
"466","LM_0293","BUSNA_BUSNA","parental strains","E64","E88","E7bCFU",6,20.57,20.74,99.18032787,1.47,0,0,0,0,0,0,"",1,0,"E64:E88"
"467","LM_0293","BUSNA_BUSNA","parental strains","E64","E88","E7bATW",1,13.85,20.74,66.77917068,1.39,0,0,0,0,0,0,"",1,0,"E64:E88"
"468","LM_0293","BUSNA_BUSNA","parental strains","E64","E88","E7bHVX",7,20.48,20.74,98.7463838,1.34,0,0,0,0,0,0,"",1,0,"E64:E88"
"469","LM_0294","PWD_PWD","parental strains","E64","E64","E7bPQZ",7,16.65,17.02,97.82608696,1.97,30,33,29,25,29.25,148477.157360406,"",1,292500,"E64:E64"
