"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","faeces_weight","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","weight","weight_dpi0","Wchange","HybridStatus","Strain","EXP"
"1155",NA,NA,NA,7,"LM_0225",NA,1.25,NA,NA,NA,NA,NA,"5.1bMWX",180000,"E64",28.57,28.05,98.1799089954498,"parental strains","STRA_STRA","5.1b"
"1156",NA,NA,NA,3,"LM_0225",NA,1.59,NA,NA,NA,NA,NA,"5.1bGLO",0,"E64",30.2,28.05,92.8807947019868,"parental strains","STRA_STRA","5.1b"
"1157",NA,NA,NA,6,"LM_0225",NA,1.82,NA,NA,NA,NA,NA,"5.1bGIL",93406.5934065934,"E64",27.58,28.05,101.704133430022,"parental strains","STRA_STRA","5.1b"
"1158",NA,NA,NA,10,"LM_0225",NA,1.01,NA,NA,NA,NA,NA,"5.1bBHY",2475.24752475248,"E64",28.64,28.05,97.9399441340782,"parental strains","STRA_STRA","5.1b"
"1159",NA,NA,NA,2,"LM_0225",NA,NA,NA,NA,NA,NA,NA,"5.1bELY",NA,"E64",28.64,28.05,97.9399441340782,"parental strains","STRA_STRA","5.1b"
"1160",NA,NA,NA,8,"LM_0225",NA,1.2,NA,NA,NA,NA,NA,"5.1bAGH",8333.33333333333,"E64",29.04,28.05,96.5909090909091,"parental strains","STRA_STRA","5.1b"
"1161",NA,NA,NA,1,"LM_0226",NA,NA,NA,NA,NA,NA,NA,"5.1bBXY",NA,"E64",15.24,15.16,99.4750656167979,"parental strains","SCHUNT_SCHUNT","5.1b"
"1162",NA,NA,NA,4,"LM_0226",NA,1.94,NA,NA,NA,NA,NA,"5.1bETX",0,"E64",15.08,15.16,100.53050397878,"parental strains","SCHUNT_SCHUNT","5.1b"
"1163",NA,NA,NA,8,"LM_0226",NA,1.52,NA,NA,NA,NA,NA,"5.1bEFW",13157.8947368421,"E64",15.96,15.16,94.9874686716792,"parental strains","SCHUNT_SCHUNT","5.1b"
"1164",NA,NA,NA,2,"LM_0226",NA,NA,NA,NA,NA,NA,NA,"5.1bHQU",NA,"E64",15.69,15.16,96.6220522625876,"parental strains","SCHUNT_SCHUNT","5.1b"
"1165",NA,NA,NA,5,"LM_0226",NA,0.36,NA,NA,NA,NA,NA,"5.1bIQW",104166.666666667,"E64",14.33,15.16,105.792044661549,"parental strains","SCHUNT_SCHUNT","5.1b"
"1166",NA,NA,NA,7,"LM_0226",NA,0.97,NA,NA,NA,NA,NA,"5.1bCSV",164948.453608247,"E64",16.06,15.16,94.3960149439602,"parental strains","SCHUNT_SCHUNT","5.1b"
"1167",NA,NA,NA,9,"LM_0226",NA,1.66,NA,NA,NA,NA,NA,"5.1bEFJ",21084.3373493976,"E64",15.77,15.16,96.1318960050729,"parental strains","SCHUNT_SCHUNT","5.1b"
"1168",NA,NA,NA,10,"LM_0226",NA,1.56,NA,NA,NA,NA,NA,"5.1bDER",1602.5641025641,"E64",15.79,15.16,96.0101329955668,"parental strains","SCHUNT_SCHUNT","5.1b"
"1169",NA,NA,NA,6,"LM_0226",NA,0.66,NA,NA,NA,NA,NA,"5.1bJNR",15151.5151515152,"E64",15.79,15.16,96.0101329955668,"parental strains","SCHUNT_SCHUNT","5.1b"
"1170",NA,NA,NA,3,"LM_0226",NA,1.43,NA,NA,NA,NA,NA,"5.1bBLR",0,"E64",15.66,15.16,96.8071519795658,"parental strains","SCHUNT_SCHUNT","5.1b"
"1171",NA,NA,NA,0,"LM_0226",NA,1.21,NA,NA,NA,NA,NA,"5.1bKNO",0,"E64",15.16,15.16,100,"parental strains","SCHUNT_SCHUNT","5.1b"
"1172",NA,NA,NA,4,"LM_0227",NA,1.21,NA,NA,NA,NA,NA,"5.2aPTU",8264.46280991736,"E88",22,20.03,91.0454545454545,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1173",NA,NA,NA,7,"LM_0227",NA,1.43,NA,NA,NA,NA,NA,"5.2aFKN",10489.5104895105,"E88",20.67,20.03,96.903725205612,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1174",NA,NA,NA,0,"LM_0227",NA,1.68,NA,NA,NA,NA,NA,"5.2aFGW",110119.047619048,"E88",20.03,20.03,100,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1175",NA,NA,NA,3,"LM_0227",NA,NA,NA,NA,NA,NA,NA,"5.2aACU",NA,"E88",22.21,20.03,90.184601530842,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1176",NA,NA,NA,2,"LM_0227",NA,NA,NA,NA,NA,NA,NA,"5.2aILO",NA,"E88",21.73,20.03,92.1767142199724,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1177",NA,NA,NA,11,"LM_0227",NA,1.41,NA,NA,NA,NA,NA,"5.2aKMO",7092.19858156028,"E88",22.47,20.03,89.1410769915443,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1178",NA,NA,NA,1,"LM_0227",NA,NA,NA,NA,NA,NA,NA,"5.2aJMP",NA,"E88",21.38,20.03,93.6856875584659,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1179",NA,NA,NA,6,"LM_0227",NA,0.81,NA,NA,NA,NA,NA,"5.2aBEH",0,"E88",21.52,20.03,93.0762081784387,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1180",NA,NA,NA,5,"LM_0227",NA,1.13,NA,NA,NA,NA,NA,"5.2aNXY",0,"E88",22.12,20.03,90.5515370705244,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1181",NA,NA,NA,8,"LM_0227",NA,0.31,NA,NA,NA,NA,NA,"5.2aKQR",2282258.06451613,"E88",20.33,20.03,98.5243482538121,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1182",NA,NA,NA,9,"LM_0227",NA,0.53,NA,NA,NA,NA,NA,"5.2aBIR",1259433.96226415,"E88",19.13,20.03,104.704652378463,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1183",NA,NA,NA,10,"LM_0227",NA,0.77,NA,NA,NA,NA,NA,"5.2aGPR",152597.402597403,"E88",20.99,20.03,95.4263935207242,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1184",NA,NA,NA,6,"LM_0228",NA,0.79,NA,NA,NA,NA,NA,"5.2aEIY",0,"E88",19.87,18.56,93.4071464519376,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1185",NA,NA,NA,1,"LM_0228",NA,NA,NA,NA,NA,NA,NA,"5.2aMWY",NA,"E88",19.49,18.56,95.2283222165213,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1186",NA,NA,NA,7,"LM_0228",NA,1.02,NA,NA,NA,NA,NA,"5.2aFIY",9803.92156862745,"E88",18.54,18.56,100.107874865156,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1187",NA,NA,NA,8,"LM_0228",NA,0.35,NA,NA,NA,NA,NA,"5.2aATY",2235714.28571429,"E88",18.3,18.56,101.420765027322,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1188",NA,NA,NA,0,"LM_0228",NA,0.8,NA,NA,NA,NA,NA,"5.2aFRW",46875,"E88",18.56,18.56,100,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1189",NA,NA,NA,5,"LM_0228",NA,1.33,NA,NA,NA,NA,NA,"5.2aCEH",0,"E88",20.57,18.56,90.2284880894507,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1190",NA,NA,NA,4,"LM_0228",NA,1.44,NA,NA,NA,NA,NA,"5.2aBMX",0,"E88",20.73,18.56,89.5320791123975,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1191",NA,NA,NA,11,"LM_0228",NA,1.03,NA,NA,NA,NA,NA,"5.2aAIN",29126.213592233,"E88",20.35,18.56,91.2039312039312,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1192",NA,NA,NA,3,"LM_0228",NA,NA,NA,NA,NA,NA,NA,"5.2aISW",NA,"E88",20.87,18.56,88.9314805941543,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1193",NA,NA,NA,10,"LM_0228",NA,0.6,NA,NA,NA,NA,NA,"5.2aANO",150000,"E88",18.66,18.56,99.4640943193998,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1194",NA,NA,NA,2,"LM_0228",NA,NA,NA,NA,NA,NA,NA,"5.2aCKN",NA,"E88",20.08,18.56,92.4302788844622,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1195",NA,NA,NA,9,"LM_0228",NA,0.4,NA,NA,NA,NA,NA,"5.2aIQU",4e+05,"E88",18.26,18.56,101.642935377875,"inter subsp. hybrids","STRA_BUSNA","5.2a"
"1196",NA,NA,NA,10,"LM_0229",NA,0.8,NA,NA,NA,NA,NA,"5.2aORU",81250,"E88",13.83,15.82,114.389009399855,"parental strains","SCHUNT_SCHUNT","5.2a"
"1197",NA,NA,NA,7,"LM_0229",NA,0.98,NA,NA,NA,NA,NA,"5.2aHIO",96938.7755102041,"E88",14.53,15.82,108.878183069511,"parental strains","SCHUNT_SCHUNT","5.2a"
"1198",NA,NA,NA,11,"LM_0229",NA,1.07,NA,NA,NA,NA,NA,"5.2aHJK",72429.9065420561,"E88",15.38,15.82,102.860858257477,"parental strains","SCHUNT_SCHUNT","5.2a"
"1199",NA,NA,NA,1,"LM_0229",NA,NA,NA,NA,NA,NA,NA,"5.2aEKT",NA,"E88",16.24,15.82,97.4137931034483,"parental strains","SCHUNT_SCHUNT","5.2a"
"1200",NA,NA,NA,3,"LM_0229",NA,NA,NA,NA,NA,NA,NA,"5.2aHMU",NA,"E88",15.66,15.82,101.021711366539,"parental strains","SCHUNT_SCHUNT","5.2a"
"1201",NA,NA,NA,4,"LM_0229",NA,1.28,NA,NA,NA,NA,NA,"5.2aHKV",0,"E88",15.45,15.82,102.394822006472,"parental strains","SCHUNT_SCHUNT","5.2a"
"1202",NA,NA,NA,8,"LM_0229",NA,0.27,NA,NA,NA,NA,NA,"5.2aBHK",981481.481481481,"E88",13.27,15.82,119.216277317257,"parental strains","SCHUNT_SCHUNT","5.2a"
"1203",NA,NA,NA,5,"LM_0229",NA,0.82,NA,NA,NA,NA,NA,"5.2aMNT",0,"E88",15.84,15.82,99.8737373737374,"parental strains","SCHUNT_SCHUNT","5.2a"
"1204",NA,NA,NA,2,"LM_0229",NA,NA,NA,NA,NA,NA,NA,"5.2aHQZ",NA,"E88",16.16,15.82,97.8960396039604,"parental strains","SCHUNT_SCHUNT","5.2a"
"1205",NA,NA,NA,9,"LM_0229",NA,1.37,NA,NA,NA,NA,NA,"5.2aLRZ",281021.897810219,"E88",13.07,15.82,121.040550879878,"parental strains","SCHUNT_SCHUNT","5.2a"
"1206",NA,NA,NA,6,"LM_0229",NA,1.1,NA,NA,NA,NA,NA,"5.2aKOU",0,"E88",15.21,15.82,104.010519395135,"parental strains","SCHUNT_SCHUNT","5.2a"
"1207",NA,NA,NA,0,"LM_0229",NA,0.67,NA,NA,NA,NA,NA,"5.2aIJQ",0,"E88",15.82,15.82,100,"parental strains","SCHUNT_SCHUNT","5.2a"
"1208",NA,NA,NA,0,"LM_0230",NA,1.04,NA,NA,NA,NA,NA,"5.2aERW",0,"E88",15.87,15.87,100,"parental strains","BUSNA_BUSNA","5.2a"
"1209",NA,NA,NA,9,"LM_0230",NA,0.06,NA,NA,NA,NA,NA,"5.2aFMP",NA,"E88",NA,15.87,NA,"parental strains","BUSNA_BUSNA","5.2a"
"1210",NA,NA,NA,7,"LM_0230",NA,0.22,NA,NA,NA,NA,NA,"5.2aJTV",11363.6363636364,"E88",13.57,15.87,116.949152542373,"parental strains","BUSNA_BUSNA","5.2a"
"1211",NA,NA,NA,5,"LM_0230",NA,0.96,NA,NA,NA,NA,NA,"5.2aFJN",0,"E88",15.75,15.87,100.761904761905,"parental strains","BUSNA_BUSNA","5.2a"
"1212",NA,NA,NA,2,"LM_0230",NA,NA,NA,NA,NA,NA,NA,"5.2aEWY",NA,"E88",16.7,15.87,95.0299401197605,"parental strains","BUSNA_BUSNA","5.2a"
"1213",NA,NA,NA,8,"LM_0230",NA,0.05,NA,NA,NA,NA,NA,"5.2aSUV",NA,"E88",12.12,15.87,130.940594059406,"parental strains","BUSNA_BUSNA","5.2a"
"1214",NA,NA,NA,6,"LM_0230",NA,0.74,NA,NA,NA,NA,NA,"5.2aGJS",0,"E88",14.98,15.87,105.941255006676,"parental strains","BUSNA_BUSNA","5.2a"
"1215",NA,NA,NA,11,"LM_0230",NA,NA,NA,NA,NA,NA,NA,"5.2aSUY",NA,"E88",NA,15.87,NA,"parental strains","BUSNA_BUSNA","5.2a"
"1216",NA,NA,NA,1,"LM_0230",NA,NA,NA,NA,NA,NA,NA,"5.2aDWX",NA,"E88",15.13,15.87,104.890945142102,"parental strains","BUSNA_BUSNA","5.2a"
"1217",NA,NA,NA,3,"LM_0230",NA,NA,NA,NA,NA,NA,NA,"5.2aWYZ",NA,"E88",16.03,15.87,99.0018714909545,"parental strains","BUSNA_BUSNA","5.2a"
"1218",NA,NA,NA,10,"LM_0230",NA,NA,NA,NA,NA,NA,NA,"5.2aCKO",NA,"E88",NA,15.87,NA,"parental strains","BUSNA_BUSNA","5.2a"
"1219",NA,NA,NA,4,"LM_0230",NA,1.82,NA,NA,NA,NA,NA,"5.2aHPX",0,"E88",15.84,15.87,100.189393939394,"parental strains","BUSNA_BUSNA","5.2a"
"1220",NA,NA,NA,1,"LM_0231",NA,NA,NA,NA,NA,NA,NA,"5.2aDRV",NA,"E88",18.82,18.71,99.4155154091392,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1221",NA,NA,NA,6,"LM_0231",NA,0.91,NA,NA,NA,NA,NA,"5.2aFMT",0,"E88",18.58,18.71,100.699677072121,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1222",NA,NA,NA,8,"LM_0231",NA,0.2,NA,NA,NA,NA,NA,"5.2aNSW",3e+05,"E88",15.87,18.71,117.895400126024,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1223",NA,NA,NA,10,"LM_0231",NA,0.51,NA,NA,NA,NA,NA,"5.2aAOR",431372.549019608,"E88",16.64,18.71,112.439903846154,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1224",NA,NA,NA,3,"LM_0231",NA,NA,NA,NA,NA,NA,NA,"5.2aLQX",NA,"E88",19.8,18.71,94.4949494949495,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1225",NA,NA,NA,5,"LM_0231",NA,1.18,NA,NA,NA,NA,NA,"5.2aBUY",0,"E88",18.44,18.71,101.46420824295,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1226",NA,NA,NA,9,"LM_0231",NA,0.4,NA,NA,NA,NA,NA,"5.2aIWY",631250,"E88",15.39,18.71,121.572449642625,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1227",NA,NA,NA,0,"LM_0231",NA,1.31,NA,NA,NA,NA,NA,"5.2aAFW",0,"E88",18.71,18.71,100,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1228",NA,NA,NA,4,"LM_0231",NA,1.46,NA,NA,NA,NA,NA,"5.2aSXZ",0,"E88",19.08,18.71,98.0607966457023,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1229",NA,NA,NA,2,"LM_0231",NA,NA,NA,NA,NA,NA,NA,"5.2aDKZ",NA,"E88",19.47,18.71,96.0965588084232,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1230",NA,NA,NA,7,"LM_0231",NA,0.8,NA,NA,NA,NA,NA,"5.2aBGQ",25000,"E88",17.2,18.71,108.779069767442,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1231",NA,NA,NA,11,"LM_0231",NA,1.19,NA,NA,NA,NA,NA,"5.2aFLR",142857.142857143,"E88",17.67,18.71,105.885681946802,"inter subsp. hybrids","PWD_SCHUNT","5.2a"
"1232",NA,NA,NA,3,"LM_0232",NA,NA,NA,NA,NA,NA,NA,"5.2aCSY",NA,"E88",24.08,24.14,100.249169435216,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1233",NA,NA,NA,6,"LM_0232",NA,1.41,NA,NA,NA,NA,NA,"5.2aEGZ",0,"E88",23.55,24.14,102.505307855626,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1234",NA,NA,NA,8,"LM_0232",NA,0.57,NA,NA,NA,NA,NA,"5.2aBDG",1859649.12280702,"E88",22.6,24.14,106.814159292035,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1235",NA,NA,NA,11,"LM_0232",NA,1.38,NA,NA,NA,NA,NA,"5.2aBDY",61594.2028985507,"E88",23.35,24.14,103.38329764454,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1236",NA,NA,NA,4,"LM_0232",NA,1.7,NA,NA,NA,NA,NA,"5.2aANW",0,"E88",23.86,24.14,101.173512154233,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1237",NA,NA,NA,1,"LM_0232",NA,NA,NA,NA,NA,NA,NA,"5.2aCQX",NA,"E88",24.26,24.14,99.5053586150041,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1238",NA,NA,NA,9,"LM_0232",NA,0.53,NA,NA,NA,NA,NA,"5.2aNOT",466981.132075472,"E88",21.82,24.14,110.632447296059,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1239",NA,NA,NA,7,"LM_0232",NA,1.54,NA,NA,NA,NA,NA,"5.2aHKN",61688.3116883117,"E88",23.1,24.14,104.502164502164,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1240",NA,NA,NA,2,"LM_0232",NA,NA,NA,NA,NA,NA,NA,"5.2aHNQ",NA,"E88",24.08,24.14,100.249169435216,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1241",NA,NA,NA,0,"LM_0232",NA,1.33,NA,NA,NA,NA,NA,"5.2aBGK",0,"E88",24.14,24.14,100,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1242",NA,NA,NA,10,"LM_0232",NA,0.81,NA,NA,NA,NA,NA,"5.2aKRU",117283.950617284,"E88",21.77,24.14,110.886541111622,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1243",NA,NA,NA,5,"LM_0232",NA,1.74,NA,NA,NA,NA,NA,"5.2aEMO",0,"E88",23.76,24.14,101.599326599327,"inter subsp. hybrids","BUSNA_STRA","5.2a"
"1244",NA,NA,NA,1,"LM_0233",NA,NA,NA,NA,NA,NA,NA,"5.2aBCL",NA,"E88",24.77,24.55,99.1118288251918,"parental strains","STRA_STRA","5.2a"
"1245",NA,NA,NA,9,"LM_0233",NA,0.38,NA,NA,NA,NA,NA,"5.2aNPY",447368.421052632,"E88",23.6,24.55,104.025423728814,"parental strains","STRA_STRA","5.2a"
"1246",NA,NA,NA,10,"LM_0233",NA,0.33,NA,NA,NA,NA,NA,"5.2aOTX",7575.75757575758,"E88",22.79,24.55,107.722685388328,"parental strains","STRA_STRA","5.2a"
"1247",NA,NA,NA,4,"LM_0233",NA,1.75,NA,NA,NA,NA,NA,"5.2aOPV",22857.1428571429,"E88",26.11,24.55,94.0252776713903,"parental strains","STRA_STRA","5.2a"
"1248",NA,NA,NA,5,"LM_0233",NA,1.03,NA,NA,NA,NA,NA,"5.2aHKX",4854.36893203883,"E88",26.58,24.55,92.3626787057938,"parental strains","STRA_STRA","5.2a"
"1249",NA,NA,NA,8,"LM_0233",NA,0.47,NA,NA,NA,NA,NA,"5.2aNSY",4382978.72340426,"E88",24.08,24.55,101.951827242525,"parental strains","STRA_STRA","5.2a"
"1250",NA,NA,NA,6,"LM_0233",NA,1.16,NA,NA,NA,NA,NA,"5.2aDVW",0,"E88",26.2,24.55,93.7022900763359,"parental strains","STRA_STRA","5.2a"
"1251",NA,NA,NA,7,"LM_0233",NA,0.84,NA,NA,NA,NA,NA,"5.2aCOR",119047.619047619,"E88",25.76,24.55,95.3027950310559,"parental strains","STRA_STRA","5.2a"
"1252",NA,NA,NA,3,"LM_0233",NA,NA,NA,NA,NA,NA,NA,"5.2aCMZ",NA,"E88",25.72,24.55,95.4510108864697,"parental strains","STRA_STRA","5.2a"
"1253",NA,NA,NA,2,"LM_0233",NA,NA,NA,NA,NA,NA,NA,"5.2aMQV",NA,"E88",24.97,24.55,98.3179815778935,"parental strains","STRA_STRA","5.2a"
"1254",NA,NA,NA,11,"LM_0233",NA,0.78,NA,NA,NA,NA,NA,"5.2aDHI",35256.4102564103,"E88",25.27,24.55,97.1507716660071,"parental strains","STRA_STRA","5.2a"
"1255",NA,NA,NA,0,"LM_0233",NA,1.02,NA,NA,NA,NA,NA,"5.2aAJW",0,"E88",24.55,24.55,100,"parental strains","STRA_STRA","5.2a"
"1256",NA,NA,NA,0,"LM_0234",NA,0.92,NA,NA,NA,NA,NA,"5.2aDMN",0,"E88",28.55,28.55,100,"parental strains","STRA_STRA","5.2a"
"1257",NA,NA,NA,8,"LM_0234",NA,0.45,NA,NA,NA,NA,NA,"5.2aEQW",2772222.22222222,"E88",28.47,28.55,100.280997541272,"parental strains","STRA_STRA","5.2a"
"1258",NA,NA,NA,1,"LM_0234",NA,NA,NA,NA,NA,NA,NA,"5.2aOQR",NA,"E88",28.68,28.55,99.5467224546722,"parental strains","STRA_STRA","5.2a"
"1259",NA,NA,NA,10,"LM_0234",NA,0.07,NA,NA,NA,NA,NA,"5.2aCNW",1142857.14285714,"E88",26.97,28.55,105.85836114201,"parental strains","STRA_STRA","5.2a"
"1260",NA,NA,NA,3,"LM_0234",NA,NA,NA,NA,NA,NA,NA,"5.2aQRS",NA,"E88",28.12,28.55,101.529160739687,"parental strains","STRA_STRA","5.2a"
"1261",NA,NA,NA,9,"LM_0234",NA,0.24,NA,NA,NA,NA,NA,"5.2aHLX",1020833.33333333,"E88",27.5,28.55,103.818181818182,"parental strains","STRA_STRA","5.2a"
"1262",NA,NA,NA,5,"LM_0234",NA,1.97,NA,NA,NA,NA,NA,"5.2aFJY",0,"E88",31.03,28.55,92.0077344505317,"parental strains","STRA_STRA","5.2a"
"1263",NA,NA,NA,4,"LM_0234",NA,1.93,NA,NA,NA,NA,NA,"5.2aNUV",0,"E88",29.85,28.55,95.6448911222781,"parental strains","STRA_STRA","5.2a"
"1264",NA,NA,NA,7,"LM_0234",NA,1.58,NA,NA,NA,NA,NA,"5.2aBIS",31645.5696202532,"E88",31.3,28.55,91.2140575079872,"parental strains","STRA_STRA","5.2a"
"1265",NA,NA,NA,11,"LM_0234",NA,0.15,NA,NA,NA,NA,NA,"5.2aDNO",2083333.33333333,"E88",26.13,28.55,109.261385380788,"parental strains","STRA_STRA","5.2a"
"1266",NA,NA,NA,2,"LM_0234",NA,NA,NA,NA,NA,NA,NA,"5.2aBIX",NA,"E88",29.42,28.55,97.0428280081577,"parental strains","STRA_STRA","5.2a"
"1267",NA,NA,NA,6,"LM_0234",NA,1.43,NA,NA,NA,NA,NA,"5.2aLNY",0,"E88",31.45,28.55,90.7790143084261,"parental strains","STRA_STRA","5.2a"
"1268",NA,NA,NA,7,"LM_0235",NA,1.31,NA,NA,NA,NA,NA,"5.2aAJU",11450.3816793893,"E88",18.62,17.03,91.4607948442535,"outbred hybrids","STRA_SCHUNT","5.2a"
"1269",NA,NA,NA,8,"LM_0235",NA,0.86,NA,NA,NA,NA,NA,"5.2aDQZ",1654069.76744186,"E88",18.04,17.03,94.4013303769401,"outbred hybrids","STRA_SCHUNT","5.2a"
"1270",NA,NA,NA,2,"LM_0235",NA,NA,NA,NA,NA,NA,NA,"5.2aMOW",NA,"E88",18.73,17.03,90.9236518953551,"outbred hybrids","STRA_SCHUNT","5.2a"
"1271",NA,NA,NA,4,"LM_0235",NA,1.03,NA,NA,NA,NA,NA,"5.2aFHL",0,"E88",18.81,17.03,90.5369484316853,"outbred hybrids","STRA_SCHUNT","5.2a"
"1272",NA,NA,NA,10,"LM_0235",NA,0.55,NA,NA,NA,NA,NA,"5.2aFJX",54545.4545454545,"E88",17.61,17.03,96.7064168086315,"outbred hybrids","STRA_SCHUNT","5.2a"
"1273",NA,NA,NA,3,"LM_0235",NA,NA,NA,NA,NA,NA,NA,"5.2aEIM",NA,"E88",18.81,17.03,90.5369484316853,"outbred hybrids","STRA_SCHUNT","5.2a"
"1274",NA,NA,NA,9,"LM_0235",NA,1.3,NA,NA,NA,NA,NA,"5.2aBFG",828846.153846154,"E88",17.07,17.03,99.7656707674282,"outbred hybrids","STRA_SCHUNT","5.2a"
"1275",NA,NA,NA,6,"LM_0235",NA,1.11,NA,NA,NA,NA,NA,"5.2aEMZ",0,"E88",18.95,17.03,89.868073878628,"outbred hybrids","STRA_SCHUNT","5.2a"
"1276",NA,NA,NA,5,"LM_0235",NA,1.32,NA,NA,NA,NA,NA,"5.2aAGI",0,"E88",18.58,17.03,91.6576964477933,"outbred hybrids","STRA_SCHUNT","5.2a"
"1277",NA,NA,NA,1,"LM_0235",NA,NA,NA,NA,NA,NA,NA,"5.2aJVX",NA,"E88",17.89,17.03,95.1928451648966,"outbred hybrids","STRA_SCHUNT","5.2a"
"1278",NA,NA,NA,11,"LM_0235",NA,1.08,NA,NA,NA,NA,NA,"5.2aGMV",128472.222222222,"E88",18.87,17.03,90.2490726020138,"outbred hybrids","STRA_SCHUNT","5.2a"
"1279",NA,NA,NA,0,"LM_0235",NA,1.44,NA,NA,NA,NA,NA,"5.2aMOY",397569.444444444,"E88",17.03,17.03,100,"outbred hybrids","STRA_SCHUNT","5.2a"
"1280",NA,NA,NA,3,"LM_0236",NA,NA,NA,NA,NA,NA,NA,"5.2aDHR",NA,"E88",23.94,23.64,98.7468671679198,"parental strains","STRA_STRA","5.2a"
"1281",NA,NA,NA,1,"LM_0236",NA,NA,NA,NA,NA,NA,NA,"5.2aRVW",NA,"E88",23.97,23.64,98.6232790988736,"parental strains","STRA_STRA","5.2a"
"1282",NA,NA,NA,6,"LM_0236",NA,1.42,NA,NA,NA,NA,NA,"5.2aKNZ",0,"E88",24.33,23.64,97.1639950678175,"parental strains","STRA_STRA","5.2a"
"1283",NA,NA,NA,4,"LM_0236",NA,1.8,NA,NA,NA,NA,NA,"5.2aAOX",0,"E88",24.15,23.64,97.888198757764,"parental strains","STRA_STRA","5.2a"
"1284",NA,NA,NA,8,"LM_0236",NA,0.23,NA,NA,NA,NA,NA,"5.2aJTW",3e+06,"E88",21.93,23.64,107.797537619699,"parental strains","STRA_STRA","5.2a"
"1285",NA,NA,NA,9,"LM_0236",NA,0.24,NA,NA,NA,NA,NA,"5.2aGPS",1822916.66666667,"E88",20.75,23.64,113.927710843374,"parental strains","STRA_STRA","5.2a"
"1286",NA,NA,NA,11,"LM_0236",NA,0.26,NA,NA,NA,NA,NA,"5.2aBKL",384615.384615385,"E88",21.08,23.64,112.144212523719,"parental strains","STRA_STRA","5.2a"
"1287",NA,NA,NA,10,"LM_0236",NA,0.07,NA,NA,NA,NA,NA,"5.2aDKN",321428.571428571,"E88",20.25,23.64,116.740740740741,"parental strains","STRA_STRA","5.2a"
"1288",NA,NA,NA,2,"LM_0236",NA,NA,NA,NA,NA,NA,NA,"5.2aLOY",NA,"E88",23.44,23.64,100.853242320819,"parental strains","STRA_STRA","5.2a"
"1289",NA,NA,NA,7,"LM_0236",NA,1.06,NA,NA,NA,NA,NA,"5.2aDOP",18867.9245283019,"E88",23.48,23.64,100.681431005111,"parental strains","STRA_STRA","5.2a"
"1290",NA,NA,NA,0,"LM_0236",NA,1.06,NA,NA,NA,NA,NA,"5.2aANT",0,"E88",23.64,23.64,100,"parental strains","STRA_STRA","5.2a"
"1291",NA,NA,NA,5,"LM_0236",NA,1.4,NA,NA,NA,NA,NA,"5.2aGOT",0,"E88",24.24,23.64,97.5247524752475,"parental strains","STRA_STRA","5.2a"
