EH_ID,dpi,mouse_id,name,ear,sex,born,age,age_weeks,Mouse_strain,line,room.rack,cage,comment,infection_isolate,num.inf,Infection_date,weight,weightRelativeToInfection,label,OPG,oocysts.per.tube
LM0110,4,50032508,WPD107.1.A.2M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.1,52,,Eflab,15,11_May_17,18.22,89.1825746451297,LN,0,0
LM0110,5,50032508,WPD107.1.A.2M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.1,52,,Eflab,15,11_May_17,18.42,90.1615271659325,IY,0,0
LM0110,6,50032508,WPD107.1.A.2M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.1,52,,Eflab,15,11_May_17,18.34,89.7699461576114,FQ,0,0
LM0110,7,50032508,WPD107.1.A.2M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.1,52,,Eflab,15,11_May_17,18.22,89.1825746451297,EK,1893.93939393939,2500
LM0110,8,50032508,WPD107.1.A.2M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.1,52,,Eflab,15,11_May_17,16.87,82.5746451297112,CT,178571.428571429,25000
LM0110,9,50032508,WPD107.1.A.2M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.1,52,,Eflab,15,11_May_17,15.12,74.0088105726872,JV,500000,30000
LM0111,0,50032513,WPD108.1.A.1F,0,f,06.02.2016,423,60,WP,WPD,WM1.12/4.3,903,(in mating 6844),Eflab,2,8_May_17,NA,NA,FP,0,0
LM0111,1,50032513,WPD108.1.A.1F,0,f,06.02.2016,423,60,WP,WPD,WM1.12/4.3,903,(in mating 6844),Eflab,2,8_May_17,19.27,100,BO,0,0
LM0111,2,50032513,WPD108.1.A.1F,0,f,06.02.2016,423,60,WP,WPD,WM1.12/4.3,903,(in mating 6844),Eflab,2,8_May_17,19.03,98.7545407368967,DZ,0,0
LM0111,3,50032513,WPD108.1.A.1F,0,f,06.02.2016,423,60,WP,WPD,WM1.12/4.3,903,(in mating 6844),Eflab,2,8_May_17,19.01,98.6507524649715,CD,0,0
LM0111,4,50032513,WPD108.1.A.1F,0,f,06.02.2016,423,60,WP,WPD,WM1.12/4.3,903,(in mating 6844),Eflab,2,8_May_17,19.87,103.113648157758,GX,0,0
LM0111,5,50032513,WPD108.1.A.1F,0,f,06.02.2016,423,60,WP,WPD,WM1.12/4.3,903,(in mating 6844),Eflab,2,8_May_17,19.65,101.97197716658,HT,0,0
LM0111,6,50032513,WPD108.1.A.1F,0,f,06.02.2016,423,60,WP,WPD,WM1.12/4.3,903,(in mating 6844),Eflab,2,8_May_17,19.41,100.726517903477,FY,0,0
LM0111,7,50032513,WPD108.1.A.1F,0,f,06.02.2016,423,60,WP,WPD,WM1.12/4.3,903,(in mating 6844),Eflab,2,8_May_17,18.93,98.2355993772704,BP,0,0
LM0111,8,50032513,WPD108.1.A.1F,0,f,06.02.2016,423,60,WP,WPD,WM1.12/4.3,903,(in mating 6844),Eflab,2,8_May_17,18.33,95.1219512195122,BW,54245.2830188679,28750
LM0111,9,50032513,WPD108.1.A.1F,0,f,06.02.2016,423,60,WP,WPD,WM1.12/4.3,903,(in mating 6844),Eflab,2,8_May_17,17.59,91.2817851582771,KZ,1271428.57142857,445000
LM0112,0,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,14.5,102.401129943503,FI,0,0
LM0112,1,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,14.16,100,PY,0,0
LM0112,10,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,14.65,103.460451977401,KU,0,0
LM0112,11,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,14.58,102.966101694915,AV,0,0
LM0112,2,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,14.71,103.88418079096,CK,0,0
LM0112,3,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,13.81,97.5282485875706,GK,0,0
LM0112,4,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,13.18,93.0790960451977,IJ,82580.6451612903,76800
LM0112,5,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,13.07,92.3022598870057,SU,1103125,882500
LM0112,6,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,12.82,90.5367231638418,IT,4543269.23076923,5906250
LM0112,7,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,13.34,94.2090395480226,EY,1376470.58823529,2340000
LM0112,8,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,14.32,101.129943502825,CX,288793.103448276,670000
LM0112,9,50035524,PWD158.1.D.4F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/5.1,2164,,EI64,12,11_May_17,15.06,106.35593220339,CO,10698.1981981982,23750
LM0113,0,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,NA,NA,KW,0,0
LM0113,1,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,19.34,100,QU,0,0
LM0113,10,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,17.33,89.6070320579111,NS,0,0
LM0113,11,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,18.57,96.0186142709411,GT,0,0
LM0113,2,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,18.04,93.2781799379524,MW,0,0
LM0113,3,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,19.14,98.9658738366081,IL,0,0
LM0113,4,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,18.11,93.6401240951396,AG,641.025641025641,2500
LM0113,5,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,16.35,84.5398138572906,HP,1072592.59259259,1737600
LM0113,6,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,17.18,88.8314374353671,EH,297674.418604651,768000
LM0113,7,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,16.9,87.3836608066184,YZ,221714.285714286,620800
LM0113,8,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,18.37,94.9844881075491,LT,56188.9250814332,172500
LM0113,9,50033501,WSB144.2.A.1F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.2,1716,(in mating 6840),EI64,1,8_May_17,17.77,91.8821096173733,LQ,1086.95652173913,5000
LM0114,0,50033502,WSB144.2.A.2F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.1,23,(in mating 7330),Eflab,17,11_May_17,18.58,97.3794549266247,TU,0,0
LM0114,1,50033502,WSB144.2.A.2F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.1,23,(in mating 7330),Eflab,17,11_May_17,19.08,100,CL,0,0
LM0114,2,50033502,WSB144.2.A.2F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.1,23,(in mating 7330),Eflab,17,11_May_17,18.56,97.2746331236897,HU,0,0
LM0114,3,50033502,WSB144.2.A.2F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.1,23,(in mating 7330),Eflab,17,11_May_17,16.72,87.6310272536688,DF,0,0
LM0114,4,50033502,WSB144.2.A.2F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.1,23,(in mating 7330),Eflab,17,11_May_17,17.24,90.356394129979,JT,0,0
LM0114,5,50033502,WSB144.2.A.2F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.1,23,(in mating 7330),Eflab,17,11_May_17,17.78,93.1865828092243,AY,0,0
LM0114,6,50033502,WSB144.2.A.2F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.1,23,(in mating 7330),Eflab,17,11_May_17,17.17,89.9895178197065,WX,0,0
LM0114,7,50033502,WSB144.2.A.2F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.1,23,(in mating 7330),Eflab,17,11_May_17,16.71,87.5786163522013,FU,498.00796812749,1250
LM0114,8,50033502,WSB144.2.A.2F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.1,23,(in mating 7330),Eflab,17,11_May_17,15.25,79.9266247379455,QZ,750000,210000
LM0114,9,50033502,WSB144.2.A.2F,0,f,28.02.2016,401,57,WSB,WSB,WM1.12/4.1,23,(in mating 7330),Eflab,17,11_May_17,13.16,68.9727463312369,PR,1000000,20000
LM0115,0,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,15.74,99.620253164557,DP,0,0
LM0115,1,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,15.8,100,OS,0,0
LM0115,10,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,15.71,99.4303797468354,JZ,23305.0847457627,27500
LM0115,11,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,15.02,95.0632911392405,MV,66235.3666050524,107500
LM0115,2,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,15.64,98.9873417721519,DG,0,0
LM0115,3,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,15.55,98.4177215189873,AX,0,0
LM0115,4,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,15.06,95.3164556962025,WY,66950.3546099291,94400
LM0115,5,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,13.88,87.8481012658228,NR,490740.740740741,397500
LM0115,6,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,14.19,89.8101265822785,FX,9028301.88679245,9570000
LM0115,7,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,14.65,92.7215189873418,KO,2698224.85207101,4560000
LM0115,8,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,15.33,97.0253164556962,GL,293539.325842697,522500
LM0115,9,50034794,PWD157.1.B.1F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,EI64,24,11_May_17,15.47,97.9113924050633,GU,32500,65000
LM0116,0,50034796,PWD157.1.B.3F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,Eflab,18,11_May_17,16.57,98.3382789317507,AT,0,0
LM0116,1,50034796,PWD157.1.B.3F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,Eflab,18,11_May_17,16.85,100,DO,0,0
LM0116,2,50034796,PWD157.1.B.3F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,Eflab,18,11_May_17,16.77,99.5252225519288,CW,0,0
LM0116,3,50034796,PWD157.1.B.3F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,Eflab,18,11_May_17,16.55,98.2195845697329,GS,0,0
LM0116,4,50034796,PWD157.1.B.3F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,Eflab,18,11_May_17,16.04,95.1928783382789,GZ,0,0
LM0116,5,50034796,PWD157.1.B.3F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,Eflab,18,11_May_17,16.09,95.4896142433234,RT,0,0
LM0116,6,50034796,PWD157.1.B.3F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,Eflab,18,11_May_17,15.61,92.6409495548961,KV,0,0
LM0116,7,50034796,PWD157.1.B.3F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,Eflab,18,11_May_17,15.46,91.7507418397626,GV,0,0
LM0116,8,50034796,PWD157.1.B.3F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,Eflab,18,11_May_17,14.17,84.0949554896142,DR,1441176.47058824,245000
LM0116,9,50034796,PWD157.1.B.3F,0,f,31.03.2016,369,53,PWD,PWD,WM1.12/5.1,2006,,Eflab,18,11_May_17,12.62,74.8961424332344,RV,731707.317073171,300000
LM0117,0,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,NA,NA,KN,0,0
LM0117,1,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,17.49,100,MY,0,0
LM0117,10,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,17.35,99.199542595769,EU,722.543352601156,1250
LM0117,11,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,17.4,99.4854202401372,GH,0,0
LM0117,2,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,16.77,95.8833619210978,EZ,0,0
LM0117,3,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,17.01,97.2555746140652,EP,0,0
LM0117,4,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,17.76,101.543739279588,MO,0,0
LM0117,5,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,17.03,97.3699256718125,FW,15463.9175257732,45000
LM0117,6,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,17.4,99.4854202401372,RW,711111.111111111,1792000
LM0117,7,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,16.75,95.7690108633505,DI,178316.498316498,529600
LM0117,8,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,17.43,99.6569468267582,UZ,22727.2727272727,47500
LM0117,9,50034112,WPC103.1.A.2M,0,m,27.02.2016,402,57,WP,WPC,WM1.12/4.1,189,(in mating 7331),EI64,4,8_May_17,17.54,100.285877644368,AW,7117.43772241993,20000
LM0118,0,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,18.63,101.525885558583,GW,0,0
LM0118,1,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,18.35,100,GQ,0,0
LM0118,10,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,18.56,101.144414168937,IV,2564.10256410256,5000
LM0118,11,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,17.75,96.7302452316076,TY,464.684014869888,1250
LM0118,2,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,18.8,102.452316076294,BK,0,0
LM0118,3,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,18.82,102.561307901907,LP,0,0
LM0118,4,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,17.72,96.566757493188,AD,1344.08602150538,2500
LM0118,5,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,17.25,94.0054495912806,TW,938775.510204082,1380000
LM0118,6,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,17.43,94.9863760217984,FZ,5500000,12375000
LM0118,7,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,17.67,96.2942779291553,KY,808401.639344262,1972500
LM0118,8,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,18.45,100.544959128065,AZ,585616.438356164,1282500
LM0118,9,50035521,PWD158.1.D.1F,0,f,16.04.2016,353,50,PWD,PWD,WM1.12/4.1,2582,(in mating 6838),EI64,13,11_May_17,18.57,101.198910081744,RY,32663.3165829146,65000
LM0119,0,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,18.23,98.4341252699784,PW,0,0
LM0119,1,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,18.52,100,IS,0,0
LM0119,10,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,18.45,99.622030237581,GI,42763.1578947368,48750
LM0119,11,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,17.9,96.6522678185745,GR,943.396226415094,2500
LM0119,2,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,18.82,101.619870410367,IO,0,0
LM0119,3,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,18.62,100.539956803456,VX,0,0
LM0119,4,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,17.45,94.2224622030238,AI,5642.45810055866,10100
LM0119,5,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,17.84,96.3282937365011,AR,319148.936170213,300000
LM0119,6,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,17.81,96.1663066954644,MX,902173.913043478,1452500
LM0119,7,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,18.75,101.241900647948,FS,257645.259938838,842500
LM0119,8,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,19.18,103.563714902808,JO,19519.5195195195,65000
LM0119,9,50032510,WPD107.1.A.1F,0,f,05.02.2016,424,61,WP,WPD,WM1.12/4.3,50,(in mating 6843),EI64,19,11_May_17,19.21,103.725701943844,OV,3257.32899022801,10000
LM0120,0,50032507,WPD107.1.A.1M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.6,413,(in mating 6843),Eflab,22,11_May_17,19.12,97.4515800203874,CR,0,0
LM0120,1,50032507,WPD107.1.A.1M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.6,413,(in mating 6843),Eflab,22,11_May_17,19.62,100,LM,0,0
LM0120,2,50032507,WPD107.1.A.1M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.6,413,(in mating 6843),Eflab,22,11_May_17,19.92,101.529051987768,CQ,0,0
LM0120,3,50032507,WPD107.1.A.1M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.6,413,(in mating 6843),Eflab,22,11_May_17,19.32,98.4709480122324,KP,0,0
LM0120,4,50032507,WPD107.1.A.1M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.6,413,(in mating 6843),Eflab,22,11_May_17,18.66,95.1070336391437,DN,0,0
LM0120,5,50032507,WPD107.1.A.1M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.6,413,(in mating 6843),Eflab,22,11_May_17,19.05,97.0948012232416,OT,0,0
LM0120,6,50032507,WPD107.1.A.1M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.6,413,(in mating 6843),Eflab,22,11_May_17,18.49,94.2405708460754,IZ,0,0
LM0120,7,50032507,WPD107.1.A.1M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.6,413,(in mating 6843),Eflab,22,11_May_17,18.77,95.6676860346585,FT,3597.12230215827,5000
LM0120,8,50032507,WPD107.1.A.1M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.6,413,(in mating 6843),Eflab,22,11_May_17,17.31,88.2262996941896,BE,163793.103448276,47500
LM0120,9,50032507,WPD107.1.A.1M,0,m,05.02.2016,424,61,WP,WPD,WM1.12/8.6,413,(in mating 6843),Eflab,22,11_May_17,16.08,81.9571865443425,ES,421052.631578947,80000
LM0121,0,50033536,WPD107.1.B.1F,0,f,03.03.2016,397,57,WP,WPD,WM1.12/4.4,632,(in mating 7335),Eflab,21,11_May_17,15.65,96.3669950738916,DT,0,0
LM0121,1,50033536,WPD107.1.B.1F,0,f,03.03.2016,397,57,WP,WPD,WM1.12/4.4,632,(in mating 7335),Eflab,21,11_May_17,16.24,100,QV,0,0
LM0121,2,50033536,WPD107.1.B.1F,0,f,03.03.2016,397,57,WP,WPD,WM1.12/4.4,632,(in mating 7335),Eflab,21,11_May_17,15.98,98.3990147783251,FH,0,0
LM0121,3,50033536,WPD107.1.B.1F,0,f,03.03.2016,397,57,WP,WPD,WM1.12/4.4,632,(in mating 7335),Eflab,21,11_May_17,16.13,99.3226600985222,NP,0,0
LM0121,4,50033536,WPD107.1.B.1F,0,f,03.03.2016,397,57,WP,WPD,WM1.12/4.4,632,(in mating 7335),Eflab,21,11_May_17,15.03,92.5492610837438,JM,0,0
LM0121,5,50033536,WPD107.1.B.1F,0,f,03.03.2016,397,57,WP,WPD,WM1.12/4.4,632,(in mating 7335),Eflab,21,11_May_17,15.03,92.5492610837438,BD,0,0
LM0121,6,50033536,WPD107.1.B.1F,0,f,03.03.2016,397,57,WP,WPD,WM1.12/4.4,632,(in mating 7335),Eflab,21,11_May_17,15.34,94.4581280788177,FK,0,0
LM0121,7,50033536,WPD107.1.B.1F,0,f,03.03.2016,397,57,WP,WPD,WM1.12/4.4,632,(in mating 7335),Eflab,21,11_May_17,14.9,91.7487684729064,IX,19480.5194805195,15000
LM0121,8,50033536,WPD107.1.B.1F,0,f,03.03.2016,397,57,WP,WPD,WM1.12/4.4,632,(in mating 7335),Eflab,21,11_May_17,13.63,83.9285714285714,MU,419642.857142857,58750
LM0121,9,50033536,WPD107.1.B.1F,0,f,03.03.2016,397,57,WP,WPD,WM1.12/4.4,632,(in mating 7335),Eflab,21,11_May_17,12.21,75.1847290640394,QX,421875,33750
