labels,EH_ID,dpi,weight,weight_dpi0,weightloss,fecweight,Expe,Eimeria,,
ISW,LM0228,3,20.87,18.56,-12.4461206897,,Expe005_2a,E88,,
HMU,LM0229,3,15.66,15.82,1.0113780025,,Expe005_2a,E88,,
WYZ,LM0230,3,16.03,15.87,-1.0081915564,,Expe005_2a,E88,,
LQX,LM0231,3,19.8,18.71,-5.8257616248,,Expe005_2a,E88,,
CSY,LM0232,3,24.08,24.14,0.2485501243,,Expe005_2a,E88,,
CMZ,LM0233,3,25.72,24.55,-4.7657841141,,Expe005_2a,E88,,
QRS,LM0234,3,28.12,28.55,1.5061295972,,Expe005_2a,E88,,
EIM,LM0235,3,18.81,17.03,-10.4521432766,,Expe005_2a,E88,,
DHR,LM0236,3,23.94,23.64,-1.269035533,,Expe005_2a,E88,,
HMY,LM0237,3,12.78,11.02,-15.9709618875,,Expe005_2a,E88,,
DIS,LM0238,3,17.12,15.31,-11.822338341,,Expe005_2a,E88,,
HTZ,LM0239,3,18.72,16.84,-11.1638954869,,Expe005_2a,E88,,
ALU,LM0240,3,18.16,16.19,-12.1680049413,,Expe005_2a,E88,,
HJZ,LM0241,3,15.37,14.51,-5.9269469331,,Expe005_2a,E88,,
GJY,LM0242,3,17.96,15.65,-14.7603833866,,Expe005_2a,E88,,
EMP,LM0243,3,18.79,18.58,-1.130247578,,Expe005_2a,E88,,
BFI,LM0244,3,14.31,12.33,-16.0583941606,,Expe005_2a,E88,,
FTV,LM0245,3,16.82,16.71,-0.65828845,,Expe005_2a,E88,,
BLN,LM0246,3,19.79,17.95,-10.2506963788,,Expe005_2a,E88,,
HLY,LM0247,3,24.58,25.21,2.49900833,,Expe005_2a,E88,,
AUZ,LM0248,3,19.15,17.99,-6.4480266815,,Expe005_2a,E88,,
KRZ,LM0249,3,22.05,22.27,0.9878760665,,Expe005_2a,E88,,
PVY,LM0250,3,20.84,20.59,-1.2141816416,,Expe005_2a,E88,,
DIM,LM0251,3,20.9,19.67,-6.2531774276,,Expe005_2a,E88,,
BHR,LM0252,3,15.32,15.01,-2.0652898068,,Expe005_2a,E88,,
EUZ,LM0253,3,11.53,11.08,-4.0613718412,,Expe005_2a,E88,,
FLV,LM0254,3,20.52,20.16,-1.7857142857,,Expe005_2a,E88,,
JWY,LM0255,3,15.78,14.65,-7.7133105802,,Expe005_2a,E88,,
FTY,LM0256,3,26.21,25.63,-2.2629730784,,Expe005_2a,E88,,
DIN,LM0257,3,20.22,19.57,-3.3214103219,,Expe005_2a,E88,,
PTU,LM0227,4,22,20.03,-9.8352471293,1.21,Expe005_2a,E88,,
BMX,LM0228,4,20.73,18.56,-11.6918103448,1.44,Expe005_2a,E88,,
HKV,LM0229,4,15.45,15.82,2.3388116308,1.28,Expe005_2a,E88,,
HPX,LM0230,4,15.84,15.87,0.1890359168,1.82,Expe005_2a,E88,,
SXZ,LM0231,4,19.08,18.71,-1.9775521112,1.46,Expe005_2a,E88,,
ANW,LM0232,4,23.86,24.14,1.15990058,1.7,Expe005_2a,E88,,
OPV,LM0233,4,26.11,24.55,-6.3543788187,1.75,Expe005_2a,E88,,
NUV,LM0234,4,29.85,28.55,-4.5534150613,1.93,Expe005_2a,E88,,
FHL,LM0235,4,18.81,17.03,-10.4521432766,1.03,Expe005_2a,E88,,
AOX,LM0236,4,24.15,23.64,-2.1573604061,1.8,Expe005_2a,E88,,
FLZ,LM0237,4,11.69,11.02,-6.0798548094,0.62,Expe005_2a,E88,,
ETZ,LM0238,4,16.9,15.31,-10.3853690398,0.84,Expe005_2a,E88,,
AEQ,LM0239,4,18.5,16.84,-9.8574821853,0.96,Expe005_2a,E88,,
UWY,LM0240,4,18.17,16.19,-12.2297714639,1.5,Expe005_2a,E88,,
PRS,LM0241,4,15.26,14.51,-5.1688490696,0.68,Expe005_2a,E88,,
MOX,LM0242,4,18,15.65,-15.0159744409,0.97,Expe005_2a,E88,,
JLT,LM0243,4,18.28,18.58,1.6146393972,1.96,Expe005_2a,E88,,
HJW,LM0244,4,14.23,12.33,-15.4095701541,0.58,Expe005_2a,E88,,
ARV,LM0245,4,16.85,16.71,-0.8378216637,1.88,Expe005_2a,E88,,
RTV,LM0246,4,19.95,17.95,-11.1420612813,2.08,Expe005_2a,E88,,
KUX,LM0247,4,24.58,25.21,2.49900833,2.54,Expe005_2a,E88,,
HJM,LM0248,4,19.04,17.99,-5.8365758755,2.47,Expe005_2a,E88,,
AES,LM0249,4,21.32,22.27,4.2658284688,2.4,Expe005_2a,E88,,
JOV,LM0250,4,20.65,20.59,-0.291403594,2.08,Expe005_2a,E88,,
BPR,LM0251,4,21.4,19.67,-8.7951194713,1.77,Expe005_2a,E88,,
HPY,LM0252,4,15.51,15.01,-3.3311125916,0.76,Expe005_2a,E88,,
CIY,LM0253,4,11.47,11.08,-3.5198555957,0.59,Expe005_2a,E88,,
JKL,LM0254,4,20.83,20.16,-3.3234126984,1.73,Expe005_2a,E88,,
CMS,LM0255,4,15.36,14.65,-4.8464163823,1.39,Expe005_2a,E88,,
KLZ,LM0256,4,25.9,25.63,-1.0534529848,1.44,Expe005_2a,E88,,
ELP,LM0257,4,20.27,19.57,-3.5769034236,0.95,Expe005_2a,E88,,
NXY,LM0227,5,,20.03,100,,Expe005_2a,E88,,
CEH,LM0228,5,,18.56,100,,Expe005_2a,E88,,
MNT,LM0229,5,,15.82,100,,Expe005_2a,E88,,
FJN,LM0230,5,,15.87,100,,Expe005_2a,E88,,
BUY,LM0231,5,,18.71,100,,Expe005_2a,E88,,
EMO,LM0232,5,,24.14,100,,Expe005_2a,E88,,
HKX,LM0233,5,,24.55,100,,Expe005_2a,E88,,
FJY,LM0234,5,,28.55,100,,Expe005_2a,E88,,
AGI,LM0235,5,,17.03,100,,Expe005_2a,E88,,
GOT,LM0236,5,,23.64,100,,Expe005_2a,E88,,
EHK,LM0237,5,,11.02,100,,Expe005_2a,E88,,
ENR,LM0238,5,,15.31,100,,Expe005_2a,E88,,
LRX,LM0239,5,,16.84,100,,Expe005_2a,E88,,
HJR,LM0240,5,,16.19,100,,Expe005_2a,E88,,
DFX,LM0241,5,,14.51,100,,Expe005_2a,E88,,
OQV,LM0242,5,,15.65,100,,Expe005_2a,E88,,
IPR,LM0243,5,,18.58,100,,Expe005_2a,E88,,
MXZ,LM0244,5,,12.33,100,,Expe005_2a,E88,,
HIK,LM0245,5,,16.71,100,,Expe005_2a,E88,,
IKZ,LM0246,5,,17.95,100,,Expe005_2a,E88,,
HOY,LM0247,5,,25.21,100,,Expe005_2a,E88,,
DOU,LM0248,5,,17.99,100,,Expe005_2a,E88,,
DOS,LM0249,5,,22.27,100,,Expe005_2a,E88,,
DLM,LM0250,5,,20.59,100,,Expe005_2a,E88,,
CJN,LM0251,5,,19.67,100,,Expe005_2a,E88,,
HIR,LM0252,5,,15.01,100,,Expe005_2a,E88,,
INS,LM0253,5,,11.08,100,,Expe005_2a,E88,,
BNX,LM0254,5,,20.16,100,,Expe005_2a,E88,,
IMX,LM0255,5,,14.65,100,,Expe005_2a,E88,,
BKQ,LM0256,5,,25.63,100,,Expe005_2a,E88,,
JOQ,LM0257,5,,19.57,100,,Expe005_2a,E88,,
BEH,LM0227,6,,20.03,100,,Expe005_2a,E88,,
EIY,LM0228,6,,18.56,100,,Expe005_2a,E88,,
KOU,LM0229,6,,15.82,100,,Expe005_2a,E88,,
GJS,LM0230,6,,15.87,100,,Expe005_2a,E88,,
FMT,LM0231,6,,18.71,100,,Expe005_2a,E88,,
EGZ,LM0232,6,,24.14,100,,Expe005_2a,E88,,
DVW,LM0233,6,,24.55,100,,Expe005_2a,E88,,
LNY,LM0234,6,,28.55,100,,Expe005_2a,E88,,
EMZ,LM0235,6,,17.03,100,,Expe005_2a,E88,,
KNZ,LM0236,6,,23.64,100,,Expe005_2a,E88,,
BFL,LM0237,6,,11.02,100,,Expe005_2a,E88,,
IOY,LM0238,6,,15.31,100,,Expe005_2a,E88,,
QVY,LM0239,6,,16.84,100,,Expe005_2a,E88,,
CKZ,LM0240,6,,16.19,100,,Expe005_2a,E88,,
EOZ,LM0241,6,,14.51,100,,Expe005_2a,E88,,
KTX,LM0242,6,,15.65,100,,Expe005_2a,E88,,
MPY,LM0243,6,,18.58,100,,Expe005_2a,E88,,
VWY,LM0244,6,,12.33,100,,Expe005_2a,E88,,
JOP,LM0245,6,,16.71,100,,Expe005_2a,E88,,
TUY,LM0246,6,,17.95,100,,Expe005_2a,E88,,
MNR,LM0247,6,,25.21,100,,Expe005_2a,E88,,
EFG,LM0248,6,,17.99,100,,Expe005_2a,E88,,
HLW,LM0249,6,,22.27,100,,Expe005_2a,E88,,
KOS,LM0250,6,,20.59,100,,Expe005_2a,E88,,
ADS,LM0251,6,,19.67,100,,Expe005_2a,E88,,
DQY,LM0252,6,,15.01,100,,Expe005_2a,E88,,
KWZ,LM0253,6,,11.08,100,,Expe005_2a,E88,,
GMQ,LM0254,6,,20.16,100,,Expe005_2a,E88,,
BNV,LM0255,6,,14.65,100,,Expe005_2a,E88,,
LPS,LM0256,6,,25.63,100,,Expe005_2a,E88,,
BKN,LM0257,6,,19.57,100,,Expe005_2a,E88,,
FKN,LM0227,7,,20.03,100,,Expe005_2a,E88,,
FIY,LM0228,7,,18.56,100,,Expe005_2a,E88,,
HIO,LM0229,7,,15.82,100,,Expe005_2a,E88,,
JTV,LM0230,7,,15.87,100,,Expe005_2a,E88,,
BGQ,LM0231,7,,18.71,100,,Expe005_2a,E88,,
HKN,LM0232,7,,24.14,100,,Expe005_2a,E88,,
COR,LM0233,7,,24.55,100,,Expe005_2a,E88,,
BIS,LM0234,7,,28.55,100,,Expe005_2a,E88,,
AJU,LM0235,7,,17.03,100,,Expe005_2a,E88,,
DOP,LM0236,7,,23.64,100,,Expe005_2a,E88,,
CKV,LM0237,7,,11.02,100,,Expe005_2a,E88,,
CJQ,LM0238,7,,15.31,100,,Expe005_2a,E88,,
GNZ,LM0239,7,,16.84,100,,Expe005_2a,E88,,
KMX,LM0240,7,,16.19,100,,Expe005_2a,E88,,
ADE,LM0241,7,,14.51,100,,Expe005_2a,E88,,
AKX,LM0242,7,,15.65,100,,Expe005_2a,E88,,
QUW,LM0243,7,,18.58,100,,Expe005_2a,E88,,
LNX,LM0244,7,,12.33,100,,Expe005_2a,E88,,
OST,LM0245,7,,16.71,100,,Expe005_2a,E88,,
BOY,LM0246,7,,17.95,100,,Expe005_2a,E88,,
AIK,LM0247,7,,25.21,100,,Expe005_2a,E88,,
JLX,LM0248,7,,17.99,100,,Expe005_2a,E88,,
MRS,LM0249,7,,22.27,100,,Expe005_2a,E88,,
AKN,LM0250,7,,20.59,100,,Expe005_2a,E88,,
BDH,LM0251,7,,19.67,100,,Expe005_2a,E88,,
MNY,LM0252,7,,15.01,100,,Expe005_2a,E88,,
BEW,LM0253,7,,11.08,100,,Expe005_2a,E88,,
BKZ,LM0254,7,,20.16,100,,Expe005_2a,E88,,
EIR,LM0255,7,,14.65,100,,Expe005_2a,E88,,
LRU,LM0256,7,,25.63,100,,Expe005_2a,E88,,
DIW,LM0257,7,,19.57,100,,Expe005_2a,E88,,
KQR,LM0227,8,,20.03,100,,Expe005_2a,E88,,
ATY,LM0228,8,,18.56,100,,Expe005_2a,E88,,
BHK,LM0229,8,,15.82,100,,Expe005_2a,E88,,
SUV,LM0230,8,,15.87,100,,Expe005_2a,E88,,
NSW,LM0231,8,,18.71,100,,Expe005_2a,E88,,
BDG,LM0232,8,,24.14,100,,Expe005_2a,E88,,
NSY,LM0233,8,,24.55,100,,Expe005_2a,E88,,
EQW,LM0234,8,,28.55,100,,Expe005_2a,E88,,
DQZ,LM0235,8,,17.03,100,,Expe005_2a,E88,,
JTW,LM0236,8,,23.64,100,,Expe005_2a,E88,,
GMS,LM0237,8,,11.02,100,,Expe005_2a,E88,,
NQW,LM0238,8,,15.31,100,,Expe005_2a,E88,,
MPT,LM0239,8,,16.84,100,,Expe005_2a,E88,,
AGU,LM0240,8,,16.19,100,,Expe005_2a,E88,,
IUZ,LM0241,8,,14.51,100,,Expe005_2a,E88,,
IMS,LM0242,8,,15.65,100,,Expe005_2a,E88,,
ABH,LM0243,8,,18.58,100,,Expe005_2a,E88,,
JSU,LM0244,8,,12.33,100,,Expe005_2a,E88,,
DLX,LM0245,8,,16.71,100,,Expe005_2a,E88,,
AMS,LM0246,8,,17.95,100,,Expe005_2a,E88,,
GQS,LM0247,8,,25.21,100,,Expe005_2a,E88,,
AIV,LM0248,8,,17.99,100,,Expe005_2a,E88,,
SVX,LM0249,8,,22.27,100,,Expe005_2a,E88,,
EKP,LM0250,8,,20.59,100,,Expe005_2a,E88,,
ISU,LM0251,8,,19.67,100,,Expe005_2a,E88,,
FHO,LM0252,8,,15.01,100,,Expe005_2a,E88,,
DKS,LM0253,8,,11.08,100,,Expe005_2a,E88,,
EFT,LM0254,8,,20.16,100,,Expe005_2a,E88,,
GXY,LM0255,8,,14.65,100,,Expe005_2a,E88,,
ABE,LM0256,8,,25.63,100,,Expe005_2a,E88,,
JKN,LM0257,8,,19.57,100,,Expe005_2a,E88,,
BIR,LM0227,9,,20.03,100,,Expe005_2a,E88,,
IQU,LM0228,9,,18.56,100,,Expe005_2a,E88,,
LRZ,LM0229,9,,15.82,100,,Expe005_2a,E88,,
FMP,LM0230,9,,15.87,100,,Expe005_2a,E88,,
IWY,LM0231,9,,18.71,100,,Expe005_2a,E88,,
NOT,LM0232,9,,24.14,100,,Expe005_2a,E88,,
NPY,LM0233,9,,24.55,100,,Expe005_2a,E88,,
HLX,LM0234,9,,28.55,100,,Expe005_2a,E88,,
BFG,LM0235,9,,17.03,100,,Expe005_2a,E88,,
GPS,LM0236,9,,23.64,100,,Expe005_2a,E88,,
LOT,LM0237,9,,11.02,100,,Expe005_2a,E88,,
HOU,LM0238,9,,15.31,100,,Expe005_2a,E88,,
CFW,LM0239,9,,16.84,100,,Expe005_2a,E88,,
HJT,LM0240,9,,16.19,100,,Expe005_2a,E88,,
ADF,LM0241,9,,14.51,100,,Expe005_2a,E88,,
ALN,LM0242,9,,15.65,100,,Expe005_2a,E88,,
HUZ,LM0243,9,,18.58,100,,Expe005_2a,E88,,
BGL,LM0244,9,,12.33,100,,Expe005_2a,E88,,
BOV,LM0245,9,,16.71,100,,Expe005_2a,E88,,
ACY,LM0246,9,,17.95,100,,Expe005_2a,E88,,
COW,LM0247,9,,25.21,100,,Expe005_2a,E88,,
DEW,LM0248,9,,17.99,100,,Expe005_2a,E88,,
RSX,LM0249,9,,22.27,100,,Expe005_2a,E88,,
CMV,LM0250,9,,20.59,100,,Expe005_2a,E88,,
BQU,LM0251,9,,19.67,100,,Expe005_2a,E88,,
GQW,LM0252,9,,15.01,100,,Expe005_2a,E88,,
DFZ,LM0253,9,,11.08,100,,Expe005_2a,E88,,
MNW,LM0254,9,,20.16,100,,Expe005_2a,E88,,
OQS,LM0255,9,,14.65,100,,Expe005_2a,E88,,
EFY,LM0256,9,,25.63,100,,Expe005_2a,E88,,
LNW,LM0257,9,,19.57,100,,Expe005_2a,E88,,
GPR,LM0227,10,,20.03,100,,Expe005_2a,E88,,
ANO,LM0228,10,,18.56,100,,Expe005_2a,E88,,
ORU,LM0229,10,,15.82,100,,Expe005_2a,E88,,
CKO,LM0230,10,,15.87,100,,Expe005_2a,E88,,
AOR,LM0231,10,,18.71,100,,Expe005_2a,E88,,
KRU,LM0232,10,,24.14,100,,Expe005_2a,E88,,
OTX,LM0233,10,,24.55,100,,Expe005_2a,E88,,
CNW,LM0234,10,,28.55,100,,Expe005_2a,E88,,
FJX,LM0235,10,,17.03,100,,Expe005_2a,E88,,
DKN,LM0236,10,,23.64,100,,Expe005_2a,E88,,
CJT,LM0237,10,,11.02,100,,Expe005_2a,E88,,
IOX,LM0238,10,,15.31,100,,Expe005_2a,E88,,
AJT,LM0239,10,,16.84,100,,Expe005_2a,E88,,
ENX,LM0240,10,,16.19,100,,Expe005_2a,E88,,
JNU,LM0241,10,,14.51,100,,Expe005_2a,E88,,
JLO,LM0242,10,,15.65,100,,Expe005_2a,E88,,
DQW,LM0243,10,,18.58,100,,Expe005_2a,E88,,
BFV,LM0244,10,,12.33,100,,Expe005_2a,E88,,
AOT,LM0245,10,,16.71,100,,Expe005_2a,E88,,
KUY,LM0246,10,,17.95,100,,Expe005_2a,E88,,
OQY,LM0247,10,,25.21,100,,Expe005_2a,E88,,
CJO,LM0248,10,,17.99,100,,Expe005_2a,E88,,
MPW,LM0249,10,,22.27,100,,Expe005_2a,E88,,
GNV,LM0250,10,,20.59,100,,Expe005_2a,E88,,
BEX,LM0251,10,,19.67,100,,Expe005_2a,E88,,
CDX,LM0252,10,,15.01,100,,Expe005_2a,E88,,
NUW,LM0253,10,,11.08,100,,Expe005_2a,E88,,
BCM,LM0254,10,,20.16,100,,Expe005_2a,E88,,
DGJ,LM0255,10,,14.65,100,,Expe005_2a,E88,,
HIU,LM0256,10,,25.63,100,,Expe005_2a,E88,,
FHI,LM0257,10,,19.57,100,,Expe005_2a,E88,,
KMO,LM0227,11,,20.03,100,,Expe005_2a,E88,,
AIN,LM0228,11,,18.56,100,,Expe005_2a,E88,,
HJK,LM0229,11,,15.82,100,,Expe005_2a,E88,,
SUY,LM0230,11,,15.87,100,,Expe005_2a,E88,,
FLR,LM0231,11,,18.71,100,,Expe005_2a,E88,,
BDY,LM0232,11,,24.14,100,,Expe005_2a,E88,,
DHI,LM0233,11,,24.55,100,,Expe005_2a,E88,,
DNO,LM0234,11,,28.55,100,,Expe005_2a,E88,,
GMV,LM0235,11,,17.03,100,,Expe005_2a,E88,,
BKL,LM0236,11,,23.64,100,,Expe005_2a,E88,,
DKQ,LM0237,11,,11.02,100,,Expe005_2a,E88,,
DMT,LM0238,11,,15.31,100,,Expe005_2a,E88,,
IJS,LM0239,11,,16.84,100,,Expe005_2a,E88,,
ABL,LM0240,11,,16.19,100,,Expe005_2a,E88,,
DHW,LM0241,11,,14.51,100,,Expe005_2a,E88,,
AHM,LM0242,11,,15.65,100,,Expe005_2a,E88,,
PUY,LM0243,11,,18.58,100,,Expe005_2a,E88,,
BNO,LM0244,11,,12.33,100,,Expe005_2a,E88,,
BLT,LM0245,11,,16.71,100,,Expe005_2a,E88,,
BGU,LM0246,11,,17.95,100,,Expe005_2a,E88,,
LRS,LM0247,11,,25.21,100,,Expe005_2a,E88,,
AHV,LM0248,11,,17.99,100,,Expe005_2a,E88,,
AIP,LM0249,11,,22.27,100,,Expe005_2a,E88,,
GOY,LM0250,11,,20.59,100,,Expe005_2a,E88,,
BMS,LM0251,11,,19.67,100,,Expe005_2a,E88,,
CDQ,LM0252,11,,15.01,100,,Expe005_2a,E88,,
BFS,LM0253,11,,11.08,100,,Expe005_2a,E88,,
ADG,LM0254,11,,20.16,100,,Expe005_2a,E88,,
HXY,LM0255,11,,14.65,100,,Expe005_2a,E88,,
ILS,LM0256,11,,25.63,100,,Expe005_2a,E88,,
IOU,LM0257,11,,19.57,100,,Expe005_2a,E88,,
BMV,LM0258,0,17.53,17.53,0,1.82,Expe005_2b,E64,,
EGM,LM0259,0,24.62,24.62,0,2.12,Expe005_2b,E64,spilled inoculum,
AEY,LM0260,0,20.11,20.11,0,1.65,Expe005_2b,E64,,
CNO,LM0261,0,15.38,15.38,0,1.7,Expe005_2b,E64,,
CTU,LM0262,0,15.24,15.24,0,2.75,Expe005_2b,E64,,
FGS,LM0263,0,18.47,18.47,0,1.4,Expe005_2b,E64,,
AQZ,LM0264,0,17.69,17.69,0,1.45,Expe005_2b,E64,,
MPQ,LM0265,0,23.29,23.29,0,1.48,Expe005_2b,E64,,
CTY,LM0266,0,18.04,18.04,0,1.06,Expe005_2b,E64,,
APV,LM0267,0,26.73,26.73,0,1.17,Expe005_2b,E64,,
BNZ,LM0268,0,18.01,18.01,0,1.6,Expe005_2b,E64,,
AFM,LM0269,0,20.09,20.09,0,2.33,Expe005_2b,E64,,
BDO,LM0270,0,19.14,19.14,0,1.47,Expe005_2b,E64,,
BDE,LM0271,0,21.28,21.28,0,1.85,Expe005_2b,E64,,
CPX,LM0272,0,16.13,16.13,0,1.3,Expe005_2b,E64,,
HVY,LM0273,0,18.66,18.66,0,2.22,Expe005_2b,E64,,
BRY,LM0274,0,24.65,24.65,0,1.85,Expe005_2b,E64,,
IOR,LM0275,0,19.4,19.4,0,1.67,Expe005_2b,E64,,
NTZ,LM0276,0,24.31,24.31,0,1.67,Expe005_2b,E64,,
DMX,LM0277,0,19.36,19.36,0,1.4,Expe005_2b,E64,,
CPQ,LM0278,0,17.54,17.54,0,1.75,Expe005_2b,E64,,
NPZ,LM0279,0,13.43,13.43,0,1.66,Expe005_2b,E64,,
CJR,LM0280,0,16.32,16.32,0,1.19,Expe005_2b,E64,,
HLS,LM0281,0,14.41,14.41,0,1.35,Expe005_2b,E64,,
BCF,LM0282,0,24.32,24.32,0,1.18,Expe005_2b,E64,,
BDR,LM0283,0,15.15,15.15,0,1.32,Expe005_2b,E64,,
BGH,LM0284,0,21.53,21.53,0,1.88,Expe005_2b,E64,,
BDK,LM0285,0,15.92,15.92,0,1.66,Expe005_2b,E64,,
MOR,LM0286,0,15.42,15.42,0,2.13,Expe005_2b,E64,,
BET,LM0287,0,19.81,19.81,0,0.73,Expe005_2b,E64,,
BHU,LM0288,0,17.29,17.29,0,1.49,Expe005_2b,E64,,
FPX,LM0289,0,19.44,19.44,0,1.69,Expe005_2b,E64,,
BGW,LM0291,0,16.53,16.53,0,0.95,Expe005_2b,E64,,
FMN,LM0292,0,20.56,20.56,0,1.69,Expe005_2b,E64,,
EMW,LM0293,0,16.94,16.94,0,1.63,Expe005_2b,E64,,
QXZ,LM0294,0,13.66,13.66,0,1.58,Expe005_2b,E64,,
ADX,LM0295,0,17.12,17.12,0,2,Expe005_2b,E64,,
GLU,LM0258,1,17.24,17.53,1.6543069025,,Expe005_2b,E64,,
CRU,LM0259,1,24.71,24.62,-0.3655564582,,Expe005_2b,E64,,
LUX,LM0260,1,19.93,20.11,0.8950770761,,Expe005_2b,E64,,
CHT,LM0261,1,15.79,15.38,-2.6657997399,,Expe005_2b,E64,,
KTV,LM0262,1,14.89,15.24,2.2965879265,,Expe005_2b,E64,,
TVZ,LM0263,1,18.96,18.47,-2.6529507309,,Expe005_2b,E64,,
NSX,LM0264,1,14.68,17.69,17.0152628604,,Expe005_2b,E64,"calm,but fit",
GPZ,LM0265,1,23.78,23.29,-2.1039072563,,Expe005_2b,E64,,
DPQ,LM0266,1,18.7,18.04,-3.6585365854,,Expe005_2b,E64,,
ITZ,LM0267,1,26.72,26.73,0.0374111485,,Expe005_2b,E64,,
EJR,LM0268,1,18.15,18.01,-0.7773459189,,Expe005_2b,E64,,
BCU,LM0269,1,20.91,20.09,-4.0816326531,,Expe005_2b,E64,,
JTZ,LM0270,1,19.88,19.14,-3.8662486938,,Expe005_2b,E64,,
CEU,LM0271,1,20.92,21.28,1.6917293233,,Expe005_2b,E64,,
CNY,LM0272,1,16.16,16.13,-0.1859888407,,Expe005_2b,E64,,
EMU,LM0273,1,18.6,18.66,0.3215434084,,Expe005_2b,E64,,
TUZ,LM0274,1,22.59,24.65,8.3569979716,,Expe005_2b,E64,,
FKX,LM0275,1,17.92,19.4,7.6288659794,,Expe005_2b,E64,,
CRZ,LM0276,1,24.3,24.31,0.0411353353,,Expe005_2b,E64,,
EXY,LM0277,1,19.45,19.36,-0.4648760331,,Expe005_2b,E64,,
IKU,LM0278,1,17.35,17.54,1.0832383124,,Expe005_2b,E64,,
JOR,LM0279,1,13.13,13.43,2.2338049144,,Expe005_2b,E64,,
HKQ,LM0280,1,16.23,16.32,0.5514705882,,Expe005_2b,E64,,
JMN,LM0281,1,13.99,14.41,2.9146426093,,Expe005_2b,E64,,
EOS,LM0282,1,23.8,24.32,2.1381578947,,Expe005_2b,E64,,
DLY,LM0283,1,14.56,15.15,3.8943894389,,Expe005_2b,E64,,
AEK,LM0284,1,21.88,21.53,-1.6256386438,,Expe005_2b,E64,,
BMQ,LM0285,1,15.28,15.92,4.0201005025,,Expe005_2b,E64,,
EVX,LM0286,1,15.38,15.42,0.2594033722,,Expe005_2b,E64,,
HSX,LM0287,1,19.16,19.81,3.2811711257,,Expe005_2b,E64,,
HRX,LM0288,1,16.81,17.29,2.7761711972,,Expe005_2b,E64,,
GKW,LM0289,1,18.93,19.44,2.6234567901,,Expe005_2b,E64,,
OUZ,LM0291,1,16.39,16.53,0.8469449486,,Expe005_2b,E64,,
NTW,LM0292,1,20.57,20.56,-0.0486381323,,Expe005_2b,E64,,
JRU,LM0293,1,16.89,16.94,0.2951593861,,Expe005_2b,E64,,
CLY,LM0294,1,13.63,13.66,0.2196193265,,Expe005_2b,E64,,
BJL,LM0295,1,17.4,17.12,-1.6355140187,,Expe005_2b,E64,,
QTU,LM0258,2,17.35,17.53,1.0268111808,,Expe005_2b,E64,,
KQT,LM0259,2,25.13,24.62,-2.0714865963,,Expe005_2b,E64,,
HKM,LM0260,2,19.46,20.11,3.2322227747,,Expe005_2b,E64,,
DMP,LM0261,2,15.41,15.38,-0.1950585176,,Expe005_2b,E64,,
EUX,LM0262,2,16.1,15.24,-5.6430446194,,Expe005_2b,E64,,
DEL,LM0263,2,18.25,18.47,1.1911207363,,Expe005_2b,E64,,
COY,LM0264,2,16.73,17.69,5.4267947993,,Expe005_2b,E64,,
BJT,LM0265,2,24.85,23.29,-6.698153714,,Expe005_2b,E64,,
DGL,LM0266,2,18.85,18.04,-4.4900221729,,Expe005_2b,E64,,
NQZ,LM0267,2,27.08,26.73,-1.3093901983,,Expe005_2b,E64,,
OPX,LM0268,2,18.21,18.01,-1.1104941699,,Expe005_2b,E64,,
DJO,LM0269,2,20.46,20.09,-1.8417122947,,Expe005_2b,E64,,
EFQ,LM0270,2,20.06,19.14,-4.8066875653,,Expe005_2b,E64,,
ADU,LM0271,2,21.61,21.28,-1.5507518797,,Expe005_2b,E64,,
MST,LM0272,2,15.92,16.13,1.3019218847,,Expe005_2b,E64,,
LNQ,LM0273,2,18.66,18.66,0,,Expe005_2b,E64,,
PSZ,LM0274,2,21.03,24.65,14.6855983773,,Expe005_2b,E64,,
KPQ,LM0275,2,19.53,19.4,-0.6701030928,,Expe005_2b,E64,,
ELO,LM0276,2,24.61,24.31,-1.2340600576,,Expe005_2b,E64,,
BIZ,LM0277,2,18.55,19.36,4.1838842975,,Expe005_2b,E64,,
GJK,LM0278,2,17.55,17.54,-0.0570125428,,Expe005_2b,E64,,
KPR,LM0279,2,13.42,13.43,0.0744601638,,Expe005_2b,E64,,
LNS,LM0280,2,16.46,16.32,-0.8578431373,,Expe005_2b,E64,,
HSY,LM0281,2,14.08,14.41,2.2900763359,,Expe005_2b,E64,,
LST,LM0282,2,20.36,24.32,16.2828947368,,Expe005_2b,E64,,
DHX,LM0283,2,14.5,15.15,4.2904290429,,Expe005_2b,E64,,
DEX,LM0284,2,20.02,21.53,7.0134695773,,Expe005_2b,E64,,
BEI,LM0285,2,15.28,15.92,4.0201005025,,Expe005_2b,E64,,
ITY,LM0286,2,15.42,15.42,0,,Expe005_2b,E64,,
DJR,LM0287,2,19.16,19.81,3.2811711257,,Expe005_2b,E64,,
BJW,LM0288,2,16.88,17.29,2.3713128976,,Expe005_2b,E64,,
JQX,LM0289,2,19.13,19.44,1.5946502058,,Expe005_2b,E64,,
CRT,LM0291,2,16.96,16.53,-2.6013309135,,Expe005_2b,E64,,
DJS,LM0292,2,21.11,20.56,-2.6750972763,,Expe005_2b,E64,,
GNW,LM0293,2,17.66,16.94,-4.2502951594,,Expe005_2b,E64,,
JNQ,LM0294,2,13.22,13.66,3.2210834553,,Expe005_2b,E64,,
