"labels","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","oocyst_mean","dilution","OPG"
"IO",NA,NA,NA,NA,NA,NA,NA
"KZ",NA,NA,NA,NA,NA,NA,NA
"PV",NA,NA,NA,NA,NA,NA,NA
"ST",NA,NA,NA,NA,NA,NA,NA
"JV",NA,NA,NA,NA,NA,NA,NA
"ER",NA,NA,NA,NA,NA,NA,NA
"CE",NA,NA,NA,NA,NA,NA,NA
"SW",NA,NA,NA,NA,NA,NA,NA
"BF",NA,NA,NA,NA,NA,NA,NA
"QZ",NA,NA,NA,NA,NA,NA,NA
"HK",NA,NA,NA,NA,NA,NA,NA
"OU",NA,NA,NA,NA,NA,NA,NA
"AY",NA,NA,NA,NA,NA,NA,NA
"TZ",NA,NA,NA,NA,NA,NA,NA
"NT",NA,NA,NA,NA,NA,NA,NA
"DZ",NA,NA,NA,NA,NA,NA,NA
"TW",NA,NA,NA,NA,NA,NA,NA
"LX",NA,NA,NA,NA,NA,NA,NA
"TU",NA,NA,NA,NA,NA,NA,NA
"BJ",NA,NA,NA,NA,NA,NA,NA
"AK",NA,NA,NA,NA,NA,NA,NA
"AR",NA,NA,NA,NA,NA,NA,NA
"TY",NA,NA,NA,NA,NA,NA,NA
"PY",NA,NA,NA,NA,NA,NA,NA
"QR",NA,NA,NA,NA,NA,NA,NA
"BO",NA,NA,NA,NA,NA,NA,NA
"GL",NA,NA,NA,NA,NA,NA,NA
"BI",NA,NA,NA,NA,NA,NA,NA
"HI",NA,NA,NA,NA,NA,NA,NA
"QY",NA,NA,NA,NA,NA,NA,NA
"WZ",NA,NA,NA,NA,NA,NA,NA
"FZ",NA,NA,NA,NA,NA,NA,NA
"DS",NA,NA,NA,NA,NA,NA,NA
"LR",NA,NA,NA,NA,NA,NA,NA
"HO",NA,NA,NA,NA,NA,NA,NA
"AF",NA,NA,NA,NA,NA,NA,NA
"LS",NA,NA,NA,NA,NA,NA,NA
"BM",NA,NA,NA,NA,NA,NA,NA
"VW",NA,NA,NA,NA,NA,NA,NA
"DQ",NA,NA,NA,NA,NA,NA,NA
"DX",NA,NA,NA,NA,NA,NA,NA
"GM",NA,NA,NA,NA,NA,NA,NA
"MX",NA,NA,NA,NA,NA,NA,NA
"GT",NA,NA,NA,NA,NA,NA,NA
"CL",NA,NA,NA,NA,NA,NA,NA
"KO",NA,NA,NA,NA,NA,NA,NA
"QX",NA,NA,NA,NA,NA,NA,NA
"JT",NA,NA,NA,NA,NA,NA,NA
"FW",NA,NA,NA,NA,NA,NA,NA
"PR",NA,NA,NA,NA,NA,NA,NA
"FY",NA,NA,NA,NA,NA,NA,NA
"BS",NA,NA,NA,NA,NA,NA,NA
"MN",NA,NA,NA,NA,NA,NA,NA
"KX",NA,NA,NA,NA,NA,NA,NA
"LY",NA,NA,NA,NA,NA,NA,NA
"GX",NA,NA,NA,NA,NA,NA,NA
"JX",NA,NA,NA,NA,NA,NA,NA
"HQ",NA,NA,NA,NA,NA,NA,NA
"KW",NA,NA,NA,NA,NA,NA,NA
"IT",NA,NA,NA,NA,NA,NA,NA
"EP",NA,NA,NA,NA,NA,NA,NA
"DI",NA,NA,NA,NA,NA,NA,NA
"MS",NA,NA,NA,NA,NA,NA,NA
"HR",NA,NA,NA,NA,NA,NA,NA
"QW",NA,NA,NA,NA,NA,NA,NA
"LZ",NA,NA,NA,NA,NA,NA,NA
"RY",NA,NA,NA,NA,NA,NA,NA
"ET",NA,NA,NA,NA,NA,NA,NA
"TX",NA,NA,NA,NA,NA,NA,NA
"HL",NA,NA,NA,NA,NA,NA,NA
"FI",NA,NA,NA,NA,NA,NA,NA
"NR",NA,NA,NA,NA,NA,NA,NA
"UV",NA,NA,NA,NA,NA,NA,NA
"CK",NA,NA,NA,NA,NA,NA,NA
"OW",NA,NA,NA,NA,NA,NA,NA
"GO",NA,NA,NA,NA,NA,NA,NA
"GS",NA,NA,NA,NA,NA,NA,NA
"LM",NA,NA,NA,NA,NA,NA,NA
"DF",NA,NA,NA,NA,NA,NA,NA
"BN",NA,NA,NA,NA,NA,NA,NA
"NU",NA,NA,NA,NA,NA,NA,NA
"OV",NA,NA,NA,NA,NA,NA,NA
"VZ",NA,NA,NA,NA,NA,NA,NA
"NO",NA,NA,NA,NA,NA,NA,NA
"EW",NA,NA,NA,NA,NA,NA,NA
"WY",NA,NA,NA,NA,NA,NA,NA
"BY",NA,NA,NA,NA,NA,NA,NA
"AQ",NA,NA,NA,NA,NA,NA,NA
"EV",NA,NA,NA,NA,NA,NA,NA
"LW",NA,NA,NA,NA,NA,NA,NA
"CU",NA,NA,NA,NA,NA,NA,NA
"IK",NA,NA,NA,NA,NA,NA,NA
"SY",NA,NA,NA,NA,NA,NA,NA
"GU",NA,NA,NA,NA,NA,NA,NA
"CM",NA,NA,NA,NA,NA,NA,NA
"XZ",NA,NA,NA,NA,NA,NA,NA
"AD",NA,NA,NA,NA,NA,NA,NA
"EQ",NA,NA,NA,NA,NA,NA,NA
"QU",NA,NA,NA,NA,NA,NA,NA
"NZ",NA,NA,NA,NA,NA,NA,NA
"AU",NA,NA,NA,NA,NA,NA,NA
"MU",NA,NA,NA,NA,NA,NA,NA
"FL",NA,NA,NA,NA,NA,NA,NA
"FS",NA,NA,NA,NA,NA,NA,NA
"NQ",NA,NA,NA,NA,NA,NA,NA
"UW",NA,NA,NA,NA,NA,NA,NA
"KY",NA,NA,NA,NA,NA,NA,NA
"DW",NA,NA,NA,NA,NA,NA,NA
"CP",NA,NA,NA,NA,NA,NA,NA
"CX",NA,NA,NA,NA,NA,NA,NA
"YZ",NA,NA,NA,NA,NA,NA,NA
"BH",NA,NA,NA,NA,NA,NA,NA
"AV",NA,NA,NA,NA,NA,NA,NA
"DE",NA,NA,NA,NA,NA,NA,NA
"LQ",NA,NA,NA,NA,NA,NA,NA
"EG",NA,NA,NA,NA,NA,NA,NA
"GZ",NA,NA,NA,NA,NA,NA,NA
"BT",NA,NA,NA,NA,NA,NA,NA
"DV",NA,NA,NA,NA,NA,NA,NA
"FV",NA,NA,NA,NA,NA,NA,NA
"OY",NA,NA,NA,NA,NA,NA,NA
"BZ",NA,NA,NA,NA,NA,NA,NA
"BX",NA,NA,NA,NA,NA,NA,NA
"MV",NA,NA,NA,NA,NA,NA,NA
"IY",NA,NA,NA,NA,NA,NA,NA
"CD",NA,NA,NA,NA,NA,NA,NA
"MR",NA,NA,NA,NA,NA,NA,NA
"AO",NA,NA,NA,NA,NA,NA,NA
"CJ",NA,NA,NA,NA,NA,NA,NA
"FH",NA,NA,NA,NA,NA,NA,NA
"DG",NA,NA,NA,NA,NA,NA,NA
"AB",NA,NA,NA,NA,NA,NA,NA
"CT",NA,NA,NA,NA,NA,NA,NA
"KM",NA,NA,NA,NA,NA,NA,NA
"MQ",NA,NA,NA,NA,NA,NA,NA
"CN",NA,NA,NA,NA,NA,NA,NA
"HZ",NA,NA,NA,NA,NA,NA,NA
"JZ",NA,NA,NA,NA,NA,NA,NA
"JS",NA,NA,NA,NA,NA,NA,NA
"LN",NA,NA,NA,NA,NA,NA,NA
"GJ",NA,NA,NA,NA,NA,NA,NA
"BU",NA,NA,NA,NA,NA,NA,NA
"DO",NA,NA,NA,NA,NA,NA,NA
"BG",NA,NA,NA,NA,NA,NA,NA
"JY",NA,NA,NA,NA,NA,NA,NA
"IR",NA,NA,NA,NA,NA,NA,NA
"LP",NA,NA,NA,NA,NA,NA,NA
"WX",NA,NA,NA,NA,NA,NA,NA
"RV",NA,NA,NA,NA,NA,NA,NA
"MZ",NA,NA,NA,NA,NA,NA,NA
"MT",NA,NA,NA,NA,NA,NA,NA
"IP",NA,NA,NA,NA,NA,NA,NA
"OS",NA,NA,NA,NA,NA,NA,NA
"GV",NA,NA,NA,NA,NA,NA,NA
"IN",NA,NA,NA,NA,NA,NA,NA
"GI",NA,NA,NA,NA,NA,NA,NA
"EM",NA,NA,NA,NA,NA,NA,NA
"RU",NA,NA,NA,NA,NA,NA,NA
"HS",NA,NA,NA,NA,NA,NA,NA
"FK",NA,NA,NA,NA,NA,NA,NA
"AJ",NA,NA,NA,NA,NA,NA,NA
"MP",NA,NA,NA,NA,NA,NA,NA
"DY",NA,NA,NA,NA,NA,NA,NA
"FG",NA,NA,NA,NA,NA,NA,NA
"HV",NA,NA,NA,NA,NA,NA,NA
"EH",NA,NA,NA,NA,NA,NA,NA
"SV",NA,NA,NA,NA,NA,NA,NA
"KL",NA,NA,NA,NA,NA,NA,NA
"IV",NA,NA,NA,NA,NA,NA,NA
"IZ",NA,NA,NA,NA,NA,NA,NA
"GR",NA,NA,NA,NA,NA,NA,NA
"HM",NA,NA,NA,NA,NA,NA,NA
"OX",NA,NA,NA,NA,NA,NA,NA
"NY",NA,NA,NA,NA,NA,NA,NA
"PU",NA,NA,NA,NA,NA,NA,NA
"KU",NA,NA,NA,NA,NA,NA,NA
"AN",NA,NA,NA,NA,NA,NA,NA
"MY",NA,NA,NA,NA,NA,NA,NA
"RS",NA,NA,NA,NA,NA,NA,NA
"AX",NA,NA,NA,NA,NA,NA,NA
"CS",NA,NA,NA,NA,NA,NA,NA
"DN",NA,NA,NA,NA,NA,NA,NA
"BL",NA,NA,NA,NA,NA,NA,NA
"KN",NA,NA,NA,NA,NA,NA,NA
"GP",NA,NA,NA,NA,NA,NA,NA
"HX",NA,NA,NA,NA,NA,NA,NA
"CY",NA,NA,NA,NA,NA,NA,NA
"OZ",NA,NA,NA,NA,NA,NA,NA
"CR",NA,NA,NA,NA,NA,NA,NA
"FT",NA,NA,NA,NA,NA,NA,NA
"EJ",NA,NA,NA,NA,NA,NA,NA
"EX",NA,NA,NA,NA,NA,NA,NA
"DU",NA,NA,NA,NA,NA,NA,NA
"RT",NA,NA,NA,NA,NA,NA,NA
"HN",NA,NA,NA,NA,NA,NA,NA
"XY",NA,NA,NA,NA,NA,NA,NA
"KV",NA,NA,NA,NA,NA,NA,NA
"PT",NA,NA,NA,NA,NA,NA,NA
"KP",NA,NA,NA,NA,NA,NA,NA
"QS",NA,NA,NA,NA,NA,NA,NA
"PX",NA,NA,NA,NA,NA,NA,NA
"EN",NA,NA,NA,NA,NA,NA,NA
"IJ",NA,NA,NA,NA,NA,NA,NA
"FO",NA,NA,NA,NA,NA,NA,NA
"HJ",NA,NA,NA,NA,NA,NA,NA
"NS",NA,NA,NA,NA,NA,NA,NA
"EU",NA,NA,NA,NA,NA,NA,NA
"FN",NA,NA,NA,NA,NA,NA,NA
"EO",NA,NA,NA,NA,NA,NA,NA
"JM",NA,NA,NA,NA,NA,NA,NA
"FM",NA,NA,NA,NA,NA,NA,NA
"JU",NA,NA,NA,NA,NA,NA,NA
"HP",NA,NA,NA,NA,NA,NA,NA
"AT",NA,NA,NA,NA,NA,NA,NA
"AC",NA,NA,NA,NA,NA,NA,NA
"DM",NA,NA,NA,NA,NA,NA,NA
"AE",NA,NA,NA,NA,NA,NA,NA
"MO",NA,NA,NA,NA,NA,NA,NA
"PW",NA,NA,NA,NA,NA,NA,NA
"IM",NA,NA,NA,NA,NA,NA,NA
"CO",NA,NA,NA,NA,NA,NA,NA
"OR",NA,NA,NA,NA,NA,NA,NA
