;Cycle;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;C12;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;E12;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;G12;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12
;1;-16,7354380374718;-31,9085349821798;-21,1478733121307;-13,1598896794171;-35,0641537246065;-19,6497524715669;-23,255025798614;-8,99312418681893;-20,2141827579499;-36,4569750353571;-29,6272890682289;37,054860181323;-31,2417814805453;-31,6369163096351;-16,5641266723583;-17,8922985477561;-18,8240095145834;-2,92116897698588;-21,2532631346744;-18,7562784895554;-33,7024892786308;-52,0903068051362;-8,0082296012356;-40,5578124525891;-0,90968039595964;-3,9006738869889;4,85606355607115;-1,1937692946226;-0,934695164180539;-14,1088934085337;-12,7309397074246;-27,0108086578907;-22,9548229993616;-38,3276102343643;-5,46557095287744;16,0392090212058;-18,0884901611048;-11,0237292373013;-1,03002160947017;-9,39457446361575;-21,307912340907;-24,2272671442292;-29,5514778218048;-54,0919400593862;-17,7513898277361;-25,4836632418428;-33,7566240525207;-3,71633213565656;-16,1553480797093;3,67724255941584;-2,3952403115336;-16,414581060676;-14,2379135062665;-10,313538511054;-16,118777983263;-16,1520119304255;-15,7431842101319;-15,7904091709406;-43,5672580114506;-21,4845310046476;-45,566342548279;-30,445744077058;-25,9934856688787;-12,773884645213;-25,2209191342026;-35,3829266663693;-36,430585632887;-38,5959970112981;-33,0022509141859;-32,3939433559381;-33,8369548990695;-41,252301485225;-21,905087666421;-8,96614342060229;-9,35034084097015;-11,2381322160186;-6,0657957636372;-21,3106514308515;4,76033576940972;-10,2407440709521;-12,4040313820392;-6,60304259896293;-20,9123418962517;-31,6338414748147;-31,3648558305063;-27,3304522509602;-30,3356950093221;-32,426805449707;-24,6494007423585;-51,5397173644187;-65,4054535688911;-10,1368164277847;-8,82686017413835;-10,2553508096426;-9,38055616030761;-14,0462808369548
;2;-7,32262153121701;-11,664858669953;-7,63330959262794;-4,42218658377305;-21,9619051425143;-5,43742992415355;-10,6987238210395;-3,15702040987389;-8,99523504846911;-25,8553483146061;-15,3265146716926;47,5077919979067;-17,0310320813787;-22,8963230313593;-9,29796398810277;-7,62323469100829;-3,93773696559174;8,27993880123358;-7,48044298590048;-2,07545545223547;-18,3173888708161;-35,4972124504147;-6,19417352522396;-23,6770241213071;10,2713941045213;1,43480857094482;4,72005325866758;3,53390132897403;7,62356019572371;-2,79685670558547;-5,45998982855144;-5,15799760222671;-10,1708120807407;-19,1225485085333;2,16317978785628;12,3232655308066;-10,1127350753577;-7,14180552998641;7,33452006888365;-0,35767970214647;-5,61834452824496;-9,644950884011;-5,90409037491463;-34,5797102399538;-3,32213706063112;-17,7051740110664;-18,7183302392423;-0,277199975847907;-3,13596227694507;7,83573419209006;11,9482220068526;-4,68561661320291;0,0292225071580106;-2,4752287351439;-8,27269169273222;4,20965511147142;-4,70546708917482;-1,78975598442366;-19,8207111267325;-16,0399604204245;-20,9286104588614;-18,2650635235959;-12,1421672338802;-5,032432705671;-8,78049303971147;-15,5132778148313;-5,61468319452752;-15,130532278713;-12,9577882484573;-15,7803973145192;-19,002578852158;-21,9396636283213;-1,26550859513236;-0,880721885517687;1,16797908797935;-2,1484071201121;-1,520078445119;6,81367233815763;10,0687995775193;-2,52229774156922;2,86375454931022;4,81366637496649;-4,84721329285685;-14,5827139992189;-21,4323777801433;-17,7779942319357;-15,7639497796849;-21,2391259401884;-16,4350374598112;-39,174995352339;-15,0546280845124;-10,8371694066113;-5,93761351401054;-5,33150950980416;-12,7948517651121;-5,1524523884259
;3;-5,42397893728003;-8,59517648559267;-1,57398692640072;-0,371124269906431;-11,4866851839975;-1,13966951994007;-4,06143905647377;-0,90738591579202;-1,47313721458249;-14,9142838170155;-5,72331772170583;44,9164003450433;-12,8714092925711;-12,9799029595915;-4,88667220789648;2,1520009824435;0,652650976634959;12,1306499365855;-4,13992416009478;3,5696365735057;-6,26737306430277;-14,3426756293434;-0,571843582623387;-24,5772952091729;17,0681357387043;8,78363633560093;12,458478508694;4,67260593729588;13,1526370260913;-2,78334623660294;6,14919049730906;4,18029330104491;-6,78586456380981;-5,47220951754025;9,03602116005368;9,95492426792634;-1,70882513409379;-2,8882934228759;7,63793212548899;4,7424416847698;0,308484950153797;-7,37741541908372;2,7402681748199;-20,6829667631382;1,58447752186248;-2,84960633392802;-12,5441273234132;1,1543593937472;0,836473825495887;8,37471838133706;11,5048646694136;-0,139261441705003;2,00214093564273;-3,92235565241799;-4,36525324559216;2,07674915781627;-2,41971661005618;0,761777325753883;-9,98199955350719;-11,3039417193454;-17,6083500109958;-7,40790991637277;-7,45465209018357;-5,39013670760505;-5,02982995880711;-6,62244905957232;-6,05057698078099;-6,00676810153436;-2,33221053524449;-6,00234523885956;-7,06494138844982;-18,4026723100701;-4,13164595871513;0,561897029169359;-2,28317514617765;0,671887996618807;0,0897771154027396;3,06824098729749;12,2109623530146;1,33492400160276;3,86387297525562;11,9434294492057;-0,0970851939332533;-7,06714281871473;-12,9234600132022;-15,403156011901;-9,12631942895223;-13,0421818812069;-9,67484200115086;-8,34886215589404;-9,50440263060636;-7,38008940663212;-7,55436053070025;-10,1541223655645;-5,1001396272045;-0,553385498502848
;4;1,79798928660148;-1,2391158835253;-1,95721749727954;5,30977471560118;-7,15476513427848;-5,43803977354173;0,266332752099061;5,63289698824246;2,28612094024129;-7,31530531683393;1,21275132057781;33,1964360631055;-7,63859531128401;-8,26115795705209;-3,68621053696961;2,91589537436766;1,24591676734099;11,0723651583917;-1,1967133721696;7,19476241578741;-5,77037494751357;-6,98293407429219;1,97484801020573;-18,7389295921489;19,6617433190568;10,0857033901892;10,7887527411863;12,1417568735928;12,2009539139572;1,22544064586918;2,6423698646081;3,80064455523916;1,7554100899174;-3,54213986722516;15,394103964989;13,9203430481584;-5,26651668646537;-0,234253328244449;7,35112924739239;1,57673055173927;3,8781293795364;7,56894797964969;4,89243712474627;-13,2017362330121;4,75429672200107;-2,72167508941402;-6,47827802934444;3,93440990546651;0,599353831328699;15,5630177096718;10,3586014003645;1,7683185347405;-1,17164157519619;-0,434098668123625;-3,57167916948492;2,21438549691356;0,504144181431002;5,23441555581849;-1,43481571069378;-5,25026980631446;-10,0056102596254;-1,74182632787506;-4,09978971149485;-3,59999006238559;-2,63349442011395;-6,02800628069281;-3,22762412950578;-0,894135070743687;-1,92055212026389;-1,21926308486672;-0,162742941532997;-15,2295804345699;0,372157314141077;8,13196801822414;5,85177794095853;2,21668857136683;-0,80783535807268;9,41637597234649;10,3820300064281;6,98232303962322;12,0487369140465;9,40548021375616;5,05066712008147;-5,3477777582134;-10,7414322326563;-13,1484520866852;-4,8515856016802;-2,08689132128347;0,385642002217537;-2,87222140741596;-6,88024202102588;-2,94992164083396;-5,25510655802873;-5,46810646800304;-3,63724344549655;-5,02504168572887
;5;-0,599600302805811;-0,715831822442851;1,82437307516511;8,993973215408;-10,1759202610265;5,06163227898924;6,51348526536003;2,16347519819101;2,85334617276658;-3,33088146268665;-1,59194947169317;25,6594412493;-8,11623734454361;-2,52342959146472;-4,42496978271765;1,57955104524808;6,28791049252777;2,92700058270975;-0,557169220127889;7,09591675394889;-9,00879580710398;-5,35625017704479;-1,0739749199729;-20,4158179618207;19,2413614597566;10,538145264873;10,603074625189;8,98527202658579;12,0784898986076;-0,660637452021547;2,08685046014443;2,13439433397252;0,415525060634081;0,462811872576367;22,0058560562849;9,9414654102543;0,99577728027316;0,292501867240844;5,64389975251697;-1,01143912655652;1,87249259251485;-1,36968276983453;6,32119005644639;-2,27208455665914;5,84692818029862;3,54025841390876;0,150036749781975;0,781242006441516;2,07071591745489;12,3331705740434;10,3185683920674;1,96647407382079;0,506771902016226;3,66245350755298;1,68301569697132;8,93076291537955;4,12584246533743;8,751690027329;-0,906677267804753;-2,63868709856069;-8,61686375190493;-3,28720408950448;-9,21270542924549;-2,28105783683895;-2,80761510894899;-5,96506697473569;2,83660275676402;0,345972097071353;-4,43829579302383;-1,54743392114733;-6,47022514076752;-11,1392670919754;-3,13392984065058;-0,797787333083306;1,88455256994484;10,3241380129298;-3,45813024374502;6,38010763446027;12,06597175364;7,39782353648707;5,99818188399513;5,49887465397887;7,23314601286529;0,982330327790351;-3,22425611965946;-6,91804331969979;-4,0130023988113;-3,65557780677591;-1,14705966084966;-1,71573510854478;1,46200962235571;-1,69251628727079;-6,17701737882862;0,0735374112282443;-2,48896053270755;-1,55825018795031
;6;2,55087091163887;3,28292396979487;2,51353009185368;8,49212275580476;-3,72570959119366;2,31579188079377;8,61480226871481;4,96880388928867;4,3953963150866;1,1881869017443;-1,6626383152452;11,004092672702;-3,70999579650334;-3,09459588370646;1,25668644630468;1,49268651593411;7,78781262000302;8,51967074780396;-5,10183905937129;7,02036373259352;-4,16628637017948;-1,00435775131973;1,77160165813802;-23,3132848651621;17,1576691176832;9,43611214561346;8,5477292130513;7,59896536589395;2,37772671504354;0,844941387671042;8,34884073290232;9,69790026297096;0,865121106490733;1,44513203593988;27,8799113222941;6,72609241311602;1,73338745455476;3,16935823456015;2,73850162717493;1,17545032302451;6,33289562518166;-3,23256665273675;6,42934973232968;0,0460009403523145;1,39986708871947;3,91110373701895;-4,75354496976888;-3,47544639563375;4,09418874721769;9,16436573586407;7,91011538753992;1,4117908187327;0,827767081520506;0,983928320274572;2,80635610177205;4,3290167739915;2,60694426664168;4,53595882583568;4,95029184602026;-0,903583035188603;-5,35491106453674;-0,0402920842257117;-0,194732513542021;-0,302631356290931;-5,97700396158507;-3,11782769947968;0,665106722569817;-3,52744010164406;-0,684324654621378;-0,976144480111088;1,4424476857007;-1,99672345470708;4,62281083488779;3,1137094997539;4,90052829219712;3,65810841445591;-8,85000733614334;3,12922931505454;3,62710021311295;-0,48417232758311;4,69762520122094;4,728296768772;5,03721341215487;2,75554198281452;-3,41854769701922;-1,23886597167666;-1,25376426661842;-0,451431849634901;3,87111789362552;-9,92245270456169;2,36713515059682;-4,44043133327523;0,230795408670019;-4,35370476461139;1,01910818218903;-3,5569554441081
;7;2,82387644040318;7,66349111243881;10,1225985604069;8,80954442967095;-4,98928622587027;3,82834311357237;7,58863817585234;6,36037916955547;5,46090282611673;0,290012522195411;-0,536039873891241;-0,112635316758769;-2,99447330369003;-4,30360387621886;-0,386304127853236;-2,94067618682539;2,47720040922241;3,32331542340762;-5,27862984611693;7,1094021199674;-5,57075240648146;2,99163598608402;1,6585928047607;-24,4586035316142;14,0141250565466;9,12307897352457;9,54082345542201;5,98566439238675;8,7143600888021;-0,637715484439468;4,13217262545004;4,27607890605668;2,80699542778302;8,89608984159622;32,9082122058226;6,98265808758379;-0,0407281473671901;2,12839111897802;1,36054715061224;-1,1601279790566;2,94756818256838;5,50709298122138;5,49379321526142;3,46334699458976;2,75703130206375;5,12189394808168;0,269163692439179;0,158639287676579;3,78105986080163;8,86782738735519;8,38664704311759;-0,0904924338362131;-0,950451532990883;3,37821038568291;4,24787427626461;13,0606117722123;-0,753562990155388;7,39492592629131;5,41998257213845;0,915655574382072;-4,13017685906789;-3,01769223602287;-8,58467200389214;-3,93128403117817;-3,21738520048984;-5,4737683748549;-6,4396677983168;0,387293203392801;-1,3078104914498;-1,11754381567471;-5,19118792772451;-5,33667781289978;1,01628787095024;5,54671221305989;8,74333685966349;2,88250024178888;-11,0872150073355;2,43350127229405;6,38032577193599;-1,22586537294183;-1,09601829242274;3,67613602522806;4,69531714724826;6,19767592827111;-4,55978588879816;-3,88794168998584;-0,836560980869308;-3,30624343492536;-0,0965814383316683;8,44182529773525;3,24020002458277;1,4920705315576;1,46863200733378;1,47799200618329;-0,654899533011758;-4,52218624322632
;8;5,68882548603703;3,46755302490692;5,39678558210835;4,09498626559935;-1,56483146034907;3,8009805103452;5,05434791264861;2,86194757584599;5,85573268985915;4,3028169537256;-0,121286933347619;-18,3769716408733;2,09318846822134;-1,08910090181826;1,76807925061394;0,43024018123333;3,63060637576291;6,74746200662958;-6,3995485726573;8,64891602362347;-0,950452297345237;1,996012664923;1,35961284604082;-28,1240246719071;12,7161838433261;7,49634073910996;8,19170877079068;8,79420038047419;3,55538032043796;-2,41970959347009;4,02039891301274;6,68200443632531;4,06588702635281;8,20649220336342;36,2809120699024;-0,00335191387466693;5,33638040694768;3,86495601629531;2,84171843049641;0,601752873002624;2,22622926019221;1,39691295610237;6,44090493329198;-3,33937294356656;2,06138942441794;5,82342898706535;7,31362099168837;-2,12395983254737;8,91159348927113;9,5244682574903;7,52755633315655;-0,593094926268805;-0,894466950297556;1,81193341496783;2,77797783397727;7,47998329819575;1,99022757629564;6,90260652283496;3,4257968867646;3,88583318511292;-0,263404610984253;-3,95564170075158;-9,18935485927204;-2,78232774733806;1,70329003294501;-2,25067888542571;-1,98210219293878;-1,38443867132537;-1,10350951933196;-3,16266797521212;-1,25481373551202;0,50738236752477;5,0391716107556;5,30061328261445;6,34143626550531;4,5370825770251;-11,8811573966682;1,630667973654;3,86868407691964;-1,50779339452947;-2,87938868944184;1,24504349482731;2,86601932225358;4,98761430256476;-0,312359842073874;-3,10626778170536;-1,78376945592163;-0,242898163307927;0,84072061756342;7,93552813815586;2,35613244315603;-0,435851279587951;-2,56882357928635;1,40090839210825;-4,6923497750563;0,829232630759634
;9;6,41696395862255;6,5848536705289;5,68215927941128;3,71657110832439;4,57443105696348;3,36795066960622;4,72827038549485;6,04385559084358;5,07746270604912;2,36357945150303;4,44806129860581;-42,8192839387057;2,2830984030129;2,228666343432;5,77096501473761;2,27554234154695;3,20268235266576;1,43188913756239;-6,77464807404749;7,06071033609851;16,0105738145016;0,19396469371577;0,767782144187549;-34,6408525838774;10,5330603919883;7,35577972954722;6,05622043492076;5,40698487604413;2,61860000770912;2,48135958388229;1,48916173079715;3,86395819621384;-0,720523994798441;7,65647896264181;40,087722790138;-1,0565399555353;0,310844997919503;-0,714766615290955;3,81459000043894;0,851404351232304;-1,19337752089359;-3,51879237881667;4,53436931670558;-0,651540910190761;1,57291318488751;6,71588130756572;8,59406062306016;0,0164336754128271;7,1915419211573;5,59193034361806;0,37928195642462;-0,0857894674606238;-3,41558647116062;-3,84982309519773;1,35432599228625;0,358522129398807;1,32094961327857;1,86113155755947;5,48315241958608;5,56059877171492;-1,15959899179688;2,07406495745408;-0,501863495836005;-1,90487543596964;-0,798251413407343;0,998729379729866;9,28745534960126;1,67476029340651;0,555339690340134;-4,49594605749189;-2,66543896496751;-1,91623081879061;5,15310647638853;2,68602664413493;1,60692503228665;3,36073412227233;-18,1106102842764;4,26437640051927;3,96844843044482;1,18595959859886;1,40963599426777;2,11342948662013;4,2508699957275;5,29476878662914;2,75630891635092;1,27555421169154;1,33785661539741;1,78399911684028;-1,90993948251435;0,223482363812764;2,7871087325963;0,582783485796426;4,28115653398572;2,82513975508073;3,1403520537333;-5,60523383316786
;10;5,44186938819136;5,06574615679165;4,58056978924105;4,48954371243917;0,51095297223219;1,76411791368764;3,9952861226775;7,36522549846768;4,25312681887196;2,40911523708564;-2,39962897099849;-59,434649097047;6,13096753501441;3,50075996010855;5,18954356010166;0,261943303498356;-0,0581276444418108;-1,13628262826569;10,3377076445026;4,97810978451268;17,0199323763445;6,2985419456345;2,91132482070407;28,3610062789071;8,42370177180449;6,05363637438995;4,25269828829141;4,99393841161691;2,45872012033624;-0,39325427244512;1,92495822643696;4,85068416928834;-2,96560055097871;6,67367051907392;42,3389991042145;-3,68186590414462;3,3535867300875;-0,975578047995441;4,83885111112689;7,48426720807356;1,62239658553381;8,70134947721181;3,75404818000167;4,91488383700562;0,42520756313661;5,85202398897339;5,87303130274586;-0,221920343913553;4,74480101177414;6,71461908675747;3,48533588737246;0,79049861665923;-0,0851216111605027;2,98171783523685;1,49461209413812;3,01862855528907;0,185561450208297;1,34995317552739;3,58787012965377;2,58965379844994;2,06012637989761;-0,103560226079026;-0,16972211614393;-2,93513796999241;0,618892130696167;2,77165394275471;7,38711033061418;-1,94722580778625;3,88026435820893;-1,20316131524623;-0,732518963799066;2,79508361343278;3,52061846383776;1,02898449262329;7,52158387271356;1,57737351949982;-17,9610950140332;2,18984465996891;0,665664611035481;-1,14271751035358;1,76494972674527;-0,707277834762863;1,94013312018114;6,3770806250374;-1,40362898127205;4,22191487081045;1,30928124224511;2,17432149328442;0,594677844971102;2,96997553744131;2,56329976710776;-0,206298621977567;3,49127351099196;-0,196893424122663;1,17069799134288;2,62536362429228
