;Data Set;Target;Sample;Ctrl;Relative Quantity;Relative Quantity SD;Corrected Relative Quantity SD;Relative Quantity SEM;Corrected Relative Quantity SEM;Unscaled Expression;Unscaled Expression SD;Corrected Unscaled Expression SD;Unscaled Expression SEM;Corrected Unscaled Expression SEM;Expression;Expression SD;Corrected Expression SD;Expression SEM;Corrected Expression SEM;Wells;Mean Cq;Cq SD;Cq SEM
;1-SYBR;CDC42;MouseCaecum1;;0,0525974367952212;0,0915925575780278;0,0915925575780278;0,0647657185696428;0,0647657185696428;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;25,822956693377;2,51229216957133;1,77645882942575
;1-SYBR;CDC42;MouseCaecum2;;0,0369386668361578;0,00801125457314178;0,00801125457314178;0,00566481243448029;0,00566481243448029;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;26,33281738992;0,312891564149717;0,22124774678633
;1-SYBR;CDC42;MouseCaecum3;;1;0,160604169931583;0,160604169931583;0,113564297645459;0,113564297645459;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;21,5740929986916;0,231702839506384;0,163838649035142
;1-SYBR;CDC42;MouseCaecum4;;0,168424579394571;0,0199506689224649;0,0199506689224649;0,0141072532842826;0,0141072532842826;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;24,1439183970807;0,170893887461805;0,120840226687573
;1-SYBR;CXCL9;MouseCaecum1;;0,00813061702890053;0,00618510478931573;0,00618510478931573;0,00437352953887454;0,00437352953887454;0,465903592212427;0,446118448577549;0,446118448577549;0,315453380201607;0,315453380201607;0,465903592212427;0,446118448577549;0,446118448577549;0,315453380201607;0,315453380201607;2;27,3603974613587;1,09748374264911;0,77603819666918
;1-SYBR;CXCL9;MouseCaecum2;;0,00644887834851094;0,000877287334386712;0,000877287334386712;0,000620335823193915;0,000620335823193915;0,272188638583411;0,0446215887133289;0,0446215887133289;0,031552227966512;0,031552227966512;0,272188638583411;0,0446215887133289;0,0446215887133289;0,031552227966512;0,031552227966512;2;27,6947140484602;0,196260189502047;0,138776910873855
;1-SYBR;CXCL9;MouseCaecum3;;0,138864116097104;0,0118181060470748;0,0118181060470748;0,00835666292666833;0,00835666292666833;0,290913767461678;0,0390486846723565;0,0390486846723565;0,0276115897282385;0,0276115897282384;0,290913767461678;0,0390486846723565;0,0390486846723565;0,0276115897282385;0,0276115897282384;2;23,2662322731451;0,122781345289319;0,0868195218572847
;1-SYBR;CXCL9;MouseCaecum4;;1;0;0;0;0;1,81077647163517;0,292921706262263;0,292921706262263;0,292921706262263;0,292921706262263;1,81077647163517;0,292921706262263;0,292921706262263;0,292921706262263;0,292921706262263;1;20,4179780186349;0;0
;1-SYBR;IFN-g;MouseCaecum1;;0,000993301026555959;0,000386291686865625;0,000386291686865625;0,000273149471298674;0,000273149471298674;0,0569184989006046;0,0398193742752029;0,0398193742752029;0,0281565495726011;0,0281565495726011;0,0569184989006046;0,0398193742752029;0,0398193742752029;0,0281565495726011;0,0281565495726011;2;32,3347528684035;0,561059624502737;0,396729065135863
;1-SYBR;IFN-g;MouseCaecum2;;0,000900252633535951;0,000230655809845313;0,000230655809845313;0,000163098287261696;0,000163098287261696;0,037997078788106;0,0103372817511457;0,0103372817511457;0,00730956202527109;0,00730956202527109;0,037997078788106;0,0103372817511457;0,0103372817511457;0,00730956202527109;0,00730956202527109;2;32,476653956075;0,369636233896974;0,261372287560807
;1-SYBR;IFN-g;MouseCaecum3;;0,255719322359734;0,00181342478896379;0,00181342478896379;0,00128228496544808;0,00128228496544808;0,53571990785868;0,0557365260149047;0,0557365260149047;0,0394116755049196;0,0394116755049196;0,53571990785868;0,0557365260149047;0,0557365260149047;0,0394116755049196;0,0394116755049196;2;24,3266384102861;0,0102308223169104;0,00723428383740199
;1-SYBR;IFN-g;MouseCaecum4;;1;0,26691050002232;0,26691050002232;0,188734224535675;0,188734224535675;1,81077647163517;0,565151979770989;0,565151979770989;0,399622797297069;0,399622797297069;1,81077647163517;0,565151979770989;0,565151979770989;0,399622797297069;0,399622797297069;2;22,3592714913063;0,385070454743395;0,272285929783642
;1-SYBR;IL-10;MouseCaecum1;;0,0235731204216129;0,0352489855822309;0,0352489855822309;0,0249247967351423;0,0249247967351423;1,3507955724697;2,16722262695719;2,16722262695719;1,53245781586235;1,53245781586235;1,3507955724697;2,16722262695719;2,16722262695719;1,53245781586235;1,53245781586235;2;33,6404343644852;2,15726793001177;1,52541878214759
;1-SYBR;IL-10;MouseCaecum2;;0,00709898986001543;0,000961104126954098;0,000961104126954098;0,000679603245595619;0,000679603245595619;0,299627978834677;0,048958111340553;0,048958111340553;0,034618612522991;0,034618612522991;0,299627978834677;0,048958111340553;0,048958111340553;0,034618612522991;0,034618612522991;2;35,3718914499402;0,195320768880712;0,138112640182122
;1-SYBR;IL-10;MouseCaecum3;;0,384479185171458;0,103467209255497;0,103467209255497;0,0731623652950096;0,0731623652950096;0,805465741708326;0,232323932745891;0,232323932745891;0,164277828276547;0,164277828276547;0,805465741708326;0,232323932745891;0,232323932745891;0,164277828276547;0,164277828276547;2;29,612743517213;0,388243721492905;0,274529768220734
;1-SYBR;IL-10;MouseCaecum4;;1;0,122253968861598;0,122253968861598;0,0864466104090051;0,0864466104090051;1,81077647163517;0,367164600853449;0,367164600853449;0,259624579075126;0,259624579075126;1,81077647163517;0,367164600853449;0,367164600853449;0,259624579075126;0,259624579075126;2;28,2337209183989;0,176375194605621;0,124716096138732
