"","EH_ID","experiment","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","Locality","Genome","mouse_strain","IDD","Dam","Gen","Sir","IDS","Sir.1","Gen.1","Born","Fpar","LS","MM","FF","ID","PIN","Sex","Gen.2","Wean","BW10","BW20","Clip","Departure","NOTE","Parent1","Parent2","HybridStatus","ageAtdpi0expe1a","Batch","primary_infection","InfectionStrain","challenge_infection","contamination","infection_history","InfectionHistoryTotal"
"698","LM0252","E57","E57aGQW",NA,15.01,NA,0,9,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-05-01",3,6,"3","3","EX",926,"M","43","1M","5.1",7.41,"L2",NA,"REZERVA","PWD","PWD","parental strains",9.85714285714286,2,"E88",NA,NA,NA,NA,NA
"687","LM0252","E57","E57aCDX",NA,15.01,NA,0,10,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-05-01",3,6,"3","3","EX",926,"M","43","1M","5.1",7.41,"L2",NA,"REZERVA","PWD","PWD","parental strains",9.85714285714286,2,"E88",NA,NA,NA,NA,NA
"693","LM0252","E57","E57aCDQ",NA,15.01,NA,0,11,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-05-01",3,6,"3","3","EX",926,"M","43","1M","5.1",7.41,"L2",NA,"REZERVA","PWD","PWD","parental strains",9.85714285714286,2,"E88",NA,NA,NA,NA,NA
"701","LM0253","E57","E57aLMX",11.08,11.08,100,0.56,0,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"704","LM0253","E57","E57aDEJ",10.95,11.08,98.826714801444,0,1,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"700","LM0253","E57","E57aISX",11.25,11.08,101.534296028881,0,2,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"703","LM0253","E57","E57aEUZ",11.53,11.08,104.061371841155,0,3,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"708","LM0253","E57","E57aCIY",11.47,11.08,103.519855595668,0.59,4,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"699","LM0253","E57","E57aINS",11.31,11.08,102.075812274368,0.7,5,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"705","LM0253","E57","E57aKWZ",10.97,11.08,99.0072202166065,0.46,6,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"706","LM0253","E57","E57aBEW",10.39,11.08,93.7725631768953,0.36,7,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"702","LM0253","E57","E57aDKS",9.59,11.08,86.5523465703971,0.08,8,"primary",0,0,0,0,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"707","LM0253","E57","E57aDFZ",NA,11.08,NA,0,9,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"709","LM0253","E57","E57aNUW",NA,11.08,NA,0,10,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"710","LM0253","E57","E57aBFS",NA,11.08,NA,0,11,"primary",NA,NA,NA,NA,1,"Prague","mus","PWD_PWD","SY",7076,42,"PWD","SY",7073,42,"2018-04-03",2,9,"3","6","EX",784,"F","43","1F","3.04",4.38,"P2",NA,"REZERVA","PWD","PWD","parental strains",13.8571428571429,2,"E88",NA,NA,NA,NA,NA
"722","LM0254","E57","E57aACN",20.16,20.16,100,2.36,0,"primary",0,0,0,0,1,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"725","LM0254","E57","E57aATW",21.35,20.16,105.902777777778,0,1,"primary",NA,NA,NA,NA,1,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"731","LM0254","E57","E57aBTZ",20.66,20.16,102.480158730159,0,2,"primary",NA,NA,NA,NA,1,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"728","LM0254","E57","E57aFLV",20.52,20.16,101.785714285714,0,3,"primary",NA,NA,NA,NA,1,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"715","LM0254","E57","E57aJKL",20.83,20.16,103.323412698413,1.73,4,"primary",0,0,0,0,1,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"711","LM0254","E57","E57aBNX",20.1,20.16,99.7023809523809,2.07,5,"primary",0,0,0,0,2,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"723","LM0254","E57","E57aGMQ",20.19,20.16,100.14880952381,1.74,6,"primary",0,0,0,0,1.5,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"724","LM0254","E57","E57aBKZ",19.76,20.16,98.015873015873,1.97,7,"primary",0,0,0,0,2,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"729","LM0254","E57","E57aEFT",19.83,20.16,98.3630952380952,1,8,"primary",188,153,163,186,1,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"727","LM0254","E57","E57aMNW",19.37,20.16,96.0813492063492,2.21,9,"primary",17,20,21,37,1,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"712","LM0254","E57","E57aBCM",19.58,20.16,97.1230158730159,1.45,10,"primary",8,8,14,12,1,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"719","LM0254","E57","E57aADG",20.71,20.16,102.728174603175,1.88,11,"primary",2,0,1,1,2,"SCHUNT x PWD","dom x mus","SCHUNT_PWD","SY",6904,37,"PWD","SY",5342,42,"2018-05-08",3,7,"4","3","EX",989,"M","F1","1M","6.59",11.22,"L4",NA,"REZERVA","SCHUNT","PWD","inter subsp. hybrids",8.857142857,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"737","LM0255","E57","E57aAKT",14.65,14.65,100,1.68,0,"primary",0,0,0,0,1.5,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"736","LM0255","E57","E57aGMY",14.69,14.65,100.273037542662,0,1,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"750","LM0255","E57","E57aDFM",15.62,14.65,106.621160409556,0,2,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"752","LM0255","E57","E57aJWY",15.78,14.65,107.713310580205,0,3,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"744","LM0255","E57","E57aCMS",15.36,14.65,104.846416382253,1.39,4,"primary",0,0,0,0,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"749","LM0255","E57","E57aIMX",15.46,14.65,105.529010238908,1.05,5,"primary",0,0,0,0,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"732","LM0255","E57","E57aBNV",14.75,14.65,100.682593856655,0.68,6,"primary",0,0,0,0,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"743","LM0255","E57","E57aEIR",13.92,14.65,95.0170648464164,0.29,7,"primary",0,5,1,1,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"733","LM0255","E57","E57aGXY",12.91,14.65,88.122866894198,0.13,8,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"739","LM0255","E57","E57aOQS",12.45,14.65,84.9829351535836,0,9,"primary",NA,NA,NA,NA,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"741","LM0255","E57","E57aDGJ",12.24,14.65,83.5494880546075,0.22,10,"primary",17,6,19,11,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"740","LM0255","E57","E57aHXY",12.65,14.65,86.3481228668942,0.28,11,"primary",0,1,1,0,1,"Buskovice","mus","BUSNA_BUSNA","SY",8209,62,"BUSNA","SY",8208,62,"2018-05-17",2,5,"4","1","EX",1061,"M","63","1M","5.53",8.64,"L5",NA,"REZERVA","BUSNA","BUSNA","parental strains",7.571428571,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"771","LM0256","E57","E57aFIM",25.63,25.63,100,1.8,0,"primary",0,0,0,0,2,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"766","LM0256","E57","E57aGLZ",25.2,25.63,98.3222785797893,0,1,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"767","LM0256","E57","E57aDSZ",25.29,25.63,98.6734295747171,0,2,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"756","LM0256","E57","E57aFTY",26.21,25.63,102.262973078424,0,3,"primary",NA,NA,NA,NA,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"773","LM0256","E57","E57aKLZ",25.9,25.63,101.053452984783,1.44,4,"primary",0,0,0,0,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"753","LM0256","E57","E57aBKQ",25.65,25.63,100.078033554428,1.27,5,"primary",0,0,0,0,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"754","LM0256","E57","E57aLPS",26.63,25.63,103.90167772142,1.54,6,"primary",0,0,0,0,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"770","LM0256","E57","E57aLRU",25.75,25.63,100.46820132657,1.31,7,"primary",1,1,1,0,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"765","LM0256","E57","E57aABE",24.48,25.63,95.5130706203668,0.27,8,"primary",20,37,28,31,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"761","LM0256","E57","E57aEFY",24.42,25.63,95.2789699570816,0.49,9,"primary",48,45,39,59,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"768","LM0256","E57","E57aHIU",24.05,25.63,93.8353492001561,0.33,10,"primary",8,8,5,8,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"763","LM0256","E57","E57aILS",24.04,25.63,93.7963324229419,0.42,11,"primary",8,3,9,4,1,"Straas2","dom","STRA_STRA","SY",8113,56,"STRA","SY",8111,56,"2018-05-03",2,7,"6","1","EX",949,"M","57","1M","7.77",11.71,"P3",NA,"","STRA","STRA","parental strains",9.571428571,2,"E88","E88","E88",NA,"E88:E88","NA E88 E88"
"784","LM0257","E57","E57aCEN",19.57,19.57,100,2.21,0,"primary",24,29,32,28,2,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"787","LM0257","E57","E57aCLV",20.19,19.57,103.16811446091,0,1,"primary",NA,NA,NA,NA,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"789","LM0257","E57","E57aFOY",20.2,19.57,103.219213081247,0,2,"primary",NA,NA,NA,NA,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"792","LM0257","E57","E57aDIN",20.22,19.57,103.321410321921,0,3,"primary",NA,NA,NA,NA,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"778","LM0257","E57","E57aELP",20.27,19.57,103.576903423608,0.95,4,"primary",1,0,0,0,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"782","LM0257","E57","E57aJOQ",19.83,19.57,101.328564128769,0.64,5,"primary",0,0,0,0,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"794","LM0257","E57","E57aBKN",20.57,19.57,105.109862033725,1.06,6,"primary",0,0,0,0,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"777","LM0257","E57","E57aDIW",19.84,19.57,101.379662749106,1.03,7,"primary",0,0,0,0,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"790","LM0257","E57","E57aJKN",20.02,19.57,102.299437915176,0.72,8,"primary",160,185,119,175,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"781","LM0257","E57","E57aLNW",19.68,19.57,100.56208482371,0.84,9,"primary",66,60,61,86,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"780","LM0257","E57","E57aFHI",20.05,19.57,102.452733776188,0.72,10,"primary",3,4,8,12,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"774","LM0257","E57","E57aIOU",20.23,19.57,103.372508942259,0.92,11,"primary",0,0,2,0,1,"Schweben 2","dom","SCHUNT_SCHUNT","SY",5726,36,"SCHUNT","SY",5725,36,"2018-05-07",6,5,"2","3","EX",982,"M","37","1M","7.32",11.61,"P2",NA,"REZERVA","SCHUNT","SCHUNT","parental strains",9,2,"E88","E64","E64",NA,"E88:E64","NA E88 E64"
"797","LM0258","E57","E57aBMV",17.53,17.53,100,1.82,0,"primary",17,18,24,20,2,"","mus x mus","BUSNA_PWD","SY",6115,60,"PWD","SY",7040,43,"2018-05-25",5,3,"0","3","EX",1099,"F","F1","1F","7.73",11.07,"P2",NA,"REZERVA","BUSNA","PWD","outbred hybrids",6.428571429,2,"E64","E64","E64","E64","E64:E64","E64 E64 E64"
"799","LM0258","E57","E57aGLU",17.24,17.53,98.3456930975471,0,1,"primary",NA,NA,NA,NA,1,"","mus x mus","BUSNA_PWD","SY",6115,60,"PWD","SY",7040,43,"2018-05-25",5,3,"0","3","EX",1099,"F","F1","1F","7.73",11.07,"P2",NA,"REZERVA","BUSNA","PWD","outbred hybrids",6.428571429,2,"E64","E64","E64","E64","E64:E64","E64 E64 E64"
"815","LM0258","E57","E57aQTU",17.35,17.53,98.9731888191671,0,2,"primary",NA,NA,NA,NA,1,"","mus x mus","BUSNA_PWD","SY",6115,60,"PWD","SY",7040,43,"2018-05-25",5,3,"0","3","EX",1099,"F","F1","1F","7.73",11.07,"P2",NA,"REZERVA","BUSNA","PWD","outbred hybrids",6.428571429,2,"E64","E64","E64","E64","E64:E64","E64 E64 E64"
"803","LM0258","E57","E57aCEF",15.87,17.53,90.530519110097,1.38,3,"primary",0,1,0,1,1.5,"","mus x mus","BUSNA_PWD","SY",6115,60,"PWD","SY",7040,43,"2018-05-25",5,3,"0","3","EX",1099,"F","F1","1F","7.73",11.07,"P2",NA,"REZERVA","BUSNA","PWD","outbred hybrids",6.428571429,2,"E64","E64","E64","E64","E64:E64","E64 E64 E64"
"798","LM0258","E57","E57aOSV",16.24,17.53,92.6411865373645,0.99,4,"primary",1,0,0,0,1,"","mus x mus","BUSNA_PWD","SY",6115,60,"PWD","SY",7040,43,"2018-05-25",5,3,"0","3","EX",1099,"F","F1","1F","7.73",11.07,"P2",NA,"REZERVA","BUSNA","PWD","outbred hybrids",6.428571429,2,"E64","E64","E64","E64","E64:E64","E64 E64 E64"
