"EH_ID","experiment","mouse_strain","primary_infection","challenge_infection","infection_history","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_type","oocyst_mean","OPG"
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57byPQY",26.11,26.43,98.7892546348846,2.34,1,"challenge",0,0,0,0,2,0,0,"homologous_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aMPQ",23.29,23.29,100,1.48,0,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aENU",NA,23.29,NA,0,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57byBKY",26.3,26.43,99.5081346954219,2.54,2,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aGPZ",23.78,23.29,102.103907256333,0,1,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aFTU",24.75,23.29,106.268784886217,1.29,3,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aCFI",22.37,23.29,96.0498067840275,1.5,8,"primary",1,5,5,5,1,16,40000,"primary_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57byFGW",25.91,26.43,98.0325387816875,1.09,4,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aGOX",22.58,23.29,96.951481322456,1.2,7,"primary",38,44,43,42,1,167,417500,"primary_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aKPS",NA,23.29,NA,0,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aDGZ",22.8,23.29,97.8960927436668,1.21,4,"primary",0,1,0,0,1,1,2500,"primary_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57byDKM",26.43,26.43,100,1.39,0,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57byIMQ",26.37,26.43,99.7729852440409,2.45,8,"challenge",0,0,0,1,1,1,2500,"homologous_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aBJT",24.85,23.29,106.69815371404,0,2,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57byAFP",25.3,26.43,95.7245554294363,2.51,5,"challenge",28,32,20,25,2,105,131250,"homologous_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57byAHU",23.73,26.43,89.7843359818388,2.06,6,"challenge",12,14,23,5,1,54,135000,"homologous_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aMRW",22.88,23.29,98.2395878059253,1.08,6,"primary",155,127,174,147,1,603,1507500,"primary_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57byEIS",26.41,26.43,99.9243284146803,1.47,3,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57byGSV",25.95,26.43,98.1838819523269,1.35,7,"challenge",2,2,3,4,1,11,27500,"homologous_E64",NA,NA
"LM0265","E57","BUSNA_STRA","E64","E64","E64_E64","E57aBER",NA,23.29,NA,0,9,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57bxDJP",23.94,23.94,100,1.67,0,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aCTY",18.04,18.04,100,1.06,0,"primary",0,0,2,1,1,3,7500,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57bxIOS",19.59,23.94,81.8295739348371,2.79,8,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aHRZ",19.41,18.04,107.594235033259,0.97,4,"primary",0,1,0,NA,1,NA,NA,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57bxJTV",22.67,23.94,94.6950710108605,1.28,1,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57bxJUV",23.01,23.94,96.1152882205514,1.18,2,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57bxDKO",21.39,23.94,89.3483709273183,2.18,5,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aCEI",NA,18.04,NA,0,9,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57bxCOW",20.44,23.94,85.3801169590643,2.17,7,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aBIV",18.86,18.04,104.545454545455,0.49,7,"primary",37,33,47,30,1,147,367500,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aBVZ",NA,18.04,NA,0,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aDGL",18.85,18.04,104.490022172949,0,2,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57bxFLY",20.36,23.94,85.0459482038429,2.12,6,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aETV",NA,18.04,NA,0,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aBLS",18.53,18.04,102.716186252772,0.76,6,"primary",171,137,161,164,1,633,1582500,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aDIU",18.64,18.04,103.325942350333,0.52,5,"primary",7,8,6,10,1,31,77500,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57bxGRV",22.57,23.94,94.2773600668338,0.96,3,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aPQS",19.15,18.04,106.152993348115,1.68,3,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aDPQ",18.7,18.04,103.658536585366,0,1,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57bxFLN",21.47,23.94,89.6825396825397,1.36,4,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0266","E57","SCHUNT_STRA","E64","UNI","E64_UNI","E57aLNV",19.24,18.04,106.651884700665,0.82,8,"primary",41,57,42,40,1,180,450000,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aARW",NA,18.01,NA,0,9,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57bxCPW",19.76,20.84,94.8176583493282,1.96,1,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aMSX",16.51,18.01,91.6712937257079,0.91,4,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57bxERS",19.55,20.84,93.809980806142,2.5,5,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57bxAWZ",19.66,20.84,94.3378119001919,1.27,3,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57bxGSW",19.11,20.84,91.6986564299424,2.11,8,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aFIQ",17.64,18.01,97.9455857856746,0.45,7,"primary",4,3,4,6,1,17,42500,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aKVX",NA,18.01,NA,0,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aBNZ",18.01,18.01,100,1.6,0,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57bxDGZ",19.79,20.84,94.9616122840691,2.21,4,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aFIV",17.78,18.01,98.7229317046086,0.83,3,"primary",5,0,3,8,1,16,40000,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aHKS",NA,18.01,NA,0,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57bxKWX",20.84,20.84,100,2.33,0,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57bxEIU",19.69,20.84,94.4817658349328,1.14,2,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57bxAYZ",19.2,20.84,92.1305182341651,1.58,7,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57bxGHV",18.85,20.84,90.4510556621881,1.53,6,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aBGS",17.23,18.01,95.6690727373681,0.48,5,"primary",5,3,0,0,1,8,20000,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aEJR",18.15,18.01,100.777345918934,0,1,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aDKL",16.77,18.01,93.1149361465852,0.77,6,"primary",37,45,36,31,1,149,372500,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aOPX",18.21,18.01,101.110494169906,0,2,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0268","E57","SCHUNT_SCHUNT","E64","UNI","E64_UNI","E57aIPV",17.99,18.01,99.8889505830094,0.71,8,"primary",1,1,6,8,1,16,40000,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57byHJW",22.21,21.6,102.824074074074,1.05,1,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57byBIW",21.6,21.6,100,1,0,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aLNR",19.62,20.09,97.6605276256844,0.61,5,"primary",7,8,9,8,1,32,80000,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57byLOT",21.19,21.6,98.1018518518518,1.22,8,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aGNS",19.77,20.09,98.4071677451468,0.52,6,"primary",43,51,44,44,1,182,455000,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57bySUZ",21.51,21.6,99.5833333333333,0.94,4,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aDHL",NA,20.09,NA,0,9,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aAKY",20.33,20.09,101.19462419114,0.55,7,"primary",21,21,14,17,1,73,182500,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57byAQY",19.71,21.6,91.25,1.31,6,"challenge",3,2,1,0,1,6,15000,"homologous_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aCDO",20.26,20.09,100.846192135391,0.87,8,"primary",4,6,4,3,1,17,42500,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aGTV",20.73,20.09,103.185664509706,1.41,3,"primary",3,2,1,4,1,10,25000,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aDJO",20.46,20.09,101.841712294674,0,2,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aAGR",20.24,20.09,100.746640119462,1.03,4,"primary",0,0,0,1,1,1,2500,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57byIQW",20.85,21.6,96.5277777777778,1.78,7,"challenge",0,2,1,2,1,5,12500,"homologous_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57byMNP",21.5,21.6,99.537037037037,1.31,3,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aAFM",20.09,20.09,100,2.33,0,"primary",182,142,181,173,1,678,1695000,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57byGPR",21.34,21.6,98.7962962962963,1.9,5,"challenge",3,5,3,8,1,19,47500,"homologous_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57byEIV",21.65,21.6,100.231481481481,1.61,2,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aACM",NA,20.09,NA,0,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aBCU",20.91,20.09,104.081632653061,0,1,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0269","E57","STRA_SCHUNT","E64","E64","E64_E64","E57aEOW",NA,20.09,NA,0,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aEFQ",20.06,19.14,104.806687565308,0,2,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aJTZ",19.88,19.14,103.866248693835,0,1,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57byNRU",22.5,23.89,94.1816659690247,1.38,6,"challenge",16,4,5,7,1,32,80000,"homologous_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aFKR",NA,19.14,NA,0,9,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aBLO",NA,19.14,NA,0,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57byEKV",22.62,23.89,94.6839681875262,1.4,7,"challenge",4,4,4,1,1,13,32500,"homologous_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57byBGV",22.61,23.89,94.6421096693177,2.08,5,"challenge",21,20,13,18,1,72,180000,"homologous_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aILW",20.63,19.14,107.784743991641,0.92,5,"primary",24,20,30,40,1,114,285000,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aRUZ",21.41,19.14,111.859979101358,1.08,8,"primary",0,1,0,0,1,1,2500,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aBNQ",21.23,19.14,110.919540229885,0.67,7,"primary",2,2,3,6,1,13,32500,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57byKMQ",23.01,23.89,96.3164503976559,1.58,8,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57byOSZ",22.92,23.89,95.9397237337798,1.62,1,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aKLX",NA,19.14,NA,0,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aBDO",19.14,19.14,100,1.47,0,"primary",33,29,36,41,1,139,347500,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57byAOZ",24.55,23.89,102.762662201758,2.23,2,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aBMU",20.41,19.14,106.635318704284,1.75,4,"primary",0,1,1,0,1,2,5000,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57byBTZ",22.6,23.89,94.6002511511092,1.75,4,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57byGQU",23.89,23.89,100,1.91,0,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57byARS",22.9,23.89,95.8560066973629,1.18,3,"challenge",0,0,0,0,1,0,0,"homologous_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aAEI",20.45,19.14,106.844305120167,1.47,3,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0270","E57","SCHUNT_STRA","E64","E64","E64_E64","E57aKQS",20.77,19.14,108.516196447231,1.06,6,"primary",83,70,88,80,1,321,802500,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aDGW",NA,21.28,NA,0,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57bxHKT",24.24,24.25,99.9587628865979,2.07,1,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57bxBEW",23.76,24.25,97.979381443299,2.44,2,"challenge",1,0,0,0,1,1,2500,"UNI",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57bxPQZ",22.66,24.25,93.4432989690722,3.69,6,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aBDE",21.28,21.28,100,1.85,0,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aKYZ",21.3,21.28,100.093984962406,1.61,3,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57bxPSU",23.34,24.25,96.2474226804124,2.08,8,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aORS",22.16,21.28,104.135338345865,1.44,8,"primary",22,23,44,38,2,127,158750,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aAGP",22.61,21.28,106.25,0.77,7,"primary",120,142,128,135,1,525,1312500,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57bxCKO",24.25,24.25,100,1.39,0,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aADM",NA,21.28,NA,0,9,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57bxKQW",23.28,24.25,96,1.79,7,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aNVX",20.92,21.28,98.3082706766917,0.38,5,"primary",3,5,1,2,1,11,27500,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aLRV",21.02,21.28,98.7781954887218,1.4,4,"primary",1,0,3,1,1,5,12500,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57bxACO",23.33,24.25,96.2061855670103,1.8,3,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aADU",21.61,21.28,101.550751879699,0,2,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57bxFHQ",23.3,24.25,96.0824742268041,0.88,5,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57bxAGI",22.8,24.25,94.020618556701,4.02,4,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aCEU",20.92,21.28,98.3082706766917,0,1,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aHNO",NA,21.28,NA,0,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0271","E57","STRA_BUSNA","E64","UNI","E64_UNI","E57aGIN",21.17,21.28,99.4830827067669,0.63,6,"primary",84,117,119,79,1,399,997500,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57byCKS",23.14,22.77,101.624945103206,1.68,2,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57byLQW",22.5,22.77,98.8142292490119,1.28,3,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aBHL",16.87,16.13,104.587724736516,0.67,6,"primary",123,149,146,139,1,557,1392500,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aDSV",17.3,16.13,107.253564786113,0.61,7,"primary",18,20,13,15,1,66,165000,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aGPU",15.71,16.13,97.3961562306262,0.48,5,"primary",5,4,15,1,1,25,62500,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aAMN",NA,16.13,NA,0,9,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aQRW",17.4,16.13,107.873527588345,1.12,8,"primary",10,14,6,7,1,37,92500,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aMST",15.92,16.13,98.6980781153131,0,2,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57byEWX",22.6,22.77,99.2534036012297,1.83,1,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57byAOT",22.77,22.77,100,0.83,0,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aCPX",16.13,16.13,100,1.3,0,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57byHWY",23.26,22.77,102.151954325867,1.92,6,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aDKY",16.25,16.13,100.743955362678,1.31,3,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57byAYZ",22.78,22.77,100.043917435222,1.48,8,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57byCTU",23.14,22.77,101.624945103206,1.17,4,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aCNY",16.16,16.13,100.18598884067,0,1,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aIKY",15.8,16.13,97.9541227526349,1.01,4,"primary",0,0,0,0,1,0,0,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57byJQZ",22.53,22.77,98.9459815546772,2.28,5,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aKQV",NA,16.13,NA,0,10,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57byLVZ",22.87,22.77,100.439174352218,1.27,7,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
"LM0272","E57","BUSNA_STRA","E64","UNI","E64_UNI","E57aBJY",NA,16.13,NA,0,11,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0273","E57","STRA_SCHUNT","E64","UNI","E64_UNI","E57aEMU",18.6,18.66,99.6784565916399,0,1,"primary",NA,NA,NA,NA,1,NA,NA,"primary_E64",NA,NA
"LM0273","E57","STRA_SCHUNT","E64","UNI","E64_UNI","E57byKPZ",22.27,21.7,102.626728110599,1.49,6,"challenge",0,0,0,0,1,0,0,"UNI",NA,NA
