"EH_ID","experiment","mouse_strain","primary_infection","challenge_infection","infection_history","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution","OO4sq","OOC","infection_type","oocyst_mean","OPG"
"LM0341","P3","NMRI","E139","E88","E139_E88","P3aAHL",53.2,59.1,90.0169204737733,NA,11,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0346","P3","NMRI","UNI","UNI","UNI_UNI","P3aANQ",53.9,53.9,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aATV",49,52.7,92.9791271347249,1.72,8,"primary",19,13,22,11,1,NA,NA,"primary_Eflab","16.25",188953.488372093
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aAWB",45.6,49.6,91.9354838709677,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0336","P3","NMRI","E88","E64","E88_E64","P3aAZR",43.7,51.9,84.2003853564547,1.02,9,"primary",27,20,18,30,1,NA,NA,"primary_E88","23.75",465686.274509804
"LM0332","P3","NMRI","Eflab","E88","Eflab_E88","P3aBBD",47.6,61.2,77.7777777777778,0.27,10,"primary",1,1,1,1,1,NA,NA,"primary_Eflab","1",74074.0740740741
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aBEO",46.4,49.6,93.5483870967742,NA,9,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0336","P3","NMRI","E88","E64","E88_E64","P3aBOM",51,51.9,98.2658959537572,NA,4,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0337","P3","NMRI","E88","UNI","E88_UNI","P3aBSJ",40.8,44.7,91.2751677852349,2.49,11,"primary",0,2,1,3,1,NA,NA,"primary_E88","1.5",12048.1927710843
"LM0337","P3","NMRI","E88","UNI","E88_UNI","P3aBUF",44.8,44.7,100.223713646532,NA,4,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0343","P3","NMRI","E139","UNI","E139_UNI","P3aBVL",51.8,59.8,86.6220735785953,NA,9,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aBXM",49.6,49.6,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aCCY",57.3,60.7,94.3986820428336,4.44,9,"primary",0,0,0,NA,1,NA,NA,"UNI","0",NA
"LM0340","P3","NMRI","E64","UNI","E64_UNI","P3aCES",54.5,54.5,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0335","P3","NMRI","E88","UNI","E88_UNI","P3aCHZ",47.5,49.4,96.1538461538462,NA,6,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aCMY",48.6,49.6,97.9838709677419,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aCNK",56.7,60.7,93.4102141680395,NA,11,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aCNK",56.7,60.7,93.4102141680395,NA,11,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0343","P3","NMRI","E139","UNI","E139_UNI","P3aCNK",51.3,59.8,85.7859531772575,NA,10,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0343","P3","NMRI","E139","UNI","E139_UNI","P3aCNK",51.3,59.8,85.7859531772575,NA,10,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0335","P3","NMRI","E88","UNI","E88_UNI","P3aCNS",47.7,49.4,96.5587044534413,NA,4,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0337","P3","NMRI","E88","UNI","E88_UNI","P3aCNX",44.7,44.7,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0335","P3","NMRI","E88","UNI","E88_UNI","P3aCTE",49.4,49.4,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0341","P3","NMRI","E139","E88","E139_E88","P3aCWN",53.6,59.1,90.6937394247039,NA,9,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aCXA",46.6,49.6,93.9516129032258,1.93,7,"primary",112,104,109,101,1,NA,NA,"primary_E64","106.5",1103626.94300518
"LM0342","P3","NMRI","E139","E64","E139_E64","P3aCXB",52.6,57,92.280701754386,NA,8,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0344","P3","NMRI","UNI","E88","UNI_E88","P3aDAL",50.7,51.4,98.6381322957199,3.15,5,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0336","P3","NMRI","E88","E64","E88_E64","P3aDGB",46.6,51.9,89.7880539499037,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0336","P3","NMRI","E88","E64","E88_E64","P3aDHR",49.6,51.9,95.5684007707129,NA,6,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0343","P3","NMRI","E139","UNI","E139_UNI","P3aDJM",51,59.8,85.2842809364548,1.13,7,"primary",6,5,4,3,1,NA,NA,"primary_E139","4.5",79646.0176991151
"LM0344","P3","NMRI","UNI","E88","UNI_E88","P3aDNK",51.2,51.4,99.6108949416343,NA,4,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0337","P3","NMRI","E88","UNI","E88_UNI","P3aDQQ",45,44.7,100.671140939597,NA,6,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0346","P3","NMRI","UNI","UNI","UNI_UNI","P3aDSK",54.9,53.9,101.855287569573,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0343","P3","NMRI","E139","UNI","E139_UNI","P3aDTY",56.2,59.8,93.9799331103679,2.77,4,"primary",0,0,0,0,1,NA,NA,"primary_E139","0",0
"LM0347","P3","NMRI","E88","E88","E88_E88","P3aDUN",65.5,71.5,91.6083916083916,3.75,7,"primary",62,66,84,61,1,NA,NA,"primary_E88","68.25",364000
"LM0334","P3","NMRI","Eflab","UNI","Eflab_UNI","P3aDWK",50.7,50.7,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0338","P3","NMRI","E64","E88","E64_E88","P3aDWO",46.4,51.3,90.448343079922,2.61,7,"primary",29,24,20,18,1,NA,NA,"primary_E64","22.75",174329.501915709
"LM0346","P3","NMRI","UNI","UNI","UNI_UNI","P3aDXD",52.4,53.9,97.2170686456401,3.7,8,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0341","P3","NMRI","E139","E88","E139_E88","P3aDYV",51.4,59.1,86.9712351945854,NA,8,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0347","P3","NMRI","E88","E88","E88_E88","P3aEDH",68,71.5,95.1048951048951,NA,4,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0338","P3","NMRI","E64","E88","E64_E88","P3aEEZ",46.4,51.3,90.448343079922,1.94,5,"primary",30,19,31,27,1,NA,NA,"primary_E64","26.75",275773.195876289
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aENK",43.2,52.7,81.9734345351044,1.45,11,"primary",0,0,0,0,1,NA,NA,"primary_Eflab","0",0
"LM0337","P3","NMRI","E88","UNI","E88_UNI","P3aETL",44.7,44.7,100,3.44,7,"primary",14,12,14,12,1,NA,NA,"primary_E88","13",75581.3953488372
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aEWW",51.8,52.7,98.292220113852,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0346","P3","NMRI","UNI","UNI","UNI_UNI","P3aEXU",53.5,53.9,99.2578849721707,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0346","P3","NMRI","UNI","UNI","UNI_UNI","P3aFJS",52.7,53.9,97.7736549165121,3.12,7,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aFKH",58.5,60.7,96.3756177924217,NA,3,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0335","P3","NMRI","E88","UNI","E88_UNI","P3aFLM",43.6,49.4,88.2591093117409,2.8,9,"primary",12,13,20,22,1,NA,NA,"primary_E88","16.75",119642.857142857
"LM0332","P3","NMRI","Eflab","E88","Eflab_E88","P3aFOK",45.9,61.2,75,0.49,11,"primary",0,1,0,1,1,NA,NA,"primary_Eflab","0.5",20408.1632653061
"LM0340","P3","NMRI","E64","UNI","E64_UNI","P3aFRB",51.4,54.5,94.3119266055046,NA,10,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0332","P3","NMRI","Eflab","E88","Eflab_E88","P3aFRJ",61.2,61.2,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0343","P3","NMRI","E139","UNI","E139_UNI","P3aFUN",50.4,59.8,84.2809364548495,NA,8,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0336","P3","NMRI","E88","E64","E88_E64","P3aGBL",51.9,51.9,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aGFF",58,60.7,95.5518945634267,NA,4,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0341","P3","NMRI","E139","E88","E139_E88","P3aGPG",53.1,59.1,89.8477157360406,NA,10,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0337","P3","NMRI","E88","UNI","E88_UNI","P3aGTO",44.5,44.7,99.5525727069351,NA,5,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0343","P3","NMRI","E139","UNI","E139_UNI","P3aHAT",56.7,59.8,94.8160535117057,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aHEM",51.7,52.7,98.1024667931689,NA,3,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0338","P3","NMRI","E64","E88","E64_E88","P3aHEN",49.1,51.3,95.7115009746589,NA,10,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aHHB",60.7,60.7,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aHIX",48.5,49.6,97.7822580645161,2.62,3,"primary",0,0,0,0,1,NA,NA,"primary_E64","0",0
"LM0340","P3","NMRI","E64","UNI","E64_UNI","P3aHYV",50.7,54.5,93.0275229357798,NA,8,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aIAK",51.5,52.7,97.7229601518027,NA,5,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aIFD",52.4,52.7,99.4307400379507,NA,4,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0347","P3","NMRI","E88","E88","E88_E88","P3aIWZ",68.7,71.5,96.0839160839161,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0344","P3","NMRI","UNI","E88","UNI_E88","P3aIZU",50,51.4,97.2762645914397,1.5,9,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aJGV",56.7,60.7,93.4102141680395,2.58,6,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0347","P3","NMRI","E88","E88","E88_E88","P3aJGW",67,71.5,93.7062937062937,NA,5,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0334","P3","NMRI","Eflab","UNI","Eflab_UNI","P3aJIH",39.4,50.7,77.7120315581854,0.85,11,"primary",0,0,0,0,1,NA,NA,"primary_Eflab","0",0
"LM0334","P3","NMRI","Eflab","UNI","Eflab_UNI","P3aJIX",47.4,50.7,93.491124260355,2.07,7,"primary",5,5,3,4,1,NA,NA,"primary_Eflab","4.25",41062.8019323672
"LM0341","P3","NMRI","E139","E88","E139_E88","P3aJJH",51.2,59.1,86.6328257191202,1.95,5,"primary",19,23,18,16,1,NA,NA,"primary_E139","19",194871.794871795
"LM0337","P3","NMRI","E88","UNI","E88_UNI","P3aJLL",44.2,44.7,98.8814317673378,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aJOI",42.8,52.7,81.2144212523719,0.6,10,"primary",3,0,1,0,1,NA,NA,"primary_Eflab","1",33333.3333333333
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aJQD",47,49.6,94.758064516129,NA,10,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aJRA",52.7,52.7,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0343","P3","NMRI","E139","UNI","E139_UNI","P3aJRY",56.8,59.8,94.9832775919733,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0334","P3","NMRI","Eflab","UNI","Eflab_UNI","P3aJVR",40.2,50.7,79.2899408284024,0.57,10,"primary",0,0,1,1,1,NA,NA,"primary_Eflab","0.5",17543.8596491228
"LM0347","P3","NMRI","E88","E88","E88_E88","P3aJZP",71.5,71.5,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0334","P3","NMRI","Eflab","UNI","Eflab_UNI","P3aKEG",42.3,50.7,83.4319526627219,1.06,9,"primary",10,6,3,6,1,NA,NA,"primary_Eflab","6.25",117924.528301887
"LM0337","P3","NMRI","E88","UNI","E88_UNI","P3aKIB",44.4,44.7,99.3288590604027,NA,3,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0332","P3","NMRI","Eflab","E88","Eflab_E88","P3aKIQ",58.8,61.2,96.078431372549,NA,6,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0343","P3","NMRI","E139","UNI","E139_UNI","P3aKPZ",57.3,59.8,95.819397993311,1.06,3,"primary",0,0,0,0,1,NA,NA,"primary_E139","0",0
"LM0342","P3","NMRI","E139","E64","E139_E64","P3aKUB",53.4,57,93.6842105263158,2.2,7,"primary",6,10,11,6,1,NA,NA,"primary_E139","8.25",75000
"LM0344","P3","NMRI","UNI","E88","UNI_E88","P3aKUI",51.7,51.4,100.583657587549,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0344","P3","NMRI","UNI","E88","UNI_E88","P3aKXD",50.1,51.4,97.4708171206226,1.35,7,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0340","P3","NMRI","E64","UNI","E64_UNI","P3aKYD",52.5,54.5,96.3302752293578,NA,9,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0334","P3","NMRI","Eflab","UNI","Eflab_UNI","P3aKYE",49,50.7,96.6469428007889,NA,4,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0341","P3","NMRI","E139","E88","E139_E88","P3aLKM",50.4,59.1,85.2791878172589,2.86,7,"primary",44,41,39,47,1,NA,NA,"primary_E139","42.75",298951.048951049
"LM0334","P3","NMRI","Eflab","UNI","Eflab_UNI","P3aLMT",44.7,50.7,88.1656804733728,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0332","P3","NMRI","Eflab","E88","Eflab_E88","P3aLRK",58.7,61.2,95.9150326797386,NA,5,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0343","P3","NMRI","E139","UNI","E139_UNI","P3aLTM",59.8,59.8,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0342","P3","NMRI","E139","E64","E139_E64","P3aLTV",53.6,57,94.0350877192983,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0340","P3","NMRI","E64","UNI","E64_UNI","P3aMAO",50.5,54.5,92.6605504587156,1.82,7,"primary",51,47,46,44,1,NA,NA,"primary_E64","47",516483.516483516
"LM0338","P3","NMRI","E64","E88","E64_E88","P3aMCD",51.3,51.3,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0347","P3","NMRI","E88","E88","E88_E88","P3aMCE",63.2,71.5,88.3916083916084,7.28,11,"primary",6,1,4,3,1,NA,NA,"primary_E88","3.5",9615.38461538462
"LM0342","P3","NMRI","E139","E64","E139_E64","P3aMNQ",53.1,57,93.1578947368421,3.7,5,"primary",44,41,38,34,1,NA,NA,"primary_E139","39.25",212162.162162162
"LM0342","P3","NMRI","E139","E64","E139_E64","P3aMVU",55.6,57,97.5438596491228,2.5,4,"primary",0,1,0,0,1,NA,NA,"primary_E139","0.25",2000
"LM0336","P3","NMRI","E88","E64","E88_E64","P3aNGT",50.8,51.9,97.8805394990366,NA,5,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0338","P3","NMRI","E64","E88","E64_E88","P3aNJU",50.4,51.3,98.2456140350877,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aNLI",44.2,49.6,89.1129032258064,1.74,5,"primary",16,20,14,15,1,NA,NA,"primary_E64","16.25",186781.609195402
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aNMF",57.3,60.7,94.3986820428336,4.04,5,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aNRV",51.6,52.7,97.9127134724858,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0341","P3","NMRI","E139","E88","E139_E88","P3aNYG",50.3,59.1,85.1099830795262,0.52,6,"primary",27,39,19,23,1,NA,NA,"primary_E139","27",1038461.53846154
"LM0342","P3","NMRI","E139","E64","E139_E64","P3aOLI",55.8,57,97.8947368421053,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0341","P3","NMRI","E139","E88","E139_E88","P3aOML",54,59.1,91.3705583756345,0.85,3,"primary",0,0,0,0,1,NA,NA,"primary_E139","0",0
"LM0338","P3","NMRI","E64","E88","E64_E88","P3aOMQ",49.6,51.3,96.6861598440546,2.17,4,"primary",0,0,0,0,1,NA,NA,"primary_E64","0",0
"LM0347","P3","NMRI","E88","E88","E88_E88","P3aOOZ",63.9,71.5,89.3706293706294,5.52,10,"primary",8,13,13,20,1,NA,NA,"primary_E88","13.5",48913.0434782609
"LM0347","P3","NMRI","E88","E88","E88_E88","P3aOSC",65.2,71.5,91.1888111888112,4.15,9,"primary",78,63,64,67,1,NA,NA,"primary_E88","68",327710.843373494
"LM0344","P3","NMRI","UNI","E88","UNI_E88","P3aOTL",50.4,51.4,98.0544747081712,NA,10,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aPEE",57.6,60.7,94.8929159802306,2.72,8,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aPFK",45.8,52.7,86.9070208728653,0.85,9,"primary",3,2,3,5,1,NA,NA,"primary_Eflab","3.25",76470.5882352941
"LM0340","P3","NMRI","E64","UNI","E64_UNI","P3aPJX",53.4,54.5,97.9816513761468,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aPLG",51,52.7,96.7741935483871,3.46,7,"primary",7,7,11,14,1,NA,NA,"primary_Eflab","9.75",56358.3815028902
"LM0338","P3","NMRI","E64","E88","E64_E88","P3aPUD",48.7,51.3,94.9317738791423,NA,11,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0340","P3","NMRI","E64","UNI","E64_UNI","P3aQAG",53.1,54.5,97.4311926605505,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aQBP",47,49.6,94.758064516129,3.03,4,"primary",0,0,0,0,1,NA,NA,"primary_E64","0",0
"LM0347","P3","NMRI","E88","E88","E88_E88","P3aQDW",66.7,71.5,93.2867132867133,NA,6,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0337","P3","NMRI","E88","UNI","E88_UNI","P3aQEC",39.3,44.7,87.9194630872483,1.81,10,"primary",1,0,2,1,1,NA,NA,"primary_E88","1",11049.7237569061
"LM0344","P3","NMRI","UNI","E88","UNI_E88","P3aQEO",50,51.4,97.2762645914397,1.14,8,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aQGP",58.8,60.7,96.8698517298188,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0340","P3","NMRI","E64","UNI","E64_UNI","P3aQJU",51.6,54.5,94.6788990825688,NA,11,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0340","P3","NMRI","E64","UNI","E64_UNI","P3aREI",49,54.5,89.908256880734,1.14,6,"primary",16,15,14,14,1,NA,NA,"primary_E64","14.75",258771.929824561
"LM0337","P3","NMRI","E88","UNI","E88_UNI","P3aREY",44.3,44.7,99.1051454138702,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0342","P3","NMRI","E139","E64","E139_E64","P3aRIY",57,57,100,NA,0,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aRJA",56.7,60.7,93.4102141680395,4.4,7,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0346","P3","NMRI","UNI","UNI","UNI_UNI","P3aRPG",52.5,53.9,97.4025974025974,NA,11,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0332","P3","NMRI","Eflab","E88","Eflab_E88","P3aRRF",53.8,61.2,87.9084967320261,0.76,8,"primary",14,15,12,14,1,NA,NA,"primary_Eflab","13.75",361842.105263158
"LM0346","P3","NMRI","UNI","UNI","UNI_UNI","P3aRVL",52.2,53.9,96.8460111317254,NA,4,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0345","P3","NMRI","UNI","E64","UNI_E64","P3aRWR",59,60.7,97.1993410214168,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0346","P3","NMRI","UNI","UNI","UNI_UNI","P3aRWU",53.5,53.9,99.2578849721707,NA,3,"primary",NA,NA,NA,NA,NA,NA,NA,"UNI",NA,NA
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aRZE",47.3,49.6,95.3629032258064,NA,8,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0346","P3","NMRI","UNI","UNI","UNI_UNI","P3aSBV",52.5,53.9,97.4025974025974,3.81,9,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0332","P3","NMRI","Eflab","E88","Eflab_E88","P3aSHB",59.4,61.2,97.0588235294118,NA,2,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0335","P3","NMRI","E88","UNI","E88_UNI","P3aSMP",48.5,49.4,98.1781376518219,NA,3,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0336","P3","NMRI","E88","E64","E88_E64","P3aSMX",44.6,51.9,85.9344894026975,2.91,11,"primary",1,2,0,1,1,NA,NA,"primary_E88","1",6872.85223367698
"LM0333","P3","NMRI","Eflab","E64","Eflab_E64","P3aSNB",52,52.7,98.6717267552182,NA,6,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0342","P3","NMRI","E139","E64","E139_E64","P3aSOX",53,57,92.9824561403509,NA,9,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aSQC",44.2,49.6,89.1129032258064,1.17,6,"primary",100,70,102,108,1,NA,NA,"primary_E64","95",1623931.62393162
"LM0335","P3","NMRI","E88","UNI","E88_UNI","P3aSRB",48.2,49.4,97.5708502024292,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E88",NA,NA
"LM0340","P3","NMRI","E64","UNI","E64_UNI","P3aSRE",48.8,54.5,89.5412844036697,1.45,5,"primary",42,47,51,45,1,NA,NA,"primary_E64","46.25",637931.034482759
"LM0336","P3","NMRI","E88","E64","E88_E64","P3aSVD",43.6,51.9,84.0077071290944,0.81,10,"primary",5,2,2,2,1,NA,NA,"primary_E88","2.75",67901.2345679012
"LM0341","P3","NMRI","E139","E88","E139_E88","P3aSVZ",53.7,59.1,90.8629441624366,1.68,4,"primary",0,0,0,0,1,NA,NA,"primary_E139","0",0
"LM0346","P3","NMRI","UNI","UNI","UNI_UNI","P3aSWK",52.3,53.9,97.0315398886828,4.04,5,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0338","P3","NMRI","E64","E88","E64_E88","P3aTBA",48.8,51.3,95.1267056530214,NA,8,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0338","P3","NMRI","E64","E88","E64_E88","P3aTCS",50.4,51.3,98.2456140350877,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0339","P3","NMRI","E64","E64","E64_E64","P3aTKS",46.2,49.6,93.1451612903226,NA,11,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E64",NA,NA
"LM0341","P3","NMRI","E139","E88","E139_E88","P3aTLE",54.3,59.1,91.8781725888325,NA,1,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_E139",NA,NA
"LM0332","P3","NMRI","Eflab","E88","Eflab_E88","P3aTNB",59,61.2,96.4052287581699,NA,3,"primary",NA,NA,NA,NA,NA,NA,NA,"primary_Eflab",NA,NA
"LM0344","P3","NMRI","UNI","E88","UNI_E88","P3aTOW",50.2,51.4,97.6653696498055,1.4,6,"primary",0,0,0,0,1,NA,NA,"UNI","0",0
"LM0332","P3","NMRI","Eflab","E88","Eflab_E88","P3aTQH",57.4,61.2,93.7908496732026,1.46,7,"primary",0,0,0,0,1,NA,NA,"primary_Eflab","0",0
