"EH_ID","experiment","mouse_strain","primary_infection","challenge_infection","infection_history","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution"
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57byIMP",17.57,17.57,100,1.28,0,"challenge",0,0,0,0,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57byDVW",18.64,17.57,106.089926,1.17,7,"challenge",0,7,1,3,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57aFLO",15.45,16.32,94.6691176470588,0.92,3,"primary",0,0,0,0,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57aEPX",16.84,16.32,103.186274509804,0.72,6,"primary",5,6,7,5,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57aAMX",NA,16.32,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57byMRZ",18.5,17.57,105.2931133,1.42,8,"challenge",0,0,0,0,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57byFJY",19.16,17.57,109.0495162,3.1,2,"challenge",0,0,0,0,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57byLQU",18.96,17.57,107.9112123,1.64,5,"challenge",0,1,0,0,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57aCJR",16.32,16.32,100,1.19,0,"primary",0,0,0,0,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57aFNT",16.15,16.32,98.9583333333333,0.98,4,"primary",0,0,0,0,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57byHKN",18.12,17.57,103.1303358,1.07,4,"challenge",0,0,0,0,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57aBKO",NA,16.32,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0280","E57","SCHUNT_SCHUNT","E64","E64","E64:E64","E57aBCT",16.11,16.32,98.7132352941176,0.61,8,"primary",4,6,7,3,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aDMS",14.77,14.41,102.498265093685,1.08,7,"primary",4,6,5,4,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aKRT",14.05,14.41,97.5017349063151,0.58,5,"primary",7,7,3,3,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aHLS",14.41,14.41,100,1.35,0,"primary",6,8,10,5,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aPST",NA,14.41,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aDYZ",13.87,14.41,96.2526023594726,0.88,4,"primary",1,2,1,0,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aBCP",13.86,14.41,96.1832061068702,1.41,8,"primary",1,4,4,2,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aJKX",13.93,14.41,96.6689798750867,0.67,6,"primary",8,12,16,16,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aFIJ",NA,14.41,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aJMN",13.99,14.41,97.0853573907009,0,1,"primary",NA,NA,NA,NA,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aHSY",14.08,14.41,97.7099236641221,0,2,"primary",NA,NA,NA,NA,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aABF",NA,14.41,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0281","E57","BUSNA_BUSNA","E64",NA,NA,"E57aJUY",14.16,14.41,98.265093684941,1.32,3,"primary",10,5,9,8,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aGLX",NA,24.32,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aFXZ",25.3,24.32,104.029605263158,1.34,8,"primary",12,11,10,13,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aIJN",NA,24.32,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57byHNO",34.11,30.09,113.3599202,2.13,6,"challenge",0,0,0,0,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57byFRU",35.04,30.09,116.4506481,1.96,8,"challenge",0,0,0,0,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aGVW",25.49,24.32,104.810855263158,1.15,7,"primary",14,14,20,17,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57byRWX",31.29,30.09,103.9880359,2.35,2,"challenge",0,0,0,0,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57byGLS",30.62,30.09,101.7613825,2.34,1,"challenge",0,0,0,0,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aBCF",24.32,24.32,100,1.18,0,"primary",0,0,0,0,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57byRWZ",30.09,30.09,100,2.25,0,"challenge",0,0,0,0,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aLST",20.36,24.32,83.7171052631579,0,2,"primary",NA,NA,NA,NA,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aEQV",24.47,24.32,100.616776315789,2.69,3,"primary",0,0,0,0,2
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aJPU",24.38,24.32,100.246710526316,1.51,6,"primary",89,102,94,114,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aEOS",23.8,24.32,97.8618421052632,0,1,"primary",NA,NA,NA,NA,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57byIOZ",32.47,30.09,107.9096045,2.84,5,"challenge",0,0,0,0,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57byFGZ",33.15,30.09,110.1694915,1.75,4,"challenge",0,0,0,0,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57byAUW",32.85,30.09,109.1724826,1.65,3,"challenge",0,0,0,0,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aDST",23.69,24.32,97.4095394736842,1.45,5,"primary",61,49,38,42,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aFKU",23.67,24.32,97.3273026315789,2.2,4,"primary",6,8,7,5,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57byABC",34.57,30.09,114.8886673,1.64,7,"challenge",0,0,0,0,1
"LM0282","E57","STRA_STRA","E64","E88","E64:E88","E57aAQT",NA,24.32,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57byJMO",19.1,19.1,100,1.31,0,"challenge",0,0,0,0,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57byAJN",19.07,19.1,99.84293194,1.13,7,"challenge",0,0,0,0,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aAFQ",14.21,15.15,93.7953795379538,0.6,8,"primary",10,17,12,16,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57byKPU",19.4,19.1,101.5706806,1.5,1,"challenge",0,0,0,0,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57byFJN",18.42,19.1,96.43979058,1.7,2,"challenge",0,0,0,0,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aABC",14.52,15.15,95.8415841584158,0.3,6,"primary",55,45,51,64,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aCOU",NA,15.15,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57byLYZ",19.35,19.1,101.3089005,1.49,8,"challenge",0,0,0,0,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aDLY",14.56,15.15,96.1056105610561,0,1,"primary",NA,NA,NA,NA,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aGUY",14.61,15.15,96.4356435643564,0.47,4,"primary",0,0,0,0,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aBDR",15.15,15.15,100,1.32,0,"primary",5,11,7,11,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aBSV",14.2,15.15,93.7293729372937,0.3,5,"primary",9,8,6,16,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aHOT",NA,15.15,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57byAWX",19.3,19.1,101.0471204,1.59,6,"challenge",0,0,0,0,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aJTY",14.78,15.15,97.5577557755775,1,3,"primary",0,0,0,0,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57byBMR",18.88,19.1,98.84816754,1.12,3,"challenge",0,0,0,0,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aDFS",NA,15.15,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aDHX",14.5,15.15,95.7095709570957,0,2,"primary",NA,NA,NA,NA,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57byQRS",18.4,19.1,96.33507853,1.81,5,"challenge",0,0,0,0,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57aEFX",14.34,15.15,94.6534653465346,0.31,7,"primary",2,30,10,9,1
"LM0283","E57","PWD_PWD","E64","E88","E64:E88","E57byCGR",19.54,19.1,102.3036649,1.05,4,"challenge",0,0,0,0,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aDIO",19.11,21.53,88.7598699489085,0.57,6,"primary",46,35,47,49,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aDEX",20.02,21.53,92.986530422666,0,2,"primary",NA,NA,NA,NA,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aAMP",18.96,21.53,88.0631676730144,0.42,5,"primary",20,11,13,22,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aCRV",20.34,21.53,94.4728286112401,0.8,7,"primary",40,37,30,39,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aHKO",20.8,21.53,96.6093822573154,2.13,3,"primary",0,0,2,1,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57byKLT",22.56,22.39,100.7592675,1.26,4,"challenge",0,0,0,0,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57byLOR",22.39,22.39,100,1.27,0,"challenge",0,0,0,0,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aBGH",21.53,21.53,100,1.88,0,"primary",35,30,38,35,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57byLRS",23.55,22.39,105.1808843,1.5,8,"challenge",0,0,1,0,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aAEK",21.88,21.53,101.625638643753,0,1,"primary",NA,NA,NA,NA,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57byFMV",22.76,22.39,101.6525234,1.95,3,"challenge",0,0,0,0,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aNUZ",19.82,21.53,92.0575940548072,1.4,8,"primary",4,5,8,12,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aDHO",NA,21.53,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57byLPZ",22.52,22.39,100.5806163,1.13,5,"challenge",22,30,6,16,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57byFMN",21.88,22.39,97.72219741,1.86,1,"challenge",0,0,0,0,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57byCRX",22.43,22.39,100.1786512,2.2,2,"challenge",0,0,0,0,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aPSX",NA,21.53,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aLMN",20.12,21.53,93.4509986065954,1.1,4,"primary",4,6,7,10,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57byKOX",23.15,22.39,103.3943725,1.98,6,"challenge",22,24,28,23,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57aEIV",NA,21.53,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0284","E57","STRA_BUSNA","E64","E64","E64:E64","E57byKLQ",22.4,22.39,100.0446628,1.29,7,"challenge",1,4,6,4,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57byCHZ",19.68,19.43,101.2866701,2.01,3,"challenge",0,0,0,0,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57byACW",19.26,19.43,99.12506433,1.67,1,"challenge",0,0,0,0,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aLNO",NA,15.92,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aDEQ",NA,15.92,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aEIS",NA,15.92,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aBDK",15.92,15.92,100,1.66,0,"primary",0,0,0,0,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57byBEV",19.01,19.43,97.83839424,1.06,7,"challenge",13,5,11,15,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aQSW",15.02,15.92,94.3467336683417,0,8,"primary",10,6,6,14,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57byCRV",19.43,19.43,100,1.49,0,"challenge",0,0,0,0,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aGQV",15.17,15.92,95.2889447236181,0.81,3,"primary",0,0,0,0,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57byCMQ",19.21,19.43,98.86773031,0.77,4,"challenge",0,0,0,0,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aBDS",14.59,15.92,91.6457286432161,0.33,4,"primary",0,0,0,0,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57byBIT",19.05,19.43,98.04426145,1.33,2,"challenge",0,0,0,0,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57byIKL",18.9,19.43,97.27225939,1.37,5,"challenge",31,46,43,34,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57byBMX",19.66,19.43,101.1837365,1.4,8,"challenge",14,13,8,13,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aBMQ",15.28,15.92,95.9798994974874,0,1,"primary",NA,NA,NA,NA,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57byCLV",19.37,19.43,99.69119918,1,6,"challenge",30,23,28,21,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aBEI",15.28,15.92,95.9798994974874,0,2,"primary",NA,NA,NA,NA,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aHKP",15.65,15.92,98.3040201005025,0.77,7,"primary",24,21,39,30,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aLOZ",13.85,15.92,86.9974874371859,0.2,5,"primary",11,5,4,2,1
"LM0285","E57","PWD_PWD","E64","E64","E64:E64","E57aBPV",14.57,15.92,91.5201005025126,0.67,6,"primary",123,148,169,246,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57byDGQ",19.47,19.07,102.0975354,2.2,1,"challenge",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aMOR",15.42,15.42,100,2.13,0,"primary",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57byCWZ",20.41,19.07,107.0267436,1.44,8,"challenge",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aCHJ",14.8,15.42,95.9792477302205,1.29,6,"primary",154,139,135,101,2
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aITY",15.42,15.42,100,0,2,"primary",NA,NA,NA,NA,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aCDM",14.44,15.42,93.6446173800259,0.66,5,"primary",18,21,15,21,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57byBNT",19.36,19.07,101.5207132,1.36,4,"challenge",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57byDFQ",19.46,19.07,102.045097,2.42,2,"challenge",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aAIY",NA,15.42,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57byNPX",18.75,19.07,98.32197168,2.61,5,"challenge",0,0,0,0,2
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aEVX",15.38,15.42,99.7405966277562,0,1,"primary",NA,NA,NA,NA,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aGMU",NA,15.42,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aCDR",14.83,15.42,96.1738002594034,1.74,3,"primary",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57byBGI",20.02,19.07,104.9816466,1.74,6,"challenge",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57byGXY",19.07,19.07,100,2.27,0,"challenge",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aKSY",NA,15.42,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aGOW",15.45,15.42,100.194552529183,2.11,8,"primary",0,2,3,1,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57byDKV",20.3,19.07,106.4499213,1.57,3,"challenge",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57byDUY",20.14,19.07,105.6109072,1.14,7,"challenge",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aIPZ",13.87,15.42,89.9481193255512,1.21,4,"primary",0,0,0,0,1
"LM0286","E57","PWD_BUSNA","E64","E88","E64:E88","E57aCDK",16.46,15.42,106.74448767834,1.3,7,"primary",18,19,19,18,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aDJR",19.16,19.81,96.7188288743059,0,2,"primary",NA,NA,NA,NA,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aADV",17.18,19.81,86.7238768298839,0.22,5,"primary",0,2,0,3,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57byNPY",20.17,18.83,107.1163038,1.7,6,"challenge",8,13,11,23,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57byDFL",19.02,18.83,101.0090281,1.46,1,"challenge",0,0,0,0,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57byLMS",19.29,18.83,102.4429102,1.42,5,"challenge",18,17,16,29,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57byAST",20.03,18.83,106.3728093,1.27,3,"challenge",0,0,0,0,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aFGU",NA,19.81,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aADY",19.75,19.81,99.6971226653205,1.04,7,"primary",28,19,22,22,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aGHK",NA,19.81,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57byHKV",18.83,18.83,100,0.95,0,"challenge",0,0,0,0,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57byPRZ",20.85,18.83,110.7275624,1.27,8,"challenge",0,0,0,1,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aBET",19.81,19.81,100,0.73,0,"primary",0,0,0,0,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aGKO",NA,19.81,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57byELU",19.96,18.83,106.0010621,1.43,2,"challenge",0,0,0,0,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57byEPQ",19.89,18.83,105.6293149,0.88,4,"challenge",0,0,0,0,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aJPT",18.07,19.81,91.2165572942958,1.04,4,"primary",0,0,0,0,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57byFLY",20.3,18.83,107.8066914,1.27,7,"challenge",0,3,3,4,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aDJL",18.9,19.81,95.4063604240283,2,3,"primary",0,0,0,0,1.5
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aGLQ",18.18,19.81,91.7718324078748,0.63,6,"primary",53,61,61,74,1
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aMPS",19.72,19.81,99.5456839979808,1.77,8,"primary",3,1,4,3,2
"LM0287","E57","BUSNA_PWD","E64","E64","E64:E64","E57aHSX",19.16,19.81,96.7188288743059,0,1,"primary",NA,NA,NA,NA,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57byLPW",19.7,19.74,99.79736575,1.9,1,"challenge",0,0,0,0,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57byAEG",19.93,19.74,100.9625127,1.3,3,"challenge",0,0,0,0,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aIPX",NA,17.29,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aHOQ",16.69,17.29,96.5297860034702,0.66,6,"primary",103,87,95,89,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aEKX",NA,17.29,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aFRU",16.1,17.29,93.1174089068826,1.24,3,"primary",0,0,1,1,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57byDHV",20.41,19.74,103.3941236,3.54,2,"challenge",0,0,0,0,2
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57byFIJ",19.9,19.74,100.810537,1.51,6,"challenge",0,0,0,0,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aBHU",17.29,17.29,100,1.49,0,"primary",10,18,11,15,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57byBCF",18.99,19.74,96.2006079,1.45,5,"challenge",0,0,0,0,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aBJW",16.88,17.29,97.6286871023713,0,2,"primary",NA,NA,NA,NA,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57byIKT",19.89,19.74,100.7598784,1.49,7,"challenge",0,0,0,0,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aBTX",17.14,17.29,99.1324465008676,0.95,7,"primary",12,18,13,17,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aHRX",16.81,17.29,97.2238288027762,0,1,"primary",NA,NA,NA,NA,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57byCIW",19.97,19.74,101.1651469,1.37,8,"challenge",0,0,0,0,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aDGI",NA,17.29,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aBPW",15.64,17.29,90.4569115095431,1.52,4,"primary",2,1,1,0,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aCGK",16.9,17.29,97.7443609022556,0.77,8,"primary",3,3,0,3,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57byCOP",19.74,19.74,100,2.29,0,"challenge",0,0,0,0,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57aDNW",15.72,17.29,90.9196067090804,0.15,5,"primary",12,8,10,3,1
"LM0288","E57","PWD_BUSNA","E64","E88","E64:E88","E57byJOZ",20.33,19.74,102.9888551,0.94,4,"challenge",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aCDH",17.8,19.44,91.5637860082305,1.01,7,"primary",61,50,54,56,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aJQX",19.13,19.44,98.4053497942387,0,2,"primary",NA,NA,NA,NA,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aATV",NA,19.44,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57byCER",22.66,23.93,94.69285416,2.22,3,"challenge",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57byNUW",22.62,23.93,94.52569996,1.8,6,"challenge",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aFPX",19.44,19.44,100,1.69,0,"primary",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aGKW",18.93,19.44,97.3765432098765,0,1,"primary",NA,NA,NA,NA,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57byKQZ",22.84,23.93,95.44504806,1.81,2,"challenge",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57byAKL",23.6,23.93,98.62097785,1.75,1,"challenge",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57byPSV",21.93,23.93,91.64229001,2.23,8,"challenge",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aJTU",19.13,19.44,98.4053497942387,1.92,4,"primary",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aISV",18.34,19.44,94.3415637860082,1.52,3,"primary",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57byDIP",23.93,23.93,100,1.61,0,"challenge",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aJST",17.75,19.44,91.3065843621399,1.41,8,"primary",84,91,79,104,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aHST",NA,19.44,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aCRX",18.67,19.44,96.0390946502058,1.32,5,"primary",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57byFNS",21.57,23.93,90.13790221,1.93,7,"challenge",0,0,0,0,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57aQUZ",17.89,19.44,92.0267489711934,1.32,6,"primary",41,54,43,44,1
"LM0289","E57","SCHUNT_SCHUNT","E64","E88","E64:E88","E57byIRU",22.44,23.93,93.77350606,2.03,4,"challenge",0,0,0,0,1
