"EH_ID","experiment","mouse_strain","primary_infection","challenge_infection","infection_history","labels","weight","weight_dpi0","relative_weight","feces_weight","dpi","infection","oocyst_sq1","oocyst_sq2","oocyst_sq3","oocyst_sq4","dilution"
"LM0240","E57","SCHUNT_PWD","E88","E64","E88:E64","E57aABL",17.56,16.19,108.462013588635,0.84,11,"primary",7,8,6,15,1.5
"LM0240","E57","SCHUNT_PWD","E88","E64","E88:E64","E57aAGU",16.97,16.19,104.817788758493,0.38,8,"primary",35,70,65,54,1
"LM0240","E57","SCHUNT_PWD","E88","E64","E88:E64","E57bxBDI",20.89,20.45,102.15,2.3,1,"challenge",0,0,0,0,1
"LM0240","E57","SCHUNT_PWD","E88","E64","E88:E64","E57bxKMQ",21.14,20.45,103.37,2.41,4,"challenge",0,0,0,0,1
"LM0240","E57","SCHUNT_PWD","E88","E64","E88:E64","E57aENX",17.71,16.19,109.388511426807,0.92,10,"primary",NA,NA,NA,NA,1
"LM0240","E57","SCHUNT_PWD","E88","E64","E88:E64","E57aHJT",15.36,16.19,94.8733786287832,1.41,9,"primary",57,37,44,51,1
"LM0240","E57","SCHUNT_PWD","E88","E64","E88:E64","E57aALU",18.16,16.19,112.168004941322,0,3,"primary",NA,NA,NA,NA,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aIUZ",12.11,14.51,83.4596829772571,0.11,8,"primary",4,0,0,1,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aPRS",15.26,14.51,105.168849069607,0.68,4,"primary",0,0,0,0,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aEOZ",15.04,14.51,103.652653342522,0.75,6,"primary",0,0,0,0,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aDHW",NA,14.51,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aHOS",15.77,14.51,108.68366643694,0,1,"primary",NA,NA,NA,NA,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aCHP",16.27,14.51,112.129565816678,0,2,"primary",NA,NA,NA,NA,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aIVW",14.51,14.51,100,0.78,0,"primary",9,8,7,9,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aADF",10.7,14.51,73.7422467263956,0,9,"primary",NA,NA,NA,NA,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aADE",13.79,14.51,95.0379048931771,0.81,7,"primary",0,0,0,0,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aJNU",NA,14.51,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aDFX",14.43,14.51,99.4486560992419,0.55,5,"primary",0,0,0,0,1
"LM0241","E57","PWD_PWD","E88",NA,NA,"E57aHJZ",15.37,14.51,105.92694693315,0,3,"primary",NA,NA,NA,NA,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aMOX",18,15.65,115.015974440895,0.97,4,"primary",0,0,0,0,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aCGR",18.03,15.65,115.207667731629,0,2,"primary",NA,NA,NA,NA,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aIMY",18.05,15.65,115.335463258786,0,1,"primary",NA,NA,NA,NA,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aOQV",17.93,15.65,114.568690095847,0.76,5,"primary",0,0,0,0,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aAKX",16.68,15.65,106.581469648562,0.44,7,"primary",1,1,0,1,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aAHM",NA,15.65,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aKTX",17.49,15.65,111.757188498403,0.61,6,"primary",0,0,0,0,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aALN",13.01,15.65,83.1309904153355,0.1,9,"primary",4,4,0,0,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aGJY",17.96,15.65,114.760383386581,0,3,"primary",NA,NA,NA,NA,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aJLO",12.34,15.65,78.849840255591,0.09,10,"primary",1,0,0,0,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aIMS",14.8,15.65,94.5686900958466,0.07,8,"primary",0,0,3,1,1
"LM0242","E57","PWD_BUSNA","E88",NA,NA,"E57aSUZ",15.65,15.65,100,1.2,0,"primary",0,0,0,0,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aIPR",19.01,18.58,102.314316469322,2.06,5,"primary",0,0,0,0,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aABH",14.5,18.58,78.0409041980624,0.18,8,"primary",50,47,104,103,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aMPY",18.31,18.58,98.5468245425188,1.55,6,"primary",0,0,0,0,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aPUY",NA,18.58,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aILY",18.58,18.58,100,1.64,0,"primary",0,0,0,0,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aHUZ",NA,18.58,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aEMP",18.79,18.58,101.130247578041,0,3,"primary",NA,NA,NA,NA,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aRSZ",19.71,18.58,106.081808396125,0,1,"primary",NA,NA,NA,NA,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aDQW",NA,18.58,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aJLT",18.28,18.58,98.3853606027987,1.96,4,"primary",0,1,0,0,2
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aQUW",16.76,18.58,90.2045209903122,0.78,7,"primary",1,3,2,4,1
"LM0243","E57","BUSNA_PWD","E88",NA,NA,"E57aKTZ",19.23,18.58,103.498385360603,0,2,"primary",NA,NA,NA,NA,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aBFI",14.31,12.33,116.058394160584,0,3,"primary",NA,NA,NA,NA,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aMXZ",14.25,12.33,115.571776155718,0.58,5,"primary",0,0,0,0,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aLNX",12.87,12.33,104.379562043796,0.18,7,"primary",0,1,0,0,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aJMQ",12.33,12.33,100,0.88,0,"primary",0,0,0,0,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aCRY",15.33,12.33,124.330900243309,0,2,"primary",NA,NA,NA,NA,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aHJW",14.23,12.33,115.409570154096,0.58,4,"primary",0,0,0,0,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aALY",13.44,12.33,109.002433090024,0,1,"primary",NA,NA,NA,NA,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aVWY",13.67,12.33,110.867802108678,0.51,6,"primary",0,0,0,0,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aBGL",11.1,12.33,90.0243309002433,0,9,"primary",NA,NA,NA,NA,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aJSU",11.69,12.33,94.8094079480941,0.13,8,"primary",0,0,0,0,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aBNO",NA,12.33,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0244","E57","BUSNA_BUSNA","E88",NA,NA,"E57aBFV",NA,12.33,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aBRZ",16.93,16.71,101.31657690006,0,1,"primary",NA,NA,NA,NA,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aDLX",13.29,16.71,79.5332136445242,0.17,8,"primary",2,13,6,6,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aARV",16.85,16.71,100.837821663674,1.88,4,"primary",0,0,0,0,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aAOT",NA,16.71,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aCFJ",16.71,16.71,100,1.59,0,"primary",0,0,0,0,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aHIK",16.69,16.71,99.8803111909037,1.58,5,"primary",0,0,0,0,2
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aBLT",NA,16.71,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aOST",14.31,16.71,85.6373429084381,0.24,7,"primary",3,3,3,1,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aBOV",NA,16.71,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aNRV",17.4,16.71,104.129263913824,0,2,"primary",NA,NA,NA,NA,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aJOP",15.66,16.71,93.7163375224416,1.28,6,"primary",0,0,0,0,1
"LM0245","E57","BUSNA_BUSNA","E88",NA,NA,"E57aFTV",16.82,16.71,100.65828845003,0,3,"primary",NA,NA,NA,NA,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aKUY",17.27,17.95,96.2116991643454,0.17,10,"primary",4,9,6,7,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aBGU",18.96,17.95,105.626740947075,0.27,11,"primary",4,2,2,1,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aAHJ",17.95,17.95,100,0.8,0,"primary",2,1,3,0,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aAMS",17.93,17.95,99.8885793871866,0.52,8,"primary",63,53,55,88,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aBOY",19.33,17.95,107.688022284123,1.14,7,"primary",2,0,1,0,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aACY",17.58,17.95,97.9387186629526,0.38,9,"primary",28,22,25,23,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aGHL",18.96,17.95,105.626740947075,0,2,"primary",NA,NA,NA,NA,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aAKO",18.64,17.95,103.844011142061,0,1,"primary",NA,NA,NA,NA,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aRTV",19.95,17.95,111.142061281337,2.08,4,"primary",0,0,0,0,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aTUY",20.29,17.95,113.036211699164,1.42,6,"primary",0,0,0,0,1.5
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aIKZ",19.93,17.95,111.030640668524,1.62,5,"primary",0,0,0,0,1
"LM0246","E57","SCHUNT_STRA","E88",NA,NA,"E57aBLN",19.79,17.95,110.25069637883,0,3,"primary",NA,NA,NA,NA,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57bxBKM",26.04,27.13,95.98,2.77,3,"challenge",0,0,0,0,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57bxGOV",26.54,27.13,97.83,3.97,4,"challenge",3,0,0,2,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aHLY",24.58,25.21,97.5009916699722,0,3,"primary",NA,NA,NA,NA,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57bxFHS",26.45,27.13,97.49,1.73,2,"challenge",0,0,0,0,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57bxHOY",26.69,27.13,98.38,3.74,1,"challenge",0,0,0,0,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aKUX",24.58,25.21,97.5009916699722,2.54,4,"primary",0,0,0,0,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aMNR",24.56,25.21,97.4216580721936,1.63,6,"primary",0,0,0,0,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aGLM",24.7,25.21,97.9769932566442,0,1,"primary",NA,NA,NA,NA,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aACP",25.21,25.21,100,1.07,0,"primary",6,3,4,5,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57bxJMX",25.93,27.13,95.58,7.14,8,"challenge",0,1,0,0,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aLRS",22.95,25.21,91.0353034510115,0.92,11,"primary",11,13,9,5,1.5
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aSUX",24.43,25.21,96.9059896866323,0,2,"primary",NA,NA,NA,NA,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aHOY",24.37,25.21,96.6679888932963,1.66,5,"primary",0,0,0,0,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57bxABO",26.18,27.13,96.5,2.61,6,"challenge",0,0,0,0,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57bxCGT",26.78,27.13,98.71,2.86,5,"challenge",0,0,0,0,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aAIK",23.94,25.21,94.9623165410551,1.47,7,"primary",NA,NA,NA,NA,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aOQY",23.02,25.21,91.3129710432368,0.45,10,"primary",6,14,9,11,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aCOW",22.6,25.21,89.646965489885,0.52,9,"primary",67,70,70,47,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57bxBVZ",27.13,27.13,100,3.22,0,"challenge",0,0,0,0,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57aGQS",23.28,25.21,92.3443078143594,0.65,8,"primary",97,276,74,95,1
"LM0247","E57","STRA_SCHUNT","E88","E88","E88:E88","E57bxFPV",26.75,27.13,98.6,2.88,7,"challenge",0,0,0,0,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aAIV",19.57,17.99,108.782657031684,2.29,8,"primary",303,338,307,335,2
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57bxQTX",22.06,23.46,94.03,1.57,3,"challenge",0,0,0,0,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57bxAPS",20.58,23.46,87.72,2.5,8,"challenge",0,2,0,2,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aDQV",18.21,17.99,101.222901612007,0,2,"primary",NA,NA,NA,NA,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57bxFJR",22.28,23.46,94.97,1,2,"challenge",0,0,0,0,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57bxAFN",23.14,23.46,98.64,0.92,1,"challenge",0,0,0,0,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aDEW",20.2,17.99,112.284602556976,3.09,9,"primary",83,87,82,89,2
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57bxAQW",21.73,23.46,92.63,2.33,4,"challenge",1,2,0,2,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aAUZ",19.15,17.99,106.44802668149,0,3,"primary",NA,NA,NA,NA,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aHJM",19.04,17.99,105.836575875486,2.47,4,"primary",0,0,0,0,2
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aCMW",19.04,17.99,105.836575875486,0,1,"primary",NA,NA,NA,NA,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aCJO",19.1,17.99,106.170094496943,1.97,10,"primary",13,9,16,10,2
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aDOU",19.22,17.99,106.837131739855,2.33,5,"primary",0,0,0,0,2
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aJOT",17.99,17.99,100,1.26,0,"primary",5,2,5,15,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57bxFQX",20.95,23.46,89.3,1.74,6,"challenge",122,97,146,144,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57bxAMX",22.23,23.46,94.76,2.06,5,"challenge",64,58,60,62,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aJLX",19.07,17.99,106.003335186215,2.6,7,"primary",6,6,4,14,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aEFG",19.54,17.99,108.615897720956,2.41,6,"primary",0,0,0,0,2
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57bxKOX",21.72,23.46,92.58,1.32,7,"challenge",15,16,13,21,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57bxAFY",23.46,23.46,100,0.67,0,"challenge",0,0,0,0,1
"LM0248","E57","STRA_SCHUNT","E88","E64","E88:E64","E57aAHV",20.15,17.99,112.006670372429,1.56,11,"primary",0,0,2,0,1.5
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57bxLNU",25.92,26.1,99.31,1.86,3,"challenge",0,0,0,0,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aRSX",19.86,22.27,89.1782667265379,0.72,9,"primary",24,30,35,33,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57bxCLV",24.55,26.1,94.06,1.12,7,"challenge",8,10,6,5,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57bxPSV",24.4,26.1,93.49,2.71,8,"challenge",1,0,1,1,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aMRS",21.18,22.27,95.1055231252806,1.65,7,"primary",0,2,1,1,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aDOS",21.31,22.27,95.6892680736417,2.22,5,"primary",0,0,0,0,2
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aHLW",21.81,22.27,97.9344409519533,2.53,6,"primary",0,0,0,0,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aAIP",19.88,22.27,89.2680736416704,0.14,11,"primary",15,4,3,6,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57bxIMU",26.09,26.1,99.96,1.62,1,"challenge",0,0,0,0,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aFGZ",22.27,22.27,100,0.85,0,"primary",0,0,2,0,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57bxMPU",25.53,26.1,97.82,3.25,4,"challenge",0,0,0,0,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aMPW",18.75,22.27,84.1939829366861,0.34,10,"primary",7,8,10,11,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aART",22.16,22.27,99.5060619667714,0,2,"primary",NA,NA,NA,NA,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57bxASZ",26.1,26.1,100,0.74,0,"challenge",0,0,0,0,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aFVY",22.25,22.27,99.9101930848675,0,1,"primary",NA,NA,NA,NA,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57bxGWZ",24.36,26.1,93.33,1.7,5,"challenge",20,23,36,32,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57bxANV",23.77,26.1,91.07,1.3,6,"challenge",27,39,39,43,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57bxFMR",26.2,26.1,100.38,1.15,2,"challenge",0,0,0,0,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aKRZ",22.05,22.27,99.0121239335429,0,3,"primary",NA,NA,NA,NA,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aSVX",20.04,22.27,89.9865289627301,0.94,8,"primary",33,19,37,29,1
"LM0249","E57","SCHUNT_STRA","E88","E64","E88:E64","E57aAES",21.32,22.27,95.7341715312079,2.4,4,"primary",0,0,0,0,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aAKN",17.9,20.59,86.9354055366683,0.34,7,"primary",0,1,0,0,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aGOY",NA,20.59,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aCMV",NA,20.59,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aDOQ",20.45,20.59,99.3200582807188,0,2,"primary",NA,NA,NA,NA,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aDLM",20.02,20.59,97.2316658572122,2.66,5,"primary",0,0,0,0,2
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aDUZ",20.53,20.59,99.7085964060223,0,1,"primary",NA,NA,NA,NA,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aEKP",16.95,20.59,82.3215152986887,0.13,8,"primary",0,0,0,0,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aGNV",NA,20.59,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aJOV",20.65,20.59,100.291403593978,2.08,4,"primary",0,0,0,0,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aCQW",20.59,20.59,100,0.9,0,"primary",0,0,0,0,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aKOS",19.83,20.59,96.3088878096163,2.12,6,"primary",0,0,0,0,1
"LM0250","E57","BUSNA_PWD","E88",NA,NA,"E57aPVY",20.84,20.59,101.214181641574,0,3,"primary",NA,NA,NA,NA,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57bxEOT",21.84,23.16,94.3,1.32,8,"challenge",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aBDH",19.04,19.67,96.797153024911,0.53,7,"primary",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aBEX",17.25,19.67,87.6970005083884,0.29,10,"primary",10,17,12,22,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57bxADV",23.42,23.16,101.12,1.34,5,"challenge",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aCJN",20.98,19.67,106.65988815455,1.05,5,"primary",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57bxGSZ",23.16,23.16,100,0.69,0,"challenge",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aBMS",18.63,19.67,94.7127605490595,0.33,11,"primary",3,3,1,4,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57bxMRZ",22.66,23.16,97.84,1.12,7,"challenge",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aBQU",16.98,19.67,86.3243518047788,0.14,9,"primary",15,8,13,13,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57bxDOT",21.89,23.16,94.52,1.18,2,"challenge",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57bxGLO",22.36,23.16,96.55,1.98,3,"challenge",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aADS",20.72,19.67,105.338078291815,3.13,6,"primary",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57bxLNT",23.09,23.16,99.7,1.06,6,"challenge",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aBCK",19.67,19.67,100,0.84,0,"primary",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57bxKNZ",21.85,23.16,94.34,0.93,1,"challenge",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57bxAMS",23.05,23.16,99.53,2.01,4,"challenge",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aADK",19.47,19.67,98.9832231825114,0,1,"primary",NA,NA,NA,NA,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aISU",17.42,19.67,88.5612608032537,0.25,8,"primary",34,30,33,72,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aDIM",20.9,19.67,106.253177427555,0,3,"primary",NA,NA,NA,NA,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aBPR",21.4,19.67,108.795119471276,1.77,4,"primary",0,0,0,0,1
"LM0251","E57","STRA_BUSNA","E88","E88","E88:E88","E57aCTX",20.51,19.67,104.270462633452,0,2,"primary",NA,NA,NA,NA,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aCDX",NA,15.01,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aOWX",15.16,15.01,100.999333777482,0,1,"primary",NA,NA,NA,NA,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aCDQ",NA,15.01,NA,0,11,"primary",NA,NA,NA,NA,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aGKN",15.63,15.01,104.130579613591,0,2,"primary",NA,NA,NA,NA,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aHIR",15.58,15.01,103.79746835443,0.56,5,"primary",0,0,0,0,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aFHO",12.68,15.01,84.4770153231179,0.08,8,"primary",0,1,3,0,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aBHR",15.32,15.01,102.065289806795,0,3,"primary",NA,NA,NA,NA,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aLQW",15.01,15.01,100,0.85,0,"primary",0,0,0,0,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aHPY",15.51,15.01,103.331112591606,0.76,4,"primary",0,0,0,0,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aMNY",14.61,15.01,97.3351099267155,0.43,7,"primary",0,0,0,0,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aDQY",15.14,15.01,100.866089273817,0.38,6,"primary",0,0,0,0,1
"LM0252","E57","PWD_PWD","E88",NA,NA,"E57aGQW",NA,15.01,NA,0,9,"primary",NA,NA,NA,NA,1
"LM0253","E57","PWD_PWD","E88",NA,NA,"E57aNUW",NA,11.08,NA,0,10,"primary",NA,NA,NA,NA,1
"LM0253","E57","PWD_PWD","E88",NA,NA,"E57aKWZ",10.97,11.08,99.0072202166065,0.46,6,"primary",0,0,0,0,1
"LM0253","E57","PWD_PWD","E88",NA,NA,"E57aISX",11.25,11.08,101.534296028881,0,2,"primary",NA,NA,NA,NA,1
"LM0253","E57","PWD_PWD","E88",NA,NA,"E57aDEJ",10.95,11.08,98.826714801444,0,1,"primary",NA,NA,NA,NA,1
"LM0253","E57","PWD_PWD","E88",NA,NA,"E57aBEW",10.39,11.08,93.7725631768953,0.36,7,"primary",0,0,0,0,1
