C05,SYBR,IFN-g,Unkn,MouseCaecum2,29.8044077812692,NaN,29.8044077812692,0,0,,,,,1334.63619339905
C06,SYBR,STAT6,Unkn,MouseCaecum2,25.5763711357375,NaN,25.5763711357375,0,0,,,,,1393.03810123752
C07,SYBR,TGF-b,Unkn,MouseCaecum2,29.4030932002373,NaN,29.4030932002373,0,0,,,,,1755.10354391425
C08,SYBR,Ppia,Unkn,MouseCaecum2,20.1071825754693,NaN,20.1071825754693,0,0,,,,,2078.28034956983
C09,SYBR,Ppib,Pos Ctrl,MouseCaecum2,NaN,NaN,0,0,0,,,,,-0.430100028893867
C10,SYBR,CDC42,Pos Ctrl,MouseCaecum2,24.5643338371806,NaN,24.5643338371806,0,0,,,,,1920.26196905745
C11,SYBR,,Neg Ctrl,,NaN,NaN,0,0,0,,,,,-2.29280009052991
D01,SYBR,CXCL9,Unkn,MouseCaecum2,26.3610182272761,NaN,26.3610182272761,0,0,,,,,1761.98783125168
D02,SYBR,IL-10,Unkn,MouseCaecum2,33.4822117536117,NaN,33.4822117536117,0,0,,,,,855.953693609515
D03,SYBR,IL-12,Unkn,MouseCaecum2,25.1812515289044,NaN,25.1812515289044,0,0,,,,,2268.03776261291
D04,SYBR,IL-6,Unkn,MouseCaecum2,25.4231794101497,NaN,25.4231794101497,0,0,,,,,1806.57482785596
D05,SYBR,IFN-g,Unkn,MouseCaecum2,29.4622292097768,NaN,29.4622292097768,0,0,,,,,1576.87816849859
D06,SYBR,STAT6,Unkn,MouseCaecum2,25.7311050183832,NaN,25.7311050183832,0,0,,,,,1493.14627982587
D07,SYBR,TGF-b,Unkn,MouseCaecum2,29.3837566763341,NaN,29.3837566763341,0,0,,,,,1800.81352406012
D08,SYBR,Ppia,Unkn,MouseCaecum2,20.0800702132285,NaN,20.0800702132285,0,0,,,,,2141.3446989876
D09,SYBR,Ppib,Pos Ctrl,MouseCaecum2,22.6715076921897,NaN,22.6715076921897,0,0,,,,,2176.0946146614
D10,SYBR,CDC42,Pos Ctrl,MouseCaecum2,24.3423948300862,NaN,24.3423948300862,0,0,,,,,2109.36281733398
D11,SYBR,,Neg Ctrl,,NaN,NaN,0,0,0,,,,,0.832145462532208
E01,SYBR,CXCL9,Unkn,MouseCaecum3,20.1158067000086,NaN,20.1158067000086,0,0,,,,,1888.15235560917
E02,SYBR,IL-10,Unkn,MouseCaecum3,27.241413710114,NaN,27.241413710114,0,0,,,,,1552.86097881727
E03,SYBR,IL-12,Unkn,MouseCaecum3,25.7840860471887,NaN,25.7840860471887,0,0,,,,,2220.66561456483
E04,SYBR,IL-6,Unkn,MouseCaecum3,24.924651484582,NaN,24.924651484582,0,0,,,,,1861.05149811337
E05,SYBR,IFN-g,Unkn,MouseCaecum3,23.4109756254236,NaN,23.4109756254236,0,0,,,,,2680.12640606495
E06,SYBR,STAT6,Unkn,MouseCaecum3,25.8080898143022,NaN,25.8080898143022,0,0,,,,,1400.59186864161
E07,SYBR,TGF-b,Unkn,MouseCaecum3,37.6565874426782,NaN,37.6565874426782,0,0,,,,,329.756390552715
E08,SYBR,Ppia,Unkn,MouseCaecum3,15.8250848931754,NaN,15.8250848931754,0,0,,,,,2399.89387932862
E09,SYBR,Ppib,Pos Ctrl,MouseCaecum3,18.3664557113248,NaN,18.3664557113248,0,0,,,,,2232.18242402626
E10,SYBR,CDC42,Pos Ctrl,MouseCaecum3,24.5287002053193,NaN,24.5287002053193,0,0,,,,,1989.80621810432
E11,SYBR,,Neg Ctrl,,NaN,NaN,0,0,0,,,,,1.98856427001665
F01,SYBR,CXCL9,Unkn,MouseCaecum3,20.1477746568693,NaN,20.1477746568693,0,0,,,,,1831.84523471442
F02,SYBR,IL-10,Unkn,MouseCaecum3,27.2968301528205,NaN,27.2968301528205,0,0,,,,,1640.95042965897
F03,SYBR,IL-12,Unkn,MouseCaecum3,26.628849781048,NaN,26.628849781048,0,0,,,,,2126.6216283945
F04,SYBR,IL-6,Unkn,MouseCaecum3,37.7478314167743,NaN,37.7478314167743,0,0,,,,,265.953625249622
F05,SYBR,IFN-g,Unkn,MouseCaecum3,23.293498396593,NaN,23.293498396593,0,0,,,,,2750.3229000645
F06,SYBR,STAT6,Unkn,MouseCaecum3,25.4926652146125,NaN,25.4926652146125,0,0,,,,,1498.62878521661
F07,SYBR,TGF-b,Unkn,MouseCaecum3,23.5144244251136,NaN,23.5144244251136,0,0,,,,,2357.60608741937
F08,SYBR,Ppia,Unkn,MouseCaecum3,15.699147747664,NaN,15.699147747664,0,0,,,,,2361.14228894745
F09,SYBR,Ppib,Pos Ctrl,MouseCaecum3,18.4979188736646,NaN,18.4979188736646,0,0,,,,,2244.1066738751
F10,SYBR,CDC42,Pos Ctrl,MouseCaecum3,24.5245403253545,NaN,24.5245403253545,0,0,,,,,2095.24565033838
F11,SYBR,,Neg Ctrl,,NaN,NaN,0,0,0,,,,,-1.62046876212671
G01,SYBR,CXCL9,Unkn,MouseCaecum4,21.2267681567326,NaN,21.2267681567326,0,0,,,,,1915.85724603701
G02,SYBR,IL-10,Unkn,MouseCaecum4,29.3244716426173,NaN,29.3244716426173,0,0,,,,,1793.77063899791
G03,SYBR,IL-12,Unkn,MouseCaecum4,30.7065383199431,NaN,30.7065383199431,0,0,,,,,1814.87064949733
G04,SYBR,IL-6,Unkn,MouseCaecum4,29.1255598798252,NaN,29.1255598798252,0,0,,,,,1575.44694082103
G05,SYBR,IFN-g,Unkn,MouseCaecum4,39.1996575601563,NaN,39.1996575601563,0,0,,,,,147.130341573203
G06,SYBR,STAT6,Unkn,MouseCaecum4,30.3352693535303,NaN,30.3352693535303,0,0,,,,,1114.34079999686
G07,SYBR,TGF-b,Unkn,MouseCaecum4,26.09511184392,NaN,26.09511184392,0,0,,,,,2164.68303135524
G08,SYBR,Ppia,Unkn,MouseCaecum4,18.1639505721808,NaN,18.1639505721808,0,0,,,,,2354.72447022411
G09,SYBR,Ppib,Pos Ctrl,MouseCaecum4,20.4223078017786,NaN,20.4223078017786,0,0,,,,,2243.51660913653
G10,SYBR,CDC42,Pos Ctrl,MouseCaecum4,28.3757042778575,NaN,28.3757042778575,0,0,,,,,1928.27174845953
G11,SYBR,,Neg Ctrl,,NaN,NaN,0,0,0,,,,,1.63004339363906
H01,SYBR,CXCL9,Unkn,MouseCaecum4,21.3790248967072,NaN,21.3790248967072,0,0,,,,,1758.21415499319
H02,SYBR,IL-10,Unkn,MouseCaecum4,28.9363711353531,NaN,28.9363711353531,0,0,,,,,1761.15836302551
H03,SYBR,IL-12,Unkn,MouseCaecum4,30.853744414042,NaN,30.853744414042,0,0,,,,,1813.84356387158
H04,SYBR,IL-6,Unkn,MouseCaecum4,29.3967163536657,NaN,29.3967163536657,0,0,,,,,1527.08741095079
H05,SYBR,IFN-g,Unkn,MouseCaecum4,25.3673517549453,NaN,25.3673517549453,0,0,,,,,2449.08958362719
H06,SYBR,STAT6,Unkn,MouseCaecum4,30.5917064046444,NaN,30.5917064046444,0,0,,,,,964.026869709681
H07,SYBR,TGF-b,Unkn,MouseCaecum4,26.4890723766203,NaN,26.4890723766203,0,0,,,,,2043.45819847085
H08,SYBR,Ppia,Unkn,MouseCaecum4,18.62135699172,NaN,18.62135699172,0,0,,,,,2130.28639267388
H09,SYBR,Ppib,Pos Ctrl,MouseCaecum4,21.0267056129599,NaN,21.0267056129599,0,0,,,,,1982.04477078817
H10,SYBR,CDC42,Pos Ctrl,MouseCaecum4,28.4854972377598,NaN,28.4854972377598,0,0,,,,,1763.68285803899
H11,SYBR,,Neg Ctrl,,NaN,NaN,0,0,0,,,,,-3.68195144289994
