File Name,admin_2019-05-20 11-56-24_CC011384.pcrd,,,,,,,,,,,,,
Created By User,admin,,,,,,,,,,,,,
Notes,,,,,,,,,,,,,,
ID,,,,,,,,,,,,,,
Run Started,05/20/2019 10:02:43 UTC,,,,,,,,,,,,,
Run Ended,05/20/2019 11:24:04 UTC,,,,,,,,,,,,,
Sample Vol,10,,,,,,,,,,,,,
Lid Temp,105,,,,,,,,,,,,,
Protocol File Name,enas2017_replicate_2019_Lubomir_Bednar.prcl,,,,,,,,,,,,,
Plate Setup File Name,NMRI_Caecum_2017samples_Lubomir_Bednar.pltd,,,,,,,,,,,,,
Base Serial Number,CC011384,,,,,,,,,,,,,
Optical Head Serial Number,785BR4204,,,,,,,,,,,,,
CFX Manager Version,3.1.1517.0823. ,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Well group,All Wells,,,,,,,,,,,,,
Amplification step,3,,,,,,,,,,,,,
Melt step,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Cq Mean,Cq Std. Dev,SQ Std. Dev,Melt Temperature,Peak Height,Begin Temperature,End Temperature,End RFU
A01,SYBR,CXCL9,Unkn,MouseCaecum1,28.0713509092665,NaN,28.0713509092665,0,0,,,,,1247.04486699588
A02,SYBR,IL-10,Unkn,MouseCaecum1,31.2545218830828,NaN,31.2545218830828,0,0,,,,,963.933660404446
A03,SYBR,IL-12,Unkn,MouseCaecum1,27.7404081987439,NaN,27.7404081987439,0,0,,,,,1419.84478443133
A04,SYBR,IL-6,Unkn,MouseCaecum1,26.1132287935435,NaN,26.1132287935435,0,0,,,,,1106.4955058992
A05,SYBR,IFN-g,Unkn,MouseCaecum1,36.4839966521495,NaN,36.4839966521495,0,0,,,,,431.236005371672
A06,SYBR,STAT6,Unkn,MouseCaecum1,28.2947092049885,NaN,28.2947092049885,0,0,,,,,887.111798991159
A07,SYBR,TGF-b,Unkn,MouseCaecum1,28.9576440409696,NaN,28.9576440409696,0,0,,,,,1312.09993123565
A08,SYBR,Ppia,Unkn,MouseCaecum1,29.5435528393865,NaN,29.5435528393865,0,0,,,,,958.810812369383
A09,SYBR,Ppib,Pos Ctrl,MouseCaecum1,23.8940225162407,NaN,23.8940225162407,0,0,,,,,1400.30200007641
A10,SYBR,CDC42,Pos Ctrl,MouseCaecum1,25.0923260078344,NaN,25.0923260078344,0,0,,,,,1363.2841926686
A11,SYBR,,Neg Ctrl,,NaN,NaN,0,0,0,,,,,1.04447783521
A12,SYBR,,NRT,,NaN,NaN,0,0,0,,,,,-2.30939800182141
B01,SYBR,CXCL9,Unkn,MouseCaecum1,28.270853603631,NaN,28.270853603631,0,0,,,,,1481.35646066543
B02,SYBR,IL-10,Unkn,MouseCaecum1,29.8554038218134,NaN,29.8554038218134,0,0,,,,,1197.66016174541
B03,SYBR,IL-12,Unkn,MouseCaecum1,26.4663357773199,NaN,26.4663357773199,0,0,,,,,2000.15173703291
B04,SYBR,IL-6,Unkn,MouseCaecum1,25.6720560722865,NaN,25.6720560722865,0,0,,,,,1448.82757047525
B05,SYBR,IFN-g,Unkn,MouseCaecum1,28.2348897139179,NaN,28.2348897139179,0,0,,,,,1216.00124252387
B06,SYBR,STAT6,Unkn,MouseCaecum1,28.1487121717251,NaN,28.1487121717251,0,0,,,,,1002.71181796956
B07,SYBR,TGF-b,Unkn,MouseCaecum1,28.3009931972849,NaN,28.3009931972849,0,0,,,,,1666.23375685063
B08,SYBR,Ppia,Unkn,MouseCaecum1,20.668163354629,NaN,20.668163354629,0,0,,,,,1959.32643334265
B09,SYBR,Ppib,Pos Ctrl,MouseCaecum1,23.4371125011867,NaN,23.4371125011867,0,0,,,,,1722.56393813153
B10,SYBR,CDC42,Pos Ctrl,MouseCaecum1,25.0893532464611,NaN,25.0893532464611,0,0,,,,,1490.33772861591
B11,SYBR,,Neg Ctrl,,NaN,NaN,0,0,0,,,,,-1.53779444140491
B12,SYBR,,Unkn,,NaN,NaN,0,0,0,,,,,0.32194789283767
C01,SYBR,CXCL9,Unkn,MouseCaecum2,26.3169855576699,NaN,26.3169855576699,0,0,,,,,1690.53387838075
C02,SYBR,IL-10,Unkn,MouseCaecum2,35.5828029928738,NaN,35.5828029928738,0,0,,,,,551.437217769424
C03,SYBR,IL-12,Unkn,MouseCaecum2,25.1076627641106,NaN,25.1076627641106,0,0,,,,,2207.12292005064
C04,SYBR,IL-6,Unkn,MouseCaecum2,25.454581163288,NaN,25.454581163288,0,0,,,,,1690.25747201204
