;Data Set;Target;Sample;Ctrl;Relative Quantity;Relative Quantity SD;Corrected Relative Quantity SD;Relative Quantity SEM;Corrected Relative Quantity SEM;Unscaled Expression;Unscaled Expression SD;Corrected Unscaled Expression SD;Unscaled Expression SEM;Corrected Unscaled Expression SEM;Expression;Expression SD;Corrected Expression SD;Expression SEM;Corrected Expression SEM;Wells;Mean Cq;Cq SD;Cq SEM
;1-SYBR;CDC42;MouseCaecum1;;0,642836925255519;0,000936637038746343;0,000936637038746343;0,000662302401608026;0,000662302401608026;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;25,0908396271478;0,00210205972591751;0,00148638068665541
;1-SYBR;CDC42;MouseCaecum2;;1;0,108778759528804;0,108778759528804;0,0769181985118781;0,0769181985118781;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;24,4533643336334;0,156934576926259;0,110969503547199
;1-SYBR;CDC42;MouseCaecum3;;0,95049047084239;0,00193793421064316;0,00193793421064316;0,00137032642183918;0,00137032642183918;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;24,5266202653369;0,00294147933201906;0,00207993998239075
;1-SYBR;CDC42;MouseCaecum4;;0,0634939778977004;0,00341678375079824;0,00341678375079824;0,00241603096003744;0,00241603096003744;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;28,4306007578087;0,0776353464734669;0,0548964799511555
;1-SYBR;CXCL9;MouseCaecum1;;0,00380124682608021;0,000371693784745394;0,000371693784745394;0,000262827195718361;0,000262827195718361;0,127823132260124;0,186013071889478;0,186013071889478;0,131531104522391;0,131531104522391;0,127823132260124;0,186013071889478;0,186013071889478;0,131531104522391;0,131531104522391;2;28,1711022564488;0,141069708050081;0,0997513471822185
;1-SYBR;CXCL9;MouseCaecum2;;0,0135345317481011;0,000292098088514285;0,000292098088514285;0,000206544539160079;0,000206544539160079;0,0980548143871132;0,00416028408063093;0,00416028408063093;0,00294176508507657;0,00294176508507657;0,0980548143871132;0,00416028408063093;0,00416028408063093;0,00294176508507657;0,00294176508507657;2;26,339001892473;0,0311357992722452;0,0220163348030677
;1-SYBR;CXCL9;MouseCaecum3;;1;0,0156684250214062;0,0156684250214062;0,0110792495831493;0,0110792495831493;1,01706976565042;0,0341983810106884;0,0341983810106884;0,024181907118259;0,024181907118259;1,01706976565042;0,0341983810106884;0,0341983810106884;0,024181907118259;0,024181907118259;2;20,1317906784389;0,0226047590769232;0,0159839784303806
;1-SYBR;CXCL9;MouseCaecum4;;0,444080815210404;0,0331397327271247;0,0331397327271247;0,0234333297380596;0,0234333297380596;3,47157879904339;0,505775037783421;0,505775037783421;0,35763695897154;0,35763695897154;3,47157879904339;0,505775037783421;0,505775037783421;0,35763695897154;0,35763695897154;2;21,3028965267199;0,107661773317444;0,0761283699873338
;1-SYBR;IFN-g;MouseCaecum1;;0,00194339358620252;0,00785738732539878;0,00785738732539878;0,00555601186019871;0,00555601186019871;0,0653497830496839;0,280738234420126;0,280738234420126;0,19851190929681;0,19851190929681;0,0653497830496839;0,280738234420126;0,280738234420126;0,19851190929681;0,19851190929681;2;32,3594431830337;5,83299945475653;4,12455346911578
;1-SYBR;IFN-g;MouseCaecum2;;0,012858966590242;0,00215659870491064;0,00215659870491064;0,00152494556854044;0,00152494556854044;0,0931604879786974;0,0159904166267962;0,0159904166267962;0,0113069320308057;0,0113069320308057;0,0931604879786974;0,0159904166267962;0,0159904166267962;0,0113069320308057;0,0113069320308057;2;29,633318495523;0,241956788279017;0,171089285746211
