;Cycle;A1;A2;A3;A4;A5;A6;A7;A8;A9;A10;A11;A12;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;C11;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;E1;E2;E3;E4;E5;E6;E7;E8;E9;E10;E11;F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;G1;G2;G3;G4;G5;G6;G7;G8;G9;G10;G11;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11
;1;-51,6511313813025;-39,8823309408776;-46,6216562932418;-30,2498280256114;-54,4912458034587;-44,6342407229868;-27,1773825771356;-31,4835606940851;-31,0563534545022;-26,9600071162454;-8,17504293404363;2,18075076778587;-46,4326871103885;-33,1330473184034;-24,5255777398579;-21,3497532244824;-19,6335652110206;-19,7911672042942;-33,8999881606196;-41,8220737025285;-41,8516501006593;-36,2770146216499;-16,2599436975047;-0,77635640902372;-29,3141252439996;-10,8814149522914;-1,85629746632821;-1,09921718595569;-9,43060769393742;-55,1931873373869;-14,2155940417069;-6,20783529259916;-13,736721963086;-17,6127577855095;-10,3974481743526;-28,100733921608;-11,4975200335948;1,66214317746881;-2,42875846532434;-10,5925783661992;-31,8726057380291;-18,9211320604495;-7,11697958892819;-31,6986835157818;-5,65401942597873;-22,3344969845443;-38,127288048533;-5,52011059561755;-12,1062717312684;-2,73067229524577;-8,78714423494876;-15,6424952689113;-29,5290875374585;-17,5486375247901;-25,396488539398;-17,84218475017;-8,86268762826649;-25,0338055303537;-13,1445283241383;-26,1860758026432;-34,9627316816777;-19,9977862119335;-6,77208599099367;-21,7639057243123;-9,10407899367783;-2,76804106828104;-13,7192385889853;-20,4207923365757;-32,7489131958396;-16,7704051583801;-20,4614331192333;-10,1361099994469;-22,4470765560459;-34,457634682034;-25,819793097965;-26,4881836803324;-39,438227877672;-17,4383488143681;-9,1030555536372;-47,5774191251762;-33,8395054988246;-50,0225216569561;-54,8826845495955;-42,6888388150333;-77,4484377351541;-35,6865654592734;-23,6678236109692;-19,7406584942696;-12,6262252348433;-17,0159688995263
;2;-16,9836331801484;-13,5545680075888;-18,453169281298;-10,9075840838123;-30,556835382491;-21,6418583740624;-15,071195018998;-12,5483648260442;-12,4091262711863;-7,34598741131822;-8,09015351259632;2,3047170506793;-15,4715012625029;-11,5281491412256;-10,0387309178445;-8,37727586870597;-5,0481594541734;2,67415054114508;-19,5593830194271;-22,1925434186251;-18,457052976215;-7,9489486674197;-4,06583189662342;-7,24823984225486;-7,66905394006881;-2,37577688940883;-2,75345763947871;-1,0082779826962;-2,27150440916057;-45,2910589346557;-10,0604829684307;-4,00257916435839;-6,10225709863562;-5,61489952018837;-9,74430721837689;-0,762847945878093;-4,56313370367479;4,26968753493156;-1,64794871996764;-6,79022013496979;-16,0381735478991;-11,4690108396271;-1,26760207644838;-12,5220447724951;-1,64643416711806;-8,13056433014071;-6,25385505411714;-1,56284717708104;-3,03582353065758;1,74888103738658;3,22771013950478;-11,2697341900052;-15,5955284980723;-3,86142246387544;-13,3911676943676;-9,1430644863367;-2,66295235357802;-4,078608496774;-4,61076273989374;-13,241360069072;-19,5610299990485;-14,2071419337867;0,339796975182253;-7,78744370672439;-3,25087131763576;2,81836697659264;-3,0738233702873;-15,3046570709871;-9,42535403405782;-3,31679111702169;-10,6342363812951;-11,8441018559547;-11,6560210487869;-20,4538070281806;-9,07544755331128;-9,70661390413352;-10,713300201106;-0,207387265506441;-2,1250764220058;-20,7344319566591;-17,4119999097811;-12,7098464415349;-19,4693746475614;-19,4528170299477;-42,1133785634611;-17,5878812297983;0,383841028462484;-7,79856209595164;-3,00805815389685;-6,93515617650519
;3;-9,0400046157506;-13,0026769237206;-5,91651392722451;-2,94644054175888;-19,1363375511323;-5,43853666645327;-2,67496847776647;-4,6261053960452;-5,80193485409154;-6,90310503590899;-4,00306792123229;-3,68923491335954;-2,57525187511192;-11,9632839925043;-3,06482149209069;-1,75953310127761;1,07631111907904;6,30939531681679;-10,0078390671024;-7,22121498441538;-11,5221681423623;-6,31765274799;-3,27845525409566;1,89779237057064;-7,89409383611428;2,45774303818871;2,03321852189492;-1,06113756819286;-3,73031868687485;-10,2307342946483;-6,70835019094284;-0,455282387911666;1,34812578496212;3,90908246929666;-9,56528722634857;-2,88491484220367;-1,58968378934333;1,8379266314123;3,93583822607206;-3,44904341810479;-8,63782107996576;-0,594771415076139;-1,97022472330991;-2,03021810463497;-0,612969187762701;-1,21691288295506;-1,23637173842235;8,68323287909971;-1,08426986543463;6,41373705366277;0,163711220320238;-0,410158480786777;-5,71519100525893;1,98375372838063;-2,12193063218865;1,62099661841467;-1,97615502270219;-5,97936223702072;0,84390212483595;-3,13868457304125;-9,84316465094298;-3,65331536593749;3,1084194116911;-3,28510018909446;3,79911337450631;9,74583910743968;2,25543119447639;-2,99028158860847;-8,37742353935619;1,92442282894899;-2,91201953581276;3,72402460461581;-6,03488600112496;-11,9370384189742;-3,00102096248384;-1,67528587294873;-6,58016266688492;-0,594584955706523;-3,14685095960385;-4,45784814530953;-6,90539113723526;-5,39594231002911;-8,84512045886595;-2,38769199291528;-22,6484322344036;-8,06829621406678;2,03951570564095;-1,4082219901934;0,729007021532198;-5,51132350528042
;4;-6,33221446165271;-6,89780884450329;-4,33981651007207;-1,66913306045399;-12,4907407562678;-7,59116696466435;0,615059384653705;1,42701392068057;-1,32657879084945;-2,6841006474383;-4,53609825248805;-1,99935109042781;0,427201392843926;-6,91135979913543;-1,68417225378334;0,858210761256942;-3,33827792232069;2,86676117087063;-3,33813026329881;-3,60461976967053;-2,04748908197098;-5,98933498746101;-1,83434051011773;3,37292824600718;-2,98607849684549;1,94946755324418;4,07111613894449;2,67604087118616;4,44172377370751;-7,68334020648808;0,169660527492397;3,06613548937003;-3,12238650527888;1,49922983536135;-7,66214661259346;3,39999838171116;2,25144166868813;-0,765709225051069;-1,96743222987652;3,44511084166288;0,934894074475778;-1,93024544466607;2,27417275982589;-3,80035097036398;2,02669652372788;-1,65799575034043;-1,41590848428132;-1,68860134189345;-2,90883821327407;0,11863513301796;2,23057027142659;1,38447830394989;-2,70277155404619;0,788892785534244;2,34432977685992;3,97685690013395;3,736763979015;-1,49828178696453;-0,46437061202505;0,884891024804347;2,97968031584151;1,41467286005536;3,33920074612615;7,91426297942326;1,71824119146277;4,88547266864543;1,33468747034249;-4,15002351108205;-2,30361551437227;-0,477915819955342;1,83729773295499;-1,19368317002227;-3,19060566197504;-0,381208141791831;-5,50667014763303;1,17196154626572;6,72387079406008;0,110502211301082;3,42316929934259;3,74110115875737;-1,04380062424207;-2,35913661692894;-5,2347803655498;-3,65166350030677;-8,81434373874936;-1,18079055585895;4,80114711128408;0,612002124500577;-4,57372025003042;-9,11361250489699
;5;-1,9676832785276;-4,59591525325368;-1,55315541805703;-3,6559818431997;-6,35930095141566;-5,40077740665038;1,49810859211993;5,04629906368154;5,83359402425049;-1,13623510758998;0,891810032863759;1,86265411815748;-3,92654128012055;-3,60943207588252;-1,07842191907821;4,71277383327333;-1,34466250726291;3,80498890088893;6,44925678785057;2,14283743166789;-1,95464024357852;-0,450078071792177;-2,70614037252062;-2,45515381086898;0,32892284674881;2,15091158267251;5,3438803619506;0,38612441000032;-1,79296513475856;-7,72798269442865;5,3377139933873;1,54727475123309;-0,987917161826772;-4,89792339497444;2,33279154407273;-1,42006265987766;1,76493455992431;0,355754657300167;6,06337865857586;-1,19954706717408;7,7561490295866;0,614898089283543;4,99269497751402;-2,78166306411549;4,40318178900543;2,87357925518472;1,2465982241979;5,57042195545137;9,56981535143541;1,1514152337686;4,15363361774735;4,9010422974452;3,11287326217098;3,42411217712743;1,29863195139797;2,83394199142822;-0,35353413761959;0,916884470918831;-1,27264048901998;-1,64353035463319;2,53934847269147;1,48144492139045;-0,813069630872633;3,54869239142545;3,32145334330335;3,69478620776772;5,54626970119352;0,348439059936027;3,05901424662352;1,21154427930469;-0,269337066951266;2,53240860527058;-0,0435879980423124;4,67462771007331;0,948863076894668;2,94035507877652;4,52791166194129;2,09122684941713;-1,83566167532172;4,03087612697254;-4,11628670895834;1,37469348263994;-2,13639992393746;0,993546099508876;-2,66433146847521;4,79973608306045;1,37870126619737;0,0541049714020119;-0,113507755573664;-6,86189633229787
;6;-0,260143429890377;-0,728113116166696;-3,56972490254202;-3,19459813670392;-2,14876817140885;5,65776333326085;2,0771934422437;0,0864758117318161;3,20372132379589;2,56957979366462;1,62293398599604;-8,69746440033668;0,653785943147341;0,100445332867366;5,8024634562039;-4,93364540674929;0,47780108502684;8,24320452871962;5,42193954351615;5,69448483321912;1,650893467895;-1,91204921654344;0,790946836849798;-1,91410518762041;-0,316045132843556;0,0374060778058265;-0,237366814994857;0,346198126771469;-0,12092686197866;2,96442118593541;4,82070074139438;4,97664518613283;0,896543298531014;-2,07194365078112;-3,13199153553478;2,76084087061736;-3,28871889512948;4,18594869016533;-3,64189898435188;2,0366431124603;3,64380152183639;-1,33972320914245;-0,262911410033212;4,57807799013017;0,25280412021948;-2,08069196247152;3,85709330716963;0,724703303193564;-0,254757170938774;5,35508336261091;2,01052668691364;-2,2381640955382;-3,68965298333296;4,24218358552116;4,4099059330274;-1,87489938136332;-2,69262061821519;1,5962016925946;1,30115976231127;-0,290858860721528;-0,110709047979526;5,86436836526127;4,2985622420756;1,74805231053142;-1,54946379172679;4,45233162110981;3,42752194665763;-1,35134763887118;2,47583527623237;0,348994115054666;0,518793443113282;2,16767189244092;-1,37045518878949;4,12644976894444;6,14120334846893;4,03784060395719;0,449863449050554;2,29606387271133;3,01047616783308;5,36068027590545;0,863217955904929;0,701532997672984;4,97393297389272;0,860427551198427;6,57770981491421;0,50315643122849;1,94354971811163;5,23325767499682;4,10963526228397;3,12784618427486
;7;1,76259476704718;-1,04413570217048;-2,87510115267014;-0,667284959053632;0,95655249107358;2,78199570623065;2,10526557789126;4,20576390870065;2,3109209012041;9,65650937381633;-0,790949679201276;2,88646538094281;7,51000441028509;-1,21578665168636;4,57936015099767;-1,30197950648926;-1,35792503119092;11,7085349326449;4,34141299883868;2,42876413781141;4,28280730643837;6,98219037012996;-0,64579151290036;-4,84716575505718;3,39397881714513;1,02913603249772;-2,83154176057451;1,7791841278904;4,03818321982271;3,39268275262384;3,65965762185897;2,69606915456598;-0,573963832532627;3,01796356467958;-2,63680373629586;0,414903451210193;-2,96052597498783;3,55741619383662;-1,7031243057022;3,04994571077714;1,01828563576782;1,02036520344564;-2,7165036763995;14,5708877731449;0,247457198415304;2,53023173306883;6,30964239867308;-0,279207598761786;1,18386353934784;-1,16388907759256;2,74829073843694;-4,18155567422582;-1,30930646546403;-0,464632735762279;1,49409461755386;1,57300794075672;8,34916009209383;9,6952075469294;-3,28420565890519;0,640927111302517;0,699206085943842;1,64208231079056;-3,30072490822567;1,67130232773843;-1,65742947157059;-6,68512618328032;-3,08525495885851;-2,3531247609817;4,25961181486991;0,722295488875261;3,03105698521085;3,52584751706763;7,09174963774058;0,327311401057614;3,4126603201471;0,727137238697651;-1,14013562929995;1,35613809967708;6,75164572560789;4,61041970290444;2,5536730550557;3,11920449589843;2,37432007504231;4,37356045986144;7,59686788409908;2,46977135068528;5,02110523356487;6,33234557410515;3,89870949216493;-4,43537344727747
;8;5,89005580445382;7,61272760463316;2,56950894638976;7,54385245749836;2,4561484889291;11,4584569851249;4,46144951594397;3,562101557603;10,365127279239;6,58644718978258;0,846912305129536;0,656422690536147;4,61621256172793;3,78315289313741;5,93412397593056;-0,395423124118224;12,6615566841551;3,85671485107605;7,36707315710919;2,95331276304887;6,09952312728046;7,98262087143939;4,79831663665527;-1,3190574034752;4,82811181609713;-0,426410669479992;2,79716893280283;-0,391600949109034;1,84254675809052;0,38709232410838;1,93268377037248;0,230421671412842;6,90375680415673;2,60810433257348;0,214328874747025;3,09483082077122;-2,19704234935261;1,65177195059505;-1,48726208084463;2,11523858716373;1,39275331596718;6,5528023932161;0,106745152414987;4,7865905264639;-2,8228426364999;6,0888976261067;6,03830231644542;1,13776734611429;3,60928766259349;1,18479909416874;1,39546678937904;0,126012149889903;-0,92775264342481;-3,42243919516386;3,53945091764035;2,24502446193037;-2,55730686930792;4,71656730747827;4,36869475686672;1,34833510061208;0,271804207202422;6,94712463514543;1,39000865029357;1,98980228929486;0,840791993337007;-1,46664448366164;4,07309436157902;-1,96087101449666;8,2543124337717;3,81994931110239;3,26645326182324;1,06784965327188;-0,511238893863265;1,436115438245;0,736106263433612;2,52262061822739;1,54499789728607;1,44183452913239;4,88782445300058;2,62430677055181;2,66525911483905;3,49804566603734;12,4585290923351;3,24068631056252;7,61479057492033;4,88315076959952;1,72975354150913;3,56472308449474;4,93801547157727;2,69841281251001
;9;4,32172733305788;4,16437867674267;3,1852722363119;5,05700386247372;1,61468985961028;6,11003031526388;8,19947846773084;6,81322278445259;5,28824294998913;7,24051419686157;2,64396223959375;-2,82458763970953;0,420673016289584;3,54601912646467;2,9468577629591;0,248203355568421;9,36513453722819;3,97902487719148;4,29972743532835;5,22787055536764;8,12620937313977;4,92861846303549;3,50561849026781;1,95808268607971;7,36601380258708;6,4991526402805;-0,680065513527097;4,02844171983861;-0,998344216197438;-1,27669029821982;3,44277927937947;-6,11729513335649;6,47206478154885;0,907971341251141;0,472209178111825;-1,27723225551244;-0,184770819248115;-2,50386229870037;0,81942930276864;2,82555971615966;3,74110913545655;1,0061513066089;4,1543685958336;-0,826555645640383;-0,867255669382303;0,278678622476491;-1,07531130258485;-1,47088240741414;1,58794522504832;-2,03241960792775;3,04118649369457;-3,71240227969156;4,78169105784673;-2,39317636502346;-5,70424267309954;-0,213808022192097;6,48447152440804;2,93471327436555;4,62634259720335;1,9380769678728;4,96257450361509;1,72385912410391;-4,02520079646047;-0,350866475199382;-2,05623872636033;-2,61704771833411;2,85059608051324;2,7355895757546;5,71020612150778;0,745250593381115;3,7516146633302;3,281002421832;0,74100392900209;0,925790736121598;1,98168000904661;-2,60400345759308;-0,322103869907096;2,09492284323596;3,91878726447294;3,78297803165151;7,56689198214735;2,79779498438074;-3,0231634529523;5,04385571125522;5,72501018060757;9,90274022270796;1,21526593283033;-0,0332122505615189;2,81912824998062;0,201106890757728
;10;7,22629477703231;5,9662694183894;3,59082739597079;6,95223109648259;7,41702516658961;10,9974371521557;7,13477119425033;6,37952747086638;6,8954357359662;6,76127768410061;2,4529728303196;-1,48968418834193;4,35696391920692;7,21586362008884;1,23668753496077;1,73508815270543;5,59556485048734;0,352308750393149;5,90327551675273;7,89622384221821;9,3369746803719;2,36289404713534;3,77859097675264;2,56505473669904;3,12901211429744;5,7809162753183;0,462812817307622;-1,01147704719369;0,49083874587086;8,69160019577294;3,6628328362317;-3,91203900511573;-0,340487883121114;0,459055670456564;4,7173901662959;1,25768199506456;0,472517619818063;0,511396790889194;-0,240580760401372;0,390859108073983;2,2335050578049;-0,59372694746844;1,27962740302291;-2,68872950179548;-1,88676864359468;0,64032991032127;-1,10958441633829;2,43315836944294;0,737497704267753;-1,81458385853693;1,43714811230666;3,55635410010927;3,12321335034176;-5,0479978456674;-1,65790402408629;-0,870886368725678;-0,591668472530728;7,33693632413633;1,98896866171845;4,97581299186822;2,12746477280552;-0,484273704747011;-8,96653718664584;-3,874399666523;0,191989467889925;-4,41271773054541;-0,623125460299889;2,71989030881832;2,66585258033047;1,07972760145094;-4,41996296796424;-0,623766177000107;2,61116344109314;4,95574416746285;-1,32694747189089;-1,23063258799129;3,27197131189632;4,15474596747345;3,47611413082996;3,08568953692429;1,82350520356113;1,33460190947517;2,75929518631392;2,00278508101701;5,32301858939172;5,22530764087469;3,71395795733497;5,93500883013849;-2,03560109735872;-3,63799845027324
