;Target;Sample;Mean Cq;Mean Efficiency Corrected Cq;Normalized Expression;Relative Normalized Expression;Regulation;Compared to Regulation Threshold;P-Value;Exceeds P-Value Threshold
;CDC42;LM36;26,7333348338569;26,7333348338569;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;LM37;26,0946545409181;26,0946545409181;n. def.;n. def.;n. def.;No change;0,683864143314908;Yes
;CDC42;LM38;22,1306449859176;22,1306449859176;n. def.;n. def.;n. def.;No change;0,0493492062960326;Yes
;CDC42;LM39;22,6814776846995;22,6814776846995;n. def.;n. def.;n. def.;No change;0,0253905379517596;Yes
;CXCL9;LM36;25,153799369997;25,153799369997;0,0263791708863474;1;1;No change;n. def.;No
;CXCL9;LM37;24,4283835351947;24,4283835351947;0,0345240100910733;1,30876024268607;1,30876024268607;No change;0,303314316353537;Yes
;CXCL9;LM38;30,4713771888175;30,4713771888175;0,000168750627832776;0,00639711644311435;-156,320431071154;Down regulated;0,0288204494056887;Yes
;CXCL9;LM39;25,1288757125085;25,1288757125085;0,00669840833728475;0,253927932994722;-3,93812523185775;No change;0,0494398129165428;Yes
;IFN-y;LM36;26,7767761379633;26,7767761379633;0,00856439031839451;1;1;No change;n. def.;No
;IFN-y;LM37;28,6291698558618;28,6291698558618;0,00187740749351239;0,219210874763626;-4,56181747861868;Down regulated;0,0321310976397204;Yes
;IFN-y;LM38;30,2566328658619;30,2566328658619;0,00019583480500364;0,0228661700043058;-43,7327282973797;Down regulated;0,0167023287648649;Yes
;IFN-y;LM39;27,4298508595281;27,4298508595281;0,00135928047994132;0,158713046627717;-6,30067925257358;Down regulated;0,0202320881982199;Yes
;IL-10;LM36;31,5595528979995;31,5595528979995;0,000311126629727506;1;1;No change;n. def.;No
;IL-10;LM37;32,3011073373069;32,3011073373069;0,000147297448108703;0,473432467795221;-2,11223367222153;No change;0,156812901216995;Yes
;IL-10;LM38;33,0071907880376;33,0071907880376;2,90997622345843E-05;0,0935302846306364;-10,6917241185476;Down regulated;0,064323414668724;Yes
;IL-10;LM39;30,0947839521501;30,0947839521501;0,000214330650917229;0,688885586890925;-1,4516198611633;No change;0,304438964132351;Yes
;IL-12;LM36;34,6557866490933;34,6557866490933;3,63812780822211E-05;1;1;No change;n. def.;No
;IL-12;LM37;32,3544645095385;32,3544645095385;0,000141949253693571;3,90171157189056;3,90171157189056;No change;0,0269539016910119;Yes
;IL-12;LM38;34,0213125899358;34,0213125899358;1,44081545685205E-05;0,396032116737579;-2,52504773662745;No change;0,108738477841974;Yes
;IL-12;LM39;30,1977430116632;30,1977430116632;0,000199567822011891;5,48545385241472;5,48545385241472;Up regulated;0,217738129559071;Yes
;IL-6;LM36;33,1477352777048;33,1477352777048;0,000103477672018468;1;1;No change;n. def.;No
;IL-6;LM37;31,8819628656162;31,8819628656162;0,000196956483356552;1,90337180489913;1,90337180489913;No change;0,112328205010931;Yes
;IL-6;LM38;28,0556036365771;28,0556036365771;0,000900462641035322;8,70199941176309;8,70199941176309;Up regulated;0,000393779357523161;No
;IL-6;LM39;28,0753855677621;28,0753855677621;0,000868927955613959;8,39725071761258;8,39725071761258;Up regulated;0,0143064546701035;Yes
;Ppia;LM36;15,539807760729;15,539807760729;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppia;LM37;15,4909550028949;15,4909550028949;n. def.;n. def.;n. def.;No change;0,0704186526480179;Yes
;Ppia;LM38;15,0188007750982;15,0188007750982;n. def.;n. def.;n. def.;No change;0,0020005620212864;No
;Ppia;LM39;14,7087052221745;14,7087052221745;n. def.;n. def.;n. def.;No change;0,00443874473007988;No
;Ppip;LM36;17,4548846075954;17,4548846075954;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppip;LM37;17,1307726382423;17,1307726382423;n. def.;n. def.;n. def.;No change;0,922187673078455;Yes
;Ppip;LM38;16,6662272758484;16,6662272758484;n. def.;n. def.;n. def.;No change;0,0947357544560135;Yes
;Ppip;LM39;16,3305463544046;16,3305463544046;n. def.;n. def.;n. def.;No change;0,117590030250454;Yes
;STAT6;LM36;30,6106639673941;30,6106639673941;0,000600594312473769;1;1;No change;n. def.;No
;STAT6;LM37;27,8343650655727;27,8343650655727;0,0032570065320309;5,42297265289728;5,42297265289728;Up regulated;0,0902712550944706;Yes
;STAT6;LM38;26,5009232562482;26,5009232562482;0,00264527682655662;4,4044320294361;4,4044320294361;Up regulated;0,0775495478397049;Yes
;STAT6;LM39;26,8774832973624;26,8774832973624;0,00199337168530351;3,31899860505352;3,31899860505352;No change;0,0416197277850292;Yes
;TGF-b;LM36;25,5159048668518;25,5159048668518;0,0205237409861861;1;1;No change;n. def.;No
;TGF-b;LM37;25,8153707639044;25,8153707639044;0,0132006852298351;0,643190987389681;-1,55474815351252;No change;0,0181780276710988;Yes
;TGF-b;LM38;25,1243692941225;25,1243692941225;0,00686839337499303;0,334656015178516;-2,98814291285507;No change;0,00562381463271755;No
;TGF-b;LM39;24,366192656244;24,366192656244;0,0113648078124451;0,553739584810312;-1,80590304076339;No change;0,0151810053352759;Yes
