;Target;Sample;Mean Cq;Mean Efficiency Corrected Cq;Normalized Expression;Relative Normalized Expression;Regulation;Compared to Regulation Threshold;P-Value;Exceeds P-Value Threshold
;CDC42;MouseCaecum1;25,8232543590035;25,8232543590035;n. def.;n. def.;n. def.;No change;n. def.;No
;CDC42;MouseCaecum2;26,817197908615;26,817197908615;n. def.;n. def.;n. def.;No change;0,0264520132055011;Yes
;CDC42;MouseCaecum3;27,5980539886488;27,5980539886488;n. def.;n. def.;n. def.;No change;5,97249344774786E-05;No
;CDC42;MouseCaecum4;22,7099897607401;22,7099897607401;n. def.;n. def.;n. def.;No change;0,258077623326605;Yes
;CXCL9;MouseCaecum1;29,9255929365635;29,9255929365635;0,000702956973412392;1;1;No change;n. def.;No
;CXCL9;MouseCaecum2;27,9997687117566;27,9997687117566;0,0232299209696128;33,0460068656079;33,0460068656079;Up regulated;n. def.;No
;CXCL9;MouseCaecum3;31,4352774964837;31,4352774964837;0,0386900513672517;55,0390035672269;55,0390035672269;Up regulated;n. def.;No
;CXCL9;MouseCaecum4;26,4804068540355;26,4804068540355;0,0022760776010275;3,23786189925487;3,23786189925487;No change;n. def.;No
;IFN-g;MouseCaecum1;29,2108561483433;29,2108561483433;0,00115368157250303;1;1;No change;n. def.;No
;IFN-g;MouseCaecum2;30,816063918386;30,816063918386;0,00329805883175415;2,85872541467285;2,85872541467285;No change;0,161610243210905;Yes
;IFN-g;MouseCaecum3;33,13976753065;33,13976753065;0,0118712562243815;10,2898897818274;10,2898897818274;Up regulated;0,223344818479688;Yes
;IFN-g;MouseCaecum4;28,5306398148179;28,5306398148179;0,00054954776457114;0,476342673463043;-2,09932902448133;No change;0,204451308305753;Yes
;IL-10;MouseCaecum1;29,7494144330194;29,7494144330194;0,000794261950014046;1;1;No change;n. def.;No
;IL-10;MouseCaecum2;35,9790723442321;35,9790723442321;9,2053010113166E-05;0,115897545024709;-8,62831045978414;Down regulated;0,105202554302566;Yes
;IL-10;MouseCaecum3;n. def.;n. def.;n. def.;n. def.;n. def.;No change;n. def.;No
;IL-10;MouseCaecum4;31,577074019918;31,577074019918;6,65177223550233E-05;0,0837478395557624;-11,9406065315173;Down regulated;0,103298135755384;Yes
;IL-12;MouseCaecum1;31,8024914243168;31,8024914243168;0,000191392977985426;1;1;No change;n. def.;No
;IL-12;MouseCaecum2;35,1323480796272;35,1323480796272;0,000165549318055077;0,864970699539896;-1,15610852544708;No change;0,840842561562638;Yes
;IL-12;MouseCaecum3;36,2880141852391;36,2880141852391;0,00133899822696988;6,99606767742464;6,99606767742464;Up regulated;0,348671635935031;Yes
;IL-12;MouseCaecum4;32,6559051180708;32,6559051180708;3,14903037111133E-05;0,164532178988882;-6,0778384273849;Down regulated;0,151790741264678;Yes
;IL-6;MouseCaecum1;28,6974625217948;28,6974625217948;0,00164676958413005;1;1;No change;n. def.;No
;IL-6;MouseCaecum2;31,7066966108566;31,7066966108566;0,00177889880305738;1,08023540160121;1,08023540160121;No change;0,722024888232392;Yes
;IL-6;MouseCaecum3;32,7132767413509;32,7132767413509;0,0159545000308829;9,68836210277181;9,68836210277181;Up regulated;0,321019575320899;Yes
;IL-6;MouseCaecum4;27,3037037709373;27,3037037709373;0,00128632288891007;0,781118925990851;-1,28021478769254;No change;0,400701152573881;Yes
;Ppia;MouseCaecum1;15,1635387819759;15,1635387819759;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppia;MouseCaecum2;20,2498919424624;20,2498919424624;n. def.;n. def.;n. def.;No change;0,0501308520660619;Yes
;Ppia;MouseCaecum3;24,7151530467104;24,7151530467104;n. def.;n. def.;n. def.;No change;0,0425761371561665;Yes
;Ppia;MouseCaecum4;14,1648481647501;14,1648481647501;n. def.;n. def.;n. def.;No change;0,241350543980247;Yes
;Ppib;MouseCaecum1;17,3671576926463;17,3671576926463;n. def.;n. def.;n. def.;No change;n. def.;No
;Ppib;MouseCaecum2;20,6486004527786;20,6486004527786;n. def.;n. def.;n. def.;No change;0,587397621442871;Yes
;Ppib;MouseCaecum3;27,9169448173424;27,9169448173424;n. def.;n. def.;n. def.;No change;0,037476535569571;Yes
;Ppib;MouseCaecum4;16,2286790206457;16,2286790206457;n. def.;n. def.;n. def.;No change;0,446985573284578;Yes
;STAT6;MouseCaecum1;24,3732798201909;24,3732798201909;0,0329869025053277;1;1;No change;n. def.;No
;STAT6;MouseCaecum2;29,5313399818442;29,5313399818442;0,00803523975043051;0,24358879252554;-4,10527918641885;Down regulated;0,00799033455182441;No
;STAT6;MouseCaecum3;29,8749650383649;29,8749650383649;0,114103813359126;3,45906419496942;3,45906419496942;No change;0,156247965053452;Yes
;STAT6;MouseCaecum4;22,9069528492374;22,9069528492374;0,0270959204410752;0,821414512523537;-1,21741214058638;No change;0,687538932891366;Yes
;TGF-b;MouseCaecum1;23,7791753514128;23,7791753514128;0,0497948928917354;1;1;No change;n. def.;No
;TGF-b;MouseCaecum2;30,1725033117932;30,1725033117932;0,00515216122803148;0,103467663626336;-9,66485532727802;Down regulated;0,0435068046837811;Yes
;TGF-b;MouseCaecum3;33,8459659623695;33,8459659623695;0,00727628611526796;0,146125148438177;-6,8434489934707;Down regulated;0,0972269412094774;Yes
;TGF-b;MouseCaecum4;22,8533817725635;22,8533817725635;0,0281209772752147;0,564736173574179;-1,77073834968117;No change;0,189690004442969;Yes
