;Target;Sample;Regulation
;CDC42;MouseCaecum2;n. def.
;CXCL9;MouseCaecum2;33,0460068656079
;IFN-g;MouseCaecum2;2,85872541467285
;IL-10;MouseCaecum2;-8,62831045978414
;IL-12;MouseCaecum2;-1,15610852544708
;IL-6;MouseCaecum2;1,08023540160121
;Ppia;MouseCaecum2;n. def.
;Ppib;MouseCaecum2;n. def.
;STAT6;MouseCaecum2;-4,10527918641885
;TGF-b;MouseCaecum2;-9,66485532727802
