"","labels","IFNy"
"1","E7GHI",4.45462750423705
"2","E7PSV",1.62435853284342
"3","E7LYZ",3.47981538584847
"4","E7BLW",5.98219397452135
"5","E7JQU",6.97024477625777
"6","E7HVW",2.83376840404902
"7","E7MOR",7.06194578453407
"8","E7APS",4.4365196863091
"9","E7CIW",5.61738807105184
"10","E7FRU",0.939915390768783
"11","E7DTU",2.12034089606387
"12","E7AJN",2.97703724989762
"13","E7CEK",0.887669070767343
"14","E7BGY",4.99875306486362
"15","E7MNW",7.02526117254475
"16","E7NUX",3.62382335240267
"17","E7NPY",8.88444562461654
"18","E7AVW",7.77838821240019
"19","E7NOY",9.79093082357318
"20","E7HKX",1.57141709055885
"21","E7NSX",8.22027140016854
"22","E7PVX",8.60751395896957
"23","E7CLV",3.93032929785734
"24","E7KOX",5.45343908105981
"25","E7NRU",18.4540538104841
"26","E7AQY",8.68133585050762
"27","E7AHU",6.31105921743733
"28","E7JRZ",6.18310779663324
"29","E7AUZ",8.75517711686736
"30","E7CEO",29.1595598433847
"31","E7KMS",4.94426504817477
"32","E7GHL",8.62596760939535
"33","E7GOW",5.52628859354444
"34","E7UVY",9.42060284508373
"35","E7LMZ",52.2741183945681
"36","E7JKX",18.4540538104841
"37","E7LNW",5.28962689027981
"38","E7HKN",26.5545715028502
"39","E7GJT",7.94400785152422
"40","E7AGX",76.3038260328852
"41","E7COW",3.00032865371102
"42","E7FLN",12.9789381224738
"43","E7BQY",6.22517272521993
"44","E7PRZ",18.3441065792273
"45","E7BMX",7.36674062568875
"46","E7LRS",1.13885813058722
"47","E7MRZ",3.08986986660998
"48","E7FPV",0
"49","E7KMQ",4.95382855404714
"50","E7LOT",3.3566626029832
"51","E7IMQ",5.05934066252274
"52","E7LMZ",3.90463796942712
"53","E7ABO",4.72077067076603
"54","E7GHV",0
"55","E7CUY",1.77673412685823
"56","E7EMW",1.65664455658793
"57","E7JMR",5.68730891054033
"58","E7STU",4.86923097297706
"59","E7JMX",5.74965573181054
"60","E7EOT",10.7285610680602
"61","E7BCD",6.3485357460407
"62","E7JVZ",3.4229556011352
"63","E7KOP",0
"64","E7PQZ",3.2902118260771
"65","E7DVW",5.68730891054033
"66","E7GSW",4.78446213666117
"67","E7PSU",1.65664455658793
"68","E7KQW",1.80062932217711
"69","E7AYZ",2.08448327372888
"70","E7HVX",0
"71","E7ADL",15.6812526580593
"72","E7IOS",9.65487230528789
"73","E7KLQ",8.21014095158232
"74","E7FGZ",4.14279342673129
"75","E7IKT",1.51108378897958
"76","E7GHL2",2.03752363066968
"77","E7LVZ",3.15681996639047
"78","E7ABC",0
"79","E7DUY",0
"80","E7DIS",1.70480602443531
