;;1;2;3;4;5;6;7;8;9;10;11;12
A;Content;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Pos Ctrl;Pos Ctrl;Neg Ctrl;
A;Sample;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;;
A;Cq;32,9435548944301;36,8842817921892;n. def.;30,2018363244071;32,7370432444502;29,4600645894395;31,1724573341078;22,6514546486333;25,3877493214262;26,3477414492421;n. def.;
A;;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;
B;Content;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Unkn;Pos Ctrl;Pos Ctrl;Neg Ctrl;
B;Sample;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;MouseCaecum1;;
B;Cq;33,2156803342873;n. def.;33,093025702925;30,4477213342473;33,1511527684809;30,0837291479235;32,0270972871937;22,7975610352682;25,340410320629;26,1395509484406;n. def.;
B;;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;
C;Content;;;;;;;;;;;;
C;Sample;;;;;;;;;;;;
C;Cq;;;;;;;;;;;;
C;;;;;;;;;;;;;
D;Content;;;;;;;;;;;;
D;Sample;;;;;;;;;;;;
D;Cq;;;;;;;;;;;;
D;;;;;;;;;;;;;
E;Content;;;;;;;;;;;;
E;Sample;;;;;;;;;;;;
E;Cq;;;;;;;;;;;;
E;;;;;;;;;;;;;
F;Content;;;;;;;;;;;;
F;Sample;;;;;;;;;;;;
F;Cq;;;;;;;;;;;;
F;;;;;;;;;;;;;
G;Content;;;;;;;;;;;;
G;Sample;;;;;;;;;;;;
G;Cq;;;;;;;;;;;;
G;;;;;;;;;;;;;
H;Content;;;;;;;;;;;;
H;Sample;;;;;;;;;;;;
H;Cq;;;;;;;;;;;;
H;;;;;;;;;;;;;
