;True;Target;Sample;Normalized Expression
;True;CXCL9;MouseCaecum1;0,00316801234566852
;True;IFN-g;MouseCaecum1;0,00348002474731196
;True;IL-10;MouseCaecum1;0,000226709032942604
;True;IL-12;MouseCaecum1;0,00313870593433029
;True;IL-6;MouseCaecum1;0,0213833612446775
;True;STAT6;MouseCaecum1;0,0313696755630714
;True;TGF-b;MouseCaecum1;0,00883615215344977
