;Data Set;Target;Sample;Ctrl;Relative Quantity;Relative Quantity SD;Corrected Relative Quantity SD;Relative Quantity SEM;Corrected Relative Quantity SEM;Unscaled Expression;Unscaled Expression SD;Corrected Unscaled Expression SD;Unscaled Expression SEM;Corrected Unscaled Expression SEM;Expression;Expression SD;Corrected Expression SD;Expression SEM;Corrected Expression SEM;Wells;Mean Cq;Cq SD;Cq SEM
;1-SYBR;CDC42;MouseCaecum1;;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;0;n. def.;0;n. def.
;1-SYBR;CDC42;MouseCaecum2;;1;1,21016738856283;1,21016738856283;0,85571756682359;0,85571756682359;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;24,3033509755088;1,74590249012514;1,23453949005796
;1-SYBR;CDC42;MouseCaecum3;;0,0627973589568118;0,0280201086125942;0,0280201086125942;0,0198132088095489;0,0198132088095489;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;28,296503279734;0,643728851214288;0,455185035939049
;1-SYBR;CDC42;MouseCaecum4;;0,194929699437703;0,0349665287595407;0,0349665287595407;0,0247250696004257;0,0247250696004257;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;26,6623251544169;0,258790927108634;0,182992819468069
;1-SYBR;CXCL9;MouseCaecum1;;2,843382106467E-05;0,000212650469331063;0,000212650469331063;0,000150366588886497;0,000150366588886497;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;30,7439295500171;10,789607800122;7,62940484180951
;1-SYBR;CXCL9;MouseCaecum2;;0,000610316476447241;0,000183593612755414;0,000183593612755414;0,00012982028856189;0,00012982028856189;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;26,3200519042724;0,433987291647403;0,306875356872663
;1-SYBR;CXCL9;MouseCaecum3;;0,000109538291527211;0,000124189368892802;0,000124189368892802;8,78151448953778E-05;8,78151448953778E-05;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;28,7981741591305;1,63565986044494;1,15658617903526
;1-SYBR;CXCL9;MouseCaecum4;;1;11,1840008463947;11,1840008463947;7,90828283928178;7,90828283928178;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;15,6418970634676;16,1351025583916;11,4092404341791
;1-SYBR;IFN-g;MouseCaecum1;;1;0,149765242318705;0,149765242318705;0,105900018429603;0,105900018429603;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;23,6200597604768;0,21606557239073;0,152781431418438
;1-SYBR;IFN-g;MouseCaecum2;;0,0237047643880231;0,00118117861356455;0,00118117861356455;0,000835219407444018;0,000835219407444017;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;29,0187388966903;0,0718876804805818;0,0508322663515912
;1-SYBR;IFN-g;MouseCaecum3;;2,53573239339214E-05;2,57318210855409E-05;2,57318210855409E-05;1,81951451818649E-05;1,81951451818649E-05;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;38,8872977351372;1,4640019100553;1,03520567827016
;1-SYBR;IFN-g;MouseCaecum4;;0,00130795710222206;0,000183175924695594;0,000183175924695594;0,000129524938502371;0,000129524938502371;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;33,1985288203781;0,202045615807755;0,142867825046675
;1-SYBR;IL-10;MouseCaecum1;;1;0,390667610666289;0,390667610666289;0,276243716692079;0,276243716692079;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;27,947316855368;0,563614224544196;0,398535440148398
