;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;CXCL9;Unkn;LM81;;n. def.;0;0;n. def.;n. def.;0;0;60;
;A02;SYBR;IL-10;Unkn;LM81;;29,2806571454761;29,2806571454761;0;n. def.;n. def.;n. def.;0;60;
;A03;SYBR;IL-12;Unkn;LM81;;31,2462839456901;31,2462839456901;0;n. def.;n. def.;n. def.;0;60;
;A04;SYBR;IL-6;Unkn;LM81;;28,5621952767226;28,5621952767226;0;n. def.;n. def.;n. def.;0;60;
;A05;SYBR;IFN-g;Unkn;LM81;;28,7864692471551;28,7864692471551;0;n. def.;n. def.;n. def.;0;60;
;A06;SYBR;STAT6;Unkn;LM81;;24,3589797715219;24,3589797715219;0;n. def.;n. def.;n. def.;0;60;
;A07;SYBR;TGF-b;Unkn;LM81;;24,060292072447;24,060292072447;0;n. def.;n. def.;n. def.;0;60;
;A08;SYBR;Ppia;Unkn;LM81;;15,4097387021162;15,4097387021162;0;n. def.;n. def.;n. def.;0;60;
;A09;SYBR;Ppib;Pos Ctrl;LM81;;17,6248952670071;17,6248952670071;0;n. def.;n. def.;n. def.;0;60;
;A10;SYBR;CDC42;Pos Ctrl;LM81;;26,2561810934771;26,2561810934771;0;n. def.;n. def.;n. def.;0;60;
;A11;SYBR;;Neg Ctrl;LM81;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B01;SYBR;CXCL9;Unkn;LM81;;29,9255929365635;29,9255929365635;0;n. def.;n. def.;n. def.;0;60;
;B02;SYBR;IL-10;Unkn;LM81;;30,2181717205626;30,2181717205626;0;n. def.;n. def.;n. def.;0;60;
;B03;SYBR;IL-12;Unkn;LM81;;32,3586989029434;32,3586989029434;0;n. def.;n. def.;n. def.;0;60;
;B04;SYBR;IL-6;Unkn;LM81;;28,8327297668671;28,8327297668671;0;n. def.;n. def.;n. def.;0;60;
;B05;SYBR;IFN-g;Unkn;LM81;;29,6352430495314;29,6352430495314;0;n. def.;n. def.;n. def.;0;60;
;B06;SYBR;STAT6;Unkn;LM81;;24,3875798688599;24,3875798688599;0;n. def.;n. def.;n. def.;0;60;
;B07;SYBR;TGF-b;Unkn;LM81;;23,4980586303785;23,4980586303785;0;n. def.;n. def.;n. def.;0;60;
;B08;SYBR;Ppia;Unkn;LM81;;14,9173388618356;14,9173388618356;0;n. def.;n. def.;n. def.;0;60;
;B09;SYBR;Ppib;Pos Ctrl;LM81;;17,1094201182855;17,1094201182855;0;n. def.;n. def.;n. def.;0;60;
;B10;SYBR;CDC42;Pos Ctrl;LM81;;25,3903276245298;25,3903276245298;0;n. def.;n. def.;n. def.;0;60;
;B11;SYBR;;Neg Ctrl;LM81;;n. def.;0;0;n. def.;n. def.;0;0;60;
;C01;SYBR;CXCL9;Unkn;LM82;;27,8959258324987;27,8959258324987;0;n. def.;n. def.;n. def.;0;60;
;C02;SYBR;IL-10;Unkn;LM82;;35,9268422249141;35,9268422249141;0;n. def.;n. def.;n. def.;0;60;
;C03;SYBR;IL-12;Unkn;LM82;;35,7621581638328;35,7621581638328;0;n. def.;n. def.;n. def.;0;60;
;C04;SYBR;IL-6;Unkn;LM82;;30,7809414110008;30,7809414110008;0;n. def.;n. def.;n. def.;0;60;
;C05;SYBR;IFN-g;Unkn;LM82;;30,3988659190542;30,3988659190542;0;n. def.;n. def.;n. def.;0;60;
;C06;SYBR;STAT6;Unkn;LM82;;29,1422686361797;29,1422686361797;0;n. def.;n. def.;n. def.;0;60;
;C07;SYBR;TGF-b;Unkn;LM82;;29,8996551882743;29,8996551882743;0;n. def.;n. def.;n. def.;0;60;
;C08;SYBR;Ppia;Unkn;LM82;;20,0307582782122;20,0307582782122;0;n. def.;n. def.;n. def.;0;60;
;C09;SYBR;Ppib;Pos Ctrl;LM82;;20,5632468631318;20,5632468631318;0;n. def.;n. def.;n. def.;0;60;
;C10;SYBR;CDC42;Pos Ctrl;LM82;;26,9703027256104;26,9703027256104;0;n. def.;n. def.;n. def.;0;60;
;C11;SYBR;;Neg Ctrl;LM82;;n. def.;0;0;n. def.;n. def.;0;0;60;
;D01;SYBR;CXCL9;Unkn;LM82;;28,1036115910145;28,1036115910145;0;n. def.;n. def.;n. def.;0;60;
;D02;SYBR;IL-10;Unkn;LM82;;36,03130246355;36,03130246355;0;n. def.;n. def.;n. def.;0;60;
;D03;SYBR;IL-12;Unkn;LM82;;34,5025379954217;34,5025379954217;0;n. def.;n. def.;n. def.;0;60;
;D04;SYBR;IL-6;Unkn;LM82;;32,6324518107125;32,6324518107125;0;n. def.;n. def.;n. def.;0;60;
;D05;SYBR;IFN-g;Unkn;LM82;;31,2332619177179;31,2332619177179;0;n. def.;n. def.;n. def.;0;60;
;D06;SYBR;STAT6;Unkn;LM82;;29,9204113275086;29,9204113275086;0;n. def.;n. def.;n. def.;0;60;
;D07;SYBR;TGF-b;Unkn;LM82;;30,445351435312;30,445351435312;0;n. def.;n. def.;n. def.;0;60;
;D08;SYBR;Ppia;Unkn;LM82;;20,4690256067126;20,4690256067126;0;n. def.;n. def.;n. def.;0;60;
;D09;SYBR;Ppib;Pos Ctrl;LM82;;20,7339540424255;20,7339540424255;0;n. def.;n. def.;n. def.;0;60;
;D10;SYBR;CDC42;Pos Ctrl;LM82;;26,6640930916197;26,6640930916197;0;n. def.;n. def.;n. def.;0;60;
;D11;SYBR;;Neg Ctrl;LM82;;n. def.;0;0;n. def.;n. def.;0;0;60;
;E01;SYBR;CXCL9;Unkn;LM83;;31,2909649700277;31,2909649700277;0;n. def.;n. def.;n. def.;0;60;
;E02;SYBR;IL-10;Unkn;LM83;;n. def.;0;0;n. def.;n. def.;0;0;60;
;E03;SYBR;IL-12;Unkn;LM83;;34,9254874189213;34,9254874189213;0;n. def.;n. def.;n. def.;0;60;
;E04;SYBR;IL-6;Unkn;LM83;;31,4373860190682;31,4373860190682;0;n. def.;n. def.;n. def.;0;60;
;E05;SYBR;IFN-g;Unkn;LM83;;32,3016027462625;32,3016027462625;0;n. def.;n. def.;n. def.;0;60;
;E06;SYBR;STAT6;Unkn;LM83;;29,3853838234373;29,3853838234373;0;n. def.;n. def.;n. def.;0;60;
;E07;SYBR;TGF-b;Unkn;LM83;;35,3343614141346;35,3343614141346;0;n. def.;n. def.;n. def.;0;60;
;E08;SYBR;Ppia;Unkn;LM83;;24,781189556534;24,781189556534;0;n. def.;n. def.;n. def.;0;60;
;E09;SYBR;Ppib;Pos Ctrl;LM83;;28,2337039769063;28,2337039769063;0;n. def.;n. def.;n. def.;0;60;
;E10;SYBR;CDC42;Pos Ctrl;LM83;;27,5928920491035;27,5928920491035;0;n. def.;n. def.;n. def.;0;60;
;E11;SYBR;;Neg Ctrl;LM83;;n. def.;0;0;n. def.;n. def.;0;0;60;
;F01;SYBR;CXCL9;Unkn;LM83;;31,5795900229398;31,5795900229398;0;n. def.;n. def.;n. def.;0;60;
;F02;SYBR;IL-10;Unkn;LM83;;n. def.;0;0;n. def.;n. def.;0;0;60;
;F03;SYBR;IL-12;Unkn;LM83;;37,6505409515568;37,6505409515568;0;n. def.;n. def.;n. def.;0;60;
;F04;SYBR;IL-6;Unkn;LM83;;33,9891674636336;33,9891674636336;0;n. def.;n. def.;n. def.;0;60;
;F05;SYBR;IFN-g;Unkn;LM83;;33,9779323150374;33,9779323150374;0;n. def.;n. def.;n. def.;0;60;
;F06;SYBR;STAT6;Unkn;LM83;;30,3645462532926;30,3645462532926;0;n. def.;n. def.;n. def.;0;60;
;F07;SYBR;TGF-b;Unkn;LM83;;32,3575705106044;32,3575705106044;0;n. def.;n. def.;n. def.;0;60;
;F08;SYBR;Ppia;Unkn;LM83;;24,6491165368869;24,6491165368869;0;n. def.;n. def.;n. def.;0;60;
;F09;SYBR;Ppib;Pos Ctrl;LM83;;27,6001856577786;27,6001856577786;0;n. def.;n. def.;n. def.;0;60;
;F10;SYBR;CDC42;Pos Ctrl;LM83;;27,6032159281941;27,6032159281941;0;n. def.;n. def.;n. def.;0;60;
;F11;SYBR;;Neg Ctrl;LM83;;n. def.;0;0;n. def.;n. def.;0;0;60;
;G01;SYBR;CXCL9;Unkn;LM84;;25,9992761210697;25,9992761210697;0;n. def.;n. def.;n. def.;0;60;
;G02;SYBR;IL-10;Unkn;LM84;;30,7988741001478;30,7988741001478;0;n. def.;n. def.;n. def.;0;60;
;G03;SYBR;IL-12;Unkn;LM84;;32,2065680375097;32,2065680375097;0;n. def.;n. def.;n. def.;0;60;
;G04;SYBR;IL-6;Unkn;LM84;;27,614279673594;27,614279673594;0;n. def.;n. def.;n. def.;0;60;
;G05;SYBR;IFN-g;Unkn;LM84;;28,360498671832;28,360498671832;0;n. def.;n. def.;n. def.;0;60;
;G06;SYBR;STAT6;Unkn;LM84;;23,3936597954637;23,3936597954637;0;n. def.;n. def.;n. def.;0;60;
;G07;SYBR;TGF-b;Unkn;LM84;;22,5654570851045;22,5654570851045;0;n. def.;n. def.;n. def.;0;60;
;G08;SYBR;Ppia;Unkn;LM84;;13,7588712388792;13,7588712388792;0;n. def.;n. def.;n. def.;0;60;
;G09;SYBR;Ppib;Pos Ctrl;LM84;;15,6427960585629;15,6427960585629;0;n. def.;n. def.;n. def.;0;60;
;G10;SYBR;CDC42;Pos Ctrl;LM84;;22,1260957138841;22,1260957138841;0;n. def.;n. def.;n. def.;0;60;
;G11;SYBR;;Neg Ctrl;LM84;;n. def.;0;0;n. def.;n. def.;0;0;60;
;H01;SYBR;CXCL9;Unkn;LM84;;26,9615375870014;26,9615375870014;0;n. def.;n. def.;n. def.;0;60;
;H02;SYBR;IL-10;Unkn;LM84;;32,3552739396883;32,3552739396883;0;n. def.;n. def.;n. def.;0;60;
;H03;SYBR;IL-12;Unkn;LM84;;33,1052421986319;33,1052421986319;0;n. def.;n. def.;n. def.;0;60;
;H04;SYBR;IL-6;Unkn;LM84;;26,9931278682806;26,9931278682806;0;n. def.;n. def.;n. def.;0;60;
;H05;SYBR;IFN-g;Unkn;LM84;;28,7007809578039;28,7007809578039;0;n. def.;n. def.;n. def.;0;60;
;H06;SYBR;STAT6;Unkn;LM84;;22,4202459030111;22,4202459030111;0;n. def.;n. def.;n. def.;0;60;
;H07;SYBR;TGF-b;Unkn;LM84;;23,1413064600225;23,1413064600225;0;n. def.;n. def.;n. def.;0;60;
;H08;SYBR;Ppia;Unkn;LM84;;14,5708250906211;14,5708250906211;0;n. def.;n. def.;n. def.;0;60;
;H09;SYBR;Ppib;Pos Ctrl;LM84;;16,8145619827285;16,8145619827285;0;n. def.;n. def.;n. def.;0;60;
;H10;SYBR;CDC42;Pos Ctrl;LM84;;23,2938838075961;23,2938838075961;0;n. def.;n. def.;n. def.;0;60;
;H11;SYBR;;Neg Ctrl;LM84;;n. def.;0;0;n. def.;n. def.;0;0;60;
