;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;CXCL9;Unkn;LM51;;39,638088592039;39,638088592039;0;n. def.;n. def.;n. def.;0;60;
;A02;SYBR;IL-10;Unkn;LM51;;32,0449601365645;32,0449601365645;0;n. def.;n. def.;n. def.;0;60;
;A03;SYBR;IL-12;Unkn;LM51;;n. def.;0;0;n. def.;n. def.;0;0;60;
;A04;SYBR;IL-6;Unkn;LM51;;29,2229004178753;29,2229004178753;0;n. def.;n. def.;n. def.;0;60;
;A05;SYBR;IFN-g;Unkn;LM51;;31,2879991649519;31,2879991649519;0;n. def.;n. def.;n. def.;0;60;
;A06;SYBR;STAT6;Unkn;LM51;;30,789347148977;30,789347148977;0;n. def.;n. def.;n. def.;0;60;
;A07;SYBR;TGF-b;Unkn;LM51;;26,6992352509581;26,6992352509581;0;n. def.;n. def.;n. def.;0;60;
;A08;SYBR;Ppia;Unkn;LM51;;18,6903965867831;18,6903965867831;0;n. def.;n. def.;n. def.;0;60;
;A09;SYBR;Ppib;Pos Ctrl;LM51;;18,6284080447218;18,6284080447218;0;n. def.;n. def.;n. def.;0;60;
;A10;SYBR;CDC42;Pos Ctrl;LM51;;n. def.;0;0;n. def.;n. def.;0;0;60;
;A11;SYBR;;Neg Ctrl;LM51;;30,6578906099756;30,6578906099756;0;n. def.;n. def.;n. def.;0;60;
;B01;SYBR;CXCL9;Unkn;LM51;;28,7356370528047;28,7356370528047;0;n. def.;n. def.;n. def.;0;60;
;B02;SYBR;IL-10;Unkn;LM51;;32,6574575041493;32,6574575041493;0;n. def.;n. def.;n. def.;0;60;
;B03;SYBR;IL-12;Unkn;LM51;;35,8247064959458;35,8247064959458;0;n. def.;n. def.;n. def.;0;60;
;B04;SYBR;IL-6;Unkn;LM51;;30,4314900085402;30,4314900085402;0;n. def.;n. def.;n. def.;0;60;
;B05;SYBR;IFN-g;Unkn;LM51;;29,180674521887;29,180674521887;0;n. def.;n. def.;n. def.;0;60;
;B06;SYBR;STAT6;Unkn;LM51;;28,5814660922123;28,5814660922123;0;n. def.;n. def.;n. def.;0;60;
;B07;SYBR;TGF-b;Unkn;LM51;;26,2773154711283;26,2773154711283;0;n. def.;n. def.;n. def.;0;60;
;B08;SYBR;Ppia;Unkn;LM51;;17,7200138762029;17,7200138762029;0;n. def.;n. def.;n. def.;0;60;
;B09;SYBR;Ppib;Pos Ctrl;LM51;;18,0917955809925;18,0917955809925;0;n. def.;n. def.;n. def.;0;60;
;B10;SYBR;CDC42;Pos Ctrl;LM51;;30,3296215652265;30,3296215652265;0;n. def.;n. def.;n. def.;0;60;
;B11;SYBR;;Neg Ctrl;LM51;;n. def.;0;0;n. def.;n. def.;0;0;60;
