;Data Set;Target;Sample;Ctrl;Relative Quantity;Relative Quantity SD;Corrected Relative Quantity SD;Relative Quantity SEM;Corrected Relative Quantity SEM;Unscaled Expression;Unscaled Expression SD;Corrected Unscaled Expression SD;Unscaled Expression SEM;Corrected Unscaled Expression SEM;Expression;Expression SD;Corrected Expression SD;Expression SEM;Corrected Expression SEM;Wells;Mean Cq;Cq SD;Cq SEM
;1-SYBR;CDC42;MouseCaecum1;;1;3,07084441724627;3,07084441724627;2,17141491140369;2,17141491140369;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;22,8861477237741;4,43029201210275;3,13268952439445
;1-SYBR;CDC42;MouseCaecum2;;0,131765386806278;0,00601217138935238;0,00601217138935238;0,00425124715906682;0,00425124715906682;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;25,8101043773079;0,0658270738516888;0,0465467703061968
;1-SYBR;CDC42;MouseCaecum3;;0,693324684114388;0,400015896780793;0,400015896780793;0,282853953196117;0,282853953196117;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;23,4145446936238;0,832367523881768;0,588572720576254
;1-SYBR;CDC42;MouseCaecum4;;0,07490051541465;0,00986801839919594;0,00986801839919594;0,00697774272694507;0,00697774272694507;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;26,6250282671799;0,190072673453679;0,134401676317353
;1-SYBR;CXCL9;MouseCaecum1;;0,434446013618429;0,088866336880298;0,088866336880298;0,0628379894272669;0,0628379894272669;0,690568433240568;0,722315013719907;0,722315013719907;0,5107538443542;0,5107538443542;0,690568433240568;0,722315013719907;0,722315013719907;0,5107538443542;0,5107538443542;2;23,5982391249733;0,295104614843531;0,208670474315305
;1-SYBR;CXCL9;MouseCaecum2;;0,111658708414682;0,0167980502649154;0,0167980502649154;0,0118780152530342;0,0118780152530342;0,821096847699144;0,124355666700814;0,124355666700814;0,0879327352031198;0,0879327352031198;0,821096847699144;0,124355666700814;0,124355666700814;0,0879327352031198;0,0879327352031198;2;25,5583202635267;0,217040517106773;0,153470821438434
;1-SYBR;CXCL9;MouseCaecum3;;1;0,0204505709708586;0,0204505709708586;0,0144607374126309;0,0144607374126309;1,12985083918397;0,220027165700596;0,220027165700596;0,155582700912148;0,155582700912148;1,12985083918397;0,220027165700596;0,220027165700596;0,155582700912148;0,155582700912148;2;22,395487941938;0,0295039373230055;0,0208624341528001
;1-SYBR;CXCL9;MouseCaecum4;;0,094610090695058;0,0232206100749534;0,0232206100749534;0,0164194508472882;0,0164194508472882;3,86921942697492;1,03639387348;1,03639387348;0,732841135917898;0,732841135917898;3,86921942697492;1,03639387348;1,03639387348;0,732841135917898;0,732841135917898;2;25,7973500684509;0,354087589975236;0,250377736005491
;1-SYBR;IFN-g;MouseCaecum1;;1;0,1330855765114;0,1330855765114;0,0941057136293322;0,0941057136293322;1,5895379669592;1,64417508424354;1,64417508424354;1,16260735152657;1,16260735152657;1,5895379669592;1,64417508424354;1,64417508424354;1,16260735152657;1,16260735152657;2;24,3565361990861;0,192001901246846;0,135765846372355
;1-SYBR;IFN-g;MouseCaecum2;;0,00114934379962167;0,00627831630234397;0,00627831630234397;0,00443944003182147;0,00443944003182147;0,00845184924839969;0,0461686520224973;0,0461686520224973;0,0326461669233498;0,0326461669233498;0,00845184924839969;0,0461686520224973;0,0461686520224973;0,0326461669233498;0,0326461669233498;2;34,121510072345;7,88075404200684;5,57253462396633
;1-SYBR;IFN-g;MouseCaecum3;;0,313536234223174;0,0569650878433615;0,0569650878433615;0,0402803999049283;0,0402803999049283;0,354249177351635;0,0940697891808912;0,0940697891808912;0,0665173858345971;0,0665173858345971;0,354249177351635;0,0940697891808912;0,0940697891808912;0,0665173858345971;0,0665173858345971;2;26,0298321143804;0,26211723164642;0,185344871963029
;1-SYBR;IFN-g;MouseCaecum4;;0,00338560042273838;0,000157531713033175;0,000157531713033175;0,000111391742537691;0,000111391742537691;0,138459130853767;0,0161906356415824;0,0161906356415823;0,0114485082538835;0,0114485082538835;0,138459130853767;0,0161906356415824;0,0161906356415823;0,0114485082538835;0,0114485082538835;2;32,5629087710435;0,0671284832224476;0,0474670056973601
;1-SYBR;IL-10;MouseCaecum1;;1;0,075146209546051;0,075146209546051;0,0531363943504779;0,0531363943504779;1,5895379669592;1,63487870052783;1,63487870052783;1,15603381556068;1,15603381556068;1,5895379669592;1,63487870052783;1,63487870052783;1,15603381556068;1,15603381556068;2;29,0801437030116;0,108413063853691;0,0766596126201549
;1-SYBR;IL-10;MouseCaecum2;;0,0219896350099141;0,00705367158905129;0,00705367158905129;0,00498769901288105;0,00498769901288105;0,161703643585412;0,0519468622875362;0,0519468622875362;0,0367319785848806;0,0367319785848806;0,161703643585412;0,0519468622875362;0,0519468622875362;0,0367319785848806;0,0367319785848806;2;34,5871762346488;0,462776986384523;0,327232745249571
;1-SYBR;IL-10;MouseCaecum3;;0,441230937570177;0,107220501902463;0,107220501902463;0,0758163439774567;0,0758163439774567;0,498525145087594;0,154908994866194;0,154908994866194;0,109537200736678;0,109537200736678;0,498525145087594;0,154908994866194;0,154908994866194;0,109537200736678;0,109537200736678;2;30,2605378466926;0,350579420446252;0,247897085541995
;1-SYBR;IL-10;MouseCaecum4;;0,0050541124422939;0,000660895922895948;0,000660895922895948;0,000467323988738266;0,000467323988738266;0,206695394795354;0,034960155509645;0,034960155509645;0,0247205630322062;0,0247205630322062;0,206695394795354;0,034960155509645;0,034960155509645;0,0247205630322062;0,0247205630322062;2;36,7084702264113;0,188652563905557;0,133397507225848
;1-SYBR;IL-12;MouseCaecum1;;1;0,193527479677065;0,193527479677065;0,136844593225594;0,136844593225594;1,5895379669592;1,65927400360569;1,65927400360569;1,17328389979613;1,17328389979613;1,5895379669592;1,65927400360569;1,65927400360569;1,17328389979613;1,17328389979613;2;29,3905281604649;0,279201135205841;0,197425016019032
;1-SYBR;IL-12;MouseCaecum2;;0,129868389754037;0,00575036107248159;0,00575036107248159;0,00406611930862288;0,00406611930862288;0,955004109905877;0,0454543652251667;0,0454543652251667;0,0321410898852454;0,0321410898852454;0,955004109905877;0,0454543652251667;0,0454543652251667;0,0321410898852454;0,0321410898852454;2;32,3354059369198;0,0638801899238323;0,0451701154786264
;1-SYBR;IL-12;MouseCaecum3;;0,772943472527457;0,120874241134198;0,120874241134198;0,0854709955767694;0,0854709955767694;0,87331083107692;0,21738370216229;0,21738370216229;0,153713489918392;0,153713489918392;0,87331083107692;0,21738370216229;0,21738370216229;0,153713489918392;0,153713489918392;2;29,7620933455829;0,225611153277874;0,159531176394102
;1-SYBR;IL-12;MouseCaecum4;;0,155200673615707;0,0118158812891008;0,0118158812891008;0,00835508978521839;0,00835508978521839;6,3471608263119;0,834955515888579;0,834955515888579;0,590402707273926;0,590402707273926;6,3471608263119;0,834955515888579;0,834955515888579;0,590402707273926;0,590402707273926;2;32,0783214361009;0,109836593762008;0,0776662002715476
