;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;G10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;1263,67008403551;(+) Positive;ControlPositive;Positive;False
;G11;SYBR;;Neg Ctrl;;-1,26082180550493;;ControlNegative;Negative;True
;H01;SYBR;CXCL9;Unkn;MouseCaecum4;1563,06704005275;(+) Positive;Unknown;Positive;False
;H02;SYBR;IL-10;Unkn;MouseCaecum4;403,411831424359;;Unknown;NoCall;False
;H03;SYBR;IL-12;Unkn;MouseCaecum4;1290,30176732829;(+) Positive;Unknown;Positive;False
;H04;SYBR;IL-6;Unkn;MouseCaecum4;1127,45704323664;(+) Positive;Unknown;Positive;False
;H05;SYBR;IFN-g;Unkn;MouseCaecum4;1402,79086302079;(+) Positive;Unknown;Positive;False
;H06;SYBR;STAT6;Unkn;MouseCaecum4;803,435986367526;(+) Positive;Unknown;Positive;False
;H07;SYBR;TGF-b;Unkn;MouseCaecum4;1311,19292165362;(+) Positive;Unknown;Positive;False
;H08;SYBR;Ppia;Unkn;MouseCaecum4;1433,93166111672;(+) Positive;Unknown;Positive;False
;H09;SYBR;Ppib;Pos Ctrl;MouseCaecum4;1339,8067504752;(+) Positive;ControlPositive;Positive;False
;H10;SYBR;CDC42;Pos Ctrl;MouseCaecum4;1394,96569720085;(+) Positive;ControlPositive;Positive;False
;H11;SYBR;;Neg Ctrl;;566,348371467307;;ControlNegative;Negative;True
