;Data Set;Target;Sample;Ctrl;Relative Quantity;Relative Quantity SD;Corrected Relative Quantity SD;Relative Quantity SEM;Corrected Relative Quantity SEM;Unscaled Expression;Unscaled Expression SD;Corrected Unscaled Expression SD;Unscaled Expression SEM;Corrected Unscaled Expression SEM;Expression;Expression SD;Corrected Expression SD;Expression SEM;Corrected Expression SEM;Wells;Mean Cq;Cq SD;Cq SEM
;1-SYBR;CDC42;MouseCaecum1;;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;0;n. def.;0;n. def.
;1-SYBR;CDC42;MouseCaecum2;;0,0290417307996313;0,0110855395770618;0,0110855395770618;0,00783866020805227;0,00783866020805227;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;29,1600993465313;0,550692143100799;0,389398148732727
;1-SYBR;CDC42;MouseCaecum3;;0,169642493377644;0,221010712311482;0,221010712311482;0,156278173390318;0,156278173390318;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;26,6138010951175;1,87954711279392;1,32904050901617
;1-SYBR;CDC42;MouseCaecum4;;1;0,206581321151546;0,206581321151546;0,146075053052734;0,146075053052734;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;24,0543705929289;0,298033847565625;0,210741754636771
;1-SYBR;CXCL9;MouseCaecum1;;2,39384619123512E-08;0;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;1;39,8586317175848;0;0
;1-SYBR;CXCL9;MouseCaecum2;;7,53967065980878E-06;6,92910604518882E-07;6,92910604518882E-07;4,89961787211371E-07;4,89961787211371E-07;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;31,5596044808742;0,132586519759753;0,0937528272160453
;1-SYBR;CXCL9;MouseCaecum3;;0,00261269429503232;0,00104064522236948;0,00104064522236948;0,00073584729354684;0,00073584729354684;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;23,1227833744358;0,574630451213453;0,406325088729318
;1-SYBR;CXCL9;MouseCaecum4;;1;12,743694020107;12,743694020107;9,0111524589841;9,0111524589841;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;14,5425374180894;18,3852641654147;13,0003449652707
;1-SYBR;IFN-g;MouseCaecum1;;0,0106277592683587;0,00229727920114669;0,00229727920114669;0,00162442170140964;0,00162442170140964;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;31,3403928177779;0,311850619433867;0,220511687718913
;1-SYBR;IFN-g;MouseCaecum2;;0,00142489453364467;0,000201773285729437;0,000201773285729437;0,000142675258601575;0,000142675258601575;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;34,239303227849;0,204293940240718;0,144457630499531
;1-SYBR;IFN-g;MouseCaecum3;;1;0,103465555498242;0,103465555498242;0,0731611959120403;0,0731611959120403;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;24,7843740825214;0,149269243820136;0,105549294527806
;1-SYBR;IFN-g;MouseCaecum4;;0,00944730303964126;0,00406944768855197;0,00406944768855197;0,00287753405625902;0,00287753405625902;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;31,5102558311467;0,621444233851306;0,439427431885537
;1-SYBR;IL-10;MouseCaecum1;;0,000718282792119577;0;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;1;39,4285823088778;0;0
;1-SYBR;IL-10;MouseCaecum2;;0,0107161217838204;0;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;1;35,5294951904795;0;0
;1-SYBR;IL-10;MouseCaecum3;;1;0,0369106352522174;0,0369106352522174;0,0260997604847461;0,0260997604847461;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;28,9854218826599;0,0532507904344354;0,037653995019733
;1-SYBR;IL-10;MouseCaecum4;;0,802175203358647;0,0657974564524124;0,0657974564524124;0,0465258276423273;0,0465258276423273;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;29,3034326069376;0,118335325910794;0,0836757114054425
;1-SYBR;IL-12;MouseCaecum1;;0,0435773527911789;0;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;1;34,4208889307712;0;0
;1-SYBR;IL-12;MouseCaecum2;;0,00260791930946149;0,00140731282910057;0,00140731282910057;0,000995120444707841;0,000995120444707841;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;38,4834963524328;0,77852226184945;0,550498370658435
;1-SYBR;IL-12;MouseCaecum3;;1;0,320344762272606;0,320344762272606;0,226517953720552;0,226517953720552;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;29,9006113002076;0,462159799905443;0,326796328504956
;1-SYBR;IL-12;MouseCaecum4;;0,484316717495205;0,269198183686297;0,269198183686297;0,190351861167683;0,190351861167683;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;30,9465885927931;0,801894443431808;0,567024998746444
;1-SYBR;IL-6;MouseCaecum1;;0,269226308226792;0;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;1;31,5170001428005;0;0
;1-SYBR;IL-6;MouseCaecum2;;0,269768633784916;0,0223526206638703;0,0223526206638703;0,0158056896487132;0,0158056896487132;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;31,5140969220231;0,119539527372737;0,0845272104250974
;1-SYBR;IL-6;MouseCaecum3;;1;0,099424307722421;0,099424307722421;0,0703036022053019;0,0703036022053019;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;29,6238914418652;0,143438955694955;0,101426658258219
;1-SYBR;IL-6;MouseCaecum4;;0,641905201880749;0,285397174363351;0,285397174363351;0,201806277323805;0,201806277323805;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;30,2634592843815;0,641435973616274;0,453563726641063
;1-SYBR;Ppia;MouseCaecum1;;0,00988831103669827;0;0;0;0;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;1;20,8263636797811;0;0
;1-SYBR;Ppia;MouseCaecum2;;0,0300003729248119;0,00238779508746946;0,00238779508746946;0,00168842609843358;0,00168842609843358;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;19,2251792743017;0,114827243647433;0,0811951226480598
;1-SYBR;Ppia;MouseCaecum3;;0,476803670255397;0,0226045141470821;0,0226045141470821;0,015983805238829;0,015983805238829;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;n. def.;2;15,2348362727497;0,0683959090420417;0,048363211089046
