;Well;Fluor;Target;Content;Sample;End RFU;Call;Sample Type;CallType;Is Control
;A01;FAM;;Unkn;;1046,239372177;;Unknown;Unassigned;False
;A02;FAM;;Unkn;;1081,72003063111;;Unknown;Unassigned;False
;A03;FAM;;Unkn;;1253,08111738693;;Unknown;Unassigned;False
;A04;FAM;;Unkn;;2099,92798685635;;Unknown;Unassigned;False
;A05;FAM;;Unkn;;-2,21891795078091;;Unknown;Unassigned;False
;A06;FAM;;Unkn;;2001,58448062448;;Unknown;Unassigned;False
;A07;FAM;;Unkn;;1469,24382847644;;Unknown;Unassigned;False
;A08;FAM;;Unkn;;1623,88329173828;;Unknown;Unassigned;False
;A09;FAM;;Unkn;;1593,62139145153;;Unknown;Unassigned;False
;A10;FAM;;Unkn;;1376,63950487563;;Unknown;Unassigned;False
;A11;FAM;;Unkn;;445,81783221272;;Unknown;Unassigned;False
;A12;FAM;;Unkn;;-12,4557093037577;;Unknown;Unassigned;False
;B01;FAM;;Unkn;;562,600027479411;;Unknown;Unassigned;False
;B02;FAM;;Unkn;;676,322161438056;;Unknown;Unassigned;False
;B03;FAM;;Unkn;;975,927616108143;;Unknown;Unassigned;False
;B04;FAM;;Unkn;;1129,02514069927;;Unknown;Unassigned;False
;B05;FAM;;Unkn;;1292,71898213348;;Unknown;Unassigned;False
;B06;FAM;;Unkn;;1324,26173480998;;Unknown;Unassigned;False
;B07;FAM;;Unkn;;1038,38472093981;;Unknown;Unassigned;False
;B08;FAM;;Unkn;;1062,27163029467;;Unknown;Unassigned;False
;B09;FAM;;Unkn;;1587,07447868057;;Unknown;Unassigned;False
;B10;FAM;;Unkn;;966,434895249285;;Unknown;Unassigned;False
;B11;FAM;;Unkn;;455,796577655144;;Unknown;Unassigned;False
;B12;FAM;;Unkn;;6,61607058186592;;Unknown;Unassigned;False
;C01;FAM;;Unkn;;3145,20596277643;;Unknown;Unassigned;False
;C02;FAM;;Unkn;;2724,65402929786;;Unknown;Unassigned;False
;C03;FAM;;Unkn;;2729,96613143541;;Unknown;Unassigned;False
;C04;FAM;;Unkn;;1890,92486688722;;Unknown;Unassigned;False
;C05;FAM;;Unkn;;1770,94161867506;;Unknown;Unassigned;False
;C06;FAM;;Unkn;;1919,37021533318;;Unknown;Unassigned;False
;C07;FAM;;Unkn;;1269,16141339235;;Unknown;Unassigned;False
;C08;FAM;;Unkn;;1168,12475660408;;Unknown;Unassigned;False
;C09;FAM;;Unkn;;728,033661420443;;Unknown;Unassigned;False
;C10;FAM;;Unkn;;1964,17543461229;;Unknown;Unassigned;False
;C11;FAM;;Unkn;;1418,27399387669;;Unknown;Unassigned;False
;C12;FAM;;Unkn;;-4,49193554271496;;Unknown;Unassigned;False
;D01;FAM;;Unkn;;1122,0571104898;;Unknown;Unassigned;False
;D02;FAM;;Unkn;;1293,28956040133;;Unknown;Unassigned;False
;D03;FAM;;Unkn;;2336,93934124823;;Unknown;Unassigned;False
;D04;FAM;;Unkn;;1201,9215685496;;Unknown;Unassigned;False
;D05;FAM;;Unkn;;1227,94599351685;;Unknown;Unassigned;False
;D06;FAM;;Unkn;;1306,68455589744;;Unknown;Unassigned;False
;D07;FAM;;Unkn;;1311,75171487659;;Unknown;Unassigned;False
;D08;FAM;;Unkn;;3,03117066584;;Unknown;Unassigned;False
;D09;FAM;;Unkn;;1796,51170368481;;Unknown;Unassigned;False
;D10;FAM;;Unkn;;1618,30076119072;;Unknown;Unassigned;False
;D11;FAM;;Unkn;;1523,01895709754;;Unknown;Unassigned;False
;D12;FAM;;Unkn;;807,650906003269;;Unknown;Unassigned;False
;E01;FAM;;Unkn;;1442,64037852903;;Unknown;Unassigned;False
;E02;FAM;;Unkn;;1929,60744363568;;Unknown;Unassigned;False
;E03;FAM;;Unkn;;1552,81796185961;;Unknown;Unassigned;False
