;Well;Fluor;Target;Content;Sample;Biological Set Name;Cq;Cq Mean;Cq Std. Dev;Starting Quantity (SQ);Log Starting Quantity;SQ Mean;SQ Std. Dev;Set Point;Well Note
;A01;SYBR;CXCL9;Unkn;LM57;;20,2184128763528;20,2184128763528;0;n. def.;n. def.;n. def.;0;60;
;A02;SYBR;IL-10;Unkn;LM57;;25,8626551728501;25,8626551728501;0;n. def.;n. def.;n. def.;0;60;
;A03;SYBR;IL-12;Unkn;LM57;;27,5502843039108;27,5502843039108;0;n. def.;n. def.;n. def.;0;60;
;A04;SYBR;IL-6;Unkn;LM57;;27,6713534952696;27,6713534952696;0;n. def.;n. def.;n. def.;0;60;
;A05;SYBR;IFN-g;Unkn;LM57;;21,6298373289853;21,6298373289853;0;n. def.;n. def.;n. def.;0;60;
;A06;SYBR;STAT6;Unkn;LM57;;24,6357912722268;24,6357912722268;0;n. def.;n. def.;n. def.;0;60;
;A07;SYBR;TGF-b;Unkn;LM57;;23,7305887034417;23,7305887034417;0;n. def.;n. def.;n. def.;0;60;
;A08;SYBR;Ppia;Unkn;LM57;;15,3514695363472;15,3514695363472;0;n. def.;n. def.;n. def.;0;60;
;A09;SYBR;Ppib;Pos Ctrl;LM57;;17,875335355036;17,875335355036;0;n. def.;n. def.;n. def.;0;60;
;A10;SYBR;CDC42;Pos Ctrl;LM57;;25,986119620339;25,986119620339;0;n. def.;n. def.;n. def.;0;60;
;A11;SYBR;;Neg Ctrl;LM57;;n. def.;0;0;n. def.;n. def.;0;0;60;
;B01;SYBR;CXCL9;Unkn;LM57;;22,2413308998715;22,2413308998715;0;n. def.;n. def.;n. def.;0;60;
;B02;SYBR;IL-10;Unkn;LM57;;27,3383686709384;27,3383686709384;0;n. def.;n. def.;n. def.;0;60;
;B03;SYBR;IL-12;Unkn;LM57;;28,4491159150635;28,4491159150635;0;n. def.;n. def.;n. def.;0;60;
;B04;SYBR;IL-6;Unkn;LM57;;27,343346649508;27,343346649508;0;n. def.;n. def.;n. def.;0;60;
;B05;SYBR;IFN-g;Unkn;LM57;;21,1890588264121;21,1890588264121;0;n. def.;n. def.;n. def.;0;60;
;B06;SYBR;STAT6;Unkn;LM57;;24,243138539582;24,243138539582;0;n. def.;n. def.;n. def.;0;60;
;B07;SYBR;TGF-b;Unkn;LM57;;23,0987885108485;23,0987885108485;0;n. def.;n. def.;n. def.;0;60;
;B08;SYBR;Ppia;Unkn;LM57;;14,8388526226305;14,8388526226305;0;n. def.;n. def.;n. def.;0;60;
;B09;SYBR;Ppib;Pos Ctrl;LM57;;17,3879401404958;17,3879401404958;0;n. def.;n. def.;n. def.;0;60;
;B10;SYBR;CDC42;Pos Ctrl;LM57;;25,4964677385428;25,4964677385428;0;n. def.;n. def.;n. def.;0;60;
;B11;SYBR;;Neg Ctrl;LM57;;n. def.;0;0;n. def.;n. def.;0;0;60;
;C01;SYBR;CXCL9;Unkn;LM94;;29,3263773944061;29,3263773944061;0;n. def.;n. def.;n. def.;0;60;
;C02;SYBR;IL-10;Unkn;LM94;;32,4101215292176;32,4101215292176;0;n. def.;n. def.;n. def.;0;60;
;C03;SYBR;IL-12;Unkn;LM94;;33,1594455225694;33,1594455225694;0;n. def.;n. def.;n. def.;0;60;
;C04;SYBR;IL-6;Unkn;LM94;;28,7024708048505;28,7024708048505;0;n. def.;n. def.;n. def.;0;60;
;C05;SYBR;IFN-g;Unkn;LM94;;32,2628739091422;32,2628739091422;0;n. def.;n. def.;n. def.;0;60;
;C06;SYBR;STAT6;Unkn;LM94;;25,3144778753428;25,3144778753428;0;n. def.;n. def.;n. def.;0;60;
;C07;SYBR;TGF-b;Unkn;LM94;;25,7443023039682;25,7443023039682;0;n. def.;n. def.;n. def.;0;60;
;C08;SYBR;Ppia;Unkn;LM94;;16,0894945785607;16,0894945785607;0;n. def.;n. def.;n. def.;0;60;
;C09;SYBR;Ppib;Pos Ctrl;LM94;;17,7307778742585;17,7307778742585;0;n. def.;n. def.;n. def.;0;60;
;C10;SYBR;CDC42;Pos Ctrl;LM94;;25,8170439665065;25,8170439665065;0;n. def.;n. def.;n. def.;0;60;
;C11;SYBR;;Neg Ctrl;LM94;;n. def.;0;0;n. def.;n. def.;0;0;60;
;D01;SYBR;CXCL9;Unkn;LM94;;29,7451987421674;29,7451987421674;0;n. def.;n. def.;n. def.;0;60;
;D02;SYBR;IL-10;Unkn;LM94;;33,2476669578961;33,2476669578961;0;n. def.;n. def.;n. def.;0;60;
;D03;SYBR;IL-12;Unkn;LM94;;n. def.;0;0;n. def.;n. def.;0;0;60;
;D04;SYBR;IL-6;Unkn;LM94;;30,3988199922466;30,3988199922466;0;n. def.;n. def.;n. def.;0;60;
;D05;SYBR;IFN-g;Unkn;LM94;;32,6433470567657;32,6433470567657;0;n. def.;n. def.;n. def.;0;60;
;D06;SYBR;STAT6;Unkn;LM94;;25,8912406401132;25,8912406401132;0;n. def.;n. def.;n. def.;0;60;
;D07;SYBR;TGF-b;Unkn;LM94;;25,7287739950185;25,7287739950185;0;n. def.;n. def.;n. def.;0;60;
;D08;SYBR;Ppia;Unkn;LM94;;16,0647794696002;16,0647794696002;0;n. def.;n. def.;n. def.;0;60;
;D09;SYBR;Ppib;Pos Ctrl;LM94;;17,670537791522;17,670537791522;0;n. def.;n. def.;n. def.;0;60;
;D10;SYBR;CDC42;Pos Ctrl;LM94;;26,7004118630108;26,7004118630108;0;n. def.;n. def.;n. def.;0;60;
;D11;SYBR;;Neg Ctrl;LM94;;n. def.;0;0;n. def.;n. def.;0;0;60;
;E01;SYBR;CXCL9;Unkn;LM70;;25,9624609245844;25,9624609245844;0;n. def.;n. def.;n. def.;0;60;
;E02;SYBR;IL-10;Unkn;LM70;;31,9040703873353;31,9040703873353;0;n. def.;n. def.;n. def.;0;60;
;E03;SYBR;IL-12;Unkn;LM70;;33,3316252759389;33,3316252759389;0;n. def.;n. def.;n. def.;0;60;
;E04;SYBR;IL-6;Unkn;LM70;;30,8649824200465;30,8649824200465;0;n. def.;n. def.;n. def.;0;60;
;E05;SYBR;IFN-g;Unkn;LM70;;26,0792953069867;26,0792953069867;0;n. def.;n. def.;n. def.;0;60;
;E06;SYBR;STAT6;Unkn;LM70;;26,0890569251079;26,0890569251079;0;n. def.;n. def.;n. def.;0;60;
;E07;SYBR;TGF-b;Unkn;LM70;;24,4279899836726;24,4279899836726;0;n. def.;n. def.;n. def.;0;60;
