Mouse_ID,Transect,State,Address,Code,Latitude,Longitude,Sex,Status,Species,Year,Capture,Dissection,Dissectors,Ectoparasites,Body_weight,Body_length,Tail_length,Spleen_mass,Left_Testis_mass,Right_Testis_mass,Left.epididymis.weight,Seminal.vesicle.weight,Left.ovarium.weight,Right.ovarium.weight,Total,Embryo_left,Embryo_right,Feces_weight
AA_0439,HZ_BR,Germany,"Lindenstraße 19, 15848 Beeskow, Germany",NA,52.173734,14.075887,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,17.88,81.9,80.82,0.0438,0.0594,0.0602,0.0202,0.1434,NA,NA,NA,NA,NA,0.49
AA_0440,HZ_BR,Germany,"Friedländer Ausbau, 15848 Friedland, Germany",NA,52.087884,14.26037,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,TRUE,20.71,91.6,79.56,0.0828,NA,NA,NA,NA,0.0044,0.0062,0.0106,0,0,0.81
AA_0441,HZ_BR,Germany,"Friedländer Ausbau, 15848 Friedland, Germany",NA,52.087884,14.26037,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,13.8,76.45,73.74,0.0459,NA,NA,NA,NA,0.0031,0.0025,0.0056,0,0,0.11
AA_0442,HZ_BR,Germany,Schadow 5 dorfstrasse,NA,52.043945,14.270012,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,15.35,77.39,80.3,0.0249,0.0578,0.0605,0.0181,0.1143,NA,NA,NA,NA,NA,0.43
AA_0443,HZ_BR,Germany,"Friedländer Ausbau, 15848 Friedland, Germany",NA,52.087884,14.26037,male,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,18.96,85.31,74.68,36,0.0764,0.0795,0.0247,0.16,NA,NA,NA,NA,NA,0.26
AA_0444,HZ_BR,Germany,Schadow 5 dorfstrasse,NA,52.043945,14.270012,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,11.48,75.92,75.35,0.0179,NA,NA,NA,NA,0.0018,0.0022,4,0,0,0.68
AA_0445,HZ_BR,Germany,"Niewisch 25, 15848 Friedland, Germany",NA,52.075081,14.227153,female,adult,Mus musculus,2017,16/09/17,17/09/17,Czech,FALSE,16.61,80.85,78.89,35,NA,NA,NA,NA,0.0028,0.0051,0.0079,0,0,0.56
AA_0446,HZ_BR,Germany,Grossbarmim 7 Neutmbbin (Ortsteil Alt-Barmim),NA,52.68668,14.277127,male,adult,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,8.89,69.46,66.28,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23
AA_0447,HZ_BR,Germany,Kleinbarmim 28 15320 Alt-Barmim,NA,52.682267,14.272369,NA,NA,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,6.22,56.63,48.94,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
AA_0448,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,NA,NA,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,9.3,67.17,73.86,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51
AA_0449,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,male,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,17.39,81.37,72.45,0.04,0.0181,72,27,161,NA,NA,NA,NA,NA,0.05
AA_0450,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,female,adult,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,17.64,87.07,71.68,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
AA_0451,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,female,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,14.01,77.38,68.59,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.2
AA_0452,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,female,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,9.69,65.32,62.24,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.23
AA_0453,HZ_BR,Germany,"Friedländer Ausbau, 15848 Friedland, Germany",NA,52.087884,14.26037,male,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,13.61,74.75,67.98,0.0246,0.0546,0.0578,0.0128,0.0725,NA,NA,NA,NA,NA,0.19
AA_0454,HZ_BR,Germany,"Friedländer Ausbau, 15848 Friedland, Germany",NA,52.087884,14.26037,female,young,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,8.99,67.68,62.82,0.02,NA,NA,NA,NA,NA,NA,NA,0,0,0.26 but in the same cage as AA_0463!!!!
AA_0455,HZ_BR,Germany,"Friedländer Ausbau, 15848 Friedland, Germany",NA,52.087884,14.26037,female,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,13.35,71.54,65.65,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.54
AA_0456,HZ_BR,Germany,Pappelwerder 1 Papp1,NA,53.2108,13.6506,male,adult,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,8.65,63.38,64.29,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49
AA_0457,HZ_BR,Germany,Schadow 5 dorfstrasse,NA,52.043945,14.270012,female,young,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,9.57,64.3,57.78,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.59
AA_0458,HZ_BR,Germany,Schadow 5 dorfstrasse,NA,52.043945,14.270012,female,adult,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,15.58,75.52,70.29,0.03,NA,NA,NA,NA,NA,NA,NA,0,0,0.58
AA_0459,HZ_BR,Germany,"Friedländer Ausbau, 15848 Friedland, Germany",NA,52.087884,14.26037,female,adult,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,10.88,66.45,61.02,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.53
AA_0460,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,female,young,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,5.32,52.82,59.54,0.01,NA,NA,NA,NA,NA,NA,NA,0,0,0.76
AA_0461,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,male,adult,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,8.38,66.85,86.57,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
AA_0462,HZ_BR,Germany,Pappelweg 5 Münchehofe,NA,52.493842,13.669169,NA,NA,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,9.38,60.92,74.21,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17
AA_0463,HZ_BR,Germany,"Friedländer Ausbau, 15848 Friedland, Germany",NA,52.087884,14.26037,female,young,Mus musculus,2017,16/09/17,17/09/17,German,TRUE,13.56,72.16,58.9,0.05,NA,NA,NA,NA,NA,NA,NA,0,0,0.01
AA_0464,HZ_BR,Germany,"Lettberger Str. 94, 12355 Berlin, Germany",NA,52.410749,13.518458,female,pregnant,Mus musculus,2017,16/09/17,17/09/17,German,FALSE,28.55,88.4,52.28,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA
AA_0465,HZ_BR,Germany,"Mildenberger Str. 1, 16792 Zehdenick, Germany",NA,52.9936,13.3047,male,adult,Mus musculus,2017,17/09/17,18/09/17,Czech,TRUE,16.78,80.95,84.11,0.0376,0.0715,0.0727,0.0234,0.2007,NA,NA,NA,NA,NA,0.38
AA_0466,HZ_BR,Germany,"Mildenberger Str. 1, 16792 Zehdenick, Germany",NA,52.9936,13.3047,female,adult,Mus musculus,2017,17/09/17,18/09/17,Czech,FALSE,13.1,74.57,84.07,0.0808,NA,NA,NA,NA,0.0014,0.0022,0.0036,0,0,0.53
AA_0467,HZ_BR,Germany,"Mildenberger Str. 1, 16792 Zehdenick, Germany",NA,52.9936,13.3047,female,adult,Mus musculus,2017,17/09/17,18/09/17,Czech,TRUE,16.02,81.75,86.88,45,NA,NA,NA,NA,0.0063,0.0076,0.0139,0,0,0.5
AA_0468,HZ_BR,Germany,pappelweg,NA,52.493864,13.670403,female,young,Mus musculus,2017,17/09/17,18/09/17,Czech,FALSE,3.65,NA,NA,0.0022,NA,NA,NA,NA,NA,NA,NA,0,0,0.22
AA_0469,HZ_BR,Germany,Three Oak ranch,NA,51.944782,13.92511,female,adult,Mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,12.73,82,70,21,NA,NA,NA,NA,NA,NA,NA,0,0,444
AA_0470,HZ_BR,Germany,Three Oak ranch,NA,51.944782,13.92511,female,adult,Mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,13.5,78,71,26,NA,NA,NA,NA,NA,NA,NA,0,0,323
AA_0471,HZ_BR,Germany,Chris corner ranch,NA,51.959192,13.670926,male,adult,Mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,14.26,80,79,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,393
AA_0472,HZ_BR,Germany,Wildpark Johanism?hle W1,NA,52.017078,13.530131,female,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,17.64,85,80,57,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0473,HZ_BR,Germany,Wildpark Johanism?hle W1,NA,52.017078,13.530131,male,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,20.6,8.9,80,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0474,HZ_BR,Germany,Wildpark Johanism?hle W1,NA,52.017078,13.530131,female,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,17.51,85,55,0.05,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0475,HZ_BR,Germany,Wildpark Johanism?hle W1,NA,52.017078,13.530131,male,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,13.5,75,73,46,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0476,HZ_BR,Germany,Wildpark Johanism?hle W1,NA,52.017078,13.530131,NA,NA,Pet mus musculus,2017,27/09/2017,28/09/2017,German,TRUE,16.41,76,75,42,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0477,HZ_BR,Germany,Wildpark Johanism?hle W1,NA,52.017078,13.530131,female,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,24.06,96,91,95,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0478,HZ_BR,Germany,Wildpark Johanism?hle W1,NA,52.017078,13.530131,male,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,17.66,NA,NA,69,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0479,HZ_BR,Germany,Wildpark Johanism?hle W2,NA,52.015121,13.528597,female,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,19.79,90,84,69,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0480,HZ_BR,Germany,Wildpark Johanism?hle W2,NA,52.015121,13.528597,male,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,TRUE,18.52,83,68,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AA_0481,HZ_BR,Germany,Wildpark Johanism?hle W2,NA,52.015121,13.528597,male,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,12.89,73,45,54,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0482,HZ_BR,Germany,Wildpark Johanism?hle W2,NA,52.015121,13.528597,female,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,28.6,98,84,0.2,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0483,HZ_BR,Germany,Wildpark Johanism?hle W2,NA,52.015121,13.528597,NA,NA,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,18.31,86,75,0.07,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0484,HZ_BR,Germany,Wildpark Johanism?hle W2,NA,52.015121,13.528597,male,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,23.79,90,80,86,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0485,HZ_BR,Germany,Wildpark Johanism?hle W2,NA,52.015121,13.528597,male,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,17.92,81,87,29,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0486,HZ_BR,Germany,Wildpark Johanism?hle W2,NA,52.015121,13.528597,male,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,20.48,85,36,79,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0487,HZ_BR,Germany,Wildpark Johanism?hle W2,NA,52.015121,13.528597,female,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,14.54,82,77,83,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0488,HZ_BR,Germany,Wildpark Johanism?hle W2,NA,52.015121,13.528597,female,adult,Pet mus musculus,2017,27/09/2017,28/09/2017,German,FALSE,16.55,84,79,42,NA,NA,NA,NA,NA,NA,NA,0,0,NA
AA_0489,HZ_BR,Germany,Feldweg 5 23972 Dorf Mecklenburg,NA,53.84506,11.4812,female,pregnant,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,20.85,84,64,56,NA,NA,NA,NA,NA,NA,NA,0,0,786
AA_0490,HZ_BR,Germany,Feldweg 5 23972 Dorf Mecklenburg,NA,53.84506,11.4812,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,17.5,83,56,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,825
AA_0491,HZ_BR,Germany,Feldweg 5 23972 Dorf Mecklenburg,NA,53.84506,11.4812,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,17.79,81,15,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,863
AA_0492,HZ_BR,Germany,Feldweg 5 23972 Dorf Mecklenburg,NA,53.84506,11.4812,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
AA_0493,HZ_BR,Germany,Feldweg 5 23972 Dorf Mecklenburg,NA,53.84506,11.4812,male,young,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
AA_0494,HZ_BR,Germany,Zum Gutshof 10 23974 Neuburg,NA,53.94049,11.6069,male,NA,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
AA_0495,HZ_BR,Germany,Zum Gutshof 10 23974 Neuburg,NA,53.94049,11.6069,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,184
AA_0496,HZ_BR,Germany,Zum Gutshof 10 23974 Neuburg,NA,53.94049,11.6069,female,adult,Mus musculus,2017,05/10/17,06/10/17,German,TRUE,15.992,83,65,28,NA,NA,NA,NA,NA,NA,NA,0,0,726
AA_0497,HZ_BR,Germany,Zum Gutshof 10 23974 Neuburg,NA,53.94049,11.6069,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,13.985,80,62,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,651
AA_0498,HZ_BR,Germany,Zum Gutshof 10 23974 Neuburg,NA,53.94049,11.6069,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,16.541,85,60,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52
AA_0499,HZ_BR,Germany,Zum Gutshof 10 23974 Neuburg,NA,53.94049,11.6069,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,14.472,78,52,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,471
AA_0500,HZ_BR,Germany,Zum Gutshof 10 23974 Neuburg,NA,53.94049,11.6069,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,16.246,83,58,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,737
AA_0501,HZ_BR,Germany,Zum Gutshof 10 23974 Neuburg,NA,53.94049,11.6069,NA,NA,Mus musculus,2017,05/10/17,06/10/17,German,TRUE,14.056,75,51,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,698
AA_0502,HZ_BR,Germany,Zum Gutshof 10 23974 Neuburg,NA,53.94049,11.6069,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,TRUE,13.849,77,61,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23
AA_0503,HZ_BR,Germany,Zum Gutshof 10 23974 Neuburg,NA,53.94049,11.6069,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,TRUE,16.746,85,65,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117
AA_0504,HZ_BR,Germany,Grabow h?fe Kapstrasse,NA,53.567821,12.59032,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,13.938,80,68,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,295
AA_0505,HZ_BR,Germany,Grabow h?fe Kapstrasse,NA,53.567821,12.59032,female,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,16.174,86,65,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,392
AA_0506,HZ_BR,Germany,Grabow h?fe Kapstrasse,NA,53.567821,12.59032,female,pregnant,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,24.152,91,72,98,NA,NA,NA,NA,NA,NA,NA,4,2,428
AA_0507,HZ_BR,Germany,Grabow h?fe Kapstrasse,NA,53.567821,12.59032,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
AA_0508,HZ_BR,Germany,Grabow h?fe Kapstrasse,NA,53.567821,12.59032,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
AA_0509,HZ_BR,Germany,gross b?belin dorfstrasse 18295,NA,53.6395,12.38819,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,13.77,76,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,155
AA_0510,HZ_BR,Germany,gross b?belin dorfstrasse 18295,NA,53.6395,12.38819,NA,young,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,8.011,65,64,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,204
AA_0511,HZ_BR,Germany,im bauerndorf 12 17214 Sliz,NA,53.51885,12.4464,male,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,18.058,91,72,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,506
AA_0512,HZ_BR,Germany,im bauerndorf 12 17214 Sliz,NA,53.51885,12.4464,female,adult,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,17.791,84,72,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
AA_0513,HZ_BR,Germany,im bauerndorf 12 17214 Sliz,NA,53.51885,12.4464,female,young,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,11.358,68,62,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.849 BUT same cage as 514 and 515
AA_0514,HZ_BR,Germany,im bauerndorf 12 17214 Sliz,NA,53.51885,12.4464,male,young,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,7.338,60,55,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,With 513 and 515
AA_0515,HZ_BR,Germany,im bauerndorf 12 17214 Sliz,NA,53.51885,12.4464,NA,NA,Mus musculus,2017,05/10/17,06/10/17,German,FALSE,7.449,64,64,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,With 513 and 514
AA_0516,HZ_BR,Germany,"Kirschallee 3, 03205 Mlode",NA,51.775877,13.957539,female,pregnant,Mus musculus,2017,24/10/17,25/10/17,German,FALSE,19.04,83,76,36,NA,NA,NA,NA,NA,NA,NA,1,0,1131
AA_0517,HZ_BR,Germany,"Kirschallee 3, 03205 Mlode",NA,51.775877,13.957539,male,adult,Mus musculus,2017,24/10/17,25/10/17,German,FALSE,15.936,82,79,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,891
AA_0518,HZ_BR,Germany,"Kemmener Dorfstrasse 1, 03205 Kemmen",NA,51.733743,13.912772,male,adult,Mus musculus,2017,24/10/17,25/10/17,German,FALSE,7.357,60,59,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,131
AA_0519,HZ_BR,Germany,"Pießig 27, 03249 Sonnewalde",NA,51.676761,13.679507,male,adult,Mus musculus,2017,24/10/17,25/10/17,German,TRUE,17.045,75,89,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,389
AA_0520,HZ_BR,Germany,"Pießig 27, 03249 Sonnewalde",NA,51.676761,13.679507,female,adult,Mus musculus,2017,24/10/17,25/10/17,German,TRUE,20.143,85,85,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,316
AA_0521,HZ_BR,Germany,"Pießig 27, 03249 Sonnewalde",NA,51.676761,13.679507,female,adult,Mus musculus,2017,24/10/17,25/10/17,German,FALSE,12.845,71,76,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,272
AA_0522,HZ_BR,Germany,"Pießig 27, 03249 Sonnewalde",NA,51.676761,13.679507,female,adult,Mus musculus,2017,24/10/17,25/10/17,German,FALSE,15.129,81,80,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,558
AA_0523,HZ_BR,Germany,"Pießig 27, 03249 Sonnewalde",NA,51.676761,13.679507,male,adult,Mus musculus,2017,24/10/17,25/10/17,German,FALSE,12.405,72,79,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,308
ZZ_0001,HZ_BR,Germany,Wriezenerstrasse 6 16269 wriezen,FRANK6,52.6703,14.0589,male,adult,apodemus,2017,11/09/17,12/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, / / SI /,NA,0.75
ZZ_0002,HZ_BR,Germany,Mühlenstrasse 23 15345 alt-landsberg wesenthal,NA,52.593745,13.833525,male,young,rattus norvegicus,2017,11/09/17,11/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZZ_0003,HZ_BR,Germany,Kastanienweg 7 15345 Prädikow,NA,52.6242788,14.0101667,female,adult,bank vole,2017,11/09/17,12/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19
ZZ_0004,HZ_BR,Germany,forstrasse joachimsthal 3,NA,52.994574,13.684043,female,adult,bank vole,2017,11/09/17,12/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83
ZZ_0005,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,female,adult,apodemus flaviolis,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05
ZZ_0006,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,female,adult,feldmaus,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22
ZZ_0007,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,NA,adult,apodemus,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
ZZ_0008,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,NA,adult,feldmaus,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11
ZZ_0009,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,NA,adult,bank vole,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35
ZZ_0010,HZ_BR,Germany,lanke wandlitzer strasse 16,NA,52.757551,13.523808,NA,adult,bank vole,2017,12/09/17,13/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
ZZ_0011,HZ_BR,Germany,Erste-kolonie 39,NA,51.830746,14.076701,NA,adult,apodemus,2017,12/09/17,13/09/17,German,TRUE,28.51,96.75,100.89,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87
ZZ_0012,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.960206,14.01867,male,adult,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16
ZZ_0013,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.960206,14.01867,male,young,apodemus,2017,14/09/17,15/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42
ZZ_0014,HZ_BR,Germany,GROSSV1,NA,53.005087,13.560222,male,NA,microtus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14
ZZ_0015,HZ_BR,Germany,Weesow Siedlungstrasse 14,NA,NA,NA,male,NA,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37
ZZ_0016,HZ_BR,Germany,Spreehagenstr. 1 15754 Heidesee,NA,52.269419,13.834069,male,NA,apodemus,2017,14/09/17,15/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39
ZZ_0017,HZ_BR,Germany,Spreehagenstr. 1 15754 Heidesee,NA,52.269419,13.834069,female,NA,bank vole,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76
ZZ_0018,HZ_BR,Germany,Spreehagenstr. 1 15754 Heidesee,NA,52.269419,13.834069,male,NA,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84
ZZ_0019,HZ_BR,Germany,Grünthal Biesenthaler strasse 1,NA,NA,NA,female,NA,apodemus,2017,14/09/17,15/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13
ZZ_0020,HZ_BR,Germany,Grünthal Biesenthaler strasse 1,NA,NA,NA,female,NA,apodemus,2017,14/09/17,15/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55
ZZ_0021,HZ_BR,Germany,Grünthal Biesenthaler strasse 1,NA,NA,NA,female,NA,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48
ZZ_0022,HZ_BR,Germany,FLIE8,NA,NA,NA,male,NA,microtus bank vole,2017,14/09/17,15/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
ZZ_0023,HZ_BR,Germany,Grünthal Biesenthaler strasse 1,NA,NA,NA,male,young,apodemus,2017,14/09/17,15/09/17,German,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35
ZZ_0024,HZ_BR,Germany,Haus am See 23 Briesensee,NA,51.560206,14.01867,male,NA,apodemus,2017,14/09/17,15/09/17,German,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06
